,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,50495000,63508000,78927000,83847000,61070000,73175000,72871000,81784000,67412000,76147000,85938000,81852000,62950000,74689000,118891000,99661000,90661000,85667000,90011000,100586000,77040000,91055000,104145000,136982000,107171000,119951000,145078000,164819000,163146000,146900000,188804000,169974000,167441000,173470000,162690000,179399000,153890000,181875000,181715000,207514000,180909000,183599000,191584000,212418000,197778000,208978000,200738000,233667000,215279000,236093000,219578000,212246000,182237000,202299000
IncomeRevenues_yy,,,,,20.94,15.22,-7.67,-2.46,10.38,4.06,17.93,0.08,-6.62,-1.91,38.35,21.76,44.02,14.70,-24.29,0.93,-15.02,6.29,15.70,36.18,39.11,31.73,39.30,20.32,52.23,22.47,30.14,3.13,2.63,18.09,-13.83,5.54,-8.09,4.85,11.69,15.67,17.56,0.95,5.43,2.36,9.32,13.82,4.78,10.00,8.85,12.98,9.39,-9.17,-15.35,-14.31
IncomeRevenues_sy,,,,,14.30,14.00,44.71,19.53,45.93,23.82,20.41,10.16,3.92,7.02,6.25,3.38,-0.42,-6.39,-10.59,-12.22,-8.16,7.49,16.81,29.52,16.62,26.95,22.91,23.48,31.54,22.24,6.57,0.37,-6.23,-6.71,-2.46,4.46,3.44,11.59,12.37,8.89,10.12,11.58,5.34,1.82,4.48,-1.98,-9.07,2.93,7.10,1.58,8.93,10.04,11.82,14.40
IncomeRevenues_qq,,25.77,24.28,6.23,-27.16,19.82,-0.42,12.23,-17.57,12.96,12.86,-4.75,-23.09,18.65,59.18,-16.17,-9.03,-5.51,5.07,11.75,-23.41,18.19,14.38,31.53,-21.76,11.92,20.95,13.61,-1.02,-9.96,28.53,-9.97,-1.49,3.60,-6.21,10.27,-14.22,18.19,-0.09,14.20,-12.82,1.49,4.35,10.87,-6.89,5.66,-3.94,16.40,-7.87,9.67,-7.00,-3.34,-14.14,11.01
IncomeRevenues_sq,,25.77,18.30,8.95,-19.46,15.56,12.64,12.57,-14.78,10.13,11.02,2.37,-16.20,5.37,11.62,8.88,-11.78,-1.18,3.91,6.60,-9.89,14.80,6.83,17.03,-21.77,21.40,8.24,14.08,-12.94,11.10,1.84,2.25,-17.30,7.55,2.57,4.41,-9.38,10.20,3.68,7.55,-10.60,13.52,2.24,5.28,-18.10,12.98,-3.94,7.61,-12.66,7.11,11.91,1.30,-5.80,8.21
IncomeCostOfSales,33084000,40651000,51986000,56817000,40945000,46939000,49624000,54557000,47316000,49155000,58545000,58406000,44754000,43356000,85926000,63896000,59582000,54707000,58505000,66335000,51065000,61117000,70411000,89113000,73739000,84013000,96111000,117825000,117801000,100669000,141501000,123979000,123131000,121223000,111984000,125669000,108114000,125271000,129468000,144952000,129485000,133098000,141651000,156224000,146229000,154190000,155674000,172868000,153214000,171909000,161898000,162599000,124522000,136676000
IncomeCostOfSales_yy,,,,,23.76,15.47,-4.54,-3.98,15.56,4.72,17.98,7.06,-5.41,-11.80,46.77,9.40,33.13,26.18,-31.91,3.82,-14.29,11.72,20.35,34.34,44.40,37.46,36.50,32.22,59.75,19.83,47.23,5.22,4.52,20.42,-20.86,1.36,-12.20,3.34,15.61,15.34,19.77,6.25,9.41,7.78,12.93,15.85,9.90,10.65,4.78,11.49,4.00,-5.94,-18.73,-20.50
IncomeCostOfSales_sy,,,,,14.68,15.47,13.35,19.38,30.04,28.05,21.04,7.06,1.63,-2.69,6.98,-8.39,-0.36,-9.62,-7.60,-7.92,-2.46,6.94,20.95,27.89,17.20,26.91,25.64,26.33,41.69,20.93,8.26,3.60,-4.22,-4.78,0.11,0.83,0.87,13.99,10.85,15.34,13.68,9.48,6.50,0.42,-0.23,-1.30,-2.28,4.10,2.72,5.68,9.21,3.43,9.56,7.52
IncomeCostOfSales_qq,,22.87,27.88,9.29,-27.94,14.64,5.72,9.94,-13.27,3.89,19.10,-0.24,-23.37,-3.12,98.19,-25.64,-6.75,-8.18,6.94,13.38,-23.02,19.68,15.21,26.56,-17.25,13.93,14.40,22.59,-0.02,-14.54,40.56,-12.38,-0.68,-1.55,-7.62,12.22,-13.97,15.87,3.35,11.96,-10.67,2.79,6.43,10.29,-6.40,5.44,0.96,11.04,-11.37,12.20,-5.82,0.43,-23.42,9.76
IncomeCostOfSales_sq,,22.87,16.46,7.16,-19.60,11.68,19.03,11.69,-17.73,0.69,10.67,3.32,-21.05,6.53,10.45,6.69,-12.48,2.69,1.85,3.34,-11.30,18.52,14.62,15.45,-19.38,22.25,7.12,19.15,-8.10,8.96,-1.86,9.32,-13.58,4.32,5.76,11.63,-13.97,9.82,4.43,11.15,-11.14,14.66,4.82,9.64,-19.82,9.56,0.96,7.40,-13.29,8.42,4.26,4.23,-13.61,11.13
IncomeDistributionExpenses,2933000,4672000,5044000,6187000,4412000,4565000,4268000,4793000,3812000,4551000,4527000,5068000,4119000,6377000,5236000,6227000,5237000,6319000,6091000,6937000,5628000,7851000,6374000,8062000,6613000,7444000,8459000,7929000,6273000,7026000,7442000,10506000,8519000,7795000,7689000,11722000,7232000,10573000,10487000,5832000,8265000,9548000,8391000,10192000,8167000,9706000,9554000,10698000,9355000,12824000,10326000,12243000,8849000,9788000
IncomeDistributionExpenses_yy,,,,,50.43,-2.29,-15.38,-22.53,-13.60,-0.31,6.07,5.74,8.05,40.12,15.66,22.87,27.14,-0.91,16.33,11.40,7.47,24.24,4.65,16.22,17.50,-5.18,32.71,-1.65,-5.14,-5.62,-12.02,32.50,35.80,10.95,3.32,11.57,-15.11,35.64,36.39,-50.25,14.28,-9.69,-19.99,74.76,-1.19,1.65,13.86,4.96,14.55,32.12,8.08,14.44,-5.41,-23.67
IncomeDistributionExpenses_sy,,,,,37.15,28.12,30.34,35.61,7.56,27.96,17.02,5.74,10.02,16.51,13.69,3.26,2.16,-8.43,-9.86,-11.78,-16.77,16.64,8.27,16.22,16.28,19.40,22.34,5.86,15.78,-0.35,-0.12,-7.46,-6.56,13.01,3.77,10.07,6.53,4.85,9.72,-6.77,6.80,3.87,1.68,14.01,9.27,7.79,4.00,6.12,5.62,5.11,9.20,9.83,-1.76,7.77
IncomeDistributionExpenses_qq,,59.29,7.96,22.66,-28.69,3.47,-6.51,12.30,-20.47,19.39,-0.53,11.95,-18.73,54.82,-17.89,18.93,-15.90,20.66,-3.61,13.89,-18.87,39.50,-18.81,26.48,-17.97,12.57,13.64,-6.27,-20.89,12.00,5.92,41.17,-18.91,-8.50,-1.36,52.45,-38.30,46.20,-0.81,-44.39,41.72,15.52,-12.12,21.46,-19.87,18.84,-1.57,11.97,-12.55,37.08,-19.48,18.56,-27.72,10.61
IncomeDistributionExpenses_sq,,23.22,20.55,22.66,-23.88,6.73,19.30,30.83,-20.47,11.52,-3.61,16.04,-15.51,3.62,-1.58,6.38,-15.78,-9.63,7.62,12.40,-14.38,8.86,-1.74,21.97,-22.14,12.26,-1.00,13.29,-17.84,5.35,-4.07,20.12,-22.53,4.84,2.78,15.00,-18.02,14.53,-0.38,7.04,-9.66,8.70,-0.86,13.30,-16.42,14.34,-3.04,14.18,-5.51,8.28,2.12,11.22,-15.93,10.61
