,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,379546000,422849000,464330000,420412000,395973000,863003000,945082000,1032919000,1008764000,1150424000,1293612000,1273256000,1225585000,1568396000,1732340000,1603418000,1486607000,1713014000,1850371000,1648349000,1540627000,1764363000,2189220000,2297549000,2079371000,2564628000,2716614000,2619983000,3734762000,4232879000,4430597000,4211052000,3863847000,4198969000,4244565000,4230152000,3721364000,4288738000,4507908000,4445835000,4605767000,5181696000,5486575000,5044174000,4764047000,5340766000,5761179000,5353908000,4651076000,5466741000,7347322000,5805939000,5000323000,5775375000
IncomeRevenues_yy,,,,,4.33,104.09,103.54,145.69,154.76,33.30,36.88,23.27,21.49,36.33,33.91,25.93,21.30,9.22,6.81,2.80,3.63,3.00,18.31,39.38,34.97,45.36,24.09,14.03,79.61,65.05,63.09,60.73,3.46,-0.80,-4.20,0.45,-3.69,2.14,6.20,5.10,23.77,20.82,21.71,13.46,3.44,3.07,5.01,6.14,-2.37,2.36,27.53,8.44,7.51,5.65
IncomeRevenues_sy,,,,,11.37,25.06,20.88,54.37,72.74,40.22,49.59,35.60,22.38,20.50,24.13,9.96,4.73,10.39,2.92,0.90,3.89,-1.89,13.13,9.07,13.69,12.16,3.42,13.32,12.09,12.84,18.92,16.33,1.74,7.05,6.00,8.05,13.82,11.45,11.00,10.13,17.47,16.22,7.92,13.50,15.27,11.03,12.22,10.94,3.71,2.71,13.28,3.30,0.28,5.47
IncomeRevenues_qq,,11.41,9.81,-9.46,-5.81,117.94,9.51,9.29,-2.34,14.04,12.45,-1.57,-3.74,27.97,10.45,-7.44,-7.29,15.23,8.02,-10.92,-6.54,14.52,24.08,4.95,-9.50,23.34,5.93,-3.56,42.55,13.34,4.67,-4.96,-8.25,8.67,1.09,-0.34,-12.03,15.25,5.11,-1.38,3.60,12.50,5.88,-8.06,-5.55,12.11,7.87,-7.07,-13.13,17.54,34.40,-20.98,-13.88,15.50
IncomeRevenues_sq,,10.90,9.81,14.16,-27.92,12.75,16.65,41.24,-2.34,12.24,8.54,24.60,-19.51,5.44,10.45,16.36,-19.17,5.72,-6.50,20.86,-18.63,12.26,8.48,9.67,-18.97,22.45,2.72,23.39,-14.84,11.77,3.64,8.09,-20.17,18.91,-1.46,15.10,-16.70,18.19,4.60,10.24,-12.68,18.01,-2.16,16.32,-13.90,16.79,-2.37,7.05,-14.88,17.54,-0.20,14.40,-22.04,19.66
IncomeCostOfSales,330997000,364406000,402868000,358384000,349533000,786181000,857840000,937228000,925960000,1046175000,1183242000,1169080000,1128622000,1431427000,1587151000,1441347000,1359640000,1559286000,1691625000,1463556000,1397624000,1587121000,1978583000,2027165000,1878455000,2316618000,2471807000,2325356000,3359174000,3765317000,3990170000,3703875000,3509176000,3772464000,3813790000,3768369000,3341783000,3830578000,4038917000,3940284000,4186504000,4668042000,4955730000,4491105000,4301658000,4782416000,5199668000,4824038000,4119829000,4811751000,6663542000,5234979000,4418755000,5069358000
IncomeCostOfSales_yy,,,,,5.60,115.74,112.93,161.52,164.91,33.07,37.93,24.74,21.89,36.82,34.14,23.29,20.47,8.93,6.58,1.54,2.79,1.79,16.96,38.51,34.40,45.96,24.93,14.71,78.83,62.54,61.43,59.28,4.47,0.19,-4.42,1.74,-4.77,1.54,5.90,4.56,25.28,21.86,22.70,13.98,2.75,2.45,4.92,7.41,-4.23,0.61,28.15,8.52,7.26,5.35
IncomeCostOfSales_sy,,,,,11.20,17.76,22.72,46.94,56.58,31.87,55.53,24.74,21.93,39.58,22.12,23.29,16.84,12.88,7.38,-4.50,5.12,-4.76,11.60,0.45,9.09,7.75,-6.46,16.39,8.54,17.02,26.60,19.62,-1.86,9.30,-2.98,1.74,9.33,11.04,16.00,15.20,15.97,31.62,14.76,14.30,16.56,9.72,8.42,11.96,16.41,9.28,18.67,6.86,5.61,6.16
IncomeCostOfSales_qq,,10.09,10.55,-11.04,-2.47,124.92,9.11,9.25,-1.20,12.98,13.10,-1.20,-3.46,26.83,10.88,-9.19,-5.67,14.68,8.49,-13.48,-4.50,13.56,24.66,2.46,-7.34,23.33,6.70,-5.92,44.46,12.09,5.97,-7.18,-5.26,7.50,1.10,-1.19,-11.32,14.63,5.44,-2.44,6.25,11.50,6.16,-9.38,-4.22,11.18,8.72,-7.22,-14.60,16.79,38.48,-21.44,-15.59,14.72
IncomeCostOfSales_sq,,-0.38,20.47,9.88,-15.07,-4.80,22.71,29.06,3.63,-11.64,18.64,11.08,-11.42,-8.06,11.12,3.32,-6.07,-3.22,1.75,21.02,-4.50,5.79,14.58,-7.14,-5.22,-5.69,7.60,14.72,-4.62,2.07,17.66,3.70,-15.50,14.89,1.36,5.63,-11.32,10.44,6.04,8.38,-11.00,11.40,-0.24,12.08,-11.80,11.94,2.11,14.73,-12.21,11.66,5.21,18.86,-15.59,6.69
