,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,1521000,1876000,1540000,13527000,5043000,5132000,5416000,5047000,4995000,5202000,5329000,5001000,6074000,5160000,4944000,5312000,4407000,4309000,4650000,4476000,4603000,4831000,5083000,4448000,4297000,4477000,4701000,4768000,5344000,5651000,6050000,7326000,5458000,5486000,5517000,5191000,5487000,5680000,7291000,7983000,7211000,8542000,9596000,9992000,13102000,12183000,12872000,13060000,15338000,14614000,14606000,13601000,9432000,9222000
IncomeCostOfSales,1145000,1248000,1277000,12033000,4511000,4383000,4489000,3996000,4002000,4179000,4642000,4347000,5054000,4456000,4213000,4593000,3936000,3837000,4108000,4335000,4352000,4111000,4313000,3954000,3586000,3652000,3713000,3725000,4258000,4902000,5096000,5673000,5568000,5710000,5594000,5367000,5978000,6747000,7404000,8069000,7473000,8517000,9013000,9116000,10951000,11343000,12170000,12766000,13927000,13375000,14080000,12816000,8587000,8396000
IncomeDistributionExpenses,,,,149000,,113000,55000,19000,68000,42000,44000,43000,42000,45000,46000,45000,42000,44000,48000,42000,65000,37000,39000,40000,43000,43000,49000,46000,40000,34000,39000,32000,31000,34000,39000,35000,36000,33000,36000,32000,51000,42000,151000,296000,287000,290000,308000,374000,260000,352000,423000,302000,308000,
IncomeAdministrativExpenses,,,2363000,,1787000,554000,620000,639000,569000,691000,628000,740000,729000,727000,753000,887000,851000,1161000,891000,887000,823000,1498000,1399000,937000,804000,1488000,1098000,848000,843000,814000,792000,647000,673000,675000,621000,287000,1203000,788000,429000,416000,354000,936000,1020000,1512000,901000,1169000,1305000,1417000,1435000,2226000,1374000,1504000,57000,310000
IncomeGrossProfit,-43000,-75000,-183000,142000,349000,442000,354000,316000,76000,-81000,349000,-78000,-43000,-54000,-327000,-457000,-353000,-1068000,-682000,-232000,-90000,-1043000,-728000,-155000,141000,-494000,-58000,-139000,77000,800000,-934000,-902000,-784000,-890000,-1147000,-1390000,-1349000,-910000,-723000,-442000,187000,-211000,835000,-959000,-489000,-1183000,-268000,-438000,-1261000,-1864000,-831000,-986000,,
IncomeOtherOperatingIncome,,4535000,,242000,1442000,266000,677000,423000,278000,127000,3598000,335000,202000,265000,74000,138000,543000,225000,246000,75000,125000,114000,231000,66000,61000,63000,953000,309000,638000,255000,251000,286000,199000,221000,1663000,3730000,324000,6998000,658000,111000,-627000,124000,272000,153000,242000,155000,271000,188000,472000,478000,319000,,,
IncomeOtherOperatingCosts,2873000,,256000,551000,141000,70000,68000,482000,117000,39000,189000,241000,91000,65000,24000,35000,46000,50000,65000,283000,175000,192000,63000,271000,231000,65000,65000,308000,822000,301000,-68000,72000,29000,16000,55000,675000,1706000,563000,108000,25161000,64000,370000,113000,5629000,89000,991000,97000,406000,206000,50000,81000,293000,1438000,99000
IncomeEBIT,-123000,106000,311000,1333000,479000,923000,431000,-285000,359000,3481000,103000,-93000,-153000,-448000,-239000,-560000,-503000,-36000,-80000,-1201000,-789000,-116000,144000,-704000,-226000,749000,321000,1130000,-1501000,-952000,-430000,-763000,-955000,257000,2326000,-1261000,4569000,-347000,190000,-25999000,895000,-1057000,-449000,-6570000,-202000,-1158000,-1170000,-1798000,-559000,-717000,20000,23000,23000,246000
IncomeFinanceIncome,11000,296000,27000,53000,29000,97000,39000,88000,37000,341000,100000,112000,63000,187000,35000,-28000,96000,76000,68000,127000,27000,87000,76000,2104000,139000,78000,11982000,7575000,6291000,3127000,6975000,2014000,5248000,138000,1797000,-6072000,1492000,36630000,-2880000,-4189000,127000,2906000,28000,696000,2194000,5306000,1238000,1351000,732000,-58000,46000,4000,2000,305000
IncomeFinanceCosts,98000,152000,74000,185000,88000,87000,79000,98000,115000,102000,90000,43000,75000,95000,119000,138000,154000,129000,186000,162000,146000,157000,133000,206000,201000,237000,2055000,168000,137000,1020000,260000,1216000,644000,1247000,8447000,-570000,359000,48558000,104000,11936000,75000,3242000,267000,33376000,151000,14634000,108000,179000,821000,64000,,,,133000
