,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,22635000,27827000,30808000,38280000,26213000,29271000,29960000,60281000,38732000,46204000,45689000,129441000,43640000,51152000,54947000,117709000,64784000,81212000,60317000,80149000,69133000,100443000,77224000,154979000,32579000,33344000,38240000,73665000,56560000,39068000,40329000,44438000,41859000,42193000,42063000,44217000,43652000,41568000,33146000,36098000,32733000,33040000,32993000,32717000,32718000,33345000,32941000,33046000,33177000,33259000,33399000,33150000,33590000,33755000
IncomeRevenues_yy,,,,,15.81,5.19,-2.75,57.47,47.76,57.85,52.50,114.73,12.67,10.71,20.26,-9.06,48.45,58.77,9.77,-31.91,6.71,23.68,28.03,93.36,-52.87,-66.80,-50.48,-52.47,73.61,17.17,5.46,-39.68,-25.99,8.00,4.30,-0.50,4.28,-1.48,-21.20,-18.36,-25.01,-20.52,-0.46,-9.37,-0.05,0.92,-0.16,1.01,1.40,-0.26,1.39,0.31,1.24,1.49
IncomeRevenues_sy,,,,,17.64,-5.10,6.63,-8.25,34.12,54.48,20.68,76.41,28.54,26.77,11.44,12.00,2.52,-7.36,-8.78,-12.53,-8.47,6.46,24.80,17.55,15.38,20.53,14.60,4.28,12.14,1.88,4.36,6.83,8.34,16.27,13.21,10.10,9.54,9.18,6.23,15.50,10.84,11.06,14.46,3.86,2.60,3.77,1.73,2.72,11.63,7.72,5.74,7.43,6.40,10.37
IncomeRevenues_qq,,22.94,10.71,24.25,-31.52,11.67,2.35,101.20,-35.75,19.29,-1.11,183.31,-66.29,17.21,7.42,114.22,-44.96,25.36,-25.73,32.88,-13.74,45.29,-23.12,100.69,-78.98,2.35,14.68,92.64,-23.22,-30.93,3.23,10.19,-5.80,0.80,-0.31,5.12,-1.28,-4.77,-20.26,8.91,-9.32,0.94,-0.14,-0.84,,1.92,-1.21,0.32,0.40,0.25,0.42,-0.75,1.33,0.49
IncomeRevenues_sq,,11.60,-17.24,45.82,-48.90,21.28,-5.20,48.49,-28.59,24.70,-2.87,56.48,-25.78,15.66,-5.90,37.14,-37.29,0.27,-10.14,33.22,-23.46,13.87,7.53,38.81,-34.28,7.69,3.15,34.82,-22.04,6.95,0.93,30.83,-19.51,5.10,1.22,27.00,-17.79,10.82,-3.36,27.56,-15.10,6.98,1.80,12.94,,9.31,0.12,24.36,-15.70,3.81,-7.71,25.36,-21.32,8.38
IncomeCostOfSales,13936000,16425000,19234000,36318000,17897000,21057000,20413000,42511000,30560000,35859000,32779000,94217000,30574000,35699000,37991000,85221000,46455000,58036000,43785000,58276000,50925000,75911000,50698000,124669000,19174000,18889000,23616000,59339000,42955000,27211000,27859000,29189000,28440000,28531000,29380000,29964000,31571000,29134000,23035000,22432000,22410000,22628000,22535000,22806000,15318000,15423000,15157000,15090000,14976000,13480000,14051000,14719000,14039000,13836000
IncomeCostOfSales_yy,,,,,28.42,28.20,6.13,17.05,70.75,70.29,60.58,121.63,0.05,-0.45,15.90,-9.55,51.94,62.57,15.25,-31.62,9.62,30.80,15.79,113.93,-62.35,-75.12,-53.42,-52.40,124.03,44.06,17.97,-50.81,-33.79,4.85,5.46,2.66,11.01,2.11,-21.60,-25.14,-29.02,-22.33,-2.17,1.67,-31.65,-31.84,-32.74,-33.83,-2.23,-12.60,-7.30,-2.46,-6.26,2.64
IncomeCostOfSales_sy,,,,,5.50,8.79,-1.91,-12.44,19.90,68.92,17.75,92.79,19.50,30.53,13.03,13.38,2.39,-10.42,-11.87,-12.92,-5.98,-1.76,18.01,17.01,7.93,8.31,5.36,0.54,11.90,0.76,7.29,-3.33,8.19,12.83,4.51,6.52,7.93,5.13,3.38,5.31,4.88,6.19,4.92,0.75,-6.31,1.94,-8.10,3.48,8.48,8.60,5.53,3.52,8.19,14.52
IncomeCostOfSales_qq,,17.86,17.10,88.82,-50.72,17.66,-3.06,108.25,-28.11,17.34,-8.59,187.43,-67.55,16.76,6.42,124.32,-45.49,24.93,-24.56,33.10,-12.61,49.06,-33.21,145.91,-84.62,-1.49,25.03,151.27,-27.61,-36.65,2.38,4.77,-2.57,0.32,2.98,1.99,5.36,-7.72,-20.93,-2.62,-0.10,0.97,-0.41,1.20,-32.83,0.69,-1.72,-0.44,-0.76,-9.99,4.24,4.75,-4.62,-1.45
IncomeCostOfSales_sq,,2.04,11.22,33.91,-51.70,14.06,-0.82,22.23,-26.93,29.42,-2.54,43.90,-30.12,17.54,-9.08,32.78,-37.76,4.60,-15.34,36.62,-25.54,9.85,2.19,33.71,-37.27,5.70,7.28,24.82,-34.66,4.80,-0.51,28.34,-13.88,5.68,-2.85,31.92,-20.38,9.08,-4.66,25.87,-20.02,7.68,-0.54,21.38,-26.23,13.10,-3.26,30.97,-27.25,5.23,-0.23,23.45,-26.02,7.03
