,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,88000,0,-28000,204000,51000,54000,51000,51000,34000,68000,71000,54000,54000,65000,-6000,-11000,,1000,-1000,0,524000,-198000,113000,85000,97000,173000,2500000,-1202000,1947000,6574000,-4578000,3698000,883000,1428000,1223000,2311000,262000,1098000,718000,743000,933000,269000,521000,627000,1435000,955000,1021000,815000,405000,363000,348000,484000,557000,674000
IncomeRevenues_yy,,,,,-42.05,,282.14,-75.00,-33.33,25.93,39.22,5.88,58.82,-4.41,-108.45,-120.37,-100.00,-98.46,83.33,100.00,,-19900.00,11400.00,,-81.49,187.37,2112.39,-1514.12,1907.22,3700.00,-283.12,407.65,-54.65,-78.28,126.71,-37.51,-70.33,-23.11,-41.29,-67.85,256.11,-75.50,-27.44,-15.61,53.80,255.02,95.97,29.98,-71.78,-61.99,-65.92,-40.61,37.53,85.67
IncomeRevenues_sy,,,,,6.10,,29.92,100.00,66.32,-18.41,39.22,50.11,18.90,13.07,-5.19,-9.98,13.49,1.98,-26.14,-25.70,,-15.47,36.00,,0.53,53.64,28.58,17.55,49.73,11.46,9.48,-10.04,-12.56,-11.06,9.47,23.04,14.48,12.83,-8.66,2.50,-3.60,-7.40,-11.22,-5.23,7.40,5.40,18.56,-10.16,4.23,1.53,5.79,3.54,7.07,0.05
IncomeRevenues_qq,,-100.00,,828.57,-75.00,5.88,-5.56,,-33.33,100.00,4.41,-23.94,,20.37,-109.23,-83.33,100.00,,-200.00,100.00,,-137.79,157.07,-24.78,14.12,78.35,1345.09,-148.08,261.98,237.65,-169.64,180.78,-76.12,61.72,-14.36,88.96,-88.66,319.08,-34.61,3.48,25.57,-71.17,93.68,20.35,128.87,-33.45,6.91,-20.18,-50.31,-10.37,-4.13,39.08,15.08,21.01
IncomeRevenues_sq,,-3.30,,-8.06,10.05,6.76,-5.56,,-28.10,13.43,0.63,17.74,,13.25,-10.87,1.99,-9.10,,-18.73,3.65,,3.08,8.52,-0.23,-5.62,4.22,2.46,21.40,-4.22,0.58,-2.52,1.31,-8.15,10.67,1.60,-1.20,3.98,12.21,-13.93,3.84,-2.50,2.13,-3.20,18.32,-16.66,5.82,5.51,-0.82,-3.61,0.09,-4.50,-1.02,3.26,-3.32
IncomeCostOfSales,,,,,,,,,,,,,,,,,,0,0,0,353000,-282000,58000,224000,82000,128000,1951000,-342000,1248000,6792000,-4661000,2692000,0,,,,,,,,,,,,,,,528000,283000,269000,233000,361000,351000,334000
IncomeCostOfSales_yy,,,,,,,,,,,,,,,,,,,,,,,,,-76.77,145.39,3263.79,-252.68,1421.95,5206.25,-338.90,887.13,-100.00,-100.00,100.00,-100.00,,,,,,,,,,,,,,,,-31.63,24.03,24.16
IncomeCostOfSales_sy,,,,,,,,,,,,,,,,,,,,,,,,,-13.90,58.10,10.80,-3.66,80.90,-13.22,-15.82,-65.40,-30.01,-42.80,17.34,34.98,,,,,,,,,,,,,,,,-10.06,-15.38,-2.38
IncomeCostOfSales_qq,,,,,,,,,,,,,,,,,,,,,,-179.89,120.57,286.21,-63.39,56.10,1424.22,-117.53,464.91,444.23,-168.62,157.76,-100.00,,,,,,,,,,,,,,,,-46.40,-4.95,-13.38,54.94,-2.77,-4.84
IncomeCostOfSales_sq,,,,,,,,,,,,,,,,,,,,,,-10.09,12.29,29.59,-22.28,1.32,5.25,5.68,-13.79,0.86,-8.50,1.89,30.94,,,,,,,,,,,,,,,,-10.02,-3.41,-13.38,-1.34,-9.86,5.26
IncomeDistributionExpenses,,,,,,,,,,,,,,,,,,,,,,,0,0,,,4000,0,,,51000,11000,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1175.00,,,,-100.00,-100.00,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,-56.74,100.00,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,,,,-78.43,-100.00,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26,,,,-178.47,-33.33,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses,153000,388000,234000,17000,279000,100000,216000,224000,190000,176000,176000,139000,261000,85000,256000,173000,57000,77000,52000,101000,589000,-286000,153000,133000,167000,177000,768000,142000,612000,1614000,-506000,1047000,102000,290000,243000,292000,249000,336000,209000,261000,299000,339000,348000,361000,435000,465000,616000,-287000,238000,294000,221000,378000,245000,256000
IncomeAdministrativExpenses_yy,,,,,82.35,-74.23,-7.69,1217.65,-31.90,76.00,-18.52,-37.95,37.37,-51.70,45.45,24.46,-78.16,-9.41,-79.69,-41.62,933.33,-471.43,194.23,31.68,-71.65,161.89,401.96,6.77,266.47,811.86,-165.89,637.32,-83.33,-82.03,148.02,-72.11,144.12,15.86,-13.99,-10.62,20.08,0.89,66.51,38.31,45.48,37.17,77.01,-179.50,-45.29,-36.77,-64.12,231.71,2.94,-12.93
IncomeAdministrativExpenses_sy,,,,,26.37,-33.54,-33.36,176.72,253.46,405.24,154.73,34.74,37.37,6.16,39.10,10.17,-4.53,-5.70,-1.61,-27.98,-20.93,-1.05,4.13,12.62,28.74,26.82,10.37,7.62,2.16,6.12,3.72,-1.34,-2.03,7.30,17.17,8.08,16.28,2.43,-11.38,-0.22,-1.40,3.70,10.76,2.01,4.34,5.91,-1.87,-3.43,-8.28,-8.64,-2.30,10.10,5.35,13.58
IncomeAdministrativExpenses_qq,,153.59,-39.69,-92.74,1541.18,-64.16,116.00,3.70,-15.18,-7.37,,-21.02,87.77,-67.43,201.18,-32.42,-67.05,35.09,-32.47,94.23,483.17,-148.56,153.50,-13.07,25.56,5.99,333.90,-81.51,330.99,163.73,-131.35,306.92,-90.26,184.31,-16.21,20.16,-14.73,34.94,-37.80,24.88,14.56,13.38,2.65,3.74,20.50,6.90,32.47,-146.59,182.93,23.53,-24.83,71.04,-35.19,4.49
IncomeAdministrativExpenses_sq,,16.32,18.20,7.96,-6.09,,102.07,61.73,-10.68,5.65,,14.54,-1.37,5.04,5.07,25.27,-27.55,6.78,-0.72,4.32,-12.88,9.10,-1.46,15.25,-3.13,1.23,-3.84,13.55,-10.56,4.01,-4.98,5.84,-0.11,13.42,-9.69,20.12,-9.00,5.03,-6.26,14.30,-7.10,7.17,2.65,-3.81,0.46,-3.67,-2.49,2.63,-9.20,5.49,-8.16,9.94,-9.58,1.25
IncomeGrossProfit,-65000,-388000,-262000,187000,-228000,-46000,-165000,-173000,-156000,-108000,-105000,-85000,-207000,-20000,-262000,-184000,-57000,-76000,-53000,-101000,-418000,370000,-98000,-272000,-152000,-132000,-223000,-1002000,87000,-1832000,538000,-52000,781000,1138000,980000,2019000,13000,762000,509000,482000,634000,-70000,173000,266000,1000000,490000,405000,574000,-116000,-200000,-106000,-255000,-39000,84000
IncomeGrossProfit_yy,,,,,-250.77,88.14,37.02,-192.51,31.58,-134.78,36.36,50.87,-32.69,81.48,-149.52,-116.47,72.46,-280.00,79.77,45.11,-633.33,586.84,-84.91,-169.31,63.64,-135.68,-127.55,-268.38,157.24,-1287.88,341.26,94.81,797.70,162.12,82.16,3982.69,-98.34,-33.04,-48.06,-76.13,4776.92,-109.19,-66.01,-44.81,57.73,800.00,134.10,115.79,-111.60,-140.82,-126.17,-144.43,66.38,142.00
IncomeGrossProfit_sy,,,,,25.80,59.78,54.52,-27.34,38.07,-2.37,36.36,65.07,-29.95,-20.94,-149.52,-0.51,-9.07,25.49,-2.69,3.41,36.75,-15.27,38.20,-10.96,22.26,23.45,-8.60,-14.35,-2.05,13.02,13.36,28.19,24.65,19.37,19.34,1.44,24.22,10.62,25.91,9.79,7.26,-2.32,-6.21,-7.36,0.16,7.53,6.94,-5.60,7.65,4.09,17.09,9.52,9.67,-6.25
IncomeGrossProfit_qq,,-496.92,32.47,171.37,-221.93,79.82,-258.70,-4.85,9.83,30.77,2.78,19.05,-143.53,90.34,-1210.00,29.77,69.02,-33.33,30.26,-90.57,-313.86,188.52,-126.49,-177.55,44.12,13.16,-68.94,-349.33,108.68,-2205.75,129.37,-109.67,1601.92,45.71,-13.88,106.02,-99.36,5761.54,-33.20,-5.30,31.54,-111.04,347.14,53.76,275.94,-51.00,-17.35,41.73,-120.21,-72.41,47.00,-140.57,84.71,315.38
IncomeGrossProfit_sq,,-21.30,10.44,-19.09,30.24,,80.67,-6.91,-0.58,1.94,19.68,-50.02,8.55,-0.67,4.08,5.46,4.95,21.37,-23.51,-2.97,33.55,-2.02,5.60,-6.94,15.06,-2.62,-2.48,-10.19,14.53,-13.48,15.38,3.61,-10.03,4.22,-0.24,-2.35,-0.32,23.08,-3.75,-3.25,-1.99,6.65,1.16,-2.70,-2.23,-16.19,13.22,-22.60,17.71,-7.25,11.32,-24.82,31.39,-17.38
