,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,9928000,13038000,11818000,13718000,13089000,15668000,14454000,13111000,15540000,16857000,21040000,10575000,17177000,14112000,13522000,11566000,10894000,12347000,10830000,10322000,11304000,13727000,14514000,13385000,16070000,22867000,19203000,17145000,18120000,19770000,19993000,18299000,19427000,23152000,23424000,22755000,24410000,23641000,22537000,17739000,21577000,21101000,21916000,19782000,24870000,25115000,22762000,21319000,22330000,22914000,19073000,18483000,23596000,23261000
IncomeCostOfSales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18318000,19294000,,19671000,18563000,
IncomeDistributionExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397000,554000,,697000,748000,,
IncomeAdministrativExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2746000,2492000,,2447000,3153000,307000,-60000,653000
IncomeGrossProfit,201000,579000,980000,436000,-311000,33000,-473000,-1156000,444000,717000,899000,396000,577000,1030000,1144000,-709000,1243000,-49000,1073000,467000,1487000,248000,619000,1448000,1025000,261000,364000,804000,156000,535000,1875000,912000,628000,516000,525000,457000,-1184000,792000,73000,-89000,200000,869000,1817000,2136000,3597000,869000,574000,1700000,-8000,781000,797000,0,3000,28000
IncomeOtherOperatingIncome,20000,6000,18000,106000,70000,12000,90000,3000,83000,254000,644000,245000,280000,346000,-210000,1249000,-933000,446000,-281000,47000,689000,321000,50000,-25000,458000,270000,21000,19000,371000,62000,70000,24000,358000,8000,102000,427000,628000,145000,807000,543000,1087000,1732000,1138000,65000,-1642000,912000,1155000,178000,837000,410000,332000,113000,63000,114000
IncomeOtherOperatingCosts,240000,249000,298000,381000,578000,458000,1296000,-937000,544000,355000,806000,270000,791000,488000,430000,309000,1140000,390000,295000,277000,923000,342000,534000,601000,665000,438000,390000,497000,708000,376000,605000,536000,996000,379000,562000,807000,-176000,329000,318000,233000,910000,547000,1283000,265000,1174000,648000,973000,901000,1218000,100000,50000,194000,-120000,567000
IncomeEBIT,-19000,336000,700000,161000,-819000,-413000,-1679000,-216000,-17000,616000,737000,371000,66000,888000,504000,231000,-830000,7000,497000,237000,1253000,227000,135000,822000,818000,93000,-5000,326000,-181000,221000,1340000,400000,-10000,145000,65000,77000,-380000,608000,562000,221000,377000,2054000,1672000,1936000,781000,1133000,756000,977000,-389000,1091000,1079000,95000,105000,57000
IncomeFinanceIncome,133000,33000,59000,47000,7000,23000,169000,12000,65000,153000,458000,-254000,256000,156000,219000,203000,132000,165000,154000,84000,-330000,77000,55000,-2000,926000,118000,45000,55000,159000,39000,51000,28000,88000,21000,23000,6000,30000,11000,101000,40000,-14000,5000,17000,13000,8000,4000,72000,-22000,21000,11000,-6000,268000,229000,235000
IncomeFinanceCosts,182000,286000,337000,385000,636000,432000,639000,575000,1826000,606000,404000,391000,556000,392000,330000,218000,290000,151000,171000,71000,161000,121000,115000,141000,193000,125000,184000,94000,258000,216000,150000,131000,154000,129000,113000,86000,214000,71000,31000,39000,41000,86000,140000,26000,120000,48000,96000,89000,87000,115000,99000,,,
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13000,,21000,-244000,389000,-68000
IncomeNetGrossProfit,83000,422000,-177000,-1448000,-822000,-2149000,-779000,-1778000,163000,791000,-274000,-234000,652000,393000,216000,-988000,21000,480000,250000,762000,183000,75000,679000,1551000,86000,-144000,287000,-280000,44000,1241000,297000,-76000,37000,-25000,-3000,-564000,548000,632000,222000,322000,1973000,1549000,1923000,669000,1089000,732000,866000,-468000,987000,974000,,,,
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21000,-244000,389000,-68000
IncomeBeforeTaxProfit,83000,422000,-177000,-1448000,-822000,-2149000,-779000,-1778000,163000,791000,-274000,-234000,652000,393000,216000,-988000,21000,480000,250000,762000,183000,75000,679000,1551000,86000,-144000,287000,-280000,44000,1241000,297000,-76000,37000,-25000,-3000,-564000,548000,632000,222000,322000,1973000,1549000,1923000,669000,1089000,732000,866000,-468000,987000,974000,,,,
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3000,-246000,363000,-130000
IncomeNetProfit,64000,271000,-246000,-1123000,-682000,-2417000,-848000,-1234000,161000,771000,-271000,-1333000,652000,393000,216000,-1169000,21000,242000,134000,987000,183000,-111000,676000,1192000,31000,-36000,287000,-692000,32000,1122000,143000,-152000,-7000,-85000,-155000,-235000,456000,480000,44000,455000,1885000,1427000,1554000,599000,897000,902000,759000,-455000,792000,763000,-3000,-246000,363000,-130000
IncomeShareholderNetProfit,63000,272000,-246000,-902000,-682000,-2417000,-848000,-1234000,161000,771000,-271000,-1333000,652000,393000,216000,-1169000,21000,242000,134000,984000,165000,-160000,673000,1162000,14000,-32000,300000,-701000,32000,1113000,143000,-162000,-11000,-104000,-169000,-238000,453000,476000,53000,441000,1801000,1426000,1554000,599000,897000,902000,759000,-455000,792000,763000,,,,
BalanceNoncurrentAssets,18368000,20300000,24605000,27464000,28037000,31883000,33524000,38986000,38124000,37462000,36335000,32670000,32362000,31249000,29949000,29376000,28404000,27217000,26548000,26894000,28291000,29279000,31699000,30971000,29664000,28916000,29067000,28548000,28473000,28497000,30012000,29467000,30406000,29847000,29703000,29341000,33727000,33422000,32629000,31937000,37513000,37975000,38361000,38485000,38663000,41785000,42005000,41000,1028000,1070000,1055000,1041000,1011000,996000
BalanceIntangibleAssets,919000,941000,948000,934000,863000,872000,854000,789000,773000,756000,722000,708000,694000,1197000,1157000,1118000,1077000,1068000,1027000,1973000,1914000,1855000,1796000,1737000,1678000,1619000,1560000,1501000,1938000,1817000,1528000,1566000,1596000,1559000,1531000,1476000,1435000,1365000,1316000,1269000,16670000,17634000,22059000,24923000,25539000,28780000,30460000,35999000,34777000,34129000,34305000,30654000,29968000,29244000
BalanceProperty,27944000,27279000,26642000,25460000,24805000,25223000,25981000,27164000,29653000,29015000,28118000,27516000,26777000,26391000,26478000,26557000,28115000,27631000,28550000,28036000,27700000,27277000,31716000,31502000,30612000,29904000,35551000,36084000,36170000,36358000,36574000,39804000,40051000,238000,204000,144000,143000,127000,86000,62000,62000,21000,0,43000,370000,,,,,0,0,0,,537000
BalanceNoncurrentReceivables,472000,409000,361000,292000,198000,150000,76000,,,312000,,,,,,,,,,,,,,,0,,,,,0,,,,-1341000,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrInvestments,,,,,,,,,,,,,,,,,,,1419000,1434000,1332000,1343000,1330000,2006000,2006000,2006000,2385000,2385000,2394000,1153000,1152000,1151000,1216000,1324000,1006000,1035000,1035000,977000,576000,486000,519000,518000,186000,175000,167000,167000,140000,144000,160000,158000,237000,251000,190000,126000
BalanceOtherNoncurrentAssets,194000,392000,451000,437000,403000,360000,715000,692000,724000,665000,685000,24867000,15661000,13225000,14909000,18247000,18251000,19844000,22226000,17662000,21660000,20554000,16356000,20908000,17658000,15340000,18538000,22752000,24859000,25772000,33449000,27561000,31084000,29611000,29258000,30037000,26612000,30238000,32894000,28910000,30524000,30692000,26980000,24943000,26294000,27046000,29868000,28660000,32361000,32516000,30453000,26343000,32632000,29274000
BalanceCurrentAssets,30280000,29931000,32865000,34361000,4105000,3724000,4135000,5601000,6352000,7694000,7887000,9635000,7920000,6253000,7463000,5521000,5314000,4088000,4790000,4293000,5073000,5773000,6085000,6406000,5612000,8700000,7085000,8643000,8884000,6858000,7695000,8450000,8196000,8687000,8643000,6652000,6526000,5959000,6607000,6399000,9641000,9502000,10618000,10760000,9374000,9750000,10405000,13702000,16283000,13611000,12197000,6845000,8179000,8049000
BalanceInventory,8813000,10899000,8734000,11328000,11312000,8884000,13128000,11828000,9459000,13486000,12606000,10187000,11200000,14671000,15900000,17650000,23295000,18717000,18649000,20102000,20040000,20111000,18828000,21242000,23698000,18502000,20528000,20375000,19081000,16974000,18085000,19303000,22348000,18605000,19536000,20520000,17009000,12919000,18239000,17533000,14352000,12678000,17810000,21121000,,,,,,,,,,
BalanceCurrentReceivables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12758000,3653000,981000,275000,335000,679000,109000,300000,201000,658000
BalanceCurrentInvestments,373000,322000,1372000,579000,314000,612000,2710000,3134000,1475000,3379000,3175000,3120000,1920000,224000,975000,249000,814000,358000,2107000,660000,1165000,889000,1332000,1540000,575000,746000,295000,2475000,896000,2298000,3639000,3538000,325000,1331000,311000,84000,47000,1159000,105000,60000,220000,661000,1144000,520000,979000,657000,1621000,890000,1054000,736000,385000,49000,2433000,298000
BalanceCash,52000,562000,369000,57000,615000,504000,351000,67000,677000,487000,388000,105000,649000,509000,358000,111000,710000,561000,375000,119000,848000,482000,386000,411000,1105000,1011000,895000,659000,1360000,996000,2508000,2508000,2720000,2720000,2720000,2513000,,,,,,,1102000,1129000,1129000,1102000,1102000,1102000,1102000,,,,,
BalanceOtherCurrentAssets,,,,,,,,,260000,,,,,,,,,45743000,38469000,40550000,45093000,49004000,52647000,53368000,61212000,55786000,59122000,56889000,49026000,53270000,50009000,46418000,49043000,52258000,53178000,53422000,61445000,55852000,60363000,61310000,60229000,59701000,55528000,59305000,61442000,57383000,59021000,60704000,56447000,55349000,56141000,56749000,59209000,62647000
BalanceAssetsForSale,65783000,65145000,62390000,63856000,70607000,67635000,68765000,68594000,74650000,76366000,24959000,24713000,24943000,25181000,25453000,23600000,22696000,20482000,18401000,27435000,27857000,28055000,29286000,28551000,27863000,30921000,29806000,30794000,32168000,30554000,31798000,31662000,31150000,31006000,29149000,29774000,30242000,30385000,30224000,30718000,30045000,29848000,30917000,31354000,31703000,31708000,32139000,33933000,35048000,36599000,37200000,37088000,34782000,35541000
BalanceTotalAssets,35088000,35880000,36643000,7874000,7874000,7874000,7874000,7874000,7874000,7874000,7874000,7874000,15748000,15748000,15748000,15748000,15748000,15748000,15748000,17322000,17322000,17322000,17322000,17322000,17322000,17322000,17322000,17322000,17322000,17322000,17322000,17322000,17322000,17322000,17322000,17322000,17322000,17322000,17322000,17322000,17322000,17322000,17520000,17520000,17520000,17520000,17520000,17520000,17520000,17520000,,,,
BalanceCapital,,,,,,,,0,,0,,-582000,0,-1033000,-1036000,-1037000,-1036000,-1333000,-1036000,-1036000,-1204000,-1204000,-1204000,-1205000,-1204000,-1205000,-1204000,-1205000,-1204000,-1204000,-1205000,-1205000,-1205000,-1225000,-1352000,-1400000,-1406000,-1412000,-1418000,-1424000,-1424000,-1424000,-4630000,-4630000,-4630000,-4630000,-4630000,19447000,19447000,19447000,19447000,19547000,19546000,19546000
BalanceShareCapital,19618000,19619000,23555000,19670000,19671000,19670000,15355000,15675000,23134000,16462000,16591000,16582000,16427000,16232000,16257000,16135000,16159000,16178000,16178000,16178000,16178000,16178000,16178000,16214000,16214000,17521000,17520000,17597000,17597000,17598000,17229000,18145000,17950000,17650000,20889000,20889000,20889000,20889000,20889000,22913000,0,,,0,,,,-221000,,,,,,
BalanceOwnShares,,,,0,0,0,,282000,503000,442000,640000,540000,538000,421000,421000,422000,430000,430000,440000,444000,463000,477000,480000,483000,487000,478000,492000,,,,,,,4939000,4854000,4695000,6667000,8878000,9838000,9978000,12414000,12640000,12074000,11326000,7937000,8541000,6458000,5575000,4176000,4473000,3325000,3272000,3612000,3574000
BalanceReserve,3484000,5713000,5441000,5332000,5048000,4979000,5009000,4674000,4495000,4406000,6102000,6089000,5907000,5633000,5609000,7023000,8951000,8856000,8503000,9649000,9867000,11343000,11569000,11052000,12080000,11149000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital,,,,,,,,,,,,,,,,,,,,,,,,,,,2294000,2192000,1939000,3881000,5954000,6656000,6938000,9107000,8476000,7921000,8184000,5499000,5058000,4025000,2899000,1498000,1498000,413000,360000,601000,412000,329000,2663000,2391000,2078000,1909000,1667000,1589000
BalanceNoncurrentLiabilities,1350000,1131000,978000,2537000,2191000,1979000,,,1289000,1885000,1666000,1497000,1339000,2762000,2182000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
