,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,6952000,9003000,14195000,15081000,15116000,20411000,19924000,13790000,8818000,16564000,27835000,11910000,12489000,24063000,27075000,24680000,19834000,27783000,24365000,24848000,19300000,21024000,33333000,54106000,10623000,32552000,26942000,24148000,18428000,18538000,35337000,51385000,12527000,26328000,30306000,27197000,20143000,24393000,24230000,46152000,64469000,136465000,172609000,167736000,225616000,273483000,324077000,305644000,233805000,222970000,262096000,320350000,241996000,273862000
IncomeCostOfSales,7455000,8459000,10919000,11619000,13258000,16290000,17208000,11446000,5985000,13367000,26375000,26087000,15853000,23901000,26617000,25640000,18260000,25056000,22392000,20157000,19785000,18980000,30650000,50744000,10194000,31747000,25489000,21103000,18159000,15971000,31683000,50373000,11516000,24720000,28259000,23418000,18855000,22126000,21314000,40903000,62541000,130834000,169228000,165679000,223414000,272263000,321719000,299180000,231511000,217846000,257627000,311461000,238366000,266124000
IncomeDistributionExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107000,180000,334000,641000,514000,659000,347000,352000
IncomeAdministrativExpenses,859000,960000,827000,866000,949000,1188000,1102000,2275000,2690000,3077000,2729000,-1822000,736000,1449000,1215000,713000,1648000,1670000,1563000,1627000,986000,997000,794000,1726000,834000,987000,1172000,1346000,1023000,1693000,981000,1689000,1278000,1266000,1101000,1077000,748000,690000,954000,2319000,1766000,1888000,1625000,2412000,1893000,2473000,1630000,2727000,1556000,2471000,2323000,2317000,1948000,2201000
IncomeGrossProfit,-1362000,-416000,2449000,2596000,909000,2933000,1614000,69000,143000,120000,-1269000,-12355000,-4100000,-1287000,-757000,-1673000,-74000,1057000,410000,3064000,-1471000,1047000,1889000,1636000,-405000,-182000,281000,1699000,-754000,874000,2673000,-677000,-267000,342000,946000,2702000,540000,1577000,1962000,2930000,162000,3743000,1756000,-355000,309000,-1253000,621000,3557000,404000,2012000,1632000,5913000,1335000,5185000
IncomeOtherOperatingIncome,50000,479000,252000,355000,507000,316000,209000,161000,195000,75000,413000,-224000,117000,105000,61000,2049000,419000,444000,291000,446000,1497000,389000,53000,174000,179000,147000,142000,1153000,889000,2309000,665000,4243000,716000,347000,535000,747000,37000,3834000,456000,1082000,32000,208000,1075000,684000,96000,163000,81000,380000,321000,1147000,5341000,-5230000,72000,51000
IncomeOtherOperatingCosts,27000,387000,393000,2827000,62000,1403000,35000,442000,48000,31000,292000,3449000,125000,7270000,-786000,-1173000,163000,607000,162000,282000,4000,318000,201000,92000,98000,325000,109000,827000,326000,618000,2558000,1909000,9000,376000,736000,1394000,455000,2530000,932000,956000,91000,274000,1832000,-685000,678000,280000,93000,-140000,192000,598000,3562000,-2571000,69000,1881000
IncomeEBIT,-1339000,-324000,2308000,124000,1354000,1846000,1788000,-212000,290000,164000,-1148000,-16028000,-4108000,-8452000,90000,1549000,182000,894000,539000,3228000,22000,1118000,1741000,1718000,-324000,-360000,314000,2025000,-191000,2565000,780000,1657000,440000,313000,745000,2055000,122000,2881000,1486000,3056000,103000,3677000,999000,1014000,-273000,-1370000,609000,4077000,533000,2561000,3411000,3254000,1338000,3355000
IncomeFinanceIncome,43000,86000,18000,-16000,87000,94000,94000,86000,65000,447000,873000,-255000,583000,2402000,-68000,425000,883000,-335000,-214000,784000,1320000,227000,539000,410000,1009000,1135000,360000,479000,283000,173000,165000,1207000,93000,133000,726000,413000,201000,212000,155000,267000,102000,226000,197000,263000,205000,590000,42000,284000,51000,67000,289000,87000,155000,162000
IncomeFinanceCosts,54000,85000,96000,65000,76000,50000,65000,1013000,323000,312000,-390000,234000,-117000,493000,-174000,4254000,3810000,-1299000,-1629000,-104000,94000,-50000,12000,15000,226000,196000,214000,260000,234000,100000,22000,6000,6000,25000,15000,-4000,1000,1000,728000,62000,-9000,45000,117000,139000,6000,33000,1000,11000,57000,28000,26000,19000,2000,1000
IncomeOtherIncome,0,-1000,,,17781000,388000,0,,-731000,,,,,,,,,,,,,,,,,,,,,,,,-315000,0,0,,,,,,,,,,-1348000,-322000,2230000,42000,1365000,1890000,1817000,-1139000,32000,18080000
IncomeNetGrossProfit,503000,-16517000,-3408000,-6543000,196000,-3011000,-2745000,1858000,1954000,4116000,1248000,1395000,2268000,2113000,459000,579000,460000,2244000,-142000,2638000,923000,2858000,527000,421000,1456000,2472000,323000,3092000,1640000,2595000,143000,3597000,1151000,1160000,-207000,-786000,618000,4360000,573000,2571000,3672000,3315000,1493000,3498000,,,,,,,,,,
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1348000,-322000,2230000,42000,1365000,1890000,1817000,-1139000,32000,18080000
IncomeBeforeTaxProfit,503000,-16517000,-3408000,-6543000,196000,-3011000,-2745000,1858000,1954000,4116000,1248000,1395000,2268000,2113000,459000,579000,460000,2244000,-142000,2638000,923000,2858000,527000,421000,1456000,2472000,323000,3092000,1640000,2595000,143000,3597000,1151000,1160000,-207000,-786000,618000,4360000,573000,2571000,3672000,3315000,1493000,3498000,,,,,,,,,,
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,-481000,-1242000,-676000,-939000,,,,,,,,,,,,,,,,,,,-1187000,-330000,1824000,46000,1191000,1388000,1414000,-506000,40000,14632000,540000,-13640000,-3306000,-5971000,-133000
IncomeNetProfit,-1137000,-2909000,1918000,1960000,3152000,303000,1795000,1825000,1750000,460000,266000,472000,1355000,-122000,883000,245000,1382000,467000,395000,860000,2057000,165000,2476000,1252000,2086000,-547000,3362000,919000,906000,-527000,-330000,500000,3464000,465000,1945000,3695000,1676000,1520000,2677000,-1187000,-330000,1824000,46000,1191000,1388000,1414000,-506000,40000,14632000,540000,-13640000,-3306000,-5971000,-133000
IncomeShareholderNetProfit,-1137000,-2909000,1918000,1960000,3152000,303000,1795000,1825000,1750000,460000,266000,472000,1355000,-122000,883000,245000,1382000,467000,395000,860000,2057000,165000,2476000,1252000,2086000,-547000,3038000,846000,815000,-577000,-202000,302000,3296000,465000,1640000,2911000,3343000,2041000,3126000,,,,,,,,,,,,,,,
BalanceNoncurrentAssets,15217000,15430000,11062000,11567000,12290000,12753000,15017000,18043000,17695000,22644000,26969000,31064000,28405000,32168000,30821000,30594000,33205000,33822000,30118000,28350000,26650000,24098000,23149000,23151000,20129000,19496000,17791000,24512000,24015000,21379000,12635000,13216000,11901000,11246000,9713000,11945000,11440000,9929000,10835000,7093000,6465000,7091000,7268000,7010000,7249000,6489000,8333000,11019000,10771000,13495000,,106000,104000,72000
BalanceIntangibleAssets,68000,66000,62000,173000,167000,181000,180000,174000,173000,164000,151000,150000,136000,123000,94000,85000,72000,175000,241000,230000,251000,232000,214000,199000,182000,180000,164000,148000,133000,118000,88000,81000,70000,55000,44000,28000,54000,44000,41000,64000,60000,55000,93000,146000,122000,92000,13756000,13937000,10027000,10596000,11455000,12293000,14309000,15612000
BalanceProperty,15404000,21307000,25538000,28130000,27001000,27440000,26141000,24596000,25842000,24994000,23408000,20451000,19435000,18778000,17758000,16877000,15128000,14623000,12791000,10221000,7869000,4237000,4082000,3936000,3808000,3446000,3908000,3850000,4087000,3987000,3898000,3835000,3735000,3652000,3723000,3661000,3637000,3354000,3354000,3381000,3396000,3875000,,,,,,,,92000,130000,112000,101000,87000
BalanceNoncurrentReceivables,64000,42000,19000,54000,53000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000,7000,7000,7000,7000,7000,7000,1368000,1368000,538000,576000,576000,576000,576000,648000,503000,503000,503000
BalanceNoncurrInvestments,445000,445000,434000,464000,464000,475000,440000,440000,440000,8937000,10067000,10067000,450000,450000,461000,461000,466000,462000,462000,461000,461000,443000,493000,488000,488000,448000,448000,470000,470000,425000,425000,407000,1450000,1380000,924000,892000,760000,387000,639000,798000,626000,506000,574000,2097000,591000,3946000,3862000,5345000,6724000,8148000,6118000,7369000,6709000,4681000
BalanceOtherNoncurrentAssets,4686000,5569000,4310000,4201000,4346000,5155000,5897000,6895000,7939000,8682000,7499000,7221000,5251000,7552000,6821000,5426000,6432000,2787000,2183000,2907000,3016000,2837000,3104000,2610000,4416000,7067000,6828000,9121000,15249000,14974000,19614000,17543000,20896000,23945000,23695000,19151000,18654000,71305000,69382000,49722000,46112000,46993000,46811000,53942000,46478000,52240000,60246000,62879000,65677000,111852000,72417000,92296000,71708000,60756000
BalanceCurrentAssets,59280000,57173000,76214000,52589000,67366000,72156000,76618000,71883000,59900000,79573000,74731000,76390000,77280000,78852000,76369000,131389000,126823000,122323000,123936000,143681000,189379000,205244000,230218000,280869000,427000,322000,256000,153000,739000,617000,210000,242000,128000,221000,173000,1067000,128000,602000,1283000,1268000,1352000,892000,670000,682000,594000,485000,379000,385000,391000,288000,202000,53000,22000,17000
BalanceInventory,17000,11000,189000,105000,78000,78000,72000,72000,72000,69000,17160000,62864000,65877000,67515000,74128000,90418000,104180000,120183000,137844000,167612000,11147000,12749000,15927000,9859000,10612000,14553000,13534000,15383000,10209000,17295000,23979000,23542000,19553000,14538000,18169000,27710000,24638000,37882000,28741000,30270000,33158000,47827000,27962000,40583000,29397000,35460000,41152000,50775000,48620000,42327000,61360000,53326000,35332000,36400000
BalanceCurrentReceivables,22250000,32586000,32046000,35410000,38797000,14007000,9873000,42799000,24218000,23029000,26668000,30550000,37083000,34973000,26961000,36846000,,,,,,,,,,,,,,,,,0,0,,298000,742000,39000,5000000,,,,,,,,,,,,,,10400000,100000
BalanceCurrentInvestments,,,,,,,,,1409000,52000,2404000,7160000,10902000,9624000,6827000,2048000,3955000,47625000,33771000,21133000,22519000,21598000,16486000,17211000,17264000,11787000,27615000,28153000,28953000,61803000,42354000,44247000,39944000,22773000,16079000,4443000,25881000,8642000,4502000,17724000,40291000,34779000,36983000,41896000,36255000,24869000,30548000,53106000,47150000,13159000,32267000,23494000,14379000,13585000
BalanceCash,38477000,40429000,50698000,66299000,2266000,1851000,1027000,371000,-1357000,-849000,3124000,1478000,4362000,6164000,11459000,3980000,3912000,10255000,10873000,7753000,3224000,1679000,2922000,3032000,2933000,1737000,1722000,2081000,1976000,2235000,1847000,1902000,1691000,1603000,1487000,1095000,806000,599000,589000,5013000,6358000,5639000,7763000,11670000,2186000,12567000,4461000,8285000,8761000,9128000,9639000,9659000,14715000,10112000
BalanceOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3377000,12423000,2616000,2186000,1770000,,,,,,,,,,,,,,30466000,30404000,30676000,29110000
BalanceAssetsForSale,33186000,36698000,38712000,37194000,36349000,93949000,96351000,80786000,74517000,79161000,77632000,84536000,79683000,86062000,90364000,91229000,92327000,135950000,95566000,115447000,91837000,80252000,77071000,81685000,100229000,77345000,92424000,87988000,90705000,84899000,69613000,91518000,86171000,86319000,88115000,85945000,82834000,138480000,134091000,129333000,131185000,150170000,197712000,216263000,240989000,294364000,20373000,20050000,21597000,21649000,22845000,24238000,25657000,24898000
BalanceTotalAssets,25707000,40339000,76399000,61990000,62056000,52713000,52580000,51443000,49972000,51890000,57002000,57436000,59298000,62679000,63139000,63405000,46593000,46471000,47354000,47599000,48981000,49448000,47662000,48522000,50582000,50747000,51294000,53379000,52832000,51780000,52626000,53441000,52864000,52662000,52964000,56265000,57019000,55933000,59753000,62811000,64852000,63443000,8880000,8880000,8880000,8880000,8880000,8880000,8880000,8880000,8880000,8880000,44400000,44400000
BalanceCapital,44400000,44400000,44400000,44400000,44400000,44400000,44400000,44400000,44400000,44400000,44400000,44400000,44400000,44400000,44400000,36360000,36360000,36360000,36360000,36360000,36360000,36360000,36360000,36360000,36360000,36360000,36360000,36360000,36360000,36360000,36360000,36360000,36360000,36360000,36360000,36360000,36360000,36360000,,,10708000,,,,,,,,,,,,,
BalanceShareCapital,,,,,,0,0,0,,-18639000,,,,,,,,,,,,,,,,,,,,,,,,,13517000,12687000,1702000,12416000,12421000,12779000,12784000,12668000,12668000,16787000,16787000,16787000,16787000,17590000,17590000,17590000,16132000,5585000,5599000,6266000
BalanceOwnShares,9303000,8285000,8285000,18279000,18279000,-360000,2193000,10233000,10233000,10233000,10440000,10440000,10443000,10443000,11041000,11040000,11040000,11452000,11452000,11452000,11452000,13872000,13872000,13877000,13877000,11555000,12464000,12467000,12467000,15348000,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReserve,,,,,,,,,,,,,,,,,,2099000,2172000,2263000,2313000,36207000,36405000,36573000,36285000,36590000,37373000,35995000,35474000,34663000,4266000,1538000,2606000,2496000,2418000,2519000,3769000,3789000,2982000,3403000,4275000,3692000,2726000,5207000,5015000,4012000,6482000,5581000,5924000,7576000,7138000,10264000,5787000,6974000
BalanceNonshareCapital,6237000,5445000,5294000,5450000,5393000,7060000,6428000,7632000,5560000,5516000,3256000,2747000,2672000,3235000,4534000,1885000,1969000,2193000,1992000,2208000,2233000,1651000,4701000,6243000,6402000,8113000,897000,691000,1814000,1630000,1513000,1539000,1712000,1601000,1201000,639000,572000,1634000,1328000,1211000,,,,,,,,,,,,,,
BalanceNoncurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,2139000,,,1033000,,,,1151000,987000,747000,698000,594000,4808000,358000,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentObligations,,,,,,,,,,,,,3369000,847000,792000,866000,905000,980000,1630000,2077000,1381000,2202000,3242000,3053000,2154000,3573000,3687000,2801000,5331000,4594000,5177000,6878000,6544000,5456000,5429000,6974000,6237000,5445000,5294000,5450000,5393000,7060000,6428000,7632000,5560000,5516000,3256000,2747000,2672000,3235000,4534000,1885000,1969000,2193000
BalanceNoncurrentLeasing,1992000,2208000,2233000,1651000,4701000,6243000,6402000,8113000,5827000,8816000,6473000,4965000,7923000,9941000,9286000,8507000,7660000,50207000,15677000,15104000,9735000,21241000,20037000,29081000,23229000,28591000,27438000,26217000,25891000,63007000,26640000,45068000,39007000,28336000,24423000,28636000,45855000,20837000,38334000,31834000,34563000,28636000,15063000,35392000,30667000,29205000,28783000,28356000,25688000,47418000,42730000,34287000,35648000,55996000
BalanceNoncurrentOtherLiabilities,95885000,111214000,134261000,188145000,5242000,5782000,5907000,4629000,7596000,9618000,8968000,7907000,7395000,13871000,15358000,11206000,9338000,11970000,12080000,24032000,10936000,15137000,17122000,11081000,21536000,31745000,8450000,26864000,25365000,13859000,22016000,20257000,35383000,10724000,27798000,21799000,24941000,22711000,11645000,22077000,20690000,23909000,20317000,20819000,19048000,21049000,26396000,27883000,24255000,35990000,53243000,39818000,39965000,67002000
BalanceCurrentLiabilities,,,,,,,,,,,,,,,,,3416000,1403000,449000,431000,389000,24835000,12626000,12882000,11150000,10101000,0,0,2000000,381000,,727000,727000,,21508000,12000000,6000000,10000000,11500000,,,,,,,,,,,,,,,
BalanceCurrentTradePayablesv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentBorrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575000,570000,561000,334000,327000,321000,316000,517000,263000,323000,318000,3882000,381000,9256000,7940000
BalanceCurrentObligations,4630000,2949000,2786000,2218000,2462000,1813000,1622000,1407000,1271000,2450000,2335000,2385000,2362000,4912000,4429000,2411000,3285000,3358000,2386000,2691000,4597000,4620000,3790000,5102000,4133000,4133000,4032000,3305000,2655000,2561000,8563000,20401000,54492000,77386000,101210000,10000,2464000,5000,2000,2000,2000,83000,2000,36013000,1000,16000,16000,15000,17000,419000,5928000,9265000,7649000,12243000
