,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,76722000,86571000,70066000,37967000,40779000,61082000,76712000,63651000,66539000,78057000,81359000,72195000,73988000,87215000,97769000,75548000,76520000,81225000,77264000,60641000,51287000,71974000,66809000,84021000,94621000,79734000,80132000,109086000,164843000,94156000,114104000,123497000,79678000,90488000,76744000,89626000,81553000,115256000,112889000,130289000,106968000,79069000,68164000,57173000,60131000,88677000,88436000,71590000,73248000,95482000,70997000,66030000,81806000,80949000
IncomeRevenues_yy,,,,,-46.85,-29.44,9.49,67.65,63.17,27.79,6.06,13.42,11.19,11.73,20.17,4.64,3.42,-6.87,-20.97,-19.73,-32.98,-11.39,-13.53,38.55,84.49,10.78,19.94,29.83,74.21,18.09,42.40,13.21,-51.66,-3.90,-32.74,-27.43,2.35,27.37,47.10,45.37,31.16,-31.40,-39.62,-56.12,-43.79,12.15,29.74,25.22,21.81,7.67,-19.72,-7.77,11.68,-15.22
IncomeRevenues_sy,,,,,35.28,48.79,17.95,26.68,22.89,19.42,12.64,12.68,9.37,9.93,0.66,3.49,-19.80,-14.82,-19.75,1.85,-6.72,12.47,15.62,22.68,31.04,22.93,19.94,22.76,6.70,4.36,-5.84,-3.56,-3.67,-2.42,2.62,7.53,5.61,7.17,6.43,5.54,7.78,6.02,6.94,3.25,-5.02,-2.64,-2.84,7.26,13.96,12.29,20.89,16.83,13.98,12.35
IncomeRevenues_qq,,12.84,-19.07,-45.81,7.41,49.79,25.59,-17.03,4.54,17.31,4.23,-11.26,2.48,17.88,12.10,-22.73,1.29,6.15,-4.88,-21.51,-15.43,40.34,-7.18,25.76,12.62,-15.73,0.50,36.13,51.11,-42.88,21.19,8.23,-35.48,13.57,-15.19,16.79,-9.01,41.33,-2.05,15.41,-17.90,-26.08,-13.79,-16.12,5.17,47.47,-0.27,-19.05,2.32,30.35,-25.64,-7.00,23.89,-1.05
IncomeRevenues_sq,,10.45,15.71,2.95,11.49,5.44,9.18,-6.28,13.35,3.62,2.81,-6.58,8.02,4.32,-0.18,-17.54,-3.52,0.14,5.68,3.18,0.81,12.30,5.77,2.13,12.24,3.94,2.70,0.76,5.54,0.23,-4.73,-3.61,4.13,2.10,4.86,-7.34,4.42,4.51,4.56,-5.52,8.09,4.04,1.75,-9.83,4.70,6.78,-2.70,-4.48,16.06,0.62,1.69,0.37,11.72,0.52
IncomeCostOfSales,69738000,80502000,64882000,34309000,38382000,53522000,64235000,56240000,59643000,69250000,72296000,64889000,67273000,77850000,86853000,65021000,62321000,70384000,68300000,58075000,52423000,65959000,59220000,95225000,83709000,73336000,78068000,99919000,150608000,86353000,100863000,112631000,75523000,85828000,72033000,81749000,75014000,108106000,106246000,120635000,101104000,69299000,61405000,56914000,54306000,76927000,78854000,67422000,67287000,94763000,69408000,66981000,75742000,73533000
IncomeCostOfSales_yy,,,,,-44.96,-33.51,-1.00,63.92,55.39,29.39,12.55,15.38,12.79,12.42,20.14,0.20,-7.36,-9.59,-21.36,-10.68,-15.88,-6.29,-13.29,63.97,59.68,11.18,31.83,4.93,79.92,17.75,29.20,12.72,-49.85,-0.61,-28.58,-27.42,-0.67,25.96,47.50,47.57,34.78,-35.90,-42.20,-52.82,-46.29,11.01,28.42,18.46,23.90,23.19,-11.98,-0.65,12.57,-22.40
IncomeCostOfSales_sy,,,,,21.36,14.80,12.31,25.76,20.66,16.67,13.74,13.24,12.79,15.89,4.96,0.20,-17.44,-17.84,-20.42,-4.28,-1.58,13.06,28.41,27.44,34.70,26.88,26.06,14.72,14.73,9.38,0.67,-1.58,-10.53,-1.52,0.30,2.70,-0.67,5.65,4.78,1.83,8.85,6.92,5.14,2.06,-11.08,-7.58,-5.72,5.02,19.74,16.66,21.85,17.04,13.00,9.94
IncomeCostOfSales_qq,,15.43,-19.40,-47.12,11.87,39.45,20.02,-12.45,6.05,16.11,4.40,-10.25,3.67,15.72,11.56,-25.14,-4.15,12.94,-2.96,-14.97,-9.73,25.82,-10.22,60.80,-12.09,-12.39,6.45,27.99,50.73,-42.66,16.80,11.67,-32.95,13.64,-16.07,13.49,-8.24,44.11,-1.72,13.54,-16.19,-31.46,-11.39,-7.31,-4.58,41.65,2.50,-14.50,-0.20,40.83,-26.76,-3.50,13.08,-2.92
IncomeCostOfSales_sq,,10.70,8.98,-0.06,12.33,2.74,11.50,-8.14,8.44,2.72,4.77,3.69,-0.34,6.49,1.51,-19.82,-8.75,0.64,3.58,1.75,9.64,6.32,8.59,3.55,10.69,2.71,3.12,6.31,9.92,-0.93,1.40,-2.52,2.43,-4.37,3.10,-2.99,6.01,3.49,1.19,-6.38,11.82,4.88,-2.34,-7.60,-0.16,2.49,-3.13,-2.58,15.87,0.56,-0.55,2.60,8.89,0.26
