,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,3146000,4627000,2570000,7187000,4039000,4142000,3896000,8804000,9033000,8195000,7845000,16388000,8794000,9959000,8435000,19614000,8189000,6982000,7760000,19674000,7312000,6864000,7800000,18918000,6745000,7078000,5179000,9304000,3224000,7381000,4016000,9720000,3935000,5665000,4129000,6522000,5364000,7079000,5482000,8878000,4659000,7476000,6317000,11701000,5442000,6440000,5894000,14163000,5513000,7012000,6679000,10987000,5184000,8703000
IncomeCostOfSales,1705000,2896000,1663000,4330000,3117000,2979000,2735000,6394000,6785000,6651000,4266000,10314000,6127000,5833000,5064000,8802000,4289000,4437000,4758000,13759000,6845000,4634000,4432000,9295000,5050000,4717000,3161000,5157000,2418000,4041000,2875000,3726000,2897000,3668000,3361000,2839000,3091000,3573000,3105000,5402000,3301000,4204000,3705000,6279000,3811000,4073000,3960000,7653000,3787000,4597000,4438000,6195000,3764000,4951000
IncomeDistributionExpenses,187000,255000,143000,181000,193000,247000,537000,1483000,1266000,1289000,1058000,2512000,1353000,1828000,1440000,3533000,1383000,1985000,1945000,3928000,1429000,1866000,1397000,2769000,1337000,1691000,1206000,1238000,426000,1307000,526000,1552000,933000,664000,657000,3045000,1337000,1643000,1134000,3252000,1069000,1542000,1168000,3499000,1110000,1357000,1166000,3041000,1473000,1759000,1415000,2788000,1150000,2355000
IncomeAdministrativExpenses,1180000,1237000,1307000,3049000,2085000,1966000,1284000,2149000,2116000,2077000,2016000,2526000,2105000,2215000,2416000,2443000,2201000,2737000,340000,2904000,2027000,2599000,1303000,2145000,1704000,1985000,1494000,1574000,1501000,1468000,1433000,1515000,1652000,1678000,1393000,1385000,901000,1032000,793000,913000,923000,934000,940000,1039000,832000,827000,814000,1426000,882000,847000,758000,1303000,807000,943000
IncomeGrossProfit,74000,239000,-543000,-373000,-1356000,-1050000,-660000,-1222000,-1134000,-1822000,505000,1036000,-791000,83000,-485000,4836000,316000,-2177000,717000,-917000,-2989000,-2235000,668000,4709000,-1346000,-1315000,-682000,1335000,-1121000,565000,-818000,2927000,-1547000,-345000,-1282000,-747000,35000,831000,450000,-689000,-634000,796000,504000,884000,-311000,183000,-46000,2043000,-629000,-191000,68000,701000,-537000,454000
IncomeOtherOperatingIncome,64000,159000,70000,2018000,961000,1091000,384000,2896000,4533000,808000,366000,770000,1143000,589000,399000,450000,467000,565000,842000,3034000,1254000,1671000,483000,734000,1178000,352000,368000,328000,405000,366000,420000,707000,408000,385000,343000,379000,334000,340000,487000,1281000,105000,383000,101000,292000,131000,63000,113000,203000,334000,77000,55000,405000,94000,43000
IncomeOtherOperatingCosts,104000,23000,47000,1148000,546000,403000,121000,5404000,1002000,746000,454000,464000,211000,60000,73000,1288000,447000,273000,2129000,109000,213000,42000,927000,1358000,615000,298000,1154000,320000,339000,309000,329000,1732000,571000,319000,214000,916000,417000,629000,481000,72000,204000,218000,231000,296000,165000,154000,93000,556000,241000,120000,-1000,193000,490000,180000
IncomeEBIT,34000,375000,-520000,497000,-941000,-362000,-397000,-3730000,2397000,-1760000,417000,1342000,141000,612000,-159000,3998000,336000,-1885000,-570000,2008000,-1948000,-606000,224000,4085000,-783000,-1261000,-1468000,1343000,-1055000,622000,-727000,1902000,-1710000,-279000,-1153000,-1284000,-48000,542000,456000,520000,-733000,961000,374000,880000,-345000,92000,-26000,1690000,-536000,-234000,124000,913000,-933000,317000
IncomeFinanceIncome,28000,40000,62000,17000,-90000,1016000,28000,572000,57000,74000,85000,192000,194000,68000,-60000,-140000,1000,171000,-166000,76000,79000,-79000,70000,9000,19000,35000,-35000,1000,139000,-63000,57000,11000,3000,15000,6000,16000,6000,4000,5000,4000,4000,5000,4000,3000,3000,2000,3000,167000,42000,4000,-5000,26000,5000,10000
IncomeFinanceCosts,10000,39000,29000,22000,-44000,1005000,7000,-615000,135000,80000,173000,-14000,183000,0,80000,668000,437000,289000,-288000,-62000,98000,176000,73000,184000,129000,127000,313000,20000,16000,37000,110000,128000,115000,117000,18000,48000,74000,65000,107000,86000,59000,59000,56000,82000,42000,89000,10000,102000,22000,32000,37000,43000,38000,128000
