,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,120174000,111798000,138034000,112175000,87959000,137446000,158442000,145065000,179338000,130394000,145713000,134405000,161772000,196966000,159961000,122358000,106792000,108823000,127465000,121441000,130806000,166679000,172719000,160547000,181741000,200944000,195944000,216625000,241614000,213184000,231318000,243956000,221319000,226156000,242298000,210878000,169791000,181287000,199926000,189188000,158743000,152705000,164948000,173491000,141930000,218813000,235534000,204018000,336396000,273327000,240212000,267332000,348607000,318608000
IncomeCostOfSales,109171000,106650000,127749000,97920000,78901000,120889000,135338000,132196000,155222000,116331000,134844000,120694000,144842000,170227000,138615000,121886000,96337000,95034000,110204000,108276000,116234000,142161000,148177000,139030000,152257000,171237000,173272000,195271000,215265000,192879000,208583000,221235000,200494000,206475000,223637000,192205000,154601000,169068000,185612000,190691000,143886000,144781000,157356000,163685000,131969000,197563000,220078000,188867000,315017000,251141000,215260000,237687000,313557000,289603000
IncomeDistributionExpenses,2844000,2215000,2718000,2980000,2473000,3339000,3529000,3794000,2956000,3683000,3774000,5017000,3251000,4061000,3673000,3073000,2620000,2730000,2743000,3156000,2805000,3098000,3386000,3815000,4047000,5097000,3787000,5176000,5283000,4080000,5377000,6886000,4711000,4498000,4415000,5243000,4176000,4240000,4210000,4497000,4194000,4252000,4216000,4752000,4125000,6237000,6475000,5307000,6927000,8791000,7289000,5287000,13890000,11222000
IncomeAdministrativExpenses,2689000,3254000,2875000,3815000,2719000,3705000,3723000,5972000,4716000,5126000,4692000,5564000,5374000,6807000,6072000,7070000,6047000,6094000,6351000,7694000,6468000,6882000,6468000,8270000,6720000,7085000,6976000,8881000,7650000,7300000,7557000,9800000,7933000,8073000,8105000,10367000,7712000,6890000,6861000,9755000,6857000,6932000,6948000,7398000,7407000,8693000,7114000,8827000,8141000,8190000,8471000,10076000,9055000,8761000
IncomeGrossProfit,5470000,-321000,4692000,7460000,3866000,9513000,15852000,3103000,16444000,5254000,2403000,3130000,8305000,15871000,11601000,-9671000,1788000,4965000,8167000,2315000,5299000,14538000,14688000,9432000,18717000,17525000,11909000,7297000,13416000,8925000,9801000,6035000,8181000,7110000,6141000,3063000,3302000,1089000,3243000,-15755000,3806000,-3260000,-3572000,-2344000,-1571000,6320000,1867000,1017000,6311000,5205000,9192000,14282000,12105000,9022000
IncomeOtherOperatingIncome,6426000,2245000,2702000,-1975000,252000,704000,205000,165000,332000,1190000,98000,1159000,275000,431000,776000,-99000,926000,383000,160000,1761000,751000,1252000,626000,395000,1490000,2768000,680000,1683000,1077000,1078000,663000,1854000,1507000,3848000,549000,2639000,851000,2619000,1335000,2104000,1638000,943000,865000,2427000,1472000,438000,428000,1390000,1856000,959000,4281000,895000,482000,1386000
IncomeOtherOperatingCosts,3654000,-2440000,-250000,1774000,275000,775000,3709000,-2678000,8089000,-3658000,-3827000,1174000,187000,364000,708000,239000,540000,437000,313000,1401000,844000,1673000,1924000,-231000,3477000,1183000,271000,-2546000,762000,576000,285000,4464000,1083000,3929000,414000,975000,736000,794000,711000,3058000,3583000,-2111000,1492000,7906000,609000,2116000,11620000,2533000,191000,818000,982000,1042000,69000,2500000
IncomeEBIT,8242000,4364000,7644000,3711000,3843000,9442000,12348000,5946000,8687000,10102000,6328000,3115000,8393000,15938000,11669000,-10009000,2174000,4911000,8014000,2675000,5206000,14117000,13390000,10058000,16730000,19110000,12318000,11526000,13731000,9427000,10179000,3425000,8605000,7029000,6276000,4727000,3417000,2914000,3867000,-16709000,1861000,-206000,-4199000,-7823000,-708000,4642000,-9325000,-126000,7976000,5346000,12491000,14135000,12518000,7908000
IncomeFinanceIncome,1715000,2159000,1028000,1150000,1027000,166000,1402000,1183000,1060000,1126000,-51000,3332000,732000,849000,1406000,451000,2400000,-297000,616000,1670000,1079000,533000,-227000,1038000,1179000,873000,745000,1369000,1288000,1291000,712000,270000,1147000,1017000,1701000,1505000,1158000,1096000,534000,1759000,555000,729000,1354000,562000,555000,946000,1117000,2195000,400000,179000,320000,440000,414000,331000
IncomeFinanceCosts,1128000,1181000,388000,10000,846000,609000,501000,1094000,1354000,1425000,1537000,2036000,3641000,2036000,3291000,5621000,1114000,1044000,2083000,2342000,1522000,3500000,308000,2952000,1970000,2487000,1389000,2412000,2351000,3188000,3941000,1010000,2128000,1146000,1458000,1914000,1056000,1387000,861000,1250000,1170000,911000,1319000,1104000,1531000,284000,1064000,574000,1294000,1639000,1378000,6114000,1637000,922000
IncomeOtherIncome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,8829000,5342000,8284000,4851000,4024000,8999000,13249000,6035000,8393000,9803000,4740000,4411000,5484000,14751000,9784000,-15179000,3460000,3570000,6547000,2003000,4763000,11150000,12855000,8144000,15939000,17496000,11674000,10483000,12668000,7530000,6950000,2685000,7624000,6900000,6519000,4318000,3519000,2623000,3540000,-16200000,1246000,-388000,-4164000,-8365000,-1684000,5304000,-9272000,1495000,7082000,3886000,11433000,8461000,11295000,7317000
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
