,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,6524000,7997000,7549000,9203000,9280000,9796000,11150000,14885000,15021000,14732000,15577000,16974000,18923000,18594000,21664000,22844000,28341000,28923000,28880000,29399000,31946000,31519000,31305000,31007000,35311000,35813000,37736000,36080000,40641000,39698000,38804000,38374000,41363000,39871000,44501000,46821000,58766000,63891000,60046000,60429000,65813000,64710000,63375000,64172000,67681000,66960000,69537000,73306000,76700000,74369000,74851000,85581000,81602000,83188000
IncomeCostOfSales,,,,,,,,44158000,14159000,43845000,16568000,17894000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDistributionExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeAdministrativExpenses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166000,271000,182000,-51000,-236000
IncomeGrossProfit,303000,207000,679000,862000,321000,302000,406000,1029000,586000,3152000,2607000,3220000,3100000,2388000,431000,1772000,1195000,1013000,-870000,792000,-532000,3565000,65000,2416000,1175000,1207000,-1048000,2198000,713000,852000,-282000,685000,-603000,-2134000,-5148000,565000,-746000,-1831000,-3833000,-1396000,-2396000,-2651000,-14957000,-452000,-1952000,-2501000,-4842000,-2340000,-2484000,89000,73000,204000,148000,71000
IncomeOtherOperatingIncome,31000,104000,119000,73000,329000,58000,31000,122000,13000,71000,18000,285000,252000,161000,124000,536000,401000,159000,179000,426000,260000,328000,645000,544000,304000,254000,-122000,467000,115000,1135000,688000,792000,849000,912000,742000,830000,924000,774000,2421000,1176000,1151000,1465000,1200000,1186000,1644000,3906000,13571000,1257000,1176000,0,31000,2000,190000,2000
IncomeOtherOperatingCosts,9000,6000,215000,1178000,324000,-762000,-320000,1580000,-598000,1411000,-1209000,1643000,368000,975000,-391000,763000,1136000,196000,-854000,2900000,-2338000,776000,-571000,286000,140000,131000,334000,123000,32000,429000,1049000,221000,169000,114000,985000,194000,149000,392000,196000,174000,409000,211000,969000,551000,330000,2878000,2219000,721000,248000,255000,313000,384000,-93000,-167000
IncomeEBIT,325000,305000,583000,-243000,326000,1122000,757000,-429000,1197000,1812000,3834000,1862000,2984000,1574000,946000,1545000,460000,976000,163000,-1682000,2066000,3117000,1281000,2674000,1339000,1330000,-1504000,2542000,796000,1558000,-643000,1256000,77000,-1336000,-5391000,1201000,29000,-1449000,-1608000,-394000,-1654000,-1397000,-14726000,183000,-638000,-1473000,6510000,-1804000,-1556000,119000,27000,94000,80000,17000
IncomeFinanceIncome,4000,6000,1000,10000,48000,2000,3000,2000,51000,12000,-6000,22000,109000,53000,30000,28000,65000,18000,87000,8000,4000,19000,25000,110000,105000,126000,102000,57000,40000,38000,40000,246000,243000,138000,520000,48000,95000,86000,105000,20000,268000,16000,5000,3000,11000,7000,5000,7000,44000,211000,71000,109000,80000,149000
IncomeFinanceCosts,236000,122000,82000,186000,173000,228000,220000,389000,350000,557000,510000,559000,170000,683000,480000,689000,303000,573000,635000,861000,1219000,1174000,1047000,1099000,914000,1008000,713000,864000,791000,693000,734000,812000,730000,699000,540000,623000,765000,565000,430000,659000,632000,859000,907000,1027000,1015000,1337000,1271000,1335000,1282000,,,4000,,
