,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,41135000,57059000,70522000,72602000,82381000,107606000,117481000,113830000,115514000,123786000,167685000,134550000,155329000,163097000,173059000,138823000,125699000,140278000,145264000,118474000,117480000,150776000,160063000,131313000,150572000,175880000,186894000,148819000,162120000,171526000,173021000,129782000,135605000,168845000,175115000,140151000,156569000,174140000,170351000,138419000,162233000,178366000,182976000,149140000,175540000,191453000,161977000,145958000,167327000,186650000,189366000,165213000,178224000,206647000
IncomeCostOfSales,25679000,35815000,43057000,46078000,49876000,65343000,72226000,80760000,69817000,73746000,112811000,89716000,97320000,114340000,117859000,92604000,80345000,93944000,97311000,83224000,79079000,101916000,107823000,89552000,103206000,118211000,125096000,99279000,111060000,117635000,120424000,92815000,95227000,116965000,118682000,96762000,110077000,124315000,116766000,96869000,114755000,122113000,123838000,101563000,116951000,127396000,105819000,95789000,111277000,124965000,124007000,108951000,119555000,133411000
IncomeDistributionExpenses,3622000,5479000,6442000,10223000,10940000,18156000,13618000,20832000,21471000,17614000,22912000,37833000,27269000,29587000,30341000,30815000,26035000,29449000,28707000,27955000,28477000,27998000,28520000,26589000,28005000,29088000,29180000,27947000,28845000,31419000,29994000,28929000,28457000,30177000,31788000,31687000,30486000,32778000,30895000,31622000,28980000,31356000,30530000,33041000,31172000,33804000,30053000,33435000,31993000,34493000,34958000,35282000,33505000,36582000
IncomeAdministrativExpenses,10088000,9448000,9505000,9187000,14596000,11075000,16291000,13068000,15040000,14590000,16310000,12306000,17147000,14922000,11763000,14667000,13102000,12631000,11196000,11914000,10697000,11629000,11740000,10120000,10032000,9466000,10295000,11952000,10370000,11859000,10651000,11948000,10205000,9971000,10871000,10190000,9454000,8152000,9023000,8824000,10911000,11124000,11556000,11420000,10909000,10975000,8911000,11572000,11425000,11421000,10583000,11812000,11395000,12655000
IncomeGrossProfit,1746000,6317000,11518000,7114000,6969000,13032000,15346000,-830000,9186000,17836000,15652000,-5305000,13593000,4248000,13096000,737000,6217000,4254000,8050000,-4619000,-773000,9233000,11980000,5052000,9329000,19115000,22323000,9641000,11845000,10613000,11952000,-3910000,1716000,11732000,13774000,1512000,6552000,8895000,13667000,1104000,7587000,13773000,17052000,3116000,16508000,19278000,17194000,5162000,12632000,15771000,19818000,9168000,13769000,23999000
IncomeOtherOperatingIncome,2630000,2681000,1706000,7109000,1192000,5228000,1313000,9402000,6360000,1331000,514000,5237000,2926000,1691000,3232000,5737000,1372000,1547000,2857000,6762000,2349000,1510000,1042000,4229000,1948000,2721000,2773000,7034000,2246000,4126000,3321000,5796000,4692000,3702000,3102000,8863000,2749000,3653000,2453000,6523000,2524000,5036000,3230000,3929000,2406000,2580000,1455000,6580000,2482000,3711000,2867000,6916000,1681000,2913000
IncomeOtherOperatingCosts,937000,808000,1195000,3606000,758000,3128000,117000,6985000,759000,1276000,1957000,8460000,2781000,2217000,2976000,4387000,2970000,1425000,-259000,11255000,2831000,2543000,1960000,9072000,2967000,5855000,3394000,12407000,2994000,2130000,4939000,10962000,3059000,3912000,2923000,9155000,2592000,6913000,3515000,7757000,3795000,4884000,2769000,5245000,2479000,3423000,2741000,10277000,2866000,5037000,3480000,4664000,1884000,4490000
IncomeEBIT,3439000,8190000,12029000,10617000,7403000,15132000,16542000,1587000,14787000,17891000,14209000,-8528000,13738000,3722000,13352000,2087000,4619000,4376000,11166000,-9112000,-1255000,8200000,11062000,209000,8310000,15981000,21702000,4268000,11097000,12609000,10334000,-9076000,3349000,11522000,13953000,1220000,6709000,5635000,12605000,-130000,6316000,13925000,17513000,1800000,16435000,18435000,15908000,1465000,12248000,14445000,19205000,11420000,13566000,22422000
IncomeFinanceIncome,625000,1433000,632000,26000,1267000,1496000,2034000,396000,335000,694000,972000,1329000,3607000,178000,-230000,-1692000,2480000,1960000,-2612000,3529000,1330000,1937000,-1415000,370000,175000,146000,176000,313000,3585000,-884000,146000,776000,601000,175000,348000,381000,819000,967000,334000,1326000,1089000,121000,56000,346000,475000,482000,324000,632000,1670000,897000,526000,1904000,316000,571000
IncomeFinanceCosts,,1288000,281000,1214000,1840000,1568000,2120000,1512000,2539000,4613000,2790000,15661000,11634000,9674000,4637000,12293000,5230000,5462000,5416000,4288000,4583000,3584000,4710000,4445000,4490000,4641000,3980000,6961000,4282000,4191000,4430000,3962000,3634000,4951000,3133000,3937000,3410000,4994000,3450000,1523000,3318000,2451000,3486000,2824000,3584000,3144000,2613000,3656000,2593000,3355000,2651000,8602000,2536000,3056000
IncomeOtherIncome,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,4064000,8335000,12380000,9429000,6830000,15060000,16456000,471000,12583000,13972000,12391000,-22860000,5711000,-5774000,8485000,-11898000,1869000,874000,3138000,-9871000,-4508000,6553000,4937000,-3866000,3995000,11486000,17898000,-2380000,10400000,7534000,6050000,-12262000,316000,6746000,11168000,-2336000,4118000,1608000,9489000,-327000,4087000,11595000,14083000,-678000,13326000,15773000,13619000,-1559000,11325000,11987000,17080000,4722000,11346000,19937000
IncomeExtraordinarProfit,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,4064000,8335000,12380000,9429000,6830000,15060000,16456000,471000,12583000,13972000,12391000,-22860000,5711000,-5774000,8485000,-11898000,1869000,874000,3138000,-9871000,-4508000,6553000,4937000,-3866000,3995000,11486000,17898000,-2380000,10400000,7534000,6050000,-12262000,316000,6746000,11168000,-2336000,4118000,1608000,9489000,-327000,4087000,11595000,14083000,-678000,13326000,15773000,13619000,-1559000,11325000,11987000,17080000,4722000,11346000,19937000
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851000,107000,418000,405000,279000,79000,3469000,7428000
IncomeNetProfit,11661000,5361000,5501000,13346000,14061000,-181000,11169000,10343000,8779000,-20887000,4348000,-7866000,5803000,-13066000,396000,435000,1156000,-8936000,-4736000,4496000,3544000,-2433000,3031000,9727000,13821000,44999000,8362000,6038000,4911000,-9912000,45000,5699000,9447000,-2062000,2584000,176000,7957000,7497000,3505000,10173000,11755000,-197000,11194000,13506000,12348000,526000,10042000,10249000,13671000,545000,8986000,15446000,3471000,7415000
IncomeShareholderNetProfit,11426000,5307000,5040000,12883000,13490000,-528000,10558000,9776000,7838000,-20508000,3357000,-8624000,4345000,-13190000,-202000,71000,217000,-9411000,-5254000,3475000,2840000,-3450000,2458000,8522000,12429000,44307000,7691000,5068000,3825000,-10617000,-608000,4592000,8217000,-2818000,1576000,-1096000,6856000,6649000,2574000,8815000,10556000,-1079000,9980000,11941000,10715000,-584000,8702000,8922000,11703000,-508000,7538000,12818000,,
BalanceNoncurrentAssets,80794000,84897000,161850000,166853000,181538000,201714000,239912000,311586000,337783000,335536000,346559000,358298000,371376000,363684000,345301000,337180000,343585000,330374000,325367000,321188000,379333000,375658000,398462000,396050000,402406000,410451000,414338000,406941000,414770000,407298000,412502000,414684000,429716000,427605000,426212000,419975000,425884000,428830000,439838000,448813000,459011000,455773000,469977000,460089000,463835000,476916000,465364000,3830000,3777000,46820000,45360000,50570000,50721000,51027000
BalanceIntangibleAssets,61302000,58728000,56529000,54300000,63414000,71075000,70832000,64918000,61504000,67232000,63811000,64625000,64449000,74336000,71627000,70845000,69569000,68792000,69193000,70780000,69728000,69420000,69454000,69391000,70280000,71500000,70028000,70993000,71944000,73199000,72807000,74258000,73276000,74591000,72346000,73797000,75358000,74852000,75955000,78246000,75238000,79951000,111477000,112714000,112868000,124763000,132100000,239263000,266337000,263205000,278341000,277933000,277110000,272587000
BalanceProperty,262902000,258443000,258446000,249185000,244012000,239425000,237665000,237121000,237029000,241208000,241401000,248556000,248977000,246268000,250874000,246876000,250593000,247771000,254120000,251534000,248309000,242716000,239999000,245315000,252753000,260149000,264445000,262100000,269335000,263186000,270705000,279041000,289170000,22000,11000,236000,372000,727000,686000,456000,796000,693000,680000,640000,1072000,1178000,1077000,1971000,1466000,1758000,1769000,1536000,1974000,2488000
