,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeRevenues,99253000,81898000,104019000,120087000,107059000,95094000,110619000,126473000,121300000,114035000,105305000,144743000,119619000,99630000,115128000,143534000,140520000,101967000,119098000,140254000,108856000,106371000,117348000,136313000,130667000,98281000,143295000,154965000,147025000,116321000,137324000,159861000,156537000,146810000,166540000,196478000,212043000,190749000,189172000,230450000,255770000,190922000,224158000,283425000,300145000,240338000,244991000,304933000,293659000,242919000,267426000,292226000,295513000,258029000
IncomeCostOfSales,70732000,61582000,72832000,84411000,77353000,70319000,78496000,92427000,91172000,86562000,78439000,103783000,85910000,74655000,82254000,93566000,82344000,63522000,72513000,91045000,67137000,68177000,79718000,90835000,88823000,68045000,98387000,105224000,99535000,80026000,92928000,106229000,102534000,94445000,106882000,121063000,131293000,122661000,124459000,145850000,161749000,125544000,144297000,176675000,179597000,151690000,152009000,180142000,178751000,155547000,174669000,190428000,201324000,166789000
IncomeDistributionExpenses,13836000,14621000,15499000,19827000,16907000,18340000,17454000,20958000,19442000,19511000,18582000,20765000,18001000,16427000,19630000,23869000,24028000,20840000,22526000,26529000,20488000,20634000,22770000,28309000,26741000,21941000,26533000,29952000,29360000,23874000,26651000,32145000,29759000,30489000,33536000,40135000,43734000,37099000,37531000,48309000,51543000,42563000,47576000,58585000,64326000,48643000,47392000,65323000,59618000,55603000,57996000,65712000,62542000,54109000
IncomeAdministrativExpenses,9134000,10497000,9978000,13620000,10921000,12696000,10563000,10192000,9383000,11942000,9123000,8676000,8423000,8312000,7192000,7350000,11203000,10143000,11154000,6539000,9602000,7039000,7209000,9116000,7095000,7499000,7016000,9612000,6336000,6539000,6155000,6716000,6256000,8011000,7413000,6487000,8566000,8805000,7823000,9522000,8577000,9035000,8848000,10404000,12091000,11148000,11938000,16085000,13388000,12890000,11186000,14597000,14493000,14268000
IncomeGrossProfit,5551000,-4802000,5710000,2229000,1878000,-6261000,4106000,2896000,1303000,-3980000,-839000,11519000,7285000,236000,6052000,18749000,22945000,7462000,12905000,16141000,11629000,10521000,7651000,8053000,8008000,796000,11359000,10177000,11794000,5882000,11590000,14771000,17988000,13865000,18709000,28793000,28450000,22184000,19359000,26769000,33901000,13780000,23437000,37761000,44131000,28857000,33652000,43383000,41902000,18879000,23575000,21489000,17154000,22863000
IncomeOtherOperatingIncome,957000,6393000,1214000,1812000,394000,1361000,1335000,9557000,221000,1414000,2418000,7190000,2269000,4479000,-1482000,-26385000,-12544000,5268000,4841000,2688000,1100000,1078000,-100000,5102000,17951000,760000,1180000,3277000,303000,434000,901000,774000,826000,409000,85000,1509000,586000,466000,750000,610000,916000,1870000,1185000,2534000,306000,1872000,663000,718000,517000,274000,232000,1704000,239000,1312000
IncomeOtherOperatingCosts,778000,952000,1634000,2222000,1608000,1471000,2689000,5054000,2159000,4444000,2568000,7775000,3935000,4108000,1069000,-6520000,840000,2078000,5634000,7035000,954000,589000,1051000,3596000,730000,834000,782000,2808000,648000,1643000,874000,1584000,854000,930000,1011000,6968000,1159000,1213000,926000,2272000,2355000,2052000,2748000,10070000,1179000,3065000,1667000,3188000,2053000,1538000,1158000,5132000,1490000,932000
IncomeEBIT,5730000,639000,5290000,1819000,664000,-6371000,2752000,7399000,-635000,-7010000,-989000,10934000,5619000,607000,3501000,-1116000,9561000,10652000,12112000,11794000,11775000,11010000,6500000,9559000,25229000,722000,11757000,10646000,11449000,4673000,11617000,13961000,17960000,13344000,17783000,23334000,27877000,21437000,19183000,25107000,32462000,13598000,21874000,30225000,43258000,27664000,32648000,40913000,40366000,17615000,22649000,18061000,15903000,23243000
IncomeFinanceIncome,325000,2634000,2737000,2641000,822000,1141000,5989000,8334000,3928000,2997000,2818000,977000,2142000,1952000,1663000,850000,594000,3196000,3458000,6385000,564000,54000,169000,175000,33000,556000,299000,228000,431000,182000,822000,-59000,147000,248000,508000,385000,550000,553000,442000,130000,407000,683000,152000,75000,150000,510000,600000,-454000,32000,5831000,-3598000,7009000,80000,379000
IncomeFinanceCosts,579000,360000,590000,443000,837000,3272000,-1247000,1217000,1157000,1282000,1408000,1692000,1815000,1616000,2157000,1775000,1191000,842000,663000,898000,465000,936000,-235000,553000,739000,864000,3679000,706000,447000,324000,350000,286000,628000,359000,-162000,289000,334000,340000,717000,797000,1644000,-69000,582000,732000,962000,1936000,-1357000,4526000,1841000,2042000,2223000,2103000,4098000,15738000
IncomeOtherIncome,401000,,,,,,,,,,,,,,,,,,1113000,-1182000,2390000,521000,8000,0,,0,0,0,,371000,181000,1273000,129000,81000,349000,370000,945000,722000,218000,63000,0,50000,-7302000,2601000,-5960000,-1185000,-1218000,-1045000,-3170000,5877000,2512000,7437000,4017000,649000
IncomeNetGrossProfit,-8502000,9988000,14516000,2136000,-5295000,421000,10219000,5946000,943000,3007000,-2041000,8964000,13006000,14907000,17281000,12987000,8946000,9294000,6860000,25044000,422000,8377000,9639000,11433000,4531000,12089000,13616000,17479000,13233000,18824000,23611000,29366000,21779000,18989000,24789000,31595000,15295000,22166000,29786000,42509000,26238000,34655000,28631000,41158000,15444000,15643000,21749000,10840000,4714000,,,,,
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5877000,2512000,7437000,4017000,649000
IncomeBeforeTaxProfit,-8502000,9988000,14516000,2136000,-5295000,421000,10219000,5946000,943000,3007000,-2041000,8964000,13006000,14907000,17281000,12987000,8946000,9294000,6860000,25044000,422000,8377000,9639000,11433000,4531000,12089000,13616000,17479000,13233000,18824000,23611000,29366000,21779000,18989000,24789000,31595000,15295000,22166000,29786000,42509000,26238000,34655000,28631000,41158000,15444000,15643000,21749000,10840000,4714000,,,,,
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4222000,2223000,5967000,4332000,105000
IncomeNetProfit,-8759000,8962000,12325000,1582000,-3379000,109000,7566000,4555000,458000,2446000,-3030000,7218000,10450000,11838000,13326000,10354000,6847000,7069000,5049000,23760000,448000,6496000,7873000,9136000,5386000,9611000,10901000,13809000,10360000,14959000,18792000,23228000,17171000,15284000,19469000,25111000,11980000,23369000,23913000,34163000,19817000,28330000,22252000,33374000,12280000,11250000,20166000,7278000,326000,4141000,2230000,6041000,4332000,105000
IncomeShareholderNetProfit,-8759000,8962000,12325000,1582000,-3389000,101000,7569000,4552000,456000,2443000,-3033000,7184000,10469000,11781000,13283000,10267000,6869000,7023000,4943000,23740000,423000,6521000,7732000,9101000,4938000,9580000,10854000,13793000,10356000,14938000,18769000,23234000,17168000,15284000,19482000,25092000,11998000,23389000,23926000,34165000,19824000,28325000,22261000,33353000,12278000,11258000,20076000,7274000,347000,,,,,
BalanceNoncurrentAssets,179651000,213712000,239892000,238469000,237067000,231442000,228034000,228020000,232985000,229847000,229023000,243938000,243193000,244948000,229853000,226751000,231806000,216870000,219297000,222848000,237488000,235777000,236508000,253831000,252922000,251170000,249888000,251116000,254070000,260327000,266728000,269816000,282107000,290413000,291929000,339745000,347977000,366847000,388632000,400068000,609243000,677995000,876766000,978414000,1044191000,1076965000,1078493000,14998000,15096000,2477000,12823000,2150000,1835000,1496000
