,2004/Q4,2005/Q4,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2
WKCurrent_yy,208.88,25.67,,,130.90,,122.53,,8.61,8.30,9.62,,1.59,15.58,-1.35,,-14.13,-25.98,-10.84,-11.31,2.74,2.30,-0.29,3.02,-3.89,-17.80,-18.47,-22.40,-10.86,3.41,4.93,15.00,9.91,8.23,7.78,16.49,-99.95,-86.18,-44.77,-47.56,117915.80,347.40,-12.85,-25.37,-76.68,-88.33,-100.98
WKCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_qq,,,,-100.00,,3.50,-2.14,-100.00,,3.20,-0.95,-100.00,,17.42,-15.46,,-13.49,1.21,1.83,-0.53,0.22,0.78,-0.76,2.77,-6.50,-13.81,-1.56,-2.19,7.41,-0.01,-0.10,7.20,2.66,-1.54,-0.52,15.86,-99.96,27936.84,297.63,10.01,-3.77,6.29,-22.54,-5.80,-69.94,-46.79,-106.47
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,-67.63,-20.45,,,-56.71,,-55.07,,-7.94,-7.58,-8.81,,-1.49,-13.50,1.36,,16.50,35.18,12.21,12.88,-2.75,-2.34,0.30,-2.96,4.16,21.71,22.73,28.85,12.13,-3.32,-4.72,-13.03,-9.03,-7.63,-7.24,-14.17,211380.69,623.97,81.10,90.79,-99.92,-77.64,14.75,33.94,328.82,756.68,
CWKCurrent_sy,-37.56,-46.83,,,-56.71,,-55.07,,5.80,23.38,-8.81,,-32.03,-35.21,1.36,,7.01,35.18,-10.12,-53.20,207.04,163.60,187.53,0.78,50.50,18.52,-2.07,-40.90,13.59,-13.34,-71.13,-68.39,-83.63,-76.30,554.92,290.22,1274.83,940.55,-0.77,63.26,-31.08,-25.28,21.41,23.46,39.68,194.93,
CWKCurrent_qq,,,,,,-3.36,2.21,,,-2.99,0.85,,,-14.81,18.18,,15.72,-1.16,-1.90,0.60,-0.30,-0.74,0.75,-2.67,7.02,15.98,1.60,2.18,-6.87,,0.13,-6.73,-2.59,1.54,0.55,-13.70,239913.82,-99.65,-74.85,-9.08,3.91,-5.92,29.11,6.13,232.67,87.94,
CWKCurrent_sq,,,,,,-3.36,2.21,,,12.70,-24.46,,,7.43,18.18,,-90.02,35.71,-21.42,339.81,-34.54,16.51,-14.28,54.16,-2.25,-8.24,-29.18,-6.97,87.89,,-76.40,1.83,-2.70,1.39,551.94,-39.33,242.82,-23.27,-37.83,-0.18,44.73,-16.82,1.03,1.51,63.74,75.64,
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,12445.45,-305.74,,,845.35,,923.90,,-117.31,-116.74,-148.17,,-259.28,-108.68,-104.01,,-58.94,-142.86,-4.85,-71.44,-444.23,-466.12,-101.56,-37.22,82.21,73.73,26.75,31.39,-28.05,4.13,-4.97,-9.65,-13.19,-4.57,-3.11,-19.10,-36.59,-215.18,15.50,16.62,-31.43,42.90,-111.03,-116.35,-29.79,-30.18,-50.50
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,100.00,,10.44,-24.17,-100.00,,-6.80,-118.23,100.00,,37.97,-113.36,13.91,-39.50,5.22,7.88,-40.77,-342.83,1.41,67.20,4.17,42.58,-45.56,8.54,10.25,-7.17,-8.98,-0.14,6.24,-10.63,-0.67,1.26,-8.30,-26.88,-132.30,73.53,-6.87,-99.99,-0.92,2.16,-9.56,-19.97,-1.23,-13.11
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_qq,,,,,,-9.52,31.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_sq,,,,,,-9.52,31.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,135.52,57.61,,,-30.83,,-26.13,41.03,84.23,97.37,112.08,87.26,43.90,12.44,-10.99,-21.49,-25.62,-21.36,-17.08,-9.58,11.81,48.88,49.49,63.45,42.50,-24.52,-31.45,-58.00,-74.26,-62.26,-55.29,-25.98,5.52,6.09,2.16,-21.51,-44.45,-46.47,-86.20,-47.80,-18.61,-8.14,265.17,-45.51,-6.16,-25.73,-27.72
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,-37.81,-1.77,10.73,9.21,18.72,28.32,18.63,17.35,4.83,-1.39,-7.31,-7.10,-7.54,-6.57,-2.00,-2.04,0.83,15.52,30.49,-1.64,10.24,0.72,-30.88,-10.68,-32.46,-38.28,1.37,5.81,11.81,-12.01,1.92,1.88,-14.10,-37.72,-1.79,-73.73,224.91,-2.90,10.84,4.43,-51.51,67.21,-12.28,1.63
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,-57.53,-36.59,,,44.61,,35.37,-29.05,-45.71,-49.34,-52.83,-46.64,-30.53,-11.13,12.29,27.39,34.54,27.22,20.54,10.62,-10.62,-32.84,-33.07,-38.76,-29.77,32.54,45.90,137.82,288.29,164.91,123.65,35.14,-5.22,-5.77,-2.10,27.38,80.00,86.87,624.44,91.62,22.84,8.87,-72.62,83.51,6.58,34.62,38.36
CPCurrent_sy,-44.95,-36.59,,,44.61,,35.37,-29.05,-68.35,-49.34,-52.83,-46.64,-27.97,-11.13,12.29,27.39,26.62,27.22,-32.09,-36.88,-6.15,-56.75,-19.90,-23.86,-16.94,32.01,41.61,104.42,449.74,140.78,83.95,33.65,-5.22,-8.24,339.96,344.46,241.84,328.21,71.39,2.36,31.87,28.25,-37.48,42.41,-35.00,7.13,3.44
CPCurrent_qq,,,,60.76,1.81,-9.65,-8.45,-15.75,-22.09,-15.70,-14.75,-4.70,1.43,7.85,7.71,8.11,7.12,1.98,2.06,-0.78,-13.45,-23.37,1.70,-9.21,-0.74,44.61,11.95,47.99,62.06,-1.34,-5.48,-10.57,13.66,-1.92,-1.80,16.36,60.61,1.82,280.68,-69.22,2.96,-9.75,-4.25,106.26,-40.20,13.99,-1.60
CPCurrent_sq,,,,60.76,1.81,-9.65,-8.45,-15.75,-54.59,44.62,-14.75,-4.70,-38.69,78.44,7.71,8.11,-39.06,79.28,-42.51,0.50,-9.41,-17.38,6.48,-4.47,-1.17,31.32,14.23,37.89,165.78,-42.48,-12.73,0.19,88.48,-44.32,318.41,1.21,44.97,-30.25,67.46,-39.55,86.77,-32.17,-18.36,37.69,-14.75,11.79,-21.17
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,-86.17,2161.64,,,-100.00,,-49.14,50.00,,962.50,392.94,52.78,-56.51,-73.33,-101.14,-76.93,-173.62,-216.61,-1542.47,-315.44,19.14,28.57,129.94,121.00,106.44,41.40,-1272.98,-1416.67,-490.20,141.73,120.68,160.48,811.81,456.86,165.10,-103.28,-1691.63,-2059.70,-946.60,-13113.53,103.55,101.12,83.28,65.98,-1289.76,-4222.45,-500.92
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,-16.85,-100.00,,252.34,145.25,91.34,20.66,-12.94,-23.99,-45.54,-26.01,-103.71,1643.84,-273.82,-17.20,47.78,-102.50,34.76,-3.54,121.89,42.06,-80.00,-1042.16,-338.19,-59.46,94.07,200.75,117.21,366.25,-30.24,-21.18,3.40,-105.76,-33803.01,2.95,55.33,10.10,109.11,-69.39,-766.94,-82.93,-218.63,-6.05,2.78
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,627.66,-95.60,,,,,96.64,-33.35,,,-79.72,-34.54,129.96,275.05,,333.52,,,,,,,,,,,,,,,,,,-82.03,-62.27,,,,,,,,,,,,
CZCurrent_sy,0.47,-66.72,,,,,235.84,22.06,,,-37.09,-34.54,129.96,275.05,,138.91,,,,,,,,,,,,,,,,,,-77.35,203.71,,,,,,,,,,,,
CZCurrent_qq,,,,20.27,,,,-59.24,-47.73,-17.13,14.87,31.57,83.62,35.15,,,,,,,,,,-29.62,402.40,,,,,,-53.92,-78.55,43.31,26.86,-3.27,,,,,,,226.67,,,,,
CZCurrent_sq,,,,12.16,,,,-59.24,-47.73,-17.13,256.30,-57.58,83.62,35.15,,,,,,,,,,-57.87,-7.30,,,,,,-70.42,-74.30,2335.54,-87.76,296.59,,,,,,,-58.18,,,,,
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,-73.46,954.88,,,104.86,,27.38,123.21,117.97,167.03,125.80,39.54,2.56,-24.98,-46.56,-50.02,-100.28,-106.33,-106.87,-106.10,20768.18,1472.81,1487.02,2013.70,-108.64,-155.54,-168.75,-209.68,238.68,136.57,141.95,187.82,553.76,169.75,141.78,-93.53,-190.18,-173.99,-167.41,-112.11,26.11,-29.28,-17.84,-14802.56,-229.65,-193.47,-320.75
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,-17.08,24.61,-3.47,27.71,45.30,21.69,18.25,7.99,-10.21,-10.56,-13.50,-23.07,-16.03,-100.50,-1872.73,16.59,25.41,1784.07,31.03,-15.73,2.91,-107.61,-741.98,-4.32,-64.17,109.62,122.02,19.67,243.72,-28.41,-8.39,7.26,-90.80,-1097.83,24.84,2.28,98.35,-5987.18,-31.51,10.92,-108.99,-34.65,-17.07,-27.71
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,277.36,-90.54,,,-51.20,,-21.50,-55.19,-54.13,-62.55,-55.71,-28.34,-2.48,33.31,87.14,100.09,,,,,,,,,,,,,,,,,-84.70,-62.93,-58.64,1444.92,,,,,,,,,,,
CZOCurrent_sy,180.40,-82.04,,,-66.74,,-21.50,-55.19,-54.35,-74.88,-55.71,-41.66,0.37,-13.28,13.32,64.45,,,,,,,,,,,,,,,,,-78.81,-78.79,110.12,1745.62,,,,,,,,,,,
CZOCurrent_qq,,,,20.59,-19.75,3.59,-21.70,-31.16,-17.84,-15.42,-7.41,11.38,11.80,15.62,29.98,19.09,,,,,,-23.69,18.68,-2.83,,,,,,-54.94,-16.44,-70.91,39.68,9.18,-6.75,986.41,,,,,,,,,,,
CZOCurrent_sq,,,,20.59,-45.65,128.03,-47.48,-31.16,-44.63,25.49,-7.41,-9.32,-4.74,8.42,20.99,31.59,,,,,,-23.69,18.68,-2.83,,,,,,-37.59,-55.05,-66.71,126.85,-37.52,345.28,192.43,,,,,,,,,,,
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,-47.82,-375.92,,,-253.67,,-428.29,,164.19,198.32,543.80,,33.22,8.20,7.69,-17.00,-75.53,-75.69,13.13,-4.91,-78.17,-187.32,-80.94,19.50,310.66,204.46,-8.08,-2.54,11.28,12.73,0.23,-6.49,0.96,1.15,0.54,9.76,275.90,434.07,511.22,645.53,210.91,101.78,89.17,26.64,-37.23,-9.08,0.06
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,642.64,-547.14,21.56,72.24,202.71,187.04,20.14,25.29,-76.86,282.39,-2.42,24.69,-82.16,12.74,-3.05,480.28,-85.01,-74.12,-487.76,226.65,-5.98,-11.06,-1.36,11.44,-0.31,1.55,-0.08,-0.92,-6.99,9.64,0.11,-1.51,1.54,275.47,42.24,12.71,23.85,56.58,-7.69,5.67,-17.09,-22.40,33.72,16.30
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,-77.84,-275.00,,,-411.44,,-615.79,-29.05,134.84,149.82,309.26,-46.64,-7.41,-3.79,20.98,5.73,-67.09,-69.08,36.42,5.27,-80.42,-158.64,-87.25,-26.90,187.26,238.49,34.06,131.90,332.37,198.60,124.16,26.41,-4.31,-4.68,-1.56,39.79,576.63,897.71,4328.50,1328.32,281.97,119.66,-48.21,132.41,-33.11,22.41,38.45
EVPCurrent_sy,-64.10,812.56,,,-47.34,,-66.57,-29.05,-32.09,5934.78,80.93,-46.64,-49.37,7.46,20.98,5.73,10.40,-10.02,8.06,-37.95,106.98,13.43,-21.58,-10.44,-4.85,17.24,-22.04,607.45,34.30,-10.86,169.66,143.46,92.24,93.13,22.38,28.14,46.49,66.98,52.86,52.33,165.13,40.08,6.53,-2.24,-55.49,24.19,4.50
EVPCurrent_qq,,,,973.16,-555.33,29.16,74.58,186.54,123.62,1.29,6.75,-77.93,288.06,5.25,34.23,-80.71,20.78,-1.12,492.31,-85.12,-77.54,-396.18,228.82,-14.69,-11.74,42.79,24.69,47.57,64.56,-1.38,-6.40,-16.78,24.57,-1.77,-3.33,18.17,502.96,44.84,329.10,-61.89,61.25,-16.71,1.18,71.03,-53.59,52.43,14.43
EVPCurrent_sq,,,,-64.74,144.48,-98.87,3319.57,-25.17,134.03,0.78,2.52,-77.93,122.05,113.91,15.42,-80.71,131.85,74.34,38.62,-88.93,673.42,-4.46,-4.17,-87.35,721.68,17.73,-36.28,14.77,55.99,-21.86,92.76,3.62,23.17,-21.49,22.14,8.50,40.81,-10.51,11.81,8.12,145.07,-52.72,-14.97,-0.78,11.58,31.92,-28.45
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,96.97,-126.10,,,-72.63,,-314.83,-55.19,129.45,136.83,296.55,-28.34,29.90,44.22,101.50,66.09,-8938.46,-483.99,-1749.60,-1660.51,100.11,93.64,101.37,106.24,-4848.09,-88.07,-233.71,-188.89,180.26,408.35,338.91,206.47,-84.56,-62.51,-58.41,1595.37,-516.96,-821.74,-1006.62,-6182.65,-320.80,-56.11,-60.53,99.14,80.96,69.02,76.22
EVEBITCurrent_sy,420.72,-30.78,,,-190.67,,54.75,-83.87,111.77,136.83,-50.00,25.06,138.66,44.22,32.18,7.70,64.61,221.18,-58.31,-87.77,-28.13,-76.81,168.66,981.64,34.57,389.19,141.65,1769.51,199.76,-29.51,27.61,-8.96,-16.52,-14.36,6.99,70.34,110.75,89.36,25.68,-13.76,-62.25,-110.20,-100.17,-100.27,-111.67,47.53,-1227.38
EVEBITCurrent_qq,,,,754.52,-458.86,18.74,78.27,170.70,135.84,1.61,16.01,-74.22,327.52,12.81,62.09,-78.75,-22851.05,95.10,-596.32,79.90,101.54,-395.95,250.28,-8.65,-1268.68,88.28,-6.84,39.27,1155.32,-54.97,-17.22,-72.94,53.07,9.32,-8.15,1003.11,-137.65,-89.23,-15.37,-7300.93,97.40,29.80,-18.64,60.33,42.37,-14.21,8.94
EVEBITCurrent_sq,,,,-37.89,-458.86,18.74,185.44,-93.53,161.90,154.17,16.01,-83.80,399.80,53.59,6.32,-86.80,663.88,199.67,-86.20,-96.13,4390.44,-3.29,59.85,-84.42,458.65,251.58,-21.04,20.54,-10.43,-17.32,42.94,-14.00,-17.87,-15.18,78.59,36.91,1.62,-23.79,18.53,-6.05,-55.52,-120.59,98.05,-50.00,-1841.80,7.38,50.79
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,-53.10,-205.44,,,-236.54,,-466.23,-44.04,132.55,141.08,302.77,-37.30,13.14,22.02,57.55,33.57,-39.68,-42.59,123.75,65.76,-89.02,-129.63,-92.21,-46.51,867.40,-454.00,-465.89,-300.94,407.27,299.74,281.59,193.92,-77.79,-65.01,-66.35,197.86,-66.77,-52.70,54.82,-35.80,15539.36,8899.93,3261.99,-1710.20,-118.80,-124.79,-118.19
EVEBITDACurrent_sy,616.39,104.04,,,-273.90,,-33.75,-89.84,136.89,149.68,28.00,245.50,-28.91,21.17,57.55,33.57,38.47,1.41,47.40,-11.34,-6.02,-33.04,-53.33,-43.63,100.73,160.62,44.76,994.44,74.72,-7.42,55.88,42.42,-25.93,-7.08,14.29,26.10,26.39,38.80,32.67,25.22,52.75,71.24,21.13,-100.58,-47.21,-46.50,-72.21
EVEBITDACurrent_qq,,,,873.30,-508.77,21.13,77.29,176.42,137.75,-0.46,12.12,-76.37,328.99,7.35,44.76,-79.96,93.72,2.18,464.17,-85.16,-87.17,-375.72,248.40,1.87,132.10,-257.90,1.99,44.06,685.93,-37.83,-10.90,-71.07,38.59,-2.07,-14.30,156.08,-84.54,39.36,180.53,6.18,3667.29,-19.80,4.79,-150.86,56.03,-5.76,23.09
EVEBITDACurrent_sq,,,,-42.88,-508.77,21.13,135.98,-91.24,1384.67,6.22,-7.29,-76.37,205.50,81.04,20.54,-79.96,216.68,32.59,75.20,-87.95,235.70,-5.54,22.11,-85.44,1095.30,22.64,-32.17,10.06,90.82,-35.01,14.21,0.56,-0.75,-18.48,40.46,10.95,-0.52,-10.47,34.26,4.72,21.35,0.36,-5.02,-100.50,11119.95,1.71,-50.66
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,-95.58,1720.41,,,,,-77.18,,,894.85,350.17,,-57.16,-76.91,-101.18,,-185.66,-257.58,-1693.75,-342.74,21.28,30.30,129.97,120.34,106.56,28.64,-1544.19,-1800.84,-548.00,140.50,119.73,152.62,746.43,412.39,145.71,-102.82,-3363414.84,-14287.39,-1633.06,-25040.00,100.00,100.25,80.82,54.42,-5202.80,-35351.94,61845.54
ROE_sy,341.07,140.76,,,,,-77.88,,,1217.86,262.13,,184.88,28.75,-13.12,,-49.31,-55.67,-59.71,-56.72,-9.56,-6.44,63.83,3334.48,33.55,39.38,14.16,-43.72,-99.45,-90.41,-53.89,23.28,11862.50,611.94,82.98,-82.34,57.26,22.64,-35.71,193.44,-85.18,-107.86,-557.36,-708.10,-805.38,-95.65,280.93
ROE_qq,,,,,,,255.15,,,16.91,-12.13,,,-36.99,-104.49,1606.25,-300.83,-15.91,48.84,-103.83,34.87,-2.62,121.99,38.37,-78.99,-1216.00,-345.16,-62.96,94.47,200.89,116.81,334.69,-32.02,-20.03,3.97,-104.98,-81167900.00,99.66,88.76,18.28,109.47,-71.15,-959.22,-94.24,-959.74,-99.32,1604.97
ROE_sq,,,,,,,458.33,,,123.57,16.08,,,1.04,-21.67,-92.93,805.22,-11.62,-28.82,-92.40,1791.38,-8.57,24.63,59.36,-26.46,-4.57,2.07,-21.44,-99.29,1575.00,391.04,110.03,-30.75,-0.31,26.21,-79.73,516.80,-22.26,-33.85,-7.49,-68.85,-141.26,-3747.83,-22.99,63.87,88.56,3658.33
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,-96.13,1174.29,,,,,-61.13,,,713.97,232.85,,-63.25,-77.25,-100.99,,-185.04,-237.20,-1911.11,-304.52,71.72,76.09,117.13,115.14,113.41,-56.10,-1951.61,-2002.08,-572.73,139.84,118.47,153.23,711.54,384.31,138.68,-102.88,-1895.60,-1297.98,-1220.16,-19000.00,103.29,101.89,85.29,73.45,-1375.00,-4696.43,-443.88
ROA_sy,869.12,35.36,,,,,-63.45,,,1336.17,157.36,,163.83,28.23,-28.30,,-40.25,-42.95,-52.66,-52.38,-28.34,-18.24,39.31,3833.33,18.84,-2.30,12.40,-48.98,-81.56,-90.87,-54.76,13.29,396.88,645.16,54.27,-46.04,61.48,50.65,-11.07,8.15,-87.83,-110.06,-285.33,-456.78,-1867.20,-1558.57,29.62
ROA_qq,,,,,,,253.07,,,18.43,-17.02,,,-26.69,-103.60,1822.22,-287.10,-18.28,47.23,-75.14,74.13,,137.80,54.84,-77.08,-1263.64,-348.44,-59.06,94.30,198.08,107.84,358.49,-34.57,-22.33,2.43,-105.53,-40685.71,48.18,4.22,5.65,107.03,-70.21,-844.64,-70.26,-237.61,-7.38,11.89
ROA_sq,,,,,,,663.83,,,124.76,17.38,,,9.24,-34.36,-93.56,1193.65,4.29,-45.53,-93.52,1846.67,,-7.19,82.95,-41.19,-2.16,6.77,-16.97,-78.74,-51.56,429.03,107.93,-6.74,-27.36,9.52,-27.27,179.08,-32.23,-35.34,-11.56,-68.59,-156.00,-1091.43,-70.26,-55.56,47.44,49.44
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,-88.71,568.52,,,196.12,,72.47,58.24,18.33,35.30,6.47,-25.49,-28.74,-33.27,-39.98,-36.37,-100.39,-108.02,-108.26,-106.72,17871.43,1025.19,1030.43,1275.29,-106.11,-173.58,-200.37,-361.16,635.53,196.84,193.76,218.70,519.16,154.49,136.74,-91.77,-262.30,-238.19,-588.38,-123.53,9.24,-40.73,67.73,-26891.67,-251.35,-295.14,-482.17
OPM_sy,1669.01,-10.86,,,-24.27,,-49.29,-43.89,-15.56,102.10,162.87,80.66,64.80,12.26,-19.47,-27.79,-65.31,-83.92,-84.34,-73.54,150.96,262.76,213.65,180.25,-51.59,-46.40,-7.43,-9.78,-7.71,32.70,37.28,7.63,149.14,33.97,40.85,-43.50,-16.17,2.50,-26.15,97.21,-158.71,-83.74,-335.75,-336.67,-1026.85,-453.93,-238.49
OPM_qq,,,,33.39,26.81,-12.82,16.95,22.39,-5.17,-0.32,-7.97,-14.35,-9.31,-6.66,-17.23,-9.19,-100.55,-1828.57,14.81,26.09,1563.53,0.40,-14.33,-6.64,-107.61,-1109.21,-16.87,-142.92,115.60,118.67,13.15,207.55,-18.63,-10.12,5.25,-89.30,-1703.92,23.47,-271.98,99.48,-6086.67,-18.67,14.71,-331.06,19.47,-33.46,-25.66
OPM_sq,,,,33.39,-55.40,-11.44,-3.75,47.58,-32.88,111.97,25.19,1.42,-38.77,44.39,-10.19,-9.06,-70.58,-33.06,-12.55,53.65,179.02,-3.24,-24.39,37.28,-51.80,7.14,30.58,33.79,-50.70,54.05,35.09,4.90,14.12,-17.16,42.02,-57.92,69.32,1.29,2.32,12.37,-150.40,128.06,-1583.57,-12.81,-139.99,91.19,-1318.87
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,-94.13,1335.42,,,,,-31.22,6.41,,537.34,132.62,-18.38,-69.76,-76.30,-101.26,-70.65,-198.84,-248.45,-1910.53,-338.20,27.71,52.02,120.16,112.91,104.62,22.38,-1801.30,-3223.23,-1585.00,210.49,146.26,181.69,774.41,425.08,159.41,-104.16,-2965.30,-3761.33,-6235.75,-25315.24,104.36,101.22,95.42,37.57,-1368.20,-5653.40,-731.42
ROS_sy,11209.09,-44.61,,,,,-51.32,-34.88,,6760.00,156.96,55.85,85.55,2.30,-58.21,-72.19,-52.07,-29.45,-21.86,-87.58,-65.55,-80.58,-20.34,1643.75,189.97,154.64,13.66,-58.28,-69.32,-57.78,16.60,15.81,175.19,152.82,-0.86,-24.93,39.62,-5.91,37.13,285.38,-77.59,-56.70,-748.01,-569.33,-5596.94,-484.52,83.08
