,2004/Q4,2005/Q4,2006/Q4,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
WKCurrent_yy,,25.25,34.62,,,91.63,,74.83,9.84,5.60,1.97,6.20,-1.60,-1.03,-1.68,-1.43,3.27,6.57,7.91,10.73,12.28,13.37,12.43,13.14,4.90,1.08,0.57,-1.60,1.63,-0.67,1.26,0.35,1.61,2.52,-6.00,-21.94,-22.13,-19.53,-13.98,1.30,-1.24,-49.29,-51.16,-60.27,-54.37,-34.19,-29.89,-13.93,-18.19
WKCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_qq,,,,,67.84,1.88,4.61,-2.26,5.45,-2.06,1.02,1.80,-2.29,-1.50,0.35,2.06,2.37,1.65,1.61,4.72,3.80,2.64,0.77,5.39,-3.76,-1.09,0.26,3.11,-0.60,-3.33,2.20,2.18,0.66,-2.47,-6.29,-15.14,0.41,0.78,0.17,-0.07,-2.10,-48.25,-3.53,-18.71,12.45,-25.37,2.78,-0.21,6.88
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,,-20.15,-25.73,,,-47.80,,-42.82,-8.96,-5.33,-1.93,-5.84,1.64,1.03,1.68,1.48,-3.17,-6.14,-7.30,-9.71,-10.96,-11.80,-11.07,-11.60,-4.62,-1.10,-0.55,1.60,-1.61,0.69,-1.25,-0.36,-1.64,-2.48,6.34,28.15,28.48,24.31,16.29,-1.29,1.24,97.21,104.73,151.74,119.11,51.92,42.64,16.19,22.25
CWKCurrent_sy,,-46.22,-14.85,,,-9.68,,1.73,34.29,-17.80,-13.84,6.03,11.61,7.99,0.76,-0.35,56.76,49.50,13.60,-1.63,1.81,2.69,34.27,30.39,-65.77,4.58,-3.82,-6.48,16.97,-7.48,12.77,20.71,1.99,-10.11,-11.02,-10.84,-8.49,-3.21,-2.11,-0.49,-1.64,-9.47,-16.12,-12.34,-5.16,-2.61,3.40,0.27,36.18
CWKCurrent_qq,,,,,-40.43,-1.81,-4.40,2.27,-5.17,2.11,-0.98,-1.80,2.36,1.50,-0.34,-2.00,-2.33,-1.61,-1.57,-4.55,-3.67,-2.54,-0.75,-5.12,3.94,1.05,-0.21,-3.06,0.65,3.42,-2.14,-2.18,-0.65,2.54,6.71,17.88,-0.39,-0.79,-0.17,0.06,2.16,93.26,3.63,23.03,-11.08,33.99,-2.69,0.21,-6.44
CWKCurrent_sq,,,,,45.74,-16.10,-9.87,-7.68,92.37,-48.64,-5.54,13.61,102.48,-50.31,-11.86,12.36,218.55,-52.61,-33.03,-2.70,229.67,-52.20,-12.44,-5.51,-13.45,46.05,-19.47,-8.12,8.25,15.52,-1.85,-1.66,-8.54,1.81,-2.84,-1.46,-6.13,7.69,-1.74,0.18,-7.21,-0.90,-8.95,4.69,0.39,1.77,-3.32,1.52,36.34
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,,43.85,96.43,,,143.49,,69.00,-24.75,-51.96,-54.34,-45.21,-47.69,-16.15,-4.04,6.71,25.93,40.12,41.56,44.85,44.83,31.95,28.74,25.53,1.04,0.51,-6.62,-26.66,-43.85,-98.60,-87.57,-74.51,-52.30,1851.00,22.60,-219.44,-173.74,-165.76,-186.92,37.55,1.22,-559.14,-814.44,-723.92,-171.82,46.71,50.51,59.10,14.46
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,,120.09,-5.92,-3.33,-15.57,-2.00,-39.94,-8.11,1.30,-6.44,-3.72,5.16,12.65,10.41,7.13,6.24,15.26,10.40,-2.40,3.66,12.39,-11.14,-2.91,-3.69,-11.73,-31.96,-97.58,755.78,81.05,27.29,-1.08,-46.22,-276.38,21.41,11.78,28.92,-26.74,-24.30,-488.67,1.39,-14.19,58.99,-15.41,8.43,5.62,14.24
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,-30.48,-49.09,,,-58.93,,-40.83,32.86,108.13,118.98,82.53,91.19,19.28,4.20,-6.30,-20.59,-28.63,-29.36,-30.95,-30.96,-24.23,-22.31,-20.33,-1.02,-0.49,7.08,36.34,78.11,7051.97,704.59,292.26,109.66,-94.88,-18.42,,,,,,,,,,,,,,
CWKGrahamCurrent_sy,,161.19,-35.25,,,-49.03,,-45.07,-39.66,-16.38,5.38,39.73,-30.09,-5.99,-18.81,6.40,54.50,125.66,61.07,3.47,-44.79,-23.17,-18.90,-37.01,-23.20,20.45,-29.41,3.89,-11.66,-2.34,-1.79,8.40,32.79,-14.43,68.21,,,,,,,,,,,,,,
CWKGrahamCurrent_qq,,,,,-54.56,6.28,3.45,18.43,2.04,66.49,8.85,-1.29,6.88,3.87,-4.91,-11.23,-9.43,-6.65,-5.89,-13.23,-9.44,2.46,-3.51,-11.02,12.51,3.02,3.82,13.30,46.99,4036.55,-88.32,-44.76,-21.44,1.09,85.96,,,,,,,,,,,,,,
CWKGrahamCurrent_sq,,,,,89.34,-71.85,10.69,-6.89,107.99,-60.99,39.49,23.45,4.07,-47.54,20.46,61.79,51.12,-23.38,-14.02,3.93,-19.36,6.62,-9.24,-19.28,-1.67,67.21,-46.81,18.80,-16.39,84.86,-46.51,31.11,2.43,19.13,5.14,,,,,,,,,,,,,,
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,,50.29,50.40,,,51.39,,27.11,4.86,-25.78,-43.47,-46.45,-50.73,-42.24,-29.06,-20.76,11.48,32.30,37.77,61.34,55.01,38.74,33.75,6.86,-8.27,-7.20,-12.72,-11.88,-1.36,-1.35,16.34,24.55,15.46,8.64,-6.86,-9.29,4.73,18.10,20.89,14.54,-22.13,-46.29,-43.48,-40.08,-40.92,-16.21,-14.80,-20.21,4.01
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,,7.78,14.83,7.03,-4.04,-11.09,-18.72,-18.48,-9.10,-18.19,-4.72,0.13,1.53,15.09,13.08,4.27,18.90,10.58,1.21,0.52,-5.00,-5.08,2.39,-5.46,-4.09,6.25,2.40,11.50,2.67,-1.50,-3.65,-4.40,,13.72,8.64,-2.14,-5.26,-22.69,-25.07,2.99,0.44,-23.78,6.28,4.72,-5.93,-0.65
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,,-33.49,-33.51,,,-33.96,,-21.31,-4.57,34.78,77.05,86.62,102.87,73.19,40.98,26.22,-10.32,-24.41,-27.46,-38.01,-35.49,-27.95,-25.18,-6.43,9.09,7.78,14.57,13.51,1.39,1.31,-14.06,-19.74,-13.38,-7.88,7.34,10.26,-4.62,-15.36,-17.26,-12.67,28.44,86.15,76.83,66.88,69.31,19.42,17.39,25.31,-3.81
CPCurrent_sy,,-17.93,-18.79,,,-7.29,,-4.46,-2.90,6.28,-5.16,28.57,43.11,45.41,37.71,-4.84,-26.31,-2.81,-31.60,-28.48,0.39,-7.08,8.85,-3.76,-26.46,-4.85,-18.19,6.91,53.69,-7.09,63.76,47.50,20.80,16.76,10.56,3.44,-20.25,-24.01,-23.40,-28.24,-7.91,-8.14,-14.36,-7.33,-18.17,-18.54,-7.77,-8.59,55.28
CPCurrent_qq,,,,,-7.26,-12.92,-6.60,4.33,12.46,22.98,22.69,9.97,22.26,4.99,-0.13,-1.54,-13.13,-11.50,-4.16,-15.87,-9.59,-1.17,-0.47,5.21,5.41,-2.35,5.80,4.24,-5.85,-2.42,-10.26,-2.65,1.61,3.77,4.57,,-12.11,-7.91,2.22,5.56,29.27,33.47,-2.90,-0.38,31.15,-5.87,-4.55,6.33,0.68
CPCurrent_sq,,,,,-1.59,1.05,-1.73,-2.24,0.02,10.61,-12.31,32.52,11.33,12.38,-16.95,-8.43,-13.78,48.22,-41.55,-4.26,21.03,37.19,-31.53,-15.34,-7.52,77.51,-41.13,10.63,32.94,7.31,3.76,-0.35,8.88,3.72,-1.75,,-16.06,-1.17,-0.96,-12.66,7.71,-1.42,-7.67,-5.48,-4.89,-1.86,4.53,-6.32,61.57
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,,142.58,96.82,,,41.11,,17.23,-30.78,-44.40,-58.54,-70.02,-87.96,-78.77,-78.26,-66.38,76.88,164.61,339.36,438.81,287.73,116.93,69.52,35.66,5.15,-36.48,-37.26,-61.84,-48.66,-54.51,-23.37,-5.72,-70.86,-25.89,-214.93,-254.33,-530.13,-256.76,143.14,115.48,85.23,-931.20,-1698.77,-4811.76,-2709.09,70.13,75.49,89.57,77.46
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,,30.45,-6.57,-4.69,0.92,-22.97,-24.96,-28.93,-27.02,-69.07,32.36,-27.23,12.86,62.71,98.01,20.84,38.41,17.09,10.78,-5.57,10.76,-9.25,-33.08,-6.74,-32.63,22.08,-40.70,57.11,-17.11,-62.26,50.80,-343.65,-11.31,-5.17,45.04,167.06,-60.05,-200.33,-3736.80,-3.97,-17.73,40.18,59.20,14.69,49.91,-29.30
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,-58.77,-49.19,,,-29.13,,-14.70,44.47,79.87,141.20,233.51,730.64,371.02,359.87,197.55,-43.45,-62.21,-77.24,-81.45,-74.21,-53.91,-41.01,-26.28,-4.90,57.44,59.41,162.07,94.77,119.82,30.50,6.06,243.27,34.94,,,,,,,,,,,,,,,
CZCurrent_sy,,-23.24,-47.84,,,0.75,,8.48,58.60,71.34,76.81,65.29,17.70,7.35,-21.72,-25.95,-25.45,108.18,72.74,110.56,71.48,-59.58,-55.17,-62.15,-41.01,89.57,162.79,51.30,25.70,-32.20,-38.81,15.64,13.74,31.42,,,,,,,,,,,,,,,
CZCurrent_qq,,,,,-23.34,7.03,4.92,-0.91,29.82,33.26,40.70,37.01,223.34,-24.43,37.37,-11.35,-38.55,-49.50,-17.25,-27.75,-14.59,-9.74,5.90,-9.71,10.19,49.42,7.23,48.43,-18.10,68.64,-36.35,20.64,165.07,-33.71,,,,,,150.24,,,,,,,,,
CZCurrent_sq,,,,,-7.35,-5.97,9.09,14.15,35.45,1.58,12.58,6.71,-3.55,-7.36,-17.91,0.95,-2.89,158.69,-31.88,23.05,-20.92,-39.03,-24.44,3.90,23.24,95.93,4.74,-40.18,2.39,5.68,-5.47,13.06,0.71,22.10,,,,,,-1.95,,,,,,,,,
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,,221.08,93.93,,,37.71,,18.50,-29.98,-41.32,-57.17,-69.03,-82.17,-83.82,-81.41,-75.73,-2.41,262.43,427.09,692.72,401.59,96.82,65.76,30.69,14.92,-23.44,-22.56,-59.88,-44.78,-51.91,-28.08,25.93,-55.77,48.93,-136.73,-154.93,-241.84,-83.53,373.46,274.13,200.56,-3150.88,-609.96,-689.82,-589.04,76.95,81.83,89.58,77.67
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,,28.77,-5.99,-3.09,1.02,-23.91,-21.22,-29.28,-26.94,-56.20,-28.50,-18.76,-4.63,76.16,165.54,18.15,43.43,11.46,4.20,-0.50,13.08,-1.99,-30.58,0.65,-41.41,34.89,-39.54,50.51,2.60,-52.63,103.59,-137.12,-53.44,-22.31,123.64,516.37,-2.30,-29.36,-817.18,-3.03,-13.00,41.43,66.20,18.79,35.21,-25.54
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,-68.85,-48.44,,,-27.38,,-15.61,42.79,70.42,133.52,222.87,460.73,517.84,437.68,312.08,2.50,-72.41,-81.02,-87.39,-80.07,-49.19,-39.66,-23.49,-12.99,30.62,29.13,149.26,81.10,107.90,39.03,-20.60,126.09,-32.85,,,,507.08,,,,,,,,,,,
CZOCurrent_sy,,-25.80,-48.29,,,9.93,,57.25,68.61,29.81,31.25,32.85,41.53,15.75,0.55,-16.26,-31.14,58.78,-10.71,-32.68,-21.72,-42.60,-17.25,-4.66,7.74,32.30,89.43,144.85,93.98,6.92,-12.56,-21.60,-13.78,0.59,,,,-15.10,,,,,,,,,,,
CZOCurrent_qq,,,,,-22.34,6.36,3.19,-1.00,31.41,26.94,41.40,36.88,128.23,39.87,23.05,4.90,-43.23,-62.35,-15.37,-30.27,-10.28,-4.02,0.50,-11.58,2.03,44.07,-0.64,70.67,-25.87,65.39,-33.56,-2.53,111.07,-50.87,,,,,-83.77,2.35,41.57,,,,,,,,
CZOCurrent_sq,,,,,-1.80,12.31,11.51,27.86,5.29,-13.53,12.75,29.42,12.17,-29.28,-2.05,7.77,-7.76,63.06,-44.92,-18.75,7.27,19.56,-20.59,-6.39,21.22,46.81,13.70,21.00,-3.96,-19.08,-7.02,8.49,5.61,-5.59,,,,,-14.12,-16.76,4.07,,,,,,,,
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,,11.32,-30.15,,,-248.64,,-33.16,160.56,165.55,852.27,55.63,31.51,42.89,0.85,6.29,7.04,7.07,1.42,-2.16,5.57,5.69,-20.35,0.47,-9.07,-46.15,-98.76,-48.28,-1.81,681.64,25896.30,340.75,185.78,1.74,298.84,367.36,-10.43,35.18,-68.72,-45.28,18.29,-13.84,7.45,-6.95,-37.05,-34.73,-57.28,-43.88,-35.78
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,,-231.12,19.90,110.18,525.25,18.82,-13.30,47.85,2.18,0.40,-5.80,4.35,7.69,1.11,-5.77,-1.15,3.88,9.11,-5.67,-25.50,31.03,-1.25,-44.14,-98.28,5357.41,87.48,344.72,-42.87,-7.47,21.56,58.32,123.98,8.42,-76.70,138.94,-48.17,89.67,-49.64,74.03,-35.37,64.26,-65.93,80.43,-57.69,115.76,-61.01
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,,-25.90,-53.57,,,-198.16,,-47.47,157.77,188.27,1582.14,190.93,166.94,147.59,42.14,34.09,-4.00,-19.07,-26.36,-39.37,-31.89,-23.85,-40.47,-5.92,-0.94,-41.92,-98.64,-41.36,-0.36,691.74,23225.00,254.11,147.44,-6.34,328.24,415.10,-14.50,14.45,-74.12,-52.23,51.94,60.43,90.04,55.30,6.53,-22.10,-49.85,-29.67,-38.25
EVPCurrent_sy,,-29.98,1.32,,,-15.99,,-19.60,2.41,-7.37,-6.25,22.43,49.13,84.59,40.38,-7.49,-27.58,9.11,-18.33,6.01,-15.97,-11.93,-0.50,-18.61,4.18,-8.37,-8.91,6.15,39.25,-7.69,31.72,41.98,22.10,17.48,18.52,5.94,-12.26,-14.27,-11.33,-16.55,-7.27,-6.70,-14.39,-11.55,0.63,-6.90,-9.42,-2.06,11.09
EVPCurrent_qq,,,,,-221.65,30.25,109.52,550.00,33.79,6.57,81.50,12.42,22.76,-1.15,4.20,6.05,-12.11,-16.67,-5.19,-12.68,-1.28,-6.82,-25.88,37.99,3.95,-45.37,-98.26,5837.50,76.63,334.09,-48.76,-9.86,23.42,64.31,134.27,8.42,-79.51,119.94,-47.03,100.15,-34.84,132.22,-37.25,63.56,-55.30,69.82,-59.60,129.38,-60.76
EVPCurrent_sq,,,,,-25.44,4.62,7.29,-3.94,-5.02,-5.38,8.59,25.44,15.70,17.12,-17.42,-17.34,-9.43,76.47,-38.19,7.30,-28.21,84.95,-30.17,-12.23,-8.10,62.68,-30.58,2.28,20.55,7.84,-0.94,10.25,3.67,3.77,-0.07,-1.46,-14.14,1.39,3.36,-7.25,-4.59,2.01,-5.16,-4.18,8.55,-5.62,-7.73,3.60,23.12
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,,-65.32,-63.99,,,-207.93,,-43.60,186.47,211.72,2124.76,402.45,637.49,782.90,442.30,338.00,9.72,-70.46,-80.75,-87.66,-78.96,-46.30,-51.95,-23.12,-20.86,-29.65,-98.40,28.91,77.80,1524.98,36050.89,249.94,546.12,-31.68,-1185.96,-950.82,-163.15,720.63,111.44,131.42,217.64,-102.82,-121.07,-115.78,-112.87,-183.17,-135.15,-438.81,-187.58
EVEBITCurrent_sy,,-5.72,-31.53,,,-21.29,,139.00,60.54,44.95,-20.16,-23.59,40.45,12.31,33.75,-12.72,-56.76,37.55,-18.11,-19.75,37.47,-23.36,-21.91,10.92,23.29,51.04,213.02,194.99,96.52,-9.78,-37.19,-40.01,-20.70,-13.68,-25.29,-18.63,-5.41,-3.17,-14.85,-19.12,-38.38,-24.37,-7.05,-2.62,36.88,-1.20,-9.87,-10.67,2.81
EVEBITCurrent_qq,,,,,-201.83,14.81,110.50,519.33,56.13,10.06,109.05,39.87,129.16,31.76,28.40,12.97,-42.60,-64.52,-16.34,-27.57,-2.12,-9.46,-25.14,15.89,0.75,-19.52,-98.29,9216.96,38.97,635.56,-62.04,-9.81,156.58,-22.23,-703.39,29.34,80.96,1110.68,-91.59,94.12,-28.70,-124.27,37.26,-45.35,41.82,-433.79,47.90,-233.03,68.95
EVEBITCurrent_sq,,,,,-6.17,8.43,93.01,21.72,-36.98,-2.10,6.31,16.49,15.85,-21.72,26.60,-23.99,-42.60,149.01,-24.62,-25.52,-1.67,38.82,-23.20,5.81,9.28,70.08,59.16,-0.29,-27.19,-21.92,10.80,-4.76,-3.75,-15.01,-4.11,3.74,11.88,-12.99,-15.67,-1.47,-14.76,6.79,3.63,3.23,19.81,-22.92,-5.46,2.31,37.90
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,,-52.89,-59.70,,,-212.26,,-42.14,182.62,203.45,1827.91,270.92,266.56,243.40,77.69,64.12,-8.61,-46.17,-51.53,-63.74,-55.49,-29.87,-42.70,-17.94,-19.72,-36.54,-98.57,-10.56,38.83,936.24,28000.00,229.14,232.82,-26.73,973.42,1839.34,301.87,134.65,-89.22,-86.82,-76.39,-126.52,-154.55,-140.35,-142.32,-607.64,-997.23,1886.12,-4847.51
EVEBITDACurrent_sy,,-18.38,-43.11,,,12.82,,67.62,46.27,66.80,56.65,22.04,32.61,-12.73,-17.73,-25.26,7.29,41.50,23.07,9.63,-15.18,-32.99,-40.07,-20.73,-9.10,18.57,103.75,78.93,51.67,2.19,-22.63,-21.28,-10.81,10.40,1.73,14.15,-5.00,-23.55,-26.82,-39.30,-21.55,-6.21,7.96,14.86,-1.74,-16.82,-17.98,-17.29,22.25
EVEBITDACurrent_qq,,,,,-205.64,15.45,110.44,520.75,50.84,5.87,94.50,19.43,49.06,-0.82,0.64,10.31,-16.99,-41.59,-9.37,-17.49,1.89,-7.96,-25.95,18.16,-0.32,-27.25,-98.33,7296.05,54.74,443.02,-54.78,-13.37,56.47,19.55,562.37,56.52,-67.58,-30.19,-69.57,91.37,-41.93,-178.41,37.40,-41.55,39.10,-1211.33,2.94,330.42,-268.69
EVEBITDACurrent_sq,,,,,-13.66,26.74,14.27,34.04,-24.66,44.53,7.32,4.43,-18.13,-4.88,1.16,-5.13,17.53,25.45,-12.02,-15.49,-9.07,-0.89,-21.32,11.78,4.28,29.28,35.21,-1.83,-11.61,-12.89,2.36,-0.12,0.16,7.82,-5.68,12.07,-16.64,-13.23,-9.72,-7.05,7.73,3.75,3.92,-1.10,-7.84,-12.18,2.47,-0.28,36.22
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,,93.74,46.18,,,-26.37,,-32.94,-36.96,-47.36,-59.36,-71.76,-87.76,-78.57,-77.89,-65.92,70.81,148.39,307.22,386.93,245.89,91.56,50.75,19.92,0.18,-37.20,-37.65,-61.19,-49.50,-54.25,-24.24,-6.21,-71.25,-27.73,-222.22,-297.87,-651.57,-295.10,150.16,115.29,85.06,-1933.47,-3373.44,-11952.34,-6060.31,54.61,65.04,87.88,72.44
ROE_sy,,-6.62,-10.78,,,-1.95,,-0.12,-15.15,-27.22,-41.65,-52.56,18.96,-17.83,38.49,14.45,-50.03,-6.65,-8.01,37.45,54.02,79.79,49.78,48.14,3.61,-19.85,-50.54,-59.35,-42.84,-22.02,14.66,24.68,0.88,-28.41,-11.84,13.13,19.14,27.46,6.39,1.28,1.92,11.24,23.75,13.98,6.53,0.57,3.44,2.32,27.15
ROE_qq,,,,,-22.28,-8.30,-8.87,3.25,-26.93,-23.43,-29.65,-28.26,-68.32,34.05,-27.42,10.56,58.79,94.94,18.99,32.20,12.80,7.96,-6.36,5.16,-5.77,-32.33,-7.02,-34.54,22.62,-38.70,53.98,-18.97,-62.41,54.09,-360.41,-31.19,-4.78,45.50,166.95,-60.00,-202.34,-7319.85,-7.77,-44.83,46.81,45.33,17.00,49.81,-21.00
ROE_sq,,,,,23.38,-13.78,-9.54,3.80,4.81,-26.05,-27.47,-15.62,162.82,-48.92,22.25,-30.27,14.75,-4.57,20.47,4.19,28.59,11.40,0.36,3.05,-10.07,-13.83,-38.07,-15.31,26.48,17.55,-8.93,-7.91,2.34,-16.59,12.16,18.16,7.78,-10.77,-6.38,12.48,8.46,-2.60,4.15,3.60,1.37,-8.05,7.11,2.48,25.98
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,,82.48,59.28,,,-23.41,,-11.97,-24.69,-46.03,-57.15,-73.12,-89.36,-77.89,-77.16,-63.50,70.37,141.76,271.97,338.67,247.83,95.00,63.34,18.54,-15.50,-50.47,-50.75,-68.72,-62.43,-67.76,-41.27,-23.77,-72.83,-18.98,-215.09,-256.45,-542.03,-263.06,150.19,118.21,82.62,-1359.12,-2061.19,-6209.43,-4962.26,53.65,60.54,83.23,75.59
ROA_sy,,30.30,-23.40,,,25.86,,1.03,-9.86,-54.40,-55.03,-57.58,-34.80,-33.71,-23.77,-19.59,-2.56,26.88,74.91,127.35,55.26,106.75,64.87,43.89,-6.32,-19.06,-49.46,-60.55,-43.09,-36.45,4.30,7.12,10.26,-21.57,-19.17,6.49,-2.49,36.25,34.98,43.40,13.17,9.50,-11.01,0.30,11.28,-18.33,-9.88,-0.91,51.12
ROA_qq,,,,,-2.99,-9.50,-11.54,13.34,-17.00,-35.15,-29.77,-28.89,-67.15,34.81,-27.47,13.64,53.33,91.30,11.59,34.01,21.58,7.25,-6.53,-2.74,-13.33,-37.13,-7.06,-38.23,4.10,-46.06,69.34,-19.83,-62.90,60.87,-340.54,-8.99,-4.81,40.66,174.03,-60.45,-200.00,-4883.02,0.49,-23.21,17.14,54.38,15.28,47.64,-20.63
ROA_sq,,,,,7.51,32.33,-18.17,-13.22,-4.08,-33.05,-19.30,-18.14,47.42,-31.93,-7.19,-13.65,78.63,-11.36,27.94,12.24,21.99,18.03,2.02,-2.05,-20.57,1.97,-36.29,-23.54,14.57,13.87,4.57,-21.48,17.93,-19.00,7.77,3.45,7.98,13.17,6.77,9.90,-14.78,9.50,-13.23,23.88,-5.45,-19.64,-4.25,36.20,44.20
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
