,2004/Q4,2005/Q4,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
WKCurrent_yy,13.99,16.94,46.19,,,,15.36,20.17,15.20,15.43,18.26,16.27,15.88,14.78,15.77,13.49,3.52,5.53,3.64,6.48,5.21,-0.01,3.56,1.58,13.43,12.37,12.34,11.34,-15.81,-8.15,-10.77,-9.62,-100.00,0.98,-24.70,-23.24,,-23.57,-14.26,-27.88,-36.77,-27.30,-79.56,-83.42,-167.97,-107.10,-181.89,-214.65,63.74
WKCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_qq,,,,0.33,4.51,4.11,5.68,4.51,0.18,4.32,8.27,2.75,-0.15,3.33,9.21,0.73,-8.92,5.33,7.25,3.49,-10.01,0.10,11.09,1.52,0.48,-0.83,11.06,0.61,-24.02,8.19,7.89,1.91,-100.00,,-19.55,3.89,14.89,-20.41,-9.76,-12.61,0.73,-8.48,-74.63,-29.12,-513.04,90.43,-192.41,0.77,-30.65
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,-12.24,-14.49,-31.57,,,,-13.35,-16.73,-13.19,-13.40,-15.41,-14.05,-13.70,-12.84,-13.68,-11.90,-3.46,-5.25,-3.54,-6.02,-4.92,,-3.41,-1.57,-11.88,-11.07,-10.99,-10.23,18.83,9.01,12.06,10.65,,-0.97,32.81,30.35,,30.80,16.70,38.56,58.25,37.52,389.25,503.48,,,,,
CWKCurrent_sy,15.19,-26.25,1.57,,,,-44.60,-18.01,-5.81,-4.44,-4.06,-2.38,-20.82,-24.21,10.43,2.26,-0.26,142.72,-11.29,-1.61,4.85,,17.68,18.05,46.15,-30.87,29.31,33.51,2.13,-9.42,-9.66,-2.19,,2.91,-2.45,-2.56,,-1.40,8.22,0.11,-2.55,-3.30,-5.65,-5.81,,,,,
CWKCurrent_qq,,,,-0.39,-4.26,-3.96,-5.39,-4.27,-0.19,-4.19,-7.59,-2.74,0.22,-3.24,-8.48,-0.73,9.83,-5.03,-6.83,-3.29,11.11,-0.12,-10.01,-1.44,-0.53,0.80,-9.93,-0.59,31.66,-7.53,-7.41,-1.84,,,24.17,-3.66,-13.03,25.71,10.79,14.39,-0.67,9.24,294.13,41.10,,,,,
CWKCurrent_sq,,,,-44.33,8.82,4.88,-12.80,-17.61,25.00,6.41,-12.45,-16.17,1.39,1.86,27.57,-22.37,-1.12,147.88,-53.38,-13.90,5.38,129.83,-43.57,-13.63,30.47,8.72,5.55,-10.83,-0.19,-3.58,5.27,-3.46,,,-0.21,-3.56,2.77,-0.30,9.52,-10.80,0.05,-1.06,6.86,-10.95,,,,,
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,47.55,23.34,61.91,,,,11.74,17.41,12.22,11.12,12.95,11.99,14.37,16.98,20.54,16.96,3.54,5.20,1.37,2.91,0.60,-3.44,4.34,5.18,22.33,17.91,16.48,17.59,-16.11,-4.43,-10.62,-13.12,-100.00,-3.17,-41.52,-39.26,,-57.94,-69.99,-86.18,-76.60,-74.11,-271.48,-498.94,-525.26,-221.67,25.73,34.38,60.50
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,0.45,2.75,3.68,4.42,5.55,-1.79,2.66,6.15,4.64,0.30,5.00,9.38,1.53,-11.21,6.69,5.39,3.07,-13.19,2.40,13.88,3.90,0.96,-1.30,12.50,4.89,-27.97,12.44,5.22,1.96,-100.00,,-36.45,5.89,7.06,-41.61,-54.67,-51.22,81.27,-35.40,-400.22,-13.48,-93.23,81.52,-83.25,-0.27,-16.32
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,-32.24,-18.89,-38.25,,,,-10.50,-14.78,-10.90,-10.02,-11.43,-10.73,-12.55,-14.48,-17.05,-14.49,-3.45,-4.93,-1.42,-2.79,-0.64,3.52,-4.13,-4.99,-18.19,-15.22,-14.10,-14.99,19.19,4.68,11.78,15.13,,3.30,71.08,64.69,,137.63,233.22,623.53,327.34,286.25,,,,,,,
CWKGrahamCurrent_sy,39.11,-57.55,58.46,,,,-49.65,-21.27,-18.75,-15.36,5.76,19.63,27.35,54.22,56.53,66.68,66.37,51.38,36.08,18.37,13.62,-18.24,-11.21,12.01,-8.97,33.87,61.22,3.62,85.28,62.13,1.68,20.05,,-47.64,-23.00,-21.77,,59.98,37.82,37.70,36.04,8.02,,,,,,,
CWKGrahamCurrent_qq,,,,-0.47,-2.62,-3.59,-4.22,-5.23,1.81,-2.63,-5.73,-4.47,-0.27,-4.78,-8.56,-1.53,12.60,-6.24,-5.19,-2.89,15.09,-2.31,-12.19,-3.77,-0.89,1.24,-11.04,-4.76,38.95,-11.08,-5.01,-1.91,,,57.32,-5.57,-6.59,71.25,120.61,105.03,-44.83,54.78,,,,,,,
CWKGrahamCurrent_sq,,,,-44.11,2.14,-5.73,-6.45,-12.60,5.42,-1.79,16.89,-1.15,12.22,18.93,18.64,5.27,12.01,8.22,6.64,-8.43,7.51,-22.12,15.81,15.52,-12.63,14.53,39.46,-25.75,56.23,0.21,-12.54,-12.33,,,28.62,-10.94,15.79,20.61,10.81,-11.02,14.40,-4.24,,,,,,,
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,9.03,0.56,2.05,,,,24.87,27.45,27.47,21.30,18.57,20.52,9.44,17.41,15.65,16.47,16.87,19.93,12.16,17.11,27.45,12.03,16.79,8.50,5.77,14.56,25.54,31.47,26.35,27.62,11.92,12.48,19.54,9.52,4.10,-6.23,0.81,12.33,28.22,28.75,-12.08,-25.63,-40.57,-38.73,-26.72,-81.88,-84.28,-86.24,-89.03
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,-0.84,8.84,4.99,10.21,1.21,8.85,-0.09,7.72,2.87,-1.15,7.18,6.11,3.61,-0.82,9.99,-0.76,8.18,7.94,-3.32,3.45,0.50,5.22,4.72,13.37,5.24,1.12,5.77,-0.58,5.78,7.47,-3.09,-5.50,-4.72,15.53,7.99,7.87,-4.33,-21.10,-8.66,-13.80,-1.36,-5.63,-77.42,-25.20,-13.64,-24.80
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,-8.33,-0.52,-2.09,,,,-19.73,-21.64,-21.55,-17.52,-15.61,-17.17,-8.79,-14.65,-13.78,-13.82,-14.46,-16.74,-10.96,-14.62,-21.60,-10.82,-14.36,-7.73,-5.39,-12.72,-20.36,-23.95,-20.89,-21.85,-10.53,-11.02,-16.00,-8.47,-4.20,6.19,-0.95,-11.11,-21.93,-22.50,13.46,34.38,68.54,63.44,36.44,453.49,536.67,627.63,813.66
CPCurrent_sy,42.38,-7.73,24.84,,,,-24.64,9.89,111.34,133.37,-7.00,-7.43,-23.10,-27.50,28.13,20.78,15.12,20.48,-17.76,-23.78,-3.72,-8.79,16.04,37.81,-1.86,30.76,16.59,-9.65,-7.91,-10.62,-19.32,-22.87,-14.56,-30.30,-11.59,-21.15,-7.08,19.20,60.65,44.69,51.90,33.91,-14.62,7.96,-4.48,-18.29,-8.22,-14.70,-7.33
CPCurrent_qq,,,,1.07,-8.18,-4.89,-9.06,-1.33,-8.08,,-6.96,-3.15,1.22,-6.43,-6.01,-3.20,0.47,-8.92,0.52,-7.18,-7.73,3.59,-3.47,,-5.39,-4.43,-11.92,-4.51,-1.57,-5.60,0.85,-5.04,-7.08,2.86,5.56,5.26,-13.33,-7.69,-7.29,4.49,26.88,9.32,16.28,1.33,5.92,343.48,33.75,15.81,33.00
CPCurrent_sq,,,,-18.71,-43.21,-11.21,83.85,18.55,9.21,,-26.74,18.00,-9.28,-7.57,29.48,11.23,-13.53,-3.26,-11.62,3.09,9.23,-8.36,12.44,,-22.21,22.11,0.26,-5.12,-20.72,18.52,-9.50,-9.30,-12.17,-3.32,14.78,-19.11,3.51,24.03,54.69,-27.14,8.67,9.33,-1.37,-7.87,-3.85,-6.48,10.79,-14.37,4.45
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,25.69,31.15,6.37,,,,72.93,168.94,92.57,55.15,64.25,22.12,24.41,17.39,1.34,-3.25,-10.66,1.50,-7.54,18.99,10.16,-27.75,0.27,-24.44,-28.01,-9.54,-21.70,-17.24,-54.94,18.39,-31.19,-12.12,242.24,-3.43,-208.24,-183.42,-166.50,-249.72,-16.28,-161.33,-63.60,-2.36,-369.95,-105.87,-356.26,-31.33,54.29,51.58,84.67
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,-17.57,46.15,29.55,10.80,28.19,4.65,4.38,17.30,-4.69,6.61,-1.51,1.26,-9.00,-1.55,11.89,-7.76,17.11,-8.86,-26.62,28.02,-11.75,-13.17,-7.79,10.81,-6.72,-52.73,142.31,-35.60,19.13,84.09,-31.63,-172.19,8.19,-46.75,-53.94,43.94,-106.33,8.13,3.69,-157.40,9.61,-103.62,72.28,10.42,4.24,35.52
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,-20.44,-23.74,-5.99,,,,-42.18,-62.82,-48.07,-35.54,-39.11,-18.11,-19.62,-14.82,-1.32,3.35,11.93,-1.47,8.16,-15.95,-9.23,38.43,-0.29,32.35,38.90,10.54,27.72,20.82,121.94,-15.52,45.33,13.78,-70.78,3.55,,,,,,,,,,,,,,,
CZCurrent_sy,-1.49,-4.05,-38.71,,,,15.83,26.07,28.74,-2.10,-5.93,11.45,55.13,73.27,61.65,55.05,1.76,-33.35,-22.78,-24.16,-19.03,27.80,16.81,-2.56,43.90,38.88,-1.33,11.96,-45.67,-46.70,-37.16,-21.07,-1.11,-3.72,,,,,,,,,,,,,,,
CZCurrent_qq,,,,21.30,-31.58,-22.81,-9.75,-21.99,-4.44,-4.20,-14.75,4.92,-6.19,1.52,-1.23,9.88,1.60,-10.64,8.43,-14.62,9.73,36.27,-21.89,13.33,15.16,8.44,-9.75,7.20,111.54,-58.72,55.26,-16.07,-45.68,46.28,,,,,,,,,,,,,,,
CZCurrent_sq,,,,-14.26,1.16,17.65,13.52,-6.68,3.30,-10.54,9.08,10.55,43.80,-0.08,1.76,6.04,-5.62,-34.56,17.91,4.14,0.76,3.29,7.77,-13.12,48.80,-0.31,-23.43,-1.42,-27.80,-2.20,-9.72,23.82,-9.54,-4.79,,,,,,,,,,,,,,,
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,21.15,54.88,-0.92,,,,68.83,179.92,141.58,67.76,67.70,20.08,10.84,6.75,-7.05,-12.30,-12.38,-2.43,-7.84,24.44,7.25,-19.20,13.13,-16.19,-15.19,-11.83,-30.05,-18.30,-55.53,13.69,-33.83,-27.10,188.09,6.99,-205.59,-181.60,-157.23,-225.34,-1.58,-157.81,-28.26,46.07,-275.48,-49.28,-426.74,-105.84,44.89,41.30,82.14
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,-21.20,29.48,44.22,14.73,30.65,11.75,0.15,14.69,-6.44,3.15,-3.55,-0.14,-11.73,3.05,7.41,-5.68,19.19,-11.18,-19.09,32.07,-11.70,-10.12,-15.88,4.78,3.14,-51.08,115.08,-39.02,13.63,93.30,-20.13,-160.19,12.19,-35.57,-74.94,51.22,-122.86,32.56,26.45,-239.62,11.40,-137.98,71.26,9.07,5.62,27.59
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,-17.46,-35.44,0.93,,,,-40.77,-64.28,-58.61,-40.38,-40.36,-16.72,-9.78,-6.32,7.57,14.03,14.14,2.48,8.51,-19.64,-6.76,23.77,-11.60,19.33,17.90,13.42,42.95,22.37,124.90,-12.06,51.13,37.19,-65.29,-6.52,,,,,,,,,,,,,,,
CZOCurrent_sy,73.80,-50.42,-40.26,,,,35.44,63.20,41.19,26.60,-12.11,-17.23,-0.50,-11.90,40.22,32.78,30.11,0.60,-7.85,-32.12,-14.01,30.92,-15.20,-4.68,36.20,5.94,15.02,34.53,-38.14,-24.04,-46.61,-30.76,-8.00,-30.67,,,,,,,,,,,,,,,
CZOCurrent_qq,,,,26.90,-22.77,-30.67,-12.84,-23.46,-10.51,-0.14,-12.80,6.87,-3.05,3.69,0.13,13.29,-2.96,-6.90,6.02,-16.10,12.59,23.59,-24.28,13.26,11.24,18.89,-4.56,-3.05,104.44,-53.51,64.01,-11.99,-48.27,25.21,,,,,,,,,,,,,,,
CZOCurrent_sq,,,,-5.19,3.97,17.01,17.43,14.24,-10.05,4.91,-18.48,7.60,8.13,-7.10,29.74,1.89,5.95,-28.17,18.84,-24.95,34.23,9.35,-23.02,-15.64,91.80,-14.94,-16.42,-1.33,-11.81,4.44,-41.25,27.95,17.18,-21.29,,,,,,,,,,,,,,,
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,-178.93,107.30,-8178.21,,,,49.85,-97.44,-61.78,-1749.59,-105.37,-100.69,-413.55,82.60,29.02,100.89,-7.33,-132.96,6.11,-1036.41,-338.07,99.56,70.18,-871.51,-57.48,-84014.29,-644.34,-104.74,-79.91,-63.69,21.16,112.71,113.59,153.73,144.10,507.63,545.74,61.74,-547.95,-138.10,-128.85,-71.14,126.96,129.70,230.50,-54.48,-56.35,46.15,-61.42
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,70.46,146.59,-129.93,-1117.66,-16.29,109.02,-1548.17,-35.20,-13.64,85.91,19.63,-451.49,101.43,-1793.55,-74.45,-122.27,85.74,-692.27,99.83,-15075.00,-364.60,-28.43,7.10,-34.29,-27.79,-12.85,15.48,35.32,120.60,20.69,234.13,-46.92,183.84,28.26,-16.31,-247.02,75.86,2.89,183.72,37.37,-73.41,326.70,-70.80,31.74,-10.97,12.63
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,-172.52,107.31,-7956.25,,,,59.82,-55.08,-70.00,-1415.22,-73.07,-66.55,-387.50,85.22,38.56,100.72,8.70,-95.15,16.39,-942.86,-245.24,99.50,74.39,-798.31,-48.74,-57300.00,-491.30,-55.85,-42.35,-28.22,29.56,111.26,111.40,149.05,142.38,550.54,539.05,44.04,-449.26,-129.59,-132.79,-61.15,145.42,148.60,278.18,150.99,177.33,958.62,251.79
EVPCurrent_sy,57.24,4.05,3.21,,,,-33.21,-10.56,43.69,52.43,-5.40,-10.48,19.69,13.53,22.44,0.16,-5.11,20.48,0.76,9.43,-1.26,-8.79,10.03,15.80,-1.14,8.79,35.17,-1.28,14.39,5.48,-19.91,-7.54,-10.88,-21.04,-11.92,-24.48,-0.98,35.21,68.24,62.57,43.16,12.27,-9.64,-8.30,-9.24,-12.81,-14.35,-5.16,-7.04
EVPCurrent_qq,,,,70.25,142.78,-128.75,-997.83,-14.85,108.28,-1552.08,-25.39,-10.53,85.71,25.36,-421.36,101.30,-1900.00,-59.52,-123.38,86.86,-637.29,99.77,-11400.00,-360.87,-22.08,11.28,-18.47,-21.47,-11.50,20.09,34.92,119.42,12.90,243.81,-43.77,198.03,10.91,-22.50,-236.35,74.75,-22.91,191.82,59.41,-72.98,350.57,29.34,76.13,3.14,49.73
EVPCurrent_sq,,,,-1.38,-48.46,-13.23,51.44,32.05,-17.19,-7.95,-6.02,24.96,10.73,-12.69,1.36,2.22,4.90,10.85,-15.24,11.01,-5.34,2.40,2.25,16.84,-19.18,12.68,27.04,-14.67,-6.35,3.91,-3.55,-1.49,-9.74,-7.94,7.60,-15.53,18.35,25.72,33.88,-18.38,4.22,-1.42,7.75,-17.17,3.16,-5.30,5.85,-8.28,1.11
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,-165.15,104.70,-8268.91,,,,70.30,29.47,-84.18,-1002.84,-22.46,-67.14,-382.96,83.70,23.63,101.02,-22.49,-138.74,-1.88,-849.69,-308.45,99.46,73.65,-1059.14,-85.69,-94700.00,-964.09,-150.59,-304.61,-43.97,-19.16,117.43,104.72,150.22,58.24,-844.76,-1228.36,-229.04,541.00,114.78,122.49,46.49,-107.18,-119.90,-124.78,77.89,20.80,-148.94,-115.95
EVEBITCurrent_sy,113.28,-27.33,-44.28,,,,33.91,36.05,18.42,-13.07,-32.12,-9.75,-27.87,-20.87,-31.82,-11.39,40.20,18.52,52.00,17.35,-1.60,73.05,28.81,0.71,80.03,-16.73,25.55,41.97,-38.13,-20.72,-38.70,-30.01,-11.12,9.80,49.48,8.50,7.22,-9.69,-13.43,21.14,15.54,24.05,-17.38,-21.78,-21.67,11.04,10.63,-0.85,-7.60
EVEBITCurrent_qq,,,,62.52,135.98,-120.75,-961.62,11.00,108.07,-1546.47,-17.89,-21.47,86.34,16.66,-452.23,101.63,-1737.11,-62.43,-135.67,88.04,-791.95,99.78,-11317.39,-426.16,-42.89,-10.44,-28.16,-23.91,-130.72,60.70,-6.07,118.13,-37.56,318.31,-188.20,-223.27,5.40,52.16,401.43,-89.17,43.96,-213.82,59.55,69.98,-79.27,-1.56,-44.91,5.65,-55.52
EVEBITCurrent_sq,,,,-18.87,26.32,9.59,19.22,-17.57,9.95,-19.55,-6.91,9.60,-12.13,-11.74,-19.79,42.44,39.04,-25.38,2.86,9.98,16.58,31.22,-23.44,-14.01,108.40,-39.30,15.43,-2.77,-9.18,-22.22,-10.75,11.03,15.32,-3.92,21.49,-19.40,13.96,-19.07,16.46,12.79,8.69,-13.11,-22.43,6.78,8.85,23.17,-22.72,-4.31,1.44
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,-169.90,105.25,-8668.44,,,,67.72,16.87,-82.45,-1049.21,-27.46,-69.48,-389.08,83.52,24.06,101.00,-19.43,-136.43,0.33,-860.58,-307.53,99.48,73.46,-1023.80,-79.99,-92589.47,-913.77,-145.91,-246.30,-51.91,-12.38,116.60,105.77,149.14,16.25,-1734.84,-1997.11,-289.58,593.39,110.74,122.51,18.91,-104.56,-117.38,-117.50,87.73,25.24,-134.98,-118.50
EVEBITDACurrent_sy,37.01,-14.54,-23.54,,,,-2.26,3.93,9.70,2.95,37.10,-21.77,-22.36,-14.00,-19.51,-1.83,78.88,9.94,-23.35,11.06,-21.99,7.21,54.57,24.91,37.22,66.72,14.09,3.32,-47.25,-38.39,-33.04,-17.05,11.28,-14.16,-6.35,-14.88,-5.65,2.33,17.96,6.49,21.69,26.37,-17.91,-13.57,20.04,1.60,-1.70,-1.90,-21.52
EVEBITDACurrent_qq,,,,64.70,138.26,-122.12,-980.59,9.08,108.08,-1548.00,-19.85,-20.89,86.22,17.46,-452.29,101.60,-1737.96,-63.41,-132.83,87.80,-777.64,99.79,-11826.32,-416.77,-40.56,-6.99,-30.44,-25.35,-97.95,53.07,3.50,118.51,-31.14,299.45,-264.47,-261.36,20.09,60.08,528.04,-92.13,67.49,-243.80,75.93,70.03,-68.66,-0.81,-46.71,5.80,-56.83
EVEBITDACurrent_sq,,,,15.35,-9.59,-5.77,-0.55,22.66,-4.56,-11.57,32.44,-30.01,-5.28,-2.05,23.96,-14.64,72.59,-39.80,-13.57,23.68,21.23,-17.26,24.60,-0.05,33.17,0.52,-14.73,-9.49,-32.01,17.42,-7.33,12.13,-8.79,-9.42,1.10,1.92,1.09,-1.75,16.53,-7.99,15.52,2.03,-24.30,-3.11,60.43,-13.64,-26.77,-3.31,28.34
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,10.24,12.14,-27.25,,,,49.95,123.69,67.22,34.36,38.91,5.05,7.38,2.29,-12.47,-14.74,-13.70,-3.81,-10.79,11.70,4.71,-27.73,-3.19,-25.62,-36.55,-19.52,-30.27,-25.62,-46.45,28.88,-22.93,-2.85,,-4.37,-243.80,-208.69,,-295.95,-35.63,-262.45,-158.69,-40.80,-2199.21,-1142.03,771.30,1948.13,155.81,142.23,-57.71
ROE_sy,-7.76,181.49,-0.18,,,,-27.24,18.49,-22.20,-20.91,-32.59,-40.74,-47.53,-4.56,-60.20,-12.74,32.01,-15.83,175.09,39.64,22.82,89.21,38.65,17.37,-3.29,-52.49,-30.81,-18.65,15.81,77.69,36.39,50.00,,-17.71,-11.84,-8.88,,21.62,25.60,-10.66,-39.66,-35.25,-13.86,12.66,13.91,-0.13,15.56,9.14,31.35
ROE_qq,,,,-17.78,39.73,24.52,4.82,22.65,4.45,0.05,8.37,-7.24,6.77,-4.70,-7.27,-9.64,8.07,6.23,-14.00,13.14,1.30,-26.69,15.20,-13.07,-13.58,-7.01,-0.18,-7.28,-37.78,123.82,-40.31,16.88,,,-189.76,11.66,-27.79,-93.38,37.87,-136.08,8.79,-5.26,-914.50,-27.53,149.29,189.78,-69.36,-3.50,-50.64
ROE_sq,,,,-41.68,41.51,-2.82,-9.27,-5.04,-7.09,-1.21,-22.67,-16.52,-17.73,79.71,-67.75,83.03,24.46,14.58,5.39,-7.09,9.46,76.52,-22.77,-21.34,-9.81,-13.28,12.46,-7.52,28.40,33.06,-13.68,1.71,,,-7.52,5.12,30.84,-4.38,-4.50,-25.23,-11.63,2.60,27.05,-2.21,-10.65,-10.05,47.02,-7.64,7.54
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,35.20,18.30,-4.94,,,,35.57,138.57,74.56,38.87,21.53,-7.80,12.98,-1.13,-0.10,-12.88,-30.24,-23.06,-21.30,-11.84,-10.95,-31.16,-21.24,-37.07,-37.23,-28.30,-39.80,-28.57,-58.56,14.03,-16.94,-22.47,,-14.41,-193.42,-195.65,,-207.19,-5.63,-193.64,-153.79,-31.80,-598.33,-182.66,-633.70,-904.07,-216.95,-123.00,-9.78
ROA_sy,-18.49,158.84,14.35,,,,-19.61,2.14,0.91,-14.55,-25.15,-43.83,-46.40,-33.29,-58.51,-10.25,-6.43,-16.26,126.36,33.83,43.20,143.12,19.81,20.84,-6.99,-61.10,-24.85,-27.89,-4.60,47.49,60.80,30.15,,-15.70,-22.22,-2.74,,6.33,10.66,-7.14,-24.15,-33.39,-7.71,2.38,-28.04,13.14,-7.52,21.35,88.66
ROA_qq,,,,-1.68,16.72,39.91,-15.57,73.02,-14.59,11.31,-26.11,31.26,4.65,-2.59,-25.34,14.48,-16.21,7.44,-23.64,28.24,-15.35,-16.95,-12.64,2.47,-15.57,-5.13,-26.65,21.58,-51.01,161.01,-46.57,13.49,,,-158.32,-16.20,12.12,-80.00,42.53,-223.00,24.05,6.52,-204.51,-30.74,-97.15,-27.93,3.88,8.01,2.95
ROA_sq,,,,-11.19,0.99,40.39,-36.15,12.83,-0.22,18.89,-44.07,-15.33,-4.79,47.97,-65.22,83.15,-0.74,32.44,-5.98,8.28,6.21,124.84,-53.67,9.22,-18.26,-5.95,-10.50,4.80,8.14,45.41,-2.43,-15.17,,,-9.98,6.08,18.59,-6.10,-6.32,-10.98,-3.14,-17.54,29.81,-1.25,-31.92,29.66,6.11,29.57,5.84
