,2005/Q4,2006/Q4,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
WKCurrent_yy,,34.96,,,51.81,,13.92,,1.75,-0.74,-100.00,,-24.73,-19.90,,,30.67,2690.82,,,2724.11,45.14,,,12.31,16.25,,,37.82,23.97,25.15,35.34,-7.31,-21.40,-23.45,-29.80,-11.78,3.76,7.50,13.82,12.10,5.61,-10.36,-7.55,-8.59,-22.45,-14.48
WKCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_qq,,,,-100.00,,-3.17,-2.05,-100.00,,-5.54,-100.00,,,0.52,-100.00,,,2046.79,-100.00,,,10.33,-100.00,,,14.20,0.53,-0.41,20.53,2.73,1.49,7.70,-17.45,-12.89,-1.16,-1.23,3.74,2.46,2.40,4.57,2.17,-3.48,-13.08,7.85,1.03,-18.11,-4.14
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,,-25.85,,,-34.14,,-12.24,,-1.76,0.72,,,32.95,24.84,,,-23.51,-96.42,,,-96.46,-31.10,,,-10.97,-13.98,,,-27.44,-19.34,-20.09,-26.11,7.88,27.22,30.63,42.44,13.36,-3.62,-6.98,-12.14,-10.79,-5.31,11.56,8.17,9.39,28.95,16.93
CWKCurrent_sy,,-47.77,,,-35.13,,-50.58,,65.96,70.43,,,3.95,-8.10,,,-16.25,-8.84,,,-0.10,-13.22,,,-2.41,4.21,,,-5.00,4.68,2.31,,4.15,-2.33,6.31,3.06,-9.67,-8.17,-8.30,-8.87,-4.11,-8.78,-3.73,-7.49,-3.68,-0.84,27.71
CWKCurrent_qq,,,,,,3.28,2.08,,,5.88,,,,-0.57,,,,-95.34,,,,-9.37,,,,-12.43,-0.53,0.41,-17.04,-2.66,-1.46,-7.15,21.13,14.79,1.18,1.25,-3.60,-2.40,-2.35,-4.37,-2.12,3.60,15.05,-7.28,-1.02,22.12,4.32
CWKCurrent_sq,,,,,,-1.30,0.85,,,1.37,,,,-10.38,,,,-2.45,,,,-15.26,,,,-9.52,-0.66,1.52,4.11,-0.29,-2.91,-0.78,8.44,-6.50,5.68,-3.81,-4.96,-4.94,5.53,-4.41,,-9.57,11.37,-8.14,4.11,-6.90,43.44
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,,51.89,,,20.00,,11.72,,-14.49,-9.50,-100.00,,-8.11,-2.74,,,49.80,2950.55,,,2521.99,35.44,,,8.22,9.95,,,34.76,17.72,23.50,30.77,-15.33,-30.95,-30.96,-32.50,-4.92,24.79,24.67,24.77,12.72,-1.53,-17.34,-12.26,-6.36,-20.73,-14.07
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,-100.00,,-4.14,0.86,-100.00,,1.45,-100.00,,,7.38,-100.00,,,2086.63,-100.00,,,12.95,-100.00,,,14.76,-2.23,2.32,17.38,0.25,2.57,8.35,-24.00,-18.25,2.55,5.94,7.05,7.30,2.45,6.02,-3.28,-6.26,-14.01,12.54,3.22,-20.65,-6.78
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,-34.20,,,-16.62,,-10.44,,17.01,10.49,,,8.80,2.86,,,-33.26,-96.72,,,-96.19,-26.17,,,-7.60,-9.05,,,-25.79,-15.05,-19.03,-23.52,18.11,44.82,44.85,48.15,5.18,-19.87,-19.79,-19.85,-11.29,1.55,20.98,13.97,6.80,26.16,16.38
CWKGrahamCurrent_sy,,-37.29,,,-5.34,,51.98,,-10.10,-69.67,,,21.26,203.55,,,-55.56,-20.04,,,5.70,-46.84,,,32.04,36.20,,,1.93,8.70,32.94,93.35,20.18,24.52,-6.34,-43.89,-2.21,-10.48,-2.58,20.51,-13.04,-9.21,-8.05,-26.22,-4.20,-7.30,-8.76
CWKGrahamCurrent_qq,,,,,,4.29,-0.80,,,-1.52,,,,-6.90,,,,-95.43,,,,-11.47,,,,-12.86,2.28,-2.27,-14.80,-0.24,-2.51,-7.70,31.57,22.32,-2.49,-5.60,-6.59,-6.80,-2.39,-5.68,3.39,6.68,16.29,-11.14,-3.11,26.01,7.27
CWKGrahamCurrent_sq,,,,,,25.98,14.99,,,-57.49,,,,6.41,,,,91.45,,,,-3.71,,,,-0.67,11.47,-6.85,-1.17,5.92,36.33,35.48,-38.57,9.75,2.54,-18.84,7.06,0.47,11.59,0.40,-22.74,4.89,13.02,-19.44,0.32,1.50,11.24
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,,-62.78,,,241.24,,28.68,-2.30,19.37,-9.13,-2.60,-3.25,-27.84,-4.42,-1.22,4.10,22.67,2372.09,2302.36,2389.34,3003.90,42.24,48.08,37.32,10.68,16.75,9.84,8.44,33.24,24.83,12.48,16.53,-13.93,-25.83,-23.98,-39.26,-33.62,-21.37,-19.72,-4.92,-7.90,-7.50,0.24,7.49,4.28,8.33,4.55
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,30.78,-3.22,6.27,-4.34,-0.71,18.26,-19.11,2.54,-1.37,-11.79,7.15,5.97,3.94,3.94,2059.33,2.98,7.70,29.60,-1.04,7.21,-0.12,4.46,4.38,0.86,-1.39,28.34,-2.21,-9.12,2.16,-5.20,-15.73,-6.85,-18.37,3.60,-0.19,-4.89,-3.32,0.35,0.24,3.07,3.68,-2.65,4.13,-0.53
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,,168.56,,,-70.69,,-22.31,2.36,-16.21,10.03,2.70,3.37,38.54,4.62,1.22,-3.93,-18.48,-95.95,-95.84,-95.98,-96.78,-29.70,-32.47,-27.18,-9.65,-14.35,-8.95,-7.78,-24.95,-19.89,-11.10,-14.19,16.19,34.83,31.56,64.64,50.63,27.18,24.56,5.17,8.58,8.11,-0.24,-6.97,-4.11,-7.69,-4.35
CPCurrent_sy,,-24.94,,,-18.25,,-26.02,-21.13,0.17,-0.84,-3.46,-8.83,-20.45,-0.05,14.47,14.74,19.31,29.56,1.20,-8.51,-0.43,-20.07,-1.53,-3.46,-2.36,-28.27,-40.49,-28.07,-19.29,2.30,7.19,0.93,-21.04,-8.95,-11.86,14.75,1.16,3.13,-4.12,-20.55,-14.24,-16.62,-7.12,-7.05,-4.39,7.29,2.87
CPCurrent_qq,,,,-23.55,3.32,-5.88,4.51,0.71,-15.42,23.60,-2.46,1.37,13.36,-6.67,-5.63,-3.78,-3.81,-95.37,-2.90,-7.15,-22.84,1.06,-6.72,0.12,-4.26,-4.20,-0.85,1.41,-22.09,2.26,10.03,-2.12,5.49,18.67,7.36,22.50,-3.48,0.19,5.15,3.43,-0.35,-0.24,-2.98,-3.55,2.72,-3.97,0.53
CPCurrent_sq,,,,-7.77,-5.09,-22.72,9.36,-1.67,20.55,-23.50,6.47,-7.14,5.19,-3.88,21.93,-6.92,9.38,4.37,-4.76,-15.86,19.04,-16.21,17.33,-17.51,20.40,-38.44,-2.67,-0.28,35.09,-21.97,1.98,-6.11,5.69,-10.03,-1.29,22.24,-6.83,-8.27,-8.23,1.31,0.57,-10.82,2.22,1.39,3.44,0.07,-1.98
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,,-29.06,,,286.75,,-63.85,-70.33,-174.14,-221.74,-439.52,-487.04,68.07,119.51,150.59,171.77,582.89,12711.27,7521.13,6159.67,4813.08,83.52,-48.49,-74.57,-38.93,-41.15,15.80,108.44,4.63,2.34,-8.38,-7.86,-13.71,-28.65,-17.11,1.46,9.29,92.19,98.91,33.61,-11.36,-48.62,-39.51,-21.89,27.73,135.42,71.75
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,6.12,-11.81,-6.85,-58.53,-12.90,-320.37,-52.94,-15.66,0.71,81.82,193.42,200.00,40.85,22.33,2378.47,78.46,15.68,-3.98,-7.42,-49.91,-42.89,130.62,-10.80,-1.44,2.80,15.76,-12.75,-11.76,3.38,8.41,-27.85,2.51,26.55,16.78,26.87,6.09,-15.00,-22.52,-26.46,24.90,9.77,26.69,35.54,-8.88
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,41.70,,,-74.25,,176.48,237.05,,,,,,,,,,-99.22,-98.69,-98.40,-97.96,-45.51,94.16,293.27,63.74,69.94,-13.65,-52.03,-4.42,-2.29,9.14,8.53,15.89,40.15,20.65,-1.45,-8.50,-47.97,-49.73,-25.15,12.81,94.64,65.32,28.02,-21.71,-57.52,-41.78
CZCurrent_sy,,31.59,,,-62.21,,-26.37,42.02,,,,,,,,,,-81.04,-79.65,-68.17,46.79,19.49,55.90,109.13,-39.53,-17.36,-25.08,-46.60,-15.95,9.53,8.30,4.35,11.27,26.84,40.15,24.28,-15.36,-27.55,-40.13,-32.09,26.29,26.39,38.82,15.22,-20.70,-18.85,-36.62
CZCurrent_qq,,,,-5.71,13.40,7.45,140.64,14.95,,,,,,,-66.91,-28.93,-18.36,-95.96,-43.97,-13.55,4.14,8.02,99.66,75.10,-56.64,12.11,1.46,-2.72,-13.61,14.61,13.33,-3.27,-7.76,38.61,-2.44,-20.98,-14.36,-21.18,-5.74,17.64,29.08,35.99,-19.94,-8.90,-21.07,-26.22,9.74
CZCurrent_sq,,,,-11.45,-42.44,43.42,0.73,70.80,,,,,,,-16.01,-31.84,-52.85,-29.77,-9.84,6.62,117.44,-42.84,17.64,43.03,-37.13,-21.88,6.65,1.94,-1.03,1.80,5.45,-1.78,5.54,16.04,16.52,-12.91,-28.12,-0.68,-3.71,-1.21,33.68,-0.60,5.76,-18.01,-7.99,1.70,-17.40
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,,-60.49,,,280.69,,-31.32,-42.26,-81.34,-109.35,-124.80,-126.54,15.53,505.77,456.99,555.79,345.38,5837.91,4735.54,4721.25,4312.26,84.18,23.75,-35.98,-35.04,-41.60,-34.73,3.61,16.70,32.00,13.32,-17.09,-23.70,-38.54,-14.39,24.52,17.10,71.35,55.79,37.23,21.59,-10.77,-21.33,-19.32,-18.36,14.50,33.90
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,13.55,-10.97,0.72,-32.55,-4.53,-71.23,-150.49,-78.85,-2.15,225.26,77.31,57.35,30.42,22.40,2263.96,28.13,30.04,12.02,-1.32,-13.91,-32.73,13.68,-11.30,-3.77,6.78,28.03,0.33,-17.39,-21.87,17.82,-19.18,15.08,13.64,10.80,18.26,4.62,0.11,-1.83,-13.22,-7.75,2.66,-0.66,21.72,7.87
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,153.27,,,-73.72,,45.36,73.25,434.47,,,,-13.21,,,,-77.53,-98.32,-97.93,-97.93,-97.73,-45.70,-19.19,56.21,53.93,71.24,53.20,-3.48,-14.31,-24.24,-11.75,20.60,31.06,62.72,16.82,-19.69,-14.61,-41.64,-35.81,-27.13,-17.75,12.07,27.11,23.95,22.49,-12.67,-25.32
CZOCurrent_sy,,25.91,,,-52.91,,-30.81,28.46,125.88,,,,-13.46,,,,-44.72,-35.01,-57.68,-68.07,-17.17,-38.95,61.29,67.90,4.25,-2.85,-38.70,-16.25,6.56,-5.82,12.06,-7.08,7.40,7.84,17.78,11.99,-7.17,1.83,-15.14,-17.58,-17.62,40.31,50.28,54.96,15.30,-30.70,-45.30
CZOCurrent_qq,,,,-12.06,12.36,-0.73,48.19,4.81,246.63,,,,,-43.58,-36.42,-23.39,-18.23,-95.77,-21.95,-23.10,-10.73,1.34,16.15,48.66,-12.03,12.74,3.91,-6.35,-21.90,-0.33,21.05,27.99,-15.12,23.74,-13.10,-12.01,-9.75,-15.43,-4.42,-0.11,1.87,15.23,8.40,-2.59,0.67,-17.84,-7.30
CZOCurrent_sq,,,,-29.27,-22.74,24.72,1.53,31.30,35.85,,,,,21.12,-13.72,9.14,-51.54,42.40,-43.81,-17.65,25.71,4.96,48.44,-14.27,-21.95,-2.19,-6.33,17.11,-0.68,-13.55,11.46,-2.89,14.79,-13.20,21.73,-7.66,-4.85,-4.78,1.44,-10.33,-4.90,62.19,8.65,-7.53,-29.24,-2.52,-14.24
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,,-0.12,,,-0.01,,0.07,,0.34,0.22,0.13,,-0.29,-0.28,,,-0.33,-10.64,,,-12.07,1.76,,,2.32,-2.75,-13.92,-16.43,-6.96,-2.50,-1.67,-3.99,5.55,3.80,-2.36,1.99,-8.83,-12.10,-12.52,-7.96,-2.19,0.14,5.49,4.30,2.16,8.94,8.47
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,0.20,-0.25,0.09,0.03,0.13,0.09,-0.03,-0.06,,-0.21,-0.01,0.22,,-0.54,-10.35,12.15,,-12.54,3.75,10.20,,-10.51,-1.39,-2.45,-2.91,-0.37,3.33,-1.61,-5.20,9.52,1.61,-7.45,-0.98,-2.10,-2.03,-7.90,4.19,4.04,0.31,-2.97,3.01,1.90,6.96,-3.39
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,,168.24,,,-70.69,,-22.26,2.36,-15.93,10.27,2.83,3.37,38.14,4.33,1.22,-3.93,-18.75,-96.38,-95.84,-95.98,-97.17,-28.46,-32.47,-27.18,-7.56,-16.71,-21.63,-22.94,-30.17,-21.89,-12.57,-17.60,22.63,39.95,28.44,67.91,37.34,11.79,8.96,-3.20,6.20,8.27,5.24,-2.97,-2.03,0.56,3.75
EVPCurrent_sy,,-33.02,,,-10.24,,-23.17,-20.32,-4.40,19.47,11.73,13.26,6.00,-0.95,-4.26,-4.51,-3.90,-4.68,-10.49,-12.41,-15.69,-17.38,5.46,1.35,11.23,-14.74,-11.33,-7.60,-10.89,2.75,-1.75,-13.05,-18.64,4.43,-3.18,24.16,-0.01,-4.41,-15.60,-14.90,-0.04,-5.75,2.10,-10.53,-6.95,3.58,1.49
EVPCurrent_qq,,,,-23.40,3.06,-5.79,4.54,0.84,-15.35,23.56,-2.52,1.37,13.12,-6.68,-5.42,-3.78,-4.33,-95.85,8.90,-7.15,-32.52,4.85,2.79,0.12,-14.33,-5.53,-3.28,-1.55,-22.37,5.67,8.26,-7.22,15.53,20.59,-0.64,21.30,-5.50,-1.84,-3.16,7.76,3.67,0.07,-5.87,-0.65,4.68,2.71,-2.88
EVPCurrent_sq,,,,-6.59,-8.02,-14.46,4.54,-3.12,10.36,6.89,-2.23,-1.79,3.29,-0.12,-5.50,-2.05,3.94,-0.92,-11.26,-4.16,0.05,-2.91,13.27,-7.89,9.81,-25.58,17.80,-4.02,5.91,-14.19,12.63,-15.06,-0.90,10.14,4.43,8.93,-20.19,5.30,-7.79,9.82,-6.25,-0.72,-0.11,-3.77,-2.50,10.51,-2.12
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,,152.97,,,-73.72,,45.46,73.25,436.29,-1169.84,-504.16,-477.51,-13.47,124.63,128.02,121.90,-77.60,-98.50,-97.93,-97.93,-98.01,-44.75,-19.19,56.21,57.50,66.52,31.87,-19.34,-20.27,-26.14,-13.22,15.79,38.34,68.90,14.06,-18.10,-22.15,-48.70,-43.85,-32.93,-19.56,12.23,34.09,29.28,25.14,-4.86,-18.99
EVEBITCurrent_sy,,-24.46,,,-27.16,,-10.71,32.39,1.57,-80.70,-94.22,-101.96,-82.71,407.29,1464.94,3510.61,661.16,3.79,-23.70,-47.38,-35.44,-34.66,29.38,80.82,27.06,7.07,-45.78,-11.96,27.65,24.76,48.32,-0.22,-14.00,14.61,30.12,46.70,-8.33,-17.97,-32.03,-36.36,-27.33,23.53,31.71,18.63,10.05,-39.44,-46.89
EVEBITCurrent_qq,,,,-11.89,12.08,-0.63,48.24,4.95,246.93,-298.22,44.00,1.97,179.52,-43.59,-36.28,-23.39,-18.67,-96.21,-12.47,-23.10,-21.93,5.15,28.01,48.66,-21.28,11.17,1.37,-9.07,-22.19,2.99,19.09,21.33,-7.04,25.73,-19.57,-12.87,-11.64,-17.15,-11.97,4.07,5.98,15.59,5.18,0.34,2.59,-12.12,-10.44
EVEBITCurrent_sq,,,,-17.73,-33.17,40.44,15.64,21.98,-48.73,-73.32,-65.36,-141.39,551.93,682.80,6.86,-9.78,0.86,6.75,-21.44,-37.78,23.73,8.04,55.55,-13.05,-13.05,-8.95,-21.23,41.18,26.06,-11.01,-6.35,-5.02,8.65,18.60,6.32,7.08,-32.11,6.13,-11.91,0.25,-22.47,80.42,-6.07,-9.70,-28.08,-0.72,-17.62
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,,149.81,,,-75.76,,28.54,52.23,215.35,2337.79,-3485.36,-3154.24,-0.69,-90.90,103.38,102.90,-66.87,-98.17,-97.71,-97.76,-97.98,-44.76,-22.83,36.91,50.72,56.87,26.25,-16.30,-22.03,-26.75,-16.47,3.39,28.36,51.72,10.38,-12.08,-17.56,-41.56,-37.34,-27.69,-15.04,12.49,30.32,25.81,23.58,-2.03,-14.55
EVEBITDACurrent_sy,,-9.73,,,-24.16,,-2.45,36.99,21.03,-11.89,-92.70,-104.12,-64.81,-3.62,1184.67,1527.32,191.43,4.16,-22.94,-13.24,-31.15,-22.12,51.85,109.83,10.00,-9.71,-38.77,-28.73,15.00,35.02,19.05,-11.57,-10.63,1.69,24.00,0.95,0.64,-6.92,-20.05,6.30,-20.66,17.75,52.88,-1.84,7.26,-26.74,-52.72
EVEBITDACurrent_qq,,,,-12.70,8.31,-1.93,38.63,3.38,124.36,658.14,-292.51,6.73,107.30,-30.57,-28.36,-20.04,-16.71,-96.16,-10.50,-21.77,-24.70,4.78,25.02,38.79,-17.10,9.06,0.62,-7.98,-22.78,2.44,14.74,13.90,-4.13,21.09,-16.52,-9.27,-10.10,-14.17,-10.48,4.70,5.62,13.64,3.71,1.07,3.75,-9.91,-9.55
EVEBITDACurrent_sq,,,,-15.00,-8.75,28.40,-2.04,19.36,-19.38,-6.53,-91.88,-167.38,788.31,156.05,8.19,-25.14,40.54,-8.49,-19.95,-15.73,11.52,3.52,56.07,16.45,-41.53,-15.02,5.83,35.54,-5.66,-0.23,-6.69,0.68,-4.66,13.53,13.78,-18.03,-4.95,5.00,-2.27,8.98,-29.06,55.84,26.88,-30.02,-22.48,6.44,-18.11
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,,-47.66,,,155.72,,-68.25,,-172.83,-222.75,,,57.52,124.19,,,469.42,362.17,,,73.93,26.46,,,-45.63,-49.38,,,-24.08,-17.48,-26.76,-31.89,-6.89,-9.24,8.23,44.53,23.90,85.29,85.10,17.37,-20.95,-51.36,-32.53,-15.51,39.77,203.65,100.81
ROE_sy,,-24.72,,,-4.09,,-13.29,,-75.67,-191.42,,,-38.63,136.05,,,523.73,188.82,,,-46.89,-43.63,,,-27.41,-46.43,,,110.88,164.12,198.06,34.55,31.71,10.92,-20.11,-24.86,33.14,46.89,84.51,35.41,-31.37,-53.87,-53.09,-34.53,-9.52,31.80,34.51
ROE_qq,,,,,,-3.89,-57.56,,,-61.99,,,,192.26,,,,15.42,,,,-16.08,,,,-21.87,-2.00,3.23,-3.95,-15.07,-13.01,-4.02,31.31,-17.21,3.72,28.19,12.56,23.81,3.62,-18.72,-24.18,-23.82,43.73,1.77,25.42,65.50,-4.94
ROE_sq,,,,,,2.02,-18.14,,,-483.36,,,,125.18,,,,4.27,,,,10.67,,,,-18.33,1.60,132.89,9.12,2.29,14.66,5.13,6.82,-13.85,-17.42,-1.12,89.28,-4.96,3.72,-27.43,-4.07,-36.11,5.47,1.30,32.56,-6.93,7.63
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,,-47.69,,,209.57,,-67.71,,-157.38,-195.96,,,53.86,127.58,,,514.32,418.62,,,66.93,28.07,,,-40.57,-48.51,,,-23.47,-15.70,-24.43,-28.59,-5.39,-5.22,14.26,53.02,33.68,98.25,81.28,18.64,-18.38,-51.98,-35.45,-17.57,40.03,180.09,84.30
ROA_sy,,5.07,,,-3.80,,-31.76,,-81.64,-188.50,,,-104.23,110.69,,,9327.27,928.46,,,-47.78,-54.45,,,-14.15,-39.41,,,127.25,144.99,129.56,-18.29,-2.13,-17.04,-38.81,-3.18,6.13,12.27,43.36,34.31,-11.64,-21.38,-9.16,-38.04,14.75,42.60,15.94
ROA_qq,,,,,,-7.70,-58.18,,,-54.37,,,,192.29,,,,15.52,,,,-11.37,,,,-23.20,-5.44,13.06,-6.79,-15.41,-15.23,6.84,23.49,-15.25,2.18,43.08,7.89,25.69,-6.56,-6.36,-25.78,-26.05,25.60,19.58,26.08,47.92,-17.36
ROA_sq,,,,,,-2.97,-34.93,,,-567.69,,,,1281.82,,,,31.72,,,,14.91,,,,-18.90,36.59,106.15,-0.48,-12.57,27.99,-26.62,19.20,-25.89,-5.60,16.10,30.66,-21.60,20.55,8.77,-14.04,-30.24,39.27,-25.81,59.21,-13.31,13.24
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,,6.01,,,11.56,,-46.55,-40.94,-84.32,-110.32,-125.47,-127.41,59.63,523.04,460.85,538.42,262.64,140.32,101.41,93.60,42.26,29.46,-16.43,-53.39,-41.33,-49.98,-40.58,-4.41,-12.41,5.73,0.78,-28.89,-11.34,-17.11,12.63,105.07,76.45,117.93,94.02,44.32,32.01,-3.55,-21.52,-24.96,-21.73,5.70,28.09
OPM_sy,,-32.26,,,97.09,,12.48,-6.75,-74.77,-113.83,-164.53,-231.54,-48.94,224.04,120.59,138.72,589.58,303.49,414.29,59.63,-43.35,-53.51,-58.55,-6.90,-20.40,29.34,62.37,-3.40,46.06,41.21,19.37,32.91,-0.46,-25.00,6.38,-31.73,-12.10,17.35,4.50,54.23,6.16,-6.43,12.92,0.68,-21.85,7.42,3.71
OPM_qq,,,,-13.08,-8.03,-5.18,-29.49,-3.95,-75.58,-162.39,-74.02,-3.38,242.23,65.33,48.44,25.60,17.65,9.56,24.40,20.74,-13.55,-0.30,-19.70,-32.65,8.82,-15.00,-4.62,8.35,-0.29,2.60,-9.08,-23.55,24.32,-4.07,23.53,39.20,6.97,18.48,9.98,3.54,-2.16,-13.44,-10.51,-0.99,2.05,16.90,8.45
OPM_sq,,,,-24.63,62.31,0.94,-8.91,-37.52,-56.07,-155.32,-325.00,-27.38,117.05,34.38,-29.46,139.56,203.67,-21.37,-10.09,-25.64,7.76,-35.47,-19.83,67.01,-7.87,4.86,0.64,-0.63,39.30,1.38,-14.93,10.64,4.33,-23.62,20.66,-29.00,34.33,1.97,7.46,4.78,-7.53,-10.12,29.67,-6.57,-28.23,23.54,25.19
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
