,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,-12.68,-16.90,,,,7.92,14.47,-10.39,,-12.09,-13.43,-12.77,,-10.48,-16.93,-8.41,,0.99,9.24,2.49,,-2.67,-2.39,-3.97,-9.31,-10.80,-11.66,-11.19,-5.14,-4.93,-8.40,-6.89,-10.06,-10.05,-10.17,-8.00,-8.11,-6.98,-5.61,-9.77,-7.99,-10.52,-12.14,-10.40,-10.29,-7.18,-6.92,-8.41,-9.77,-10.70,-7.61,-7.18,-6.38
CWKCurrent_sy,-4.80,-8.28,,,,-3.80,-4.52,-12.98,,-33.93,-13.25,-16.51,,-9.51,-19.45,-10.56,,-10.31,1.22,-24.20,,-4.40,-7.69,10.04,-1.08,-27.90,-43.67,-37.40,12.54,-13.75,-8.60,-8.00,-2.00,8.47,10.58,6.01,3.70,-1.39,-6.86,-5.76,-4.82,-2.83,-2.71,2.54,5.00,1.42,-1.95,-9.20,-11.05,-43.61,0.62,-1.80,16.10
CWKCurrent_qq,,,-2.94,20.80,,,2.95,-5.44,,,1.38,-4.73,,,-5.92,5.04,,,1.77,-1.45,-1.28,-1.69,2.06,-3.05,-6.76,-3.31,1.08,-2.54,-0.41,-3.10,-2.61,-0.93,-3.80,-3.09,-2.74,1.46,-3.91,-1.90,-1.32,-3.00,-2.01,-4.60,-3.11,-1.08,-1.89,-1.29,-2.83,-2.67,-3.34,-2.30,0.53,-2.22,-2.51
CWKCurrent_sq,,,-3.29,11.00,,,-4.02,1.17,,,26.03,-2.64,,,12.19,8.10,,,26.61,-19.05,-43.33,64.60,22.25,-3.50,-49.05,19.97,-4.50,7.24,-8.41,-8.05,1.20,7.95,-2.44,1.77,3.17,3.49,-4.56,-3.23,-2.55,4.71,-3.61,-1.21,-2.43,10.36,-1.29,-4.58,-5.66,2.20,-3.31,-39.51,68.33,-0.25,14.32
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,-25.63,16.61,,,,14.29,18.65,23.51,30.83,31.41,36.35,36.13,34.56,34.66,27.75,19.07,9.34,-2.11,-34.52,-33.42,-32.67,-29.16,3.93,5.17,9.80,12.78,15.97,16.41,14.46,12.15,6.49,1.38,-5.23,-10.76,-11.77,-10.76,-5.65,-2.71,-1.91,-4.35,-8.03,-8.21,-8.25,-5.13,-2.97,-1.13,2.12,3.55,6.14,7.49,7.09,6.80,5.85
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,1.04,3.06,2.67,6.90,4.89,7.28,8.76,7.37,8.84,7.11,7.50,7.46,3.25,-0.16,-1.29,-3.80,-30.93,1.51,-0.18,1.22,1.34,2.72,4.21,3.97,4.20,3.11,2.47,1.87,-1.06,-1.83,-4.21,-4.07,-2.18,-0.71,1.26,-1.08,-1.37,-3.18,-2.63,-1.27,-1.42,0.11,-0.42,0.59,1.83,1.52,2.07,1.87,1.45,1.24,1.17
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,34.47,-14.25,,,,-12.50,-15.72,-19.04,-23.57,-23.90,-26.66,-26.54,-25.68,-25.74,-21.72,-16.02,-8.54,2.16,52.72,50.20,48.53,41.17,-3.79,-4.92,-8.93,-11.34,-13.77,-14.10,-12.64,-10.83,-6.10,-1.36,5.52,12.06,13.34,12.05,5.99,2.78,1.95,4.54,8.73,8.94,8.99,5.40,3.06,1.15,-2.08,-3.43,-5.79,-6.97,-6.62,-6.36,-5.53
CPCurrent_sy,4.73,-8.55,,,,-12.50,-19.57,-19.04,-23.57,-19.52,-18.35,-20.61,-19.69,-27.83,-26.58,-16.49,-6.03,7.27,33.62,30.01,30.55,24.36,1.14,-0.09,-7.88,-16.29,-18.73,-19.72,-18.62,-15.05,-3.49,1.43,8.37,17.73,15.55,13.02,7.10,7.62,2.31,4.48,6.84,-17.88,-23.45,-12.03,-14.69,7.26,7.50,-13.92,-15.99,-20.32,-10.31,-8.77,36.50
CPCurrent_qq,,,-1.03,-2.97,-2.60,-6.46,-4.66,-6.79,-8.05,-6.87,-8.12,-6.64,-6.97,-6.94,-3.15,0.16,1.31,3.95,44.79,-1.49,0.18,-1.20,-1.32,-2.65,-4.04,-3.81,-4.03,-3.02,-2.41,-1.83,1.07,1.87,4.40,4.25,2.22,0.72,-1.25,1.09,1.39,3.28,2.70,1.29,1.44,-0.11,0.42,-0.59,-1.80,-1.50,-2.03,-1.83,-1.43,-1.22,-1.16
CPCurrent_sq,,,3.71,-7.40,-2.60,-6.46,-4.66,-6.79,-8.05,-1.50,-3.28,-9.37,-6.99,-11.49,-1.61,3.09,4.66,1.04,22.56,0.30,5.10,-3.75,-0.32,-0.92,-3.09,-12.54,-3.22,-2.12,-1.77,-8.70,9.95,2.86,4.96,-0.82,7.91,0.61,-0.53,-0.34,2.59,2.74,1.71,-23.40,-4.37,18.08,-1.36,-3.70,-4.16,-5.45,-3.73,-8.66,7.88,-3.83,44.03
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,480.29,138.76,,,,-46.96,-46.70,-35.40,-27.32,53.47,59.98,34.43,16.69,-10.45,-40.82,-63.69,-106.08,-99.63,-86.51,-54.64,747.77,14827.78,524.47,242.96,61.19,43.10,32.40,16.39,3.96,1.22,1.40,7.23,10.01,13.49,18.70,19.06,22.69,21.49,14.82,9.50,2.35,-16.05,-20.68,-1.38,-4.36,28.32,35.20,-10.05,1.66,-2.85,-1.22,22.38,14.95
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,4.31,-2.34,2.03,-48.97,4.83,18.37,14.79,7.75,9.27,-0.54,-0.36,-17.31,-27.79,-38.98,-116.69,105.03,2533.33,105.27,138.34,15.87,10.16,12.74,12.02,2.86,1.92,-0.89,0.05,0.15,2.11,4.81,2.64,3.32,6.79,5.13,5.77,2.31,0.93,0.26,-1.14,-16.08,-4.64,24.65,-4.13,12.60,0.47,-17.06,8.35,7.61,2.15,2.75,1.76
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,-82.78,-58.11,,,,88.52,87.62,54.77,37.58,-34.84,-37.49,-25.60,-14.31,11.66,68.98,175.40,,27552.77,641.58,120.41,,-99.34,-83.99,-70.83,-37.96,-30.11,-24.47,-14.10,-3.79,-1.21,-1.39,-6.73,-9.11,-11.87,-15.75,-16.02,-18.49,-17.69,-12.91,-8.66,-2.28,19.10,26.08,1.38,4.55,-22.06,-26.03,11.17,-1.62,2.94,1.23,-18.27,-13.01
CZCurrent_sy,-75.80,-28.25,,,,15.17,-2.87,11.63,0.46,-31.08,-14.03,-13.28,-9.97,-2.78,37.57,175.32,,71.17,26.26,-42.63,,-33.33,-27.10,-36.30,-38.71,-21.72,-31.83,-13.55,2.97,1.83,11.96,17.44,-0.68,-0.95,-3.65,-6.25,-5.63,-3.54,-11.47,-8.66,0.69,12.03,49.38,36.62,33.02,2.66,-15.91,1.76,-7.71,-10.40,-15.17,-22.89,-6.89
CZCurrent_qq,,,-4.14,2.40,-1.99,95.96,-4.60,-15.53,-12.87,-7.19,-8.48,0.53,0.36,20.93,38.50,63.84,,,-96.29,-51.30,-58.03,-13.70,-9.21,-11.30,-10.74,-2.78,-1.88,0.89,-0.04,-0.17,-2.06,-4.58,-2.58,-3.20,-6.37,-4.89,-5.45,-2.25,-0.93,-0.25,1.15,19.14,4.87,-19.78,4.31,-11.19,-0.47,20.56,-7.69,-7.07,-2.12,-2.67,-1.75
CZCurrent_sq,,,-7.60,-17.92,5.51,43.92,-22.08,-5.66,-5.05,-1.27,-2.79,-4.84,-1.42,6.62,37.54,90.45,,,1.45,-13.46,-0.82,-23.43,10.93,-24.38,-4.57,-2.21,-3.39,-4.11,13.67,-3.29,6.21,0.58,-3.86,-3.56,3.32,-2.14,-3.22,-1.42,-5.18,0.96,6.70,9.68,26.44,-7.67,3.88,-15.35,3.57,11.74,-5.79,-17.83,-1.93,1.56,13.76
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,952.38,103.01,,,,-47.76,-47.21,-35.10,-26.64,57.67,63.70,36.01,16.86,-10.75,-40.99,-65.45,-106.92,-100.98,-87.52,-51.30,666.02,5703.33,573.42,235.48,63.39,44.97,32.60,15.39,2.45,0.41,1.64,8.14,12.16,15.00,20.52,22.10,25.33,22.85,14.28,7.49,-0.88,-17.86,-19.35,1.84,2.38,38.56,42.74,-5.33,3.22,-3.08,-2.35,20.16,13.61
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,3.96,-2.59,2.04,-49.45,5.06,19.75,15.35,8.65,9.08,-0.51,-0.90,-17.02,-27.88,-41.75,-119.84,88.28,1021.67,127.31,130.55,16.01,10.77,13.24,12.28,2.94,1.31,-1.46,-0.31,0.89,2.55,4.84,3.40,3.44,7.48,6.22,6.13,1.39,-0.01,-0.10,-2.13,-15.98,-1.83,26.15,-1.61,13.71,1.13,-16.34,7.28,6.78,1.89,2.95,1.44
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,-50.75,,,,91.44,89.42,54.09,36.32,-36.58,-38.91,-26.48,-14.43,12.04,69.45,189.51,,,701.79,105.37,,,-85.16,-70.20,-38.79,-31.03,-24.59,-13.34,-2.40,-0.42,-1.61,-7.52,-10.83,-13.03,-17.03,-18.10,-20.22,-18.60,-12.49,-6.96,0.89,21.75,23.99,-1.80,-2.33,-27.84,-29.94,5.62,-3.12,3.18,2.41,-16.77,-11.97
CZOCurrent_sy,,-30.12,,,,16.63,-4.67,16.65,4.03,-31.68,-14.18,-8.84,-5.83,8.07,73.93,137.55,,,7.70,-40.27,,,-35.06,-32.01,-34.27,-27.67,-26.16,-7.88,-0.64,8.97,10.68,1.78,-7.33,-17.22,-9.22,-1.08,0.08,10.71,-9.15,-7.45,3.89,11.38,31.94,27.39,21.09,-1.14,-10.10,-5.78,-11.42,-10.67,-15.49,-17.03,-0.29
CZOCurrent_qq,,,-3.81,2.65,-2.00,97.82,-4.82,-16.50,-13.30,-7.96,-8.32,0.50,0.91,20.50,38.65,71.71,,,,-56.02,-56.64,-13.79,-9.72,-11.70,-10.93,-2.86,-1.30,1.48,0.31,-0.88,-2.48,-4.62,-3.28,-3.32,-6.97,-5.85,-5.78,-1.37,0.02,0.10,2.17,19.02,1.86,-20.73,1.62,-12.06,-1.11,19.52,-6.79,-6.34,-1.85,-2.87,-1.41
CZOCurrent_sq,,,-6.17,-22.01,6.89,49.10,-23.30,-4.56,-4.67,-2.09,-3.66,1.38,-1.53,12.36,55.06,38.45,,,,-23.22,-1.87,-13.31,-0.57,-19.62,-5.13,-4.61,1.51,0.28,2.33,4.62,3.10,-7.78,-6.83,-6.55,13.06,0.49,-5.74,3.38,-7.22,2.38,5.81,10.83,9.89,-1.15,0.57,-9.51,-0.07,3.61,-5.46,-8.74,-5.46,1.72,13.62
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,406.78,98.33,,,,-42.75,-38.98,-42.11,,34.90,38.50,17.26,,-19.81,-50.81,-66.72,,-99.66,-85.27,-53.59,,15840.00,509.52,229.63,46.14,27.60,16.96,3.37,-1.47,-3.74,-7.16,-0.20,-0.99,2.04,6.68,9.60,12.73,13.01,8.38,-1.17,-5.87,-24.89,-30.31,-11.70,-14.16,19.10,25.77,-17.60,-8.25,-13.27,-8.72,13.57,7.55
ROE_sy,205.35,10.84,,,,7.42,-2.85,4.88,,6.50,22.56,12.91,,-9.96,-39.75,-63.85,,-60.65,-27.56,43.85,,59.56,37.32,29.55,53.04,54.89,22.29,0.56,14.37,-28.17,-27.80,-24.36,-21.70,12.46,5.89,12.11,5.47,-3.63,-0.24,-1.23,3.62,-18.76,-24.62,-16.24,-20.40,2.78,5.61,-15.74,-8.90,-12.87,8.70,22.33,16.80
ROE_qq,,,1.22,17.99,,,7.88,11.95,,,10.75,-5.22,,,-32.06,-35.87,,,2840.00,102.04,135.69,13.86,12.42,9.26,4.49,-0.59,3.05,-3.44,-0.40,-2.88,-0.61,3.80,-1.19,0.10,3.90,6.65,1.63,0.36,-0.35,-2.76,-3.20,-19.92,-7.55,23.21,-5.90,11.11,-2.38,-19.27,4.77,5.04,2.74,0.44,-0.77
ROE_sq,,,14.85,-0.29,,,3.87,7.64,,,19.53,-0.83,,,-20.01,-40.50,,,47.23,18.17,-26.32,24.47,26.70,11.48,-12.95,25.97,0.04,-8.32,-1.00,-20.89,0.56,-3.96,2.49,13.62,-5.31,1.68,-3.58,3.82,-1.98,0.67,1.15,-18.60,-9.05,11.86,-3.88,5.10,-6.55,-10.75,3.92,0.52,16.58,0.44,-0.77
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,490.00,116.95,,,,-52.34,-54.34,-44.94,,23.77,23.14,7.35,,-41.72,-58.39,-72.60,,-100.00,-79.03,-37.50,,,500.00,236.00,44.44,33.33,20.51,8.33,-1.10,-2.17,-9.57,-3.30,-1.11,4.44,16.47,15.91,17.98,13.83,4.04,-5.88,-4.76,-22.43,-22.33,1.04,-7.00,22.89,28.75,-13.40,-3.23,-5.88,-7.77,16.67,10.00
ROA_sy,194.87,33.04,,,,-16.67,-19.69,1.49,,12.55,15.48,-0.88,,-32.75,-50.84,-47.93,,-38.34,5.11,6.25,,,10.81,31.55,94.20,72.14,30.24,0.81,-11.19,-25.31,-28.46,-21.77,-18.07,23.33,6.28,6.19,9.74,-3.60,0.49,-6.80,-6.54,-22.43,-21.57,6.25,-5.00,18.07,20.00,-17.65,-5.26,-15.31,-10.42,10.71,10.00
ROA_qq,,,3.52,-6.79,,,-0.82,12.40,,,-1.32,-2.01,,,-29.55,-35.48,,,,92.31,152.00,9.52,13.04,7.69,8.33,1.10,2.17,-3.19,-1.10,,-5.56,3.53,1.14,5.62,5.32,3.03,2.94,1.90,-3.74,-6.80,4.17,-17.00,-3.61,21.25,-4.12,9.68,0.98,-18.45,7.14,6.67,-1.04,3.16,1.02
ROA_sq,,,26.14,-12.95,,,21.57,10.00,,,24.74,-5.59,,,-8.81,,,,,1.08,-26.20,1.45,46.43,20.00,8.94,-10.07,10.79,-7.12,-4.03,,6.11,1.57,0.52,13.85,-8.56,1.48,3.88,,-4.67,-5.88,4.17,-17.00,-3.61,27.50,-6.86,3.16,-2.04,-12.50,7.14,-7.78,3.61,8.14,6.45
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,1244.77,74.09,,,,-54.29,-55.50,-47.45,-43.94,19.98,20.04,-0.08,-13.13,-33.73,-53.82,-71.01,-106.33,-100.98,-80.98,-26.81,939.44,8135.29,549.13,218.99,48.83,28.55,14.40,-0.85,-10.48,-10.48,-4.57,6.68,18.32,28.88,36.56,36.76,32.84,26.26,16.49,12.39,7.77,-10.52,-12.07,7.32,5.50,40.15,39.74,-8.57,-2.75,-9.82,-8.82,12.53,7.32
OPM_sy,138.32,10.38,,,,-7.65,-8.25,15.63,12.82,20.95,20.87,-12.60,-15.39,-27.51,-40.48,-48.07,-58.01,-59.31,-0.80,25.60,55.43,81.28,14.88,20.90,39.81,50.14,17.05,1.62,-13.44,-19.53,-14.34,-22.61,-14.21,2.79,2.66,30.30,27.30,26.26,10.98,1.52,-1.05,-29.63,-31.72,-0.74,0.54,60.75,56.31,-16.70,-5.03,-17.63,-18.83,21.06,19.32
OPM_qq,,,2.90,-5.49,-0.60,-52.72,0.18,11.60,6.04,1.20,0.23,-7.10,-7.81,-22.79,-30.16,-41.69,-120.14,88.03,1452.94,124.35,131.01,14.60,9.30,10.25,7.78,-1.01,-2.73,-4.45,-2.70,-1.01,3.69,6.81,7.93,7.82,9.87,6.96,4.83,2.48,1.37,3.20,0.52,-14.91,-0.39,25.96,-1.18,13.04,-0.69,-17.58,5.10,4.82,0.41,1.72,0.24
OPM_sq,,,10.47,2.58,3.07,-20.93,9.75,29.29,0.56,-15.24,9.68,-6.51,-2.65,-27.38,-9.95,-18.42,-21.29,-29.63,119.56,3.29,-2.60,-17.93,39.14,8.70,12.64,-11.87,8.47,-5.63,-4.05,-18.08,15.47,-14.74,6.36,-1.84,15.33,8.22,3.92,-2.65,1.37,-1.00,1.29,-30.77,-1.64,43.91,2.59,10.69,-4.35,-23.31,16.96,-3.99,-5.75,14.38,15.28
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,681.09,104.73,,,,-53.60,-55.08,-47.68,-44.46,16.82,17.34,-1.28,-13.24,-33.49,-53.69,-69.53,-105.55,-99.64,-79.35,-31.74,1063.64,21740.00,499.49,225.75,46.75,26.83,14.15,,-9.14,-9.75,-4.80,5.76,16.04,27.20,34.57,33.38,30.08,24.84,17.05,14.47,11.25,-8.51,-13.53,3.94,-1.40,29.79,32.33,-13.12,-4.27,-9.63,-7.74,14.58,8.63
ROS_sy,206.51,19.53,,,,-5.90,-3.03,10.04,7.19,12.82,4.48,-6.22,-9.79,-22.66,-39.22,-49.92,-63.03,-60.07,15.13,40.29,94.29,70.69,12.37,11.78,27.29,58.75,12.61,,-10.00,-15.25,-12.53,-16.14,-14.07,-4.96,0.05,26.07,22.47,33.77,13.70,5.91,4.27,-11.02,-12.75,1.57,-2.95,15.46,8.34,-23.50,-13.86,-21.81,-13.61,13.85,22.59
ROS_qq,,,3.23,-5.24,-0.62,-52.27,-0.06,10.37,5.49,0.39,0.39,-7.15,-7.28,-23.05,-30.10,-38.89,-116.89,105.05,3860.00,102.02,138.50,14.47,8.70,9.77,7.44,-1.07,-2.17,-3.84,-2.38,-1.73,3.20,6.82,7.11,7.72,9.18,5.88,4.46,3.39,2.37,3.54,1.52,-14.98,-3.25,24.47,-3.70,11.92,-1.36,-18.28,6.11,5.65,0.70,1.49,0.60
ROS_sq,,,7.72,0.73,1.53,-14.58,11.00,14.30,-1.09,-10.10,2.80,2.60,-4.86,-22.92,-19.21,-15.47,-29.78,-16.74,132.94,3.01,-2.75,-26.85,53.36,2.46,10.75,-8.78,8.79,-12.46,3.59,-14.09,12.28,-16.08,6.15,-4.99,18.21,5.75,3.12,3.78,0.47,-1.50,1.52,-11.44,-1.48,14.67,-2.99,5.35,-7.55,-19.03,9.23,-4.37,2.14,6.70,17.62
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,965.00,84.97,,,,-53.12,-54.98,-44.63,,27.33,26.17,8.82,,-41.88,-58.51,-74.05,,-100.90,-80.77,-31.25,,8800.00,553.33,221.21,47.44,33.33,20.41,8.49,-1.74,-2.59,-8.47,-2.61,0.88,6.19,17.59,17.86,19.30,15.00,3.15,-7.58,-7.35,-24.64,-20.61,4.92,-0.79,33.65,35.58,-9.38,-1.60,-6.47,-8.51,15.52,8.94
ROPA_sy,176.36,29.61,,,,-18.78,-21.62,2.65,,8.12,7.99,0.23,,-34.97,-49.88,-46.14,,-33.78,-3.81,-12.17,,30.20,27.23,45.54,126.00,55.67,26.85,1.36,-16.52,-25.17,-27.91,-19.46,-14.49,6.19,7.23,9.17,13.64,15.00,3.97,-6.87,-9.82,-30.43,-32.06,4.92,0.81,36.46,46.07,-13.28,2.40,-0.76,-6.92,13.51,4.69
ROPA_qq,,,3.44,-7.25,,,-0.67,14.09,,,-1.57,-1.60,,,-29.73,-38.46,,,1600.00,120.00,136.36,11.54,12.64,8.16,8.49,0.87,1.72,-2.54,-1.74,,-4.42,3.70,1.79,5.26,5.83,3.94,3.03,1.47,-5.07,-6.87,3.28,-17.46,,23.08,-2.34,11.20,1.44,-17.73,6.03,5.69,-0.77,3.88,
ROPA_sq,,,25.63,-16.16,,,21.25,9.79,,,21.10,1.91,,,-6.67,9.52,,,35.57,,-25.74,29.33,32.47,14.40,15.31,-10.91,7.95,-8.59,-5.03,,3.98,2.13,0.83,-0.83,5.00,3.97,4.96,0.36,-5.07,-6.87,1.64,-22.58,,43.82,-2.34,4.80,-0.76,-14.62,15.32,1.56,-6.92,4.13,
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,263.10,2212.41,,,,-103.87,91.87,67.54,48.38,-329.04,1469.70,-2731.68,378.87,324.26,-120.27,96.32,-96.64,-99.86,114.40,206.85,902.83,-445662.50,3067.93,26.84,-1365.85,120.81,-72.50,101.35,107.88,-83.50,-62.78,-50.44,13.10,47.63,2098.47,153.88,-1430.75,-854.29,-132.57,133.80,125.25,109.08,112.53,-80.75,-61.76,95.88,86.27,-5.38,73.87,33.32,104.95,-3617.99,-683.77
ZNPO_sy,139.62,312.55,,,,-41.83,23.53,-12.35,73.08,-187.86,396.27,-122.83,-20.35,230.60,-121.24,57.27,-96.64,-122.85,196.85,597.10,902.83,-606.84,40.73,-157.18,233.07,206.17,-160.87,-148.54,-113.44,-88.31,-401.45,81.41,1248.11,208.47,295.75,2300.00,-149.12,263.55,-189.10,-78.44,102.35,-58.04,133.55,-46.94,1171.43,-106.33,42.15,255.99,488.89,1995.11,-18.28,65.76,-431.80
ZNPO_qq,,,-166.60,69.31,32.33,72.02,-39.97,-22.49,-7.61,-132.54,546.84,-353.24,110.60,87.00,-140.39,54.03,109.68,-92.45,4187.50,241.11,-9.15,-3453.25,130.48,-86.34,-1006.74,155.11,-59.71,,-64.49,15.36,-9.15,33.18,-18.97,50.58,1252.91,-84.62,-524.71,14.65,41.58,210.41,-54.13,-69.30,-19.39,69.54,-8.87,57.26,-23.34,-13.88,67.46,20.59,17.85,-1578.29,72.21
ZNPO_sq,,,-139.70,351.16,-18.81,-28.15,-152.19,387.88,60.32,-136.48,275.98,-122.19,659.22,-40.19,-128.62,55.37,143.98,-506.60,221.35,129.06,-11.27,-386.59,124.16,-193.07,616.86,-8.64,-113.85,,72.04,179.41,-694.31,85.91,1826.70,-78.66,277.14,58.34,-138.55,257.91,-192.43,138.31,-95.80,2723.02,-26.09,-39.41,0.56,-114.04,1760.89,51.75,66.36,-54.80,-28.38,207.79,-433.00
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,-169.21,,,,,,,,,,,,,,-7321.53,,-34.61,128.20,136.87,,3906.81,,,,,,,,,,589.08,34.74,185.25,,,-27.49,867.70,,,82.22,-92.28,129.50,-37.38,176.02,145.12,40.09,-29.27,-74.97,,,-173.02,-224.32
ZFI_sy,,-137.01,,,,,,,,,,,,,,102.02,,-75.42,661.72,134.96,,-89.74,,,,,,,,,,57.42,44.45,-68.31,,,409.48,887.43,,,7.38,-34.52,2244.32,-45.50,-54.39,258.86,51.23,108.92,128.32,,,-48.14,-206.33
ZFI_qq,,,-87.52,,,,,,,,,,738.89,39.45,-283.17,-237.03,,,-21.02,340.69,-23.42,1403.24,,,,,,,126.04,-33.07,64.78,176.42,-55.80,41.69,,,,1791.01,-139.52,179.45,-69.31,-19.87,50.98,68.66,35.27,-28.84,-13.71,-14.84,-52.14,,,,18.51
ZFI_sq,,,5.81,,,,,,,,,,61.09,647.85,-106.47,359.14,,,47.89,8.39,5.13,-93.91,,,,,,,-22.42,113.42,44.89,-34.38,-28.81,-53.17,,,,-9.25,-105.25,2545.45,-7.89,-44.66,72.01,-37.85,-22.92,335.47,-27.51,-14.13,-15.77,,,,-272.72
