,2004/Q4,2005/Q4,2006/Q4,2007/Q4,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
WKCurrent_yy,66.09,25.84,65.27,11.76,,,9.15,,15.06,-100.00,36.14,58.48,40.46,,32.48,6.31,39.44,-100.00,29.32,29.41,13.44,,14.27,16.88,11.39,13.96,1.28,6.59,9.53,15.40,18.21,11.36,9.73,4.13,11.32,12.20,12.19,21.38,19.77,21.87,15.75,11.16,-80.31,-78.99,-86.99
WKCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_qq,,,,,,18.42,-12.69,7.34,3.68,-100.00,,24.96,-8.11,5.05,9.83,0.28,20.52,-100.00,,0.35,5.65,-2.24,10.25,2.64,0.69,0.02,-2.02,8.03,3.46,5.38,0.37,1.77,1.93,,7.30,2.58,1.92,8.20,5.88,4.38,-3.20,3.91,-81.25,11.40,-40.08
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,-39.79,-20.54,-39.49,-10.52,,,-8.39,,-13.09,,-26.54,-36.90,-28.80,,-24.52,-5.96,-28.28,,-22.67,-22.71,-11.86,,-12.50,-14.44,-10.23,-12.24,-1.26,-6.19,-8.68,-13.36,-15.38,-10.21,-8.86,-3.94,-10.18,-10.89,-10.88,-17.61,-16.51,-17.92,-13.61,-10.06,407.85,375.84,668.85
CWKCurrent_sy,27.52,-42.84,74.46,245.70,,,-57.99,,-4.37,,22.96,19.09,21.03,,-11.99,198.69,133.55,,-6.23,-3.72,-3.12,,-25.64,-27.39,-46.52,-49.07,-34.08,-35.06,-19.50,-9.97,-8.46,-17.93,-10.47,-18.61,-18.71,-2.46,10.00,11.35,-5.13,3.30,-2.32,5.45,12.17,11.04,43.50
CWKCurrent_qq,,,,,,-15.56,14.53,-6.83,-3.56,,,-19.97,8.82,-4.80,-8.96,-0.29,-17.01,,,-0.35,-5.36,2.30,-9.31,-2.55,-0.70,,2.04,-7.42,-3.34,-5.12,-0.34,-1.76,-1.88,,-6.82,-2.54,-1.87,-7.55,-5.57,-4.18,3.29,-3.76,433.21,-10.22,66.89
CWKCurrent_sq,,,,,,-13.05,210.83,-71.40,23.72,,,-72.30,25.74,520.43,-59.27,-6.00,-1.68,,,-3.48,-1.08,-3.87,-18.99,-5.74,-27.14,,4.85,-7.15,-9.68,2.38,6.61,-16.75,-1.47,,6.49,-0.11,11.11,-5.79,-9.27,8.77,5.06,1.71,-3.49,7.67,35.78
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,149.69,-7.35,125.91,-1.95,,,-24.14,,27.75,-100.00,126.00,160.73,108.62,,-55.05,-82.95,-65.68,-100.00,-3.69,62.41,2.25,,48.20,123.14,111.45,237.77,117.45,85.36,88.27,122.73,53.47,28.11,18.85,-15.91,-9.56,-1.30,4.74,22.45,-98.85,-100.17,-100.17,-105.96,-764.77,-4854.39,-18657.38
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,,,50.21,-39.87,28.66,9.93,-100.00,,48.44,-12.04,-69.58,13.19,-43.69,77.03,-100.00,,-5.03,11.45,-39.31,130.71,42.99,5.61,-3.05,48.52,21.89,7.26,14.70,2.34,1.75,-0.49,-18.84,10.07,11.04,5.60,-5.12,-98.96,-116.19,-7.02,-3221.31,-15.50,-20.68,-305.17
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,-59.96,7.95,-55.73,1.99,,,31.81,,-21.72,,-55.75,-61.65,-52.07,,122.46,486.41,191.34,,3.84,-38.43,-2.19,,-32.53,-55.19,-52.71,-70.39,-54.01,-46.06,-46.88,-55.10,-34.85,-21.93,-15.87,18.91,10.57,1.32,-4.53,-18.32,8587.94,,,,,,
CWKGrahamCurrent_sy,122.84,-9.13,-29.47,202.30,,,-55.53,,-36.08,,17.11,-27.25,51.99,,55.97,416.98,163.84,,-2.15,-1.56,-22.83,,-16.59,-75.30,-74.44,-29.84,-18.95,75.68,228.80,35.55,5.33,49.74,-13.43,-51.64,-20.63,21.45,-14.35,59.47,24.92,,,,,,
CWKGrahamCurrent_qq,,,,,,-33.43,66.30,-22.28,-9.03,,,-32.63,13.69,228.75,-11.65,77.59,-43.52,,,5.30,-10.28,64.75,-56.65,-30.06,-5.32,3.14,-32.67,-17.97,-6.76,-12.82,-2.30,-1.71,0.48,23.23,-9.14,-9.93,-5.32,5.42,9564.28,,,,,,
CWKGrahamCurrent_sq,,,,,,-33.43,66.30,-47.07,9.08,,,-67.12,127.89,869.90,-78.54,9.00,16.30,,,9.66,-8.83,-6.21,-11.05,-67.52,-5.67,157.42,2.76,-29.60,76.56,6.13,-20.15,0.08,2.07,-40.71,31.05,53.14,-28.02,10.39,2.66,,,,,,
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,194.70,30.43,123.21,2.38,,,34.09,,58.70,-8.76,32.50,9.70,8.89,41.99,-16.12,-14.35,-23.88,-31.04,-7.52,-2.06,9.02,15.38,11.12,10.10,12.12,17.65,23.94,43.06,47.69,80.34,49.39,20.77,12.70,-30.05,-44.29,-45.98,-43.66,-17.61,58.92,80.55,78.43,56.74,12.74,13.15,13.44
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,,,38.41,-5.43,15.97,4.55,-20.43,37.34,-3.99,3.77,3.76,-18.87,-1.96,-7.77,-6.00,8.80,3.84,2.65,-0.52,4.79,2.88,4.54,4.38,10.39,18.75,7.93,27.46,-8.55,-4.00,0.72,-20.89,-27.16,-6.93,5.05,15.70,40.49,5.74,3.82,1.64,1.05,6.13,4.08
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,-66.07,-23.32,-55.20,-2.31,,,-25.45,,-37.00,9.65,-24.50,-8.85,-8.14,-29.61,19.21,16.75,31.39,45.08,8.14,2.07,-8.29,-13.36,-10.01,-9.14,-10.78,-14.97,-19.31,-30.10,-32.28,-44.55,-33.07,-17.23,-11.34,42.89,79.41,85.22,77.57,21.39,-37.08,-44.61,-43.98,-36.20,-11.32,-11.66,-11.80
CPCurrent_sy,-5.50,-21.32,43.07,51.71,,,-22.25,,12.25,3.22,-0.42,29.35,11.86,62.75,-16.27,100.04,73.31,31.75,-7.92,-3.45,-7.81,-5.62,-31.53,-16.21,-17.63,-20.36,17.35,11.40,11.18,16.66,0.27,-14.47,-21.00,-30.96,-25.31,-22.18,-9.01,-2.73,7.76,6.94,6.33,-1.41,-6.95,6.82,3.03
CPCurrent_qq,,,,,,-27.76,5.75,-13.74,-4.40,25.73,-27.19,4.14,-3.65,-3.65,23.31,1.99,8.43,6.39,-8.08,-3.74,-2.57,0.51,-4.53,-2.81,-4.33,-4.22,-9.40,-15.81,-7.32,-21.56,9.36,4.12,-0.73,26.42,37.31,7.49,-4.83,-13.58,-28.83,-5.37,-3.75,-1.58,-1.07,-5.74,-3.90
CPCurrent_sq,,,,,,1.56,174.20,-70.05,34.60,-6.61,164.55,-61.10,16.40,35.87,36.10,-7.08,0.85,3.29,-4.88,-2.57,-3.70,5.75,-30.99,19.23,-5.33,2.25,1.68,13.19,-5.52,7.28,-12.61,-3.44,-12.73,-6.25,-5.45,0.61,2.04,0.22,4.73,-0.16,1.46,-7.08,-1.15,14.63,-2.15
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,156.06,-46.44,285.14,-80.86,,,40.54,,458.82,-64.84,248.60,88.87,86.18,482.71,19.29,-46.46,111.71,132.48,66.08,196.76,-69.85,-103.77,-63.87,-57.55,64.80,1427.53,-31.60,13.75,6.88,43.15,238.61,15.23,-13.06,-79.33,-30.00,6.56,56.30,435.84,44.49,56.99,15.50,-1.41,2.84,-17.44,-31.85
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,,,431.07,-45.36,137.68,-18.98,-66.59,441.76,28.78,-20.13,4.58,10.91,-42.21,215.83,14.84,-20.77,3.27,-67.91,-114.35,859.65,21.33,24.57,15.63,-60.86,101.77,17.04,54.87,-7.41,-31.34,-11.70,-63.17,213.49,4.52,29.52,26.26,-15.47,13.57,-4.71,7.78,-11.83,-8.82,-21.34
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,-60.97,86.68,-74.03,422.40,,,-28.83,,-82.10,184.41,-71.31,-47.05,-46.29,-82.84,-16.18,86.80,-52.77,-56.98,-39.79,-66.30,231.67,,176.79,135.57,-39.32,,46.19,-12.08,-6.43,-30.14,-70.47,-13.21,15.02,383.76,42.86,-6.16,-36.02,-81.34,-30.79,-36.31,-13.42,1.43,-2.76,21.12,46.74
CZCurrent_sy,338.22,-80.95,24.71,59.64,,,-26.83,,8.79,31.90,1.61,115.02,-57.66,139.13,21.48,52.15,8.10,-39.90,11.26,30.51,53.22,,-29.58,-26.54,-19.73,,-8.94,0.29,9.50,-0.44,-0.65,-37.68,-4.97,-8.97,0.04,6.85,-16.93,-1.37,-1.13,20.85,21.76,-7.01,28.44,33.44,3.56
CZCurrent_qq,,,,,,-81.16,83.02,-57.94,23.44,199.28,-81.54,-22.36,25.22,-4.39,-9.83,73.03,-68.34,-12.92,26.21,-3.17,211.66,,,-17.59,-19.72,-13.51,155.49,-50.44,-14.56,-35.43,8.00,45.65,13.23,171.58,-68.11,-4.32,-22.80,-20.79,18.30,-11.95,4.95,-7.21,13.41,9.68,27.14
CZCurrent_sq,,,,,,-70.11,149.41,-69.17,373.42,-63.76,92.14,-34.77,-6.77,104.66,-2.39,-18.31,-33.76,13.79,80.70,-4.17,-22.24,,,-0.03,-15.02,3.05,4.02,10.10,-7.22,-6.30,3.80,-30.94,41.48,-10.24,14.07,-26.24,10.00,6.56,14.35,-9.84,10.83,-18.62,57.94,-6.33,-13.99
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,125.26,-40.87,262.24,-64.82,,,38.74,,175.75,-51.10,121.01,77.35,58.14,226.88,8.03,-37.78,82.35,94.78,54.01,127.99,-69.70,-101.58,-38.28,-33.28,118.67,4619.03,-12.37,18.42,16.34,33.54,107.29,5.83,-17.33,-70.25,-59.13,-52.40,-26.42,100.67,98.30,157.12,74.44,36.93,-4.07,-23.55,-24.61
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,,,183.82,-35.61,50.05,0.55,-49.67,191.05,20.41,-10.34,4.03,-3.81,-30.65,162.77,11.12,-23.94,2.66,-65.08,-105.80,3066.47,10.97,14.45,19.94,-42.48,49.97,12.45,37.67,-10.71,-23.44,-12.16,-50.45,22.65,-10.82,35.77,35.14,21.20,15.63,-7.89,6.08,-15.09,-7.85,-9.17
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,-55.60,69.08,-72.39,184.26,,,-27.92,,-63.73,104.51,-54.75,-43.62,-36.77,-69.41,-7.44,60.74,-45.16,-48.66,-35.07,-56.14,230.05,,62.02,49.88,-54.27,,14.12,-15.55,-14.05,-25.12,-51.76,-5.51,20.98,236.10,144.65,110.08,35.91,-50.16,-49.56,-61.11,-42.68,-26.97,4.24,30.81,32.65
CZOCurrent_sy,497.97,-85.00,43.57,67.83,,,-21.20,,-52.32,-51.59,-34.82,16.72,3.59,114.85,39.45,70.77,75.18,-13.93,-30.07,-22.13,-26.52,,11.56,32.27,57.11,,-9.27,-13.85,-34.70,-57.16,-22.07,-33.54,-25.01,-11.36,5.24,-26.83,13.94,3.72,-22.33,68.22,19.50,-6.50,39.02,10.97,-6.92
CZOCurrent_qq,,,,,,-64.76,55.28,-33.35,-0.55,98.69,-65.64,-16.95,11.54,-3.88,3.95,44.21,-61.95,-10.01,31.48,-2.59,186.37,,,-9.89,-12.63,-16.62,73.86,-33.32,-11.07,-27.36,12.01,30.60,13.86,101.80,-18.47,12.15,-26.34,-26.00,-17.49,-13.52,8.56,-5.73,17.77,8.52,10.09
CZOCurrent_sq,,,,,,-11.92,43.91,-64.06,4.66,-10.57,93.77,-35.65,-7.11,85.49,25.76,-21.19,-4.71,-8.86,2.18,-12.24,-10.09,,,4.05,6.79,28.04,-36.23,-1.20,-19.05,-16.01,16.02,-15.75,-8.66,-0.72,37.74,-41.42,42.24,-9.64,3.15,26.88,1.04,-29.29,53.36,1.28,-15.25
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,0.32,12.92,5.14,158.86,,,23.99,,-7.84,-72.28,-36.03,-28.08,-36.99,151.68,42.93,56.19,189.99,-60.27,98.55,78.40,18.73,666.60,22.36,13.47,7.51,-5.62,-25.13,-28.65,-36.91,-34.71,-31.80,-51.64,-51.49,-45.36,-36.87,-34.69,-27.06,-1.19,-75.95,-90.61,-34.47,-44.35,188.59,1311.32,256.83
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,,,3.52,-5.26,-6.04,0.01,-68.86,118.65,5.62,-12.37,24.37,24.17,15.42,62.70,-82.96,520.49,3.71,8.27,10.02,-0.96,-3.82,2.58,-3.40,-21.44,-8.34,-9.29,-0.05,-17.93,-35.01,-9.02,12.59,-5.17,-32.77,1.61,52.53,-76.92,-73.74,608.84,29.54,19.69,28.42,79.22
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,-65.96,-13.44,-52.89,152.82,,,-7.54,,-41.92,-69.61,-51.72,-34.46,-42.14,77.21,70.40,82.38,280.98,-42.37,114.69,82.14,8.91,564.33,10.11,3.06,-4.12,-19.77,-39.59,-50.12,-57.28,-63.80,-54.35,-59.95,-56.95,-21.88,13.34,20.93,29.48,19.91,-84.85,-94.81,-63.29,-64.49,155.70,1150.00,214.62
EVPCurrent_sy,-16.39,-23.54,37.23,60.20,,,-25.57,,14.84,-1.94,-3.36,60.29,29.59,62.02,-11.95,1.55,23.74,32.35,5.28,9.66,-10.11,12.32,-2.64,-3.95,-3.12,6.47,-6.41,-6.74,-13.92,-19.48,-25.31,-33.03,-26.22,-30.59,-4.28,21.08,9.90,18.60,5.80,-3.00,1.82,-1.43,12.99,25.94,10.09
EVPCurrent_qq,,,,,,-25.20,0.18,-18.97,-4.35,-60.86,59.17,10.00,-15.56,19.86,53.05,17.73,76.39,-81.87,470.18,-0.12,5.47,10.60,-5.49,-6.51,-1.87,-7.46,-28.83,-22.82,-15.96,-21.58,-10.26,-32.29,-9.66,42.32,30.19,-27.75,-3.28,31.80,-83.56,-75.24,584.21,27.50,18.40,21.02,72.21
EVPCurrent_sq,,,,,,-31.18,158.24,-46.79,21.43,-41.23,154.49,-11.73,-1.83,-26.53,38.31,1.80,19.61,-21.41,10.03,6.03,-1.95,-1.80,-4.63,4.60,-1.09,7.91,-16.17,4.23,-8.70,0.94,-22.24,-6.55,0.59,-5.04,7.23,18.21,-8.70,2.47,-4.34,8.38,-4.16,-0.79,9.65,20.80,-16.22
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,-55.45,90.91,-70.97,635.85,,,-10.63,,-66.58,-43.31,-71.05,-59.45,-60.16,-23.01,32.30,151.04,59.03,-79.60,28.92,-21.75,291.84,-48468.12,98.24,70.06,-50.84,102.09,-14.55,-39.74,-45.77,-51.11,-67.10,-54.30,-41.32,83.64,54.47,37.21,-0.87,-50.76,-87.87,-96.35,-62.44,-59.36,200.84,1745.81,373.31
EVEBITCurrent_sy,1163.38,-84.88,56.69,94.40,,,-24.35,,-52.76,-45.22,-39.53,-36.74,-73.47,2.26,-27.84,36.52,236.95,16.53,6.00,67.66,-2.82,100.26,50.07,0.85,35.39,4.41,4.72,-1.28,-8.88,-18.85,-22.87,-37.22,-0.12,-8.21,-15.52,-12.29,-13.65,-19.16,-7.01,50.34,7.99,41.31,37.25,26.38,12.94
EVEBITCurrent_qq,,,,,,-63.52,47.12,-37.37,-0.54,-38.13,-24.88,-12.28,-2.26,19.55,29.08,66.45,-38.08,-84.67,715.80,1.02,210.06,-1992.80,103.34,-13.34,-10.37,-19.46,36.59,-38.88,-19.33,-27.40,-8.08,-15.12,3.59,127.20,-22.68,-24.60,-25.16,12.86,-80.96,-77.29,669.48,22.11,40.96,39.36,97.31
EVEBITCurrent_sq,,,,,,-55.87,108.04,-57.00,19.65,-48.83,129.66,-55.01,-49.82,97.23,62.06,-14.89,23.86,-31.79,47.42,34.62,-28.21,40.56,10.47,-9.53,-3.62,8.40,10.80,-14.72,-11.03,-3.47,5.30,-30.58,41.53,-11.28,-3.09,-27.92,39.33,-16.93,11.47,16.53,0.09,8.70,8.27,7.30,-10.56
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,-51.39,86.40,-68.74,546.42,,,-8.58,,-62.43,-48.56,-68.96,-57.71,-58.84,-12.72,32.07,139.37,63.10,-78.94,31.90,-17.20,255.78,30235.64,90.72,64.53,-47.56,-96.75,-15.11,-38.68,-44.50,-49.79,-65.25,-53.71,-42.01,67.29,45.74,30.80,-1.46,-46.37,-87.14,-96.10,-61.25,-59.02,201.42,1743.00,374.58
EVEBITDACurrent_sy,144.21,-28.01,51.83,92.58,,,-27.96,,-57.48,101.63,-20.02,29.55,-38.76,-43.05,-32.29,47.56,50.18,0.73,23.94,-12.97,88.48,73.50,-4.60,29.78,-7.95,18.63,0.44,-24.73,-34.70,-42.31,-5.07,-8.05,5.97,7.92,-9.18,-8.04,24.07,-3.59,-1.83,8.24,-29.74,-3.39,19.18,13.38,21.77
EVEBITDACurrent_qq,,,,,,-58.90,40.90,-34.78,-0.54,-43.73,-14.98,-11.14,-3.20,19.34,28.66,61.05,-34.04,-84.59,705.79,1.10,183.41,1213.88,-94.93,-12.78,-9.68,-18.54,32.28,-36.99,-18.25,-26.30,-8.46,-16.07,2.41,112.62,-20.25,-24.68,-22.84,15.70,-80.87,-77.18,666.96,22.37,40.72,39.55,97.50
EVEBITDACurrent_sq,,,,,,-68.38,151.82,-59.58,32.12,49.95,-0.11,-34.53,-37.54,39.44,18.76,42.67,-36.43,-6.47,46.12,0.18,37.66,-13.90,-19.66,36.29,-2.36,10.96,-31.98,2.14,-15.30,-1.96,11.92,-1.06,-2.39,-0.16,-5.81,0.19,31.69,-22.41,-4.10,10.47,-14.52,6.68,18.31,5.09,-8.19
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,54.22,-57.43,132.98,-82.88,,,28.85,,386.13,,156.03,19.13,32.51,,-9.96,-49.65,51.88,,28.44,129.39,-73.43,,-68.40,-63.68,48.01,1268.64,-32.39,6.74,-2.43,24.00,186.39,3.40,-20.79,-80.18,-37.14,-4.98,39.37,342.18,20.67,28.78,-0.23,-11.34,422.14,292.93,423.87
ROE_sy,-80.35,98.89,22.85,16.55,,,-29.64,,44.27,,15.83,-15.15,-30.32,,16.23,8.68,35.78,,-44.29,-47.91,-43.92,,-17.65,47.06,70.57,80.74,46.85,-15.03,-4.39,-4.58,0.51,44.08,-24.43,-33.01,-11.63,-23.76,13.13,4.82,-24.02,-13.51,-33.52,2.93,22.09,9.16,42.62
ROE_qq,,,,,,348.71,-37.38,121.47,-21.88,,,3.05,-13.10,-0.40,0.96,-42.38,162.14,,,2.91,-69.63,-114.64,790.68,18.28,23.76,15.59,-60.04,86.75,13.12,46.91,-7.72,-32.57,-13.35,-63.23,192.63,1.92,27.10,16.65,-20.15,8.77,-1.54,3.67,370.28,-18.14,31.27
ROE_sq,,,,,,83.27,-22.36,8.15,-6.25,,,-20.78,-23.01,108.26,-8.50,-25.93,-3.81,,,-30.74,3.57,1.89,12.67,23.69,20.12,7.97,-8.46,-28.43,35.16,7.76,-3.57,2.59,-29.11,-4.47,27.19,-11.49,5.19,-11.48,-7.81,0.76,-19.14,37.05,9.35,-9.91,5.64
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,107.09,-72.95,195.92,-90.72,,,11.72,,570.21,,378.32,138.42,114.92,,-7.46,-62.14,21.42,,13.90,101.75,-75.30,,-71.43,-65.17,33.99,1164.29,-32.52,19.50,20.59,95.64,299.28,24.65,-0.30,-81.48,-32.43,0.56,38.23,446.30,28.80,38.50,-1.33,-25.76,143.69,61.00,59.87
ROA_sy,-41.82,6.15,71.03,-11.92,,,-35.47,,-20.85,,31.79,14.64,2.86,,-1.42,-9.31,112.65,,-36.36,-40.83,-62.55,,-3.60,39.85,13.95,73.46,40.03,-16.09,13.10,7.10,-23.05,19.18,1.65,-16.58,-20.95,-20.84,-26.04,-36.39,-14.15,19.67,2.20,54.33,8.14,-24.23,13.11
ROA_qq,,,,,,482.98,-47.81,165.73,-17.11,,,32.46,-25.28,5.17,-11.10,-45.81,139.65,,,-4.02,-70.66,-113.79,835.71,16.99,12.86,9.56,-53.36,107.19,13.89,77.74,-4.80,-35.32,-8.91,-66.97,247.22,-3.73,25.21,30.53,-18.14,3.52,-10.80,-1.79,168.72,-31.61,-11.43
ROA_sq,,,,,,108.79,-45.49,-2.76,-28.49,,,-15.41,-35.84,95.68,-7.18,-22.18,50.44,,,-27.64,-4.80,-18.22,71.09,4.99,-22.43,24.49,38.11,-37.09,4.56,17.89,-0.77,-2.57,-10.82,-3.25,-5.96,-2.44,-16.67,-16.80,26.92,35.98,-28.83,25.64,-11.06,-4.73,6.25
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,-23.57,-54.67,62.33,-65.61,,,3.41,,73.71,-46.43,66.80,61.71,45.09,130.37,28.75,-27.39,139.57,182.32,66.55,132.86,-72.22,-101.37,-44.46,-39.43,95.15,3955.56,-29.33,-17.23,-21.19,-25.94,38.73,-12.38,-26.68,-57.49,-26.62,-11.88,30.66,143.71,24.73,42.41,-2.30,-12.68,-14.81,-32.37,-33.56
OPM_sy,-79.36,130.62,50.59,70.76,,,-31.76,,58.23,-18.92,5.94,7.36,-43.74,-25.19,-2.71,41.15,66.32,38.12,15.24,-17.14,-43.22,-37.87,-18.06,-12.58,12.42,37.69,-18.11,17.32,42.78,60.20,21.88,30.04,29.17,-0.52,12.23,-31.49,-35.10,-19.46,-14.41,19.25,-7.46,-5.77,-21.15,-24.66,-0.77
OPM_qq,,,,,,104.88,-31.88,29.32,-3.75,-36.82,112.10,25.38,-13.65,0.32,18.54,-29.29,184.91,18.22,-30.07,-1.14,-66.01,-105.82,2941.67,7.82,9.52,14.90,-47.91,26.28,4.27,7.98,-2.43,-20.24,-12.75,-37.39,68.42,-4.21,29.36,16.78,-13.80,9.37,-11.25,4.38,-15.91,-13.17,-12.81
OPM_sq,,,,,,33.73,4.50,-28.45,58.23,-31.47,36.54,-27.49,-17.08,-8.87,77.56,5.20,-2.30,-24.32,48.15,-24.35,-33.05,-17.20,95.38,-19.29,-13.90,1.42,16.20,15.62,4.78,13.79,-11.60,23.37,4.08,-12.37,-0.26,-24.69,-1.40,8.76,5.98,4.93,-23.48,10.74,-11.32,0.26,0.78
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,-13.07,-58.94,72.53,-81.34,,,5.05,,253.40,-61.36,162.88,72.28,70.88,309.80,42.36,-37.50,177.97,236.84,79.46,202.97,-72.35,-103.27,-67.49,-61.44,47.07,1228.99,-44.80,-20.51,-27.60,-20.67,126.81,-4.69,-22.99,-70.39,25.56,97.54,177.81,549.18,-9.03,-13.02,-35.26,-37.12,-8.81,-27.08,-40.00
