,2004/Q4,2005/Q4,2006/Q4,2007/Q4,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
WKCurrent_yy,,89.13,102.42,69.14,,,228.03,,,,5.04,17.37,12.56,,6.02,-3.06,-3.97,,-2.65,0.29,5.36,,3.09,9.46,1.35,0.22,-24.10,-22.27,-23.96,-16.09,0.85,-21.99,-28.26,-36.70,-40.68,-32.95,-10.91,2.32,538.19,621.80,560.69,593.51,37.43,48.30,24.20
WKCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_qq,,,,,,,,-9.11,4.30,-100.00,,1.56,0.02,-100.00,,-7.14,-0.91,-100.00,,-4.34,4.10,-0.54,4.09,1.57,-3.61,-1.65,-21.18,4.02,-5.71,8.54,-5.27,-19.54,-13.29,-4.23,-11.22,-9.06,15.22,10.00,453.70,2.86,5.46,15.46,9.72,10.99,-11.67
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,,-47.12,-50.60,-40.88,,,-69.51,,,,-4.80,-14.80,-11.16,,-5.68,3.16,4.13,,2.72,-0.29,-5.09,,-3.00,-8.64,-1.33,-0.22,31.76,28.66,31.51,19.17,-0.84,28.19,39.39,57.97,68.58,49.15,12.25,-2.27,-84.33,-86.15,-84.86,-85.58,-27.23,-32.57,-19.49
CWKCurrent_sy,,-42.84,74.46,245.70,,,-57.99,,,,22.96,19.09,21.03,,-11.99,198.69,133.55,,-6.23,-3.72,-3.12,,-25.64,-27.39,-46.52,-49.07,-34.08,-35.06,-19.50,-9.97,-8.46,-17.93,-10.47,-18.61,-18.71,-2.46,10.00,11.35,-5.13,3.30,-2.32,5.45,12.17,11.04,43.50
CWKCurrent_qq,,,,,,,,10.03,-4.12,,,-1.53,-0.02,,,7.69,0.92,,,4.54,-3.93,0.54,-3.93,-1.55,3.75,1.68,26.86,-3.87,6.06,-7.87,5.56,24.28,15.32,4.42,12.65,9.96,-13.21,-9.09,-81.94,-2.78,-5.18,-13.38,-8.86,-9.92,13.21
CWKCurrent_sq,,,,,,,,-71.40,23.72,,,-72.30,25.74,,,-6.00,-1.68,,,-3.48,-1.08,-3.87,-18.99,-5.74,-27.14,-8.45,4.85,-7.15,-9.68,2.38,6.61,-16.75,-1.47,-6.93,6.49,-0.11,11.11,-5.79,-9.27,8.77,5.06,1.71,-3.49,7.67,35.78
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,,124.16,63.39,40.43,,,352.28,,,,-9.04,6.14,-16.14,,-10.13,-19.53,-14.40,,-10.76,-15.09,0.26,,-4.94,9.45,-7.80,-14.01,-65.71,-139.14,-150.28,-143.45,-257.06,-117.59,-142.91,-143.34,-53.91,1.86,13.01,9.15,71.57,72.48,-44.04,-129.84,-158.53,-294.15,36.87
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,,,,,-15.96,8.36,-100.00,,-1.93,-14.39,-100.00,,-12.18,-8.93,-100.00,,-16.44,7.53,-7.31,14.15,-3.79,-9.42,-13.56,-54.47,-209.81,-16.35,25.29,-64.55,-52.13,-29.88,25.16,-4.08,3.00,-15.13,21.83,67.43,6.11,-502.62,-24.73,63.37,-43.14,3.48
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,-55.39,-38.78,-28.79,,,-77.89,,,,9.94,-5.79,19.25,,11.27,24.27,16.82,,12.05,17.77,-0.26,,5.19,-8.64,8.46,16.30,191.60,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_sy,,-9.13,-29.47,202.30,,,-55.53,,,,17.11,-27.25,51.99,,55.97,416.98,163.84,,-2.15,-1.56,-22.83,,-16.59,-75.30,-74.44,-29.84,-18.95,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_qq,,,,,,,,18.99,-7.72,,,1.96,16.80,,,13.87,9.81,,,19.68,-7.00,7.89,-12.39,3.94,10.40,15.69,119.65,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_sq,,,,,,,,-47.07,9.08,,,-67.12,127.89,,,9.00,16.30,,,9.66,-8.83,-6.21,-11.05,-67.52,-5.67,157.42,2.76,,,,,,,,,,,,,,,,,,
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,,96.91,77.54,61.95,,,13.68,,192.22,14.15,-5.29,7.57,-7.24,28.29,48.67,28.97,13.10,10.06,3.70,2.73,16.27,7.70,-7.92,-3.50,-34.44,-36.31,-30.52,-35.23,-5.43,28.27,26.69,27.63,20.96,-18.25,-16.25,2.45,5.87,51.58,-88.24,-112.93,-148.00,-167.96,-27.77,153.50,113.34
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,,,94.80,14.18,-0.09,31.50,-23.91,-5.26,13.47,13.39,5.25,9.79,-1.57,-0.56,2.41,3.45,-2.49,12.55,-5.14,-11.55,2.19,-23.53,-7.85,-3.51,-4.74,11.65,24.99,-4.70,-4.03,5.82,-15.53,-2.36,17.39,9.35,20.95,-92.43,-229.09,-305.87,-71.25,108.05,-4.38,1.23
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,,-49.22,-43.67,-38.26,,,-12.03,,-65.78,-12.40,5.58,-7.04,7.80,-22.05,-32.74,-22.46,-11.58,-9.14,-3.57,-2.66,-13.99,-7.16,8.59,3.64,52.52,57.03,43.94,54.39,5.75,-22.04,-21.06,-21.65,-17.33,22.33,19.39,-2.38,-5.55,-34.03,750.40,,,,38.44,,
CPCurrent_sy,,-21.32,43.07,51.71,,,-22.25,,12.25,3.22,-0.42,29.35,11.86,62.75,-16.27,100.04,73.31,31.75,-7.92,-3.45,-7.81,-5.62,-31.53,-16.21,-17.63,-20.36,17.35,11.40,11.18,16.66,0.27,-14.47,-21.00,-30.96,-25.31,-22.18,-9.01,-2.73,7.76,,,,-6.95,,
CPCurrent_qq,,,,,,-48.66,-12.42,0.09,-23.95,31.41,5.55,-11.88,-11.81,-4.98,-8.92,1.59,0.57,-2.35,-3.33,2.54,-11.14,5.41,13.07,-2.13,30.76,8.52,3.64,4.98,-10.43,-20.00,4.94,4.20,-5.49,18.38,2.42,-14.81,-8.55,-17.32,1220.24,,,,,4.58,-1.21
CPCurrent_sq,,,,,,1.56,174.20,-70.05,34.60,-6.61,164.55,-61.10,16.40,35.87,36.10,-7.08,0.85,3.29,-4.88,-2.57,-3.70,5.75,-30.99,19.23,-5.33,2.25,1.68,13.19,-5.52,7.28,-12.61,-3.44,-12.73,-6.25,-5.45,0.61,2.04,0.22,4.73,,,,,14.63,-2.15
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,,-5.10,127.29,43.33,,,37.70,,-28.22,-3.01,-87.70,-45.36,-28.42,-77.64,39.50,-160.19,-181.51,-292.75,-197.88,99.51,187.44,160.85,202.48,37040.00,-53.85,-66.85,-891.16,-381.56,-1174.48,-1664.14,96.02,37.47,10.12,-69.62,-3384.37,-53.37,63.77,99.71,412.16,585.61,2037.89,231981.08,-2.53,21.18,-71.80
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,,,1.42,28.40,-16.34,-34.11,37.05,-83.71,271.55,-13.69,-57.18,1.59,-260.31,-16.88,-1.26,48.41,99.20,20990.00,-29.54,-13.11,188.82,-73.90,-49.38,-2173.57,-2.79,0.41,26.31,94.72,-1513.90,-43.14,-39.07,-8.46,28.96,66.19,98.90,118570.28,10.51,34.94,31.26,-50.20,37.40,-68.60
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,5.37,-56.01,-30.24,,,-27.38,,39.32,3.11,712.61,82.98,39.72,347.26,-28.31,,,,,,,,,,116.85,201.28,,,,,,,,,,,,,,,,,2.60,-17.48,254.62
CZCurrent_sy,,-80.95,24.71,59.64,,,-26.83,,8.79,31.90,1.61,115.02,-57.66,139.13,21.48,,,,,,,,,,-19.73,-8.72,,,,,,,,,,,,,,,,,28.44,33.44,3.56
CZCurrent_qq,,,,,,-1.40,-22.12,19.55,51.76,-27.03,513.81,-73.08,15.88,133.59,-1.61,,,,,,,41.98,15.02,-65.37,283.41,97.26,,,,,,,,,,,,,,-9.51,-25.89,-23.81,100.82,-27.22,218.47
CZCurrent_sq,,,,,,-70.11,149.41,-69.17,373.42,-63.76,92.14,-34.77,-6.77,104.66,-2.39,,,,,,,-9.37,4.26,-0.03,-15.02,3.05,,,,,,,,,,,,,,-9.84,10.83,-18.62,57.94,-6.33,-13.99
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,,-2.38,124.01,58.97,,,10.73,,-1.14,-10.46,-95.00,-64.24,-51.59,-85.74,252.43,-141.35,-166.91,-314.56,-128.44,100.92,302.25,225.34,533.66,46300.00,-73.81,-58.84,-501.01,-252.31,-720.39,-190.13,150.29,54.95,-3.27,-1205.02,-453.71,-146.33,106.20,141.92,439.19,717.54,17889.58,1846.75,30.18,57.28,-63.42
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,,,20.82,19.81,-11.17,-23.12,9.43,-93.31,535.68,4.09,-67.75,65.19,-174.59,-68.42,-3.40,78.10,102.42,36790.00,-35.92,-24.24,159.07,-79.18,0.72,-838.13,1.60,15.20,85.37,511.86,-188.15,-94.38,-84.92,-11.63,38.61,104.90,1149.48,803.19,11.77,42.63,35.21,-39.60,35.03,-66.83
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,2.44,-55.35,-37.10,,,-9.69,,1.15,11.67,1901.99,179.61,106.55,601.41,-71.64,,,,,,,,,-99.79,281.90,142.91,,,,,,,,,,,,,,,-99.44,-94.86,-23.18,-36.42,173.41
CZOCurrent_sy,,-85.00,43.57,67.83,,,-21.20,,-52.32,-51.59,-34.82,16.72,3.59,114.85,39.45,,,,,,,,,32.27,57.11,-23.18,,,,,,,,,,,,,,,19.50,-6.50,39.02,10.97,-6.92
CZOCurrent_qq,,,,,,-17.24,-16.53,12.58,30.06,-8.62,1396.34,-84.28,-3.93,210.31,-39.51,,,,,,-99.74,56.04,31.95,-61.39,380.40,-0.75,,,,,,,,,,,,-92.00,-88.93,-10.53,-29.89,-26.04,65.59,-25.95,201.48
CZOCurrent_sq,,,,,,-11.92,43.91,-64.06,4.66,-10.57,93.77,-35.65,-7.11,85.49,25.76,,,,,,-10.09,161.88,-46.01,4.05,6.79,28.04,,,,,,,,,,,,-9.64,3.15,26.88,1.04,-29.29,53.36,1.28,-15.25
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,,-0.48,-1.78,2.34,,,-8.27,,-8.99,,-16.32,0.09,7.19,,20.35,4.26,-1.89,,6.79,4.92,2.74,-0.91,2.89,4.46,3.57,10.69,4.79,22.89,19.55,18.07,13.34,3.59,6.89,-1.84,4.12,0.15,-0.15,-3.80,-14.00,-16.35,-20.76,-13.86,-3.66,-2.92,2.08
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,,,,-8.28,-3.27,2.58,9.88,-23.25,15.70,9.85,2.51,-7.63,0.23,3.37,4.49,-1.36,-1.52,1.22,0.77,2.43,-0.02,0.36,7.70,-3.03,17.25,-2.38,6.37,-6.91,7.17,0.73,-2.31,-1.26,3.08,0.42,-5.88,-11.73,0.26,-4.87,2.32,-1.28,1.03,0.02
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,,-49.46,-44.68,-36.81,,,-19.30,,-68.86,-12.40,-11.66,-6.95,15.57,-22.05,-19.05,-19.16,-13.27,-9.14,2.99,2.14,-11.64,-8.00,11.73,8.25,57.98,73.81,50.84,89.75,26.41,-7.95,-10.54,-18.83,-11.63,20.08,24.32,-2.25,-5.69,-36.53,631.36,,,,33.38,,
EVPCurrent_sy,,-23.54,37.23,60.20,,,-25.57,,14.84,-1.94,-3.36,60.29,29.59,62.02,-11.95,1.55,23.74,32.35,5.28,9.66,-10.11,12.32,-2.64,-3.95,-3.12,6.47,-6.41,-6.74,-13.92,-19.48,-25.31,-33.03,-26.22,-30.59,-4.28,21.08,9.90,18.60,5.80,,,,12.99,,
EVPCurrent_qq,,,,,,-48.66,-19.67,-3.19,-21.99,44.40,-18.99,1.97,-3.11,-2.60,-15.87,1.83,3.95,2.04,-4.65,0.99,-10.07,6.23,15.80,-2.15,31.25,16.87,0.50,23.08,-12.56,-14.90,-2.32,11.68,-4.81,15.64,1.14,-12.19,-8.16,-22.18,1065.46,,,,,5.66,-1.18
EVPCurrent_sq,,,,,,-31.18,158.24,-46.79,21.43,-41.23,154.49,-11.73,-1.83,-26.53,38.31,1.80,19.61,-21.41,10.03,6.03,-1.95,-1.80,-4.63,4.60,-1.09,7.91,-16.17,4.23,-8.70,0.94,-22.24,-6.55,0.59,-5.04,7.23,18.21,-8.70,2.47,-4.34,,,,,20.80,-16.22
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,,1.96,-56.15,-35.63,,,-17.15,,-7.94,11.67,1575.19,179.87,121.39,601.41,-65.87,-352.12,-246.60,-146.58,-475.36,11926.26,150.82,179.06,123.73,-99.78,295.54,168.89,-126.14,-180.68,-119.27,-231.09,325.35,-129.94,-3.50,92.48,-129.44,59.34,1710.27,329.47,125.36,113.55,-99.56,-95.58,-26.00,-38.27,179.08
EVEBITCurrent_sy,,-84.88,56.69,94.40,,,-24.35,,-52.76,-45.22,-39.53,-36.74,-73.47,2.26,-27.84,36.52,236.95,16.53,6.00,67.66,-2.82,100.26,50.07,0.85,35.39,4.41,4.72,-1.28,-8.88,-18.85,-22.87,-37.22,-0.12,-8.21,-15.52,-12.29,-13.65,-19.16,-7.01,50.34,7.99,41.31,37.25,26.38,12.94
EVEBITCurrent_qq,,,,,,-17.24,-23.44,8.89,33.41,0.40,1048.46,-81.81,5.54,218.09,-44.12,-234.40,38.63,-1.06,-350.29,4334.53,-99.74,57.24,35.16,-61.40,382.12,6.89,-113.14,-19.15,-15.12,-627.30,122.59,-221.57,48.18,47.17,11.55,-67.91,2152.37,-92.47,-90.23,-10.30,-33.30,-24.33,63.46,-25.18,201.57
EVEBITCurrent_sq,,,,,,-55.87,108.04,-57.00,19.65,-48.83,129.66,-55.01,-49.82,97.23,62.06,-14.89,23.86,-31.79,47.42,34.62,-28.21,40.56,10.47,-9.53,-3.62,8.40,10.80,-14.72,-11.03,-3.47,5.30,-30.58,41.53,-11.28,-3.09,-27.92,39.33,-16.93,11.47,16.53,0.09,8.70,8.27,7.30,-10.56
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,,-6.93,-53.17,-34.53,,,-16.14,,-10.35,9.33,630.76,134.27,90.66,314.93,-18.55,-431.56,-295.11,-192.98,163.98,204.23,137.24,150.02,-78.93,-81.44,116.64,56.23,-153.35,-243.47,-179.87,25.17,186.52,402.80,5081.92,-161.45,-268.49,188.09,-99.19,125.73,108.80,-98.96,-89.31,-86.71,-24.87,-39.80,162.06
EVEBITDACurrent_sy,,-28.01,51.83,92.58,,,-27.96,,-57.48,101.63,-20.02,29.55,-38.76,-43.05,-32.29,47.56,50.18,0.73,23.94,-12.97,88.48,73.50,-4.60,29.78,-7.95,18.63,0.44,-24.73,-34.70,-42.31,-5.07,-8.05,5.97,7.92,-9.18,-8.04,24.07,-3.59,-1.83,8.24,-29.74,-3.39,19.18,13.38,21.77
EVEBITDACurrent_qq,,,,,,-17.58,-22.47,8.49,29.33,0.51,418.18,-65.22,5.26,118.74,1.71,-241.58,38.06,-4.24,388.79,-44.10,-77.87,40.03,21.64,-50.75,158.24,0.98,-141.54,-32.44,-43.75,258.27,-71.29,363.53,2265.14,-101.95,21.27,892.57,-93.33,-38.19,-73.06,-6.21,-31.55,-23.16,52.29,-24.84,197.96
EVEBITDACurrent_sq,,,,,,-68.38,151.82,-59.58,32.12,49.95,-0.11,-34.53,-37.54,39.44,18.76,42.67,-36.43,-6.47,46.12,0.18,37.66,-13.90,-19.66,36.29,-2.36,10.96,-31.98,2.14,-15.30,-1.96,11.92,-1.06,-2.39,-0.16,-5.81,0.19,31.69,-22.41,-4.10,10.47,-14.52,6.68,18.31,5.09,-8.19
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,,-49.81,12.29,-15.25,,,-58.01,,,,-88.26,-53.43,-36.44,,31.22,-162.08,-184.91,,-200.69,99.60,182.91,,199.32,41350.00,-54.49,-66.86,-1142.41,-462.06,-1514.80,-1962.61,96.03,19.85,-25.26,-167.93,-5742.50,-128.78,59.34,99.72,148.92,167.28,393.40,33593.75,-29.10,-18.29,-77.31
ROE_sy,,98.89,22.85,16.55,,,-29.64,,,,15.83,-15.15,-30.32,,16.23,8.68,35.78,,-44.29,-47.91,-43.92,,-17.65,47.06,70.57,80.74,46.85,-15.03,-4.39,-4.58,0.51,44.08,-24.43,-33.01,-11.63,-23.76,13.13,4.82,-24.02,-13.51,-33.52,2.93,22.09,9.16,42.62
ROE_qq,,,,,,,,-7.97,-36.81,,,265.16,-13.75,,,-272.76,-17.96,,,99.32,24600.00,-29.18,-16.43,184.48,-72.97,-48.43,-2728.70,1.19,-5.62,32.11,94.40,-1895.00,-65.08,-45.22,-22.16,21.88,70.66,99.00,21537.50,7.43,27.95,13.66,-54.62,23.81,-64.46
ROE_sq,,,,,,,,8.15,-6.25,,,-20.78,-23.01,,,-25.93,-3.81,,,-30.74,3.57,1.89,12.67,23.69,20.12,7.97,-8.46,-28.43,35.16,7.76,-3.57,2.59,-29.11,-4.47,27.19,-11.49,5.19,-11.48,-7.81,0.76,-19.14,37.05,9.35,-9.91,5.64
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,,-21.72,-17.14,-11.37,,,-40.66,,,,-89.08,-50.49,-37.96,,24.84,-156.69,-175.00,,-191.62,99.42,176.42,,194.86,24750.00,-52.84,-71.56,-1068.67,-354.16,-1045.86,-1468.33,96.89,38.15,7.95,-129.23,-4034.00,-85.55,61.57,99.73,252.20,337.00,931.69,84500.00,-30.74,-21.51,-74.20
ROA_sy,,6.15,71.03,-11.92,,,-35.47,,,,31.79,14.64,2.86,,-1.42,-9.31,112.65,,-36.36,-40.83,-62.55,,-3.60,39.85,13.95,73.46,40.03,-16.09,13.10,7.10,-23.05,19.18,1.65,-16.58,-20.95,-20.84,-26.04,-36.39,-14.15,19.67,2.20,54.33,8.14,-24.23,13.11
ROA_qq,,,,,,,,-12.78,-35.11,,,295.42,-18.68,,,-279.58,-7.58,,,98.86,14200.00,-25.18,-21.33,196.99,-73.02,-54.89,-2780.00,22.08,-0.40,34.74,93.91,-1450.00,-49.42,-62.52,-9.83,30.43,69.05,98.88,63020.00,8.33,8.60,14.02,-48.36,22.76,-64.30
ROA_sq,,,,,,,,-2.76,-28.49,,,-15.41,-35.84,,,-22.18,50.44,,,-27.64,-4.80,-18.22,71.09,4.99,-22.43,24.49,38.11,-37.09,4.56,17.89,-0.77,-2.57,-10.82,-3.25,-5.96,-2.44,-16.67,-16.80,26.92,35.98,-28.83,25.64,-11.06,-4.73,6.25
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,,-50.42,26.13,-1.83,,,-2.58,,-66.17,-21.58,-94.69,-66.75,-47.80,-88.86,136.11,-132.17,-159.24,-294.69,-127.65,100.78,273.85,216.36,565.96,55500.00,-60.16,-35.55,-677.63,-335.07,-756.95,-170.30,139.68,64.73,14.62,-1499.14,-522.51,-140.56,105.90,127.65,2984.16,-4675.47,-37322.00,-2964.52,80.22,393.98,374.12
OPM_sy,,130.62,50.59,70.76,,,-31.76,,58.23,-18.92,5.94,7.36,-43.74,-25.19,-2.71,41.15,66.32,38.12,15.24,-17.14,-43.22,-37.87,-18.06,-12.58,12.42,37.69,-18.11,17.32,42.78,60.20,21.88,30.04,29.17,-0.52,12.23,-31.49,-35.10,-19.46,-14.41,19.25,-7.46,-5.77,-21.15,-24.66,-0.77
OPM_qq,,,,,,-37.96,4.95,-11.13,-41.54,43.83,-92.90,456.94,-8.23,-69.29,50.44,-175.88,-68.99,-0.92,78.64,102.13,37800.00,-32.45,-14.45,153.88,-72.84,9.27,-866.67,-3.32,24.10,88.31,532.76,-191.83,-83.73,-119.01,-14.34,47.71,104.51,926.00,11824.56,-186.57,64.86,21.04,850.24,41.22,-67.23
OPM_sq,,,,,,33.73,4.50,-28.45,58.23,-31.47,36.54,-27.49,-17.08,-8.87,77.56,5.20,-2.30,-24.32,48.15,-24.35,-33.05,-17.20,95.38,-19.29,-13.90,1.42,16.20,15.62,4.78,13.79,-11.60,23.37,4.08,-12.37,-0.26,-24.69,-1.40,8.76,5.98,4.93,-23.48,10.74,-11.32,0.26,0.78
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,,-51.84,28.09,-11.49,,,21.11,,-75.43,-15.00,-86.99,-49.17,-22.81,-82.58,-6.29,-146.73,-171.97,-275.16,-194.63,99.59,175.44,156.38,211.35,44300.00,-29.77,-47.80,-1235.03,-535.07,-1235.76,-1318.07,96.86,51.01,25.66,-107.52,-4062.50,-49.79,65.80,99.81,2754.57,-3653.79,-3939.22,-337350.00,34.93,326.52,311.33
ROS_sy,,115.83,21.33,74.86,,,-36.37,,28.62,-49.08,-4.20,-1.39,-16.35,44.47,-5.28,20.08,84.24,-17.47,23.40,-32.48,-59.18,-34.68,-29.00,9.15,84.72,125.31,-11.18,-15.32,-14.66,5.07,10.84,29.18,-9.42,-17.08,-18.30,-42.40,-29.66,-16.35,13.32,9.17,-16.96,-15.41,-18.57,-10.92,17.28
ROS_qq,,,,,,-47.94,12.42,-16.28,-49.85,80.12,-82.79,227.04,-23.85,-59.34,-7.45,-263.09,-17.28,1.05,50.00,99.29,21600.00,-26.05,-1.26,181.53,-65.84,-45.03,-2246.99,-7.91,10.82,41.05,94.46,-1582.14,-35.35,-64.55,-11.11,39.47,69.10,99.08,1547050.00,-185.60,66.75,23.35,718.56,43.70,-68.98
ROS_sq,,,,,,44.35,-0.86,-2.10,-8.20,-42.86,86.54,0.77,-22.12,-1.31,22.30,27.76,19.49,-55.79,82.86,-30.10,-27.76,-29.26,98.77,7.45,22.25,-13.71,-21.64,2.45,23.21,6.23,-17.34,19.40,-13.61,-2.75,-18.55,-15.83,5.50,15.65,10.34,-18.91,-19.75,17.80,6.22,-11.30,5.66
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,,-50.95,27.94,0.84,,,-0.07,,-63.40,-26.99,-94.01,-68.07,-51.24,-89.10,205.81,-107.56,-131.90,-210.91,-69.20,796.77,580.67,478.69,139.51,38.43,-138.81,-179.44,-969.59,-700.00,-577.93,-29.97,121.46,75.98,86.05,-128.30,-548.62,-54.06,119.05,145.00,-456.03,1283.13,11777.50,614.90,-113.74,-350.05,-335.72
RS_sy,,-3.40,27.82,84.57,,,-13.58,,115.04,29.15,-12.95,8.45,-48.43,-50.65,-33.04,-9.42,18.31,57.11,45.78,31.54,2.29,-20.89,-40.75,-21.53,-16.81,4.23,6.17,33.16,32.32,33.78,36.19,23.99,12.21,15.40,38.55,21.24,-8.73,0.88,-33.90,-12.75,0.12,-9.76,-14.90,-28.43,-3.72
