,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
WKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_yy,151.93,-3.06,,,,128.16,,48.78,,166.94,28.55,-8.93,,-51.07,-42.61,-11.00,-4.12,-16.61,-3.02,-24.86,-12.82,-0.48,1.13,12.47,-4.80,-1.73,-2.37,-13.06,-6.57,-6.62,-2.99,19.29,40.16,61.80,49.69,45.02,35.51,10.55,16.32,17.22,5.75,23.81,17.20,-2.25,13.62,-0.65,-0.31,15.41,2.75,12.79,3.23,-50.88,-39.15
WKCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_qq,,,-100.00,,-100.00,,64.41,6.94,-100.00,,-20.82,-24.24,-15.10,-3.93,-7.12,17.48,-8.54,-16.44,8.02,-8.98,6.12,-4.61,9.77,1.22,-10.17,-1.54,9.06,-9.87,-3.46,-1.60,13.30,10.83,13.43,13.59,4.82,7.38,5.99,-7.33,10.28,8.21,-4.38,8.50,4.39,-9.74,11.14,-5.13,4.74,4.50,-1.05,4.14,-4.13,-50.28,22.58
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,-60.30,3.15,,,,-56.17,,-32.78,,-62.53,-22.21,9.80,,104.38,74.25,12.36,4.29,19.91,3.11,33.10,14.71,0.49,-1.12,-11.08,5.04,1.76,2.43,15.02,7.03,7.09,3.08,-16.17,-28.66,-38.20,-33.20,-31.04,-26.20,-9.54,-14.03,-14.69,-5.44,-19.22,-14.66,2.30,-11.99,0.65,0.32,-13.36,-2.68,-11.34,-3.14,103.59,64.34
CWKCurrent_sy,-54.22,5.14,,,,-10.54,,-44.50,,-81.88,-75.46,-74.00,,55.78,21.39,-6.16,234.77,-1.69,-9.42,-3.88,-24.49,1.29,-5.90,-23.58,-17.68,-34.00,-44.94,-29.38,96.57,-13.18,37.60,46.43,-8.09,-14.75,-35.36,-35.30,-26.03,44.44,15.60,15.65,39.19,-5.63,9.38,12.26,-3.60,-1.29,20.55,13.89,10.69,23.32,-19.06,-4.80,146.42
CWKCurrent_qq,,,,,,,-39.18,-6.48,,,26.28,32.00,17.79,4.09,7.67,-14.88,9.33,19.68,-7.42,9.87,-5.77,4.85,-8.90,-1.20,11.32,1.57,-8.30,10.94,3.59,1.62,-11.74,-9.78,-11.84,-11.97,-4.59,-6.87,-5.65,7.90,-9.33,-7.58,4.57,-7.83,-4.21,10.79,-10.03,5.41,-4.52,-4.32,1.07,-3.97,4.30,101.11,-18.42
CWKCurrent_sq,,,,,,,6.19,7.25,,,43.78,13.66,-84.24,504.80,12.04,-12.14,-43.77,77.60,3.24,-6.77,-55.82,138.22,-4.08,-24.29,-52.42,90.99,-19.97,-2.90,32.45,-15.64,26.83,3.33,-16.86,-21.75,-3.84,3.43,-4.96,52.80,-23.04,3.49,14.38,3.59,-10.80,6.21,-1.78,6.08,8.94,0.34,-4.54,18.18,-28.50,18.01,147.10
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,323.93,-124.43,,,,468.88,,-17.82,,146.39,-2.46,17.31,,-13.77,-32.25,-16.54,-0.94,-10.85,9.18,-9.66,-8.13,-9.37,3.92,53.08,-5.89,-3.18,-43.66,-71.49,-57.92,-46.10,-24.45,-18.08,-4.35,-42.12,-65.22,-58.31,-47.96,-39.00,-20.55,-12.45,-20.96,-10.33,40.93,-205.03,-227.30,-222.68,-217.77,138.59,-56.50,-89.06,796.18,-119.33,96.35
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,100.00,,-100.00,,192.02,-18.81,-100.00,,15.61,-2.36,-16.90,-8.07,-9.17,20.29,-1.37,-17.27,11.24,-0.47,0.30,-18.38,27.55,46.62,-38.34,-16.04,-25.78,-25.80,-8.98,7.53,4.03,-19.54,6.27,-34.93,-37.50,-3.55,32.67,-23.73,-18.59,6.29,19.77,-13.47,27.94,-179.22,-45.16,16.61,-22.82,125.96,-688.73,-0.74,552.25,-100.72,-11.26
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,-76.41,,,,,,,21.68,,-59.41,2.52,-14.76,,15.97,47.61,19.82,0.95,12.17,-8.41,10.69,8.85,10.34,-3.77,-34.68,6.25,3.29,77.50,250.76,137.64,85.53,32.36,22.06,4.55,72.76,187.52,139.85,92.16,63.96,25.86,14.24,26.52,11.52,-29.02,,,,,,,,,,
CWKGrahamCurrent_sy,-72.24,,,,,,,973.99,,-82.94,-83.06,-84.00,,75.92,31.22,7.42,374.15,-18.94,-12.61,-26.85,-78.51,39.12,-16.97,-1.13,72.27,-21.66,7.42,-18.82,137.34,-26.51,11.79,81.37,-0.45,34.30,-11.05,-36.73,-11.24,0.87,6.72,84.55,86.88,99.25,67.08,,,,,,,,,,
CWKGrahamCurrent_qq,,,,,,,-65.75,23.18,,,-13.50,2.42,20.33,8.79,10.10,-16.87,1.39,20.88,-10.11,0.47,-0.30,22.53,-21.60,-31.80,62.18,19.11,34.73,34.78,9.87,-7.01,-3.88,24.29,-5.89,53.67,59.98,3.68,-24.60,31.12,22.80,-5.90,-16.50,15.58,-21.84,,,,,,,,,,
CWKGrahamCurrent_sq,,,,,,,40.36,20.93,,,39.35,14.23,-77.03,381.12,3.94,-6.48,1.39,-17.75,12.06,-21.72,-70.22,432.54,-33.12,-6.78,-48.11,142.17,-8.29,-29.56,51.71,-25.02,39.51,14.28,-16.73,1.16,-7.60,-18.71,16.82,14.95,-2.23,40.57,18.29,22.56,-18.02,,,,,,,,,,
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,2742.25,-90.51,,,,-60.06,-65.53,-27.14,47.94,244.17,192.63,236.76,21.28,-77.36,-84.32,-82.90,-79.56,13.69,177.52,158.30,225.37,121.01,68.93,66.56,143.18,92.65,20.74,30.37,-52.90,-46.25,188.74,309.48,1087.43,1842.72,338.76,212.77,79.59,-60.03,-45.65,-43.02,-71.00,93.82,15.44,-20.20,179.70,-51.25,-31.37,-1.75,-25.19,102.54,91.09,31.07,-45.66
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,36.57,-59.36,-0.18,-27.91,17.87,-14.11,102.70,67.71,0.22,-1.15,-27.00,-68.69,-30.57,7.80,-12.77,74.15,69.47,0.33,9.88,18.29,29.53,-1.08,60.44,-6.29,-18.82,6.81,-42.03,6.94,336.11,51.47,68.09,74.96,-1.51,7.98,-3.48,-61.06,33.94,13.19,-50.87,160.23,-20.23,-21.76,72.20,-54.65,12.31,12.02,31.11,22.79,5.96,-23.17,-45.64
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,-96.48,953.89,,,,149.99,189.88,37.07,-32.43,-70.91,-65.80,-70.26,-17.50,341.72,537.78,483.39,388.27,-11.98,-63.96,-61.20,-69.20,-54.80,-40.83,-40.01,-58.88,-48.06,-17.20,-23.25,112.32,85.98,-65.35,-75.58,-91.58,-94.85,-77.21,-68.02,-44.32,150.20,83.98,75.49,244.81,-48.41,-13.38,25.32,-64.25,105.14,45.71,1.78,33.67,-50.63,-47.67,-23.71,84.01
CPCurrent_sy,-85.72,94.98,,,,-33.21,4.27,-69.58,-80.61,91.74,-88.12,-76.78,-63.42,-63.05,136.27,27.56,-32.32,-12.98,-19.04,39.59,75.20,-24.21,-3.42,-41.29,-53.78,28.49,-48.33,-26.26,-25.16,-5.92,-9.75,75.47,81.79,56.37,51.14,-23.81,-28.18,-34.01,-16.64,8.78,27.19,27.81,14.56,-16.94,-21.22,-14.02,9.67,61.03,26.60,14.95,-11.02,31.06,88.28
CPCurrent_qq,,,-26.81,146.16,0.15,38.56,-15.14,16.40,-50.63,-40.36,-0.21,1.21,36.96,219.34,44.08,-7.42,14.63,-42.43,-41.00,-0.34,-9.02,-15.50,-22.78,1.05,-37.64,6.73,23.10,-6.33,72.52,-6.51,-77.07,-33.99,-40.50,-42.84,1.53,-7.38,3.60,156.83,-25.34,-11.66,103.56,-61.57,25.35,27.80,-41.93,120.50,-10.97,-10.72,-23.73,-18.55,-5.63,30.15,83.95
CPCurrent_sq,,,210.87,114.77,80.58,-94.46,385.32,-37.34,15.13,-45.23,-69.93,22.47,81.37,-44.68,92.30,-33.88,-3.77,-28.88,78.92,13.99,20.78,-69.23,127.99,-30.71,-4.92,-14.46,-8.32,-1.11,-3.50,7.53,-12.04,92.25,-0.02,-7.51,-14.99,-3.08,-5.76,-15.02,7.40,26.47,10.19,-14.61,-3.73,-8.30,4.50,-6.79,22.79,34.64,-17.84,-15.37,-4.95,98.30,18.03
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,22.09,-102.47,,,,5177.78,536.62,-10.63,-59.97,54.88,-42.86,-74.80,-133.18,-183.93,-237.53,-305.57,25.60,72.32,96.20,45.29,-19.75,105.34,209.49,210.02,296.94,1600.81,189.67,-232.74,-216.79,-205.31,-63.29,283.19,359.64,635.32,3267.71,124.52,20.62,-72.37,-50.84,-44.52,-78.05,149.42,22.57,-41.79,256.02,-78.37,-73.40,4.62,-26.33,303.01,77.47,-106.06,-214.72
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,-1566.67,437.71,59.66,-43.50,43.31,-30.88,-28.48,118.60,-47.13,-69.52,-194.18,-452.99,13.37,54.43,65.92,-105.72,88.10,-555.47,25.39,109.18,143.90,558.67,33.55,-20.73,-58.46,-401.84,-17.50,28.52,114.48,1406.27,66.53,47.38,-8.90,0.42,-10.53,-66.25,62.09,13.33,-64.59,283.48,-20.34,-46.18,116.53,-76.70,-2.05,111.67,52.48,27.47,-56.87,-107.23,-2785.07
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,-18.09,,,,,,,11.90,149.77,-35.44,75.01,296.90,,,,,,,,,,,,,,-94.13,-65.44,,,,172.19,,,,-97.03,-55.46,-17.09,262.02,103.45,80.27,355.49,-59.91,-18.42,71.76,-71.91,362.19,275.83,-4.40,35.74,-75.18,-43.64,,
CZCurrent_sy,6.36,,,,,,,176.18,452.16,-59.99,-15.99,50.49,,,,,,,,,,,,,,0.58,-33.12,,,,33.63,,,,-38.43,-5.75,124.19,31.87,-24.40,-4.05,-32.08,-9.53,52.56,31.82,39.71,104.80,101.73,29.86,42.16,-8.22,-17.93,,
CZCurrent_qq,,,,,-37.36,76.98,-30.23,44.67,39.82,-54.25,89.14,228.08,,,,,,,,,,,-59.13,-84.80,-25.10,26.13,140.73,,,,,-93.36,-39.95,-32.14,9.77,-0.42,11.78,196.28,-38.31,-11.77,182.44,-73.92,25.54,85.77,-53.81,329.06,2.09,-52.75,-34.42,-21.55,131.83,,
CZCurrent_sq,,,,,-40.24,901.40,-56.38,5.79,19.47,-27.45,-8.39,89.51,,,,,,,,,,,21.58,-41.28,21.32,16.12,-19.15,,,,,-33.19,-38.21,55.40,-4.02,2.28,46.97,-8.60,-44.97,29.80,4.04,21.75,-7.21,12.15,10.27,78.47,-8.60,-27.80,20.71,15.22,-18.27,,
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,225.55,-144.34,,,,94.01,87.35,-66.19,123.07,488.24,283.33,34.10,-446.47,-342.68,-370.80,-158.70,-11.04,12.80,39.06,26.72,47.71,52.74,26.88,-41.97,-9.94,-173.48,-200.23,-101.78,-316.76,19.94,249.28,409.13,562.92,1712.23,573.51,277.73,92.79,-72.74,-51.72,-50.46,-82.42,164.84,16.53,-48.28,256.89,-82.64,-68.08,14.05,-23.89,391.21,51.90,-108.73,-222.22
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,8.16,86.58,-250.95,86.16,-94.12,-76.26,148.71,132.94,-8.33,-163.36,-156.09,-63.16,-2.29,39.47,-9.92,-28.13,28.52,27.21,21.56,-15.79,-10.61,-41.32,39.26,-188.03,-21.42,5.02,-25.46,44.67,326.41,96.69,87.88,92.69,-5.42,10.31,-4.11,-72.75,67.49,13.19,-65.97,310.45,-26.31,-49.76,134.84,-80.04,35.50,79.53,56.71,28.85,-58.10,-110.32,-2094.35
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.15,-73.53,-48.13,266.80,107.13,101.85,468.79,-62.24,-14.18,93.36,-71.98,476.03,213.31,-12.33,31.39,-79.64,-34.17,,
CZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.65,-35.54,2.32,70.32,35.68,49.02,118.60,-11.05,43.87,31.73,-38.03,-2.75,-15.61,-28.99,-10.16,-14.78,-34.79,,
CZOCurrent_qq,,,,,,,,,,-57.14,9.17,,,,,,,,,,,,,,,,,,,,,-49.16,-46.78,-48.11,5.73,-9.35,4.28,266.99,-40.29,-11.66,193.86,-75.64,35.70,99.04,-57.42,400.87,-26.19,-44.31,-36.19,-22.38,138.66,,
CZOCurrent_sq,,,,,,,,,,-23.99,-68.79,,,,,,,,,,,,,,,,,,,,,4.77,-33.17,1.82,-4.12,-1.20,6.08,69.50,-23.62,8.51,55.62,-31.03,23.54,-0.65,-26.79,8.22,7.20,-16.40,-7.37,2.66,-17.97,,
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,-15.40,213.70,,,,-65.09,7.34,33.20,,11.81,1.35,-4.45,20.16,18.02,7.73,-12.03,-12.93,-10.52,-6.45,6.03,0.71,9.02,-7.12,-2.38,-1.20,-6.10,2.29,-1.90,-0.86,-5.65,-5.85,-35.50,-8.37,-1.24,3.78,48.30,12.92,-10.10,-7.72,-4.89,-11.48,-2.67,-22.13,-1.65,-2.58,6.06,27.39,4.22,4.26,3.06,0.77,-3.93,-5.49
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,-60.70,-10.10,11.24,-11.18,20.85,11.55,-16.48,-0.69,9.54,5.17,5.03,-2.46,-0.01,-14.12,3.96,0.24,4.53,-2.67,-1.26,8.52,-10.94,2.30,-0.07,3.14,-2.98,-1.89,0.99,-1.85,-3.19,-32.79,43.47,5.79,1.73,-3.95,9.24,-15.78,4.43,-1.01,1.67,-7.39,-16.46,25.03,0.71,0.82,0.34,2.29,0.75,-0.35,-1.89,-2.47,-0.88
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,-97.02,3206.01,,,,-12.73,211.15,82.57,-32.43,-67.48,-65.34,-71.58,-0.87,421.31,587.05,413.20,325.12,-21.23,-66.28,-58.86,-68.98,-50.71,-45.05,-41.44,-59.37,-51.23,-15.31,-24.71,110.51,75.47,-67.38,-84.25,-92.28,-94.92,-76.35,-52.58,-37.12,124.94,69.78,66.92,205.19,-49.78,-32.55,23.25,-65.17,117.56,85.61,6.07,39.37,-49.12,-47.26,-26.70,73.91
EVPCurrent_sy,-87.67,125.88,,,,-34.49,-0.33,-66.62,-80.61,-32.28,-87.17,-81.04,-66.33,31.99,126.74,33.58,-26.46,22.51,-8.35,69.89,75.20,-14.66,73.48,56.23,-53.91,33.05,-48.95,-28.11,78.90,52.65,53.03,39.73,79.28,11.35,7.74,-23.94,-41.10,-41.86,-36.71,-10.25,51.60,28.32,120.77,-12.13,-6.95,25.95,-7.31,62.35,6.90,18.93,-1.69,6.31,-0.29
EVPCurrent_qq,,,-71.24,121.29,11.41,23.07,2.56,29.84,-58.77,-40.77,9.31,6.44,43.85,211.46,44.07,-20.49,19.16,-42.29,-38.33,-2.99,-10.17,-8.30,-31.23,3.37,-37.68,10.08,19.43,-8.10,74.23,-8.24,-77.80,-55.63,-14.64,-39.54,3.29,-11.05,13.19,116.30,-22.04,-12.55,106.96,-64.41,4.72,59.80,-41.51,122.30,-10.66,-8.68,-23.16,-18.84,-7.41,26.93,82.32
EVPCurrent_sq,,,213.17,94.90,98.58,-94.59,376.43,-34.73,15.39,-81.13,-9.76,-3.53,104.91,-26.00,55.02,-43.17,12.82,23.26,15.96,5.35,16.34,-39.95,135.72,-5.12,-65.68,73.33,-9.56,33.62,-14.59,47.89,-9.33,22.01,9.59,-8.15,-12.27,-13.87,-15.14,-9.32,-4.50,22.14,43.33,-23.25,64.30,-51.39,51.78,3.89,20.92,-14.85,-0.06,15.58,-0.05,-7.92,-6.26
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,167.37,-807.42,,,,-481.44,-748.49,20.08,534.31,128.89,155.33,-45.40,-134.62,-148.62,-139.77,66.04,21.57,-2.60,-53.34,-44.74,-92.50,-130.54,-27.05,31.24,10.13,65.63,65.92,51.40,76.20,-17.86,163.11,120.86,119.79,106.13,-84.59,-60.74,-41.43,229.75,91.16,91.97,403.45,-63.25,-33.18,90.18,-72.70,510.94,299.11,-8.63,36.99,-79.02,-33.66,-1200.40,-177.33
EVEBITCurrent_sy,3026.93,231.70,,,,-79.57,-75.66,-139.93,53135.08,17.37,-38.33,94.59,-99.06,-101.94,-112.50,-382.59,-240.16,-1827.99,-1121.59,-82.50,-21.92,202.54,134.97,120.98,270.00,-71.94,38.67,344.97,1017.31,390.52,192.87,46.49,24.65,-24.86,-41.95,-13.23,88.69,285.86,86.53,27.46,8.98,-27.68,-22.69,28.80,-65.83,-11.98,-28.14,-92.93,36.41,-39.46,40.98,-225.98,61.74
EVEBITCurrent_qq,,,57.20,-571.14,68.36,-539.79,37.55,36.79,271.95,-57.44,19.59,-266.13,59.06,40.24,2.17,-41.85,5.43,21.82,-46.21,-33.89,-25.78,6.37,19.43,27.54,-64.42,64.19,20.13,-3.35,19.50,-77.36,142.77,-65.83,-23.64,-45.10,7.55,-12.93,13.92,209.08,-37.65,-12.56,198.77,-77.44,13.37,148.87,-57.12,404.98,-25.94,-43.03,-35.71,-22.65,134.16,-1045.00,95.48
EVEBITCurrent_sq,,,-43.61,13.97,-99.89,29968.31,-32.82,-286.97,240.95,-33.71,-64.70,-116.39,124.58,-236.24,-127.68,-532.93,92.86,-1774.02,-44.26,5.44,95.23,1676.25,-50.80,-43.29,-61.34,160.17,143.12,81.98,-2.94,14.22,45.16,-8.98,-17.41,-31.15,12.16,36.05,79.60,40.80,-45.78,-7.03,53.55,-6.56,-42.04,54.88,-59.26,140.69,-52.68,-84.75,685.52,6.82,10.19,-113.63,1108.50
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,161.82,-886.39,,,,-504.80,-754.66,22.76,497.24,125.01,150.11,-47.15,-137.55,-150.56,-141.49,67.22,21.94,-2.55,-53.92,-45.03,-94.38,-132.87,-27.61,30.94,8.91,66.00,66.31,52.40,77.04,-17.48,162.45,120.78,119.74,106.08,-84.55,-60.70,-41.41,229.35,90.97,91.76,400.92,-63.26,-33.28,89.10,-72.65,500.50,294.86,-8.65,36.83,-78.69,-33.34,-1308.56,-178.03
EVEBITDACurrent_sy,133.93,205.21,,,,-58.93,-72.84,-69.18,75123.48,-19.19,-37.31,-10.27,-99.39,-94.57,-101.16,-77.10,-186.82,40.54,1971.49,438.55,3605.53,679.79,24.23,-88.78,-3.52,7.14,489.86,616.32,63.96,8.67,32.01,-37.16,28.94,-9.78,-41.31,45.16,80.60,77.45,53.94,49.25,12.04,-8.78,3.90,11.38,-65.76,-5.33,-37.29,-93.30,121.66,-41.71,37.71,-235.09,-4.75
EVEBITDACurrent_qq,,,57.91,-580.61,69.80,-599.20,40.53,38.49,255.30,-55.98,19.16,-280.63,60.38,40.71,2.23,-42.75,5.66,22.11,-46.74,-34.50,-26.45,6.69,19.59,27.21,-66.78,65.17,20.32,-2.85,19.57,-78.21,142.36,-65.78,-23.59,-45.08,7.55,-12.93,13.92,208.71,-37.64,-12.56,197.58,-77.36,13.24,147.83,-56.96,397.20,-25.54,-42.67,-35.53,-22.58,132.96,-1139.46,95.84
EVEBITDACurrent_sq,,,-29.89,20.61,-99.92,61608.26,-53.63,36.86,92.11,-33.71,-64.03,95.86,-98.69,486.25,-107.66,3979.25,-104.98,1049.02,2.02,1016.32,-67.57,111.11,-83.75,0.86,178.78,134.45,-10.52,22.48,-36.19,55.39,8.69,-41.70,30.94,8.73,-29.29,44.19,62.91,6.83,-38.66,39.80,22.29,-13.02,-30.13,49.86,-62.41,140.53,-53.71,-83.99,1143.51,-36.74,9.34,-115.71,976.79
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,-51.53,-102.55,,,,2322.67,,-39.93,,-41.96,-55.56,-72.33,,-271.52,-339.63,-330.96,22.36,66.80,96.09,27.23,-37.05,105.35,209.09,197.83,307.00,1635.59,195.45,-252.75,-225.02,-212.70,-62.05,253.52,285.27,430.94,2143.24,54.86,-11.01,-75.02,-57.74,-52.69,-79.24,101.57,4.56,-40.44,213.42,-78.21,-73.28,-9.37,-28.33,257.04,71.68,-112.36,-288.54
ROE_sy,-38.95,192.30,,,,13.19,,-13.05,,-57.87,-76.61,-93.08,,-42.69,-47.35,164.66,-256.92,-64.50,191.65,-10.51,137.05,318.58,10.92,171.43,-126.51,-2.80,-36.70,44.21,720.45,-1.44,-45.01,-58.23,-17.58,9.02,155.07,70.10,205.11,-23.71,-33.21,-37.33,-85.21,-51.03,-85.08,-85.61,58.62,7.63,127.38,259.49,116.15,63.00,249.21,-53.87,-192.10
ROE_qq,,,,,,,-12.81,-35.36,,,-33.23,-59.75,-210.96,-475.22,6.72,61.21,62.70,-145.98,89.02,-622.31,29.75,109.61,123.73,547.73,48.65,-19.43,-61.91,-434.87,-21.67,27.38,112.82,1254.73,46.83,29.72,-13.07,-6.48,-15.62,-63.59,47.06,4.70,-62.97,253.49,-23.71,-40.35,94.86,-75.43,-6.44,102.30,54.10,22.42,-55.01,-114.56,-2251.02
ROE_sq,,,,,,,-0.06,-19.34,,,-44.53,-76.14,114.66,101.75,-49.05,19.93,-227.27,145.65,318.58,-63.20,-47.30,415.66,10.92,-9.95,-105.15,1990.91,-27.76,105.16,-77.86,200.37,-59.70,55.82,-56.31,297.33,-5.70,3.91,-21.63,-0.66,-17.45,-2.49,-81.51,229.06,-74.85,-5.95,103.80,123.29,-46.87,48.69,22.54,68.39,13.82,-80.36,-344.66
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
