,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
WKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_yy,14.07,1.09,,,,9.03,9.93,26.79,21.00,27.09,23.95,6.58,0.66,-10.65,-3.22,1.18,18.27,28.05,19.73,18.89,-3.95,8.25,12.16,-2.51,-1.77,-10.78,-9.52,23.97,53.74,78.96,60.97,25.60,11.90,1.78,4.43,6.01,10.56,-28.58,-0.24,2.21,1.54,1.90,-30.96,-34.02,-30.10,-4.13,16.92,16.91,6.61,31.79,13.90,14.43,20.63
WKCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_qq,,,5.93,-1.15,2.86,1.23,6.80,14.00,-1.83,6.33,4.16,-1.97,-7.28,-5.62,12.83,2.47,8.39,2.18,5.50,1.75,-12.44,15.16,9.31,-11.55,-11.78,4.61,10.85,21.18,9.41,21.76,-0.29,-5.44,-2.53,10.75,2.31,-4.01,1.65,-28.45,42.89,-1.65,0.99,-28.20,-3.20,-6.01,6.99,-1.51,18.05,-6.01,-2.44,21.76,2.03,-5.58,2.84
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,-12.33,-1.08,,,,-8.29,-9.03,-21.13,-17.36,-21.31,-19.33,-6.18,-0.66,11.91,3.32,-1.16,-15.45,-21.90,-16.48,-15.89,4.12,-7.62,-10.84,2.57,1.81,12.08,10.52,-19.33,-34.95,-44.12,-37.88,-20.39,-10.63,-1.75,-4.24,-5.67,-9.55,40.01,0.24,-2.16,-1.52,-1.87,44.85,51.56,43.07,4.31,-14.47,-14.46,-6.20,-24.13,-12.21,-12.61,-17.10
CWKCurrent_sy,-49.76,-46.22,,,,-14.85,-26.68,-38.39,-58.22,-9.68,-2.88,1.73,34.29,-17.80,-13.84,6.03,11.61,7.99,0.76,-0.35,56.76,49.50,13.60,-1.63,1.81,2.69,34.27,30.39,-65.77,4.58,-3.82,-6.48,16.97,-7.48,12.77,20.71,1.99,-10.11,-11.02,-10.84,-8.49,-3.21,-2.11,-0.49,-1.64,-9.47,-16.12,-12.34,-5.16,-2.61,3.40,0.27,36.18
CWKCurrent_qq,,,-5.60,1.17,-2.79,-1.22,-6.36,-12.28,1.86,-5.95,-4.00,2.01,7.86,5.95,-11.37,-2.41,-7.74,-2.14,-5.21,-1.72,14.21,-13.17,-8.52,13.06,13.36,-4.40,-9.79,-17.48,-8.60,-17.87,0.29,5.75,2.60,-9.71,-2.25,4.18,-1.62,39.76,-30.02,1.68,-0.98,39.26,3.30,6.39,-6.53,1.54,-15.29,6.40,2.51,-17.87,-1.99,5.91,-2.76
CWKCurrent_sq,,,-2.66,4.87,114.93,-61.19,-16.18,-11.87,45.74,-16.10,-9.87,-7.68,92.37,-48.64,-5.54,13.61,102.48,-50.31,-11.86,12.36,218.55,-52.61,-33.03,-2.70,229.67,-52.20,-12.44,-5.51,-13.45,46.05,-19.47,-8.12,8.25,15.52,-1.85,-1.66,-8.54,1.81,-2.84,-1.46,-6.13,7.69,-1.74,0.18,-7.21,-0.90,-8.95,4.69,0.39,1.77,-3.32,1.52,36.34
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,142.21,2.91,,,,6.98,-22.28,-35.34,-41.27,-26.71,-0.32,11.99,1.37,-14.48,-3.58,-5.05,29.16,43.81,33.86,60.92,22.66,29.97,14.35,-90.51,-103.39,-85.89,-67.82,533.84,2627.49,826.39,613.44,238.29,150.80,93.54,13.19,-51.36,-86.46,-155.69,-100.76,-94.37,-79.45,7.28,-6162.34,-2379.10,-2562.45,-19.72,42.77,45.63,46.05,225.45,371.11,437.66,418.20
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,13.88,-1.89,6.99,-10.52,-17.27,-18.37,-2.83,11.68,12.52,-8.29,-12.04,-5.78,26.85,-9.68,19.64,4.91,18.07,8.58,-8.80,11.18,3.88,-90.99,-132.56,562.83,136.94,77.53,29.82,69.64,82.47,-15.82,-3.75,30.91,6.72,-63.83,-73.21,-638.54,98.55,369.25,-2.33,-2530.31,2.01,2.01,-5.53,-18.16,53.16,6.91,-4.70,374.76,1.24,15.95,-1.34
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,-58.71,-2.82,,,,-6.52,28.67,54.66,70.29,36.44,0.32,-10.70,-1.35,16.92,3.72,5.31,-22.58,-30.46,-25.29,-37.86,-18.47,-23.06,-12.55,953.39,,608.80,210.73,-84.22,,-89.21,-85.98,-70.44,-60.13,-48.33,-11.65,105.58,638.69,,,1674.52,386.83,,,,,,,,,,,,
CWKGrahamCurrent_sy,-72.66,161.19,,,,-35.25,-53.07,-19.68,57.51,-49.03,-31.97,-45.07,-39.66,-16.38,5.38,39.73,-30.09,-5.99,-18.81,6.40,54.50,125.66,61.07,3.47,,-23.17,-18.90,-37.01,,20.45,-29.41,3.89,-11.66,-2.34,-1.79,8.40,32.79,,,103.21,167.50,,,,,,,,,,,,
CWKGrahamCurrent_qq,,,-12.19,1.92,-6.54,11.76,20.87,22.51,2.91,-10.46,-11.13,9.04,13.69,6.13,-21.16,10.72,-16.42,-4.68,-15.31,-7.90,9.66,-10.05,-3.73,1009.39,,,-57.80,-43.67,-22.97,-41.05,-45.20,18.80,3.90,-23.61,-6.30,176.44,273.32,,,,2.42,,,,,,,,,,-1.22,-13.76,1.36
CWKGrahamCurrent_sq,,,14.42,-32.62,-3.45,-13.02,-17.06,15.32,89.34,-71.85,10.69,-6.89,107.99,-60.99,39.49,23.45,4.07,-47.54,20.46,61.79,51.12,-23.38,-14.02,3.93,,,-9.24,-19.28,-1.67,67.21,-46.81,18.80,-16.39,84.86,-46.51,31.11,2.43,,,,34.83,,,,,,,,,,10.56,5.44,-44.54
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,15.83,13.85,,,,6.93,3.75,10.51,19.60,15.80,21.21,39.48,40.06,41.69,49.12,19.78,17.85,18.57,-0.58,-6.95,-11.58,-9.11,4.89,21.97,38.88,67.14,93.30,136.53,154.26,115.97,51.33,-1.12,-37.82,-66.37,-63.57,-56.82,-44.81,-11.10,-6.17,-9.71,-4.39,-2.87,-3.83,0.51,3.31,10.20,10.77,4.01,-3.50,9.05,37.37,45.25,50.30
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,3.95,0.10,-3.81,6.83,0.86,6.63,4.10,3.43,5.57,22.70,4.53,4.63,11.11,-1.45,2.86,5.27,-6.83,-7.76,-2.26,8.22,7.51,7.26,11.29,30.23,24.34,31.26,19.63,10.62,-12.88,-14.24,-24.77,-40.16,-5.62,1.64,-3.85,-3.62,-0.39,-2.20,1.82,-2.09,-1.37,2.22,4.65,4.44,-0.85,-4.03,-2.90,18.02,24.89,1.48,0.48
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,-13.66,-12.16,,,,-6.49,-3.62,-9.51,-16.38,-13.64,-17.50,-28.30,-28.60,-29.42,-32.94,-16.51,-15.15,-15.66,0.58,7.47,13.11,10.01,-4.65,-18.01,-28.00,-40.17,-48.26,-57.72,-60.67,-53.69,-33.93,1.12,60.81,197.34,174.49,131.61,81.18,12.48,6.57,10.76,4.60,2.96,3.98,-0.51,-3.21,-9.25,-9.72,-3.85,3.63,-8.30,-27.20,-31.15,-33.47
CPCurrent_sy,20.24,-17.93,,,,-18.79,-18.51,-19.83,-15.33,-7.29,-4.76,-4.46,-2.90,6.28,-5.16,28.57,43.11,45.41,37.71,-4.84,-26.31,-2.81,-31.60,-28.48,0.39,-7.08,8.85,-3.76,-26.46,-4.85,-18.19,6.91,53.69,-7.09,63.76,47.50,20.80,16.76,10.56,3.44,-20.25,-24.01,-23.40,-28.24,-7.91,-8.14,-14.36,-7.33,-18.17,-18.54,-7.77,-8.59,55.28
CPCurrent_qq,,,-3.80,-0.10,3.96,-6.39,-0.85,-6.22,-3.94,-3.32,-5.28,-18.50,-4.34,-4.43,-10.00,1.47,-2.78,-5.00,7.33,8.41,2.32,-7.60,-6.98,-6.77,-10.14,-23.22,-19.56,-23.81,-16.41,-9.61,14.77,16.60,32.94,67.13,5.96,-1.61,3.99,3.76,0.39,2.25,-1.79,2.13,1.38,-2.17,-4.45,-4.25,0.86,4.19,2.98,-15.27,-19.93,-1.45,-0.49
CPCurrent_sq,,,-4.66,-0.95,-6.82,-7.71,-4.34,-2.55,-1.59,1.05,-1.73,-2.24,0.02,10.61,-12.31,32.52,11.33,12.38,-16.95,-8.43,-13.78,48.22,-41.55,-4.26,21.03,37.19,-31.53,-15.34,-7.52,77.51,-41.13,10.63,32.94,7.31,3.76,-0.35,8.88,3.72,-1.75,-6.76,-16.06,-1.17,-0.96,-12.66,7.71,-1.42,-7.67,-5.48,-4.89,-1.86,4.53,-6.32,61.57
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,2530.36,-4.34,,,,-8.67,-20.49,-9.83,-10.57,38.23,56.49,138.73,134.43,35.27,58.50,7.40,15.51,42.38,-42.57,-10.38,-46.73,-53.60,58.61,-51.40,-0.77,40.44,-5.84,150.12,121.56,118.76,50.35,72.74,5.45,-12.76,18.46,-47.60,-15.40,-253.72,-252.11,-324.10,-285.34,124.94,127.99,138.64,135.27,27.01,158.98,84.44,127.40,165.48,-48.49,-50.82,-46.08
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,8.59,-17.85,5.66,-3.11,-5.46,-6.84,4.80,49.76,7.02,42.12,2.92,-13.59,25.40,-3.70,10.69,6.51,-49.41,50.27,-34.20,-7.24,72.93,-53.95,34.34,31.28,15.95,22.32,19.00,29.62,-20.31,40.53,-27.35,7.23,8.21,-37.83,17.29,-294.83,-7.07,8.41,3.00,126.22,20.12,26.45,-11.46,-5.56,144.95,-9.95,9.17,10.25,-52.47,-14.03,19.68
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,-96.20,4.55,,,,9.48,25.76,10.92,11.80,-27.65,-36.09,-58.11,-57.34,-26.07,-36.91,-6.89,-13.43,-29.77,74.11,11.57,87.72,115.53,-36.95,105.77,0.77,-28.80,6.21,-60.02,-54.87,-54.29,-33.49,-42.11,-5.17,14.63,-15.58,90.83,18.20,,,,,,,,,-21.27,-61.39,-45.78,-56.02,-62.33,94.13,103.33,85.47
CZCurrent_sy,-68.89,-23.24,,,,-47.84,-48.65,-47.49,-33.27,0.75,-8.59,8.48,58.60,71.34,76.81,65.29,17.70,7.35,-21.72,-25.95,-25.45,108.18,72.74,110.56,71.48,-59.58,-55.17,-62.15,-41.01,89.57,162.79,51.30,25.70,-32.20,-38.81,15.64,13.74,,,,,,,,,-26.47,-11.60,1.00,22.12,12.90,12.43,-12.03,13.50
CZCurrent_qq,,,-7.91,21.72,-5.35,3.20,5.77,7.36,-4.60,-33.22,-6.56,-29.64,-2.83,15.73,-20.26,3.84,-9.66,-6.11,97.68,-33.46,52.00,7.80,-42.18,117.18,-25.56,-23.83,-13.75,-18.25,-15.97,-22.85,25.49,-28.84,37.65,-6.74,-7.58,60.85,-14.73,,,,,,-16.75,-20.92,12.95,5.89,-59.17,11.05,-8.40,-9.30,110.40,16.31,-16.44
CZCurrent_sq,,,22.15,-5.95,-27.09,-37.73,20.24,-3.82,-7.35,-5.97,9.09,14.15,35.45,1.58,12.58,6.71,-3.55,-7.36,-17.91,0.95,-2.89,158.69,-31.88,23.05,-20.92,-39.03,-24.44,3.90,23.24,95.93,4.74,-40.18,2.39,5.68,-5.47,13.06,0.71,,,,,,-24.09,-1.95,-4.64,3.60,-8.73,12.02,15.29,-4.22,-9.12,-12.35,48.75
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,989.75,-12.20,,,,-10.14,-24.61,-11.68,-23.31,24.07,59.60,129.26,164.35,69.41,81.48,21.92,29.58,40.02,-8.00,-25.55,-43.85,-46.41,-35.01,-13.86,-4.23,25.96,35.98,70.40,115.35,111.46,70.04,-7.07,-49.68,-69.04,-58.08,-7.82,46.84,-416.29,-391.25,-269.24,-257.67,140.56,141.07,134.67,146.36,-0.56,-11.16,41.18,-11.52,-1.41,16.31,-15.66,33.31
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,7.75,-14.36,5.88,-8.02,-9.60,0.32,-8.06,48.80,16.29,44.10,6.01,-4.64,24.57,-3.19,12.67,3.04,-18.15,-21.67,-15.01,-1.65,-0.74,3.83,-5.51,29.35,7.16,30.11,19.41,27.01,-13.83,-28.89,-35.34,-21.86,16.69,56.36,3.00,-268.30,-7.45,9.14,4.04,143.30,8.80,-23.30,28.30,-7.12,-2.80,21.89,-19.59,3.49,14.67,-11.61,27.10
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,-90.83,13.89,,,,11.28,32.64,13.22,30.39,-19.39,-37.34,-56.38,-62.17,-40.97,-44.90,-17.98,-22.82,-28.58,8.70,34.33,78.08,86.59,53.87,16.09,4.42,-20.61,-26.46,-41.32,-53.57,-52.71,-41.19,7.61,98.75,223.04,138.54,8.48,-31.90,,,,,,,,,0.57,12.56,-29.17,13.02,1.42,-14.02,18.58,-24.99
CZOCurrent_sy,-56.52,-25.80,,,,-48.29,-49.40,-55.52,-34.84,9.93,15.11,57.25,68.61,29.81,31.25,32.85,41.53,15.75,0.55,-16.26,-31.14,58.78,-10.71,-32.68,-21.72,-42.60,-17.25,-4.66,7.74,32.30,89.43,144.85,93.98,6.92,-12.56,-21.60,-13.78,,,,,,,,,-19.88,1.94,32.34,42.08,5.72,-3.65,-17.83,-3.01
CZOCurrent_qq,,,-7.19,16.78,-5.55,8.71,10.62,-0.31,8.76,-32.79,-14.01,-30.61,-5.68,4.87,-19.73,3.30,-11.24,-2.95,22.17,27.65,17.67,1.68,0.75,-3.68,5.83,-22.69,-6.68,-23.14,-16.26,-21.26,16.05,40.63,54.67,27.98,-14.31,-36.05,-2.91,,,,,,-8.09,30.37,-22.06,7.68,2.87,-17.96,24.37,-3.37,-12.79,13.14,-21.33
CZOCurrent_sq,,,8.83,6.47,-32.96,-33.43,6.49,-6.40,-1.80,12.31,11.51,27.86,5.29,-13.53,12.75,29.42,12.17,-29.28,-2.05,7.77,-7.76,63.06,-44.92,-18.75,7.27,19.56,-20.59,-6.39,21.22,46.81,13.70,21.00,-3.96,-19.08,-7.02,8.49,5.61,,,,,,-14.12,-16.76,4.07,7.70,9.26,8.07,11.74,-19.86,-0.43,-7.84,31.89
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,-2.84,0.22,,,,-1.39,-0.08,-4.00,-3.30,1.78,0.16,2.07,8.44,5.11,6.63,6.37,-1.78,-1.68,-4.75,-8.32,-2.06,-1.67,2.85,14.99,13.13,15.80,15.58,3.22,5.23,2.87,-3.10,-6.47,-8.91,-19.42,-15.50,6.16,13.94,33.71,31.88,6.95,-1.06,-4.29,-0.82,1.65,0.75,-2.02,-11.28,-0.71,-4.21,-34.45,-30.49,-32.98,-29.85
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,0.05,3.63,-0.85,-4.08,1.38,-0.43,-0.13,0.95,-0.22,1.47,6.10,-2.14,1.22,1.22,-2.03,-2.05,-1.95,-2.57,4.66,-1.65,2.56,8.93,2.97,0.67,2.36,-2.72,4.97,-1.58,-3.58,-6.10,2.22,-12.93,1.11,17.96,9.73,2.17,-0.28,-4.33,1.51,-1.17,3.34,-1.95,0.62,-3.89,-6.43,9.73,-2.93,-34.23,-0.78,5.80,1.60
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,-16.11,-11.97,,,,-7.78,-3.70,-13.13,-19.14,-12.11,-17.37,-26.82,-22.58,-25.81,-28.49,-11.19,-16.65,-17.08,-4.20,-1.47,10.76,8.18,-1.94,-5.73,-18.54,-30.71,-40.21,-56.36,-58.62,-52.37,-35.97,-5.41,46.52,139.58,131.93,145.85,106.45,50.40,40.55,18.46,3.49,-1.46,3.13,1.13,-2.48,-11.08,-19.90,-4.53,-0.74,-39.89,-49.39,-53.85,-53.33
EVPCurrent_sy,18.21,-29.98,,,,1.32,-6.33,-2.91,-20.66,-15.99,-5.44,-19.60,2.41,-7.37,-6.25,22.43,49.13,84.59,40.38,-7.49,-27.58,9.11,-18.33,6.01,-15.97,-11.93,-0.50,-18.61,4.18,-8.37,-8.91,6.15,39.25,-7.69,31.72,41.98,22.10,17.48,18.52,5.94,-12.26,-14.27,-11.33,-16.55,-7.27,-6.70,-14.39,-11.55,0.63,-6.90,-9.42,-2.06,11.09
EVPCurrent_qq,,,-3.75,3.53,3.07,-10.21,0.51,-6.62,-4.07,-2.40,-5.49,-17.30,1.49,-6.47,-8.91,2.71,-4.75,-6.95,5.24,5.63,7.08,-9.12,-4.60,1.55,-7.47,-22.70,-17.68,-25.88,-12.27,-11.02,10.66,9.49,35.90,45.50,7.13,16.06,14.12,6.00,0.11,-2.18,-0.30,0.93,4.77,-4.08,-3.86,-7.97,-5.63,14.33,-0.03,-44.27,-20.55,4.26,1.11
EVPCurrent_sq,,,3.10,9.01,-8.75,-1.20,-4.68,12.99,-25.44,4.62,7.29,-3.94,-5.02,-5.38,8.59,25.44,15.70,17.12,-17.42,-17.34,-9.43,76.47,-38.19,7.30,-28.21,84.95,-30.17,-12.23,-8.10,62.68,-30.58,2.28,20.55,7.84,-0.94,10.25,3.67,3.77,-0.07,-1.46,-14.14,1.39,3.36,-7.25,-4.59,2.01,-5.16,-4.18,8.55,-5.62,-7.73,3.60,23.12
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,-91.09,14.14,,,,9.73,32.53,8.70,26.09,-17.96,-37.24,-55.48,-58.98,-37.96,-41.24,-12.75,-24.19,-29.78,3.53,23.15,74.41,83.47,58.26,33.49,18.13,-8.06,-15.00,-39.43,-51.14,-51.35,-43.01,0.65,81.04,160.31,101.58,15.16,-22.41,-142.28,-145.28,-163.20,-162.75,335.96,341.47,393.16,317.34,-1.46,-0.13,-29.67,8.26,-33.51,-40.24,-20.53,-47.38
EVEBITCurrent_sy,-37.88,-5.72,,,,-31.53,-47.30,-53.16,-32.85,-21.29,71.00,139.00,60.54,44.95,-20.16,-23.59,40.45,12.31,33.75,-12.72,-56.76,37.55,-18.11,-19.75,37.47,-23.36,-21.91,10.92,23.29,51.04,213.02,194.99,96.52,-9.78,-37.19,-40.01,-20.70,-13.68,-25.29,-18.63,-5.41,-3.17,-14.85,-19.12,-38.38,-24.37,-7.05,-2.62,36.88,-1.20,-9.87,-10.67,2.81
EVEBITCurrent_qq,,,-7.14,21.03,-6.36,4.28,12.15,-0.74,8.62,-32.15,-14.20,-29.58,0.07,2.62,-18.75,4.56,-13.05,-4.94,19.79,24.38,23.15,,3.33,4.92,8.97,-22.17,-4.47,-25.23,-12.10,-22.51,11.89,32.05,58.11,11.42,-13.35,-24.56,6.53,-160.71,7.19,-5.29,-5.79,328.26,-5.02,27.83,-21.57,3.49,-3.74,-9.98,20.72,-36.44,-13.47,19.70,-20.07
EVEBITCurrent_sq,,,15.42,-2.02,-34.55,-7.50,-11.16,-12.91,-6.17,8.43,93.01,21.72,-36.98,-2.10,6.31,16.49,15.85,-21.72,26.60,-23.99,-42.60,,-24.62,-25.52,-1.67,38.82,-23.20,5.81,9.28,70.08,59.16,-0.29,-27.19,-21.92,10.80,-4.76,-3.75,-15.01,-4.11,3.74,11.88,-12.99,-15.67,-1.47,-14.76,6.79,3.63,3.23,19.81,-22.92,-5.46,2.31,37.90
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,-64.53,12.56,,,,5.46,18.87,2.81,15.26,-14.85,-31.77,-49.03,-51.64,-33.18,-36.66,-10.69,-22.22,-28.57,0.15,14.94,56.49,61.87,42.95,23.22,4.06,-16.64,-25.14,-45.33,-50.32,-45.44,-35.17,6.35,66.54,84.36,58.83,14.45,-13.32,-190.60,-187.18,-205.03,-202.95,240.35,251.47,271.22,237.21,-0.22,-1.98,-23.43,2.71,-33.05,-38.99,-26.56,-46.17
EVEBITDACurrent_sy,7.12,-18.38,,,,-43.11,-25.35,-31.23,-22.33,12.82,1.39,67.62,46.27,66.80,56.65,22.04,32.61,-12.73,-17.73,-25.26,7.29,41.50,23.07,9.63,-15.18,-32.99,-40.07,-20.73,-9.10,18.57,103.75,78.93,51.67,2.19,-22.63,-21.28,-10.81,10.40,1.73,14.15,-5.00,-23.55,-26.82,-39.30,-21.55,-6.21,7.96,14.86,-1.74,-16.82,-17.98,-17.29,22.25
EVEBITDACurrent_qq,,,-2.98,14.28,-5.45,0.60,9.35,-1.16,6.01,-25.68,-12.38,-26.16,0.57,2.69,-16.94,4.12,-12.41,-5.70,16.46,19.50,19.25,-2.46,2.84,3.01,0.71,-21.86,-7.64,-24.78,-8.47,-14.20,9.73,23.40,43.33,-5.01,-5.46,-11.08,8.55,-199.29,9.03,-7.12,-6.40,235.37,-1.82,21.09,-14.74,-1.56,-3.55,-5.41,14.36,-35.84,-12.10,13.87,-16.17
EVEBITDACurrent_sq,,,-3.09,-11.99,-23.55,-12.75,27.15,-18.92,-13.66,26.74,14.27,34.04,-24.66,44.53,7.32,4.43,-18.13,-4.88,1.16,-5.13,17.53,25.45,-12.02,-15.49,-9.07,-0.89,-21.32,11.78,4.28,29.28,35.21,-1.83,-11.61,-12.89,2.36,-0.12,0.16,7.82,-5.68,12.07,-16.64,-13.23,-9.72,-7.05,7.73,3.75,3.92,-1.10,-7.84,-12.18,2.47,-0.28,36.22
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,2215.94,-5.38,,,,-16.27,-27.68,-28.88,-26.08,8.77,26.23,123.91,132.82,51.42,63.75,6.19,-2.33,11.18,-52.05,-24.61,-44.56,-57.12,41.49,-50.18,1.05,57.34,4.07,101.83,44.14,22.25,-6.60,37.55,-5.79,-14.28,13.42,-50.59,-23.46,-315.19,-252.51,-319.34,-282.55,124.47,140.52,158.55,150.47,32.56,121.57,57.81,113.24,101.40,-54.78,-57.04,-55.31
