,2004/Q4,2005/Q4,2006/Q4,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
CWKCurrent_yy,,-59.60,-7.05,-26.78,,,,-7.97,-21.95,,,18.09,54.45,,,10.82,-2.95,3.44,,-88.92,-69.85,-70.35,,172.23,-1.88,-2.37,-1.02,28.53,30.83,31.35,21.50,-6.64,-4.54,-1.49,2.63,0.56,-0.32,-1.56,-1.15,23.50,-64.42,-64.10,-66.07,-72.60,-1.13,-3.44
CWKCurrent_sy,,-8.28,-3.80,-33.93,,,,-9.51,-19.45,,,-10.31,1.22,,,-4.40,-7.69,10.04,,-27.90,-43.67,-37.40,,-13.75,-8.60,-8.00,-2.00,8.47,10.58,6.01,3.70,-1.39,-6.86,-5.76,-4.82,-2.83,-2.71,2.54,5.00,1.42,-1.95,-9.20,-11.05,-43.61,0.62,-1.80
CWKCurrent_qq,,,,,0.90,10.68,,,-14.43,,,,11.92,-5.48,,,-1.99,0.74,,,166.76,-0.93,1.10,1.89,-3.85,-1.42,2.49,32.31,-2.13,-1.03,-5.19,1.66,0.06,2.14,-1.22,-0.39,-0.81,0.87,-0.81,24.45,-71.42,1.76,-6.24,0.48,3.13,-0.62
CWKCurrent_sq,,,,,26.03,-2.64,,,12.19,,,,26.61,-19.05,,,22.25,-3.50,,,-4.50,7.24,-8.41,-8.05,1.20,7.95,-2.44,1.77,3.17,3.49,-4.56,-3.23,-2.55,4.71,-3.61,-1.21,-2.43,10.36,-1.29,-4.58,-5.66,2.20,-3.31,-39.51,68.33,-0.25
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,,12.97,118.92,12.77,,,,-23.55,-34.84,-62.29,-57.14,-64.38,-57.22,-30.98,-34.26,-20.41,1.73,23.01,-72.64,-216.32,-116.81,-149.09,975.38,311.37,929.11,426.24,-38.36,-445.25,-595.29,-498.53,-505.92,151.33,148.37,150.70,151.33,-19.61,-18.23,-6.55,-0.75,-716.99,-1927.67,-1644.18,-1384.13,224.40,149.32,150.15
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,,-11.59,-5.31,-12.81,4.75,-24.65,-45.21,-0.88,-12.96,-9.51,-11.59,-5.60,5.38,15.67,6.91,-79.00,-548.03,83.29,-212.26,559.95,-11.94,-34.45,22.87,-13.10,-593.26,5.96,1.13,11.49,162.38,-11.39,3.64,-10.38,-2.32,-9.87,18.44,-4.82,-707.27,-166.98,-0.07,20.85,158.83,5.85,1.76
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,-11.48,-54.32,-11.32,,,,30.80,53.46,165.21,133.30,180.75,133.77,44.88,52.14,25.65,-1.69,-18.70,265.45,,,,-90.70,,,,62.25,,,,,,,,,24.40,22.30,7.01,0.76,,,,,,,
CZCurrent_sy,,-28.25,15.17,-31.08,,,,-2.78,37.57,175.32,114.06,71.17,26.26,-42.63,-25.76,-33.33,-27.10,-36.30,-38.71,,,,2.97,,,,-0.68,,,,,,,,,12.03,49.38,36.62,33.02,,,,,,,
CZCurrent_qq,,,,,13.11,5.61,14.69,-4.53,32.71,82.52,0.89,14.88,10.51,13.12,5.94,-5.12,-13.54,-6.45,376.22,,,,,13.56,52.56,-18.62,15.09,,,,,,12.86,-3.51,11.58,2.38,10.95,-15.57,5.06,,,,,,-5.52,-1.73
CZCurrent_sq,,,,,-2.79,-4.84,-1.42,6.62,37.54,90.45,-23.35,-14.74,1.45,-13.46,-0.82,-23.43,10.93,-24.38,-4.57,,,,,-3.29,6.21,0.58,-3.86,,,,,,-5.18,0.96,6.70,9.68,26.44,-7.67,3.88,,,,,,-1.93,1.56
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,,18.88,71.43,39.86,,,,-39.51,-51.31,-70.42,-67.82,-52.59,-41.21,-6.57,0.56,-29.48,-7.63,12.08,-53.37,781.80,167.45,102.82,798.17,-96.60,-124.46,-115.09,-113.50,-2287.19,-682.65,-1330.23,-604.42,179.53,179.54,180.99,184.91,-82.01,-101.63,-105.79,-98.56,-1463.23,-41745.01,-11726.96,-55039.46,206.63,145.09,147.56
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,,-9.01,-6.62,-12.19,-18.92,-26.77,-43.27,-4.46,19.46,-9.18,-9.85,2.83,-16.23,18.96,9.38,-57.22,1484.23,-63.92,-17.05,89.43,-94.00,-359.39,48.82,-69.46,-872.15,7.18,6.46,16.54,209.75,-7.16,-4.76,-12.50,-76.75,-108.43,-237.25,121.83,-22055.42,-158.90,4.68,-1.40,142.61,9.49,0.54
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,-15.88,-41.67,-28.50,,,,65.31,105.39,238.12,210.78,110.91,70.09,7.03,-0.56,41.82,8.26,-10.79,114.44,-88.66,-62.61,-50.69,-88.86,2839.78,,,,,,,,,,,,455.97,,,6822.67,,,,,,,
CZOCurrent_sy,,-30.12,16.63,-31.68,,,,8.07,73.93,137.55,93.09,33.22,7.70,-40.27,-26.78,-18.12,-35.06,-32.01,-34.27,-27.67,-26.16,-7.88,-0.64,8.97,,,,,,,,,,,,11.38,,,21.09,,,,,,,
CZOCurrent_qq,,,,,9.90,7.09,13.88,23.34,36.55,76.30,4.67,-16.30,10.12,10.94,-2.75,19.38,-15.94,-8.58,133.75,-93.69,177.16,20.56,-47.21,1566.65,,,,,,,,,7.71,5.00,14.29,330.12,,,,,,,,,-8.67,-0.54
CZOCurrent_sq,,,,,-3.66,1.38,-1.53,12.36,55.06,38.45,-19.96,-22.48,25.36,-23.22,-1.87,-13.31,-0.57,-19.62,-5.13,-4.61,1.51,0.28,2.33,4.62,,,,,,,,,-7.22,2.38,5.81,10.83,,,,,,,,,-5.46,1.72
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,,-54.37,103.67,-17.49,,,,-29.56,-49.20,,,-58.03,-33.96,,,-11.58,-1.27,26.89,,-112.73,-105.14,-114.63,,682.86,900.00,418.37,-38.77,-543.14,-750.00,-621.79,-591.37,147.90,146.15,150.00,152.71,-19.17,-18.49,-8.11,-1.94,-862.57,-750.48,-654.28,-535.69,134.06,148.77,148.43
ROE_sy,,10.84,7.42,6.50,,,,-9.96,-39.75,,,-60.65,-27.56,,,59.56,37.32,29.55,,54.89,22.29,0.56,,-28.17,-27.80,-24.36,-21.70,12.46,5.89,12.11,5.47,-3.63,-0.24,-1.23,3.62,-18.76,-24.62,-16.24,-20.40,2.78,5.61,-15.74,-8.90,-12.87,8.70,22.33
ROE_qq,,,,,-10.74,4.79,,,-35.63,,,,1.29,-16.19,,,13.09,7.72,,,54.29,-206.25,563.27,-10.13,-37.25,21.88,-10.90,-750.36,7.96,2.16,16.09,163.40,-11.32,5.99,-11.55,-2.78,-10.57,19.49,-5.61,-856.09,23.72,-1.82,25.81,159.10,9.24,1.11
ROE_sq,,,,,19.53,-0.83,,,-20.01,,,,47.23,18.17,,,26.70,11.48,,,0.04,-8.32,-1.00,-20.89,0.56,-3.96,2.49,13.62,-5.31,1.68,-3.58,3.82,-1.98,0.67,1.15,-18.60,-9.05,11.86,-3.88,5.10,-6.55,-10.75,3.92,0.52,16.58,0.44
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,,-60.26,112.90,-3.03,,,,-35.94,-50.00,,,-48.78,-17.86,,,-4.76,,31.58,,-110.00,-104.35,-112.00,,800.00,1100.00,500.00,-37.50,-492.86,-600.00,-525.00,-540.00,149.09,146.00,149.02,150.00,-18.52,-17.39,-12.00,,-709.09,-794.74,-736.36,-595.45,148.51,153.03,149.29
ROA_sy,,33.04,-16.67,12.55,,,,-32.75,-50.84,,,-38.34,5.11,,,17.65,,31.55,,72.14,30.24,0.81,,-25.31,-28.46,-21.77,-18.07,23.33,6.28,6.19,9.74,-3.60,0.49,-6.80,-6.54,-22.43,-21.57,6.25,,18.07,20.00,-17.65,-5.26,-15.31,-10.42,10.71
ROA_qq,,,,,-12.50,-1.79,,,-31.71,,,,9.52,-17.39,,,15.00,8.70,,,50.00,-200.00,633.33,-12.50,-28.57,20.00,-16.67,-650.00,9.09,-2.00,13.73,161.36,-14.81,8.70,-12.00,,-13.64,15.79,,-709.09,1.49,-6.06,22.14,159.63,7.69,-1.43
ROA_sq,,,,,24.74,-5.59,,,-8.81,,,,55.46,1.08,,,46.43,20.00,,,10.79,-7.12,-4.03,-24.37,6.11,1.57,0.52,13.85,-8.56,1.48,3.88,,-4.67,-5.88,4.17,,-3.61,27.50,,3.16,-2.04,-12.50,7.14,-7.78,3.61,8.14
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,,-57.38,63.46,21.18,,,,-49.51,-63.44,,,-30.77,14.71,,,-16.67,-7.69,21.88,,-20.00,-25.00,-46.15,,-87.50,-125.93,-114.29,-114.29,-2200.00,-714.29,-1733.33,-633.33,176.19,177.19,178.18,184.09,-81.25,-102.27,-104.65,-97.30,-1411.11,-11200.00,-5650.00,-11500.00,142.37,148.67,146.09
ROPA_sy,,29.61,-18.78,8.12,,,,-34.97,-49.88,,,-33.78,-3.81,,,30.20,27.23,45.54,,55.67,26.85,1.36,,-25.17,-27.91,-19.46,-14.49,6.19,7.23,9.17,13.64,15.00,3.97,-6.87,-9.82,-30.43,-32.06,4.92,0.81,36.46,46.07,-13.28,2.40,-0.76,-6.92,13.51
ROPA_qq,,,,,-9.71,-3.23,,,-34.62,,,,8.33,-17.95,,,20.00,8.33,,,12.50,-22.22,100.00,-92.86,-333.33,57.14,-100.00,-950.00,9.52,3.51,20.00,209.09,-8.33,-2.27,-13.95,-75.68,-111.11,-100.00,150.00,-11900.00,4.24,-1.77,0.87,143.86,10.00,-3.64
ROPA_sq,,,,,21.10,1.91,,,-6.67,,,,35.57,,,,32.47,14.40,,,7.95,-8.59,-5.03,-20.14,3.98,2.13,0.83,-0.83,5.00,3.97,4.96,0.36,-5.07,-6.87,1.64,-22.58,-7.29,43.82,-2.34,4.80,-0.76,-14.62,15.32,1.56,-6.92,4.13
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,0.71,-0.19,-0.97,,,,0.58,0.16,,,-1.27,-1.46,,,-0.55,-0.27,-0.33,,1.38,0.42,0.71,,-1.11,-0.37,-0.77,-0.61,1.05,1.50,1.33,1.21,-0.21,-0.06,0.14,0.30,0.04,0.06,0.14,-0.19,1.28,-0.45,-0.84,-0.82,-2.30,-0.60,-0.06
DTAR_sy,,-0.11,0.79,-0.63,,,,1.70,2.45,,,-2.13,-1.56,,,0.95,0.42,0.33,,1.14,0.35,0.04,,-0.91,-0.62,-0.21,-0.48,-0.46,-0.13,-0.69,-0.58,-0.17,-0.21,0.33,0.73,0.20,-0.29,-0.56,-0.81,-0.29,-0.30,-0.53,-0.37,-0.89,0.23,1.43
DTAR_qq,,,,,0.10,0.41,,,-0.32,,,,-0.50,0.15,,,-0.23,0.09,,,-1.17,0.38,-0.23,-0.09,-0.43,-0.03,-0.06,1.59,0.01,-0.20,-0.18,0.16,0.16,,-0.02,-0.10,0.18,0.07,-0.35,1.38,-1.53,-0.32,-0.33,-0.13,0.18,0.22
DTAR_sq,,,,,-0.52,0.65,,,0.22,,,,0.80,0.41,,,0.27,0.33,,,-0.51,0.02,-0.15,-0.27,-0.22,0.42,-0.41,-0.25,0.12,-0.15,-0.30,0.16,0.08,,0.10,-0.36,-0.41,0.11,-0.14,0.16,-0.42,-0.12,0.02,-0.37,0.71,1.07
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,14.20,-3.70,-15.85,,,,10.32,2.60,,,-18.79,-20.09,,,-7.55,-3.47,-4.60,,23.12,5.86,10.60,,-15.74,-4.92,-10.36,-8.23,17.38,24.73,21.45,19.00,-3.37,-0.99,2.20,4.79,0.73,1.15,2.33,-2.93,25.28,-7.02,-12.41,-11.71,-31.78,-8.41,-1.01
CG_sy,,5.51,-5.44,-6.50,,,,20.38,29.97,,,-20.30,-15.09,,,10.25,3.42,2.76,,12.53,3.44,0.56,,-9.82,-6.39,-2.29,-4.92,-4.70,-1.31,-6.76,-5.72,-1.77,-2.11,3.01,7.64,2.11,-2.88,-5.54,-7.84,-2.90,-2.85,-5.08,-3.57,-8.21,2.29,15.41
CG_qq,,,,,1.64,7.25,,,-5.49,,,,-7.00,2.24,,,-2.90,1.03,,,-16.51,5.56,-3.15,-1.28,-5.80,-0.47,-0.85,26.27,0.10,-3.09,-2.85,2.53,2.57,0.03,-0.39,-1.44,3.00,1.20,-5.51,27.20,-23.56,-4.66,-4.75,-1.72,2.63,3.03
CG_sq,,,,,-5.04,6.68,,,2.52,,,,9.22,3.71,,,2.45,3.05,,,-5.82,0.17,-1.68,-2.78,-2.24,4.56,-4.32,-2.55,1.23,-1.20,-3.26,1.53,0.87,3.96,1.09,-3.68,-4.06,1.12,-1.37,1.48,-4.01,-1.21,0.21,-3.40,6.97,11.46
NetDebt,248247000000000,509877000000000,524138000000000,683757000000000,701462000000000,730491000000000,,709607000000000,701860000000000,,,655715000000000,664930000000000,650886000000000,,636671000000000,634032000000000,639499000000000,,629637000000000,623393000000000,633272000000000,662659000000000,638681000000000,609643000000000,587560000000000,586870000000000,558803000000000,567685000000000,554680000000000,563012000000000,543601000000000,572879000000000,561029000000000,564238000000000,559708000000000,577805000000000,564766000000000,561510000000000,566015000000000,553712000000000,495502000000000,501430000000000,498723000000000,492902000000000,514269000000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,63.48,-40.48,-12.79,,,,99.84,174.02,,,52.83,-8.32,,,15.42,7.23,-15.72,,25.07,27.32,73.97,,820.05,-500.62,-724.33,-772.06,-104.06,88.12,93.74,86.68,224.13,222.79,223.69,217.73,462.38,-6421.24,-1872.47,6669.58,-107.44,99.39,98.03,-100.45,316.31,296.73,324.76
NetDebtEBITDA_sy,,10.33,32.73,3.96,,,,66.25,70.27,,,-7.01,16.33,,,-13.30,-28.79,-37.85,,-8.62,-13.42,11.40,,4.50,11.78,8.78,-2.47,-8.72,-2.84,-9.29,-5.46,8.25,19.83,31.04,31.39,43.15,-5.51,-23.58,-18.71,-31.59,-8.46,14.08,-0.37,5.86,6.40,-9.08
NetDebtEBITDA_qq,,,,,10.98,6.09,,,52.17,,,,-8.72,16.57,,,-15.20,-8.38,,,-13.68,25.20,-46.67,1496.35,-137.59,-95.11,42.59,90.37,-10.08,-2.88,-22.04,189.80,8.90,3.64,16.16,328.97,-1324.04,70.94,543.63,-100.47,-0.11,6.01,-1.75,325.92,-8.95,7.38
NetDebtEBITDA_sq,,,,,-9.71,-10.89,,,-7.53,,,,15.68,-2.35,,,-4.99,-14.76,,,-9.99,9.67,6.60,-0.69,-3.72,6.73,-4.43,-7.06,2.49,-0.36,-0.39,6.42,13.45,8.96,-0.13,15.95,-25.11,-11.88,6.25,-2.43,0.21,9.82,-7.21,3.67,0.72,-6.16
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRN_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRN_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRN_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRN_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPZ_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPZ_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPZ_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPZ_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
