,2004/Q4,2005/Q4,2006/Q4,2007/Q4,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
WKCurrent_yy,,0.40,0.40,11.54,,,-8.92,,-2.36,-2.93,22.04,-1.25,-0.19,-1.07,-9.31,10.56,10.25,12.30,1.95,2.03,-7.37,-8.06,-22.05,-20.10,-14.02,7.63,21.71,18.33,16.85,-7.62,-8.97,-69.48,-69.46,1228.28,-95.68,-1.50,1.23,77.93,122544.19,909.45,660.98,-89.84,-92.94,-37.45,-17.87
WKCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_qq,,,,,,-0.28,-3.50,1.47,,-0.87,21.32,-17.90,1.08,-1.74,11.22,0.09,0.80,0.09,0.96,0.17,-8.49,-0.66,-14.39,2.67,-1.52,24.34,-3.19,-0.18,-2.75,-1.70,-4.60,-66.53,-2.70,4175.93,-99.69,662.79,,7415.24,113.94,-93.72,-24.61,0.32,48.76,-44.40,-1.01
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,,-0.35,-0.39,-10.34,,,9.75,,2.49,2.97,-18.06,1.24,0.20,1.10,10.26,-9.48,-9.35,-10.93,-1.90,-2.05,7.99,8.76,28.24,25.13,16.26,-7.11,-17.79,-15.44,-14.42,8.24,9.86,227.44,227.77,-92.47,2238.40,1.56,-1.43,-43.79,-99.92,-90.09,-86.84,884.33,1315.73,59.87,21.76
CWKCurrent_sy,,-42.84,74.46,245.70,,,-57.99,,-4.37,490.73,22.96,19.09,21.03,39.79,-11.99,198.69,133.55,59.83,-6.23,-3.72,-3.12,-78.07,-25.64,-27.39,-46.52,-49.07,-34.08,-35.06,-19.50,-9.97,-8.46,-17.93,-10.47,-18.61,-18.71,-2.46,10.00,11.35,-5.13,3.30,-2.32,5.45,12.17,11.04,43.50
CWKCurrent_qq,,,,,,0.35,3.60,-1.47,0.04,0.82,-17.56,21.75,-0.99,1.72,-10.08,-0.05,-0.84,-0.06,-0.96,-0.21,9.33,0.66,16.77,-2.62,1.57,-19.58,3.35,0.17,2.80,1.70,4.90,198.55,2.90,-97.66,32472.69,-87.03,-0.13,-98.67,-53.26,1492.47,32.66,-0.32,-32.77,79.83,1.04
CWKCurrent_sq,,,,,,-13.05,210.83,-71.40,23.72,437.15,-35.30,-72.30,25.74,520.43,-59.27,-6.00,-1.68,324.61,-76.10,-3.48,-1.08,-3.87,-18.99,-5.74,-27.14,-8.45,4.85,-7.15,-9.68,2.38,6.61,-16.75,-1.47,-6.93,6.49,-0.11,11.11,-5.79,-9.27,8.77,5.06,1.71,-3.49,7.67,35.78
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,,2.53,17.73,21.34,,,-86.90,,-37.12,-37.99,792.11,301.59,58.43,36.99,76.99,137.15,134.60,159.49,-8.67,-7.83,-25.93,-26.50,-46.17,-40.87,-31.07,-25.44,5.76,-10.70,-13.02,-23.44,-27.88,-29.11,18.25,5269.77,-81.33,58.45,1.23,77.93,125438.10,85.06,-178.05,-99.70,-93.26,212.36,900.78
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,,,5.68,-86.38,65.79,163.49,4.22,95.95,-25.37,3.95,-9.89,153.16,,2.83,-0.32,-10.89,0.91,-17.36,-1.09,-34.73,10.85,-3.67,6.98,-7.42,-6.41,-6.16,-5.84,-12.79,-8.00,56.52,4175.93,-99.70,680.95,,7415.24,113.90,-98.85,-142.17,129.30,4636.00,-46.62,8.12
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,-2.47,-14.90,-17.53,,,659.11,,59.19,61.70,-88.72,-75.16,-37.05,-27.07,-43.54,-57.84,-57.30,-61.51,9.46,8.46,34.91,35.92,85.52,68.81,45.15,34.31,-5.48,12.09,15.03,30.63,38.65,40.98,-15.45,-98.14,430.21,-36.78,-1.43,-43.79,-99.92,-46.04,,32972.98,1384.37,-67.97,
CWKGrahamCurrent_sy,,-9.13,-29.47,202.30,,,-55.53,,-36.08,114.46,17.11,-27.25,51.99,560.02,55.97,416.98,163.84,-31.85,-2.15,-1.56,-22.83,-71.11,-16.59,-75.30,-74.44,-29.84,-18.95,75.68,228.80,35.55,5.33,49.74,-13.43,-51.64,-20.63,21.45,-14.35,59.47,24.92,4.34,,3.16,-10.72,-22.05,
CWKGrahamCurrent_qq,,,,,,-5.48,631.09,-39.18,-62.12,-3.99,-49.01,33.94,-4.00,11.23,-60.52,0.02,-2.78,0.28,12.25,-0.89,20.93,1.03,53.21,-9.82,3.98,-6.51,7.82,6.95,6.71,6.17,14.43,8.75,-36.00,-97.66,32500.32,-87.03,-0.22,-98.67,-53.26,8581.64,,,-97.90,87.36,-7.51
CWKGrahamCurrent_sq,,,,,,-33.43,66.30,-47.07,9.08,123.36,-9.19,-67.12,127.89,869.90,-78.54,9.00,16.30,150.54,-69.19,9.66,-8.83,-6.21,-11.05,-67.52,-5.67,157.42,2.76,-29.60,76.56,6.13,-20.15,0.08,2.07,-40.71,31.05,53.14,-28.02,10.39,2.66,27.91,,,-11.15,11.67,7.53
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,,-5.51,34.85,24.89,,,-16.13,,-39.65,-43.46,-29.41,-18.18,15.62,17.20,-13.69,-21.40,-19.57,-1.04,38.68,48.52,49.45,19.16,-1.55,-3.29,-26.47,-2.31,14.41,17.13,29.57,0.23,-100.00,-122.51,-123.70,-145.33,,106.91,25.12,-2807.69,151100.00,540.00,175.16,101.16,-85.65,115.62,32.23
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,,,2.38,-14.54,-10.27,-23.12,-4.09,6.70,3.99,8.64,-2.78,-21.43,-5.29,11.17,19.62,10.10,1.43,11.87,-4.62,-9.03,-0.36,-14.95,26.71,6.54,2.01,-5.91,-1.98,-100.00,,0.92,-87.44,100.25,1400.00,-1173.33,-7178.26,112.90,-93.65,26.04,12.40,59.56,-4.61,-22.71
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,,5.77,-25.88,-19.92,,,19.27,,65.71,77.00,41.67,22.28,-13.54,-14.69,15.81,27.17,24.39,1.01,-27.87,-32.62,-33.10,-16.04,1.53,3.41,35.97,2.32,-12.54,-14.70,-22.82,-0.16,,,,,,,,,-99.91,-83.94,,,597.02,-53.77,-24.18
CPCurrent_sy,,-21.32,43.07,51.71,,,-22.25,,12.25,3.22,-0.42,29.35,11.86,62.75,-16.27,100.04,73.31,31.75,-7.92,-3.45,-7.81,-5.62,-31.53,-16.21,-17.63,-20.36,17.35,11.40,11.18,16.66,,,,,,,,,7.76,6.94,,,-6.95,6.82,3.03
CPCurrent_qq,,,,,,-2.36,17.06,11.41,30.13,4.30,-6.31,-3.84,-7.99,2.90,27.20,5.60,-10.00,-16.44,-9.17,-1.36,-10.64,4.87,9.84,0.47,17.49,-21.08,-6.11,-2.01,6.30,2.08,,,,,,-91.62,,,,1477.40,-20.95,-10.50,-37.54,4.62,29.65
CPCurrent_sq,,,,,,1.56,174.20,-70.05,34.60,-6.61,164.55,-61.10,16.40,35.87,36.10,-7.08,0.85,3.29,-4.88,-2.57,-3.70,5.75,-30.99,19.23,-5.33,2.25,1.68,13.19,-5.52,7.28,,,,,,0.61,,,,-0.16,1.46,-7.08,-1.15,14.63,-2.15
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,,,,2800.00,,,-108.62,,-113.58,-126.97,-500.00,-666.67,-327.27,-137.50,103.33,95.65,100.00,122.81,1000.00,1300.00,,-723.08,-990.91,-1016.67,-116.67,-149.38,47.45,63.64,51.28,56.44,4.85,-842.50,-869.74,-718.18,14.29,97.08,98.37,-19.72,300.00,550.00,1216.67,116.36,-38.10,-49.49,-115.67
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,,,9.88,-111.24,40.00,-83.33,-118.18,-150.00,23.33,-2.17,-21.28,103.51,-200.00,100.00,,69.23,9.09,-400.00,-12.50,-141.98,-12.24,29.09,-29.49,49.01,22.33,5.00,-15.79,-11.36,-669.39,2.25,2.31,88.33,73.81,45.45,-7083.33,119.49,-41.07,35.35,5.22,-26.24,-51.92,-142.00
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,-96.97,-13.16,-96.49,,,,,,,,,,,,,,,-90.57,,,,,,,,,,,,,,,,,,,,,,,,60.88,95.38,
CZCurrent_sy,,-80.95,24.71,59.64,,,,,,,,,,,,,,,11.26,,,,,,,,,,,,,,,,,,,,,,,,28.44,33.44,
CZCurrent_qq,,,,,,-9.17,,,,,,,,,,,,-98.28,-42.18,-7.57,,,,,,,,,,,,,,,,,,,,70.45,-26.70,-4.80,35.25,107.00,
CZCurrent_sq,,,,,,-70.11,,,,,,,,,,,,13.79,80.70,-4.17,,,,,,,,,,,,,,,,,,,,-9.84,10.83,-18.62,57.94,-6.33,
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,,450.00,,1327.27,,,-84.71,,-101.67,-104.55,-325.00,-500.00,-1650.00,-816.67,116.67,125.00,145.71,154.55,400.00,537.50,-300.00,-223.33,-433.33,-445.10,-293.75,-359.46,46.00,65.34,51.59,55.88,100.00,104.92,-952.46,-741.33,,-500.00,202.18,7962.12,,916.67,-80.95,-99.72,-72.36,-27.55,-91.20
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,,,10.00,-81.82,-66.67,-125.00,-200.00,-800.00,40.74,-9.38,-57.14,116.36,-11.11,100.00,87.50,50.00,13.33,-162.75,-15.62,-305.41,-17.33,28.41,-34.92,52.35,24.69,,-22.95,100.00,,-21500.00,1.71,100.00,,5566.67,7462.50,-99.26,-73.44,27.55,12.00,-27.14,-30.39,-84.51
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,-77.78,-3.88,-92.98,,,546.70,,,,,,,,,,,,-79.83,-83.65,,,,,,,,,,,,,,,,,,,-99.97,,426.61,35267.94,261.63,38.09,1076.57
CZOCurrent_sy,,-85.00,43.57,67.83,,,-21.20,,,,,,,,,,,,-30.07,-22.13,,,,,,,,,,,,,,,,,,,-22.33,,19.50,-6.50,39.02,10.97,-6.92
CZOCurrent_qq,,,,,,-9.02,442.29,210.96,,,,,,,,7.79,-48.32,-46.31,-32.56,-12.63,,,,,,,,,,,,,,,,,,-98.68,13358.02,275.17,-21.20,-11.11,37.61,43.26,571.43
CZOCurrent_sq,,,,,,-11.92,43.91,-64.06,,,,,,,,-21.19,-4.71,-8.86,2.18,-12.24,,,,,,,,,,,,,,,,,,-9.64,3.15,26.88,1.04,-29.29,53.36,1.28,-15.25
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,,0.55,-0.78,1.91,,,-0.88,,0.26,-1.01,-3.37,0.75,1.75,1.82,-0.49,-0.98,-1.56,-1.48,4.13,1.08,5.80,0.18,4.87,0.58,-2.42,2.60,-2.50,1.23,-0.09,-0.71,-0.23,-0.25,-1.34,-0.59,-0.18,-0.04,0.02,-0.27,-0.39,-0.45,-0.04,-1.93,0.25,0.11,-0.27
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,,,1.42,-1.17,-0.44,0.46,0.15,-3.53,3.81,1.45,0.21,-5.71,3.29,0.86,0.29,-0.34,0.27,5.57,-5.03,4.32,-3.83,2.42,-0.14,-0.86,-0.16,1.09,-0.76,-0.39,-0.18,-0.02,,0.02,-0.04,0.04,-0.29,-0.11,-0.09,0.45,-2.18,2.12,-0.23,0.07
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,,6.36,-26.46,-18.40,,,18.21,,66.14,75.21,36.91,23.21,-12.03,-13.15,15.25,25.92,22.46,-0.48,-24.88,-31.90,-29.22,-15.88,6.47,4.01,32.65,4.97,-14.71,-13.64,-22.89,-0.86,,,,,,,,,-99.92,-84.01,,,598.72,-53.72,-24.38
EVPCurrent_sy,,-23.54,37.23,60.20,,,-25.57,,14.84,-1.94,-3.36,60.29,29.59,62.02,-11.95,1.55,23.74,32.35,5.28,9.66,-10.11,12.32,-2.64,-3.95,-3.12,6.47,-6.41,-6.74,-13.92,-19.48,,,,,,,,,5.80,-3.00,,,12.99,25.94,10.09
EVPCurrent_qq,,,,,,-0.96,15.67,10.92,30.74,4.44,-9.61,-0.17,-6.66,3.12,19.94,9.08,-9.22,-16.20,-9.47,-1.10,-5.65,-0.41,14.58,-3.38,20.32,-21.19,-6.91,-2.17,7.45,1.31,,,,,,-91.63,,,,1475.94,-20.59,-12.46,-36.22,4.38,29.75
EVPCurrent_sq,,,,,,-31.18,158.24,-46.79,21.43,-41.23,154.49,-11.73,-1.83,-26.53,38.31,1.80,19.61,-21.41,10.03,6.03,-1.95,-1.80,-4.63,4.60,-1.09,7.91,-16.17,4.23,-8.70,0.94,,,,,,18.21,,,,8.38,-4.16,-0.79,9.65,20.80,-16.22
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,,-77.65,-4.64,-92.85,,,540.95,,-6375.09,-2227.95,-143.24,-124.67,94.49,88.62,700.11,478.28,315.41,279.42,-79.00,-83.48,-153.53,-182.13,-131.10,-129.13,75.37,77.80,-81.85,-191.26,-105.67,-125.51,,2325.78,90.56,88.24,,-122.09,197.78,101.27,-99.97,112.60,426.48,34574.96,262.51,38.23,1073.31
EVEBITCurrent_sy,,-84.88,56.69,94.40,,,-24.35,,-52.76,-45.22,-39.53,-36.74,-73.47,2.26,-27.84,36.52,236.95,16.53,6.00,67.66,-2.82,100.26,50.07,0.85,35.39,4.41,4.72,-1.28,-8.88,-18.85,,-37.22,-0.12,-8.21,,-12.29,-13.65,-19.16,-7.01,50.34,7.99,41.31,37.25,26.38,12.94
EVEBITCurrent_qq,,,,,,-7.72,435.86,209.60,-509.87,68.71,89.11,-76.63,8.47,35.35,674.11,11.34,-47.88,-46.15,-32.79,-12.41,-268.86,17.38,74.55,17.97,-42.80,25.52,-108.42,-31.39,-0.84,18.33,,,-100.43,-1.70,636594.82,-100.80,101.89,-98.68,13341.65,274.83,-20.84,-13.06,40.53,42.93,571.91
EVEBITCurrent_sq,,,,,,-55.87,108.04,-57.00,19.65,-48.83,129.66,-55.01,-49.82,97.23,62.06,-14.89,23.86,-31.79,47.42,34.62,-28.21,40.56,10.47,-9.53,-3.62,8.40,10.80,-14.72,-11.03,-3.47,,,41.53,-11.28,-3.09,-27.92,39.33,-16.93,11.47,16.53,0.09,8.70,8.27,7.30,-10.56
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,,-17.45,-21.52,-62.16,,,133.31,,216.12,258.45,558.25,648.71,-2334.16,-284.00,5.02,-25.85,113.07,189.52,-70.56,-73.37,-198.19,-237.68,-138.26,-135.52,79.37,82.33,-116.29,-284.19,-162.02,-167.94,465.52,317.98,93.17,90.89,2439.08,-262.68,195.78,101.25,-99.82,112.38,426.48,34574.96,262.51,38.23,1073.31
EVEBITDACurrent_sy,,-28.01,51.83,92.58,,,-27.96,,-57.48,101.63,-20.02,29.55,-38.76,-43.05,-32.29,47.56,50.18,0.73,23.94,-12.97,88.48,73.50,-4.60,29.78,-7.95,18.63,0.44,-24.73,-34.70,-42.31,-5.07,-8.05,5.97,7.92,-9.18,-8.04,24.07,-3.59,-1.83,8.24,-29.74,-3.39,19.18,13.38,21.77
EVEBITDACurrent_qq,,,,,,-3.63,106.50,20.90,31.39,9.27,279.21,37.51,-492.08,91.00,316.44,-2.91,-30.88,-38.36,-28.83,-12.16,-354.82,13.58,80.22,18.45,-47.95,25.95,-142.07,-44.85,-0.91,24.27,430.23,-13.62,-103.16,-1.04,92137.11,-105.53,101.86,-98.68,13341.65,274.83,-20.84,-13.06,40.53,42.93,571.91
EVEBITDACurrent_sq,,,,,,-68.38,151.82,-59.58,32.12,49.95,-0.11,-34.53,-37.54,39.44,18.76,42.67,-36.43,-6.47,46.12,0.18,37.66,-13.90,-19.66,36.29,-2.36,10.96,-31.98,2.14,-15.30,-1.96,11.92,-1.06,-2.39,-0.16,-5.81,0.19,31.69,-22.41,-4.10,10.47,-14.52,6.68,18.31,5.09,-8.19
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,,3400.00,14.29,2482.50,,,-109.39,,-113.97,-128.40,-395.88,-716.36,-325.47,-135.29,103.74,95.10,100.44,119.82,955.56,1031.82,-34100.00,-796.40,-1247.37,-1262.93,-152.65,-131.95,56.88,69.34,58.21,53.04,-4.89,-2995.08,-3072.28,38.36,-1893.41,97.09,98.42,32.56,100.16,145.22,250.14,261.14,775.00,-18.12,-118.74
ROE_sy,,98.89,22.85,16.55,,,-29.64,,44.27,-88.79,15.83,-15.15,-30.32,918.59,16.23,8.68,35.78,-65.26,-44.29,-47.91,-43.92,7.25,-17.65,47.06,70.57,80.74,46.85,-15.03,-4.39,-4.58,0.51,44.08,-24.43,-33.01,-11.63,-23.76,13.13,4.82,-24.02,-13.51,-33.52,2.93,22.09,9.16,42.62
ROE_qq,,,,,,10.41,-111.58,43.30,-92.73,-124.53,-102.10,6.65,-0.45,-24.17,103.21,-222.22,109.09,5450.00,71.17,7.89,-431.71,-13.68,-182.02,-9.36,27.94,-4.37,47.57,22.23,1.78,-17.27,-17.10,-2194.62,-0.67,97.72,-3687.09,96.65,45.52,2.51,109.14,831.25,80.87,4.64,-50.35,-12.86,-141.39
ROE_sq,,,,,,83.27,-22.36,8.15,-6.25,-85.75,701.92,-20.78,-23.01,108.26,-8.50,-25.93,-3.81,-46.72,46.74,-30.74,3.57,1.89,12.67,23.69,20.12,7.97,-8.46,-28.43,35.16,7.76,-3.57,2.59,-29.11,-4.47,27.19,-11.49,5.19,-11.48,-7.81,0.76,-19.14,37.05,9.35,-9.91,5.64
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,,3100.00,15.62,2237.84,,,-108.21,,-114.62,-127.33,-452.11,-795.00,-333.33,-137.77,104.34,94.69,100.53,120.36,782.35,957.89,-26050.00,-763.74,-1188.00,-1322.09,-185.55,-144.70,52.21,68.98,60.66,54.53,-4.23,-2046.93,-3782.50,22.77,-2293.73,95.30,98.49,36.61,100.16,147.44,235.48,265.65,746.88,-25.00,-120.56
ROA_sy,,6.15,71.03,-11.92,,,-35.47,,-20.85,-85.08,31.79,14.64,2.86,411.29,-1.42,-9.31,112.65,-54.57,-36.36,-40.83,-62.55,-26.74,-3.60,39.85,13.95,73.46,40.03,-16.09,13.10,7.10,-23.05,19.18,1.65,-16.58,-20.95,-20.84,-26.04,-36.39,-14.15,19.67,2.20,54.33,8.14,-24.23,13.11
ROA_qq,,,,,,15.63,-110.32,43.66,-117.50,-116.09,-108.51,8.67,-5.31,-18.57,103.80,-211.76,110.53,4450.00,64.84,8.67,-418.40,-16.38,-170.20,-22.06,25.60,0.27,47.23,20.77,5.66,-15.27,-20.98,-1531.98,-70.60,97.71,-3649.71,96.79,45.35,3.52,109.73,825.00,56.08,17.97,-50.28,-18.08,-142.79
ROA_sq,,,,,,108.79,-45.49,-2.76,-28.49,-60.63,381.45,-15.41,-35.84,95.68,-7.18,-22.18,50.44,-58.20,30.03,-27.64,-4.80,-18.22,71.09,4.99,-22.43,24.49,38.11,-37.09,4.56,17.89,-0.77,-2.57,-10.82,-3.25,-5.96,-2.44,-16.67,-16.80,26.92,35.98,-28.83,25.64,-11.06,-4.73,6.25
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,,371.88,-23.18,1043.10,,,-81.60,,-102.65,-108.21,-417.21,-596.59,-1492.86,-665.59,119.25,133.41,156.95,155.48,257.05,310.96,-231.89,-202.28,-442.11,-457.33,-439.10,-373.02,53.08,70.34,62.51,56.04,,80.03,4512.41,1962.50,,-6258.27,-236.24,-370.60,216.91,226.90,125.26,124.45,92.78,-66.52,-93.56
OPM_sy,,130.62,50.59,70.76,,,-31.76,,58.23,-18.92,5.94,7.36,-43.74,-25.19,-2.71,41.15,66.32,38.12,15.24,-17.14,-43.22,-37.87,-18.06,-12.58,12.42,37.69,-18.11,17.32,42.78,60.20,,30.04,29.17,-0.52,,-31.49,-35.10,-19.46,-14.41,19.25,-7.46,-5.77,-21.15,-24.66,-0.77
OPM_qq,,,,,,7.39,-78.46,-63.93,-131.82,-232.14,-732.26,43.54,-2.06,-59.64,120.93,-2.01,73.97,55.51,34.68,12.78,-155.83,-20.60,-350.50,-17.80,15.76,-5.81,55.31,25.53,-6.45,-24.08,,,23621.26,-47.63,-95.08,-1150.07,-404.01,-4.02,105.76,320.48,0.31,0.69,-54.61,-26.97,-80.71
OPM_sq,,,,,,33.73,4.50,-28.45,58.23,-31.47,36.54,-27.49,-17.08,-8.87,77.56,5.20,-2.30,-24.32,48.15,-24.35,-33.05,-17.20,95.38,-19.29,-13.90,1.42,16.20,15.62,4.78,13.79,,,4.08,-12.37,-0.26,-24.69,-1.40,8.76,5.98,4.93,-23.48,10.74,-11.32,0.26,0.78
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,,4900.00,-14.00,2172.09,,,-110.24,,-122.68,-148.75,-755.00,-884.38,-265.22,-98.92,103.98,93.17,100.51,122.43,664.71,746.51,-25233.33,-637.95,-1011.15,-1061.51,-195.62,-155.66,54.07,69.06,62.31,56.68,,4299.76,4185.95,1903.74,,-140.42,-97.87,-95.88,100.17,173.25,1419.04,1318.37,333.30,-76.34,-111.66
ROS_sy,,115.83,21.33,74.86,,,-36.37,,28.62,-49.08,-4.20,-1.39,-16.35,44.47,-5.28,20.08,84.24,-17.47,23.40,-32.48,-59.18,-34.68,-29.00,9.15,84.72,125.31,-11.18,-15.32,-14.66,5.07,,29.18,-9.42,-17.08,,-42.40,-29.66,-16.35,13.32,9.17,-16.96,-15.41,-18.57,-10.92,17.28
ROS_qq,,,,,,7.46,-113.11,36.00,-151.56,-131.06,-129.84,26.32,6.67,-25.85,104.59,-226.47,106.98,5433.33,56.63,6.92,-371.22,-18.44,-165.29,-12.83,16.61,-2.42,52.34,23.99,-1.57,-17.74,,,-1.18,-48.02,-3735.08,97.84,105.20,0.68,51.16,825.56,7.84,-5.99,-53.82,-49.46,-153.14
ROS_sq,,,,,,44.35,-0.86,-2.10,-8.20,-42.86,86.54,0.77,-22.12,-1.31,22.30,27.76,19.49,-55.79,82.86,-30.10,-27.76,-29.26,98.77,7.45,22.25,-13.71,-21.64,2.45,23.21,6.23,,,-13.61,-2.75,-18.55,-15.83,5.50,15.65,10.34,-18.91,-19.75,17.80,6.22,-11.30,5.66
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,,73.47,16.47,1101.01,,,-89.66,,-172.94,-200.66,-1121.95,-1313.56,29.95,47.05,113.44,128.30,167.93,173.14,184.62,126.69,32.87,-32.77,-339.50,-394.95,-666.32,-1042.02,10.68,54.63,64.54,64.85,,69.83,148.89,85.91,,665.28,-734.32,-2391.89,243.49,160.44,300.72,295.23,99.54,20.88,-75.43
