,2004/Q4,2005/Q4,2006/Q4,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
WKCurrent_yy,9546.67,45.34,255.06,,,169.18,,,,4.44,3.65,1.58,,-4.81,-3.51,-2.66,,5.54,5.34,5.91,,6.50,5.73,4.52,,7.34,8.33,10.32,,9.80,9.49,7.99,7.40,5.94,6.30,6.95,8.05,8.72,8.26,5.95,3.34,2.31,1.98,2.57,7.46,3.74,8.38,5.53
WKCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_qq,,,,,,,1.00,2.40,-100.00,,0.23,0.36,-100.00,,1.60,1.24,-100.00,,1.40,1.79,-100.00,,0.68,0.63,-100.00,,1.61,2.47,1.38,4.02,1.33,1.07,0.82,2.60,1.67,1.69,1.86,3.24,1.24,-0.49,-0.65,2.22,0.91,0.09,4.08,-1.32,5.42,-2.54
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,-98.98,-31.21,-71.83,,,-62.85,,,,-4.25,-3.52,-1.56,,5.05,3.63,2.72,,-5.25,-5.06,-5.58,,-6.10,-5.42,-4.33,,-6.83,-7.69,-9.35,,-8.93,-8.67,-7.40,-6.90,-5.61,-5.92,-6.50,-7.44,-8.02,-7.63,-5.61,-3.23,-2.25,-1.94,-2.51,-6.94,-3.60,-7.73,-5.23
CWKCurrent_sy,-14.79,-17.93,-30.62,,,-52.96,,,,30.66,-0.27,27.25,,15.75,48.21,-3.36,,-0.84,-22.96,24.96,,16.99,53.32,14.99,,15.59,-0.68,-2.10,,2.17,10.06,9.13,10.88,21.16,7.60,15.79,15.21,-11.83,-3.39,-4.85,0.32,-3.26,14.67,7.77,0.89,-1.82,-5.09,-6.12
CWKCurrent_qq,,,,,,,-0.99,-2.34,,,-0.24,-0.35,,,-1.58,-1.23,,,-1.39,-1.76,,,-0.67,-0.63,,,-1.58,-2.42,-1.35,-3.86,-1.31,-1.06,-0.82,-2.53,-1.64,-1.66,-1.82,-3.15,-1.22,0.49,0.65,-2.17,-0.90,-0.09,-3.92,1.34,-5.15,2.62
CWKCurrent_sq,,,,,,,-3.51,0.84,,,-26.35,28.67,,,-5.70,-16.10,,,-26.74,36.10,,,-3.99,2.07,,,-17.50,0.61,-1.70,25.21,-11.13,-0.24,-0.12,36.82,-21.08,7.35,-0.61,4.70,-13.52,5.73,4.79,0.97,2.51,-0.63,-1.91,-1.74,-0.91,-1.71
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,2991.67,-155.26,115.61,,,23346.88,,,,-8.44,-18.20,-14.12,,56.86,86.10,73.96,,3.31,-0.48,2.63,,-20.51,-26.23,-30.80,,-25.47,-27.52,-36.04,,-193.15,-200.23,-218.82,-252.54,-23.36,-5.03,-7.57,-13.41,-18.79,-41.74,-82.73,-56.50,-30.23,-10.49,13.39,10.22,9.99,-0.37,-18.96
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,,,,-0.11,1.01,-100.00,,-10.76,6.05,-100.00,,5.88,-0.87,-100.00,,1.99,2.23,-100.00,,-5.34,-4.11,-100.00,,-7.94,-15.38,-17.32,-244.63,0.94,-0.31,-6.14,-16.96,15.66,-2.74,-11.91,-22.51,-0.63,-32.45,4.16,-1.95,14.63,-3.83,0.64,-2.21,4.80,-23.05
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,-96.77,,,,,-99.57,,,,9.22,22.26,16.44,,-36.25,-46.27,-42.51,,-3.21,0.49,-2.57,,25.81,35.55,44.52,,34.17,37.95,56.33,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_sy,-95.62,,,,,-68.77,,,,83.94,36.94,114.52,,-37.36,83.06,-6.66,,-0.23,-8.43,16.02,,45.51,126.02,162.68,,99.35,22.18,4.08,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_qq,,,,,,,0.11,-1.00,,,12.06,-5.71,,,-5.56,0.88,,,-1.95,-2.19,,,5.65,4.28,,,8.62,18.17,20.96,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_sq,,,,,,,-51.73,-0.56,,,-64.07,55.77,,,5.00,-20.57,,,-3.62,0.64,,,49.71,16.97,,,-8.25,-0.36,14.82,,,,,,,,,,,,,,,,,,,
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,22.73,3.70,446.43,,,403.27,,568.75,430.16,296.10,33.78,-57.91,-64.54,-16.66,51.98,242.27,337.99,37.29,-0.72,-19.39,-30.28,-6.05,-22.98,-22.50,-20.28,20.19,67.95,82.88,86.17,18.62,11.68,16.49,27.70,71.51,84.42,74.78,54.50,25.36,1.38,23.68,28.88,21.61,56.10,13.01,39.12,29.09,18.24,38.62
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,,31.25,35.80,122.60,68.55,4.05,1.46,-24.82,-46.97,-12.34,138.46,37.10,19.43,12.18,-25.25,-0.86,-3.03,-2.98,0.74,-18.73,-2.44,-0.19,51.87,13.58,6.23,1.60,-3.23,6.93,10.80,11.37,29.97,14.98,5.01,-1.55,5.46,-7.01,28.11,2.60,-0.50,19.36,-7.25,26.30,-7.67,9.32,8.73
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,-17.32,-3.35,-81.95,,,-80.15,,-85.05,-81.13,-74.75,-25.26,137.48,181.92,19.98,-34.22,-70.77,-77.17,-27.17,0.72,24.07,43.45,6.45,29.85,29.03,25.41,-16.82,-40.46,-45.33,-46.29,-15.69,-10.47,-14.16,-21.68,-41.70,-45.78,-42.78,-35.28,-20.23,-1.35,-19.14,-22.41,-17.76,-35.94,-11.51,-28.12,-22.54,-15.42,-27.86
CPCurrent_sy,142.98,-0.17,17.52,,,-49.51,,-25.00,-2.32,50.76,0.27,85.65,-8.90,23.17,62.33,-17.93,0.06,-17.60,-34.80,-6.30,22.05,-12.30,0.49,-8.81,-14.52,35.76,-2.25,9.22,9.08,1.39,15.18,-4.18,48.20,10.16,63.26,38.50,15.89,16.47,-18.61,-19.19,-34.63,-33.09,-18.91,0.39,-0.90,-14.61,-17.05,-1.28
CPCurrent_qq,,,,,-23.85,-26.35,-55.06,-40.68,-3.89,-1.45,33.03,88.48,14.10,-58.06,-27.07,-16.26,-10.86,33.78,0.86,3.15,3.07,-0.73,23.03,2.50,0.18,-34.16,-11.94,-5.87,-1.58,3.35,-6.49,-9.75,-10.21,-23.06,-13.03,-4.77,1.57,-5.17,7.55,-21.95,-2.53,0.50,-16.22,7.82,-20.82,8.30,-8.53,-8.03
CPCurrent_sq,,,,,-5.10,-30.99,27.32,-10.05,23.59,6.52,-15.32,66.54,-39.36,44.02,11.61,-15.81,-26.06,18.60,-11.69,20.99,-3.68,-14.78,1.19,9.78,-9.71,35.35,-27.14,22.66,-9.82,25.80,-17.23,2.04,39.47,-6.49,22.67,-13.43,16.70,-6.01,-14.27,-14.06,-5.59,-3.81,3.90,6.40,-6.80,-17.12,0.93,26.62
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,-93.75,-261.29,-26.79,,,1779.58,,2031.06,-62.21,-61.55,-71.86,-89.42,-57.65,-209.92,-199.46,-270.21,-218.21,209.82,246.95,316.96,443.13,23.76,13.30,-18.93,-52.28,12.99,45.23,128.02,258.03,6.27,-8.47,-40.52,-49.72,3.65,10.30,44.09,79.50,42.76,31.96,88.00,27.77,3.86,-0.34,-61.51,1.12,-29.07,39.31,196.05
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,,1485.71,6.90,10.40,18.08,-72.89,8.78,-19.19,-55.60,8.51,-382.35,26.88,24.02,24.64,362.32,-2.17,12.19,19.18,-5.39,-10.44,-19.72,-29.85,124.02,15.12,26.04,10.15,-33.51,-0.85,-18.09,-6.89,37.06,5.51,7.00,16.00,9.00,-2.47,52.44,-21.17,-11.39,-6.41,-41.12,107.11,-37.85,83.83,25.12
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,,,,,,,,164.63,160.13,255.30,845.76,136.25,,,,,,,,,-19.18,-11.69,23.29,109.40,-11.49,-31.18,-56.14,-72.05,-5.88,9.27,68.11,98.90,-3.56,-9.34,-30.57,-44.30,-29.94,-24.22,-46.82,-21.73,-3.71,0.34,159.79,-1.11,40.98,-28.22,-66.22
CZCurrent_sy,,,,,,,,,10.93,128.64,116.12,225.81,447.89,,,,,,,,,47.69,58.81,93.67,189.97,58.30,-3.35,-10.44,7.70,-10.09,68.11,78.51,16.93,2.67,-2.30,-15.51,-29.58,-21.32,-19.91,-13.73,-32.54,-14.59,-26.88,-21.44,1.29,4.67,-17.28,-28.39
CZCurrent_qq,,,,,,-6.46,-9.41,-15.32,268.82,-8.05,23.73,125.41,-7.87,,,,,,2.21,-10.82,-16.10,5.68,11.68,24.51,42.49,-55.33,-13.16,-20.66,-9.19,50.42,0.82,22.07,7.44,-27.07,-5.22,-6.51,-13.81,-8.26,2.51,-34.40,26.86,12.86,6.82,69.85,-51.71,60.91,-45.61,-20.08
CZCurrent_sq,,,,,,-22.33,164.55,-43.10,-5.12,60.09,150.07,-14.23,59.56,,,,,,-7.21,-15.09,-3.43,94.13,-0.23,3.55,44.58,5.98,-39.09,-4.05,73.87,-11.52,13.89,1.89,13.89,-22.31,8.37,-11.88,-5.09,-13.20,10.31,-5.08,-25.78,9.91,-5.56,1.97,-4.31,13.58,-25.36,-11.72
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,-68.75,-451.85,18.79,,,2347.11,,1881.54,-71.64,-17.87,-6.31,-33.39,158.63,-147.38,-164.15,-143.86,-139.27,239.22,198.67,227.59,400.00,52.68,-23.06,13.51,-96.13,-46.47,62.40,94.56,3568.13,62.46,-9.94,-46.75,-45.96,62.37,21.23,118.71,115.41,8.69,74.53,74.00,10.11,31.89,-16.22,-69.67,-1.52,-56.18,31.98,251.48
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,,1494.36,,10.81,15.30,-77.81,189.62,26.42,-18.03,-13.83,-153.06,-71.17,43.95,22.86,288.12,21.32,-27.53,81.39,-4.26,-38.86,6.91,-93.81,1223.08,85.47,28.08,16.71,-41.40,2.81,-24.27,18.45,76.05,-23.24,36.63,16.66,-11.17,23.26,36.22,-26.17,6.40,-21.70,-50.69,139.70,-52.66,135.84,31.33
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,,,,,,,,252.72,21.75,6.72,50.12,-61.35,,,,,,,,,-34.48,29.89,-11.93,2480.28,86.84,-38.41,-48.60,-97.27,-38.48,11.03,87.78,85.03,-38.41,-17.48,-54.27,-53.59,-8.00,-42.72,-42.53,-9.18,-24.18,19.37,229.69,1.56,128.26,-24.24,-71.55
CZOCurrent_sy,,,,,,,,,-18.84,17.26,117.60,39.91,6.01,,,,,,,,,-25.00,-11.50,63.71,94.03,151.84,49.80,1.25,-8.88,5.83,50.73,105.76,107.81,-12.77,21.38,-7.43,-29.26,13.95,-24.28,-26.00,-25.94,-29.36,9.05,0.92,8.34,16.27,-22.38,-35.48
CZOCurrent_qq,,,,,,0.02,-9.77,-13.26,350.57,-65.48,-20.91,22.01,16.02,,,,,,-17.53,37.98,-44.88,4.48,63.48,-6.44,1514.74,-92.43,-46.11,-21.92,-14.30,70.62,-2.75,32.05,-15.56,-43.21,30.29,-26.81,-14.30,12.58,-18.88,-26.57,35.44,-6.01,27.71,102.79,-58.28,111.25,-57.61,-23.85
CZOCurrent_sq,,,,,,-32.33,-23.51,23.27,27.20,-2.23,41.94,-20.74,-3.62,,,,,,-11.24,-24.52,5.94,5.68,4.74,39.61,25.56,37.16,-37.70,-5.64,13.00,59.31,-11.27,28.81,14.13,-33.13,23.48,-1.76,-12.79,7.72,-17.95,-3.99,-12.72,2.76,26.65,-11.15,-6.31,10.28,-15.45,-26.14
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,-1.34,1.27,12.98,,,9.29,,42.82,,18.48,6.56,3.08,,-15.92,-25.86,-25.67,,-12.57,-2.59,0.12,,6.96,11.42,11.60,,9.37,6.73,7.88,41.89,23.85,22.61,23.58,15.50,1.51,2.79,2.39,0.23,3.26,2.11,1.97,0.47,2.49,0.34,-4.56,-1.57,0.02,-2.70,0.62
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,,,23.33,12.85,2.61,-29.98,46.13,1.49,-0.73,-32.07,22.87,-10.52,-0.48,-8.62,7.43,-0.30,2.29,-8.73,14.91,3.85,2.46,-18.21,25.68,1.34,3.55,7.58,9.71,0.33,4.37,0.54,-3.58,1.59,3.97,-1.58,-0.67,0.46,3.83,-3.03,1.33,-1.65,-1.24,0.01,2.96,-4.31,2.12
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,-18.43,-2.12,-79.60,,,-78.31,,-78.65,-81.13,-70.08,-20.36,144.80,181.92,0.89,-51.23,-78.28,-77.17,-36.32,-1.88,24.22,43.45,13.87,44.67,44.00,25.41,-9.02,-36.45,-41.02,-23.79,4.42,9.78,6.09,-9.55,-40.82,-44.27,-41.42,-35.13,-17.63,0.73,-17.55,-22.04,-15.72,-35.72,-15.54,-29.25,-22.52,-17.71,-27.41
EVPCurrent_sy,-4.07,6.62,46.52,,,-21.08,,-3.49,10.00,23.43,51.39,50.28,15.54,30.77,-0.97,15.05,10.04,1.46,-8.75,-0.99,-19.85,-21.30,-32.29,-38.76,50.82,8.99,17.52,41.20,93.05,-5.33,19.84,-15.82,-9.43,-2.05,3.32,-18.58,-3.26,-4.51,-2.93,12.71,-9.03,-14.58,-35.85,-13.38,-15.36,-22.29,34.03,19.84
EVPCurrent_qq,,,,,-23.85,-9.17,-49.28,-39.13,-32.70,44.01,35.01,87.10,-22.50,-48.47,-34.74,-16.66,-18.54,43.72,0.56,5.51,-5.92,14.07,27.76,5.02,-18.06,-17.25,-10.76,-2.53,5.88,13.38,-6.18,-5.81,-9.72,-25.81,-11.65,-0.99,-0.03,-5.81,8.05,-18.96,-5.48,1.83,-17.60,6.48,-20.82,11.51,-12.48,-6.08
EVPCurrent_sq,,,,,-55.85,127.90,-2.62,-1.52,-49.67,155.73,19.44,-2.23,-61.31,189.44,-9.56,13.58,-62.99,166.87,-18.66,23.23,-70.04,162.04,-30.02,11.45,-26.21,89.36,-24.54,33.90,0.89,-7.14,-4.48,-5.95,8.56,0.43,0.76,-25.89,28.99,-0.87,2.43,-13.94,4.10,-6.91,-23.08,16.21,1.72,-14.53,32.65,3.91
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,41.26,81.29,-38.27,,,104.88,,108.01,252.72,44.25,13.72,54.74,-61.35,-277.46,-215.58,-269.53,-354.65,162.78,198.74,178.44,133.34,-29.91,44.72,-1.71,2480.28,104.35,-34.26,-44.55,-96.13,-23.80,36.14,132.06,113.71,-37.48,-15.18,-53.18,-53.48,-5.00,-41.51,-41.40,-8.75,-22.29,19.78,214.67,-0.04,128.30,-26.28,-71.37
EVEBITCurrent_sy,5.96,-36.85,66.38,,,4.06,,-60.77,-29.98,-26.03,59.95,151.33,-27.93,-89.77,-165.79,4.33,-8.52,1912.96,263.96,-6.87,59.12,-28.30,-18.51,23.03,69.35,29.51,-51.89,-24.96,18.44,9.85,204.12,-103.93,29.03,-7.58,40.76,4008.11,11.19,-21.51,-43.59,-20.86,4.43,45.80,52.02,11.71,-11.32,-23.39,-31.66,-17.79
EVEBITCurrent_qq,,,,,107.17,23.36,1.82,-10.99,215.49,-49.55,-19.73,21.12,-21.20,-331.62,47.72,-77.64,-18.38,157.11,-17.78,41.14,-49.69,20.06,69.77,-4.14,1220.68,-90.49,-45.39,-19.15,-7.81,87.18,-2.43,37.83,-15.10,-45.24,32.37,-23.91,-15.65,11.83,-18.50,-23.76,31.34,-4.77,25.61,100.28,-58.28,117.51,-59.44,-22.24
EVEBITCurrent_sq,,,,,-41.65,44.87,-31.04,-32.71,4.16,53.05,49.11,5.73,-70.13,-78.28,-1059.21,267.66,-73.81,377.94,-21.87,-4.77,-55.26,115.36,-11.21,43.78,-38.41,64.70,-67.01,124.26,-2.79,52.75,-8.68,-102.90,3288.75,9.42,39.09,-19.47,-9.28,-22.76,-0.05,12.98,19.71,7.84,4.22,-16.97,-4.97,-6.83,-7.03,-0.12
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,8.95,87.40,-45.04,,,104.03,,105.71,246.50,44.60,13.59,53.59,-60.68,-286.26,-219.15,-276.63,-366.02,160.17,196.36,175.75,132.32,-29.61,44.44,-1.52,2152.91,103.38,-33.98,-44.28,-95.56,-23.44,36.12,131.12,112.89,-37.35,-15.16,-52.97,-53.30,-5.00,-41.39,-41.31,-8.80,-22.28,19.59,211.79,-0.12,126.70,-26.24,-71.13
EVEBITDACurrent_sy,119.12,8.69,46.85,,,16.29,,-58.55,-32.74,-25.54,61.67,176.83,-12.35,-87.62,-165.48,-4.01,-19.98,1532.27,259.54,-5.17,65.58,-27.49,-20.86,11.11,114.60,31.25,13.64,-14.86,-5.84,7.29,25.00,-104.00,47.29,-24.44,51.12,2868.39,-14.90,-2.71,-42.73,7.35,19.51,41.67,33.92,11.14,-10.85,-20.42,-22.68,-17.36
EVEBITDACurrent_qq,,,,,105.06,23.25,2.39,-10.67,207.38,-48.56,-19.57,20.78,-21.30,-343.63,48.54,-79.04,-18.52,155.11,-17.59,40.73,-49.43,20.01,69.10,-4.05,1057.04,-89.17,-45.11,-19.03,-7.73,86.69,-2.41,37.49,-15.01,-45.06,32.17,-23.79,-15.61,11.76,-18.46,-23.69,31.15,-4.76,25.46,98.95,-57.99,116.17,-59.18,-22.14
EVEBITDACurrent_sq,,,,,-40.88,53.77,-30.50,-34.40,-4.06,70.24,50.89,12.33,-69.63,-75.95,-898.12,264.66,-74.68,390.51,-21.99,-2.13,-55.78,114.80,-14.86,37.40,-14.60,31.38,-26.28,2.95,-5.55,49.68,-14.11,-103.29,3582.12,-23.22,71.80,-39.73,7.04,-12.23,1.12,12.98,19.17,4.05,-4.41,-6.24,-4.41,-7.12,-7.12,0.21
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,98.09,-151.89,64.42,,,724.74,,,,-63.18,-72.86,-89.57,,-215.56,-203.12,-275.00,,203.96,239.67,304.40,,16.19,6.90,-22.40,,5.25,34.32,106.70,,-3.27,-16.48,-44.92,-53.19,-2.09,3.78,34.69,66.15,31.25,21.87,77.41,23.68,1.50,-2.21,-62.48,-5.88,-31.60,28.46,180.54
ROE_sy,24.73,112.71,-5.04,,,-3.19,,,,-82.44,-83.33,-89.60,,-211.33,-61.67,221.15,,230.27,689.66,24.75,,10.67,-35.37,-54.40,,-30.81,-61.37,-82.98,,-17.41,21.28,-123.71,-66.31,-22.44,-9.86,2756.52,590.43,170.10,190.13,191.33,89.83,-24.37,16.08,-34.21,34.01,5.32,16.71,57.56
ROE_qq,,,,,,,9.27,15.34,,,-19.45,-55.68,,,28.12,24.79,,,-3.43,10.06,,,-11.15,-20.11,,,13.40,22.94,8.60,-36.11,-2.09,-18.91,-7.71,33.63,3.78,5.23,13.86,5.56,-3.63,53.19,-20.63,-13.37,-7.16,-41.22,99.10,-37.05,74.37,28.36
ROE_sq,,,,,,,-33.94,10.21,,,-37.29,-31.28,,,121.59,475.86,,,30.86,-9.02,,,-23.58,-35.81,,,-57.34,-71.72,187.63,137.99,-37.35,-105.53,508.70,447.87,-27.18,62.93,6.22,114.33,-21.78,63.60,-30.79,-14.61,20.06,-7.28,40.99,-32.89,33.03,25.17
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,97.72,-126.11,76.47,,,741.67,,,,-64.50,-74.24,-90.32,,-241.06,-241.24,-336.05,,211.53,239.05,294.58,,8.01,-3.41,-28.86,,-0.72,26.90,99.29,,-26.51,-36.62,-56.96,-64.43,-5.25,1.01,31.54,63.68,30.45,20.07,67.82,15.85,-6.10,-6.41,-63.72,-1.99,-31.36,26.49,172.54
ROA_sy,534.48,213.49,14.05,,,-1.33,,,,-79.87,-82.91,-85.71,,-181.56,-54.50,139.53,,302.74,639.58,66.50,,-34.80,-70.99,-69.39,,-40.93,-30.58,-90.95,,11.40,34.97,-231.58,-68.48,13.39,15.03,1528.00,415.38,83.33,133.78,128.01,132.84,-15.34,16.76,-27.64,39.58,11.41,32.67,34.13
ROA_qq,,,,,,,8.66,17.93,,,-21.14,-55.67,,,21.04,25.91,,,-1.55,3.67,,,-11.96,-23.64,,,12.53,19.91,6.43,-48.83,-2.95,-18.58,-12.03,36.32,3.46,6.02,9.46,8.65,-4.77,48.19,-24.44,-11.94,-5.08,-42.56,104.15,-38.32,74.90,23.76
ROA_sq,,,,,,,-30.54,-2.51,,,-41.06,-18.48,,,132.88,329.17,,,19.93,-3.38,,,-46.63,1.94,,,-37.28,-86.71,768.42,53.94,-24.02,-112.95,308.00,453.85,-22.92,60.81,-24.93,97.01,-1.70,56.84,-23.34,-28.37,35.57,-2.81,47.88,-42.82,61.45,-1.74
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,-38.86,-423.01,85.25,,,544.32,,366.43,-94.65,-79.26,-29.97,58.21,629.36,-156.85,-142.20,-112.82,-108.96,201.44,199.36,258.33,530.41,62.46,-0.02,46.50,-95.14,-55.49,-3.33,6.37,1868.09,37.08,-19.36,-54.28,-57.67,-5.35,-34.29,25.09,39.47,-13.30,72.20,40.70,-14.57,8.47,-46.34,-73.16,-29.22,-66.07,11.67,153.58
OPM_sy,200.00,94.93,207.31,,,72.18,,60.34,36.83,-62.01,-42.42,-57.39,-52.14,-59.96,-90.89,-37.17,-8.03,301.54,1020.05,180.31,27.72,-24.35,-18.38,-44.70,-57.60,-33.00,-13.94,-19.05,11.57,-18.00,-40.06,-68.90,7.85,45.02,53.44,388.15,9.20,-13.23,-2.98,-23.02,24.58,79.03,48.59,3.56,62.87,-31.84,23.21,18.28
OPM_qq,,,,,1162.35,-26.37,-50.19,-31.62,-78.67,185.42,68.20,54.48,-1.66,-122.25,-24.84,53.08,31.21,351.76,22.29,-25.24,86.99,-4.97,-24.74,9.55,-93.79,769.80,63.45,20.54,14.85,-39.42,-3.85,-31.66,6.33,35.47,-33.25,30.11,18.55,-15.79,32.59,6.30,-28.02,6.92,-34.42,-46.83,89.84,-48.74,115.82,20.75
OPM_sq,,,,,15.30,56.50,-12.07,1.07,-1.61,-56.56,33.29,-25.21,10.51,-63.65,-69.67,415.74,61.76,58.69,-15.39,29.07,-26.30,-6.00,-8.72,-12.55,-43.49,48.54,17.25,-17.74,-22.12,9.16,-14.30,-57.32,170.11,46.78,-9.32,35.78,-39.58,16.63,1.39,7.74,-2.21,67.60,-15.85,-24.91,53.79,-29.86,52.12,-27.92
