,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
WKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_yy,-26.39,-131.89,,,,-249.15,-56.85,-9.75,,83.15,68.16,647.13,,644.90,385.73,-85.00,,-18.78,-18.88,-10.61,-100.00,-18.01,-14.86,3.87,,17.45,-14.74,64.64,,57.45,126.40,-3.81,-3.09,3.11,4.25,10.39,5.57,-16.80,3.76,-3.90,0.68,28.09,1.18,1.69,1.74,0.69,-0.16,-23.76,-24.15,-24.55,-22.40,0.30,0.38
WKCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_qq,,,-109.07,-45.21,100.00,,6.08,-1.60,100.00,,-77.50,1845.85,-100.00,,-6.92,-8.32,-6.64,1.95,-7.04,1.02,-100.00,,-3.47,23.25,-100.00,,-29.93,137.99,-0.67,-4.95,0.76,1.11,0.07,1.14,1.87,7.07,-4.29,-20.29,27.05,-0.84,0.26,1.41,0.35,-0.35,0.32,0.37,-0.50,-23.91,-0.20,-0.15,2.34,-1.66,-0.12
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,35.87,,,,,,,,,,,,,,,566.77,,23.15,23.25,11.86,,21.96,17.48,-3.71,,-14.87,17.27,-39.25,,-36.46,-55.84,3.95,3.22,-3.06,-4.09,-9.43,-5.30,20.19,-3.57,4.04,-0.65,-21.94,-1.16,-1.66,-1.73,-0.66,0.15,31.19,31.86,32.50,28.81,-0.28,-0.39
CWKCurrent_sy,-10.50,,,,,,,,,,,,,,,0.19,,-11.23,-28.55,-26.81,,-17.10,6.38,18.98,,16.43,3.40,0.18,,-2.47,1.64,-1.01,-7.21,2.97,-3.64,-4.92,-8.22,-8.12,-4.73,-3.77,-4.15,-10.66,-16.49,-6.35,-0.81,5.21,11.91,2.49,1.66,2.38,1.07,13.10,-22.80
CWKCurrent_qq,,,,,,,,,,,,,,,7.46,9.06,7.11,-1.90,7.55,-1.02,,,3.60,-18.87,,,42.72,-57.97,0.63,5.26,-0.80,-1.07,-0.07,-1.15,-1.85,-6.58,4.49,25.45,-21.26,0.80,-0.22,-1.44,-0.29,0.29,-0.29,-0.37,0.52,31.38,0.22,0.11,-2.28,1.71,0.11
CWKCurrent_sq,,,,,,,,,,,,,,,9.04,-8.47,1.68,-12.53,-12.22,-6.25,,,12.64,4.86,,,0.03,1.59,3.19,-6.99,4.25,-1.06,-3.28,3.22,-2.45,-2.37,-6.63,3.33,1.15,-1.39,-7.00,-3.69,-5.46,10.59,-1.50,2.16,0.56,1.28,-2.29,2.89,-0.73,13.34,-33.31
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,-11.41,-17.69,,,,0.95,8.96,12.05,,57.94,53.84,194.14,,127.32,119.61,-90.49,,-26.28,1.63,-3.18,-100.00,-14.01,-237.74,-44.23,,-23.18,64.68,-45.78,,-64.10,149.29,-1.07,26.54,55.36,19.81,28.29,72.73,-154.36,-173.35,-158.64,-134.18,-17.95,10.72,23.25,29.12,43.04,42.53,379.43,420.08,39.65,-14.91,-114.13,-100.27
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,-5.81,-2.67,100.00,,2.75,0.81,100.00,,-6.74,302.28,-100.00,,-23.40,-1.93,-4.98,3.28,5.59,-6.57,-100.00,,-269.13,137.83,-100.00,,-177.76,158.08,-5.04,-16.29,6.76,16.58,21.47,2.77,-17.67,24.82,63.55,-132.34,-11.09,0.20,4.67,-11.61,15.92,14.21,11.97,10.32,15.16,517.15,0.84,-116.91,-61.55,48.72,98.11
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,,,,,,,,,,,,,,,950.98,,35.65,-1.61,3.30,,16.29,,79.31,,30.17,,84.41,,178.53,,1.07,-20.99,-35.63,-16.52,-22.04,-42.10,,,,,,,,,,,,,,,,
CWKGrahamCurrent_sy,,,,,,,,,,,,,,,,-10.03,,-3.99,-13.40,-10.33,,15.36,,8.99,,30.57,,9.49,,13.17,,-4.85,18.44,-12.02,-5.78,-9.72,-32.54,,,,,,,,,,,,,,,,
CWKGrahamCurrent_qq,,,,,,,,,,,,,,,30.55,1.97,5.24,-3.17,-5.31,7.05,,,,,,,,,5.32,19.44,-6.34,-14.22,-17.67,-2.69,21.47,-19.88,-38.86,,,,,,,,,,,,-0.83,,,,
CWKGrahamCurrent_sq,,,,,,,,,,,,,,,6.98,6.61,-8.85,-7.65,-3.51,10.39,,,,,,,,,-1.85,36.65,-23.49,-7.27,22.17,1.51,-18.07,-11.15,-8.70,,,,,,,,,,,,-0.42,,,,
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,-54.29,-18.80,,,,-18.64,15.94,8.86,27.77,-18.87,-48.54,-45.96,-87.95,-83.46,-79.19,-81.79,-58.13,-1.78,5.36,-0.48,126.17,-38.29,-61.56,-60.68,-52.92,-50.44,-36.36,-44.47,-65.04,16.92,15.25,43.45,46.84,-24.10,-8.82,-6.13,-1.33,-11.00,-0.95,1.03,4.98,21.62,2.19,0.28,2.20,-1.20,-0.08,-39.11,-39.22,-37.98,-37.81,3.30,2.69
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,-7.97,6.97,-14.10,-3.78,31.14,0.44,0.82,-38.91,-16.83,5.49,-77.52,-16.10,4.63,-7.68,-48.34,96.83,12.24,-12.80,17.40,-46.30,-30.09,-10.81,40.58,-43.46,-10.23,-22.18,-11.49,89.10,-11.51,-3.14,-9.40,-2.25,6.30,-0.28,-4.77,-11.83,18.30,1.71,-1.05,2.15,-0.60,-0.19,0.85,-1.26,0.53,-39.18,0.68,0.76,0.80,1.02,0.09
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,117.92,23.34,,,,22.80,-13.66,-8.05,-21.82,23.29,94.27,84.79,730.47,504.55,380.17,449.38,138.84,1.81,-5.09,0.48,-55.79,62.06,160.18,154.30,112.38,101.74,57.14,80.10,186.00,-14.47,-13.24,-30.29,-31.88,31.74,9.65,6.52,1.33,12.35,0.97,-1.02,-4.73,-17.77,-2.15,-0.28,-2.16,1.22,0.09,64.24,64.50,61.20,60.74,-3.17,-2.62
CPCurrent_sy,-8.30,-19.21,,,,-21.10,-20.99,-25.65,-16.23,-17.05,-5.74,10.29,6.82,-19.38,-10.93,-11.84,-7.60,21.43,12.66,8.84,-1.77,-5.62,-10.99,-24.33,-26.59,-24.86,-24.96,-10.96,1.87,32.02,50.99,61.96,54.27,4.13,-22.94,-37.93,-39.84,-36.24,-23.27,-18.07,-14.81,-5.87,-9.11,-4.50,-3.97,51.22,79.88,83.42,98.79,-2.79,15.55,-24.27,292.17
CPCurrent_qq,,,8.60,-6.53,16.53,3.82,-23.64,-0.46,-0.92,63.72,20.31,-5.31,345.26,19.18,-4.44,8.34,93.58,-49.20,-10.92,14.69,-14.82,86.21,43.02,12.10,-28.86,76.88,11.41,28.48,12.97,-47.11,13.02,3.23,10.39,2.30,-5.93,0.28,5.01,13.42,-15.46,-1.70,1.07,-2.10,0.60,0.18,-0.84,1.29,-0.52,64.39,-0.68,-0.75,-0.81,-0.98,-0.11
CPCurrent_sq,,,-12.00,-3.20,-8.18,0.88,-11.88,-8.92,3.46,-0.10,0.14,6.57,0.20,-24.61,10.64,5.48,5.02,-0.92,2.65,1.90,-5.21,-4.80,-3.20,-13.37,-8.04,-2.56,-3.33,2.79,5.20,26.29,10.56,10.26,0.20,-14.76,-18.18,-11.19,-2.88,-9.67,-1.52,-5.17,0.99,-0.18,-4.92,-0.35,1.55,57.18,13.10,1.61,10.06,-23.14,34.43,-33.41,469.95
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,74.65,-32.27,,,,39.79,69.40,92.32,118.14,54.41,-58.45,-908.86,-176.25,61.25,70.94,80.31,55.36,-36.76,-3.14,26.20,-135.92,22.16,35.02,-17.91,2.68,2.25,25.40,313.56,293.49,305.87,451.47,-108.79,-111.48,-67.44,-63.60,567.20,286.58,-48.59,-60.31,-118.00,-20.29,-18.78,-8.23,329.35,-1.72,-19.26,-22.86,-68.19,-68.95,-48.99,18.34,-18.62,-37.85
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,6.34,0.56,-5.82,38.91,52.39,75.05,350.00,-253.55,-65.45,-58.85,81.11,21.97,-24.06,-7.64,57.16,-139.06,6.44,22.98,-36.94,21.12,21.90,-39.77,-13.03,20.77,40.40,500.16,2.40,-15.70,1.75,-110.01,-33.71,339.06,13.76,28.47,-46.60,-34.13,-12.17,-158.27,336.41,-32.87,-0.77,45.64,1.30,-44.85,-5.20,-39.93,-1.12,-9.42,119.96,-58.70,-24.49
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.10,174.67,,,94.49,151.89,,25.43,23.19,8.99,,1.76,23.76,29.64,214.51,221.75,96.03,-15.51,22.76,60.83
CZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.55,-20.16,,,14.23,36.15,,-2.31,-43.96,-47.91,,-40.95,19.60,19.46,43.15,101.71,19.08,-5.82,-19.59,87.13
CZCurrent_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.34,18.63,-1.72,,,,-12.10,-22.15,87.28,51.75,13.85,,,49.04,0.72,-31.31,-1.32,81.27,5.50,66.65,0.96,10.44,-54.53,142.16,32.26
CZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.20,16.94,-2.61,,,,-13.07,17.55,-19.98,39.70,3.61,,,-19.86,-3.70,11.53,-31.39,62.32,-3.82,33.65,-3.33,-4.18,-23.93,14.11,124.99
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,69.45,-170.05,,,,-2.46,-30.13,-26.76,5.75,92.37,58.22,92.95,85.47,-9.69,68.77,-71.41,54.70,-14.20,13.65,35.54,-94.80,-5.23,23.72,81.48,64.86,70.40,83.46,2356.86,1082.31,1283.11,3188.07,-99.55,-104.41,-84.23,-82.73,3923.21,546.06,8.28,24.44,12.47,-2.94,-17.84,-32.09,-19.38,-15.78,-34.33,-40.57,-66.57,-68.83,-63.96,-82.17,-160.32,-200.62
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,37.57,-33.78,-2.30,-19.92,20.70,-30.31,23.94,90.29,-334.16,78.02,-56.89,26.72,-23.62,-20.61,58.53,-84.72,6.53,9.96,-25.31,0.21,32.25,78.14,-137.73,15.95,62.15,3084.01,3.47,1.24,-1.21,-99.57,-1119.64,461.82,8.13,0.85,13.05,-12.17,24.27,-8.85,-2.45,-25.65,2.72,8.21,1.91,-42.03,-7.04,-39.13,-4.98,-32.97,-54.02,-306.00,-58.50
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22174.53,,533.86,479.25,-97.51,,-7.65,-19.64,-11.09,3.01,21.76,47.29,24.02,18.78,52.28,68.28,199.29,220.88,177.71,460.83,,
CZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.08,,-22.70,-25.75,-41.78,,11.01,-1.42,-10.43,-3.35,-47.59,-43.44,-41.70,-37.09,25.41,30.46,64.42,111.46,24.72,17.66,,
CZOCurrent_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.36,-1.22,1.21,22953.85,,,-7.51,-0.85,-11.54,13.84,-19.52,9.70,2.49,34.56,-2.65,-7.63,-1.84,72.51,7.58,64.29,5.24,49.30,117.26,,
CZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.60,45.99,1.30,37.67,,,-2.71,7.95,-23.26,37.74,-13.60,-1.92,-17.20,-25.31,-6.76,1.09,-10.65,48.90,-3.01,27.41,14.92,-12.18,-8.50,,
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,74.13,52.64,,,,658.99,3860.55,1313.44,,-95.85,-143.36,-484.30,,-517.64,102.48,102.32,-26.48,179.98,877.36,54.85,36.02,-9.51,12.53,82.68,,51.34,19.24,-25.17,14.31,-37.61,-38.76,-58.06,-51.87,-47.61,-102.38,86.77,-48.84,102.62,4956.32,-51.26,80.13,-39.86,11.50,94.90,48.72,71.94,-1.91,-162.18,-170.16,-32.59,0.30,250.60,177.74
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,82.70,304.01,135.70,572.13,16.35,-23.32,-83.32,-72.07,-1314.19,-579.65,104.34,-216.63,107.22,534.29,37.56,26.88,-11.71,0.49,20.83,-15.59,9.78,63.15,-33.86,27.74,-13.50,2.38,1.05,-30.28,-15.10,-29.89,15.96,-24.10,-103.86,5600.00,-68.23,200.59,-7.53,-44.80,17.41,0.37,71.43,-3.52,-10.41,16.04,-2.20,-161.16,-1.10,211.48,45.53,-8.18,-47.81
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,43.41,41.65,,,,786.76,3343.81,1200.50,-21.82,-94.87,-184.26,-811.00,730.47,-2619.80,111.95,112.73,75.58,181.43,826.82,55.58,-39.86,46.64,192.73,364.55,112.38,205.33,87.41,34.76,226.96,-46.63,-46.88,-70.76,-67.22,-30.97,-102.61,98.97,-48.17,127.60,5001.65,-51.76,71.60,-50.53,9.10,94.33,45.55,74.02,-1.82,-202.14,-215.40,8.64,61.24,245.79,175.70
EVPCurrent_sy,4.10,-30.48,,,,-9.28,-6.34,-47.22,-18.99,-32.43,-50.93,8.30,16.43,-18.10,44.53,31.71,-7.60,6.65,37.05,13.10,-5.24,23.43,0.53,51.24,-18.16,-11.75,-2.89,-34.14,61.69,99.81,25.71,37.75,13.81,-4.64,-16.03,12.29,-11.77,-6.14,-1.08,-29.27,-37.15,-53.23,-38.13,-36.57,26.82,65.59,66.64,68.77,0.92,-20.32,-18.27,-9.08,79.37
EVPCurrent_qq,,,81.22,290.48,175.00,598.00,-11.28,-23.63,-83.47,-54.19,-1556.85,-544.36,119.31,-239.01,106.91,586.59,166.24,-35.53,-21.35,15.26,2.92,57.17,57.01,82.90,-52.95,125.96,-3.63,31.52,14.16,-63.12,-4.07,-27.62,28.02,-22.34,-103.63,5613.64,-66.65,240.99,-21.83,-45.73,18.63,-1.70,72.42,-3.35,-11.15,17.53,-2.73,-200.56,-0.38,210.64,44.37,-9.08,-47.88
EVPCurrent_sq,,,-16.22,4.40,-8.74,13.65,-13.51,-41.17,40.08,-5.20,-37.18,29.83,50.59,-33.32,10.85,18.32,5.65,-23.03,42.45,-2.36,-11.49,0.26,16.02,46.89,-52.10,8.11,27.66,-0.38,17.60,33.60,-19.68,9.17,-2.85,11.94,-29.27,45.98,-23.67,19.08,-25.45,4.38,-32.17,-11.37,-1.39,6.99,35.63,15.71,-0.76,8.36,-18.90,-8.64,1.80,20.54,60.00
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,-15.32,-82.47,,,,-645.67,-2987.90,-1014.95,-6.08,45.54,203.78,5554.15,-587.93,480.68,-107.96,-101.35,-62.32,-170.04,-1031.53,-140.18,30.19,14.03,-47.53,-887.15,-184.69,-411.28,-620.66,103.31,111.63,105.28,101.98,9240.77,-1191.26,232.07,-113.77,-95.35,111.46,87.11,4006.94,-56.66,85.55,-26.76,64.22,141.67,76.70,161.80,65.06,-286.12,-325.10,87.18,462.56,-149.41,22.81
EVEBITCurrent_sy,519.84,127.67,,,,-49.78,55.60,-48.12,114.80,-46.25,23.33,22.64,-58.31,2.33,6.00,-9.30,13.24,-12.74,0.20,-1.76,37.20,22.83,32.03,51.14,7.92,46.22,21.43,-8.51,14.47,-30.11,-72.70,66.05,45.05,70.64,290.61,-13.97,7.93,-5.89,1.25,1.89,10.81,-18.98,-40.29,-49.48,-58.60,-14.90,16.87,119.15,239.27,-14.42,13.20,-58.61,-125.14
EVEBITCurrent_qq,,,-72.28,-252.42,-130.42,-460.39,-46.73,41.15,78.08,-187.66,379.65,2992.49,-102.77,259.18,-105.85,-425.78,-231.77,31.31,5.56,-11.60,3.56,15.42,-62.05,-646.76,72.19,-51.90,-128.42,103.43,-2.33,-31.12,-14.09,16061.12,-111.41,120.96,-103.56,5559.64,-71.90,242.27,-25.58,-39.44,20.30,35.09,66.87,-10.88,-12.04,100.15,5.21,-200.49,-6.38,266.43,216.19,-144.55,67.08
EVEBITCurrent_sq,,,-83.14,228.41,-62.99,145.05,-47.76,9.49,53.26,-38.68,19.86,8.88,-47.91,50.52,24.16,-6.84,-34.96,15.98,42.58,-8.66,-9.17,3.84,53.26,4.56,-35.14,40.69,27.28,-21.23,-18.85,-14.10,-50.29,379.21,-29.11,1.06,13.78,5.54,-11.06,-11.89,22.41,6.21,-3.27,-35.57,-9.79,-10.13,-20.74,32.43,23.89,68.53,22.70,-66.59,63.87,-38.37,-174.51
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,76.70,-91.28,,,,-619.77,-2533.69,-907.01,-2.30,517.91,209.75,-25211.81,-539.91,-49.04,-107.16,99.71,-127.82,-172.03,-1131.19,-169.93,46.82,18.08,-49.60,-9492.11,-259.14,-733.19,323225.73,100.25,107.28,102.61,-100.00,3860.55,-1685.44,221.86,-113.42,-89.08,108.10,91.81,4058.78,-56.52,79.59,-27.74,62.36,140.08,75.67,156.26,60.56,-280.61,-318.62,82.12,401.74,-201.36,9.06
EVEBITDACurrent_sy,-56.32,37.07,,,,-32.66,-4.44,-26.51,238.41,-37.20,32.31,34.26,-62.72,-13.09,22.30,76.06,55.25,2.41,-18.40,-38.65,1.24,37.32,29.52,74.94,44.31,5.08,26.73,-27.64,-3.43,-19.50,-15.34,70.33,45.71,94.06,32.28,-11.41,5.59,-14.74,2.26,-8.98,-11.64,-33.21,-39.88,-38.15,-42.42,58.79,38.46,119.01,153.46,-40.53,1.54,-32.12,-135.97
EVEBITDACurrent_qq,,,-67.21,-233.42,-126.25,-425.07,-53.54,44.79,77.01,2244.94,-59.68,-12832.55,99.42,270.83,-105.66,-413.99,-358.19,45.99,3.21,-12.69,9.73,16.80,-76.75,-7125.59,96.62,-93.03,68648.37,-99.99,-1.99,-30.73,-13.66,6655.98,-139.23,114.06,-103.60,5596.81,-70.91,233.06,-25.68,-39.63,20.18,34.00,67.01,-10.73,-12.07,95.47,4.64,-200.41,-6.44,262.84,188.28,-160.31,67.88
EVEBITDACurrent_sq,,,-61.49,15.83,-54.86,234.44,-45.35,-10.92,107.84,-37.93,15.14,-9.61,-42.29,44.69,62.02,30.13,-49.11,-4.55,29.10,-2.16,-16.03,29.48,21.76,32.15,-30.73,-5.72,46.84,-24.54,-7.56,-21.41,54.44,51.82,-20.93,4.66,5.27,1.68,-5.76,-15.49,26.27,-9.49,-8.52,-36.12,13.66,-6.88,-14.83,76.15,-0.89,47.29,-1.43,-58.67,69.22,-1.53,-152.23
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,65.56,514.79,,,,-82.76,-80.49,-93.01,,170.60,397.65,-284.46,,-107.11,-110.17,-31.20,,-68.39,-27.16,17.45,,5.06,23.68,-13.53,,16.77,12.50,229.74,,230.76,255.21,-109.15,-111.84,-68.44,-65.09,523.01,276.80,-38.20,-61.76,-118.69,-20.92,-36.70,-9.32,325.93,-3.36,-19.66,-22.60,-58.31,-58.93,-32.49,52.21,-18.54,-38.42
ROE_sy,15.37,155.35,,,,2.94,-30.97,-20.13,,36.15,110.03,15.26,,-9.80,-42.22,-14.41,,-22.76,14.10,1.20,,-41.20,-36.63,-35.14,,8.38,-30.94,-18.03,,-55.31,-29.44,-60.84,-64.16,8.32,6.91,87.22,103.50,45.12,33.17,9.97,43.98,16.81,42.86,-15.86,-26.45,-35.68,-42.31,12.41,13.92,26.62,68.22,8.96,-1712.53
ROE_qq,,,-55.20,-31.51,,,-49.31,-75.45,,,-6.78,-109.10,,,-33.28,-17.43,54.12,-134.48,-0.65,23.76,,,19.09,-13.40,,,14.94,268.15,3.10,-11.32,0.96,-109.91,-33.47,336.36,11.67,20.07,-44.21,-17.38,-30.90,-158.70,335.98,-33.86,-1.02,46.23,0.94,-45.01,-4.64,-21.24,-0.56,-9.60,115.00,-57.85,-24.83
ROE_sq,,,-4.52,14.27,,,-35.97,32.22,,,-1.23,-27.44,,,-36.73,7.49,76.37,-35.59,-6.55,-4.67,,,0.70,-2.41,,,-35.83,15.82,-11.36,-32.17,1.32,-35.72,-18.86,105.00,,12.56,-11.81,46.19,-8.24,-7.05,15.47,18.60,12.23,-45.26,0.94,3.71,0.67,6.67,2.29,15.27,33.75,-30.91,-1613.86
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,75.50,-84.46,,,,35.89,70.71,92.75,,22.61,-226.84,-805.96,,-19.55,14.75,-33.99,,-47.93,-10.74,19.26,,6.17,64.49,17.03,,9.18,-24.65,281.19,,245.05,369.84,-109.66,-112.45,-68.19,-65.21,521.86,276.39,-40.09,-62.80,-118.08,-23.43,-36.79,-9.32,325.61,-3.60,-19.53,-22.92,-57.03,-58.13,-30.58,56.41,-20.13,-38.22
ROA_sy,512.90,77.37,,,,48.66,97.23,35.97,,42.81,41.65,12.49,,-12.65,-40.63,-42.21,,-14.72,15.99,11.10,,-34.90,-23.33,-16.54,,-14.70,-42.54,-39.12,,-87.33,-107.77,-91.75,-66.26,454.67,1294.74,1051.28,289.09,9.38,-0.22,9.35,51.17,13.41,42.16,17.31,-26.74,-20.93,-39.44,-27.43,-33.76,6.86,18.46,-39.23,-804.46
ROA_qq,,,-1.94,-4.31,,,53.42,74.19,,,-96.71,28.45,,,-40.28,-12.45,55.32,-109.89,-5.00,18.01,,,60.26,-91.58,,,45.46,378.47,4.00,-8.17,1.46,-109.97,-33.95,334.72,10.95,20.93,-43.99,-20.28,-31.11,-158.78,337.20,-34.19,-1.17,46.25,1.35,-45.07,-5.34,-18.46,-1.26,-8.92,113.29,-58.36,-23.62
