,2004/Q4,2005/Q4,2006/Q4,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
WKCurrent_yy,,52.92,20.73,301.56,,,,-18.17,-30.99,-27.35,,-14.30,0.73,-9.11,,6.31,5.07,18.83,,4.91,6.06,-3.77,,-27.89,-45.44,-41.82,-44.24,-35.23,-30.12,-28.63,-30.05,-37.37,-54.09,-50.04,-83.81,-104.68,-215.55,-154.83,1179.76,4722.50,421.29,754.58,12.89,16.91,15.86,18.05
WKCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_qq,,,,,-5.51,2.15,-100.00,,-20.31,7.54,-100.00,,-6.33,-2.97,-100.00,,-7.42,9.75,-100.00,,-6.41,-0.43,-14.04,-9.99,-29.19,6.18,-17.61,4.55,-23.59,8.44,-19.25,-6.39,-43.98,17.99,-73.83,-127.06,-1282.74,44.02,710.93,-2.26,-3.89,14.06,5.36,1.22,-4.76,16.22
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,,-34.61,-17.17,-75.10,,,,22.22,44.91,37.65,,16.69,-0.72,10.02,,-5.93,-4.82,-15.85,,-4.68,-5.72,3.92,,38.69,83.30,71.89,79.33,54.40,43.08,40.12,42.96,59.67,117.81,100.18,517.45,,,,-92.18,,,,-11.41,-14.47,-13.69,-15.30
CWKCurrent_sy,,-31.99,-47.77,-35.13,,,,65.96,70.43,-19.71,,3.95,-8.10,64.12,,-16.25,-8.84,13.68,,-0.10,-13.22,-20.14,,-2.41,4.21,6.32,1.00,-5.00,4.68,2.31,,4.15,-2.33,6.31,3.06,,,,-8.87,,,,-7.49,-3.68,-0.84,27.71
CWKCurrent_qq,,,,,5.84,-2.12,,,25.49,-7.02,,,6.77,3.05,,,8.02,-8.89,,,6.84,0.42,16.34,11.10,41.22,-5.83,21.38,-4.35,30.87,-7.78,23.84,6.83,78.52,-15.24,281.98,,,,,2.32,4.05,-12.33,-5.09,-1.21,5.00,-13.96
CWKCurrent_sq,,,,,-1.30,0.85,,,1.37,-52.49,,,-10.38,-15.16,,,-2.45,5.80,,,-15.26,-2.64,6.86,10.69,-9.52,-0.66,1.52,4.11,-0.29,-2.91,-0.78,8.44,-6.50,5.68,-3.81,,,,,,-9.57,11.37,-8.14,4.11,-6.90,43.44
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,,52.47,7.69,449.92,,,,-48.03,-68.01,-74.61,,-58.15,-33.26,-19.42,,60.54,57.69,92.03,,-14.10,-9.46,-9.29,,-57.26,-114.11,-90.42,-131.63,-106.28,-140.97,-585.51,-254.60,-2352.12,-269.88,-98.01,-92.62,-135.20,-88.20,-74.71,-14.11,9.41,29.97,27.08,35.06,43.05,42.40,61.98
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,,-14.38,0.04,-100.00,,-47.30,-20.59,-100.00,,-15.95,-4.13,-100.00,,-17.44,16.75,-100.00,,-12.98,16.97,-40.26,-29.71,-128.73,179.46,-297.12,86.05,-1003.12,-60.09,-43.97,3.55,-66.39,14.30,-40.05,-17.76,-33.14,20.44,8.52,6.51,-2.91,17.15,18.52,18.02,-4.10,45.33
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,-34.41,-7.14,-81.82,,,,92.43,212.62,293.88,,138.96,49.82,24.09,,-37.71,-36.59,-47.93,,16.40,10.45,10.24,,134.00,,943.07,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_sy,,-21.25,-37.29,-5.34,,,,-10.10,-69.67,-73.11,,21.26,203.55,261.51,,-55.56,-20.04,-69.44,,5.70,-46.84,29.64,,32.04,,34.17,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_qq,,,,,16.80,-0.05,,,89.75,25.93,,,18.97,4.31,,,21.12,-14.34,,,14.92,-14.51,67.39,42.28,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_sq,,,,,25.98,14.99,,,-57.49,1.95,,,6.41,21.42,,,91.45,-53.60,,,-3.71,13.16,11.72,8.46,,,,,,,,,,,,,,,,,,,,,,
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,,52.73,14.78,-3.23,,,,-8.13,-11.41,5.71,12.85,58.33,78.99,53.75,39.92,21.80,11.94,12.20,9.13,8.38,7.00,5.30,7.46,2.63,-5.14,-8.49,-14.80,-15.51,-9.72,-8.91,-4.75,-4.39,-9.19,-10.65,-14.50,-16.74,-16.88,-16.06,-11.56,-9.24,-4.21,-4.55,-3.92,-0.53,-4.80,-5.24
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,,3.02,0.20,5.49,-15.63,-0.66,19.57,12.61,18.37,12.30,2.70,2.48,3.04,3.22,2.94,-0.32,2.33,1.90,1.30,1.73,-2.27,-5.81,-2.28,-5.29,-3.08,0.65,-1.41,-0.96,-2.71,-4.41,-2.99,-5.23,-5.26,-4.56,-2.03,-0.15,-2.78,0.72,-2.38,0.51,0.66,-3.61,-2.83
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,,-34.54,-12.87,3.34,,,,8.84,12.88,-5.39,-11.41,-36.83,-44.15,-34.98,-28.53,-17.90,-10.63,-10.85,-8.37,-7.73,-6.55,-5.06,-6.94,-2.54,5.41,9.27,17.36,18.34,10.77,9.82,5.02,4.60,10.12,11.90,16.95,20.09,20.33,19.15,13.08,10.17,4.38,4.78,4.05,0.52,5.05,5.48
CPCurrent_sy,,62.04,-24.94,-18.25,,,,0.17,-0.84,-3.46,-8.83,-20.45,-0.05,14.47,14.74,19.31,29.56,1.20,-8.51,-0.43,-20.07,-1.53,-3.46,-2.36,-28.27,-40.49,-28.07,-19.29,2.30,7.19,0.93,-21.04,-8.95,-11.86,14.75,1.16,3.13,-4.12,-20.55,-14.24,-16.62,-7.12,-7.05,-4.39,7.29,2.87
CPCurrent_qq,,,,,-2.92,-0.20,-5.19,18.49,0.68,-16.35,-11.22,-15.51,-10.99,-2.61,-2.42,-2.95,-3.11,-2.85,0.29,-2.27,-1.87,-1.30,-1.70,2.36,6.14,2.31,5.58,3.21,-0.65,1.44,0.97,2.80,4.59,3.08,5.52,5.56,4.80,2.07,0.14,2.84,-0.70,2.45,-0.55,-0.65,3.78,2.88
CPCurrent_sq,,,,,-22.72,9.36,-1.67,20.55,-23.50,6.47,-7.14,5.19,-3.88,21.93,-6.92,9.38,4.37,-4.76,-15.86,19.04,-16.21,17.33,-17.51,20.40,-38.44,-2.67,-0.28,35.09,-21.97,1.98,-6.11,5.69,-10.03,-1.29,22.24,-6.83,-8.27,-8.23,1.31,0.57,-10.82,2.22,1.39,3.44,0.07,-1.98
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,,72.81,37.31,4.27,,,,-242.37,-569.56,-432.94,-687.02,19.61,101.88,86.04,105.01,145.65,780.08,406.00,76.26,-43.26,-16.19,-123.23,-308.20,-820.16,-1035.73,-968.25,-437.87,8.93,63.85,60.16,62.10,31.26,-25.57,-24.71,-94.98,-75.27,-82.88,-54.52,327.98,311.24,325.87,367.26,-86.03,-83.46,-87.91,-84.34
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,,-46.53,58.12,-44.77,-404.90,-76.34,-12.12,2.62,58.25,104.12,-933.08,134.97,280.26,-20.56,189.66,-79.86,22.40,17.34,-180.28,-80.57,-323.38,-52.47,8.36,9.08,28.31,39.48,-0.99,13.52,-30.03,-10.56,-0.30,-35.22,-16.89,-15.36,15.25,299.51,8.30,23.35,0.27,-89.57,28.22,-9.84,29.89
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,-42.13,-27.17,-4.09,,,,,,,,,,,,,-88.65,,-43.25,76.26,19.27,,,,,,,,,,,,,,,,,,,,,,615.78,504.71,726.98,538.47
CZCurrent_sy,,20.86,31.59,-62.21,,,,,,,,,,,,,-81.04,,-68.17,46.79,19.49,,,,,,,,,,,,,,,,,,,,,,15.22,-20.70,-18.85,-36.62
CZCurrent_qq,,,,,87.05,-36.76,81.02,,,,,,,,,-73.70,25.90,-65.48,396.57,-18.32,-14.81,,,,,,,,,,,,,,,,,,,-7.68,-18.92,-0.27,858.82,-22.00,10.88,-23.01
CZCurrent_sq,,,,,43.42,0.73,70.80,,,,,,,,,-52.85,-29.77,-9.84,6.62,117.44,-42.84,,,,,,,,,,,,,,,,,,,33.68,-0.60,5.76,-18.01,-7.99,1.70,-17.40
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,,53.06,28.22,-24.46,,,,-208.38,-516.86,-557.80,-1510.01,-34.15,37.01,55.64,93.39,134.31,184.57,250.10,907.38,151.69,6.63,-63.22,-155.55,-303.91,-439.57,-692.19,-282.00,43.00,73.77,63.57,69.08,20.07,-70.90,-30.80,-142.31,-97.90,-77.28,-49.74,356.20,340.86,358.22,420.41,-78.13,-77.72,-81.42,-76.04
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,,-59.55,8.99,-63.49,-773.34,-55.60,-19.69,-12.44,35.94,26.94,15.72,83.26,432.75,80.09,49.60,-9.94,3.73,-23.70,-48.40,-236.01,-280.77,-27.06,10.01,12.26,43.18,41.54,-24.99,25.53,-46.89,-25.00,4.33,-37.95,-19.96,-11.97,19.19,336.02,12.78,20.04,0.27,-83.89,14.93,0.11,29.31
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,-34.66,-22.01,32.37,,,,,,,,,,,,,,,,-60.26,-6.24,171.92,,,,,,,,,,,,,,,,,,,,,357.32,348.72,438.15,317.26
CZOCurrent_sy,,20.02,25.91,-52.91,,,,,,,,,,,,,,,,-17.17,-38.95,61.29,,,,,,,,,,,,,,,,,,,,,54.96,15.30,-30.70,-45.30
CZOCurrent_qq,,,,,147.17,-8.23,173.82,,,,,,,,,,-44.46,-33.16,11.03,-3.59,31.05,93.84,,,,,,,,,,,,,,,,,,-11.33,-16.70,-0.27,520.79,-13.00,-0.09,-22.67
CZOCurrent_sq,,,,,24.72,1.53,31.30,,,,,,,,,,42.40,-43.81,-17.65,25.71,4.96,48.44,,,,,,,,,,,,,,,,,,-4.90,62.19,8.65,-7.53,-29.24,-2.52,-14.24
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,,-8.79,-8.44,-130.11,,,,311.78,3516.99,56.79,,24.55,21.04,11.31,,15.98,16.45,23.62,,21.14,4.31,10.80,16.51,-3.31,20.44,11.12,25.90,27.81,3.37,-3.55,-13.65,-17.11,-14.14,-16.29,-11.73,-12.61,2.91,21.95,17.24,31.96,39.14,30.70,28.39,16.86,-5.68,-5.02
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,,107.00,2237.70,99.68,-35.15,19.48,1.33,27.36,-19.22,16.11,-6.82,14.42,-6.31,16.58,-1.08,-7.44,13.49,0.38,5.08,-2.67,-5.81,25.03,-3.05,10.27,-4.38,1.13,-9.54,-1.28,-8.21,4.74,-11.81,4.10,-9.12,23.34,4.51,0.08,2.29,30.06,-1.84,-1.69,-6.90,4.98,-1.15
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,,-40.27,-20.23,-131.10,,,,330.53,4011.32,48.35,-11.41,-21.30,-32.35,-27.61,-28.53,-4.84,4.00,10.17,-8.37,11.79,-2.48,5.30,8.41,-5.74,26.96,21.41,47.81,51.26,14.49,5.89,-9.35,-13.31,-5.48,-6.32,3.27,4.96,23.86,45.24,32.55,45.38,45.24,36.97,33.60,17.48,-0.92,0.22
EVPCurrent_sy,,57.81,-33.02,-10.24,,,,-4.40,19.47,11.73,13.26,6.00,-0.95,-4.26,-4.51,-3.90,-4.68,-10.49,-12.41,-15.69,-17.38,5.46,1.35,11.23,-14.74,-11.33,-7.60,-10.89,2.75,-1.75,-13.05,-18.64,4.43,-3.18,24.16,-0.01,-4.41,-15.60,-14.90,-0.04,-5.75,2.10,-10.53,-6.95,3.58,1.49
EVPCurrent_qq,,,,,106.74,2249.06,89.40,-23.16,20.25,-15.24,13.10,-31.74,3.37,-9.29,11.67,-9.11,12.97,-3.91,-7.13,10.89,-1.45,3.75,-4.38,-3.57,32.73,-0.79,16.41,-1.32,0.46,-8.24,-0.35,-5.64,9.55,-9.06,9.85,-4.09,29.27,6.64,0.26,5.18,29.15,0.57,-2.21,-7.51,8.93,1.72
EVPCurrent_sq,,,,,-14.46,4.54,-3.12,10.36,6.89,-2.23,-1.79,3.29,-0.12,-5.50,-2.05,3.94,-0.92,-11.26,-4.16,0.05,-2.91,13.27,-7.89,9.81,-25.58,17.80,-4.02,5.91,-14.19,12.63,-15.06,-0.90,10.14,4.43,8.93,-20.19,5.30,-7.79,9.82,-6.25,-0.72,-0.11,-3.77,-2.50,10.51,-2.12
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,,-40.41,-28.59,-139.85,,,,-95.42,-967.09,-134.25,-107.10,7.15,-92.18,-150.93,-1414.04,437.99,237.71,182.36,112.38,-51.86,-2.19,201.31,-309.79,-147.42,-135.47,-118.76,67.05,-124.23,-294.12,-164.78,-179.28,-3.70,49.76,36.01,63.57,55.84,41.95,18.57,145.76,154.78,153.88,140.79,487.11,424.40,407.61,296.33
EVEBITCurrent_sy,,20.51,-24.46,-27.16,,,,1.57,-80.70,-94.22,-101.96,-82.71,407.29,1464.94,3510.61,661.16,3.79,-23.70,-47.38,-35.44,-34.66,29.38,80.82,27.06,7.07,-45.78,-11.96,27.65,24.76,48.32,-0.22,-14.00,14.61,30.12,46.70,-8.33,-17.97,-32.03,-36.36,-27.33,23.53,31.71,18.63,10.05,-39.44,-46.89
EVEBITCurrent_qq,,,,,117.31,2043.40,446.78,-109.64,23.21,15.33,-13.27,-26.09,-58.92,-10.55,-583.40,128.15,-35.25,-33.88,2.77,9.42,31.55,103.69,-171.55,75.27,1.59,-7.73,-25.68,-68.29,-72.96,27.62,-32.57,37.51,16.20,7.81,24.54,24.25,-10.16,-29.32,142.40,-9.31,8.35,-2.10,510.33,-19.00,4.88,-23.56
EVEBITCurrent_sq,,,,,40.44,15.64,21.98,-48.73,-73.32,-65.36,-141.39,551.93,682.80,6.86,-9.78,0.86,6.75,-21.44,-37.78,23.73,8.04,55.55,-13.05,-13.05,-8.95,-21.23,41.18,26.06,-11.01,-6.35,-5.02,8.65,18.60,6.32,7.08,-32.11,6.13,-11.91,0.25,-22.47,80.42,-6.07,-9.70,-28.08,-0.72,-17.62
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,,-40.07,-29.47,-138.04,,,,-375.19,-2665.22,-207.86,-149.83,-13.53,-650.47,6755.12,290.49,149.60,110.99,-98.82,-64.68,-25.58,-11.46,37.66,229.38,-317.73,-243.42,-223.15,-166.84,-143.54,2659.93,-1372.15,785.94,-144.78,-111.12,84.19,-114.48,89.51,68.27,48.84,124.19,133.28,135.71,125.30,341.41,310.76,292.28,228.71
EVEBITDACurrent_sy,,-0.32,-9.73,-24.16,,,,21.03,-11.89,-92.70,-104.12,-64.81,-3.62,1184.67,1527.32,191.43,4.16,-22.94,-13.24,-31.15,-22.12,51.85,109.83,10.00,-9.71,-38.77,-28.73,15.00,35.02,19.05,-11.57,-10.63,1.69,24.00,0.95,0.64,-6.92,-20.05,6.30,-20.66,17.75,52.88,-1.84,7.26,-26.74,-52.72
EVEBITDACurrent_qq,,,,,111.52,1872.95,142.51,-186.23,37.82,17.04,-12.03,-96.47,-311.02,835.65,-96.79,-48.84,-8.94,-21.24,-3.73,7.80,8.34,22.44,130.34,-171.26,28.64,-5.14,-25.01,-159.64,850.10,-160.46,158.25,-192.66,65.94,14.00,46.65,32.86,-3.00,-38.67,125.23,-7.63,10.52,-1.78,340.20,-14.04,5.55,-17.69
EVEBITDACurrent_sq,,,,,28.40,-2.04,19.36,-19.38,-6.53,-91.88,-167.38,788.31,156.05,8.19,-25.14,40.54,-8.49,-19.95,-15.73,11.52,3.52,56.07,16.45,-41.53,-15.02,5.83,35.54,-5.66,-0.23,-6.69,0.68,-4.66,13.53,13.78,-18.03,-4.95,5.00,-2.27,8.98,-29.06,55.84,26.88,-30.02,-22.48,6.44,-18.11
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,,13.03,13.72,-74.03,,,,-273.97,-780.80,-558.44,,6.19,101.86,84.65,,142.93,741.10,357.46,,-45.95,-20.85,-124.17,,-1099.48,-1813.99,-1733.93,-865.21,-40.62,48.27,44.18,45.83,-9.76,-173.50,-149.66,-1103.93,3847.14,258.25,381.77,117.82,-95.43,-29.70,-59.17,-87.62,-85.86,-89.57,-86.74
ROE_sy,,-25.81,-24.72,-4.09,,,,-75.67,-191.42,-168.66,,-38.63,136.05,147.23,,523.73,188.82,251.13,,-46.89,-43.63,-94.37,,-27.41,-46.43,456.76,65.86,110.88,164.12,198.06,34.55,31.71,10.92,-20.11,-24.86,33.14,46.89,84.51,35.41,-31.37,-53.87,-53.09,-34.53,-9.52,31.80,34.51
ROE_qq,,,,,-43.44,54.84,,,-121.32,-4.27,,,104.38,-963.01,,,-14.25,164.17,,,25.58,-180.66,-109.69,-370.56,-115.36,13.70,-10.36,31.45,20.78,6.87,-7.10,-38.90,-97.40,14.99,-416.47,532.32,-91.66,51.37,-67.34,10.80,28.34,-12.08,-90.10,26.64,-5.33,11.77
ROE_sq,,,,,2.02,-18.14,,,-483.36,38.53,,,125.18,-19.46,,,4.27,-2.08,,,10.67,-90.22,681.76,-14.17,-18.33,1.60,132.89,9.12,2.29,14.66,5.13,6.82,-13.85,-17.42,-1.12,89.28,-4.96,3.72,-27.43,-4.07,-36.11,5.47,1.30,32.56,-6.93,7.63
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,,38.31,2.45,-49.22,,,,-253.24,-647.04,-345.18,,43.47,101.44,84.61,,149.75,837.50,417.04,,-47.44,-22.22,-123.34,,-898.05,-1100.00,-1018.18,-528.20,-13.51,50.17,46.50,50.63,15.84,-47.71,-54.51,-143.39,-145.40,-171.97,-80.79,260.11,202.33,209.48,246.57,-87.81,-81.85,-87.69,-84.11
ROA_sy,,41.66,5.07,-3.80,,,,-81.64,-188.50,-332.21,,-104.23,110.69,103.08,,9327.27,928.46,2001.56,,-47.78,-54.45,-94.65,,-14.15,-39.41,600.00,71.17,127.25,144.99,129.56,-18.29,-2.13,-17.04,-38.81,-3.18,6.13,12.27,43.36,34.31,-11.64,-21.38,-9.16,-38.04,14.75,42.60,15.94
ROA_qq,,,,,-55.29,94.41,,,-59.60,12.87,,,104.07,-1029.17,,,-23.21,214.22,,,13.64,-194.29,-61.21,-362.03,-42.39,-5.43,9.43,16.52,37.49,-13.19,16.41,-42.30,-9.71,-18.40,-31.67,-43.48,-21.59,21.30,216.61,-8.30,30.09,5.37,-90.30,36.48,-11.78,36.02
ROA_sq,,,,,-2.97,-34.93,,,-567.69,-70.72,,,1281.82,-50.77,,,31.72,0.60,,,14.91,-88.18,743.06,-25.04,-18.90,36.59,106.15,-0.48,-12.57,27.99,-26.62,19.20,-25.89,-5.60,16.10,30.66,-21.60,20.55,8.77,-14.04,-30.24,39.27,-25.81,59.21,-13.31,13.24
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,,0.15,11.72,-21.93,,,,-217.98,-570.67,-532.65,-1345.88,15.24,64.78,71.13,95.28,128.10,175.60,233.66,840.00,132.92,-0.35,-65.04,-151.62,-298.67,-457.65,-746.85,-348.69,32.62,70.95,60.00,67.56,16.33,-88.01,-46.49,-183.45,-137.62,-113.30,-78.23,389.85,365.43,369.68,435.82,-77.23,-77.58,-80.49,-74.72
OPM_sy,,33.49,-32.26,97.09,,,,-74.77,-113.83,-164.53,-231.54,-48.94,224.04,120.59,138.72,589.58,303.49,414.29,59.63,-43.35,-53.51,-58.55,-6.90,-20.40,29.34,62.37,-3.40,46.06,41.21,19.37,32.91,-0.46,-25.00,6.38,-31.73,-12.10,17.35,4.50,54.23,6.16,-6.43,12.92,0.68,-21.85,7.42,3.71
OPM_qq,,,,,-60.73,8.89,-65.31,-895.29,-56.66,-0.09,0.09,45.89,34.90,17.96,83.66,422.00,75.16,45.04,-9.54,1.35,-25.07,-49.11,-233.57,-290.05,-34.90,7.96,7.35,41.42,41.83,-26.71,24.86,-51.08,-30.71,1.28,-45.39,-26.65,-17.33,17.51,336.44,15.98,19.21,2.72,-83.97,14.23,3.70,33.12
OPM_sq,,,,,0.94,-8.91,-37.52,-56.07,-155.32,-325.00,-27.38,117.05,34.38,-29.46,139.56,203.67,-21.37,-10.09,-25.64,7.76,-35.47,-19.83,67.01,-7.87,4.86,0.64,-0.63,39.30,1.38,-14.93,10.64,4.33,-23.62,20.66,-29.00,34.33,1.97,7.46,4.78,-7.53,-10.12,29.67,-6.57,-28.23,23.54,25.19
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,,13.25,19.57,7.83,,,,-254.95,-630.89,-415.12,-620.00,49.20,101.02,90.91,103.55,137.53,705.88,372.54,62.50,-47.49,-21.17,-121.96,-293.59,-797.87,-1083.33,-1071.76,-533.11,-7.77,59.98,56.22,60.15,28.01,-38.35,-39.45,-127.82,-110.41,-120.07,-84.21,357.72,332.68,335.86,379.91,-85.47,-83.39,-87.29,-83.48
ROS_sy,,48.88,2.85,79.15,,,,-87.47,-201.55,-292.68,-371.35,-109.09,113.11,103.80,121.26,6157.14,587.21,1388.46,9.33,-42.45,-61.93,-77.78,33.23,-25.41,90.22,83.72,15.33,48.35,47.66,109.49,48.61,18.52,-6.17,-26.89,-50.33,-6.41,-0.84,47.11,76.34,-1.84,-4.42,-17.70,-9.15,7.31,19.57,41.64
ROS_qq,,,,,-48.18,57.96,-47.58,-461.15,-77.53,6.24,13.50,64.72,103.56,-935.29,133.80,272.92,-23.46,182.48,-79.84,20.51,14.89,-178.70,-77.65,-334.44,-61.89,6.21,4.02,26.05,39.89,-2.59,12.61,-33.60,-15.52,-3.40,-42.76,-23.39,-20.82,13.45,299.73,11.40,22.47,2.72,-89.63,27.38,-6.28,33.51
ROS_sq,,,,,-47.44,9.91,-26.76,-70.38,-525.97,-108.54,-3.14,99.01,714.29,-39.53,476.92,182.67,-30.31,30.96,-57.62,48.78,-53.89,-23.56,154.07,-16.70,17.58,-26.17,59.49,7.14,17.04,4.75,13.14,-14.55,-7.34,-18.38,-23.14,61.02,-1.84,21.09,-7.87,-10.37,-4.42,4.27,1.71,5.87,6.50,23.51
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,,13.29,6.77,-38.73,,,,-292.87,-5615.79,-5540.00,-919.05,33.13,67.50,83.92,106.92,151.87,222.38,413.71,595.95,45.70,-37.04,-91.26,-156.31,-224.06,-364.71,-1460.42,-99.31,4.18,46.11,37.83,56.06,53.97,25.26,23.40,-116.14,-276.29,-254.48,-188.10,26.78,78.35,133.27,147.99,231.09,373.02,14.91,12.79
