,2004/Q4,2005/Q4,2006/Q4,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
WKCurrent_yy,18.18,17.03,33.86,,,98.25,,95.46,2.42,2.11,1.25,3.69,0.93,0.07,-0.54,-0.02,0.96,2.30,3.07,2.79,3.16,2.79,2.14,2.10,1.85,0.15,-0.91,-0.80,-3.27,-6.12,-4.32,-4.44,-1.41,1.92,1.75,2.00,1.53,0.55,-1.28,-0.67,-0.29,0.31,1.80,0.06,0.37,0.99,1.67,3.74
WKCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_qq,,,,,94.15,1.26,1.79,-2.33,1.73,0.94,0.94,0.03,-0.98,0.09,0.33,0.55,-0.01,1.42,1.08,0.27,0.35,1.06,0.44,0.24,0.10,-0.63,-0.62,0.35,-2.39,-3.55,1.28,0.22,0.71,-0.29,1.11,0.46,0.24,-1.25,-0.73,1.08,0.63,-0.65,0.75,-0.65,0.94,-0.04,1.42,1.38
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,-15.38,-14.54,-25.30,,,-49.56,,-48.83,-2.39,-2.05,-1.23,-3.60,-0.92,-0.06,0.50,0.06,-0.92,-2.28,-2.97,-2.74,-3.11,-2.71,-2.11,-2.05,-1.80,-0.13,0.91,0.78,3.40,6.50,4.52,4.67,1.45,-1.89,-1.67,-1.98,-1.56,-0.56,1.26,0.69,0.32,-0.31,-1.74,-0.06,-0.38,-0.94,-1.64,-3.58
CWKCurrent_sy,-14.87,-42.14,-15.03,,,-14.56,,9.37,31.98,-0.19,-8.23,-8.37,-63.60,2.74,-2.47,-10.41,50.36,-21.06,-8.30,2.83,-11.44,-12.77,-13.48,-18.33,34.97,11.36,-0.25,3.31,-8.38,5.89,5.81,10.21,10.38,-2.71,4.24,1.05,1.96,1.24,1.60,7.06,7.26,9.04,5.80,1.92,3.39,-0.18,3.66,5.72
CWKCurrent_qq,,,,,-48.50,-1.25,-1.75,2.40,-1.74,-0.92,-0.92,-0.06,1.00,-0.06,-0.37,-0.50,,-1.43,-1.07,-0.26,-0.38,-1.03,-0.45,-0.20,-0.13,0.65,0.58,-0.32,2.46,3.67,-1.28,-0.19,-0.68,0.25,-1.06,-0.50,-0.25,1.27,0.75,-1.06,-0.63,0.63,-0.69,0.63,-0.94,0.06,-1.39,-1.35
CWKCurrent_sq,,,,,-4.60,8.31,2.63,3.14,15.12,-18.09,-5.64,2.99,-54.27,131.20,-10.43,-5.40,,21.39,4.04,6.08,-33.89,19.55,3.19,0.14,9.25,-1.36,-7.57,3.72,-3.12,14.01,-7.64,8.03,-2.97,0.49,-1.04,4.73,-2.10,-0.21,-0.69,10.35,-1.92,1.44,-3.63,6.30,-0.50,-2.07,0.08,8.41
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,12.42,-31.01,108.65,,,161.98,,57.26,-55.63,-21.19,-48.64,-1.40,49.15,-40.14,-3.55,-27.37,-30.14,-24.89,-34.18,-38.88,-29.53,8.56,25.46,35.17,30.92,70.09,8.77,17.73,2.38,-125.01,-127.81,-123.46,-116.29,93.84,131.95,150.62,210.37,695.32,68.27,112.24,60.87,-46.12,-35.04,-71.92,-39.56,82.06,48.78,-8.05
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,,138.54,-0.55,2.70,-35.45,-32.70,76.66,-33.07,23.92,1.80,-29.10,7.85,-6.69,-2.09,-23.77,-5.49,-13.34,12.89,17.42,9.22,-6.64,9.35,52.55,-30.15,1.05,-4.91,-137.27,22.36,14.76,33.97,85.90,502.68,35.05,43.97,-23.96,13.82,70.34,9.13,-74.54,37.23,-26.37,134.88,-23.29,12.14,-54.49
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,-11.06,44.94,-52.07,,,-61.84,,-36.42,125.40,26.89,94.72,1.41,-32.94,67.08,3.68,37.71,43.14,33.13,51.92,63.61,41.90,-7.86,-20.29,-26.01,-23.62,-41.21,-8.06,-15.06,-2.33,,,,,,,,,,-40.58,-52.88,-37.83,85.67,53.98,256.20,65.44,-45.10,-32.80,8.68
CWKGrahamCurrent_sy,21.83,20.12,-32.19,,,-34.22,,-14.18,129.00,3.94,-1.63,8.10,-69.57,4.98,13.00,6.03,13.11,-1.19,-1.68,-2.40,-27.91,-6.01,-6.21,-5.55,108.06,25.62,22.41,3.83,51.06,,,,,,,,,,-21.26,6.60,38.31,104.20,63.57,14.81,-25.71,-51.95,-40.61,-38.99
CWKGrahamCurrent_qq,,,,,-58.08,0.55,-2.62,54.92,48.59,-43.40,49.44,-19.32,-1.74,41.04,-7.27,7.17,2.14,31.17,5.81,15.41,-11.42,-14.83,-8.46,7.12,-8.55,-34.44,43.16,-1.04,5.16,,,,,,,-25.97,-30.55,31.56,-12.15,-41.29,-8.37,292.88,-27.15,35.82,-57.44,30.36,-10.81,119.63
CWKGrahamCurrent_sq,,,,,-29.86,30.03,-12.46,7.48,87.17,-40.98,-17.15,18.11,-47.31,103.62,-10.82,10.83,-43.79,77.88,-11.27,10.02,-58.48,131.91,-11.46,10.80,-8.54,40.02,-13.73,-6.02,33.05,,,,,,,-1.82,-27.22,4.40,5.55,32.92,-5.57,54.14,-15.45,-6.70,-38.90,-0.31,4.51,-4.15
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,13.63,4.72,20.85,,,-42.97,,-36.10,4.65,14.54,15.72,15.23,13.34,0.44,-6.63,-16.23,-20.44,-14.81,-7.55,7.83,27.65,38.23,48.62,36.69,20.63,4.00,-14.87,-15.09,-21.24,-4.34,68.35,94.86,170.80,163.57,56.55,48.61,14.21,-2.24,-7.11,-25.73,-33.32,-35.37,-25.63,-19.39,-1.92,12.53,14.25,23.02
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,,-38.02,-2.87,1.16,4.93,1.51,6.30,2.20,4.49,-0.15,-5.79,-5.00,-6.26,-5.18,0.87,3.10,9.34,12.25,9.23,10.85,0.56,-0.94,-5.82,-9.27,0.31,-8.12,14.39,59.68,16.11,27.68,11.34,-5.16,10.22,-1.87,-4.70,-9.89,-11.88,-11.89,-7.62,3.69,-4.48,7.20,5.99,5.27,2.85
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,-12.01,-4.51,-17.23,,,75.33,,56.51,-4.47,-12.68,-13.56,-13.21,-11.75,-0.45,7.09,19.34,25.68,17.40,8.17,-7.26,-21.66,-27.66,-32.72,-26.83,-17.08,-3.84,17.47,17.74,26.95,4.54,-40.60,-48.69,-63.08,-62.08,-36.12,-32.68,-12.40,2.36,7.72,34.68,49.95,54.71,34.40,24.00,1.98,-11.16,-12.48,-18.69
CPCurrent_sy,-25.82,-4.83,-14.04,,,-10.59,,55.07,18.23,-7.46,-11.16,-7.19,-1.69,14.74,26.88,21.15,8.21,-13.90,-9.69,-18.64,-20.23,-13.58,-27.12,-22.67,-20.60,-18.28,-8.75,-13.93,-6.78,14.66,6.19,9.56,10.92,-0.80,2.00,11.98,6.55,-1.77,1.66,-1.77,4.95,7.23,-3.12,23.72,10.23,-14.99,-9.34,-17.47
CPCurrent_qq,,,,,61.36,2.95,-1.14,-4.69,-1.50,-5.91,-2.14,-4.30,0.15,6.14,5.27,6.65,5.46,-0.85,-3.01,-8.55,-10.92,-8.45,-9.80,-0.54,0.96,6.17,10.19,-0.31,8.85,-12.57,-37.39,-13.88,-21.69,-10.19,5.46,-9.24,1.90,4.94,10.98,13.48,13.46,8.27,-3.58,4.70,-6.70,-5.67,-5.02,-2.72
CPCurrent_sq,,,,,30.26,19.14,-0.56,0.49,-0.69,-6.75,-4.54,4.97,5.20,8.84,5.57,0.22,-6.03,-13.40,10.72,-9.71,-7.87,-6.17,-6.63,-4.19,-5.41,-3.43,4.27,-9.63,2.45,18.77,-3.43,-6.76,3.71,6.22,-0.70,2.36,-1.31,-2.08,2.76,-1.09,5.44,0.05,-7.16,26.32,-6.06,-22.84,-0.98,15.00
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,91.59,61.53,19.71,,,-39.53,,-28.22,-15.87,-14.35,-29.95,-22.80,-59.26,-73.10,-81.96,-100.49,-57.96,61.36,280.00,11688.89,233.33,23.94,-28.16,-22.72,-39.66,-94.32,-143.47,-138.83,-280.34,243.33,349.16,371.88,249.77,241.75,-26.83,-12.69,-70.25,-70.60,-174.27,-134.45,-119.41,-44.44,239.21,108.20,225.23,224.35,-5.81,6609.52
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,,-25.68,-6.72,3.58,-0.04,-12.90,-5.03,-15.28,10.16,-54.04,-37.29,-43.18,-103.00,4033.33,140.68,33.80,-8.51,13.14,-10.51,-22.44,-1.59,-11.66,-91.57,-693.33,12.08,-310.22,116.04,330.58,-4.06,125.97,-63.39,-7.81,14.48,-23.01,-63.81,-332.85,46.89,56.64,203.60,483.48,-96.87,561.90,168.35,69.44,122.94
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,-47.80,-38.08,-16.46,,,65.31,,39.31,18.88,16.79,42.80,29.53,145.35,271.68,453.69,,137.95,-38.00,-73.67,,-70.00,-19.36,39.23,29.42,65.84,1672.53,,,,-71.01,,,,-70.81,36.68,14.52,236.30,240.89,,,,79.65,,,,-69.21,6.12,-98.48
CZCurrent_sy,0.53,-29.70,-34.66,,,10.38,,2.94,21.23,1.00,-9.15,-9.76,-6.15,26.78,95.88,,18.27,12.95,-43.65,,-33.18,-23.02,-5.69,-33.82,-14.00,-11.53,,,,26.22,,,,-19.04,-4.76,3.84,5.31,3.23,,,,41.13,,,,29.42,16.38,-23.22
CZCurrent_qq,,,,,34.54,7.19,-3.44,0.05,14.81,5.30,18.06,-9.25,117.48,59.51,75.88,,,-58.44,-25.31,9.29,-11.58,11.73,28.96,1.59,13.30,1094.12,,,,,-76.83,4.31,-55.77,173.12,8.46,-12.60,29.89,176.85,,,,,-82.85,3038.09,-84.67,-62.67,-40.90,-55.16
CZCurrent_sq,,,,,-2.44,-7.22,0.71,12.92,14.89,-22.70,-9.41,12.16,19.49,4.42,39.97,,,-0.28,-30.17,28.17,-25.14,14.88,-14.45,-10.06,-2.70,18.17,,,,,-14.72,-15.36,3.96,7.88,0.33,-7.72,5.43,5.76,,,,,-3.81,19.82,-10.94,26.09,-13.51,-20.95
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,126.23,90.02,7.72,,,-51.17,,-60.23,-57.30,-41.14,-49.91,-36.42,-79.84,-130.16,-157.17,-168.21,-270.33,75.33,140.09,117.49,172.99,344.14,-39.38,47.10,-30.56,-31.37,-314.01,-208.33,-610.81,215.05,576.79,838.87,353.14,356.66,67.10,50.14,-27.98,-37.59,-70.38,-60.80,-50.08,-0.96,188.65,46.37,33.14,-28.66,-25.95,31.81
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,,-32.16,-27.26,-11.01,-9.44,-27.17,0.27,-24.26,14.96,-76.91,-250.00,-43.56,-37.15,42.33,78.28,333.33,-40.15,140.65,-27.35,-42.07,45.22,13.60,-28.19,-280.65,26.49,-435.63,144.29,173.38,13.92,83.51,-20.10,0.04,2.35,-11.97,-30.76,-52.51,35.44,12.10,37.38,38.39,-31.32,1.97,-26.39,43.64,22.24
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,-55.79,-47.37,-7.18,,,104.75,,151.41,134.14,69.93,99.69,57.28,395.72,,,,,,,,,,65.67,-31.79,43.69,45.91,,,,-68.31,,,,-78.10,-40.17,-33.42,38.86,60.27,237.74,155.26,100.34,0.99,-65.36,-31.71,-24.89,40.09,35.00,-24.12
CZOCurrent_sy,-43.26,-27.20,-23.33,,,12.02,,9.92,4.51,-0.63,-24.26,-11.90,23.31,,,,,,,,,,-35.14,-37.05,-25.72,-11.25,,,,27.20,,,,-20.11,-16.67,3.50,7.81,2.12,21.90,8.51,10.95,27.91,35.19,61.91,45.79,25.53,-17.43,-27.49
CZOCurrent_qq,,,,,47.41,37.46,12.38,10.40,37.28,-0.23,32.06,-13.04,332.68,,,,,,,66.92,-58.31,37.50,73.13,-31.28,-12.16,39.62,,,,,-63.41,-12.21,-45.52,25.13,-0.04,-2.30,13.63,44.42,110.65,-26.16,-10.82,-27.20,-27.75,45.57,-1.90,35.77,-30.37,-18.17
CZOCurrent_sq,,,,,5.95,1.29,6.12,-3.49,0.73,-3.69,-19.11,12.26,40.99,,,,,,,8.73,-27.33,-7.63,-11.13,5.52,-14.24,10.36,,,,,-13.64,-13.04,-4.67,11.60,-9.93,8.02,-0.71,5.71,7.52,-3.85,1.52,21.87,13.64,15.16,-8.58,4.93,-25.25,1.13
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,4.26,-5.76,-2.12,,,-163.13,,-24.14,255.12,268.16,8.49,28.24,4.56,-2.07,-0.18,-0.73,-4.23,-24.15,-6.95,-3.11,-13.66,-6.23,5.88,8.48,17.13,138.48,62.01,59.00,46.10,112.45,2.68,9.97,30.75,9.11,3.49,229.50,-8.72,1.81,-16.50,-72.72,-18.60,-12.79,-10.92,-21.34,-13.44,-15.19,-8.90,-8.97
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,,-164.55,1.39,251.68,-21.44,32.00,6.90,-2.14,-7.13,7.62,0.12,-0.25,-7.64,3.82,-20.70,22.38,-3.83,-7.49,-13.88,38.18,-1.46,-0.11,75.34,-6.13,-3.29,-8.22,154.98,-54.63,3.58,9.12,112.79,-56.97,229.78,-69.77,137.34,-64.71,7.75,-9.81,154.29,-63.95,-4.86,-0.74,149.16,-61.28,-4.93
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,-8.23,-10.03,-19.02,,,-210.72,,18.68,248.23,246.83,-6.28,11.31,-7.75,-2.49,6.93,18.50,20.35,-10.98,0.63,-10.15,-32.34,-32.17,-28.75,-20.64,-2.89,129.31,90.33,87.22,85.49,122.10,-39.00,-43.56,-51.71,-58.60,-33.91,121.76,-20.08,4.15,-10.11,-63.27,22.07,34.92,19.79,-2.44,-11.77,-24.62,-20.26,-25.95
EVPCurrent_sy,-31.33,0.07,-7.61,,,-31.30,,-6.33,18.63,14.04,19.28,17.41,-1.69,4.31,13.74,-2.36,8.21,13.13,6.54,-3.68,-20.23,-20.23,-21.37,-8.95,3.40,10.12,22.07,16.81,25.12,16.29,1.02,2.37,-5.84,-1.99,-6.76,2.57,1.38,-1.97,17.30,11.85,12.88,13.94,4.32,6.51,-1.85,-20.91,-19.20,-26.75
EVPCurrent_qq,,,,,-204.14,-1.50,250.00,-25.15,30.07,0.54,-4.25,-11.10,7.79,6.28,4.99,-1.48,9.47,-21.38,18.68,-12.03,-17.57,-21.18,24.66,-2.01,0.85,86.14,3.47,-3.61,-0.08,122.87,-71.58,-10.82,-14.51,91.07,-54.63,199.23,-69.19,148.99,-60.84,22.28,2.39,175.21,-65.23,-0.42,-7.40,135.12,-63.22,-7.53
EVPCurrent_sq,,,,,-8.25,4.92,-12.35,11.02,16.20,0.86,-8.33,9.28,-2.71,7.03,-0.05,-6.18,7.82,11.89,-5.87,-15.18,-10.71,11.89,-7.21,-1.78,1.40,19.17,2.86,-6.02,8.61,10.76,-10.65,-4.76,-0.10,15.29,-15.00,4.77,-1.25,11.48,1.71,-0.10,-0.34,12.52,-6.87,2.00,-8.17,-9.33,-4.86,-7.53
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,-53.91,-50.40,-9.14,,,-229.25,,90.70,463.21,385.78,116.61,101.69,418.35,-424.81,-274.58,-245.65,-156.32,-207.41,331.78,652.20,218.28,138.39,75.42,-26.02,68.30,247.95,-175.38,-246.95,-128.65,-32.66,121.57,114.86,151.63,-76.10,-38.09,119.38,26.75,63.17,182.00,-30.36,63.07,-11.93,-69.15,-46.29,-34.98,18.82,22.99,-30.91
EVEBITCurrent_sy,-48.97,-13.28,-17.95,,,-21.04,,-19.45,1.66,1.51,-26.30,-20.59,12.47,15.31,59.75,42.45,-26.16,14.29,5.24,31.79,39.77,-4.60,-10.88,-18.70,-15.26,9.22,8.22,-12.07,-3.83,10.15,-4.74,-0.37,-9.54,-1.76,-2.47,20.47,21.29,-12.53,3.07,7.88,2.39,26.12,45.01,37.91,48.90,-5.60,-18.71,-24.48
EVEBITCurrent_qq,,,,,-195.14,-35.56,270.48,-13.26,81.20,6.66,29.21,-19.24,365.70,-166.84,30.55,32.62,-80.06,-264.83,152.36,60.53,-61.43,18.42,139.25,-32.30,-12.26,144.83,-151.83,-31.99,82.89,675.32,-83.40,-9.08,-40.55,166.27,-56.99,222.19,-65.65,242.77,-25.66,-20.43,-19.57,85.13,-73.96,38.50,-2.63,238.31,-73.04,-22.20
EVEBITCurrent_sq,,,,,-6.29,-16.97,11.70,-7.32,18.27,-17.09,-18.90,-0.13,67.50,-15.00,12.35,-10.95,-13.17,31.56,3.46,11.52,-7.91,-10.20,-3.36,1.72,-4.01,15.73,-4.24,-17.35,4.99,32.56,-17.19,-13.55,-4.68,43.95,-17.78,6.79,-4.03,3.81,-3.12,11.77,-8.91,27.87,11.39,6.30,-1.65,-18.93,-4.08,-1.25
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,-41.47,-48.84,-13.93,,,-222.10,,60.67,351.66,307.26,39.47,43.90,52.12,141.13,163.44,290.30,63.43,-41.14,-53.78,-63.72,-56.67,-36.15,-0.07,-3.61,18.40,162.43,133.14,132.25,781.92,71.75,-62.23,-64.67,-92.88,-54.76,-29.04,173.21,20.09,48.67,49.07,-54.10,27.06,3.18,-26.48,-16.76,-11.45,7.62,8.27,-22.78
EVEBITDACurrent_sy,15.34,11.41,-14.80,,,-17.99,,-18.15,8.21,-4.12,-15.73,-15.83,32.70,15.42,50.24,36.74,-8.07,2.02,-4.56,6.57,-16.73,-1.60,-17.79,-24.79,,-3.24,18.64,19.90,-1.95,11.24,0.13,6.86,11.63,-4.75,-9.21,-3.68,0.10,-9.41,-5.99,3.26,-0.38,21.32,24.00,8.82,17.71,9.27,-9.77,-7.42
EVEBITDACurrent_qq,,,,,-197.79,-24.24,261.83,-18.28,53.17,2.32,8.90,-15.69,61.92,62.19,18.98,24.91,-32.20,-41.58,-6.59,-1.94,-19.02,-13.92,46.19,-5.40,-0.54,90.79,29.88,-5.77,277.68,-62.84,-71.44,-11.85,-23.86,135.99,-55.20,239.42,-66.54,192.16,-55.08,4.51,-7.36,137.24,-67.99,18.32,-1.45,188.36,-67.80,-15.62
EVEBITDACurrent_sq,,,,,-20.12,4.22,-0.77,-0.93,5.61,-7.66,-12.79,-1.05,66.51,-19.68,13.53,-9.94,11.95,-10.87,6.21,0.56,-12.54,5.33,-11.27,-8.00,16.29,1.92,8.80,-7.02,-4.90,15.63,-2.06,-0.78,-0.66,-1.33,-6.65,5.26,3.24,-10.71,-3.12,15.62,-0.39,8.75,-0.99,1.46,7.75,0.95,-18.25,4.11
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,62.01,38.04,-10.56,,,-69.48,,-63.27,-17.90,-16.11,-30.90,-25.64,-59.57,-73.07,-81.80,-100.61,-58.33,57.34,267.90,9166.67,222.11,20.44,-29.87,-24.26,-40.85,-94.46,-144.02,-139.32,-286.74,273.33,359.78,382.72,252.07,237.50,-28.03,-14.41,-70.62,-70.90,-175.58,-134.69,-119.21,-43.64,236.15,108.82,227.59,216.13,-7.34,5916.67
ROE_sy,100.36,12.70,-5.56,,,-20.48,,-59.95,28.24,-41.22,-16.48,33.95,-28.04,-9.38,12.42,-8.29,24.76,-14.02,-7.26,1.82,8.85,44.95,37.92,41.63,1.05,8.94,-4.15,-13.17,-5.06,-8.36,3.60,-6.85,12.71,18.88,11.93,14.33,6.34,-18.50,-26.29,-37.59,-51.62,-36.66,-18.92,-19.84,-15.24,-40.91,-36.11,-14.81
ROE_qq,,,,,-61.71,-7.86,1.74,2.33,-14.42,-5.85,-16.20,10.11,-53.47,-37.28,-43.36,-103.70,3266.67,136.84,32.44,-8.72,12.50,-11.44,-22.88,-1.44,-12.14,-91.71,-713.33,11.96,-317.28,116.57,326.79,-4.18,124.45,-63.23,-8.99,13.95,-22.96,-63.58,-336.36,47.69,57.35,206.90,470.97,-96.61,516.67,164.86,67.35,120.12
ROE_sq,,,,,-56.05,104.66,-40.01,-25.79,40.73,-6.19,-14.76,19.02,-24.39,18.14,5.74,-2.90,2.86,-18.58,14.05,6.60,9.96,8.42,8.52,9.48,-21.55,16.90,-4.52,-0.82,-14.23,12.83,7.94,-10.83,3.79,19.01,1.62,-8.93,-3.46,-8.79,-8.08,-22.89,-25.16,19.42,17.66,-23.77,-20.86,-16.75,27.22,1.63
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,52.63,18.76,6.06,,,-53.54,,-42.91,-19.53,-17.68,-33.33,-28.06,-60.78,-73.05,-81.47,-100.47,-57.43,43.75,219.18,9800.00,184.88,9.78,-27.90,-15.46,-40.41,-93.56,-141.67,-136.59,-266.44,130.77,280.00,300.00,213.58,256.67,-25.40,-18.33,-70.65,-71.03,-179.79,-141.84,-120.99,-41.94,240.00,107.32,229.41,233.33,-10.48,6800.00
ROA_sy,108.38,3.64,18.73,,,-16.13,,-55.78,-13.20,-39.99,-17.06,70.31,-34.47,1.32,6.42,-7.86,97.53,-10.31,-2.97,-2.75,-52.16,-8.15,15.17,20.87,15.70,47.02,3.20,-23.27,16.08,-29.42,-20.04,-2.83,33.33,58.55,62.31,32.66,4.30,-26.81,-58.06,-46.88,-57.20,-44.30,9.45,-20.00,-38.55,-43.84,-49.40,-17.86
ROA_qq,,,,,-37.86,-9.84,2.43,-0.51,-12.41,-7.77,-17.05,7.36,-52.25,-36.63,-42.97,-102.74,4400.00,113.95,26.63,-16.74,26.29,-17.55,-16.83,-2.38,-10.98,-91.10,-638.46,14.29,-305.00,112.35,320.00,-4.76,130.00,-61.23,-12.15,4.26,-17.35,-61.73,-341.94,45.33,58.54,205.88,483.33,-97.14,633.33,172.73,56.67,120.21
ROA_sq,,,,,-12.93,28.36,-32.56,-41.34,70.92,-11.25,-6.80,20.46,-34.24,37.23,-2.10,4.29,40.98,-37.69,5.92,4.53,-30.65,19.62,32.81,9.70,-33.61,52.01,-6.78,-18.44,0.43,-7.58,5.62,-0.89,37.81,9.90,8.12,-18.99,8.35,-22.88,-38.04,2.61,-12.70,0.36,21.74,-25.00,-32.94,-8.28,9.68,21.76
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
