,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
WKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_yy,20.26,7.66,,,,4.08,1.06,-2.99,,-1.82,1.41,2.47,,-0.85,-2.39,-4.44,,-1.56,-4.18,-5.04,,-11.60,-12.12,-9.02,-1.40,-1.98,-2.10,-8.14,-8.84,-9.59,-10.00,0.08,-0.03,-0.79,0.72,-1.04,-2.40,-1.84,-2.74,-2.07,-1.68,-3.40,-4.06,-2.48,-3.17,-16.43,-16.85,-14.31,-14.26,-0.71,4.32,3.54,3.94
WKCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_qq,,,5.98,-4.35,-100.00,,2.90,-8.18,-100.00,,6.30,-7.23,-100.00,,4.64,-9.18,-100.00,,1.85,-10.00,-5.01,1.51,1.25,-6.82,2.95,0.92,1.12,-12.57,2.17,0.09,0.67,-2.78,2.06,-0.68,2.21,-4.49,0.67,-0.12,1.27,-3.82,1.07,-1.87,0.58,-2.24,0.36,-15.31,0.08,0.74,0.42,-1.92,5.15,-0.02,0.80
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,-16.85,-7.10,,,,-3.92,-1.02,3.08,,1.86,-1.40,-2.40,,0.84,2.44,4.67,,1.58,4.37,5.31,,13.12,13.80,9.92,1.41,2.03,2.16,8.86,9.71,10.61,11.10,-0.09,0.02,0.80,-0.72,1.06,2.46,1.87,2.81,2.11,1.71,3.52,4.25,2.55,3.28,19.67,20.24,16.69,16.63,0.72,-4.14,-3.41,-3.80
CWKCurrent_sy,-37.56,-46.83,,,,-56.71,-66.38,-55.07,,5.80,23.38,-8.81,,-32.03,-35.21,1.36,,7.01,35.18,-10.12,,207.04,163.60,187.53,0.78,50.50,18.52,-2.07,-40.90,13.59,-13.34,-71.13,-68.39,-83.63,-76.30,554.92,290.22,1274.83,940.55,-0.77,63.26,-31.08,-25.28,21.41,23.46,39.68,194.93,139.11,99.86,7.97,-40.60,-27.70,-0.39
CWKCurrent_qq,,,-5.65,4.55,,,-2.81,8.88,,,-5.92,7.78,,,-4.43,10.12,,,-1.81,11.11,5.27,-1.51,-1.23,7.33,-2.88,-0.90,-1.10,14.37,-2.13,-0.09,-0.67,2.86,-2.02,0.69,-2.16,4.70,-0.67,0.11,-1.25,3.98,-1.05,1.89,-0.56,2.29,-0.35,18.07,-0.09,-0.73,-0.40,1.96,-4.90,0.02,-0.80
CWKCurrent_sq,,,24.45,-23.53,,,-3.36,2.21,,,12.70,-24.46,,,7.43,18.18,,,35.71,-21.42,339.81,-34.54,16.51,-14.28,54.16,-2.25,-8.24,-29.18,-6.97,87.89,-29.99,-76.40,1.83,-2.70,1.39,551.94,-39.33,242.82,-23.27,-37.83,-0.18,44.73,-16.82,1.03,1.51,63.74,75.64,-18.10,-15.16,-11.54,-3.38,-0.30,16.88
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,31.08,-15.78,,,,16.32,14.96,4.30,,3.49,0.69,5.78,,10.58,7.77,5.34,,9.37,16.37,12.76,,-9.90,-15.49,0.61,12.37,7.60,8.47,-6.35,-7.24,-2.72,-6.22,5.92,3.43,6.30,11.12,6.96,7.17,7.89,5.29,9.61,9.74,3.71,-44.24,-42.73,-45.57,-38.57,3.30,5.91,4.40,4.48,9.23,8.87,9.71
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,11.96,-1.77,100.00,,10.54,-14.53,100.00,,7.94,-8.66,100.00,,5.05,-11.52,100.00,,12.39,-16.33,-3.96,-3.72,7.93,-0.11,8.33,-9.37,8.81,-16.33,7.57,-4.75,5.69,-3.03,5.12,-1.63,10.54,-7.86,5.33,-0.84,8.02,-2.94,5.47,-7.59,-37.78,-1.86,3.59,-2.42,3.85,0.89,2.04,-2.33,8.63,0.49,2.95
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,1.33,-1.01,,,,1.54,0.21,-0.75,-1.85,-2.05,1.34,2.15,2.04,1.84,0.35,-1.59,-3.71,-6.57,-10.19,-9.61,-8.00,-5.10,-3.41,-3.45,-3.86,-5.05,-5.51,-5.10,-5.09,-5.23,-5.61,-5.66,-6.26,-6.99,-7.29,-8.07,-7.29,-5.50,-3.98,-2.86,-2.29,-3.05,-3.57,-3.92,-4.32,-2.55,-1.37,-0.98,-0.27,-1.36,-2.42,-3.04,-3.24
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,0.67,0.22,0.65,,-0.66,-0.73,-0.47,-0.20,2.77,0.07,-0.59,-0.39,1.27,-1.87,-2.73,-3.35,-2.65,-1.23,-1.00,-0.31,-0.92,-1.27,-1.42,-1.54,-1.40,-0.84,-1.42,-1.68,-1.79,-0.89,-2.04,-2.45,-2.11,-1.73,-1.21,-0.57,-0.53,-0.58,-0.62,-1.34,-1.07,-0.94,-1.03,0.48,0.13,-0.55,-0.32,-0.62,-0.95,-1.18,-0.53
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,-1.32,1.03,,,,-1.53,-0.18,0.76,1.89,2.07,-1.33,-2.10,-2.00,-1.79,-0.34,1.63,3.87,7.05,11.35,10.62,8.69,5.36,3.51,3.57,4.00,5.33,5.84,5.37,5.38,5.52,5.95,6.00,6.68,7.51,7.85,8.77,7.85,5.81,4.15,2.95,2.36,3.15,3.71,4.09,4.50,2.62,1.39,0.99,0.28,1.37,2.48,3.12,3.35
CPCurrent_sy,-44.95,-36.59,,,,44.61,-11.18,35.37,-29.05,-68.35,-49.34,-52.83,-46.64,-27.97,-11.13,12.29,27.39,26.62,27.22,-32.09,-36.88,-6.15,-56.75,-19.90,-23.86,-16.94,32.01,41.61,104.42,449.74,140.78,83.95,33.65,-5.22,-8.24,339.96,344.46,241.84,328.21,71.39,2.36,31.87,28.25,-37.48,42.41,-35.00,7.13,3.44,-26.42,-25.28,-21.57,0.68,64.69
CPCurrent_qq,,,-0.69,-0.21,-0.64,,0.67,0.73,0.48,0.18,-2.68,-0.06,0.58,0.40,-1.25,1.91,2.81,3.46,2.72,1.24,1.01,0.30,0.92,1.31,1.42,1.58,1.41,0.86,1.42,1.72,1.82,0.90,2.07,2.52,2.14,1.76,1.21,0.58,0.53,0.59,0.63,1.36,1.07,0.96,1.03,-0.46,-0.14,0.56,0.32,0.62,0.95,1.20,0.54
CPCurrent_sq,,,47.09,-39.93,60.76,,-9.65,-8.45,-15.75,-54.59,44.62,-14.75,-4.70,-38.69,78.44,7.71,8.11,-39.06,79.28,-42.51,0.50,-9.41,-17.38,6.48,-4.47,-1.17,31.32,14.23,37.89,165.78,-42.48,-12.73,0.19,88.48,-44.32,318.41,1.21,44.97,-30.25,67.46,-39.55,86.77,-32.17,-18.36,37.69,-14.75,11.79,-21.17,-2.05,-13.44,17.35,1.20,60.21
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,151.16,-3.90,,,,-5.51,-8.75,-14.18,-4.10,8.55,18.25,31.16,31.74,-1.55,-22.80,-41.29,-52.80,-40.00,-32.54,-21.49,-88.42,-91.65,-99.12,-42.62,1169.47,1691.89,17886.59,80.74,-34.61,-55.40,-64.77,-57.42,-60.85,-65.01,-29.02,-2.52,-9.84,82.01,-10.11,-6.98,8.43,-52.54,-58.40,-84.57,-100.24,-787.55,-1097.39,-2530.24,-167537.50,96.56,91.75,86.52,90.17
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,4.19,3.86,-11.38,-1.46,0.62,-2.33,-0.97,11.53,9.61,8.33,-0.53,-16.65,-14.05,-17.61,-20.04,5.95,-3.36,-4.12,-88.21,-23.57,-89.76,6118.29,160.91,7.88,2.76,-37.51,-5.60,-26.43,-18.83,-24.48,-13.20,-34.23,64.64,3.71,-19.71,32.76,-18.69,7.33,-6.41,-41.89,-28.73,-60.19,-101.46,-166200.00,-3.38,3.00,-0.52,96.59,-148.36,-58.41,26.70
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,-60.19,4.06,,,,5.83,9.59,16.52,4.27,-7.88,-15.44,-23.76,-24.09,1.57,29.54,70.31,111.87,66.67,48.22,27.38,763.57,1097.20,11154.52,74.30,-92.12,-94.42,-99.44,-44.68,52.93,124.21,183.87,134.86,155.42,185.74,40.89,2.59,10.92,-45.05,11.26,7.49,-7.78,110.63,140.33,548.61,,,,,,,,,
CZCurrent_sy,0.47,-66.72,,,,-81.76,-1.17,235.84,22.06,12.57,-74.61,-37.09,-34.54,129.96,275.05,-90.83,138.91,-75.04,231.51,1915.21,843.06,1227.75,-13.75,212.25,-74.56,-12.71,-61.58,-68.38,-17.41,24.15,254.27,-33.59,-84.49,171.08,-77.35,203.71,1627.58,-14.75,346.43,53.74,17.02,158.47,68.68,941.97,,,,,,,,,
CZCurrent_qq,,,-4.03,-3.71,12.85,1.48,-0.62,2.38,0.98,-10.34,-8.77,-7.69,0.53,19.97,16.35,21.36,25.06,-5.62,3.47,4.30,747.85,30.84,872.73,-98.38,-61.68,-7.30,-2.69,60.03,5.94,35.91,23.20,32.41,15.21,52.04,-39.26,-3.59,24.57,-24.67,22.99,-6.85,6.87,72.05,40.33,151.39,,,,,,,,,
CZCurrent_sq,,,-32.18,-57.69,12.16,-43.33,267.45,43.78,-59.24,-47.73,-17.13,256.30,-57.58,83.62,35.15,-91.29,1005.08,-80.81,1694.71,-47.04,417.15,-72.99,16.58,91.73,-57.87,-7.30,-48.69,57.80,10.03,39.35,46.42,-70.42,-74.30,2335.54,-87.76,296.59,46.18,20.18,-35.93,36.57,11.27,165.45,-58.18,743.65,,,,,,,,,
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,14.92,1.03,,,,-12.02,-12.20,-8.37,-5.59,-3.53,6.34,19.94,20.33,4.33,-10.19,-30.91,-40.81,-35.13,-34.26,-21.32,-55.77,-56.70,-59.15,-86.94,34.77,13.77,33.58,508.99,26.02,52.38,31.87,-23.85,-33.48,-49.05,-46.12,-37.75,-40.65,25.13,38.16,45.96,62.16,-41.98,-47.58,-57.61,-62.36,-336.68,-369.89,-417.69,-483.53,116.91,110.48,103.97,107.21
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,-2.56,-7.46,-4.52,2.18,-2.76,-3.42,-1.62,4.41,7.19,8.93,-1.30,-9.48,-7.73,-16.20,-15.44,-0.81,-6.48,0.31,-52.47,-2.89,-11.78,-67.92,390.33,-18.02,3.58,46.26,1.47,-0.87,-10.36,-15.53,-11.36,-24.09,-5.20,-2.41,-15.50,60.06,4.67,3.10,-6.12,-42.74,-5.44,-16.62,-16.64,-460.10,-7.83,1.85,-0.63,115.88,-33.18,-62.78,82.49
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,-12.98,-1.02,,,,13.66,13.90,9.14,5.91,3.67,-5.97,-16.63,-16.90,-4.15,11.35,44.73,68.94,54.16,52.11,27.10,126.10,130.95,144.82,665.36,-25.79,-12.10,-25.14,-83.58,-20.65,-34.37,-24.17,31.31,50.32,96.26,85.60,60.63,68.51,-20.08,-27.62,-31.49,-38.34,72.38,90.76,135.92,165.69,,,,,,,,
CZOCurrent_sy,180.40,-82.04,,,,-66.74,21.24,-21.50,-55.19,-54.35,-74.88,-55.71,-41.66,0.37,-13.28,13.32,64.45,-34.98,550.49,373.65,642.85,286.32,-72.82,-63.39,-82.76,363.10,114.92,472.19,578.28,30.04,129.16,-67.40,-90.58,-78.81,-78.79,110.12,1745.62,567.65,642.45,54.45,-41.18,466.68,190.85,276.65,305.69,,,,,,,,
CZOCurrent_qq,,,2.63,8.05,4.74,-2.14,2.85,3.54,1.64,-4.22,-6.71,-8.20,1.31,10.48,8.37,19.32,18.26,0.81,6.93,-0.30,110.37,2.97,13.36,211.67,-79.60,21.97,-3.46,-31.63,-1.45,0.89,11.55,18.39,12.81,31.72,5.49,2.47,18.35,-37.53,-4.46,-3.01,6.51,74.65,5.73,19.96,19.95,,,,,,49.67,168.42,-45.19
CZOCurrent_sq,,,-37.44,-18.88,20.59,-45.65,128.03,-47.48,-31.16,-44.63,25.49,-7.41,-9.32,-4.74,8.42,20.99,31.59,-62.33,984.69,-11.90,106.38,-80.41,-23.69,18.68,-2.83,426.25,-64.59,215.98,15.18,0.89,-37.59,-55.05,-66.71,126.85,-37.52,345.28,192.43,-17.94,-30.52,-7.37,11.36,690.66,-64.34,19.96,19.95,,,,,,-71.04,200.38,222.90
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,200.88,15.28,,,,-17.15,-15.94,-8.07,,-7.13,2.90,-2.11,,2.79,-2.56,-15.15,,-9.55,-13.10,-11.40,70.96,-6.28,-2.98,-23.81,-13.77,-17.03,8.76,41.21,31.45,34.14,3.86,8.10,-6.60,-3.02,-6.61,-8.83,-3.64,-1.96,1.99,5.24,5.41,-2.03,31.07,28.99,21.01,30.36,-0.91,-0.68,-3.03,-3.92,-3.14,-0.27,4.07
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,-7.85,0.98,-55.91,101.93,-6.50,10.42,-52.03,87.53,3.60,5.05,-51.00,92.77,-1.80,-8.52,-42.25,74.36,-5.65,-6.73,11.42,-4.42,-2.33,-26.75,26.10,-8.03,28.03,-4.90,17.38,-6.15,-0.88,-1.01,1.42,-2.54,-4.55,-3.37,7.19,-0.84,-0.71,-0.29,7.36,-7.83,32.84,-1.87,0.72,-0.71,0.97,-1.63,-1.66,-1.62,1.78,1.28,2.62
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,196.89,16.46,,,,-18.40,-16.11,-7.38,1.89,-5.19,1.54,-4.18,-2.00,0.94,-2.90,-13.78,3.87,-3.20,-3.23,-1.99,85.82,-1.24,0.45,-21.07,-10.31,-12.62,15.09,48.77,38.50,41.56,10.03,14.60,-0.37,4.28,0.74,-0.82,3.94,3.76,6.21,8.34,7.87,1.05,35.93,34.25,26.47,33.78,0.46,0.30,-2.76,-2.60,-0.74,2.86,7.56
EVPCurrent_sy,-64.10,812.56,,,,-47.34,-99.31,-66.57,-29.05,-32.09,5934.78,80.93,-46.64,-49.37,7.46,20.98,5.73,10.40,-10.02,8.06,-37.95,106.98,13.43,-21.58,-10.44,-4.85,17.24,-22.04,607.45,34.30,-10.86,169.66,143.46,92.24,93.13,22.38,28.14,46.49,66.98,52.86,52.33,165.13,40.08,6.53,-2.24,-55.49,24.19,4.50,9.12,-11.36,-38.45,-11.83,-7.54
EVPCurrent_qq,,,-8.45,0.75,-56.19,101.92,-5.88,11.24,-51.81,87.90,0.80,4.99,-50.71,93.54,-3.04,-6.77,-40.62,80.36,-3.08,-5.57,12.57,-4.14,-1.42,-25.81,27.91,-6.60,29.85,-4.10,19.08,-4.54,0.93,-0.12,3.53,-0.09,-2.49,-1.66,8.50,-0.27,-0.18,0.31,8.03,-6.58,34.28,-0.93,1.77,-1.18,0.84,-1.09,-1.34,-1.01,2.76,2.49,3.17
EVPCurrent_sq,,,-13.34,-29.51,-64.74,144.48,-98.87,3319.57,-25.17,134.03,0.78,2.52,-77.93,122.05,113.91,15.42,-80.71,131.85,74.34,38.62,-88.93,673.42,-4.46,-4.17,-87.35,721.68,17.73,-36.28,14.77,55.99,-21.86,92.76,3.62,23.17,-21.49,22.14,8.50,40.81,-10.51,11.81,8.12,145.07,-52.72,-14.97,-0.78,11.58,31.92,-28.45,3.61,-9.36,-8.39,2.49,8.63
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,161.83,14.11,,,,-5.83,-4.26,0.33,5.91,-3.73,-3.24,-18.38,-16.90,-1.47,8.50,22.81,68.94,39.44,32.20,12.61,286.54,116.45,137.53,483.17,-36.01,-27.07,-18.58,-76.81,4.30,-11.96,-21.24,41.96,40.40,90.34,73.33,46.44,62.37,-21.65,-26.18,-27.89,-35.00,68.88,150.03,204.32,221.51,-155.07,-136.72,-131.26,-125.29,668.12,1024.25,2607.24,1543.01
EVEBITCurrent_sy,420.72,-30.78,,,,-190.67,-202.61,54.75,-83.87,111.77,136.83,-50.00,25.06,138.66,44.22,32.18,7.70,64.61,221.18,-58.31,-87.77,-28.13,-76.81,168.66,981.64,34.57,389.19,141.65,1769.51,199.76,-29.51,27.61,-8.96,-16.52,-14.36,6.99,70.34,110.75,89.36,25.68,-13.76,-62.25,-110.20,-100.17,-100.27,-111.67,47.53,-1227.38,93.12,1695.03,2926.54,4985.98,5598688.28
EVEBITCurrent_qq,,,-5.43,9.11,-53.82,97.60,-3.84,14.33,-51.25,79.61,-3.35,-3.56,-50.36,112.96,6.42,9.16,-31.71,75.77,0.89,-7.01,134.41,-1.58,10.72,128.30,-74.28,12.18,23.60,-34.98,15.68,-5.31,10.57,17.20,14.41,28.38,0.69,-0.98,26.85,-38.05,-5.13,-3.28,14.35,60.97,40.45,17.72,20.81,-127.57,6.36,-0.22,2.27,719.46,52.34,171.87,-43.76
EVEBITCurrent_sq,,,-28.20,-43.35,-37.89,-458.86,18.74,185.44,-93.53,161.90,154.17,16.01,-83.80,399.80,53.59,6.32,-86.80,663.88,199.67,-86.20,-96.13,4390.44,-3.29,59.85,-84.42,458.65,251.58,-21.04,20.54,-10.43,-17.32,42.94,-14.00,-17.87,-15.18,78.59,36.91,1.62,-23.79,18.53,-6.05,-55.52,-120.59,98.05,-50.00,-1841.80,7.38,50.79,99.22,450388.48,64.12,-14.94,790.64
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,179.62,17.16,,,,-14.71,-13.38,-4.21,3.68,-5.09,0.19,-9.85,-8.07,1.25,1.62,-1.41,22.27,7.80,5.77,1.49,128.27,24.57,25.56,9.56,-18.89,-17.66,9.14,17.15,36.68,31.23,3.06,20.71,6.59,18.44,11.90,4.42,10.07,-5.92,-4.34,-0.76,-1.33,15.50,58.81,61.93,52.39,227.38,165.73,158.14,157.20,-52.97,-55.57,-53.00,-53.78
EVEBITDACurrent_sy,616.39,104.04,,,,-273.90,-227.00,-33.75,-89.84,136.89,149.68,28.00,245.50,-28.91,21.17,57.55,33.57,38.47,1.41,47.40,-11.34,-6.02,-33.04,-53.33,-43.63,100.73,160.62,44.76,994.44,74.72,-7.42,55.88,42.42,-25.93,-7.08,14.29,26.10,26.39,38.80,32.67,25.22,52.75,71.24,21.13,-100.58,-47.21,-46.50,-72.21,10168.69,42.24,104.69,336.53,142.83
EVEBITDACurrent_qq,,,-6.83,2.10,-55.17,100.00,-5.38,12.91,-51.48,83.08,-0.11,1.60,-50.52,101.65,0.25,-1.44,-38.64,77.79,-1.64,-5.43,38.02,-2.98,-0.85,-17.48,2.18,-1.50,31.41,-11.42,19.21,-5.43,3.20,3.76,5.26,5.09,-2.49,-3.19,10.95,-10.17,-0.86,0.43,10.32,5.15,36.33,2.41,3.82,125.88,10.66,-0.52,3.44,-58.70,4.55,5.22,1.73
EVEBITDACurrent_sq,,,8.00,-31.03,-42.88,-508.77,21.13,135.98,-91.24,1384.67,6.22,-7.29,-76.37,205.50,81.04,20.54,-79.96,216.68,32.59,75.20,-87.95,235.70,-5.54,22.11,-85.44,1095.30,22.64,-32.17,10.06,90.82,-35.01,14.21,0.56,-0.75,-18.48,40.46,10.95,-0.52,-10.47,34.26,4.72,21.35,0.36,-5.02,-100.50,11119.95,1.71,-50.66,82.07,55.67,46.37,5.22,1.28
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,108.77,-10.71,,,,-9.18,-9.73,-11.54,,10.54,16.61,27.99,,-0.70,-20.91,-38.55,,-39.02,-29.60,-17.32,,-90.58,-99.05,-36.91,1189.69,1732.88,19314.29,96.76,-28.22,-50.67,-60.85,-57.51,-60.80,-64.70,-29.51,-1.45,-7.67,85.41,-7.47,-4.91,10.15,-50.93,-56.77,-84.24,-100.28,-923.11,-1301.33,-2945.90,-173600.00,96.56,92.06,86.98,90.56
ROE_sy,341.07,140.76,,,,5.66,-106.87,-77.88,,-55.44,1217.86,262.13,,184.88,28.75,-13.12,,-49.31,-55.67,-59.71,,-9.56,-6.44,63.83,3334.48,33.55,39.38,14.16,-43.72,-99.45,-90.41,-53.89,23.28,11862.50,611.94,82.98,-82.34,57.26,22.64,-35.71,193.44,-85.18,-107.86,-557.36,-708.10,-805.38,-95.65,280.93,110.93,138.02,327.78,-99.41,-81.09
ROE_qq,,,-1.65,8.53,,,-2.25,6.36,,,3.12,16.74,,,-17.86,-9.29,,,-5.16,6.53,-87.61,-24.74,-90.41,6957.14,153.24,6.95,1.57,-28.48,-7.61,-26.50,-19.39,-22.37,-14.77,-33.81,60.94,8.53,-20.15,32.92,-19.68,11.53,-7.49,-40.78,-29.25,-59.33,-101.64,-174400.00,-3.27,3.66,-0.06,96.55,-138.33,-58.04,27.43
ROE_sq,,,37.11,11.28,,,-108.91,458.33,,,123.57,16.08,,,1.04,-21.67,,,-11.62,-28.82,-92.40,1791.38,-8.57,24.63,59.36,-26.46,-4.57,2.07,-21.44,-99.29,1575.00,391.04,110.03,-30.75,-0.31,26.21,-79.73,516.80,-22.26,-33.85,-7.49,-68.85,-141.26,-3747.83,-22.99,63.87,88.56,3658.33,-92.57,25.63,-31.44,-90.73,136.84
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
