,2004/Q4,2005/Q4,2006/Q4,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
WKCurrent_yy,,-4.90,-22.99,5.07,,,,-15.75,-23.88,-15.03,-16.38,-20.27,-16.47,-12.70,-10.77,-17.60,-25.59,-35.86,-44.46,-87.48,-34.81,2241.00,660.28,787.88,93.19,-93.67,-76.55,5.80,13.33,12.46,16.41,10.54,-0.29,1.26,-24.19,-29.47,-30.21,-31.86,-10.68,-1.66,-0.98,-1.41,-1.69,419.92,2122.28,2089.14
WKCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_qq,,,,,6.65,-14.90,-5.86,-1.39,-3.65,-5.00,-7.35,-5.97,0.94,-0.72,-5.30,-13.17,-8.85,-14.42,-17.99,-80.43,374.75,2973.19,-73.37,-77.15,3.30,0.77,-1.42,3.10,10.65,,2.04,-2.10,-0.19,1.56,-23.61,-8.92,-1.24,-0.84,0.14,0.28,-0.56,-1.27,-0.14,430.33,325.03,-2.74
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,,5.14,29.89,-4.84,,,,18.69,31.29,17.69,19.61,25.38,19.78,14.54,12.10,21.41,34.35,55.78,79.94,698.12,53.44,-95.72,-86.85,-88.72,-48.25,1477.99,326.44,-5.57,-11.77,-11.04,-14.11,-9.53,0.36,-1.26,31.96,41.90,43.22,46.77,11.99,1.60,1.04,1.41,1.71,-80.76,-95.50,-95.43
CWKCurrent_sy,,5.14,-10.54,-81.88,,,,55.78,21.39,-6.16,234.77,-1.69,-9.42,-3.88,-24.49,1.29,-5.90,-23.58,-17.68,-34.00,-44.94,-29.38,96.57,-13.18,37.60,46.43,-8.09,-14.75,-35.36,-35.30,-26.03,44.44,15.60,15.65,39.19,-5.63,9.38,12.26,-3.60,-1.29,20.55,13.89,10.69,23.32,-19.06,-4.80
CWKCurrent_qq,,,,,-6.20,17.51,6.19,1.41,3.75,5.33,7.93,6.30,-0.88,0.73,5.63,15.12,9.68,16.79,22.02,410.63,-78.91,-96.75,275.40,337.95,-3.27,-0.77,1.45,-3.02,-9.63,0.05,-2.05,2.16,0.24,-1.56,30.90,9.85,1.18,0.88,-0.11,-0.34,0.61,1.26,0.18,-81.15,-76.47,2.80
CWKCurrent_sq,,,,,43.78,13.66,-84.24,504.80,12.04,-12.14,-43.77,77.60,3.24,-6.77,-55.82,138.22,-4.08,-24.29,-52.42,90.99,-19.97,-2.90,32.45,-15.64,26.83,3.33,-16.86,-21.75,-3.84,3.43,-4.96,52.80,-23.04,3.49,14.38,3.59,-10.80,6.21,-1.78,6.08,8.94,0.34,-4.54,18.18,-28.50,18.01
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,,32.64,-301.76,22.26,,,,29.62,13.64,18.51,16.69,-20.44,-10.40,-5.24,-0.18,-5.82,-21.56,-36.35,-46.85,-44.34,100.60,1991.47,553.01,176.69,7300.00,-97.68,-91.68,-52.56,102.03,77.47,155.37,117.66,-65.05,-23.48,-35.97,-28.34,148.33,24.32,10.76,8.83,11.18,5.85,-4.14,363.67,1840.03,1840.07
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,,18.34,-9.15,-5.22,24.96,-0.20,-3.00,-7.57,-8.48,8.15,1.81,-2.40,-14.59,-5.50,-10.13,-10.28,-12.64,100.44,349350.00,-73.59,-80.93,-57.95,9.46,-5.25,8.79,79.04,-3.85,36.35,-7.27,-71.25,110.53,14.09,3.78,-0.38,5.39,1.65,1.98,1.76,0.35,-7.94,393.25,325.79,0.35
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,,,,,,,,,,,,,,,,,,,,,,,,-98.71,4219.66,1104.44,110.95,-50.44,-43.75,-60.89,-54.11,186.52,30.69,56.03,39.72,-59.78,-19.59,-9.59,-8.19,-10.14,-5.39,4.32,-78.43,-94.84,-94.85
CWKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,11.79,81.37,-0.45,34.30,-11.05,-36.73,-11.24,0.87,6.72,84.55,86.88,99.25,67.08,26.98,-8.14,-32.10,-5.18,28.44,27.60,33.95,8.05,-18.98
CWKGrahamCurrent_qq,,,,,,,,,,,,,,,,,,,,,,-99.97,278.61,424.29,137.76,-8.47,5.57,-8.17,-44.15,3.90,-26.61,7.74,248.75,-52.61,-12.39,-3.52,0.38,-5.25,-1.49,-2.02,-1.74,-0.24,8.62,-79.74,-76.51,-0.34
CWKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,-29.56,51.71,-25.02,39.51,14.28,-16.73,1.16,-7.60,-18.71,16.82,14.95,-2.23,40.57,18.29,22.56,-18.02,6.83,-14.43,-9.41,14.49,44.71,-14.99,-4.90,-7.64,8.50
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,,-2.16,-0.81,-13.11,,,,-7.50,2.07,-2.14,-0.90,-3.30,-6.95,-8.11,-7.15,-3.33,-2.06,-1.21,-7.41,-12.19,-27.85,-51.48,-90.72,-97.88,-100.00,-99.95,-99.47,-96.34,,600.00,300.00,766.67,333.33,385.71,387.50,-3.85,23.08,,-5.13,84.00,40.62,11.76,-5.41,230.43,1297.78,1578.95
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,,-8.03,3.37,-1.73,-0.99,1.48,-0.90,-0.48,-3.39,-2.34,-2.13,0.55,0.59,-1.07,-1.28,-5.75,-4.60,-18.71,-33.62,-81.97,-78.25,-100.00,,100.00,50.00,100.00,16.67,14.29,225.00,,30.77,14.71,-35.90,28.00,6.25,8.82,24.32,-2.17,-15.56,-7.89,334.29,313.82,1.43
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,,2.21,0.82,15.07,,,,8.11,-2.04,2.20,0.91,3.42,7.48,8.83,7.71,3.44,2.10,1.21,7.99,13.91,38.61,106.12,978.31,4653.20,3378522.27,168118.60,16061.30,2661.05,-98.33,-81.48,-69.14,-88.53,-78.85,-80.24,-80.73,2.99,-18.41,0.92,5.52,-45.53,-27.27,-12.24,4.64,-69.79,-92.92,-93.99
CPCurrent_sy,,94.98,-33.21,91.74,,,,-63.05,136.27,27.56,-32.32,-12.98,-19.04,39.59,75.20,-24.21,-3.42,-41.29,-53.78,28.49,-48.33,-26.26,-25.16,-5.92,-9.75,75.47,81.79,56.37,51.14,-23.81,-28.18,-34.01,-16.64,8.78,27.19,27.81,14.56,-16.94,-21.22,-14.02,9.67,61.03,26.60,14.95,-11.02,31.06
CPCurrent_qq,,,,,8.75,-3.26,1.77,0.99,-1.46,0.92,0.48,3.50,2.41,2.18,-0.55,-0.61,1.08,1.30,6.11,4.83,23.01,50.64,455.13,362.10,87333.30,-92.50,-46.67,-21.05,-47.22,-16.67,-11.11,-70.65,-2.70,-22.14,-13.32,56.84,-22.91,-3.69,-9.37,-19.04,2.93,16.21,8.06,-76.62,-75.88,-1.36
CPCurrent_sq,,,,,-69.93,22.47,81.37,-44.68,92.30,-33.88,-3.77,-28.88,78.92,13.99,20.78,-69.23,127.99,-30.71,-4.92,-14.46,-8.32,-1.11,-3.50,7.53,-12.04,92.25,-0.02,-7.51,-14.99,-3.08,-5.76,-15.02,7.40,26.47,10.19,-14.61,-3.73,-8.30,4.50,-6.79,22.79,34.64,-17.84,-15.37,-4.95,98.30
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,,168.18,11.67,2.99,,,,-489.86,-1277.27,-65.00,29.58,9.29,25.87,29.29,45.00,30.74,-29.17,-145.71,-268.18,-309.47,-1.21,53.78,42.22,-323.70,-1105.58,-1796.86,-1101.28,101.77,104.00,103.78,105.27,161.54,-71.90,-55.26,-246.62,-295.59,-867.65,-643.14,89.40,107.89,109.96,107.22,165.22,23.81,96.15,900.00
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,,-68.12,-645.45,-136.67,5.28,3.72,23.55,-1.01,-22.00,21.31,27.08,21.43,-53.64,-46.75,-38.71,-17.73,-70.86,63.73,36.65,-47.17,-1152.99,-3.21,0.33,6.80,101.85,132.69,-5.79,29.82,-8.11,-75.00,50.00,-525.49,-22.58,1.88,-6.13,91.70,191.30,23.81,-23.08,-25.00,73.33,96.15,292.16
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,,-9.46,-3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,-61.82,256.82,124.02,,,,,,,,,,-18.10,-49.16,-90.09
CZCurrent_sy,,,-77.03,-59.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.87,-24.40,-4.05,,,,,,,,,,-8.22,-17.93,-15.46
CZCurrent_qq,,,,,210.36,,,,,,,,,,,,,,,,,,,,,,,,-57.28,6.67,-23.34,9.31,299.18,-33.03,,,,,,,-16.91,29.58,29.35,-41.19,-48.42,-74.75
CZCurrent_sq,,,,,-8.39,,,,,,,,,,,,,,,,,,,,,,,,-4.02,2.28,46.97,-8.60,-44.97,29.80,,,,,,,-8.60,-27.80,20.71,15.22,-18.27,-25.63
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,,222.97,70.33,-25.16,,,,-293.97,-409.86,-265.96,18.98,-4.89,17.27,26.16,46.86,41.53,-15.93,-140.16,-288.17,-381.88,-211.37,52.13,94.74,117.14,119.79,93.15,57.89,-105.26,-102.31,80.00,87.50,383.33,733.33,1450.00,3200.00,-11.76,5.26,-25.93,-25.81,120.00,60.00,-10.00,-39.13,-51.52,-65.62,866.67
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,,-38.79,-166.20,-359.57,-4.17,2.22,21.82,-1.74,-34.86,22.88,30.22,26.77,-48.39,-52.90,-44.55,-18.36,-84.21,1.20,77.78,86.99,700.00,14.04,-107.69,20.00,25.00,50.00,33.33,50.00,1800.00,11.76,42.11,14.81,-51.61,33.33,,15.00,43.48,-3.03,-43.75,-22.22,14.29,-31.25,1481.82
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,,-40.93,32.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.61,-3.54,36.33,39.36,-53.59,-36.71,8.76,60.89,109.50,199.54,-89.59
CZOCurrent_sy,,,-61.76,-11.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.05,43.87,31.73,-38.03,-2.75,-15.61,-28.99,-10.16,-14.78,-34.79,-8.50
CZOCurrent_qq,,,,,64.91,,,,,,,,,,,,,,,,,,,,-11.81,,,,,,,,-12.60,-27.35,-14.47,105.50,-24.46,2.69,-12.57,-31.57,3.02,76.46,29.33,-10.89,47.29,-93.87
CZOCurrent_sq,,,,,-68.79,,,,,,,,,,,,,,,,,,,,23.20,,,,,,,,-23.62,8.51,55.62,-31.03,23.54,-0.65,-26.79,8.22,7.20,-16.40,-7.37,2.66,-17.97,17.30
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,,1.72,5.94,-0.31,,,,-5.13,-4.16,-3.50,-3.44,0.03,0.50,-0.03,-0.37,-0.58,-0.09,-0.10,0.24,0.75,0.49,0.44,0.39,-1.11,-1.37,0.15,-0.05,1.26,1.00,-0.02,-0.66,-0.07,-3.47,-3.02,-1.44,-2.75,3.56,2.78,2.32,2.06,-5.36,-6.46,-0.31,-2.88,-11.24,-108.86
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,,-1.36,-0.28,,-3.55,-0.36,0.41,0.07,-0.09,0.10,-0.12,-0.27,-0.29,0.60,-0.14,0.07,0.22,0.34,-0.19,0.02,-1.27,0.07,1.36,-0.19,0.02,-0.19,0.34,-0.83,0.62,-3.59,0.81,0.79,-0.73,2.67,0.05,0.34,-0.98,-4.79,-1.12,6.95,-3.54,-12.99,-109.87
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,,3.96,6.83,14.72,,,,2.57,-6.12,-1.37,-2.56,3.44,8.01,8.77,7.32,2.85,2.03,1.12,8.24,14.76,39.28,107.04,982.46,4600.82,3332144.14,168373.29,16055.26,2695.42,-98.32,-81.49,-69.35,-88.53,-79.58,-80.83,-81.00,0.15,-15.50,3.74,7.97,-44.40,-31.17,-17.91,4.33,-70.66,-93.71,-100.53
EVPCurrent_sy,,125.88,-34.49,-32.28,,,,31.99,126.74,33.58,-26.46,22.51,-8.35,69.89,75.20,-14.66,73.48,56.23,-53.91,33.05,-48.95,-28.11,78.90,52.65,53.03,39.73,79.28,11.35,7.74,-23.94,-41.10,-41.86,-36.71,-10.25,51.60,28.32,120.77,-12.13,-6.95,25.95,-7.31,62.35,6.90,18.93,-1.69,6.31
EVPCurrent_qq,,,,,7.26,-3.53,1.77,-2.59,-1.83,1.34,0.54,3.41,2.50,2.06,-0.80,-0.90,1.69,1.15,6.19,5.07,23.42,50.36,455.18,356.28,87387.08,-92.40,-46.76,-21.05,-47.32,-16.39,-11.85,-70.47,-6.19,-21.51,-12.63,55.70,-20.85,-3.64,-9.07,-19.82,-2.02,14.92,15.56,-77.45,-79.01,-109.72
EVPCurrent_sq,,,,,-9.76,-3.53,104.91,-26.00,55.02,-43.17,12.82,23.26,15.96,5.35,16.34,-39.95,135.72,-5.12,-65.68,73.33,-9.56,33.62,-14.59,47.89,-9.33,22.01,9.59,-8.15,-12.27,-13.87,-15.14,-9.32,-4.50,22.14,43.33,-23.25,64.30,-51.39,51.78,3.89,20.92,-14.85,-0.06,15.58,-0.05,-7.92
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,,182.43,-37.42,32.59,,,,-149.15,-130.72,73.48,-18.82,4.87,-21.77,-35.30,-87.76,-70.65,13.74,58.41,74.18,79.15,67.81,-109.73,-1782.92,676.17,600.67,-1386.19,-146.52,-2133.19,-3857.54,-340.17,-523.24,133.37,117.24,108.09,103.91,8.54,-0.10,40.14,42.59,-52.63,-40.11,1.73,60.40,103.47,165.88,-100.92
EVEBITCurrent_sy,,231.70,-79.57,17.37,,,,-101.94,-112.50,-382.59,-240.16,-1827.99,-1121.59,-82.50,-21.92,202.54,134.97,120.98,270.00,-71.94,38.67,344.97,1017.31,390.52,192.87,46.49,24.65,-24.86,-41.95,-13.23,88.69,285.86,86.53,27.46,8.98,-27.68,-22.69,28.80,-65.83,-11.98,-28.14,-92.93,36.41,-39.46,40.98,-225.98
EVEBITCurrent_qq,,,,,62.66,-248.97,78.07,7.51,-1.66,-28.61,1.74,25.95,-30.13,-42.90,-36.36,32.70,34.23,31.10,15.35,45.65,-1.56,-348.84,-660.02,116.63,-11.75,-1432.36,-26.07,-37.17,-63.09,-56.08,-78.50,107.34,-15.73,-26.76,-13.79,104.00,-22.44,2.74,-12.28,-32.23,-1.93,74.50,38.31,-14.04,28.15,-100.60
EVEBITCurrent_sq,,,,,-64.70,-116.39,124.58,-236.24,-127.68,-532.93,92.86,-1774.02,-44.26,5.44,95.23,1676.25,-50.80,-43.29,-61.34,160.17,143.12,81.98,-2.94,14.22,45.16,-8.98,-17.41,-31.15,12.16,36.05,79.60,40.80,-45.78,-7.03,53.55,-6.56,-42.04,54.88,-59.26,140.69,-52.68,-84.75,685.52,6.82,10.19,-113.63
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,,-54.06,2.67,5.96,,,,-752.30,-699.37,3277.66,-1466.98,31.20,-250.55,-90.54,102.78,340.58,75.49,-127.45,-135.24,-105.15,91.06,-118.95,-4399.48,537.79,508.82,-589.63,39.78,-2243.10,-4178.84,-384.50,-697.78,132.12,116.09,107.23,103.00,8.34,-0.05,39.40,42.10,-52.13,-39.63,2.63,61.32,99.09,113.95,-100.91
EVEBITDACurrent_sy,,205.21,-58.93,-19.19,,,,-94.57,-101.16,-77.10,-186.82,40.54,1971.49,438.55,3605.53,679.79,24.23,-88.78,-3.52,7.14,489.86,616.32,63.96,8.67,32.01,-37.16,28.94,-9.78,-41.31,45.16,80.60,77.45,53.94,49.25,12.04,-8.78,3.90,11.38,-65.76,-5.33,-37.29,-93.30,121.66,-41.71,37.71,-235.09
EVEBITDACurrent_qq,,,,,14.70,95.58,-501.99,27.66,-5.39,1202.16,-286.49,96.82,-436.95,129.76,-45.19,174.72,-154.70,66.67,29.63,59.82,5.16,-716.59,-1346.17,103.91,-11.44,-1477.50,-26.28,-39.11,-68.55,-63.62,-107.93,105.60,-15.56,-26.48,-13.66,102.11,-22.10,2.54,-11.99,-31.91,-1.76,74.32,38.34,-15.96,5.57,-100.74
EVEBITDACurrent_sq,,,,,-64.03,95.86,-98.69,486.25,-107.66,3979.25,-104.98,1049.02,2.02,1016.32,-67.57,111.11,-83.75,0.86,178.78,134.45,-10.52,22.48,-36.19,55.39,8.69,-41.70,30.94,8.73,-29.29,44.19,62.91,6.83,-38.66,39.80,22.29,-13.02,-30.13,49.86,-62.41,140.53,-53.71,-83.99,1143.51,-36.74,9.34,-115.71
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,,171.85,43.57,-1.43,,,,-561.16,-1626.03,-94.69,15.62,-13.71,11.27,19.09,38.30,15.68,-73.75,-283.63,-560.66,-3162.24,-55.63,98.03,92.41,52.19,-523.27,-29850.91,-5032.62,101.67,103.53,103.35,104.53,136.80,-71.88,-55.89,-293.05,-378.32,-1201.51,-900.21,88.29,108.17,109.96,107.29,168.97,-76.67,-91.18,-53.87
ROE_sy,,192.30,13.19,-57.87,,,,-42.69,-47.35,164.66,-256.92,-64.50,191.65,-10.51,137.05,318.58,10.92,171.43,-126.51,-2.80,-36.70,44.21,720.45,-1.44,-45.01,-58.23,-17.58,9.02,155.07,70.10,205.11,-23.71,-33.21,-37.33,-85.21,-51.03,-85.08,-85.61,58.62,7.63,127.38,259.49,116.15,63.00,249.21,-53.87
ROE_qq,,,,,-69.83,-732.19,-151.79,3.96,0.18,19.34,-9.13,-29.42,22.10,26.45,16.78,-76.86,-60.51,-62.39,-43.31,-773.30,92.34,97.94,-451.82,-5399.18,0.18,1.12,5.44,101.79,111.31,-6.20,27.81,-6.52,-74.91,47.13,-659.34,-34.77,0.68,-6.88,91.81,194.04,21.00,-21.76,-22.54,-68.18,-54.29,309.38
ROE_sq,,,,,-44.53,-76.14,114.66,101.75,-49.05,19.93,-227.27,145.65,318.58,-63.20,-47.30,415.66,10.92,-9.95,-105.15,1990.91,-27.76,105.16,-77.86,200.37,-59.70,55.82,-56.31,297.33,-5.70,3.91,-21.63,-0.66,-17.45,-2.49,-81.51,229.06,-74.85,-5.95,103.80,123.29,-46.87,48.69,22.54,68.39,13.82,-80.36
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,,174.76,-5.13,2.25,,,,-607.05,-1582.43,-104.35,13.56,-4.34,16.23,27.77,45.47,30.14,-29.92,-170.08,-324.13,-478.07,-347.65,93.69,72.55,-571.15,-508.40,-28950.00,-4910.61,101.65,103.44,103.28,104.42,132.65,-71.94,-56.15,-303.29,-391.02,-1248.73,-944.78,88.29,108.24,110.04,107.28,168.87,-76.59,-91.16,-54.06
ROA_sy,,286.79,52.59,-61.56,,,,-59.84,-82.56,-119.28,38.80,-8.75,134.53,975.00,123.36,170.96,60.43,368.57,-147.95,-40.95,7.46,-40.85,471.95,3.77,-25.62,47.68,-35.41,22.11,34.21,-2.09,202.54,-11.62,16.58,,-48.83,-48.93,-85.63,-78.61,-12.13,-51.80,55.32,206.67,20.15,49.07,101.37,-140.76
ROA_qq,,,,,-67.40,-690.54,-151.49,-4.73,4.69,18.60,-6.38,-26.42,23.48,29.82,19.69,-61.97,-42.31,-45.90,-26.12,-120.76,-10.21,97.94,-448.18,-5298.18,0.10,1.73,5.45,101.77,108.77,-6.26,27.36,-6.66,-74.82,46.50,-690.43,-33.62,0.61,-7.73,91.82,194.03,21.07,-21.82,-22.61,-68.04,-54.29,306.25
ROA_sq,,,,,-19.98,-89.59,-1540.96,133.44,-65.25,-111.51,-4475.00,149.86,-10.68,-57.06,22.14,478.36,-47.12,25.43,-112.50,812.20,-3.77,-30.96,-21.39,98.69,-31.02,37.08,-65.62,275.63,-24.19,,6.24,9.73,,-14.22,-45.63,9.51,-71.86,27.66,123.33,-39.93,-9.32,152.05,-12.50,-25.47,22.50,-151.02
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,,226.23,71.43,-13.64,,,,-308.77,-406.67,-273.20,17.92,-8.82,11.30,19.61,42.86,39.77,-18.14,-143.30,-318.87,-450.32,-332.99,1.27,42.45,916.02,665648.63,-11237.63,-6449.32,-237.48,-100.04,95.79,95.08,134.36,218.42,336.90,586.15,-7.72,-15.42,-25.98,-24.28,17.37,14.92,-19.32,-34.97,-85.57,-97.64,-42.24
OPM_sy,,-15.87,48.52,360.33,,,,-48.35,117.33,617.51,3362.50,-104.73,-107.18,-101.43,-95.19,937.69,122.22,-272.73,14362.50,-105.88,8155.00,6704.88,-5.58,5571.88,203.45,15.47,-79.95,4.20,-48.82,-44.34,206.39,63.44,93.37,-39.50,-39.25,-44.18,-59.66,5.89,99.95,-47.61,-32.45,-62.06,-64.22,-13.65,-30.27,-95.86
OPM_qq,,,,,-34.21,-164.67,-365.98,-5.31,3.36,21.30,-2.49,-39.62,21.24,28.68,27.15,-47.17,-54.49,-46.89,-25.42,-93.36,-21.55,66.51,26.90,2841.88,99036.39,-100.57,57.77,42.44,67.70,46.43,50.62,502.07,11.33,7.17,1.34,-23.68,2.05,-6.21,3.66,18.30,-0.08,-34.15,-16.45,-73.76,-83.66,1511.83
OPM_sq,,,,,-89.17,-151.47,108.08,11362.50,-54.42,22.57,-45.93,-115.64,30.77,75.56,281.82,2622.50,-98.16,-510.00,7154.88,-101.11,2679.69,228.04,0.85,-35.88,43.06,24.83,-82.49,233.24,-29.73,35.76,-3.62,77.76,-16.87,-57.52,-3.23,63.35,-39.92,11.50,82.74,-57.20,-22.53,-37.38,72.34,3.29,-37.45,-96.28
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,,169.86,11.76,18.42,,,,-521.48,-1248.94,-68.83,28.74,6.15,20.37,23.02,40.80,28.09,-31.86,-148.91,-296.81,-365.10,-40.74,4.88,-522.39,-20041.83,-40675756.25,-3191676.37,-194438.92,148.75,100.07,100.70,101.63,-69.95,-94.07,-91.18,-128.19,-302.03,-727.19,-650.58,88.96,104.38,107.17,106.30,170.81,-63.10,-86.08,-39.32
ROS_sy,,108.75,31.48,169.62,,,,-49.64,322.61,166.44,-200.84,-80.35,294.48,1018.23,1708.33,923.41,-2.25,18.96,26.24,4.62,-3.90,-23.84,-21.34,-22.87,-30.21,19.97,-3.91,12.40,-14.90,-55.58,-40.56,-60.90,-41.79,-44.43,-82.28,7.59,-96.48,-58.07,195.88,-19.68,1418.52,130.02,4.53,-10.26,57.20,-99.28
