,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3
WKCurrent_yy,172.01,-0.95,,,,11.94,10.69,-13.24,-100.00,-44.61,-48.58,5.23,,125.07,139.17,41.16,,9.93,-8.60,-19.64,,-86.94,-87.83,-83.29,,-38.79,-15.10,9.86,,-18.39,18.59,3820.46,1161.03,3112.48,1815.51,-98.04,-94.50,-94.84,-94.67,0.78,0.30,-14.39,-16.18,-17.64,-19.00,-23.05,-68.84,-66.13,-66.69
WKCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_qq,,,9.15,6.33,9.89,-12.23,7.94,-16.66,-100.00,,0.19,70.55,-100.00,,6.47,0.66,-100.00,,-11.47,-11.50,-100.00,,-17.57,21.53,-100.00,,14.34,57.26,11.59,-59.33,66.16,5098.79,-64.11,3.61,-0.93,-94.68,0.64,-2.79,2.26,0.73,0.17,-17.03,0.12,-1.01,-1.49,-21.19,-59.45,7.59,-3.11
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,-63.23,0.83,,,,-10.52,-9.66,15.31,,80.41,94.28,-4.98,,-55.56,-58.13,-29.04,,-9.20,9.17,24.31,,666.46,722.97,498.51,,63.38,17.80,-8.97,,22.54,-15.69,-97.46,-92.09,-96.89,-94.79,5010.71,1722.44,1837.09,1781.58,-0.77,-0.28,16.82,19.34,21.41,23.46,29.97,220.86,195.21,200.14
CWKCurrent_sy,-37.56,-46.83,,,,-56.71,-66.38,-55.07,,5.80,23.38,-8.81,,-32.03,-35.21,1.36,,7.01,35.18,-10.12,,207.04,163.60,187.53,,50.50,18.52,-2.07,,13.59,-13.34,-71.13,-68.39,-83.63,-76.30,554.92,290.22,1274.83,940.55,-0.77,63.26,-31.08,-25.28,21.41,23.46,39.68,194.93,139.11,99.86
CWKCurrent_qq,,,-8.25,-6.07,-8.85,13.91,-7.37,19.90,,,-0.26,-41.36,,,-6.03,-0.61,,,12.97,13.17,,,21.30,-17.70,,,-12.53,-36.41,-10.40,145.89,-39.82,-98.08,178.57,-3.21,0.66,1782.89,-0.66,2.88,-2.22,-0.70,-0.18,20.53,-0.12,1.03,1.51,26.89,146.59,-7.05,3.20
CWKCurrent_sq,,,24.45,-23.53,184.55,-84.01,-3.36,2.21,,,12.70,-24.46,,,7.43,18.18,,,35.71,-21.42,,,16.51,-14.28,,,-8.24,-29.18,-6.97,87.89,-29.99,-76.40,1.83,-2.70,1.39,551.94,-39.33,242.82,-23.27,-37.83,-0.18,44.73,-16.82,1.03,1.51,63.74,75.64,-18.10,-15.16
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,583.61,-21.90,,,,12.84,5.22,-25.61,-100.00,-110.74,-801.67,-144.10,,289.88,105.81,83.30,,-35.86,-109.26,649.99,,-744.96,-1977.91,-352.45,,27.44,27.81,65.54,,51.77,61.77,-3870.69,-1641.84,-981.77,-1235.51,98.50,95.11,95.25,95.05,10.39,8.52,11.48,3.47,4.41,5.53,-17.62,-11.08,-16.31,-17.44
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,13.20,0.13,15.86,-14.08,5.55,-29.20,-100.00,,-6798.84,95.55,100.00,,111.11,-112.79,100.00,,-130.49,859.39,-100.00,,1.75,7.74,100.00,,2.26,55.96,31.52,-63.61,22.53,-4474.22,69.96,-1.61,4.35,94.87,1.89,1.18,0.34,7.25,-0.16,4.38,-8.68,8.15,1.01,-19.04,-2.64,3.83,0.05
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,-85.38,28.08,,,,-11.37,-4.91,34.57,,,,,,,,,,55.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_sy,-62.70,192.66,,,,-97.77,-97.84,-97.84,,,,,,,,,,55.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_qq,,,-11.72,-0.13,-13.70,16.49,-5.29,41.34,,,,,,,-52.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_sq,,,-6.53,31.51,3.64,-98.25,-9.52,31.88,,,,,,,5270.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,24.21,-26.75,,,,177.49,77.22,14.96,-20.71,-21.41,3.91,-43.12,-14.25,11.34,2.04,124.83,67.03,3.58,-25.49,-39.68,-50.18,-50.83,-48.15,-51.22,-44.93,-32.76,-23.02,-22.71,-19.77,-26.56,-35.73,80.50,-21.22,2.41,30.30,-97.94,-95.80,-96.98,-97.54,-40.10,-39.94,-50.70,-58.73,-67.75,-57.62,-59.28,-55.26,-28.45,-36.98
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,50.22,36.74,27.02,6.35,-4.06,-11.30,-12.39,5.41,26.85,-51.44,32.06,36.88,16.25,6.99,-1.89,-15.12,-16.38,-13.38,-18.97,-16.23,-11.81,-18.51,-8.52,2.28,0.96,-18.18,-5.04,-6.37,-11.66,129.80,-58.55,21.72,12.39,-96.36,-15.59,-12.50,-8.31,-11.55,-15.37,-28.17,-23.24,-30.88,11.22,-30.99,-15.67,10.54,-2.05
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,-19.64,37.04,,,,-63.78,-43.90,-13.33,25.35,26.87,-2.90,75.64,16.85,-10.59,-2.99,-55.47,-40.38,-3.95,35.38,65.57,101.61,104.11,92.05,105.94,81.60,48.99,30.18,29.33,24.67,36.04,55.45,-44.61,26.86,-2.32,-23.10,4748.32,2283.84,3215.25,3955.89,66.93,66.50,102.83,142.30,210.08,135.95,145.53,123.55,39.75,58.63
CPCurrent_sy,-44.95,-36.59,,,,44.61,-11.18,35.37,-29.05,-68.35,-49.34,-52.83,-46.64,-27.97,-11.13,12.29,27.39,26.62,27.22,-32.09,-36.88,-6.15,-56.75,-19.90,-23.86,-16.94,32.01,41.61,104.42,449.74,140.78,83.95,33.65,-5.22,-8.24,339.96,344.46,241.84,328.21,71.39,2.36,31.87,28.25,-37.48,42.41,-35.00,7.13,3.44,-26.42
CPCurrent_qq,,,-33.51,-26.83,-21.11,-5.63,2.99,13.04,14.10,-4.49,-21.18,104.48,-24.09,-26.92,-14.47,-6.15,1.64,17.74,20.55,14.77,23.76,19.20,13.42,23.08,9.13,-2.20,-0.90,22.27,5.20,6.71,13.25,-56.43,140.94,-17.83,-10.85,2646.77,18.47,14.28,9.07,13.05,18.16,39.22,30.29,44.68,-10.09,44.87,18.63,-9.56,2.06
CPCurrent_sq,,,47.09,-39.93,60.76,1.81,-9.65,-8.45,-15.75,-54.59,44.62,-14.75,-4.70,-38.69,78.44,7.71,8.11,-39.06,79.28,-42.51,0.50,-9.41,-17.38,6.48,-4.47,-1.17,31.32,14.23,37.89,165.78,-42.48,-12.73,0.19,88.48,-44.32,318.41,1.21,44.97,-30.25,67.46,-39.55,86.77,-32.17,-18.36,37.69,-14.75,11.79,-21.17,-2.05
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,-2771.25,88.40,,,,1341.61,-107.81,-159.13,-164.95,-518.20,-4431.07,58.36,152.74,162.25,187.09,712.31,39.03,-40.57,-120.34,-174.14,-327.30,-803.77,-1322.46,-235.28,-80.44,93.72,97.50,93.31,90.13,-43.11,-535.83,1341.10,512.88,522.98,414.61,-97.88,-94.61,-97.57,-98.28,-63.08,-77.54,-298.58,-342.50,-563.11,-880.00,-37.17,-45.35,-7.92,-7.76
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,1452.86,99.75,54.47,-70.26,-108.50,-1413.18,-69.69,-91.50,7.86,86.09,314.92,126.06,28.90,-2.22,-51.20,-3.36,-144.12,-256.40,-49.59,-199.22,10.83,15.99,19.50,89.58,64.58,-125.37,-18.74,-50.99,-57.35,539.92,-60.50,54.69,17.04,-97.04,0.50,-30.22,-17.46,-36.22,-38.86,-716.95,-0.80,-21.80,-2.98,-8.50,-6.81,9.56,-2.82
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,,,,,,,,,,,,,,,,-28.07,68.18,,,,,,,,,,,,,,,,,,4618.50,1754.38,4009.98,5730.15,170.95,345.45,,,,,,,,
CZCurrent_sy,,,,,,,,,,,,,,,,,138.91,-75.04,,,,,,,,,,,,,,,,,,203.71,1627.58,-14.75,346.43,53.74,17.02,,,,,,,,
CZCurrent_qq,,,,-49.93,-35.28,236.23,,,,,,,,-55.75,-22.47,2.31,104.92,3.47,,,,,,,,,,,,,,,153.17,-35.35,-14.56,3274.37,-0.51,43.28,21.20,56.82,63.57,,,,,,,,
CZCurrent_sq,,,,-57.69,12.16,-43.33,,,,,,,,83.62,35.15,-91.29,1005.08,-80.81,,,,,,,,,,,,,,,-74.30,2335.54,-87.76,296.59,46.18,20.18,-35.93,36.57,11.27,,,,,,,,
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,-314.47,73.22,,,,863.86,-77.07,-150.00,-161.16,-447.57,-1949.09,50.08,188.21,158.85,171.31,682.21,-7.17,-14.13,-74.46,-139.34,-269.84,-511.34,-1208.97,-445.97,-100.20,98.58,104.30,101.64,100.71,-306.99,-416.28,6649.25,7069.85,951.99,568.48,-97.84,-94.57,-97.02,-97.44,-20.15,-28.67,-226.64,-241.21,-295.97,-325.29,-56.86,-49.33,-2.76,-6.16
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,675.28,128.31,51.99,-61.74,-82.73,-597.83,-85.93,-117.44,8.13,86.56,428.58,45.07,11.33,9.72,-47.61,34.19,-66.90,-269.04,-126.18,-224.99,10.75,16.78,17.07,97.69,369.38,-68.35,-63.82,-1419.43,-109.34,775.39,-61.57,56.79,15.11,-96.88,-3.55,-13.78,-1.21,-2.80,-13.84,-253.07,-10.15,-34.89,0.94,-6.58,-4.86,7.18,-2.33
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,,,,,,336.06,,,,,,,,,,7.70,16.44,291.54,,,,,,,,,,,,,-98.52,-98.61,,,4521.35,1742.85,3249.30,3801.03,25.27,40.19,,,,,,,,
CZOCurrent_sy,,,,,,,21.24,,,,,,,,,,64.45,-34.98,550.49,,,,,,,,,,,,,-67.40,-90.58,,,110.12,1745.62,567.65,642.45,54.45,-41.18,,,,,,,,
CZOCurrent_qq,,,,-56.20,-34.19,161.29,478.97,,,,,,,-31.07,-10.15,-8.86,90.81,-25.48,202.13,,,,,,,,,215.98,176.34,,,,160.04,-36.18,-13.12,3105.13,3.70,15.99,1.19,2.92,16.05,,,,,,,,
CZOCurrent_sq,,,,-18.88,20.59,-45.65,128.03,,,,,,,-4.74,8.42,20.99,31.59,-62.33,984.69,,,,,,,,,215.98,15.18,,,,-66.71,126.85,-37.52,345.28,192.43,-17.94,-30.52,-7.37,11.36,,,,,,,,
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,-2058.28,13.12,,,,-77.52,-73.50,-68.67,107.81,117.08,259.63,151.47,,78.92,-71.57,-6.40,,144.79,139.70,65.38,,-40.44,-50.86,-38.86,,-3.10,29.51,-52.33,177.42,-62.93,-71.66,3545.29,1282.25,1323.49,1655.40,-97.65,-92.82,-92.72,-93.31,-14.35,-15.11,-6.72,-1.31,-1.13,-2.01,-1.74,1.37,1.68,3.65
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,30.02,-36.94,-56.56,-18.32,31.61,-33.13,107.25,158.72,539.32,-57.07,-85.92,362.89,1.59,41.32,-84.95,1033.09,-0.52,-2.49,-90.90,574.91,-17.92,21.30,-85.12,554.00,9.69,-55.35,-13.40,-12.62,-16.13,5643.92,-67.16,-10.01,3.42,-92.32,0.43,-8.67,-5.02,-1.68,-0.47,0.36,0.48,-1.51,-1.35,0.64,3.67,-1.21,0.57
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,-1648.68,-18.59,,,,36.04,2.04,-46.80,109.82,121.73,253.55,190.45,16.85,60.73,-72.10,-58.40,-40.38,136.36,221.43,174.38,101.61,21.15,-5.25,25.31,81.60,44.15,68.23,-38.32,246.26,-49.55,-55.89,1920.44,1653.56,1290.18,1247.13,13.78,70.86,141.21,171.57,42.98,41.34,89.21,139.14,206.57,131.21,141.27,126.62,42.10,64.43
EVPCurrent_sy,-64.10,812.56,,,,-47.34,-99.31,-66.57,-29.05,-32.09,5934.78,80.93,-46.64,-49.37,7.46,20.98,5.73,10.40,-10.02,8.06,-37.95,106.98,13.43,-21.58,-10.44,-4.85,17.24,-22.04,607.45,34.30,-10.86,169.66,143.46,92.24,93.13,22.38,28.14,46.49,66.98,52.86,52.33,165.13,40.08,6.53,-2.24,-55.49,24.19,4.50,9.12
EVPCurrent_qq,,,53.43,-0.14,-23.27,-11.26,28.67,-50.07,108.25,146.07,404.11,-11.59,-89.34,238.46,-12.50,31.82,-84.73,1241.94,18.99,12.53,-88.78,706.40,-6.94,48.83,-83.74,540.09,8.60,-45.44,-8.71,-6.74,-5.05,2399.43,-20.77,-26.07,-7.99,111.11,18.98,4.37,3.59,11.15,17.61,39.72,30.93,42.49,-11.30,45.80,22.98,-10.65,2.64
EVPCurrent_sq,,,-13.34,-29.51,-64.74,144.48,-98.87,3319.57,-25.17,134.03,0.78,2.52,-77.93,122.05,113.91,15.42,-80.71,131.85,74.34,38.62,-88.93,673.42,-4.46,-4.17,-87.35,721.68,17.73,-36.28,14.77,55.99,-21.86,92.76,3.62,23.17,-21.49,22.14,8.50,40.81,-10.51,11.81,8.12,145.07,-52.72,-14.97,-0.78,11.58,31.92,-28.45,3.61
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,420.72,224.35,,,,-123.24,-656.67,437.36,87.23,95.09,91.37,-203.12,213.36,403.98,139.87,116.08,7.70,185.04,838.79,-520.39,-158.91,-114.48,-104.43,88.80,50.08,-6702.75,3111.26,3015.63,38992.69,90.89,-108.96,-45.99,-80.72,267.08,474.69,8.49,32.23,144.06,161.08,7.29,19.01,-173.65,-169.91,-150.44,-143.48,37.36,32.12,1.05,2.36
EVEBITCurrent_sy,420.72,-30.78,,,,-190.67,-202.61,54.75,-83.87,111.77,136.83,-50.00,25.06,138.66,44.22,32.18,7.70,64.61,221.18,-58.31,-87.77,-28.13,-76.81,168.66,981.64,34.57,389.19,141.65,1769.51,199.76,-29.51,27.61,-8.96,-16.52,-14.36,6.99,70.34,110.75,89.36,25.68,-13.76,-62.25,-110.20,-100.17,-100.27,-111.67,47.53,-1227.38,93.12
EVEBITCurrent_qq,,,-112.16,40.02,-3.01,-209.23,-296.05,126.74,-103.90,-19.01,-595.73,-219.43,104.29,219.13,-8.76,28.81,-71.28,744.60,200.51,-157.68,95.98,-107.62,8.03,-45.72,82.06,-28192.53,140.71,41.09,139.32,-106.62,59.94,950.43,-14.56,-42.61,-10.15,146.23,4.14,5.93,-3.89,1.19,15.52,-165.56,8.78,26.99,0.42,5.55,1.15,-6.43,1.73
EVEBITCurrent_sq,,,-28.20,-43.35,-37.89,-458.86,18.74,185.44,-93.53,161.90,154.17,16.01,-83.80,399.80,53.59,6.32,-86.80,663.88,199.67,-86.20,-96.13,4390.44,-3.29,59.85,-84.42,458.65,251.58,-21.04,20.54,-10.43,-17.32,42.94,-14.00,-17.87,-15.18,78.59,36.91,1.62,-23.79,18.53,-6.05,-55.52,-120.59,98.05,-50.00,-1841.80,7.38,50.79,99.22
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,-3806.90,41.82,,,,38.84,-202.25,851.29,82.35,91.98,61.15,-307.08,173.04,280.96,123.36,102.74,-45.05,123.09,260.53,520.74,-1302.17,-140.57,-126.45,-117.06,91.41,867.29,751.58,415.44,1847.22,326.33,-164.29,214.88,150.56,-80.83,247.73,2.66,30.82,121.06,138.27,2.42,9.25,-247.28,-230.90,-188.23,-178.46,47.92,39.79,3.33,3.03
EVEBITDACurrent_sy,616.39,104.04,,,,-273.90,-227.00,-33.75,-89.84,136.89,149.68,28.00,245.50,-28.91,21.17,57.55,33.57,38.47,1.41,47.40,-11.34,-6.02,-33.04,-53.33,-43.63,100.73,160.62,44.76,994.44,74.72,-7.42,55.88,42.42,-25.93,-7.08,14.29,26.10,26.39,38.80,32.67,25.22,52.75,71.24,21.13,-100.58,-47.21,-46.50,-72.21,10168.69
EVEBITDACurrent_qq,,,72.34,17.65,-14.19,-135.15,-36.69,304.69,-102.68,-6.87,-562.16,-990.94,100.95,164.77,-14.52,27.81,-81.00,974.97,38.14,120.07,-136.79,63.72,9.96,-41.95,81.47,3338.94,-23.54,-31.28,2.66,690.31,-111.53,436.56,-18.31,-39.55,-11.11,133.88,4.09,2.15,-4.19,0.53,11.03,-237.72,14.85,32.23,1.27,8.59,1.55,-8.79,0.96
EVEBITDACurrent_sq,,,8.00,-31.03,-42.88,-508.77,21.13,135.98,-91.24,1384.67,6.22,-7.29,-76.37,205.50,81.04,20.54,-79.96,216.68,32.59,75.20,-87.95,235.70,-5.54,22.11,-85.44,1095.30,22.64,-32.17,10.06,90.82,-35.01,14.21,0.56,-0.75,-18.48,40.46,10.95,-0.52,-10.47,34.26,4.72,21.35,0.36,-5.02,-100.50,11119.95,1.71,-50.66,82.07
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,-1077.38,88.31,,,,1211.46,-107.05,-168.16,,-854.73,-8717.86,60.42,,127.67,136.41,533.77,,-45.96,-122.25,-192.25,,-5488.21,-11595.83,-1906.91,,89.74,97.06,93.91,,-75.34,-436.28,131.66,132.75,113.16,116.42,8.01,-2.04,-52.83,-67.79,-63.40,-77.60,-331.86,-389.23,-662.70,-1063.27,-78.23,-366.43,-218.64,-223.38
ROE_sy,341.07,140.76,,,,5.66,-106.87,-77.88,,-55.44,1217.86,262.13,,184.88,28.75,-13.12,,-49.31,-55.67,-59.71,,-9.56,-6.44,63.83,,33.55,39.38,14.16,,-99.45,-90.41,-53.89,23.28,11862.50,611.94,82.98,-82.34,57.26,22.64,-35.71,193.44,-85.18,-107.86,-557.36,-708.10,-805.38,-95.65,280.93,110.93
ROE_qq,,,1341.67,87.84,40.60,-66.11,-107.87,-1716.67,,,8.02,91.85,,,21.05,-2.86,,,-149.83,-302.83,,,-8.17,30.88,,,69.03,-43.36,-6.39,-271.26,5.29,108.46,10.04,49.22,18.15,-44.33,-0.20,-28.15,-19.31,-36.75,-38.92,-843.81,-0.65,-23.05,-4.56,-37.62,-163.42,15.94,-6.12
ROE_sq,,,37.11,11.28,12.86,-38.64,-108.91,458.33,,,123.57,16.08,,,1.04,-21.67,,,-11.62,-28.82,,,-8.57,24.63,,,-4.57,2.07,-21.44,-99.29,1575.00,391.04,110.03,-30.75,-0.31,26.21,-79.73,516.80,-22.26,-33.85,-7.49,-68.85,-141.26,-3747.83,-22.99,63.87,88.56,3658.33,-92.57
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,-1917.65,91.26,,,,1100.00,-108.19,-165.37,,-481.11,-978.72,71.92,,142.18,322.49,596.06,,-30.30,-123.40,-203.48,,-1629.75,-3266.67,-662.67,,91.70,96.88,90.02,,-147.40,-838.27,159.14,158.64,143.84,138.59,21.32,3.62,-49.34,-65.30,-60.46,-75.57,-334.83,-381.32,-630.22,-985.00,-45.71,-120.33,-64.63,-63.60
ROA_sy,869.12,35.36,,,,1.68,-107.47,-63.45,,-43.00,1336.17,157.36,,163.83,28.23,-28.30,,-40.25,-42.95,-52.66,,-28.34,-18.24,39.31,,18.84,-2.30,12.40,,-81.56,-90.87,-54.76,13.29,396.88,645.16,54.27,-46.04,61.48,50.65,-11.07,8.15,-87.83,-110.06,-285.33,-456.78,-1867.20,-1558.57,29.62,125.21
ROA_qq,,,1162.96,92.68,17.81,-58.56,-108.70,-1438.30,,,75.36,59.96,,,29.95,-10.73,,,-143.64,-294.70,,,3.97,10.59,,,63.93,-186.28,-18.92,-101.48,-36.79,118.05,17.91,50.63,20.41,-43.27,0.70,-26.35,-17.54,-35.34,-37.78,-807.86,1.21,-21.86,-3.86,-16.55,-49.38,8.95,-3.21
ROA_sq,,,41.03,15.26,-14.97,-26.44,-110.36,663.83,,,124.76,17.38,,,9.24,-34.36,,,4.29,-45.53,,,19.01,-7.19,,,-2.16,6.77,-16.97,-78.74,-51.56,429.03,107.93,-6.74,-27.36,9.52,-27.27,179.08,-32.23,-35.34,-11.56,-68.59,-156.00,-1091.43,-70.26,-55.56,47.44,49.44,160.99
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,-232.39,63.56,,,,376.74,-87.01,-143.48,-177.12,-541.60,-1869.77,12.08,202.95,152.90,169.91,358.77,-44.47,-17.09,-65.79,-165.20,-441.24,-935.79,-2242.86,-1018.82,-263.65,97.87,105.59,102.11,100.89,-451.22,-591.74,3651.19,9031.25,932.74,459.61,4.89,29.19,-1.17,3.99,33.25,18.78,-356.88,-442.08,-707.79,-631.69,-285.14,-233.88,-43.61,-68.40
OPM_sy,1669.01,-10.86,,,,-24.27,-50.19,-49.29,-43.89,-15.56,102.10,162.87,80.66,64.80,12.26,-19.47,-27.79,-65.31,-83.92,-84.34,-73.54,150.96,262.76,213.65,180.25,-51.59,-46.40,-7.43,-9.78,-7.71,32.70,37.28,7.63,149.14,33.97,40.85,-43.50,-16.17,2.50,-26.15,97.21,-158.71,-83.74,-335.75,-336.67,-1026.85,-453.93,-238.49,46.27
OPM_qq,,,484.88,66.77,19.57,-63.94,-81.93,-658.14,-112.08,-106.48,27.59,72.27,348.34,6.11,-4.32,2.63,-46.70,58.42,-60.52,-295.60,-178.93,-288.02,-1.22,-2.13,9.34,97.73,365.85,-61.47,-61.90,-1512.50,-137.17,393.94,-7.27,28.82,2.42,-14.27,14.22,-1.46,7.77,9.85,1.82,-313.11,-43.51,-95.18,10.93,-54.37,-24.41,16.05,-4.45
OPM_sq,,,34.64,-5.46,33.39,-55.40,-11.44,-3.75,47.58,-32.88,111.97,25.19,1.42,-38.77,44.39,-10.19,-9.06,-70.58,-33.06,-12.55,53.65,179.02,-3.24,-24.39,37.28,-51.80,7.14,30.58,33.79,-50.70,54.05,35.09,4.90,14.12,-17.16,42.02,-57.92,69.32,1.29,2.32,12.37,-150.40,128.06,-1583.57,-12.81,-139.99,91.19,-1318.87,82.09
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
