,2004/Q4,2005/Q4,2006/Q4,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4
WKCurrent_yy,-0.08,21.32,36.38,,,215.74,,22.61,77.46,34.27,19.90,65.68,27.42,69.94,51.47,49.68,44.40,30.00,62.32,66.67,48.41,38.24,17.95,6.01,17.45,10.83,4.69,-0.59,-20.19,-29.18,-17.04,-11.57,-0.20,6.73,0.15,4.33,9.34,18.30,17.45,25.05,22.85,4.89,3.11,-14.48,-12.68,2.57
WKCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_qq,,,,,-0.91,34.91,14.52,-19.91,43.42,2.07,2.26,10.68,10.29,36.13,-8.85,9.36,6.40,22.56,13.82,12.29,-5.26,14.16,-2.89,0.92,4.97,7.74,-8.27,-4.17,-15.72,-4.40,7.46,2.14,-4.88,2.24,0.83,6.41,-0.32,10.62,0.10,13.29,-2.08,-5.55,-1.60,-6.04,-0.01,10.95
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,0.08,-17.58,-26.68,,,-68.33,,-18.44,-43.65,-25.52,-16.60,-39.64,-21.52,-41.16,-33.98,-33.19,-30.75,-23.07,-38.40,-40.00,-32.62,-27.67,-15.22,-5.67,-14.86,-9.77,-4.48,0.59,25.29,41.19,20.55,13.10,0.21,-6.30,-0.15,-4.16,-8.54,-15.48,-14.86,-20.03,-18.60,-4.66,-3.01,16.94,14.53,-2.52
CWKCurrent_sy,-27.85,-26.53,-8.73,,,-0.68,,-1.37,-10.41,0.15,-14.22,-11.37,3.06,-13.45,-9.43,-1.93,-5.21,-5.56,-8.99,-12.38,-5.49,-7.97,-25.76,-25.40,-22.18,-0.10,20.15,32.60,13.41,-3.00,10.30,5.85,2.34,4.90,-3.47,-2.57,-5.15,-10.58,-9.62,-6.52,-5.34,-4.27,-3.77,-3.00,-3.28,-3.73
CWKCurrent_qq,,,,,0.92,-25.88,-12.68,24.85,-30.27,-2.03,-2.22,-9.65,-9.33,-26.54,9.71,-8.56,-6.02,-18.40,-12.14,-10.94,5.55,-12.41,2.97,-0.91,-4.73,-7.18,9.01,4.36,18.66,4.60,-6.93,-2.09,5.13,-2.19,-0.83,-6.02,0.33,-9.60,-0.10,-11.73,2.12,5.88,1.62,6.43,0.01,-9.87
CWKCurrent_sq,,,,,7.24,-4.07,12.13,-14.49,-2.59,7.23,-3.96,-11.65,13.27,-9.94,0.49,-4.33,9.48,-10.28,-3.16,-7.89,18.09,-12.63,-21.88,-7.44,23.19,12.15,-6.04,2.15,5.36,-4.07,6.84,-1.97,1.87,-1.68,-1.69,-1.06,-0.82,-7.31,-0.64,2.34,0.42,-6.26,-0.11,3.17,0.13,-6.69
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,-103.44,-8.91,-77.56,,,139.27,,-97.49,-24.97,-12.93,-38.32,4864.72,108.08,119.13,171.48,109.64,205.95,139.49,-17.38,-27.80,-16.54,3.32,51.87,34.22,-36.10,-72.63,-87.19,-61.50,-116.59,-140.72,-217.07,-57.53,151.90,481.05,653.96,559.00,1617.61,166.03,125.92,116.03,134.80,19.16,-9.65,-36.95,-37.01,-41.21
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,,-27.31,-8.09,57.16,-97.61,2072.08,6.67,11.34,92.46,-8.96,12.33,37.93,48.62,32.86,-12.07,-52.42,29.87,53.59,8.85,-30.06,14.78,-26.89,-53.38,-67.26,245.07,-131.50,-14.45,5.89,225.20,-61.51,740.30,36.81,48.93,0.32,30.15,16.18,42.42,9.03,-33.95,-11.92,-0.61,8.94,-38.35
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,,,,,,,3882.81,33.28,14.85,62.12,-97.99,-51.94,-54.36,-63.17,-52.30,-67.31,-58.24,21.04,38.50,19.81,-3.21,-34.15,-25.50,56.51,265.42,680.78,159.72,,,,135.44,,,,-84.83,-94.18,-62.41,-55.74,-53.71,-57.41,-16.08,10.69,58.61,58.75,70.10
CWKGrahamCurrent_sy,,,,,,,,56.49,-22.40,6.85,-26.19,-44.71,-51.06,-64.09,-32.18,-25.75,-30.19,6.20,47.32,-25.39,4.94,-26.50,-56.81,-12.25,-8.35,113.79,68.24,39.60,,,,13.11,,,,27.41,-22.79,-17.28,-46.63,-62.02,-54.16,-40.32,-27.14,14.01,36.40,71.49
CWKGrahamCurrent_qq,,,,,37.57,8.80,-36.37,4082.11,-95.40,-6.25,-10.18,-48.04,9.84,-10.98,-27.50,-32.71,-24.73,13.72,110.15,-23.00,-34.89,-8.13,42.97,-12.88,36.77,114.50,205.48,-71.02,,,,,159.80,-88.10,-26.91,-32.86,-0.32,-23.17,-13.93,-29.78,-8.28,51.39,13.53,0.62,-8.20,62.22
CWKGrahamCurrent_sq,,,,,122.95,-38.42,-1.88,16.17,10.55,-15.21,-32.22,-12.98,-2.14,-37.79,28.01,-4.73,-7.98,-5.36,77.57,-51.75,29.42,-33.71,4.33,-1.97,35.19,54.62,-17.90,-18.66,,,,,13.09,-30.10,68.49,-4.34,-31.47,-25.12,8.70,-31.91,-17.28,-2.51,32.70,6.55,-1.04,22.56
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,,42.36,43.20,,,-2.70,,93.26,71.69,136.42,31.82,4.54,-0.15,-2.09,11.00,45.21,64.07,49.87,55.59,30.18,20.74,24.21,25.95,33.87,26.55,32.16,19.82,-3.26,-2.96,-21.40,-8.17,2.13,4.18,20.25,-0.42,-0.05,-3.64,-9.74,-2.13,-0.86,1.32,-1.24,13.94,-0.28,-8.99,11.92
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,,20.14,-14.51,53.89,22.27,6.73,17.73,-14.20,-3.03,1.94,15.45,-2.73,26.85,15.17,5.45,0.99,6.14,6.82,8.48,2.40,12.82,0.98,13.30,-7.16,-8.91,1.29,-8.23,8.46,1.31,3.32,5.92,-10.18,1.69,-0.40,-0.79,-2.60,3.01,1.79,-3.29,12.36,-9.84,-7.10,18.93
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,,-29.75,-30.17,,,2.77,,-48.26,-41.75,-57.70,-24.14,-4.35,0.15,2.13,-9.91,-31.13,-39.05,-33.27,-35.73,-23.20,-17.17,-19.49,-20.60,-25.29,-20.98,-24.33,-16.54,3.36,3.04,27.22,8.91,-2.08,-4.01,-16.83,0.42,0.04,3.78,10.79,2.19,0.87,-1.31,1.24,-12.23,0.28,9.89,-10.65
CPCurrent_sy,,-2.24,-15.61,,,-14.80,,-19.54,-11.72,-14.75,-0.96,4.40,9.90,2.42,1.49,0.75,-11.30,-2.87,-16.74,-18.57,-13.36,-12.47,9.28,2.24,6.91,-8.20,-24.75,-24.50,-24.38,0.06,-1.65,1.69,5.52,-7.19,0.43,8.18,6.29,3.37,0.94,-1.45,-1.94,-6.96,-10.61,-14.15,-18.14,-7.35
CPCurrent_qq,,,,,-16.76,16.97,-35.02,-18.21,-6.30,-15.06,16.55,3.13,-1.90,-13.38,2.81,-21.16,-13.18,-5.16,-0.98,-5.79,-6.37,-7.82,-2.36,-11.35,-0.96,-11.73,7.70,9.78,-1.27,8.98,-7.80,-1.30,-3.21,-5.58,11.32,-1.67,0.40,0.80,2.68,-2.94,-1.76,3.41,-10.98,10.90,7.65,-15.92
CPCurrent_sq,,,,,-12.47,-6.86,3.30,-4.47,-3.96,-10.05,20.01,0.70,1.11,-16.18,18.92,-0.03,-10.99,-8.21,1.94,-2.23,-5.29,-7.27,27.27,-8.53,-0.96,-20.38,4.33,-8.23,-0.80,5.35,2.54,-5.11,2.93,-7.34,10.97,2.22,1.13,-9.89,8.36,-0.21,0.64,-14.50,4.11,-4.16,-4.05,-3.23
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,,166.57,1236.15,,,118.98,,197.92,239.61,143.85,122.03,48.02,-5.13,12.67,-14.38,-6.67,27.56,19.87,36.56,43.56,1.41,4.01,6.99,-23.12,-30.65,-47.14,-80.40,-98.71,-113.18,-180.92,-187.60,1273.60,453.33,234.37,426.15,553.24,377.91,122.63,160.64,45.65,-24.22,-29.12,-47.32,-60.47,-83.74,-70.11
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,,21.71,35.27,22.87,47.26,38.74,-2.87,11.88,-1.82,-11.07,15.35,-14.98,7.02,21.54,8.40,-3.15,12.51,-14.14,11.17,-0.37,-19.16,-22.55,-15.27,-63.05,-94.68,-891.35,-420.35,60.00,183.39,103.56,97.89,-2.91,67.02,48.92,-7.82,13.67,-6.67,-22.52,-13.77,-15.52,-29.96,-68.13,58.52
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,-62.49,-92.51,,,-54.33,,-66.43,-70.55,-58.99,-54.96,-32.44,5.40,-11.24,16.80,7.14,-21.61,-16.58,-26.77,-30.35,-1.39,-3.85,-6.54,30.07,44.19,89.19,410.13,7657.62,,,,-92.72,,,,-84.69,-79.08,-55.08,-61.63,-31.34,31.97,41.08,89.84,152.97,515.11,234.59
CZCurrent_sy,,8.56,-22.87,,,-18.01,,-12.84,-16.25,-19.53,31.35,11.91,43.20,-27.29,-41.03,1.44,-13.42,22.88,-13.12,-34.13,-38.76,12.20,5.85,8.77,57.23,59.95,104.86,74.91,,,,-25.97,,,,8.10,-29.84,-10.31,-12.79,-14.45,3.73,-25.13,-3.88,-10.20,-7.34,11.19
CZCurrent_qq,,,,,-17.84,-26.07,-18.61,-32.10,-27.93,2.95,-10.62,1.86,12.45,-13.31,17.62,-6.56,-17.72,-7.75,3.25,-11.12,16.47,-10.05,0.37,23.70,29.12,18.03,170.62,1781.07,,,,,-50.87,-49.47,2.99,-40.13,-32.85,8.48,-12.03,7.14,29.07,15.97,18.37,42.77,213.83,-36.92
CZCurrent_sq,,,,,3.57,-5.27,-4.19,-7.27,-0.49,-8.97,56.37,-20.99,27.34,-53.78,26.83,35.91,8.69,-34.41,-10.33,3.05,1.04,20.16,-15.40,5.89,46.07,22.23,8.36,-9.59,,,,,14.40,-9.29,-7.06,12.09,-25.76,15.96,-9.63,9.97,-9.98,-16.30,16.01,2.74,-7.12,0.44
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,,130.51,182.91,,,48.47,,106.74,129.43,123.63,49.75,19.32,-13.88,0.97,14.65,23.21,55.34,33.32,12.44,18.03,-8.88,5.65,29.87,2.68,7.95,-23.56,-57.65,-65.02,-52.19,-41.15,66.56,240.34,223.84,222.05,76.55,23.94,-2.82,-9.51,1.17,-7.97,-7.94,-16.44,-23.41,-45.68,-50.67,-46.80
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,,13.95,5.65,35.91,26.35,26.46,2.98,-8.99,0.68,-8.73,20.74,3.34,8.20,15.06,3.62,-12.84,13.58,-11.18,20.16,7.13,-10.20,-6.62,-14.91,-40.64,-25.83,27.64,4.74,67.98,51.56,21.45,4.16,-7.91,6.39,-4.78,-3.00,2.95,-3.22,-4.74,-11.95,-5.64,-31.35,-13.50,-5.06
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,-56.61,-64.65,,,-32.65,,-51.63,-56.41,-55.28,-33.22,-16.19,16.12,-0.96,-12.78,-18.84,-35.62,-24.99,-11.06,-15.28,9.75,-5.35,-23.00,-2.61,-7.37,30.82,136.11,185.87,109.16,69.91,-39.96,-70.62,-69.12,-68.95,-43.36,-19.32,2.90,10.51,-1.15,8.66,8.63,19.67,30.57,84.09,102.71,87.99
CZOCurrent_sy,,-9.47,-25.33,,,-1.52,,16.96,-9.48,-39.78,16.75,-13.88,2.55,14.32,-36.62,-19.04,8.15,6.62,-3.08,-15.04,-29.03,4.15,0.47,-9.33,35.24,35.95,35.55,119.58,25.62,-20.61,-29.14,-43.93,-27.46,-14.43,-1.58,-17.03,-24.40,-21.79,-12.29,14.10,20.62,2.22,-7.72,0.24,2.45,5.35
CZOCurrent_qq,,,,,-12.24,-5.35,-26.42,-20.85,-20.92,-2.89,9.87,-0.67,9.57,-17.18,-3.23,-7.58,-13.09,-3.50,14.74,-11.96,12.58,-16.78,-6.66,11.36,7.08,17.53,68.47,34.82,-21.65,-4.53,-40.47,-34.02,-17.66,-4.00,8.59,-6.01,5.02,3.10,-2.87,3.33,4.98,13.58,5.98,45.68,15.60,5.33
CZOCurrent_sq,,,,,-8.37,14.44,8.14,3.14,-29.08,-23.88,109.66,-23.92,-15.55,-15.13,16.24,-2.83,12.82,-16.34,5.68,-14.82,-5.75,22.77,1.95,-23.13,40.58,23.41,1.65,24.52,-19.58,-22.01,-9.27,-1.47,4.04,-8.00,4.36,-16.94,-5.20,-4.82,17.03,8.05,0.22,-19.34,5.65,17.37,2.43,-17.06
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,3.46,4.25,4.47,,,-4.74,,-3.66,-0.90,4.51,8.87,11.17,7.00,9.79,1.02,21.72,11.46,-2.88,14.77,-3.50,12.65,23.73,20.95,26.77,13.35,1.27,-10.01,-8.09,-4.21,-1.30,-1.01,-6.96,-14.08,-13.44,-11.42,-11.65,-11.85,-2.83,-3.65,8.22,6.48,14.49,10.51,1.56,17.17,10.30
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,,-2.71,-5.97,2.54,2.70,0.08,-0.84,6.81,4.88,-3.68,1.75,-1.72,26.37,-11.80,-11.34,16.14,6.25,2.97,-2.62,13.52,11.37,-7.94,-13.00,0.87,13.75,-4.05,-10.35,1.17,6.91,-11.39,-9.68,3.53,6.63,-11.59,-0.44,2.65,19.76,-13.01,7.05,-0.91,10.07,0.36,0.78
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,,-26.77,-27.05,,,-2.10,,-50.15,-42.28,-55.79,-17.41,6.33,7.16,12.12,-8.99,-16.18,-32.07,-35.20,-26.24,-25.87,-6.70,-0.37,-3.97,-5.31,-10.43,-23.38,-24.89,-5.00,-1.29,25.58,7.80,-8.90,-17.52,-28.01,-11.05,-11.61,-8.52,7.66,-1.55,9.16,5.09,15.92,-3.02,1.85,28.75,-1.45
EVPCurrent_sy,,0.34,-23.53,,,-2.26,,-7.03,-25.01,6.62,-1.87,5.23,38.16,-2.36,-3.79,-2.43,-16.94,-9.31,-12.14,-27.26,-13.36,-2.24,-7.68,59.20,6.52,-2.33,22.31,-3.18,19.70,-5.01,5.00,1.29,20.91,-15.41,-3.64,-7.13,-8.52,4.04,-11.26,-6.40,0.49,5.22,-6.50,-10.60,-17.77,-7.91
EVPCurrent_qq,,,,,-19.02,9.99,-33.37,-16.00,-6.23,-15.77,24.48,8.15,-5.51,-11.87,1.04,-0.39,-23.42,-15.93,15.00,0.11,-3.61,-10.23,10.85,-1.28,-8.82,-23.21,8.66,24.87,-5.26,-2.30,-6.72,5.52,-14.23,-14.73,15.26,4.85,-11.23,0.36,5.40,16.26,-14.54,10.70,-11.82,22.09,8.03,-15.27
EVPCurrent_sq,,,,,-10.72,16.58,1.09,-11.64,-27.99,65.77,-6.96,-5.25,-5.45,17.15,-8.32,-3.91,-19.51,27.92,-11.19,-20.45,-4.13,44.32,-16.13,37.18,-35.86,32.33,5.04,8.59,-20.70,5.02,16.10,4.76,-5.34,-26.53,32.26,0.96,-6.76,-16.44,12.82,6.48,0.10,-12.50,0.25,1.81,-7.92,-2.01
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,,-54.77,-63.08,,,-35.84,,-53.40,-56.81,-53.27,-27.30,-6.83,24.25,8.73,-11.89,-1.22,-28.25,-27.15,2.07,-18.24,23.63,17.11,-6.87,23.46,5.00,32.48,112.47,162.74,100.35,67.71,-40.57,-72.66,-73.47,-73.12,-49.83,-28.71,-9.29,7.38,-4.76,17.59,15.66,37.01,44.29,86.96,137.52,107.36
EVEBITCurrent_sy,,6.60,-31.71,,,-4.08,,33.68,-44.98,-26.43,-1.86,-9.42,119.31,7.96,-17.11,-6.47,-28.18,16.85,3.63,-0.81,-3.47,-8.99,-20.16,-4.28,34.48,32.17,88.86,53.32,30.30,9.43,-32.96,-33.83,-17.96,-34.86,-4.52,15.42,-8.16,2.77,-7.46,-18.51,-8.07,-11.22,-22.06,-13.18,2.16,32.27
EVEBITCurrent_qq,,,,,-14.62,-11.00,-24.56,-18.71,-20.86,-3.70,17.36,4.17,5.54,-15.73,-4.90,16.79,-23.34,-14.44,33.25,-6.45,15.93,-18.96,5.96,24.02,-1.41,2.25,69.95,53.36,-24.82,-14.40,-39.77,-29.46,-27.04,-13.29,12.42,0.22,-7.15,2.64,-0.29,23.75,-8.68,21.59,5.01,60.34,16.02,6.15
EVEBITCurrent_sq,,,,,-5.78,24.62,19.58,-4.79,-61.22,66.64,59.53,-12.13,-6.11,-17.97,22.48,-0.85,-27.90,33.44,8.62,-5.09,-29.83,25.81,-4.71,13.78,-1.41,23.65,36.16,-7.63,-16.22,3.84,-16.58,-8.84,3.88,-17.55,22.28,10.19,-17.34,-7.74,10.11,-2.97,-6.75,-10.90,-3.33,8.08,9.73,15.37
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,,-41.46,-56.46,,,-30.29,,-52.48,-56.49,-54.75,-28.98,-7.73,22.60,9.29,-11.08,-1.77,-28.18,-25.99,-0.66,-21.67,11.50,4.24,-13.26,15.14,1.20,14.87,48.78,58.12,39.37,40.05,-25.24,-54.10,-59.04,-61.30,-40.95,-24.24,-7.61,6.89,-3.89,16.80,14.50,37.54,37.05,59.79,91.71,56.61
EVEBITDACurrent_sy,,2.44,-12.84,,,-3.56,,71.66,26.37,-2.45,27.51,-9.51,-9.99,-15.46,-43.89,-21.05,-4.55,-11.91,30.16,-5.52,-18.00,27.73,-18.90,23.86,44.09,21.46,36.59,22.19,19.69,-3.67,-22.27,-35.52,-32.02,-17.59,-4.84,3.79,-3.19,-25.27,-21.56,1.26,-1.88,11.67,5.84,21.16,20.59,12.58
EVEBITDACurrent_qq,,,,,-13.36,-9.24,-25.26,-19.14,-20.68,-5.59,17.30,5.04,5.39,-15.84,-4.56,16.03,-22.95,-13.26,28.10,-8.51,9.68,-18.91,6.59,21.44,-3.59,-7.96,38.06,29.06,-15.02,-7.51,-26.30,-20.77,-24.16,-12.62,12.47,1.65,-7.51,1.10,1.13,23.52,-9.33,21.44,0.76,44.02,8.78,-0.80
EVEBITDACurrent_sq,,,,,10.41,35.80,9.54,4.51,-18.72,4.83,43.19,-25.83,-19.14,-1.55,-4.96,4.35,-2.25,-9.14,40.43,-24.26,-15.16,41.53,-10.83,15.68,-1.31,19.31,0.27,3.49,-3.32,-3.98,-19.09,-14.15,1.92,16.41,-6.58,-6.36,-4.92,-10.14,-1.94,20.87,-7.87,2.26,-7.06,38.36,-8.30,-4.53
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,,119.15,878.64,,,-30.65,,142.98,91.35,81.64,85.20,-10.66,-25.53,-33.68,-43.46,-37.65,-11.67,-7.80,-15.87,-13.84,-31.67,-24.77,-9.28,-27.49,-40.91,-52.28,-81.26,-98.68,-116.46,-214.23,-205.34,1426.32,454.86,225.86,425.92,526.55,337.20,88.19,122.04,16.46,-38.34,-32.40,-48.93,-53.78,-81.36,-70.90
ROE_sy,,-19.91,-18.49,,,34.22,,-16.13,-31.20,-69.72,-68.71,-71.29,-31.40,125.65,169.63,180.83,54.68,35.79,-19.40,25.34,4.19,-39.77,-18.40,-36.93,-13.62,-17.89,-26.82,2.48,4.13,10.66,-3.11,-9.60,-22.95,17.85,46.98,10.05,14.01,1.80,16.88,25.55,11.58,0.12,8.73,14.72,39.11,17.28
ROE_qq,,,,,22.84,0.24,7.30,83.91,-3.26,-4.85,9.40,-11.28,-19.37,-15.26,-6.73,-2.16,14.23,-11.55,-14.90,0.20,-9.42,-2.61,2.63,-19.91,-26.18,-21.35,-59.69,-94.36,-1021.05,-445.71,62.83,181.69,114.14,93.56,-3.74,57.04,49.42,-16.69,13.57,-17.63,-20.89,-8.66,-14.19,-25.46,-68.10,42.63
ROE_sq,,,,,-5.46,18.04,-3.13,-22.42,-22.44,-48.06,0.12,-28.83,85.33,70.86,19.63,-25.87,2.08,50.00,-28.99,15.28,-15.15,-13.28,-3.80,-10.90,16.22,-17.57,-14.26,24.77,18.10,-12.41,-24.93,16.42,0.65,33.98,-6.37,-12.84,4.27,19.63,7.50,-6.37,-7.33,7.34,16.75,-1.21,12.37,-9.51
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,,124.32,755.42,,,55.07,,148.82,113.79,75.93,117.45,1.78,-11.87,-30.25,-45.37,-42.99,-15.80,6.51,-15.21,-6.63,-38.28,-32.11,-10.93,-30.45,-41.45,-51.59,-78.47,-98.67,-116.03,-208.25,-204.84,1533.33,505.95,242.58,456.92,590.48,377.13,104.38,129.74,18.23,-39.40,-41.22,-52.53,-58.17,-84.38,-73.09
ROA_sy,,-6.45,-2.93,,,15.81,,-42.51,-45.92,-64.11,-67.55,-64.37,-22.65,80.13,156.04,190.34,28.40,35.47,-25.49,58.43,-13.59,-45.53,-18.89,-55.77,7.73,-5.47,-36.36,10.34,-22.28,10.03,16.96,-2.92,-7.01,6.34,27.10,-6.65,32.88,23.40,50.45,63.22,7.86,-5.89,3.09,4.26,37.40,9.01
ROA_qq,,,,,26.77,20.46,-12.53,86.29,8.92,-0.87,8.11,-12.80,-5.70,-21.54,-15.32,-9.00,39.29,-0.76,-32.59,0.21,-7.92,9.16,-11.57,-21.76,-22.49,-9.73,-60.68,-95.16,-1033.33,-509.52,61.91,175.38,131.97,114.08,-4.66,45.83,60.30,-8.30,7.17,-24.95,-17.83,-11.05,-13.45,-33.86,-69.32,53.25
ROA_sq,,,,,14.12,-19.31,7.52,-41.94,7.37,-46.45,-2.78,-36.26,133.10,24.70,38.20,-27.73,3.09,31.57,-23.99,53.69,-43.78,-17.07,13.18,-16.19,36.95,-27.23,-23.81,45.31,-3.53,3.03,-19.01,20.61,-7.59,17.81,-3.20,-11.41,31.53,9.41,18.02,-3.89,-13.08,-4.54,29.29,-2.81,14.54,-24.26
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,,61.74,97.67,,,52.58,,7.04,33.55,-5.47,13.59,14.13,-13.74,3.14,3.32,-15.17,-5.29,-11.03,-27.75,-9.35,-24.56,-14.93,3.10,-23.29,-14.72,-42.19,-64.67,-63.83,-50.73,-25.07,81.48,233.16,211.04,167.66,77.31,24.00,0.82,0.28,3.39,-7.18,-9.14,-15.37,-32.81,-45.54,-45.75,-52.45
OPM_sy,,-27.59,40.00,,,-40.33,,-56.13,-53.29,11.76,-4.60,18.82,5.07,66.48,-23.08,-21.15,-17.69,-3.94,102.13,208.18,229.32,-43.07,-1.32,-49.53,-46.59,3.14,-44.18,-29.24,-12.78,-12.68,24.79,31.68,12.74,15.54,10.17,21.58,17.14,18.71,10.45,12.38,-4.34,0.99,-3.00,-13.04,-1.34,1.63
