,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
WKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_yy,4.97,-8.75,,,,-12.53,-11.46,-17.40,-21.93,-11.88,-12.33,2.06,6.21,11.58,14.27,-2.01,-0.85,5.07,5.94,7.68,8.01,13.38,11.07,10.45,10.07,8.35,11.76,9.91,7.91,-7.00,-8.76,-12.28,-10.29,6.56,7.24,5.92,5.07,1.68,1.14,-1.88,-1.33,-9.25,-10.04,-7.65,-7.34,-6.92,-6.39,-6.17,-6.12,-6.26,0.12,7.61,7.87
WKCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_qq,,,-3.07,6.68,0.77,-16.06,-1.88,-0.48,-4.76,-5.25,-2.38,15.86,-0.89,-0.46,-0.03,-0.65,0.28,5.48,0.80,0.98,0.59,10.72,-1.25,0.42,0.24,9.00,1.85,-1.24,-1.58,-6.07,-0.07,-5.05,0.66,11.57,0.57,-6.22,-0.16,7.97,0.04,-9.02,0.40,-0.69,-0.83,-6.60,0.74,-0.24,-0.27,-6.38,0.79,-0.38,6.51,0.63,1.04
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,-4.73,9.58,,,,14.33,12.94,21.07,28.09,13.48,14.06,-2.02,-5.84,-10.38,-12.48,2.06,0.86,-4.82,-5.61,-7.13,-7.43,-11.80,-9.97,-9.47,-9.14,-7.71,-10.52,-9.01,-7.33,7.53,9.61,14.00,11.46,-6.15,-6.75,-5.59,-4.82,-1.65,-1.13,1.91,1.35,10.18,11.16,8.28,7.92,7.43,6.82,6.58,6.51,6.68,-0.12,-7.07,-7.29
CWKCurrent_sy,-37.56,-46.83,,,,-56.71,-66.38,-55.07,144.27,5.80,23.38,-8.81,-5.84,-32.03,-35.21,1.36,-46.40,7.01,35.18,-10.12,-53.20,207.04,163.60,187.53,0.78,50.50,18.52,-2.07,-40.90,13.59,-13.34,-71.13,-68.39,-83.63,-76.30,554.92,290.22,1274.83,940.55,-0.77,63.26,-31.08,-25.28,21.41,23.46,39.68,194.93,139.11,99.86,7.97,-40.60,-27.70,-0.39
CWKCurrent_qq,,,3.17,-6.26,-0.76,19.13,1.91,0.48,4.99,5.55,2.43,-13.69,0.90,0.46,0.03,0.65,-0.28,-5.20,-0.80,-0.97,-0.60,-9.67,1.26,-0.42,-0.24,-8.26,-1.83,1.26,1.60,6.45,0.08,5.32,-0.66,-10.37,-0.57,6.63,0.15,-7.38,-0.04,9.91,-0.40,0.69,0.85,7.06,-0.73,0.23,0.28,6.82,-0.79,0.39,-6.11,-0.63,-1.03
CWKCurrent_sq,,,24.45,-23.53,184.55,-84.01,-3.36,2.21,1446.99,-93.08,12.70,-24.46,1497.29,-95.00,7.43,18.18,744.73,-90.02,35.71,-21.42,339.81,-34.54,16.51,-14.28,54.16,-2.25,-8.24,-29.18,-6.97,87.89,-29.99,-76.40,1.83,-2.70,1.39,551.94,-39.33,242.82,-23.27,-37.83,-0.18,44.73,-16.82,1.03,1.51,63.74,75.64,-18.10,-15.16,-11.54,-3.38,-0.30,16.88
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,22.16,-27.60,,,,-32.54,-43.02,-50.66,-115.68,-239.71,-265.56,329.61,667.92,127.37,129.97,-77.76,7.81,224.18,361.79,334.74,173.43,154.30,54.75,43.56,22.74,-284.47,-272.38,-244.74,-233.11,14.42,22.28,4.60,15.02,8.92,11.82,3.34,0.27,60.29,70.16,41.25,-16.47,-119.62,-192.92,-57.64,23.36,9.13,-0.37,-2.91,-8.62,-15.60,-9.99,24.86,21.44
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,6.95,-24.09,-3.59,-13.81,-9.66,-34.27,-130.63,-668.13,-7.05,270.56,-59.51,-62.99,17.24,26.54,96.33,11.30,67.01,19.13,23.48,3.51,1.64,10.52,5.57,-255.57,5.02,7.21,2.91,-0.02,13.75,-13.91,13.52,-7.21,16.50,-24.86,10.77,57.31,37.26,-145.84,-76.90,19.51,16.32,-32.31,13.99,4.56,7.58,-35.66,9.22,-1.58,12.07,7.33,5.08
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,-18.14,38.09,,,,48.24,75.53,102.64,,,,-76.72,,,,349.77,-7.26,-69.14,-78.35,-77.00,-63.42,-60.67,-35.38,-30.34,-18.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_sy,-62.70,192.66,,,,-97.77,-97.84,-97.84,,,,4240.56,,,,349.77,-7.26,55.93,-56.89,-88.10,-63.42,387.83,-35.38,34.65,-18.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_qq,,,-6.49,31.73,3.73,16.03,10.72,52.07,,,,,146.99,170.00,-14.66,-20.97,-49.07,-10.15,-40.13,-16.05,-19.01,-3.39,-1.62,-9.51,-5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_sq,,,-6.53,31.51,3.64,-98.25,-9.52,31.88,,,,,146.99,-97.85,5270.19,57.35,-49.07,-96.38,1384.71,-56.57,56.56,-51.67,96.67,-9.51,-5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,17.35,-6.87,,,,0.36,-0.45,-4.48,-8.03,-3.59,1.87,6.03,18.09,33.78,44.57,52.87,52.75,34.31,20.47,10.61,4.87,4.20,4.08,2.73,1.15,2.70,13.76,21.44,29.50,32.70,16.01,5.58,-4.16,-1.84,-2.29,-2.48,-1.77,-10.81,-10.56,-10.13,-8.60,-6.12,-3.38,-0.42,-1.38,-3.23,-4.97,-7.00,-6.41,-5.28,-1.15,-0.73,-0.69
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,-0.82,4.48,-0.02,-3.13,-1.62,0.25,-3.74,1.55,3.94,4.35,7.22,15.04,12.33,10.34,7.13,1.16,0.75,1.30,1.58,0.51,0.64,-0.01,0.01,2.05,11.47,6.74,6.65,4.57,-2.55,-2.85,-3.18,7.10,-3.00,-3.04,-2.47,-2.76,-2.73,-2.57,-0.82,-0.13,0.11,0.42,-1.77,-2.00,-1.69,-1.73,-1.15,-0.81,2.60,-1.31,-1.11
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,-14.79,7.38,,,,-0.36,0.45,4.68,8.73,3.72,-1.83,-5.69,-15.32,-25.25,-30.83,-34.58,-34.53,-25.55,-16.99,-9.59,-4.64,-4.03,-3.92,-2.66,-1.14,-2.64,-12.09,-17.65,-22.78,-24.64,-13.80,-5.28,4.33,1.87,2.35,2.54,1.80,12.12,11.80,11.27,9.41,6.52,3.50,0.43,1.40,3.34,5.24,7.52,6.85,5.57,1.15,0.74,0.69
CPCurrent_sy,-44.95,-36.59,,,,44.61,-11.18,35.37,-29.05,-68.35,-49.34,-52.83,-46.64,-27.97,-11.13,12.29,27.39,26.62,27.22,-32.09,-36.88,-6.15,-56.75,-19.90,-23.86,-16.94,32.01,41.61,104.42,449.74,140.78,83.95,33.65,-5.22,-8.24,339.96,344.46,241.84,328.21,71.39,2.36,31.87,28.25,-37.48,42.41,-35.00,7.13,3.44,-26.42,-25.28,-21.57,0.68,64.69
CPCurrent_qq,,,0.83,-4.29,0.01,3.23,1.65,-0.25,3.88,-1.52,-3.80,-4.17,-6.73,-13.07,-10.97,-9.37,-6.66,-1.14,-0.74,-1.29,-1.55,-0.50,-0.64,0.01,-0.01,-2.02,-10.28,-6.32,-6.24,-4.37,2.61,2.94,3.28,-6.62,3.09,3.13,2.54,2.84,2.80,2.64,0.83,0.13,-0.12,-0.40,1.80,2.04,1.72,1.75,1.17,0.82,-2.53,1.33,1.13
CPCurrent_sq,,,47.09,-39.93,60.76,1.81,-9.65,-8.45,-15.75,-54.59,44.62,-14.75,-4.70,-38.69,78.44,7.71,8.11,-39.06,79.28,-42.51,0.50,-9.41,-17.38,6.48,-4.47,-1.17,31.32,14.23,37.89,165.78,-42.48,-12.73,0.19,88.48,-44.32,318.41,1.21,44.97,-30.25,67.46,-39.55,86.77,-32.17,-18.36,37.69,-14.75,11.79,-21.17,-2.05,-13.44,17.35,1.20,60.21
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,121.51,-66.92,,,,-779.24,-1826.77,-3418.96,-2956.36,29.47,29.91,117.58,125.95,185.57,197.41,-155.02,-114.54,-61.53,-60.84,407.46,790.49,197.41,106.33,67.30,66.24,-6.14,18.25,22.17,9.57,-135.70,-124.41,-128.55,-128.61,158.61,175.70,163.04,138.46,277.39,274.13,272.84,594.92,-98.73,-105.63,-95.21,-90.71,1365.62,695.13,479.56,158.94,8.53,-17.05,-3.68,15.53
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,-57.85,-153.69,-39.45,-2052.41,-7.14,-9.42,-21.12,50.33,-6.47,127.45,78.79,63.78,21.20,-115.50,52.74,533.27,23.39,21.69,6.14,86.62,-14.40,-1.33,5.47,5.37,7.84,1.94,-5.40,-134.33,26.24,-19.22,5.21,170.31,-4.73,-0.71,-42.18,589.97,-5.55,-1.05,7.78,-98.73,-517.19,184.27,108.89,99.57,69.40,-17.94,-6.67,-16.35,29.47,-4.70,11.94
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,202.37,,,,,,,,,,,,,,,,159.99,155.37,,,-66.38,-51.54,-40.22,-39.84,6.54,-15.44,-18.15,-8.73,,,,,,,,,-73.51,-73.28,-73.18,-85.61,7803.55,,1984.32,975.31,-93.22,,-82.73,-61.34,-7.93,20.56,3.85,-13.43
CZCurrent_sy,,-66.72,,,,,,,,,,,,,,,,-75.04,231.51,,,1227.75,-13.75,212.25,-74.56,-12.71,-61.58,-68.38,-17.41,,,,,,,,,-14.75,346.43,53.74,17.02,158.47,,941.97,522.01,10.65,,-93.59,-86.49,-69.87,-73.22,-0.26,366.84
CZCurrent_qq,,,137.23,,,,,,,,,,-44.07,-38.94,-17.49,,,,-18.96,-17.84,-5.78,-46.41,16.82,1.35,-5.19,-5.10,-7.28,-1.90,5.72,,,,,,4.97,0.66,72.97,-85.51,5.87,1.06,-7.21,7860.92,,,-52.13,-49.83,-40.99,21.82,7.18,19.51,-22.74,4.94,-10.66
CZCurrent_sq,,,-32.18,,,,,,,,,,-57.58,83.62,35.15,,,,1694.71,-47.04,417.15,-72.99,16.58,91.73,-57.87,-7.30,-48.69,57.80,10.03,,,,,,-87.76,296.59,46.18,20.18,-35.93,36.57,11.27,165.45,,,-33.58,-52.78,-4.60,-78.58,40.00,5.33,-15.20,-20.25,555.30
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,112.14,-23.21,,,,-500.14,-729.11,-1582.79,-2141.47,69.83,66.61,59.39,68.30,4.01,37.55,68.23,87.96,114.33,150.03,237.19,545.02,1900.00,690.50,354.65,325.77,5.46,-1.78,-0.15,-4.66,-107.01,-99.22,-94.36,-92.40,590.98,4245.61,418.54,130.43,69.58,65.52,87.49,251.81,-82.26,-84.56,-82.36,-93.79,-9.73,85.47,91.32,542.09,184.94,98.04,76.58,37.14
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,-34.71,-57.73,-15.41,-1813.76,-2.66,0.36,-16.46,74.67,-13.61,-21.18,9.09,23.30,26.08,38.35,65.55,191.29,158.04,69.06,11.74,310.29,1.99,-2.77,4.64,1.63,-5.01,-1.16,-0.08,-107.48,110.50,619.30,34.63,382.97,-7.09,-14.17,-40.17,255.42,-9.31,-2.78,12.27,-82.08,-21.07,11.06,-60.46,160.43,62.15,14.57,32.71,15.57,12.70,2.15,3.07
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,30.20,,,,,,,,,,,,,,,,,,,,-95.01,-87.34,-78.01,-76.52,-5.18,1.81,0.16,4.88,,12899.90,1671.30,1215.33,,-97.72,-80.70,-56.58,-41.03,-39.59,-46.67,-71.59,463.95,548.15,466.72,1512.53,10.67,-46.14,-47.70,-84.45,-64.88,-49.49,-43.38,-27.09
CZOCurrent_sy,,-82.04,,,,,,,,,,,,,,,,,,,,286.32,-72.82,-63.39,-82.76,363.10,114.92,472.19,578.28,,129.16,-67.40,-90.58,,-78.79,110.12,1745.62,567.65,642.45,54.45,-41.18,466.68,190.85,276.65,305.69,-39.15,64.27,-71.27,-75.63,-26.87,-78.00,214.93,899.32
CZOCurrent_qq,,,53.14,136.68,18.20,,,,,,,,,,,,,,-61.31,-40.82,-10.50,-75.63,-1.96,2.84,-4.43,-1.60,5.27,1.18,0.08,,,-86.21,-25.69,-79.29,7.64,16.52,67.16,-71.87,10.26,2.87,-10.94,458.28,26.72,-10.05,153.40,-61.69,-38.32,-12.66,-24.65,-13.48,-11.28,-2.10,-2.97
CZOCurrent_sq,,,-37.44,-18.88,20.59,,,,,,,,,,,,,,984.69,-11.90,106.38,-80.41,-23.69,18.68,-2.83,426.25,-64.59,215.98,15.18,,,-55.05,-66.71,126.85,-37.52,345.28,192.43,-17.94,-30.52,-7.37,11.36,690.66,-64.34,19.96,19.95,18.59,-3.73,-79.02,1.76,255.80,-71.04,200.38,222.90
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,-8.86,9.09,,,,2.85,4.27,2.72,4.27,10.62,15.06,-13.25,-10.84,-12.48,-14.44,13.92,4.39,0.74,3.77,-1.88,0.38,0.45,-5.89,-4.34,-3.44,43.01,43.61,42.09,42.05,-5.30,-6.75,-2.44,-6.15,-3.74,-2.02,0.42,-0.08,-10.28,-11.74,-8.90,1.84,9.22,10.34,6.08,-3.59,-2.57,-0.61,-5.83,2.12,4.30,3.34,3.24,-3.56
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,-1.70,4.67,1.54,-1.56,-0.34,3.11,3.07,4.45,3.66,-22.26,5.93,2.53,1.34,3.50,-2.92,-1.07,4.39,-2.13,-0.69,-0.99,-2.20,-0.52,0.25,46.63,-1.79,-1.58,0.22,-2.25,-3.29,2.97,-3.59,0.26,-1.56,5.54,-4.07,-9.97,-3.17,8.93,7.24,-3.44,-2.18,4.73,-2.53,-2.42,-0.21,-0.78,5.69,-0.34,-1.13,-0.88,-1.26
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,-22.34,17.15,,,,2.47,4.74,7.53,13.37,14.75,12.96,-18.18,-24.50,-34.58,-40.82,-25.48,-31.66,-25.00,-13.86,-11.29,-4.29,-3.59,-9.57,-6.89,-4.53,39.24,26.24,17.01,9.69,-28.63,-19.62,-7.60,-2.08,-1.94,0.27,2.97,1.71,0.61,-1.32,1.37,11.42,16.34,14.20,6.53,-2.24,0.68,4.60,1.25,9.12,10.11,4.54,3.99,-2.89
EVPCurrent_sy,-64.10,812.56,,,,-47.34,-99.31,-66.57,-29.05,-32.09,5934.78,80.93,-46.64,-49.37,7.46,20.98,5.73,10.40,-10.02,8.06,-37.95,106.98,13.43,-21.58,-10.44,-4.85,17.24,-22.04,607.45,34.30,-10.86,169.66,143.46,92.24,93.13,22.38,28.14,46.49,66.98,52.86,52.33,165.13,40.08,6.53,-2.24,-55.49,24.19,4.50,9.12,-11.36,-38.45,-11.83,-7.54
EVPCurrent_qq,,,-0.89,0.18,1.56,1.62,1.30,2.85,7.07,2.85,-0.28,-25.50,-1.20,-10.88,-9.78,-6.20,-9.38,-2.20,3.61,-3.39,-2.23,-1.49,-2.81,-0.52,0.24,43.69,-11.89,-7.80,-6.03,-6.52,-0.76,5.99,-0.41,-6.39,1.48,8.85,-1.63,-7.41,-0.46,11.81,8.12,-3.32,-2.29,4.30,-0.78,-0.43,1.51,0.96,6.93,0.48,-3.63,0.44,-0.15
EVPCurrent_sq,,,-13.34,-29.51,-64.74,144.48,-98.87,3319.57,-25.17,134.03,0.78,2.52,-77.93,122.05,113.91,15.42,-80.71,131.85,74.34,38.62,-88.93,673.42,-4.46,-4.17,-87.35,721.68,17.73,-36.28,14.77,55.99,-21.86,92.76,3.62,23.17,-21.49,22.14,8.50,40.81,-10.51,11.81,8.12,145.07,-52.72,-14.97,-0.78,11.58,31.92,-28.45,3.61,-9.36,-8.39,2.49,8.63
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,850.71,42.04,,,,-125.71,-116.58,-106.92,-105.11,-266.71,-244.55,-113.62,-181.25,8.85,-37.04,-258.65,-768.04,803.94,307.30,171.51,122.54,-94.98,-88.09,-78.96,-77.32,35.60,46.20,42.32,48.99,-1450.34,12022.40,1628.03,1134.41,119.60,-97.76,-80.62,-56.62,-47.09,-46.68,-51.41,-71.06,515.96,615.15,501.17,1454.66,7.82,-46.46,-50.75,-84.12,-63.37,-47.80,-41.55,-29.68
EVEBITCurrent_sy,420.72,-30.78,,,,-190.67,-202.61,54.75,-83.87,111.77,136.83,-50.00,25.06,138.66,44.22,32.18,7.70,64.61,221.18,-58.31,-87.77,-28.13,-76.81,168.66,981.64,34.57,389.19,141.65,1769.51,199.76,-29.51,27.61,-8.96,-16.52,-14.36,6.99,70.34,110.75,89.36,25.68,-13.76,-62.25,-110.20,-100.17,-100.27,-111.67,47.53,-1227.38,93.12,1695.03,2926.54,4985.98,5598688.28
EVEBITCurrent_qq,,,50.53,147.74,20.02,-105.74,2.92,-3.48,11.49,-312.45,8.79,35.84,-16.53,-33.67,-37.14,-67.91,-182.03,208.40,-59.62,-42.08,-11.12,-75.87,-4.12,2.30,-4.19,44.28,3.39,-0.42,0.30,-1407.66,1028.13,-85.80,-28.35,-79.24,5.96,22.97,60.36,-74.68,6.77,12.06,-4.50,439.05,23.96,-5.80,146.98,-62.61,-38.45,-13.34,-20.36,-13.77,-12.28,-2.96,-4.19
EVEBITCurrent_sq,,,-28.20,-43.35,-37.89,-458.86,18.74,185.44,-93.53,161.90,154.17,16.01,-83.80,399.80,53.59,6.32,-86.80,663.88,199.67,-86.20,-96.13,4390.44,-3.29,59.85,-84.42,458.65,251.58,-21.04,20.54,-10.43,-17.32,42.94,-14.00,-17.87,-15.18,78.59,36.91,1.62,-23.79,18.53,-6.05,-55.52,-120.59,98.05,-50.00,-1841.80,7.38,50.79,99.22,450388.48,64.12,-14.94,790.64
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,266.61,16.88,,,,-577.63,-516.25,-518.55,-333.84,145.04,156.57,149.24,187.17,-12.46,-37.98,-41.76,-51.22,-45.05,-36.24,-34.79,-23.92,-46.41,-46.57,-40.77,-40.45,37.76,31.62,21.20,16.27,23.90,25.69,39.04,44.41,-24.88,-19.24,-14.22,-9.80,-17.73,-18.98,-18.00,-16.35,41.48,40.72,32.92,29.56,2.63,6.74,6.14,11.42,16.04,8.41,5.13,-1.98
EVEBITDACurrent_sy,616.39,104.04,,,,-273.90,-227.00,-33.75,-89.84,136.89,149.68,28.00,245.50,-28.91,21.17,57.55,33.57,38.47,1.41,47.40,-11.34,-6.02,-33.04,-53.33,-43.63,100.73,160.62,44.76,994.44,74.72,-7.42,55.88,42.42,-25.93,-7.08,14.29,26.10,26.39,38.80,32.67,25.22,52.75,71.24,21.13,-100.58,-47.21,-46.50,-72.21,10168.69,42.24,104.69,336.53,142.83
EVEBITDACurrent_qq,,,7.86,8.15,0.82,-506.12,6.00,-8.75,43.67,178.22,18.05,-5.33,-0.28,-21.45,-16.36,-11.11,-16.48,-11.51,-2.94,-9.10,-2.55,-37.67,-3.23,0.76,-2.02,44.20,-7.55,-7.22,-6.00,53.66,-6.21,2.64,-2.37,-20.06,0.83,9.02,2.66,-27.10,-0.69,10.34,4.72,23.30,-1.22,4.22,2.07,-2.33,2.74,3.63,7.15,1.72,-4.02,0.50,-0.10
EVEBITDACurrent_sq,,,8.00,-31.03,-42.88,-508.77,21.13,135.98,-91.24,1384.67,6.22,-7.29,-76.37,205.50,81.04,20.54,-79.96,216.68,32.59,75.20,-87.95,235.70,-5.54,22.11,-85.44,1095.30,22.64,-32.17,10.06,90.82,-35.01,14.21,0.56,-0.75,-18.48,40.46,10.95,-0.52,-10.47,34.26,4.72,21.35,0.36,-5.02,-100.50,11119.95,1.71,-50.66,82.07,55.67,46.37,5.22,1.28
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,120.49,-63.73,,,,-876.10,-2051.38,-4152.73,-3813.16,19.97,20.03,117.23,124.45,176.72,185.24,-156.08,-114.72,-63.38,-63.03,385.84,736.45,162.33,85.82,51.39,51.10,-13.40,5.82,11.15,1.55,-138.39,-126.76,-132.57,-131.87,154.97,170.57,159.60,136.64,271.43,269.85,279.62,604.10,-98.59,-106.25,-94.76,-89.99,1463.64,736.96,511.90,176.74,16.28,-17.06,-10.51,6.72
ROE_sy,341.07,140.76,,,,5.66,-106.87,-77.88,-293.62,-55.44,1217.86,262.13,124.45,184.88,28.75,-13.12,-90.78,-49.31,-55.67,-59.71,-56.72,-9.56,-6.44,63.83,3334.48,33.55,39.38,14.16,-43.72,-99.45,-90.41,-53.89,23.28,11862.50,611.94,82.98,-82.34,57.26,22.64,-35.71,193.44,-85.18,-107.86,-557.36,-708.10,-805.38,-95.65,280.93,110.93,138.02,327.78,-99.41,-81.09
ROE_qq,,,-56.57,-150.46,-38.18,-2463.16,-9.19,-9.97,-27.15,47.58,-9.11,123.69,80.40,64.51,21.24,-115.59,52.65,509.35,22.37,20.52,5.42,68.72,-13.32,-1.81,5.21,-3.30,5.93,3.13,-3.86,-136.56,26.18,-25.53,5.93,163.06,-5.24,6.03,-42.18,539.34,-5.64,8.83,7.24,-98.72,-518.18,191.30,104.76,100.00,70.35,-12.29,-7.39,-15.97,21.50,-5.35,10.43
ROE_sq,,,37.11,11.28,12.86,-38.64,-108.91,458.33,-1088.04,114.12,123.57,16.08,-33.30,64.58,1.04,-21.67,-92.93,805.22,-11.62,-28.82,-92.40,1791.38,-8.57,24.63,59.36,-26.46,-4.57,2.07,-21.44,-99.29,1575.00,391.04,110.03,-30.75,-0.31,26.21,-79.73,516.80,-22.26,-33.85,-7.49,-68.85,-141.26,-3747.83,-22.99,63.87,88.56,3658.33,-92.57,25.63,-31.44,-90.73,136.84
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
