,2004/Q4,2005/Q4,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
WKCurrent_yy,28.95,32.75,91.90,,,,-100.00,505.40,458.18,,,7.10,1.96,,-9.31,-1.63,-0.23,,2.37,-5.03,-20.35,,-10.03,-8.00,8.38,,3.22,3.85,2.87,1.18,-2.25,-4.33,7.91,7.97,9.63,8.75,-1.86,-17.27,-13.25,-12.38,-3.30,15.02,11.73,10.18,8.60,9.01,10.29,-1.35,-2.41
WKCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_qq,,,,4.94,4.43,-100.00,,,-3.71,-100.00,,1.36,-8.33,-100.00,,9.95,-7.03,-100.00,,1.99,-22.03,-100.00,,4.29,-8.15,3.91,3.71,4.92,-9.01,2.20,0.18,2.70,2.63,2.26,1.72,1.88,-7.38,-13.80,6.66,2.90,2.21,2.53,3.61,1.47,0.74,2.92,4.83,-9.24,-0.35
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,-22.45,-24.67,-47.89,,,,,-83.48,-82.09,,,-6.63,-1.93,,10.27,1.66,0.23,,-2.32,5.29,25.56,,11.15,8.70,-7.73,,-3.12,-3.71,-2.79,-1.17,2.31,4.53,-7.34,-7.38,-8.78,-8.05,1.90,20.87,15.28,14.12,3.41,-13.06,-10.50,-9.24,-7.92,-8.26,-9.33,1.36,2.48
CWKCurrent_sy,-54.22,5.14,-10.54,,,,,-75.46,-74.00,,,21.39,-6.16,,-1.69,-9.42,-3.88,,1.29,-5.90,-23.58,,-34.00,-44.94,-29.38,,-13.18,37.60,46.43,-8.09,-14.75,-35.36,-35.30,-26.03,44.44,15.60,15.65,39.19,-5.63,9.38,12.26,-3.60,-1.29,20.55,13.89,10.69,23.32,-19.06,-4.80
CWKCurrent_qq,,,,-4.71,-4.24,,,,3.85,,,-1.34,9.09,,,-9.05,7.56,,,-1.95,28.26,,,-4.11,8.87,-3.76,-3.58,-4.70,9.91,-2.15,-0.18,-2.62,-2.57,-2.20,-1.69,-1.84,7.97,16.01,-6.24,-2.82,-2.16,-2.47,-3.48,-1.45,-0.74,-2.83,-4.61,10.17,0.35
CWKCurrent_sq,,,,6.19,7.25,,,,13.66,,,12.04,-12.14,,,3.24,-6.77,,,-4.08,-24.29,,,-19.97,-2.90,32.45,-15.64,26.83,3.33,-16.86,-21.75,-3.84,3.43,-4.96,52.80,-23.04,3.49,14.38,3.59,-10.80,6.21,-1.78,6.08,8.94,0.34,-4.54,18.18,-28.50,18.01
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,39.74,24.81,112.46,,,,-100.00,445.14,525.04,,,6.77,1.21,,7.06,2.04,5.94,,1.46,4.42,-14.16,,-2.28,-10.18,2.96,,-10.10,-9.71,-7.75,-5.08,-2.98,-3.43,10.24,12.00,13.90,12.01,-0.54,-20.19,-20.68,-22.98,-14.31,4.53,5.39,-18.05,-25.27,-41.06,-52.16,-80.16,-100.34
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,4.11,-17.31,-100.00,,,-5.19,-100.00,,15.42,-10.12,-100.00,,10.00,-6.69,-100.00,,13.21,-23.29,-100.00,,4.05,-12.06,-0.16,-1.59,4.50,-10.15,2.73,0.59,4.01,2.57,4.37,2.29,2.29,-8.92,-16.26,1.67,-0.68,1.33,2.15,2.51,-22.77,-7.61,-19.43,-16.79,-67.98,-101.59
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,-28.44,-19.88,-52.93,,,,,-81.66,-84.00,,,-6.34,-1.20,,-6.60,-2.00,-5.60,,-1.43,-4.23,16.49,,2.33,11.33,-2.88,,11.23,10.76,8.40,5.35,3.07,3.56,-9.29,-10.72,-12.20,-10.72,0.54,25.31,26.07,29.84,16.70,-4.32,-5.11,22.02,33.82,69.66,109.01,404.08,
CWKGrahamCurrent_sy,-72.24,408.66,-67.79,,,,,-83.06,-84.00,,,31.22,7.42,,-18.94,-12.61,-26.85,,39.12,-16.97,-1.13,,-21.66,7.42,-18.82,,-26.51,11.79,81.37,-0.45,34.30,-11.05,-36.73,-11.24,0.87,6.72,84.55,86.88,99.25,67.08,26.98,-8.14,-32.10,-5.18,28.44,27.60,33.95,8.05,
CWKGrahamCurrent_qq,,,,-3.94,20.93,,,,5.47,,,-13.36,11.26,,,-9.09,7.17,,,-11.66,30.36,,,-3.89,13.72,0.16,1.62,-4.30,11.30,-2.66,-0.59,-3.85,-2.50,-4.19,-2.24,-2.23,9.79,19.41,-1.65,0.69,-1.31,-2.10,-2.45,29.48,8.23,24.11,20.17,212.27,
CWKGrahamCurrent_sq,,,,40.36,20.93,,,,14.23,,,3.94,-6.48,,,12.06,-21.72,,,-33.12,-6.78,,,-8.29,-29.56,51.71,-25.02,39.51,14.28,-16.73,1.16,-7.60,-18.71,16.82,14.95,-2.23,40.57,18.29,22.56,-18.02,6.83,-14.43,-9.41,14.49,44.71,-14.99,-4.90,-7.64,
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,-8.13,22.75,5.46,,,,-84.60,-73.36,-57.04,62.77,186.76,111.35,36.09,-10.22,-29.10,-29.42,-27.51,0.60,20.37,17.97,39.95,22.93,83.87,102.37,94.09,98.56,22.06,4.57,-1.12,-8.76,-9.43,-1.81,2.66,8.54,15.89,11.63,4.63,1.44,-3.95,-5.60,-2.75,1.69,10.58,24.38,33.13,38.60,44.97,36.92,37.34
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,-18.49,-12.86,-66.24,-35.79,40.99,40.55,27.93,13.12,3.91,-9.50,-15.60,-10.68,3.46,-7.06,17.13,6.87,1.39,10.26,2.89,59.85,11.60,5.75,5.26,-1.74,-4.39,-0.01,-2.87,-2.45,3.65,4.54,2.69,4.16,-0.16,-2.01,-0.45,-1.38,-1.88,0.95,4.10,7.24,10.37,8.06,8.37,12.17,4.23,8.39
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,8.85,-18.53,-5.17,,,,549.43,275.41,132.77,-38.57,-65.13,-52.68,-26.52,11.38,41.05,41.67,37.95,-0.60,-16.92,-15.23,-28.54,-18.65,-45.62,-50.59,-48.48,-49.64,-18.08,-4.38,1.13,9.61,10.41,1.84,-2.59,-7.87,-13.72,-10.42,-4.43,-1.42,4.11,5.94,2.83,-1.66,-9.57,-19.60,-24.89,-27.85,-31.02,-26.96,-27.19
CPCurrent_sy,-85.72,94.98,-33.21,,,,91.74,-88.12,-76.78,-63.42,-63.05,136.27,27.56,-32.32,-12.98,-19.04,39.59,75.20,-24.21,-3.42,-41.29,-53.78,28.49,-48.33,-26.26,-25.16,-5.92,-9.75,75.47,81.79,56.37,51.14,-23.81,-28.18,-34.01,-16.64,8.78,27.19,27.81,14.56,-16.94,-21.22,-14.02,9.67,61.03,26.60,14.95,-11.02,31.06
CPCurrent_qq,,,,22.69,14.76,196.17,55.73,-29.08,-28.85,-21.83,-11.60,-3.77,10.50,18.48,11.95,-3.34,7.59,-14.63,-6.43,-1.38,-9.31,-2.81,-37.44,-10.39,-5.44,-5.00,1.77,4.60,0.01,2.96,2.52,-3.52,-4.34,-2.62,-3.99,0.16,2.06,0.45,1.40,1.92,-0.94,-3.94,-6.75,-9.39,-7.45,-7.73,-10.85,-4.06,-7.73
CPCurrent_sq,,,,385.32,-37.34,15.13,-45.23,-69.93,22.47,81.37,-44.68,92.30,-33.88,-3.77,-28.88,78.92,13.99,20.78,-69.23,127.99,-30.71,-4.92,-14.46,-8.32,-1.11,-3.50,7.53,-12.04,92.25,-0.02,-7.51,-14.99,-3.08,-5.76,-15.02,7.40,26.47,10.19,-14.61,-3.73,-8.30,4.50,-6.79,22.79,34.64,-17.84,-15.37,-4.95,98.30
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,-55.65,45.90,44.53,,,,88.26,120.89,144.80,256.10,67.36,18.13,-23.01,-32.77,-96.30,-96.96,-131.87,-123.63,-68.65,487.86,286.84,298.57,11827.01,732.81,197.43,323.63,2.26,8.72,-0.64,-15.34,-36.64,-54.99,-46.01,-37.64,16.14,46.02,29.01,-183.93,-134.78,-130.05,-134.21,300.55,397.42,426.87,352.03,-31.02,-8.96,12.13,71.14
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,11.25,18.15,-26.64,95.25,30.53,30.94,6.71,-8.24,-7.87,-14.66,-6.82,-94.94,-24.32,-993.81,30.90,106.71,1318.97,184.08,-26.56,302.89,-0.92,1.46,4.60,-2.75,5.34,-7.28,-10.88,-27.21,-25.17,11.23,2.93,35.57,-5.92,-1.72,-166.96,43.81,18.74,-11.89,492.57,-16.67,-10.70,-13.72,7.44,9.97,9.99,31.68
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,125.50,-31.46,-30.81,,,,-46.89,-54.73,-59.15,-71.92,-40.24,-15.34,29.89,48.75,2598.11,3186.35,,,218.59,-82.99,,,-99.16,-87.99,-66.38,-76.39,-2.20,-8.02,0.64,18.12,57.83,122.20,85.23,60.36,-13.90,-31.52,-22.49,,,,,,,,,44.98,9.84,-10.82,-41.57
CZCurrent_sy,6.36,15.45,-77.03,,,,-59.99,-15.99,50.49,-81.01,138.99,195.26,70.95,891.32,-31.17,-37.67,,,-3.09,14.96,,,0.58,-33.12,-45.57,1.68,-37.72,33.63,86.82,-49.07,11.30,-38.43,-5.75,124.19,31.87,-24.40,-4.05,,,,,,,,,42.16,-8.22,-17.93,-15.46
CZCurrent_qq,,,,-10.11,-15.36,36.31,-48.79,-23.38,-23.63,-6.29,8.98,8.54,17.18,7.31,1876.77,32.21,,,,-92.94,-64.81,36.16,-75.18,0.93,-1.44,-4.39,2.83,-5.07,7.85,12.21,37.39,33.65,-10.10,-2.85,-26.23,6.30,1.75,,,,,,20.01,11.98,15.91,-6.93,-9.07,-9.09,-24.06
CZCurrent_sq,,,,-56.38,5.79,19.47,-27.45,-8.39,89.51,-84.92,813.07,13.18,9.72,-12.58,-36.60,2.49,,,,21.58,-41.28,21.32,16.12,-19.15,-52.21,126.63,-28.88,73.49,-33.19,-38.21,55.40,-4.02,2.28,46.97,-8.60,-44.97,29.80,,,,,,78.47,-8.60,-27.80,20.71,15.22,-18.27,-25.63
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,-58.37,39.73,38.43,,,,-27.21,13.67,53.34,541.56,330.92,145.34,24.29,-38.14,-100.98,-91.80,-88.05,-44.23,4200.57,447.48,542.09,113.05,325.04,350.91,256.02,267.60,37.98,7.47,-4.66,-21.65,-41.54,-26.44,-15.10,-3.36,44.04,27.70,11.16,-69.78,-71.05,-72.68,-73.03,264.96,269.32,306.67,336.64,20.63,8.67,12.91,27.68
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,7.22,16.72,-66.97,76.08,67.43,57.46,38.20,18.27,-4.67,-20.23,-31.21,-101.87,900.57,16.18,221.14,37.28,6.89,36.26,6.56,173.88,13.39,7.58,10.02,2.80,-11.68,-4.55,-9.58,-23.30,11.13,10.16,2.92,14.33,-1.48,-4.11,-72.02,9.53,-7.03,-5.36,278.71,10.84,2.37,1.62,4.62,-0.15,6.36,14.91
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,140.24,-28.43,-27.76,,,,37.36,-12.03,-34.78,-84.41,-76.79,-59.24,-19.54,61.65,,1119.60,736.98,79.30,,-81.74,-84.43,-53.06,-76.47,-77.82,-71.91,-72.80,-27.52,-6.95,4.89,27.62,71.05,35.94,17.78,3.48,-30.58,-21.69,-10.03,230.87,245.38,265.99,270.80,-72.60,-72.92,-75.41,-77.10,-17.10,-7.98,-11.43,-21.68
CZOCurrent_sy,-79.37,70.67,-61.76,,,,-11.15,-56.22,-84.65,-85.06,-42.33,98.51,192.89,131.36,,-26.21,-17.86,-12.35,,28.99,-38.25,20.12,-26.34,-56.41,4.35,-29.05,-16.97,23.33,6.30,-34.63,-12.17,-31.65,-35.54,2.32,70.32,35.68,49.02,118.60,-11.05,43.87,31.73,-38.03,-2.75,-15.61,-28.99,-10.16,-14.78,-34.79,-8.50
CZOCurrent_qq,,,,-6.74,-14.33,202.74,-43.22,-40.27,-36.49,-27.65,-15.45,4.90,25.37,45.37,,,-13.96,-68.86,-27.16,-6.44,-26.61,-6.15,-63.49,-11.81,-7.05,-9.11,-2.72,13.23,4.77,10.60,30.37,-10.01,-9.22,-2.83,-12.54,1.50,4.29,257.36,-8.70,7.56,5.66,-73.59,-9.78,-2.31,-1.59,-4.42,0.15,-5.98,-12.98
CZOCurrent_sq,,,,-36.66,84.18,0.19,-23.99,-68.79,-35.42,-2.52,193.50,7.44,-4.72,-22.99,,,6.07,-17.83,5.59,40.16,-49.22,59.83,-35.24,-17.05,21.55,8.68,-24.22,23.20,4.77,-33.17,1.82,-4.12,-1.20,6.08,69.50,-23.62,8.51,55.62,-31.03,23.54,-0.65,-26.79,8.22,7.20,-16.40,-7.37,2.66,-17.97,17.30
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,0.55,1.63,-3.09,,,,4.12,-16.72,217.61,,-14.46,-7.29,-4.69,,-5.82,27.19,4.58,,2.82,-2.72,35.35,,120.83,93.50,88.20,136.44,15.75,14.35,4.78,-0.10,11.72,17.77,0.31,-9.28,-10.75,-16.90,-4.80,9.22,-1.03,18.93,10.64,14.19,26.33,35.45,40.71,35.94,39.06,14.38,8.53
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,2.15,-175.47,235.06,,-18.30,6.58,14.84,-14.46,-11.45,9.58,20.49,-19.44,19.59,-9.90,15.21,-17.17,13.15,25.36,-14.88,82.91,-0.86,21.93,6.94,-10.46,-2.06,11.72,1.96,0.14,3.25,-4.85,-7.79,-1.47,-3.87,9.00,5.79,-10.72,15.52,1.41,9.18,-1.23,23.85,5.35,5.49,1.04,1.86,-0.03
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,9.45,-17.20,-8.10,,,,576.19,212.65,373.75,-38.57,-70.17,-56.13,-29.96,11.38,32.84,80.19,44.27,-0.60,-14.58,-17.54,-3.28,-18.65,20.10,-4.39,-3.04,19.08,-5.17,9.35,5.97,9.49,23.35,19.94,-2.29,-16.42,-22.99,-25.56,-9.02,7.67,3.04,25.99,13.78,12.29,14.25,8.90,5.69,-1.91,-4.08,-16.46,-20.97
EVPCurrent_sy,-87.67,125.88,-34.49,,,,-32.28,-87.17,-81.04,-66.33,31.99,126.74,33.58,-26.46,22.51,-8.35,69.89,75.20,-14.66,73.48,56.23,-53.91,33.05,-48.95,-28.11,78.90,52.65,53.03,39.73,79.28,11.35,7.74,-23.94,-41.10,-41.86,-36.71,-10.25,51.60,28.32,120.77,-12.13,-6.95,25.95,-7.31,62.35,6.90,18.93,-1.69,6.31
EVPCurrent_qq,,,,25.32,-186.61,500.01,55.73,-42.05,-24.16,-10.23,-24.39,-14.78,21.08,42.76,-9.82,15.59,-3.06,-1.64,-22.50,11.59,13.70,-17.27,14.42,-11.16,15.30,1.60,-8.88,2.44,11.73,4.97,2.66,-0.39,-8.98,-10.21,-5.41,-3.71,11.24,6.26,-9.47,17.73,0.46,4.88,-7.90,12.22,-2.50,-2.66,-9.93,-2.27,-7.77
EVPCurrent_sq,,,,376.43,-34.73,15.39,-81.13,-9.76,-3.53,104.91,-26.00,55.02,-43.17,12.82,23.26,15.96,5.35,16.34,-39.95,135.72,-5.12,-65.68,73.33,-9.56,33.62,-14.59,47.89,-9.33,22.01,9.59,-8.15,-12.27,-13.87,-15.14,-9.32,-4.50,22.14,43.33,-23.25,64.30,-51.39,51.78,3.89,20.92,-14.85,-0.06,15.58,-0.05,-7.92
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,141.56,-27.26,-29.99,,,,43.02,-26.74,176.70,-84.41,-80.15,-62.21,-23.31,61.65,-9725.70,1451.22,775.35,79.30,102.51,-82.24,-78.92,-53.06,-48.04,-57.09,-47.14,-35.68,-16.11,6.41,9.90,27.49,91.10,60.10,18.15,-6.13,-38.04,-34.93,-14.36,261.36,241.81,335.25,310.26,-68.71,-65.79,-66.69,-67.77,12.70,27.97,1.30,-14.99
EVEBITCurrent_sy,3026.93,231.70,-79.57,,,,17.37,-38.33,94.59,-99.06,-101.94,-112.50,-382.59,-240.16,-1827.99,-1121.59,-82.50,-21.92,202.54,134.97,120.98,270.00,-71.94,38.67,344.97,1017.31,390.52,192.87,46.49,24.65,-24.86,-41.95,-13.23,88.69,285.86,86.53,27.46,8.98,-27.68,-22.69,28.80,-65.83,-11.98,-28.14,-92.93,36.41,-39.46,40.98,-225.98
EVEBITCurrent_qq,,,,-4.74,-164.66,508.87,-43.22,-51.20,-32.30,-16.91,-27.67,-7.11,37.38,75.15,-4406.77,114.97,-22.48,-64.12,-39.67,5.86,-8.00,-20.12,-33.22,-12.56,13.33,-2.80,-12.90,10.90,17.05,12.76,30.55,-7.09,-13.62,-10.40,-13.83,-2.42,13.68,278.05,-18.49,24.25,7.15,-71.17,-10.89,20.99,3.67,0.83,1.19,-4.23,-13.00
EVEBITCurrent_sq,,,,-32.82,-286.97,240.95,-33.71,-64.70,-116.39,124.58,-236.24,-127.68,-532.93,92.86,-1774.02,-44.26,5.44,95.23,1676.25,-50.80,-43.29,-61.34,160.17,143.12,81.98,-2.94,14.22,45.16,-8.98,-17.41,-31.15,12.16,36.05,79.60,40.80,-45.78,-7.03,53.55,-6.56,-42.04,54.88,-59.26,140.69,-52.68,-84.75,685.52,6.82,10.19,-113.63
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,125.83,-23.72,-27.77,,,,41.89,-26.86,176.18,-84.07,-79.91,-62.22,-25.52,50.14,1502.11,767.10,458.60,70.29,-85.84,-69.68,-66.65,-47.70,-43.44,-53.46,-44.47,-32.58,-15.08,6.86,10.10,26.97,88.33,58.68,17.50,-6.31,-37.35,-34.36,-13.96,238.24,220.04,302.72,275.21,-66.71,-63.74,-64.44,-65.29,11.65,25.87,-0.11,-15.93
EVEBITDACurrent_sy,133.93,205.21,-58.93,,,,-19.19,-37.31,-10.27,-99.39,-94.57,-101.16,-77.10,-186.82,40.54,1971.49,438.55,3605.53,679.79,24.23,-88.78,-3.52,7.14,489.86,616.32,63.96,8.67,32.01,-37.16,28.94,-9.78,-41.31,45.16,80.60,77.45,53.94,49.25,12.04,-8.78,3.90,11.38,-65.76,-5.33,-37.29,-93.30,121.66,-41.71,37.71,-235.09
EVEBITDACurrent_qq,,,,-4.94,-165.40,498.59,-42.75,-51.00,-31.88,-16.64,-27.79,-7.87,34.30,68.03,670.58,-50.14,-13.48,-48.77,-35.95,6.81,-4.84,-19.67,-30.73,-12.12,13.54,-2.46,-12.75,10.59,16.98,12.49,29.41,-6.82,-13.38,-10.30,-13.47,-2.36,13.54,252.60,-18.13,22.87,5.78,-68.71,-10.82,20.48,3.27,0.63,0.54,-4.39,-13.09
EVEBITDACurrent_sq,,,,-53.63,36.86,92.11,-33.71,-64.03,95.86,-98.69,486.25,-107.66,3979.25,-104.98,1049.02,2.02,1016.32,-67.57,111.11,-83.75,0.86,178.78,134.45,-10.52,22.48,-36.19,55.39,8.69,-41.70,30.94,8.73,-29.29,44.19,62.91,6.83,-38.66,39.80,22.29,-13.02,-30.13,49.86,-62.41,140.53,-53.71,-83.99,1143.51,-36.74,9.34,-115.71
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,-65.61,9.89,-24.69,,,,,-63.50,-56.17,,,10.29,-24.46,,-95.87,-96.85,-131.98,,-69.44,508.00,334.32,,13045.45,803.95,174.50,,-0.90,4.66,-3.43,-16.36,-35.17,-52.92,-50.00,-42.25,5.92,34.12,31.51,-201.49,-140.04,-134.36,-135.37,274.37,366.50,396.15,331.96,-36.75,-17.43,13.64,75.47
ROE_sy,-38.95,192.30,13.19,,,,,-76.61,-93.08,,,-47.35,164.66,,-64.50,191.65,-10.51,,318.58,10.92,171.43,,-2.80,-36.70,44.21,,-1.44,-45.01,-58.23,-17.58,9.02,155.07,70.10,205.11,-23.71,-33.21,-37.33,-85.21,-51.03,-85.08,-85.61,58.62,7.63,127.38,259.49,116.15,63.00,249.21,-53.87
ROE_qq,,,,6.03,13.15,,,,35.88,,,-9.06,-6.94,,,-30.56,-1044.00,,,1281.82,263.82,,,-4.98,10.48,0.66,-6.22,0.35,1.95,-12.82,-27.31,-27.13,8.27,0.68,33.33,-7.72,6.17,-177.70,47.40,20.81,-9.29,482.99,-19.60,-12.00,-14.39,4.42,4.96,21.11,32.19
ROE_sq,,,,-0.06,-19.34,,,,-76.14,,,-49.05,19.93,,,318.58,-63.20,,,10.92,-9.95,,,-27.76,105.16,-77.86,200.37,-59.70,55.82,-56.31,297.33,-5.70,3.91,-21.63,-0.66,-17.45,-2.49,-81.51,229.06,-74.85,-5.95,103.80,123.29,-46.87,48.69,22.54,68.39,13.82,-80.36
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,-45.38,5.75,4.30,,,,,-49.92,332.43,,,23.40,-11.62,,-95.91,-96.88,-131.82,,-67.65,475.00,245.78,,5409.09,337.68,82.01,,-0.99,6.62,-6.37,-17.53,-43.83,-61.96,-50.45,-34.11,23.44,67.76,39.35,-183.07,-136.78,-127.49,-131.87,265.77,326.80,324.78,270.73,-51.51,-39.19,-5.12,48.57
ROA_sy,-74.30,286.79,52.59,,,,,-68.02,-95.26,,,-82.56,-119.28,,-8.75,134.53,975.00,,170.96,60.43,368.57,,-40.95,7.46,-40.85,,3.77,-25.62,47.68,-35.41,22.11,34.21,-2.09,202.54,-11.62,16.58,,-48.83,-48.93,-85.63,-78.61,-12.13,-51.80,55.32,206.67,20.15,49.07,101.37,-140.76
ROA_qq,,,,-9.84,-85.15,,,,28.21,,,-7.45,-8.18,,,-29.41,-1037.50,,,1154.55,137.68,,,-0.33,-1.16,-3.52,4.17,7.33,-13.20,-15.03,-29.05,-27.30,13.06,13.00,32.91,-1.20,-6.08,-167.36,41.15,26.14,-8.85,450.41,-19.49,-26.80,-17.32,-0.48,0.96,14.22,29.46
ROA_sq,,,,-3.82,-29.70,,,,-89.59,,,-65.25,-111.51,,,-10.68,-57.06,,,-47.12,25.43,,,-3.77,-30.96,-21.39,98.69,-31.02,37.08,-65.62,275.63,-24.19,,6.24,9.73,,-14.22,-45.63,9.51,-71.86,27.66,123.33,-39.93,-9.32,152.05,-12.50,-25.47,22.50,-151.02
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
