,2004/Q4,2005/Q4,2006/Q4,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
WKCurrent_yy,,28.55,5.34,,,15.17,,5.98,,20.54,35.68,29.59,,-7.67,-15.48,7.07,,4.34,0.89,-16.82,,20.40,17.16,30.26,,-2.10,11.30,6.89,,6.94,-3.58,-7.96,-0.30,6.35,1.31,-2.82,-9.20,-12.58,-7.30,6.85,6.51,12.93,10.15,-2.30,0.90,-8.51,-3.57,8.32
WKCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_qq,,,,,-100.00,,-2.40,-5.81,-100.00,,9.85,-10.04,-100.00,,0.57,13.96,-100.00,,-2.76,-6.05,-100.00,,-5.37,4.46,-100.00,,7.58,0.32,-2.17,1.28,-3.00,-4.23,5.98,8.03,-7.60,-8.14,-0.98,4.01,-2.02,5.89,-1.30,10.29,-4.44,-6.07,1.93,,0.72,5.50
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,,-22.21,-5.08,,,-13.16,,-5.63,,-17.03,-26.30,-22.83,,8.30,18.32,-6.61,,-4.16,-0.87,20.22,,-16.95,-14.64,-23.23,,2.16,-10.17,-6.45,,-6.50,3.72,8.66,0.29,-5.98,-1.30,2.89,10.14,14.40,7.88,-6.41,-6.13,-11.46,-9.21,2.34,-0.88,9.31,3.71,-7.67
CWKCurrent_sy,,-16.94,6.95,,,-33.34,,8.99,,12.71,-3.68,-9.48,,9.39,23.33,5.14,,-12.19,-1.22,1.05,,1.48,12.27,19.88,,3.11,4.06,-5.07,,3.57,-2.87,2.92,17.71,9.71,17.62,14.14,0.79,2.09,-10.93,-10.64,-0.04,-11.84,-4.10,-5.69,-17.33,-5.85,-0.85,-2.29
CWKCurrent_qq,,,,,,,2.46,6.17,,,-8.99,11.17,,,-0.57,-12.25,,,2.83,6.43,,,5.69,-4.28,,,-7.07,-0.32,2.23,-1.27,3.09,4.43,-5.64,-7.44,8.22,8.86,1.01,-3.87,2.06,-5.56,1.31,-9.32,4.64,6.46,-1.88,,-0.72,-5.22
CWKCurrent_sq,,,,,,,-17.60,18.72,,,-29.58,11.57,,,-20.61,-4.88,,,-10.69,-2.69,,,-1.19,3.90,,,-0.27,-5.22,-2.61,12.50,-6.47,0.43,11.39,4.85,0.28,-2.55,-1.64,6.20,-12.51,-2.23,10.03,-6.34,-4.83,-3.84,-3.56,,0.23,-5.24
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,,34.12,7.73,,,9.93,,-5.84,,5.83,18.70,15.47,,-10.52,-14.28,11.43,,0.84,-4.29,-24.65,,23.35,22.16,41.75,,1.69,15.96,8.44,,8.18,-4.74,-7.80,0.13,6.56,-3.19,-9.50,-17.34,-22.87,-13.55,4.61,6.62,17.99,15.36,1.60,5.96,-4.09,1.01,12.67
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,,-100.00,,-5.01,-9.91,-100.00,,6.54,-12.36,-100.00,,2.06,13.93,-100.00,,-3.13,-10.30,-100.00,,-4.06,4.09,-100.00,,9.40,-2.66,-1.56,3.21,-3.67,-5.79,6.91,9.83,-12.49,-11.92,-2.35,2.48,-1.92,6.59,-0.48,13.41,-4.11,-6.13,3.79,2.65,1.00,4.71
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,-25.44,-7.18,,,-9.04,,6.21,,-5.51,-15.75,-13.40,,11.76,16.67,-10.27,,-0.82,4.48,32.71,,-18.94,-18.14,-29.45,,-1.65,-13.77,-7.77,,-7.57,4.99,8.46,-0.12,-6.15,3.29,10.49,20.96,29.65,15.68,-4.41,-6.20,-15.25,-13.31,-1.57,-5.62,4.27,-1.02,-11.25
CWKGrahamCurrent_sy,,-12.33,68.86,,,-49.49,,27.45,,86.79,55.92,42.46,,-14.27,-20.20,-26.20,,-36.55,-30.50,-18.52,,-3.38,18.38,20.34,,18.92,13.49,-1.45,,-13.44,1.72,11.54,6.96,0.18,4.29,-0.18,5.67,37.83,-38.78,-8.90,22.43,5.06,53.29,-2.68,-45.63,-32.50,10.04,26.67
CWKGrahamCurrent_qq,,,,,,,5.28,11.01,,,-6.13,14.11,,,-2.01,-12.24,,,3.23,11.47,,,4.25,-3.93,,,-8.60,2.74,1.58,-3.11,3.82,6.14,-6.46,-8.96,14.27,13.54,2.40,-2.42,1.96,-6.18,0.48,-11.83,4.29,6.52,-3.65,-2.59,-1.00,-4.49
CWKGrahamCurrent_sq,,,,,,,-8.12,1.71,,,-23.30,-7.07,,,-28.61,-14.06,,,-21.79,0.76,,,-4.17,2.43,,,-8.54,-11.05,3.95,2.37,7.47,-2.46,-0.32,-4.12,11.87,-6.64,5.52,25.07,-50.31,38.92,41.81,7.32,-27.49,-11.81,-20.78,33.24,18.20,1.52
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,,34.27,-3.24,,,0.27,,-2.39,-11.19,30.10,-2.83,-1.29,-5.23,-25.19,0.23,5.09,16.56,28.38,18.82,11.11,8.41,19.07,9.91,21.49,22.73,6.78,21.39,17.73,13.05,6.95,-2.44,-14.44,-15.74,-5.95,-10.76,-6.67,-8.89,-15.27,-13.60,-9.13,-5.80,3.15,7.84,7.39,14.63,8.72,27.20,40.44
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,,8.89,-17.82,10.71,-1.47,-0.93,20.39,-17.31,0.09,-4.88,-4.96,10.78,4.94,5.49,4.68,2.54,-1.87,2.93,14.97,-5.35,8.47,3.98,0.03,7.59,5.19,-0.15,-5.36,-1.86,-7.75,-1.66,5.63,-6.88,-3.52,-4.00,-1.76,-5.05,1.48,-0.48,7.57,-0.73,1.06,6.23,2.02,16.14,11.57
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,,-25.51,3.50,,,-0.48,,2.44,12.68,-23.06,2.68,1.32,5.50,33.75,,-4.70,-14.14,-22.17,-15.93,-10.14,-7.80,-16.06,-9.01,-17.68,-18.50,-6.14,-17.75,-15.19,-11.54,-6.54,2.49,17.03,18.70,6.17,12.15,7.09,9.52,18.22,15.88,10.10,6.35,-3.28,-7.48,-6.96,-12.89,-7.80,-21.21,-28.57
CPCurrent_sy,,-7.15,-6.27,,,1.62,,-39.68,-19.36,-31.67,-26.33,-0.46,26.12,24.22,,12.43,-7.97,-9.56,-18.89,-19.25,-19.15,-22.98,-21.94,-12.26,-5.19,18.66,36.75,10.60,2.73,0.04,-15.71,-0.96,0.58,-8.99,-0.96,15.57,7.76,-1.12,-1.42,-2.32,12.24,19.70,20.75,2.69,-13.27,-9.75,-3.31,-12.67
CPCurrent_qq,,,,,-8.13,21.53,-9.47,1.34,1.06,-17.02,20.82,,5.22,5.21,-9.67,-4.70,-5.21,-4.62,-2.42,1.86,-2.74,-13.17,5.78,-7.85,-3.70,,-7.31,-4.98,0.44,5.65,1.65,8.50,1.87,-5.49,7.36,3.61,4.18,2.01,5.25,-1.56,0.63,-7.23,0.68,-1.01,-5.78,-1.81,-13.97,-10.26
CPCurrent_sq,,,,,-29.54,23.28,-6.31,-25.88,-5.81,4.46,1.01,,19.34,2.89,-2.38,-6.21,-2.32,1.12,-12.44,-6.63,-2.20,-3.67,-11.26,4.95,5.68,,2.27,-15.12,-1.83,17.39,-13.83,-0.26,-0.31,6.22,-6.23,16.39,-7.04,-2.54,-6.51,15.32,6.82,3.94,-5.68,-1.93,-9.79,8.16,1.05,-11.43
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,,314.52,1.59,,,42.79,,59.50,3.43,-73.84,-153.86,-162.43,-184.28,-176.79,129.60,107.45,108.14,130.76,-58.26,-76.67,-156.02,557.99,588.07,6022.22,2456.07,50.84,26.87,-3.07,-8.04,36.61,-42.07,-72.90,-95.43,-91.26,-269.47,-652.16,-3172.64,-2106.66,48.78,120.43,128.75,128.83,219.72,85.81,44.78,25.48,48.40,55.74
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,,29.33,1.60,21.29,0.08,-16.13,-74.30,-349.67,-16.01,-13.21,76.58,196.24,-70.81,23.76,-11.52,30.57,-83.69,-397.22,1139.25,36.54,45.16,14.38,-33.47,14.84,10.90,8.52,-1.16,-51.29,-48.12,-81.69,88.99,-1044.09,-69.03,-1.88,-23.43,75.90,167.41,43.39,23.78,0.06,4.63,11.73,7.28,18.34,9.80
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,-75.88,-1.56,,,-29.97,,-37.30,-3.31,282.23,,,,,,,,,139.55,328.00,,-84.80,-85.46,-98.36,,-33.71,-21.19,3.17,8.74,-26.80,72.61,268.94,2089.26,1043.82,,,,,,,,,,-46.20,-30.93,-20.31,-32.62,-35.79
CZCurrent_sy,,66.64,-22.81,,,-34.82,,38.04,27.99,117.74,,,,,,,,,-38.74,-20.18,,-19.43,-17.38,60.97,,184.66,141.41,-40.53,-30.74,-37.77,-13.66,73.22,-6.38,-4.22,,,,,,,,,,-2.21,-2.30,-21.35,-17.78,0.61
CZCurrent_qq,,,,,-22.68,-1.57,-17.55,-0.08,19.24,289.12,,,,,,242.33,-19.12,13.03,-23.46,511.64,,,-26.77,-31.11,-12.57,50.29,-12.93,-9.82,-7.85,1.18,105.30,92.75,446.82,-47.14,,,,,,,-30.28,-19.20,-0.05,-4.44,-10.50,-6.78,-15.49,-8.93
CZCurrent_sq,,,,,8.00,2.44,28.51,-2.90,0.13,74.27,,,,,,-20.38,-2.16,-6.79,-15.64,3.74,,,-13.49,102.13,27.15,28.03,-26.63,-50.21,48.09,15.04,1.80,-0.11,-19.96,17.69,,,,,,,0.63,4.84,12.02,-17.26,0.54,-15.61,17.11,1.25
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,,156.41,16.35,,,14.62,,35.03,0.12,-28.53,-105.16,-116.29,-127.31,-81.86,755.77,268.46,244.24,239.35,22.60,44.48,2.04,91.48,71.11,114.37,165.11,22.09,37.87,25.59,22.22,47.23,11.30,-18.13,-32.17,-40.73,-85.89,-109.94,-118.19,-120.91,183.17,984.24,728.20,809.45,146.86,35.72,20.51,0.46,8.52,7.69
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,,19.27,-11.37,23.26,3.64,-11.57,-36.73,-108.90,-227.06,-48.30,142.03,221.70,-15.98,26.98,-1.12,16.22,-0.99,-10.32,85.55,3.86,24.04,10.91,-14.55,17.29,12.99,7.93,2.93,-11.34,-16.89,-10.57,-10.06,-78.89,-158.51,-63.75,-3.37,385.94,82.69,16.34,16.74,-0.51,0.44,3.30,-2.69,7.48,-0.33
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,-61.00,-14.05,,,-12.76,,-25.94,-0.12,39.91,,,,451.33,,,,-70.54,-18.44,-30.79,-2.01,-47.78,-41.56,-53.35,-62.28,-18.09,-27.47,-20.37,-18.18,-32.08,-10.15,22.15,47.42,68.71,608.36,,,,-64.68,,,,-59.49,-26.32,-17.02,-0.46,-7.86,-7.14
CZOCurrent_sy,,33.14,-16.55,,,-9.91,,32.73,-2.71,34.97,,,,17.48,,,,-30.67,-36.58,-21.18,-5.08,-17.66,35.25,0.37,-17.78,66.03,28.76,46.69,35.58,-14.06,-31.98,-25.25,-21.50,-9.11,1.95,,,,-0.80,,,,-10.69,-5.99,15.08,-30.71,7.05,26.73
CZOCurrent_qq,,,,,-16.15,12.83,-18.87,-3.51,13.09,58.04,,,,,-68.92,19.02,-21.24,1.13,-13.96,0.99,11.52,-46.11,-3.71,-19.38,-9.83,17.03,-14.74,-11.49,-7.35,-2.85,12.79,20.32,11.82,11.18,373.57,,,,,-45.26,-14.05,-14.33,0.51,-0.44,-3.20,2.77,-6.96,0.33
CZOCurrent_sq,,,,,22.10,25.02,-0.84,-12.31,-10.51,73.44,,,,,-8.88,-7.45,-4.81,-13.63,-16.66,15.02,14.64,-25.08,36.90,-14.64,-6.09,51.29,6.18,-2.75,-13.21,-4.11,-15.96,6.87,-8.85,11.02,-5.74,,,,,-16.63,-10.48,38.95,-13.87,-12.25,9.58,-16.34,33.06,3.88
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,,4.36,32.16,,,-20.22,,22.77,,38.20,55.96,2.59,,-48.48,-8.03,51.70,,65.35,5.00,-3.14,,-13.22,2.30,16.51,,214.98,95.15,62.69,248.35,12.24,29.58,7.46,9.49,-37.78,-15.60,-8.21,-14.75,36.45,-18.10,-8.15,10.23,4.96,13.15,-16.73,-8.78,-30.40,-20.24,-0.31
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,,-10.01,-7.47,26.91,16.17,-26.69,27.87,43.22,-23.59,-28.54,-34.12,155.65,26.05,-52.90,8.93,62.35,16.28,-51.37,-5.47,91.38,32.43,-58.26,197.76,18.58,10.40,-10.63,-4.06,36.90,-8.45,-8.94,-45.48,85.71,-0.44,-15.42,-12.74,11.48,11.66,1.50,-16.92,20.18,-17.83,11.19,-36.61,37.73,2.70
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,,-22.35,36.75,,,-20.42,,25.85,12.68,6.02,60.27,3.88,5.50,-31.11,-8.26,44.40,-14.14,29.03,-11.65,-12.79,-7.80,-27.22,-6.85,-4.15,-18.50,195.04,60.75,38.18,207.69,4.92,32.86,25.62,30.00,-33.79,-5.48,-1.69,-6.44,60.89,-5.14,1.09,17.06,1.74,4.93,-22.40,-20.46,-35.95,-37.28,-29.10
EVPCurrent_sy,,17.66,42.95,,,-16.78,,2.12,-19.36,4.57,30.30,36.98,26.12,24.79,18.50,-14.95,-7.97,-5.29,-26.38,15.37,-19.15,-10.88,-32.10,-35.19,86.17,-15.24,21.78,37.72,7.71,10.22,6.15,-8.25,11.96,-10.08,-9.54,3.86,-0.98,-8.07,-7.02,-20.83,-11.55,-4.50,-3.00,2.01,-2.73,-10.38,-6.18,-14.84
EVPCurrent_qq,,,,,-17.32,12.68,14.66,17.81,-25.97,6.02,73.33,-23.65,-24.81,-30.77,130.82,20.19,-55.30,4.05,58.06,18.63,-52.74,-17.87,102.29,22.08,-59.81,197.31,10.22,4.93,-10.51,1.38,39.58,-0.80,-7.39,-48.37,99.26,3.18,-11.87,-11.20,17.48,9.95,2.06,-22.83,21.16,-18.69,4.62,-37.86,18.65,-8.08
EVPCurrent_sq,,,,,-38.35,85.32,-1.76,-9.02,-51.31,140.31,22.41,-4.36,-55.17,137.78,16.24,-31.35,-51.50,144.72,-9.65,7.59,-66.01,169.75,-31.16,2.68,-2.36,22.82,-1.10,16.11,-23.63,25.69,-4.75,0.36,-6.82,0.94,-4.18,15.22,-11.16,-6.28,-3.09,-1.88,-0.74,1.19,-1.56,3.18,-5.35,-6.78,3.05,-6.35
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,,-59.29,13.59,,,-30.40,,-9.08,-0.12,93.36,-3124.09,-729.89,-466.12,184.05,114.02,190.06,169.34,-51.29,-14.36,-32.96,-2.01,-54.68,-40.21,-45.65,-62.28,158.00,41.55,29.55,185.00,-23.76,16.43,31.26,61.42,4.96,497.88,-1023.96,-568.61,-752.63,-71.07,110.39,117.55,114.80,-54.16,-38.65,-24.31,-30.72,-26.50,-7.43
EVEBITCurrent_sy,,78.87,-0.51,,,-13.06,,63.17,115.79,25.50,52.09,129.03,76.55,3.26,-15.44,-39.48,-19.55,-2.80,-22.58,-8.43,-18.92,-19.16,-5.76,3.72,22.69,110.14,7.81,19.02,43.14,-33.94,22.13,-4.86,-8.41,-11.34,-13.69,-17.69,-11.46,11.70,30.26,9.76,-7.97,-25.88,-34.29,-14.39,5.94,-3.47,16.27,0.64
EVEBITCurrent_qq,,,,,-24.54,4.40,2.96,12.09,-17.10,102.10,-1710.33,76.65,51.82,256.80,-20.54,50.02,-62.90,10.16,39.68,17.43,-45.77,-49.06,84.28,6.76,-62.36,248.46,1.10,-2.29,-17.20,-6.79,54.40,10.15,1.82,-39.39,779.50,-270.22,48.36,15.58,138.99,-38.88,-12.76,-28.82,20.79,-18.20,7.63,-34.86,28.15,3.03
EVEBITCurrent_sq,,,,,-45.93,215.31,12.35,-14.82,-28.49,83.37,36.16,28.27,-44.88,7.25,11.50,-8.19,-26.73,29.59,-11.19,8.59,-35.12,29.21,3.53,19.52,-23.26,121.30,-46.89,31.94,-7.70,2.13,-1.81,2.78,-11.14,-1.14,-4.41,-1.98,-4.41,24.71,11.47,-17.40,-19.85,0.44,-1.17,7.60,-0.81,-8.48,19.04,-6.87
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,,-52.26,15.90,,,-27.86,,-5.26,0.87,75.09,2953.70,-2287.61,-861.76,68.06,-88.81,119.77,127.30,-26.06,-11.82,-26.62,-1.80,-50.06,-34.43,-39.07,-55.88,171.95,47.87,33.09,191.65,-20.62,17.52,28.37,54.07,-2.71,274.71,2843.20,-3402.85,-4974.90,-59.87,-96.78,102.55,102.11,-46.88,-36.16,-22.79,-29.81,-25.78,-6.83
EVEBITDACurrent_sy,,84.00,2.13,,,-20.13,,38.63,1.61,56.02,40.72,57.46,64.22,-13.18,-12.36,-18.20,-17.69,0.56,-19.82,-4.66,-31.07,-21.72,-17.01,-33.11,40.63,75.58,87.31,81.94,40.76,-18.23,-26.71,-10.41,-10.86,-17.87,-11.65,-7.15,-4.99,8.82,22.27,3.30,4.74,-14.55,-23.79,-15.62,-5.59,-8.49,2.01,-9.37
EVEBITDACurrent_qq,,,,,-23.19,5.95,3.72,12.25,-18.23,83.91,1709.00,-180.41,71.53,140.57,20.40,42.10,-60.67,9.90,43.58,18.25,-47.37,-44.11,88.54,9.87,-61.89,244.45,2.52,-1.11,-16.48,-6.25,51.78,8.02,0.24,-40.80,484.58,748.44,-212.48,12.62,104.81,-31.90,-10.77,-27.91,21.26,-18.16,7.92,-34.46,28.23,2.74
EVEBITDACurrent_sq,,,,,-4.44,34.72,24.23,-13.32,-29.96,106.86,12.05,-3.01,-26.95,9.36,13.11,-9.47,-26.50,33.62,-9.81,7.64,-46.86,51.73,-4.38,-13.25,11.74,89.44,2.01,-15.74,-13.55,10.06,-8.58,3.01,-14.00,1.41,-1.67,8.26,-11.99,16.16,10.48,-8.53,-10.77,-5.24,-1.46,1.28,-0.17,-8.14,9.85,-10.03
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,,222.73,-3.55,,,24.00,,50.50,,-78.29,-139.69,-148.18,,-183.02,134.99,106.92,,129.55,-58.46,-72.09,,446.15,485.71,4645.83,,54.05,13.90,-9.31,,27.77,-39.94,-70.57,-95.46,-91.77,-267.38,-668.42,-3519.23,-2393.48,44.73,119.10,127.00,125.55,208.67,90.30,43.54,37.11,53.90,43.79
ROE_sy,,-12.32,21.15,,,-9.18,,-43.99,,-54.68,-49.17,-89.18,,-8.07,21.31,602.99,,39.88,138.51,42.80,,18.40,-4.05,-20.82,,-40.39,-62.04,-10.97,,68.50,156.56,48.67,0.52,-10.11,-11.65,-26.28,-24.87,-15.32,-29.71,19.45,7.97,20.09,62.90,-4.06,13.54,20.16,1.88,-5.00
ROE_qq,,,,,,,24.22,6.27,,,-327.12,-28.97,,,195.74,-74.48,,,34.62,-82.86,,,44.37,38.90,,,6.74,10.60,10.94,-2.44,-49.82,-45.81,-82.89,76.92,-1120.65,-84.03,-2.89,-18.67,75.40,163.58,45.45,12.29,4.64,11.35,9.71,7.26,17.46,4.03
ROE_sq,,,,,,,-47.92,28.69,,,-41.59,-72.60,,,-22.92,58.78,,,31.44,-4.94,,,6.51,-21.55,,,-32.18,84.00,38.41,-2.44,3.26,6.63,-6.42,-12.76,1.49,-11.03,-4.63,-1.68,-15.75,51.19,-13.79,9.36,14.29,-10.96,2.02,15.74,-3.09,-16.97
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,,211.63,-0.25,,,27.43,,52.97,,-78.28,-142.51,-151.87,,-174.77,129.18,106.09,,124.10,-62.20,-72.73,,515.00,538.71,4550.00,,44.72,9.09,-19.00,,14.04,-42.59,-70.35,-95.38,-90.64,-276.61,-689.55,-3509.09,-2468.42,46.12,119.49,129.33,124.67,212.71,103.90,39.09,19.82,34.59,22.93
ROA_sy,,-30.52,25.33,,,7.58,,-25.71,,-31.12,-81.17,-88.75,,-25.28,218.31,406.60,,41.44,103.76,47.30,,17.74,-14.77,-24.40,,-64.16,-72.99,-24.41,,182.17,267.92,29.87,9.41,-21.90,-27.69,11.07,6.75,1.45,10.64,2.61,-4.27,3.13,25.32,7.32,7.92,-1.38,-17.65,-1.39
ROA_qq,,,,,,,29.35,5.30,,,-353.15,-28.47,,,198.80,-73.17,,,55.00,-80.65,,,60.98,40.91,,,21.35,4.63,5.31,-14.71,-38.92,-45.97,-83.58,72.73,-1252.63,-80.37,5.06,-20.00,73.78,165.25,42.86,0.91,19.82,18.05,-2.55,-13.07,34.59,7.82
ROA_sq,,,,,,,-26.22,24.93,,,-79.83,-25.35,,,-14.07,18.81,,,23.79,-14.12,,,-10.39,-23.82,,,-32.48,113.21,19.91,63.47,-11.96,-24.74,1.02,16.69,-18.50,15.60,-2.91,10.90,-11.11,7.21,-9.42,19.47,8.01,-8.18,-8.91,9.17,-9.80,9.94
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,,91.55,19.85,,,14.72,,38.61,12.72,-44.92,-105.29,-116.44,-128.72,-75.73,754.55,261.11,225.00,164.00,2.78,29.31,-7.14,60.61,56.76,77.33,116.92,14.15,13.79,6.02,8.51,37.19,13.64,-4.26,-19.61,-36.75,-84.00,-110.37,-120.33,-124.76,225.00,1100.00,756.00,784.62,128.21,26.43,4.88,-7.87,-14.61,-23.16
OPM_sy,,-57.14,82.93,,,11.08,,-3.32,37.14,-15.22,-25.48,-60.74,-50.00,-28.95,-30.86,29.06,19.94,33.33,58.60,13.80,5.21,-32.52,-32.54,-19.15,-25.00,-23.73,-33.67,-20.00,3.14,12.38,34.47,18.09,11.59,-7.34,-23.38,-18.38,-22.68,-5.79,21.32,18.09,90.81,27.51,69.70,57.80,-8.52,44.16,3.04,-4.76
OPM_qq,,,,,9.49,8.09,11.23,5.29,-10.96,-47.18,-110.68,-227.27,-55.56,144.64,188.00,-19.44,20.69,-5.71,12.12,1.35,-13.33,63.08,9.43,14.66,6.02,-14.18,9.09,6.82,8.51,8.50,-9.64,-10.00,-8.89,-14.63,-77.14,-158.33,-78.57,-4.00,400.00,79.49,17.14,8.54,,-0.56,-2.82,-4.65,-7.32,-10.53
