,2004/Q4,2005/Q4,2006/Q4,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
WKCurrent_yy,,5700.00,104.76,595.64,,,,10.07,4.88,-3.81,-100.00,-49.58,-38.00,-9.54,,155.72,114.52,91.64,46.62,34.48,32.33,2.36,-12.34,-31.36,8.93,53.70,57.86,103.09,13.09,-26.72,-33.55,-6.27,5.10,19.20,25.09,-9.42,-11.33,-9.67,-7.89,3.05,-2.28,8.77,18.06,6.26,15.07,-6.85
WKCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_qq,,,,,4.43,0.72,-1.91,6.68,-0.49,-7.63,-100.00,,22.36,34.77,47.12,5.40,2.65,20.40,12.56,-3.32,1.01,-6.87,-3.61,-24.29,60.29,31.40,-1.00,-2.60,-10.74,-14.85,-10.23,37.38,0.08,-3.43,-5.79,-0.52,-2.03,-1.62,-3.93,11.31,-7.11,9.51,4.27,0.19,0.59,-11.35
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,,,-51.29,-85.62,,,,-9.15,-4.63,3.99,,98.27,61.30,10.51,,-60.88,-53.40,-47.81,-31.79,-25.64,-24.43,-2.31,14.07,45.68,-8.19,-34.95,-36.65,-50.76,-11.57,36.46,50.49,6.70,-4.86,-16.10,-20.07,10.39,12.78,10.71,8.58,-2.95,2.33,-8.06,-15.30,-5.90,-13.09,7.33
CWKCurrent_sy,,,1.57,-44.60,,,,-4.06,-2.38,-20.82,,10.43,2.26,-0.26,,-11.29,-1.61,4.85,-2.78,17.68,18.05,46.15,-30.87,29.31,33.51,2.13,-9.42,-9.66,-2.19,8.79,2.91,-2.45,-2.56,-9.80,-1.40,8.22,0.11,-2.55,-3.30,-5.65,-5.81,-3.38,-2.13,-5.43,1.56,11.12
CWKCurrent_qq,,,,,-4.26,-0.71,1.95,-6.26,0.51,8.26,,,-18.24,-25.82,-32.02,-5.12,-2.58,-16.93,-11.17,3.44,-1.01,7.39,3.73,32.10,-37.61,-23.90,1.01,2.67,12.05,17.43,11.40,-27.21,-0.09,3.56,6.13,0.53,2.08,1.65,4.09,-10.15,7.64,-8.67,-4.11,-0.17,-0.59,12.79
CWKCurrent_sq,,,,,-17.61,25.00,6.41,-12.45,-16.17,1.39,,,-22.37,-1.12,147.88,-53.38,-13.90,5.38,129.83,-43.57,-13.63,30.47,8.72,5.55,-10.83,-0.19,-3.58,5.27,-3.46,11.02,-8.79,-0.21,-3.56,2.77,-0.30,9.52,-10.80,0.05,-1.06,6.86,-10.95,2.62,0.22,3.26,-4.36,12.28
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,,1883.33,112.15,663.00,,,,-26.56,-35.78,-42.28,-100.00,-88.52,-62.30,7.21,,1317.12,365.71,187.42,49.64,10.78,-14.11,-65.47,-85.21,-118.02,-13.50,48.09,98.83,335.59,-78.45,-96.16,-185.70,92.39,451.34,2340.38,207.11,-85.31,-108.61,-138.22,-235.63,-100.00,-489.37,219.18,139.92,,165.96,-39.10
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,,7.79,-20.19,-14.90,0.32,-5.74,-28.27,-100.00,,209.59,103.98,110.20,6.76,1.74,25.89,9.43,-20.97,-21.12,-49.39,-53.11,-196.27,478.69,-13.36,-37.05,14.07,-65.36,-84.57,-1505.77,356.09,-0.75,-31.70,-38.30,-64.88,-158.18,-203.12,-118.97,100.00,,161.29,-26.64,61.32,-9.06,-43.41
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,,-52.80,-86.87,,,,36.25,55.73,73.21,,772.29,165.11,-6.72,,-92.95,-78.52,-65.20,-33.17,-9.73,16.41,189.73,575.45,,15.60,-32.48,-49.65,,363.56,2496.36,,-48.00,-81.84,-95.89,,579.82,,,,,,,,,,64.26
CWKGrahamCurrent_sy,,,58.46,-49.65,,,,5.76,19.63,27.35,,56.53,66.68,66.37,,36.08,18.37,13.62,-18.24,-11.21,12.01,-8.97,33.87,,3.62,85.28,62.13,,20.05,-24.76,,-23.00,-21.77,-7.49,,37.82,,,,,,,,,,6.12
CWKGrahamCurrent_qq,,,,,-7.21,25.30,17.48,-0.25,6.05,39.37,,,-67.77,-50.96,-52.41,-6.33,-1.73,-20.55,-8.62,26.53,26.73,97.73,113.04,,,15.49,58.86,-12.38,188.37,546.83,,,0.71,46.41,62.08,184.47,,,,,,,36.28,-38.06,9.94,77.00
CWKGrahamCurrent_sq,,,,,-12.60,5.42,-1.79,16.89,-1.15,12.22,,,5.27,12.01,8.22,6.64,-8.43,7.51,-22.12,15.81,15.52,-12.63,14.53,,,56.23,0.21,-12.54,-12.33,-2.08,,,-10.94,15.79,20.61,10.81,,,,,,,26.81,-11.51,-16.74,13.59
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,,205.15,51.18,63.02,,,,82.52,50.77,35.27,6.63,-12.13,-11.19,15.51,137.59,190.77,176.32,140.55,18.35,-5.06,-10.65,-43.74,-50.68,-49.58,41.67,104.52,163.96,160.39,-71.68,-67.93,-73.34,-7.62,268.48,122.47,175.55,-77.05,-93.94,-67.93,-66.32,-10.23,137.48,172.68,187.74,322.55,439.53,-50.03
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,,28.38,12.76,9.99,14.64,6.05,1.17,-13.30,-5.53,7.18,31.58,78.33,15.62,1.85,14.55,-12.26,-7.25,-4.15,-27.87,-23.09,-5.18,169.33,4.13,-0.73,-6.46,-70.71,17.91,-17.48,224.16,16.82,-28.81,2.21,-73.00,-69.13,276.58,7.32,-28.04,-18.34,332.40,13.25,5.67,4.27,-59.95
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,,-67.25,-33.85,-38.67,,,,-45.22,-33.69,-26.09,-6.18,13.81,12.58,-13.44,-57.92,-65.61,-63.81,-58.42,-15.50,5.33,11.91,77.73,102.75,98.32,-29.40,-51.10,-62.11,-61.59,253.10,211.86,275.12,8.25,-72.86,-55.05,-63.71,335.74,1549.04,211.79,196.92,11.41,-57.88,-63.33,-65.25,-76.34,-81.47,100.15
CPCurrent_sy,,-7.73,24.84,-24.64,,,,-7.00,-7.43,-23.10,-27.50,28.13,20.78,15.12,20.48,-17.76,-23.78,-3.72,-8.79,16.04,37.81,-1.86,30.76,16.59,-9.65,-7.91,-10.62,-19.32,-22.87,-14.56,-30.30,-11.59,-21.15,-7.08,19.20,60.65,44.69,51.90,33.91,-14.62,7.96,-4.48,-18.29,-8.22,-14.70,-7.33
CPCurrent_qq,,,,,-22.09,-11.32,-9.12,-12.75,-5.69,-1.16,15.36,5.84,-6.71,-24.01,-43.92,-13.50,-1.82,-12.69,13.97,7.82,4.32,38.65,30.01,5.46,-62.87,-3.96,0.74,6.91,241.40,-15.18,21.17,-69.15,-14.41,40.48,-2.16,270.40,223.91,-73.44,-6.82,38.98,22.45,-76.88,-11.69,-5.37,-4.10,149.73
CPCurrent_sq,,,,,18.55,9.21,-1.95,-26.74,18.00,-9.28,-7.57,29.48,11.23,-13.53,-3.26,-11.62,3.09,9.23,-8.36,12.44,22.43,-22.21,22.11,0.26,-5.12,-20.72,18.52,-9.50,-9.30,-12.17,-3.32,14.78,-19.11,3.51,24.03,54.69,-27.14,8.67,9.33,-1.37,-7.87,-3.85,-6.48,10.79,-14.37,4.45
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,,16900.00,2.35,55.17,,,,-4.44,-61.50,-66.55,-252.15,-515.50,-660.42,-312.90,504.09,298.32,342.26,1158.59,23.81,-37.06,-44.45,-91.79,-136.64,-216.97,-53.04,1255.81,517.32,250.10,-42.75,-187.31,-199.42,-93.61,-206.51,144.74,144.36,-476.67,65.27,-160.92,-139.42,-91.50,-1174.07,-44.50,13.24,133.36,157.49,50.62
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,,38.52,-25.67,-24.82,23.44,-44.19,-35.42,-441.94,-237.11,24.72,75.46,748.99,65.45,-8.04,7.21,-24.09,-15.90,-18.83,-84.16,-438.95,-168.44,132.59,357.25,4.33,-3.45,-87.57,-797.26,-18.81,106.20,-307.33,392.93,17.78,-152.66,80.88,-413.89,23.78,-155.79,-27.17,41.72,54.24,198.37,119.11,-150.06
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,-99.53,-2.12,-35.60,,,,4.79,159.73,197.78,,,,,,,,,-19.23,58.91,79.93,1121.29,,,112.90,-92.64,,,75.02,,,1468.34,,,,,,,,,,,,,,
CZCurrent_sy,,-4.05,-38.71,15.83,,,,-5.93,11.45,55.13,,,,,,,,,27.80,16.81,-2.56,43.90,,,11.96,-45.67,,,-21.07,,,34.17,,,,,,,,,,,,,,
CZCurrent_qq,,,,,-27.85,34.79,32.67,-18.78,78.82,54.53,,,,,,-39.57,8.75,-6.74,31.78,18.89,23.14,533.02,,,,-78.12,-4.16,3.59,705.62,,,,,,-15.06,,,,,,,,,,-54.36,
CZCurrent_sq,,,,,-6.68,3.30,-10.54,9.08,10.55,43.80,,,,,,17.91,4.14,0.76,3.29,7.77,-13.12,48.80,,,,-27.80,-2.20,-9.72,23.82,,,,,,-8.42,,,,,,,,,,4.25,
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,,3433.33,14.62,37.45,,,,-40.42,-100.00,-120.06,-304.04,-733.17,,-207.81,468.79,314.52,398.67,1499.49,14.30,-38.22,-39.69,-84.69,-124.66,-201.44,-45.42,167.06,379.70,173.55,-247.10,-290.59,-295.16,-86.12,69.07,136.45,137.34,-473.99,78.86,-162.20,-134.13,-47.76,-1503.85,-4.52,101.22,188.08,202.96,120.24
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,,37.43,-30.50,-30.09,-10.76,-100.00,,-610.94,-176.92,34.52,76.12,951.78,61.08,-8.84,11.89,-30.43,-12.93,-11.02,-71.60,-212.09,-258.14,147.87,38.96,17.39,-5.82,-195.75,-80.05,-20.20,106.70,-313.29,312.20,23.12,-167.12,87.94,-524.36,32.44,-190.58,-30.86,59.31,100.79,20950.00,52.97,-92.00
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,-97.08,-12.77,-27.42,,,,68.08,143924.84,,,,,,,,,,-12.55,61.87,65.74,553.37,,,83.29,-62.57,,,,,,618.95,,,,,,,,,,,,,,
CZOCurrent_sy,,-50.42,-40.26,35.44,,,,-12.11,-17.23,,,,,,,,,,30.92,-15.20,-4.68,36.20,,,34.53,-38.14,,,,,,59.58,,,,,,,,,,,,,,
CZOCurrent_qq,,,,,-27.23,44.13,43.01,12.07,62250.00,,,,,,,-37.92,9.70,-10.62,43.69,14.90,12.32,252.33,,,,-28.05,-14.81,6.22,,,,,,,-18.77,,,,,,,,,-99.54,-34.65,1150.64
CZOCurrent_sq,,,,,14.24,-10.05,4.91,-18.48,7.60,,,,,,,18.84,-24.95,34.23,9.35,-23.02,-15.64,91.80,,,,-11.81,4.44,-41.25,,,,,,,-5.97,,,,,,,,,-6.97,-6.50,4.74
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,,0.14,-0.57,-10.44,,,,13.46,18.37,5.82,1.10,4.45,2.68,0.71,-2.04,-13.71,-15.38,-15.01,-10.95,-3.28,-1.87,7.45,10.74,18.10,30.18,0.92,0.80,-8.27,-11.92,11.27,4.58,-2.96,-13.26,-15.56,-5.52,6.98,18.93,19.70,18.97,0.09,14.95,-7.45,-21.06,-8.90,-21.73,-4.74
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,,-2.18,11.50,2.11,1.87,2.05,-0.32,-2.44,5.25,0.32,-2.22,-5.12,-7.28,-1.62,-1.80,-0.59,0.71,-0.19,7.54,2.46,7.40,10.02,-16.64,2.34,-2.27,5.64,5.31,-3.81,-9.32,-5.56,2.51,7.63,2.67,4.98,3.17,6.97,-13.62,20.57,-16.93,-8.76,-0.31,3.58,1.11
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,,-67.21,-34.24,-45.07,,,,-37.84,-21.51,-21.78,-5.15,18.86,15.59,-12.82,-58.78,-70.32,-69.37,-64.67,-24.76,1.87,9.81,90.98,124.51,134.23,-8.09,-50.66,-61.80,-64.77,210.99,247.02,292.30,5.05,-76.46,-62.04,-65.71,366.14,1861.00,273.20,253.19,11.51,-51.58,-66.06,-72.56,-78.44,-85.50,90.67
EVPCurrent_sy,,4.05,3.21,-33.21,,,,-5.40,-10.48,19.69,13.53,22.44,0.16,-5.11,20.48,0.76,9.43,-1.26,-8.79,10.03,15.80,-1.14,8.79,35.17,-1.28,14.39,5.48,-19.91,-7.54,-10.88,-21.04,-11.92,-24.48,-0.98,35.21,68.24,62.57,43.16,12.27,-9.64,-8.30,-9.24,-12.81,-14.35,-5.16,-7.04
EVPCurrent_qq,,,,,-23.79,-1.13,-7.20,-11.11,-3.77,-1.47,12.53,11.40,-6.41,-25.69,-46.79,-19.81,-3.41,-14.27,13.31,8.58,4.12,49.09,33.20,13.28,-59.14,-19.96,3.11,4.48,260.66,-10.68,16.56,-72.02,-19.17,44.00,5.32,280.26,240.04,-72.59,-0.33,20.06,47.64,-80.79,-19.42,-5.66,-0.67,152.50
EVPCurrent_sq,,,,,32.05,-17.19,-7.95,-6.02,24.96,10.73,-12.69,1.36,2.22,4.90,10.85,-15.24,11.01,-5.34,2.40,2.25,16.84,-19.18,12.68,27.04,-14.67,-6.35,3.91,-3.55,-1.49,-9.74,-7.94,7.60,-15.53,18.35,25.72,33.88,-18.38,4.22,-1.42,7.75,-17.17,3.16,-5.30,5.85,-8.28,1.11
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,,-97.08,-13.27,-34.99,,,,90.72,170365.75,-627.43,-149.50,-116.49,-100.04,67.32,126.58,140.22,128.33,106.08,-22.13,56.56,62.63,602.05,-548.79,-216.41,138.62,-62.23,136.06,224.73,-159.88,-158.38,-153.59,597.66,-180.69,331.62,353.00,-128.65,-464.36,-292.48,-448.35,32.25,92.86,11.37,6746.92,203.46,176.02,570.55
EVEBITCurrent_sy,,-27.33,-44.28,33.91,,,,-32.12,-9.75,-27.87,-20.87,-31.82,-11.39,40.20,18.52,52.00,17.35,-1.60,73.05,28.81,0.71,80.03,-16.73,25.55,41.97,-38.13,-20.72,-38.70,-30.01,-11.12,9.80,49.48,8.50,7.22,-9.69,-13.43,21.14,15.54,24.05,-17.38,-21.78,-21.67,11.04,10.63,-0.85,-7.60
EVEBITCurrent_qq,,,,,-28.82,60.70,46.02,14.18,63525.16,-100.50,86.30,61.96,-53.18,-309.26,111.15,-42.45,7.92,-12.24,42.85,15.71,12.10,278.86,-191.32,69.99,329.80,-40.03,-12.81,3.81,-210.31,41.53,19.96,1451.31,-144.38,148.25,-12.57,-253.05,-774.12,83.54,-58.24,70.23,7.88,-104.28,11966.54,-99.54,-32.32,1164.49
EVEBITCurrent_sq,,,,,-17.57,9.95,-19.55,-6.91,9.60,-12.13,-11.74,-19.79,42.44,39.04,-25.38,2.86,9.98,16.58,31.22,-23.44,-14.01,108.40,-39.30,15.43,-2.77,-9.18,-22.22,-10.75,11.03,15.32,-3.92,21.49,-19.40,13.96,-19.07,16.46,12.79,8.69,-13.11,-22.43,6.78,8.85,23.17,-22.72,-4.31,1.44
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,,-97.17,-24.44,-43.50,,,,-19.48,35.09,2.28,79.29,-256.73,-802.02,35.17,-86.13,111.82,102.39,-88.32,-18.23,42.24,51.08,352.85,-1436.14,-270.74,69.54,-58.97,109.12,153.31,-506.45,-937.60,-478.90,-22.32,108.40,107.51,119.22,2595.11,2487.06,1206.29,983.15,69.76,-140.87,-83.85,-87.15,-97.27,110.75,54.75
EVEBITDACurrent_sy,,-14.54,-23.54,-2.26,,,,37.10,-21.77,-22.36,-14.00,-19.51,-1.83,78.88,9.94,-23.35,11.06,-21.99,7.21,54.57,24.91,37.22,66.72,14.09,3.32,-47.25,-38.39,-33.04,-17.05,11.28,-14.16,-6.35,-14.88,-5.65,2.33,17.96,6.49,21.69,26.37,-17.91,-13.57,20.04,1.60,-1.70,-1.90,-21.52
EVEBITDACurrent_qq,,,,,-30.24,24.11,6.38,-12.58,17.04,-6.04,86.48,-176.42,-424.25,118.09,-80.87,-34.87,5.86,-11.46,33.94,13.30,12.44,165.39,-495.18,85.52,211.65,-35.78,-12.19,-15.33,-951.20,-32.35,60.28,117.36,-7.97,18.41,1.62,2333.87,-11.66,-40.21,-15.74,281.45,-121.27,123.63,-32.97,-19.02,-16.22,240.31
EVEBITDACurrent_sq,,,,,22.66,-4.56,-11.57,32.44,-30.01,-5.28,-2.05,23.96,-14.64,72.59,-39.80,-13.57,23.68,21.23,-17.26,24.60,-0.05,33.17,0.52,-14.73,-9.49,-32.01,17.42,-7.33,12.13,-8.79,-9.42,1.10,1.92,1.09,-1.75,16.53,-7.99,15.52,2.03,-24.30,-3.11,60.43,-13.64,-26.77,-3.31,28.34
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,,442.90,-50.24,-77.67,,,,-13.29,-63.28,-65.13,,-924.41,-1003.09,-334.55,,177.56,212.89,653.16,-15.55,-53.21,-58.00,-91.99,-141.85,-270.40,-56.86,783.00,364.16,173.91,-49.51,-219.14,-249.60,-93.20,-201.36,137.55,135.45,-516.33,60.77,-167.47,-142.81,-85.84,-1202.94,-32.83,26.51,131.41,149.96,46.96
ROE_sy,,181.49,-0.18,-27.24,,,,-32.59,-40.74,-47.53,,-60.20,-12.74,32.01,,175.09,39.64,22.82,89.21,38.65,17.37,-3.29,-52.49,-30.81,-18.65,15.81,77.69,36.39,50.00,-7.14,-17.71,-11.84,-8.88,50.00,21.62,25.60,-10.66,-39.66,-35.25,-13.86,12.66,13.91,-0.13,15.56,9.14,31.35
ROE_qq,,,,,32.68,-26.30,-23.19,15.45,-43.82,-30.00,,,38.46,81.82,541.53,57.01,-10.43,-10.91,-32.59,-13.01,-19.60,-83.01,-452.25,-254.22,120.36,247.64,5.38,-0.89,-86.09,-920.27,-32.32,104.51,-307.17,403.85,24.94,-152.94,80.48,-422.55,20.73,-129.82,-36.87,46.73,56.14,198.23,117.70,-156.55
ROE_sq,,,,,-5.04,-7.09,-1.21,-22.67,-16.52,-17.73,,,83.03,24.46,14.58,5.39,-7.09,9.46,76.52,-22.77,-21.34,-9.81,-13.28,12.46,-7.52,28.40,33.06,-13.68,1.71,-20.51,17.93,-7.52,5.12,30.84,-4.38,-4.50,-25.23,-11.63,2.60,27.05,-2.21,-10.65,-10.05,47.02,-7.64,7.54
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,,6530.00,-43.19,-68.87,,,,-21.86,-69.60,-72.89,,-618.14,-783.72,-302.66,,218.77,275.47,854.22,2.52,-46.91,-57.18,-91.99,-134.02,-214.07,-74.65,812.11,425.63,210.98,-15.87,-203.98,-226.54,-93.07,-209.67,144.89,146.54,-512.86,66.45,-160.25,-134.49,-58.94,-964.10,-26.27,18.05,136.94,169.46,38.54
ROA_sy,,158.84,14.35,-19.61,,,,-25.15,-43.83,-46.40,,-58.51,-10.25,-6.43,,126.36,33.83,43.20,143.12,19.81,20.84,-6.99,-61.10,-24.85,-27.89,-4.60,47.49,60.80,30.15,6.35,-15.70,-22.22,-2.74,30.53,6.33,10.66,-7.14,-24.15,-33.39,-7.71,2.38,-28.04,13.14,-7.52,21.35,88.66
ROA_qq,,,,,35.71,-23.80,-24.64,0.27,-47.20,-32.04,,,30.33,79.86,591.18,72.31,2.93,-13.42,-33.23,-10.77,-16.99,-83.80,-383.54,-199.23,118.45,482.74,1.23,1.98,-86.02,-820.28,-23.18,105.58,-321.43,394.84,27.72,-149.51,82.01,-429.49,26.88,-128.15,-20.46,37.17,52.54,202.83,126.52,-155.59
ROA_sq,,,,,12.83,-0.22,18.89,-44.07,-15.33,-4.79,,,83.15,-0.74,32.44,-5.98,8.28,6.21,124.84,-53.67,9.22,-18.26,-5.95,-10.50,4.80,8.14,45.41,-2.43,-15.17,-11.63,15.27,-9.98,6.08,18.59,-6.10,-6.32,-10.98,-3.14,-17.54,29.81,-1.25,-31.92,29.66,6.11,29.57,5.84
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,,1021.00,-24.16,-15.52,,,,-67.39,-99.96,-114.84,-291.66,-820.62,-329000.00,-166.52,255.11,173.79,208.09,681.74,-3.40,-34.94,-32.49,-72.79,-150.04,-301.24,-61.46,30.58,205.88,128.25,-619.14,-694.49,-832.15,-84.96,91.61,116.38,113.56,-1728.05,-247.39,-293.93,-201.38,-64.56,-577.93,61.73,100.41,120.84,119.08,140.58
OPM_sy,,44.17,48.37,-37.61,,,,-13.15,-31.98,-57.74,-42.33,-69.31,-31.62,44.85,30.08,195.03,105.18,40.45,77.24,54.77,13.66,-6.38,-45.63,-37.64,-32.62,11.82,72.24,113.95,89.66,36.29,4.60,-12.61,-12.10,-9.53,2.51,-10.07,-5.32,7.70,10.54,26.14,29.30,-9.38,-12.62,-18.09,-22.27,-1.49
OPM_qq,,,,,7.07,-38.48,-36.45,-22.11,-99.87,-22500.00,-720.54,-192.87,38.90,81.85,577.55,39.32,-10.50,-2.31,-20.70,-6.17,-7.12,-60.62,-245.82,-277.36,117.79,33.41,18.23,0.69,-426.89,-52.77,-45.61,102.07,-282.35,398.26,20.47,-348.48,61.09,-66.50,37.02,-303.34,-60.29,90.60,100.67,20466.67,46.76,-80.01
OPM_sq,,,,,6.27,2.99,-11.21,-10.63,-16.77,-36.02,21.18,-52.44,85.43,35.54,8.83,7.87,28.96,-7.22,37.34,-5.81,-5.29,-23.58,-20.24,8.04,2.33,26.82,22.85,34.21,-9.29,-8.87,-5.72,12.13,-8.77,-6.20,6.83,-1.63,-3.94,6.70,9.65,12.25,-1.54,-25.22,5.73,5.21,-6.56,-5.23
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,,6919.51,-32.42,-4.78,,,,-47.73,-74.45,-75.15,-242.73,-573.35,-729.55,-283.49,269.75,168.20,187.69,540.00,4.63,-33.73,-37.82,-85.45,-174.34,-331.97,-66.82,564.84,258.07,157.64,101.72,-372.31,-472.84,-93.10,-128.88,120.11,116.09,-1745.03,-473.75,-289.99,-217.14,-113.30,-436.66,46.99,69.83,107.89,110.65,1.14
ROS_sy,,335.36,47.17,-18.34,,,,-51.33,-49.16,-48.24,-61.85,-40.95,1.98,-27.31,88.20,91.92,28.96,74.95,40.60,59.41,49.56,-2.18,-59.50,-52.56,-41.95,-17.12,124.37,86.58,71.24,45.81,-13.52,-11.23,-28.44,-6.16,-7.44,-0.40,9.55,18.93,5.33,13.89,26.26,-40.94,-33.97,-7.49,-9.29,92.52
