,2004/Q4,2005/Q4,2006/Q4,2007/Q4,2008/Q4,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
WKCurrent_yy,,189.96,171.12,269.34,-13.96,,,-69.15,,-80.39,-73.80,-11.31,20.35,99.40,42.37,62.93,118.74,175.10,251.69,66.90,21.73,9.42,3.06,3.53,12.69,15.74,22.09,17.79,11.39,-2.18,-0.94,0.37,0.30,7.79,54.76,10.65,9.67,3.85,7.14,-11.58,-10.56,-12.09
WKCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_qq,,,,,,,-18.84,-43.54,-26.84,-41.49,8.39,91.13,-0.72,-3.06,-22.61,118.74,33.29,21.92,-1.06,3.81,-2.79,9.59,-6.81,4.28,5.81,12.56,-1.70,0.61,0.06,-1.16,-0.45,1.95,-0.01,6.23,42.92,-27.11,-0.90,0.59,47.45,-39.84,0.24,-1.13
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,,-65.52,-63.12,-72.92,16.22,,,224.19,,409.74,281.65,12.77,-16.90,-49.85,-29.76,-38.62,-54.29,-63.65,-71.56,-40.09,-17.84,-8.60,-2.98,-3.41,-11.25,-13.61,-18.09,-15.10,-10.25,2.23,0.95,-0.36,-0.28,-7.21,-35.36,-9.64,-8.82,-3.71,-6.72,13.07,11.82,13.74
CWKCurrent_sy,,5.14,-10.54,-81.88,55.78,,,-1.69,,-3.88,-24.49,1.29,-5.90,-23.58,-17.68,-34.00,-44.94,-29.38,96.57,-13.18,37.60,46.43,-8.09,-14.75,-35.36,-35.30,-26.03,44.44,15.60,15.65,39.19,-5.63,9.38,12.26,-3.60,-1.29,20.55,13.89,10.69,23.32,-19.06,-4.80
CWKCurrent_qq,,,,,,,23.22,77.09,36.69,70.90,-7.74,-47.67,0.73,3.14,29.21,-54.28,-24.98,-17.98,1.08,-3.68,2.89,-8.76,7.30,-4.11,-5.46,-11.18,1.73,-0.60,-0.07,1.17,0.46,-1.89,,-5.85,-30.02,37.16,0.91,-0.59,-32.20,66.26,-0.21,1.12
CWKCurrent_sq,,,,,,,-43.77,77.60,3.24,-6.77,-55.82,138.22,-4.08,-24.29,-52.42,90.99,-19.97,-2.90,32.45,-15.64,26.83,3.33,-16.86,-21.75,-3.84,3.43,-4.96,52.80,-23.04,3.49,14.38,3.59,,6.21,-1.78,6.08,8.94,0.34,-4.54,18.18,-28.50,18.01
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,,373.31,375.93,150.92,-95.39,,,-239.10,,-1048.20,53.19,120.73,120.42,101.47,2286.74,1969.12,102.97,-1054.84,-158.89,-103.28,-262.76,562.84,130.53,-443.72,-124.68,-361.53,-503.56,-395.70,-174.48,-84.26,-50.44,-38.82,-46.59,6.16,-28.72,54.36,50.88,31.67,49.76,-109.81,-85.49,-102.15
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,,,,-368.47,-175.17,9.51,-41.85,86.75,221.86,-10.88,-89.77,19580.65,15.31,-91.26,-148.13,-1113.85,93.57,-333.33,236.86,-19.93,-214.49,-79.06,-59.32,-23.56,-40.64,0.85,-6.95,-0.88,-29.77,-4.70,31.54,-38.39,53.98,-12.67,4.77,-1.75,-92.18,0.39,-3.78
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,,-78.98,-60.15,2068.30,,,,,,,,,,,-95.16,-50.69,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_sy,,,-67.79,-82.94,75.92,,,,,,,,,,,-21.66,7.42,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_qq,,,,,,,,,,,,,12.33,889.43,-99.50,-13.27,1044.53,,,,,,24.91,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_sq,,,,,,,,,,,,,-33.12,-6.78,-48.11,142.17,-8.29,,,,,,-16.73,,,,,,,,,,,,,,,,,,,
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,,65.95,187.23,-36.78,-59.76,,,-44.98,,-70.72,-84.73,-92.88,-97.42,-95.03,-49.09,492.62,373.39,430.08,,-98.35,-104.60,-118.87,-117.99,-37.78,985.19,268.42,407.21,1257.14,116.32,173.21,41.94,14.47,-82.40,571.08,751.86,847.36,4590.11,-77.79,-72.11,-67.22,-71.86,-50.22
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,,,,-13.06,-18.45,-25.90,-44.26,-54.67,-61.96,-73.10,7.26,363.91,342.79,-78.51,20.10,-12.48,-92.71,-160.00,-392.59,16.54,125.23,753.57,-6.28,52.23,11.44,36.05,18.38,-20.92,-10.12,-79.08,4413.19,0.39,-0.05,3.57,-78.63,26.10,17.48,-11.10,-62.20
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,,-39.74,-65.19,58.16,148.54,,,81.76,,241.52,554.81,1302.85,3773.60,1906.13,96.55,-83.11,-78.89,-81.10,-0.02,5995.78,,,,58.59,,,,-92.57,-53.73,-63.44,-29.39,-12.59,470.12,-85.10,-88.27,-89.45,-97.88,350.27,258.65,205.02,255.37,101.13
CPCurrent_sy,,94.98,-33.21,91.74,-63.05,,,-12.98,,39.59,75.20,-24.21,-3.42,-41.29,-53.78,28.49,-48.33,-26.26,-25.16,-5.92,,,,56.37,,,,-34.01,-16.64,8.78,27.19,27.81,14.56,-16.94,-21.22,-14.02,9.67,61.03,26.60,14.95,-11.02,31.06
CPCurrent_qq,,,,,,,15.03,22.63,34.96,79.40,120.55,162.72,272.65,-7.09,-78.39,-77.43,365.87,-16.81,14.29,1276.27,,,,,-88.18,6.87,-34.46,-10.19,-26.44,-15.57,26.58,11.18,379.82,-97.79,-0.38,0.04,-3.43,367.87,-20.65,-14.92,12.51,164.81
CPCurrent_sq,,,,,,,-3.77,-28.88,78.92,13.99,20.78,-69.23,127.99,-30.71,-4.92,-14.46,-8.32,-1.11,-3.50,7.53,,,,,-14.99,-3.08,-5.76,-15.02,7.40,26.47,10.19,-14.61,-3.73,-8.30,4.50,-6.79,22.79,34.64,-17.84,-15.37,-4.95,98.30
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,,4564.56,515.23,-98.94,-13928.26,,,25.79,,30.31,42.41,70.67,78.65,82.25,57.51,69.72,291.62,394.05,267.76,640.55,-98.64,-108.89,-99.60,-100.53,1428.99,871.73,14356.10,8938.33,80.38,-102.48,-98.79,-95.79,-93.46,1607.06,3281.94,1511.66,1243.37,-39.54,-27.89,-174.26,-171.78,-290.06
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,,,,9.44,5.11,-4.85,22.65,25.17,51.66,23.67,35.71,-79.16,65.56,583.06,-1.34,2.21,10.97,-98.78,-743.48,104.62,-246.34,3616.67,224.79,-13.51,-10.53,-28.23,-104.47,142.35,209.72,11.66,928.92,-4.96,47.60,-6.93,-53.69,13.36,-251.99,10.04,-22.62
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,,-83.75,9341.63,,,,,,,,,,,,,,,,,7220.78,,24648.25,,-93.45,,-99.30,,-44.57,,8093.11,2280.39,1427.07,,-97.03,-93.80,-92.55,65.40,38.70,,,
CZCurrent_sy,,,-77.03,-59.99,,,,,,,,,,,,,,,,,33.63,,-49.07,,-38.43,,124.19,,-24.40,,-32.08,-9.53,52.56,,39.71,104.80,101.73,29.86,42.16,,,
CZCurrent_qq,,,,,,,,,,,,,,,,,,1.35,-2.16,-9.88,8092.15,,,,,-69.21,15.62,11.77,39.32,,,-67.53,-10.62,-90.27,5.20,-32.25,7.46,115.97,-11.78,,,
CZCurrent_sq,,,,,,,,,,,,,,,,,,-52.21,126.63,-28.88,73.49,,,,,2.28,46.97,-8.60,-44.97,,,21.75,-7.21,12.15,10.27,78.47,-8.60,-27.80,20.71,,,
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,,915.20,464.18,-97.66,-1695.36,,,62.04,,46.63,46.27,73.92,55.95,70.92,93.54,-131.81,62.01,56.24,7883.97,668.05,3351.78,3657.53,-92.42,-78.08,-56.39,-26.83,888.59,189.19,3.62,-83.10,-86.16,-82.04,-80.41,143.77,213.42,33.72,78.57,-107.66,-100.53,-153.21,-152.79,-455.67
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,,,,16.39,15.76,37.81,-21.84,15.83,59.11,-5.07,19.58,81.29,-1366.67,82.78,7.36,3426.85,7.03,-1.42,1.35,-92.91,209.67,96.10,70.06,-4.27,-9.41,-29.74,-72.26,-21.61,17.55,-23.38,245.24,0.79,-49.85,2.32,-114.81,93.00,-4914.29,-1.52,-55.94
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,-90.15,-82.27,4179.86,,,,,,,,,,,,,,,,,,,1220.08,356.17,129.35,36.67,-89.89,-65.42,-3.50,491.74,622.61,456.69,410.51,-58.98,-68.11,-25.21,-44.01,,,,,
CZOCurrent_sy,,70.67,-61.76,-11.15,,,,,,,,,,,,,,,,,,,-34.63,-12.17,-31.65,-35.54,2.32,70.32,35.68,49.02,118.60,-11.05,43.87,31.73,-38.03,-2.75,-15.61,,,,,
CZOCurrent_qq,,,,,,,,,,,,,,,,,,,,-6.57,1.43,-1.33,1311.70,-67.72,-49.00,-41.20,4.47,10.39,42.31,260.57,27.57,-14.96,30.51,-71.03,-0.80,99.43,-2.31,,,,,
CZOCurrent_sq,,,,,,,,,,,,,,,,,,,,-24.22,23.20,4.77,-33.17,1.82,-4.12,-1.20,6.08,69.50,-23.62,8.51,55.62,-31.03,23.54,-0.65,-26.79,8.22,7.20,,,,,
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,,-25.49,-41.30,-632.76,135.27,,,18.02,,-4.18,-23.76,-5.63,-3.07,4.43,34.59,-43.88,3.34,1.07,37.28,129.09,40.39,42.01,3.90,15.73,2.36,-26.83,-22.95,-23.84,-21.83,10.76,9.11,-0.11,2.37,-13.40,-11.93,-13.91,-13.60,3.30,0.62,19.09,14.88,14.52
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,,,,-1.45,4.13,-1.61,-5.10,-21.58,28.88,1.06,2.24,1.07,-46.26,86.10,,37.28,-10.32,14.04,1.15,0.44,-0.11,0.86,-27.69,5.76,-1.27,3.53,2.46,4.18,-9.61,6.10,-13.33,5.95,-11.64,6.48,3.62,3.20,4.59,2.71,3.30
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,,-55.10,-79.56,-942.39,187.65,,,114.52,,227.24,399.28,1223.88,3654.68,1994.91,164.54,-90.52,-78.18,-80.89,37.25,13865.05,,,,83.54,,,,-94.34,-63.83,-59.51,-22.96,-12.69,483.67,-87.09,-89.67,-90.91,-98.16,365.13,260.90,263.28,308.23,130.36
EVPCurrent_sy,,125.88,-34.49,-32.28,31.99,,,22.51,,69.89,75.20,-14.66,73.48,56.23,-53.91,33.05,-48.95,-28.11,78.90,52.65,,,,11.35,,,,-41.86,-36.71,-10.25,51.60,28.32,120.77,-12.13,-6.95,25.95,-7.31,62.35,6.90,18.93,-1.69,6.31
EVPCurrent_qq,,,,,,,13.35,27.70,32.79,70.25,72.95,238.60,276.60,-5.01,-78.16,-87.87,767.01,-16.81,56.89,1134.09,,,,,-88.08,-22.73,-30.69,-11.33,-23.84,-13.50,31.87,0.50,409.12,-98.09,5.55,-11.61,2.83,384.79,-18.10,-11.02,15.56,173.56
EVPCurrent_sq,,,,,,,12.82,23.26,15.96,5.35,16.34,-39.95,135.72,-5.12,-65.68,73.33,-9.56,33.62,-14.59,47.89,,,,,-12.27,-13.87,-15.14,-9.32,-4.50,22.14,43.33,-23.25,64.30,-51.39,51.78,3.89,20.92,-14.85,-0.06,15.58,-0.05,-7.92
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,,-92.66,-89.60,-22908.94,97.79,,,-210.92,,-79.53,-41.91,-261.89,-120.10,-259.17,-1985.36,75.79,-171.77,-130.61,101.76,140.33,104.32,104.00,1271.57,427.95,134.74,,-92.21,-73.66,-24.56,555.45,688.48,456.08,422.63,-64.48,-71.91,-35.61,-51.63,-1448.45,-19128.35,-323.73,-317.58,79.40
EVEBITCurrent_sy,,231.70,-79.57,17.37,-101.94,,,-1827.99,,-82.50,-21.92,202.54,134.97,120.98,270.00,-71.94,38.67,344.97,1017.31,390.52,192.87,46.49,24.65,-24.86,-41.95,,88.69,285.86,86.53,27.46,8.98,-27.68,-22.69,28.80,-65.83,-11.98,-28.14,-92.93,36.41,-39.46,40.98,-225.98
EVEBITCurrent_qq,,,,,,,-17.86,-23.61,-58.17,22.09,6.83,-215.21,3.80,-27.14,-440.94,96.34,-980.08,-7.88,104.13,-16.23,15.69,-0.19,1317.85,-67.75,-48.56,-57.48,10.48,9.00,47.34,269.42,32.90,-23.13,38.47,-74.90,5.11,76.22,4.02,-799.88,-1383.18,97.93,-1.16,33.73
EVEBITCurrent_sq,,,,,,,92.86,-1774.02,-44.26,5.44,95.23,1676.25,-50.80,-43.29,-61.34,160.17,143.12,81.98,-2.94,14.22,45.16,-8.98,-17.41,-31.15,12.16,36.05,79.60,40.80,-45.78,-7.03,53.55,-6.56,-42.04,54.88,-59.26,140.69,-52.68,-84.75,685.52,6.82,10.19,-113.63
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,,-82.72,-87.41,-5031.71,87.71,,,-183.27,,-40.52,-3.98,-273.88,-113.54,-267.58,-5291.60,75.76,-176.77,-130.53,100.59,135.57,103.76,103.44,1190.54,418.43,133.51,0.11,-91.71,-73.28,-24.73,525.43,637.92,425.05,385.95,-63.51,-70.59,-34.50,-49.49,-1973.25,12672.61,-343.61,-332.24,84.69
EVEBITDACurrent_sy,,205.21,-58.93,-19.19,-94.57,,,40.54,,438.55,3605.53,679.79,24.23,-88.78,-3.52,7.14,489.86,616.32,63.96,8.67,32.01,-37.16,28.94,-9.78,-41.31,45.16,80.60,77.45,53.94,49.25,12.04,-8.78,3.90,11.38,-65.76,-5.33,-37.29,-93.30,121.66,-41.71,37.71,-235.09
EVEBITDACurrent_qq,,,,,,,-29.00,14.48,-67.40,23.92,4.54,-207.50,4.39,-30.97,-1300.20,98.62,-991.49,-9.09,103.56,-15.99,15.52,-0.34,1234.26,-66.25,-47.97,-57.28,10.43,8.84,46.58,255.01,30.29,-22.56,35.66,-73.34,5.02,72.45,4.61,-1088.75,816.09,-103.29,0.28,34.82
EVEBITDACurrent_sq,,,,,,,-104.98,1049.02,2.02,1016.32,-67.57,111.11,-83.75,0.86,178.78,134.45,-10.52,22.48,-36.19,55.39,8.69,-41.70,30.94,8.73,-29.29,44.19,62.91,6.83,-38.66,39.80,22.29,-13.02,-30.13,49.86,-62.41,140.53,-53.71,-83.99,1143.51,-36.74,9.34,-115.71
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,,1639.03,126.92,-99.71,-16181.03,,,-140.55,,-255.27,-119.79,66.92,82.26,91.10,70.15,81.42,187.61,206.90,147.70,423.86,-98.88,-108.11,-99.62,-100.52,1255.36,767.99,11943.75,7552.17,62.06,-102.51,-98.75,-95.80,-93.50,1512.73,2054.17,1352.78,1127.50,-41.83,-32.69,-183.94,-180.24,-316.15
ROE_sy,,192.30,13.19,-57.87,-42.69,,,-64.50,,-10.51,137.05,318.58,10.92,171.43,-126.51,-2.80,-36.70,44.21,720.45,-1.44,-45.01,-58.23,-17.58,9.02,155.07,70.10,205.11,-23.71,-33.21,-37.33,-85.21,-51.03,-85.08,-85.61,58.62,7.63,127.38,259.49,116.15,63.00,249.21,-53.87
ROE_qq,,,,,,,-11.59,-68.07,-43.31,-32.18,30.97,74.70,23.13,33.69,-131.51,84.25,462.44,-19.09,3.31,6.89,-98.75,-685.71,104.88,-243.75,3400.00,188.67,-12.05,-11.05,-28.24,-104.47,143.64,200.00,11.11,871.25,-33.46,102.32,-6.12,-53.97,-23.01,-352.30,10.25,-23.98
ROE_sq,,,,,,,-227.27,145.65,318.58,-63.20,-47.30,415.66,10.92,-9.95,-105.15,1990.91,-27.76,105.16,-77.86,200.37,-59.70,55.82,-56.31,297.33,-5.70,3.91,-21.63,-0.66,-17.45,-2.49,-81.51,229.06,-74.85,-5.95,103.80,123.29,-46.87,48.69,22.54,68.39,13.82,-80.36
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,,2882.46,149.87,-99.60,-19116.67,,,-106.42,,-118.01,-44.69,62.29,77.91,85.56,58.87,82.22,177.25,185.37,143.52,363.34,-99.02,-107.88,-99.63,-100.51,1180.95,687.45,10666.67,6917.65,49.26,-102.62,-98.76,-95.86,-93.28,1515.79,3312.50,1506.25,1235.19,-38.10,-30.77,-179.77,-176.98,-305.41
ROA_sy,,286.79,52.59,-61.56,-59.84,,,-8.75,,975.00,123.36,170.96,60.43,368.57,-147.95,-40.95,7.46,-40.85,471.95,3.77,-25.62,47.68,-35.41,22.11,34.21,-2.09,202.54,-11.62,16.58,,-48.83,-48.93,-85.63,-78.61,-12.13,-51.80,55.32,206.67,20.15,49.07,101.37,-140.76
ROA_qq,,,,,,,-7.49,-50.34,-32.65,-1.71,28.66,60.82,22.28,33.54,-103.22,83.07,437.77,-26.56,3.61,2.46,-98.74,-688.10,104.86,-241.67,3264.71,169.70,-10.96,-10.29,-30.72,-104.73,142.11,200.00,12.50,896.30,1.49,41.21,-6.49,-53.81,13.51,-262.70,9.76,-23.24
ROA_sq,,,,,,,-4475.00,149.86,-10.68,-57.06,22.14,478.36,-47.12,25.43,-112.50,812.20,-3.77,-30.96,-21.39,98.69,-31.02,37.08,-65.62,275.63,-24.19,,6.24,9.73,,-14.22,-45.63,9.51,-71.86,27.66,123.33,-39.93,-9.32,152.05,-12.50,-25.47,22.50,-151.02
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,,512.06,96.43,-96.30,-4059.81,,,31.00,,-82.26,-251.85,-265.79,-1606.01,-483.26,87.31,60.85,91.97,91.72,7891.88,34729.07,-71524.40,-18739.05,-142.05,-65.24,104.85,143.49,421.86,-78.50,-52.05,-93.82,-90.23,-84.30,11.68,-63.66,-63.23,-85.89,-96.21,-134.50,-101.90,-262.38,-287.63,-1018.04
OPM_sy,,-15.87,48.52,360.33,-48.35,,,-104.73,,-101.43,-95.19,937.69,122.22,-272.73,14362.50,-105.88,8155.00,6704.88,-5.58,5571.88,203.45,15.47,-79.95,4.20,-48.82,-44.34,206.39,63.44,93.37,-39.50,-39.25,-44.18,-59.66,5.89,99.95,-47.61,-32.45,-62.06,-64.22,-13.65,-30.27,-95.86
OPM_qq,,,,,,,3.84,-3.32,16.06,-118.54,-85.63,-7.42,-291.49,25.28,95.96,-231.47,19.73,22.88,3897.47,1373.15,-266.02,79.72,91.52,1317.90,-76.82,81.75,-37.26,-18.65,-48.31,-76.58,-0.77,30.73,267.67,-92.38,0.42,-49.84,-1.15,-169.28,94.46,-4183.52,-14.23,-312.81
OPM_sq,,,,,,,-45.93,-115.64,30.77,75.56,281.82,2622.50,-98.16,-510.00,7154.88,-101.11,2679.69,228.04,0.85,-35.88,43.06,24.83,-82.49,233.24,-29.73,35.76,-3.62,77.76,-16.87,-57.52,-3.23,63.35,-39.92,11.50,82.74,-57.20,-22.53,-37.38,72.34,3.29,-37.45,-96.28
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,,2803.70,114.20,-98.32,-34315.19,,,-34.88,,-138.01,-277.09,-311.53,-727.10,-256.00,16.47,94.89,140.46,155.60,267.73,33043.93,-130.10,-52.89,-102.24,-100.84,269.80,358.87,4776.45,757.65,-16.52,-100.90,-99.14,-96.33,-62.67,325.08,294.79,70.29,-71.50,172.23,158.60,-326.50,-355.09,-482.28
ROS_sy,,108.75,31.48,169.62,-49.64,,,-80.35,,1018.23,1708.33,923.41,-2.25,18.96,26.24,4.62,-3.90,-23.84,-21.34,-22.87,-30.21,19.97,-3.91,12.40,-14.90,-55.58,-40.56,-60.90,-41.79,-44.43,-82.28,7.59,-96.48,-58.07,195.88,-19.68,1418.52,130.02,4.53,-10.26,57.20,-99.28
ROS_qq,,,,,,,-4.16,-16.37,-41.51,-38.76,-65.03,-27.00,-184.41,40.28,61.28,92.22,2350.03,-17.92,16.82,1427.12,-102.06,228.44,-105.56,-471.39,515.99,247.10,-43.32,-19.65,-47.20,-103.76,153.99,242.38,436.84,-77.32,-5.31,47.68,-10.14,116.62,-10.05,-229.35,-1.21,-224.63
ROS_sq,,,,,,,-162.50,270.83,1050.73,-8.99,-10.11,8.70,9.91,10.75,-4.60,-9.91,0.96,-12.23,-1.47,-11.66,-8.65,50.89,-21.08,3.34,-30.85,-21.24,5.60,-32.02,2.96,-24.80,-66.32,312.63,-96.63,794.44,137.68,12.02,-36.24,35.49,8.01,-3.83,11.70,-99.38
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,,2236.51,98.57,-99.04,-14642.86,,,30.87,,-59.26,-183.16,-342.59,-1818.41,-653.33,-230.91,65.26,90.68,87.12,90.90,-620.49,1691.45,545.28,920.84,-299.84,-114.36,-148.30,-120.94,94.61,54.77,75.07,-0.56,-5.48,-1093.78,47.23,72.54,84.44,98.10,-40.89,82.09,106.25,102.42,-209.17
RS_sy,,-3.11,100.25,138.96,-27.81,,,-44.67,,-108.46,-166.93,-2.84,-313.33,-561.36,-12.79,-173.67,-15.16,-125.95,119.59,187.73,615.55,429.13,3040.79,461.32,-57.89,-49.58,-29.28,105.43,119.10,-18.33,9.12,11.46,-71.38,101.80,102.33,-36.82,108.74,-59.40,-70.03,-15.23,-23.31,-82.12
RS_qq,,,,,,,-4.48,8.31,14.44,-94.31,-85.75,-43.32,-270.86,23.70,18.41,84.95,0.54,-5.51,42.38,-1091.69,319.68,-70.48,6.22,-680.48,92.11,0.73,53.96,-49.54,33.82,45.29,-85.73,-56.86,-649.01,97.58,3.35,11.15,8.38,-79.08,87.71,131.01,-64.49,-22946.94
RS_sq,,,,,,,-50.58,50.58,-119.38,41.33,-290.91,318.60,-182.45,6.13,33.33,-42.78,-28.88,-84.17,105.78,539.47,657.41,17.58,-44.85,14.29,-43.18,40.77,-22.64,231.99,-39.40,-47.53,3.37,239.09,-84.44,269.96,3.64,5.88,-48.58,-28.04,-23.49,199.46,-53.48,-83.23
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,,18420.00,112.12,-94.44,-8428.09,,,-35.04,,-138.33,-277.59,-311.74,-727.52,-256.70,16.40,94.89,150.43,169.43,308.78,42075.22,-227.82,-77.80,-125.51,-97.24,148.24,863.14,508.69,93.55,-37.18,-99.70,-99.20,-84.80,36.39,794.82,519.75,-77.35,-95.21,-125.83,-111.89,-417.76,-445.60,-2384.49
GPM_sy,,10.32,24.43,191.16,-51.75,,,14.43,,438.32,35233.33,121.61,23.68,67.74,38.02,-19.39,0.91,-17.54,-24.01,-15.19,-45.15,-3.88,-11.47,-3.35,14.48,-40.08,-10.24,-52.68,-38.38,-29.70,-111.38,-11.80,-130.89,-87.59,424.13,-5.67,298.22,396.00,17.34,-14.87,,-74.68
