,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
QuoteCurrent,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500,265500
ShareAmountCurrent,11821100000,11821100000,11821100000,11821100000,11821100000,11821100000,11821100000,11821100000,11821100000,11821100000,13696100000,13696100000,13696100000,13736100000,13736100000,13736100000,13736100000,13736100000,13736100000,13736100000,13736100000,14168100000,14168100000,14168100000,14168100000,14168100000,14168100000,14168100000,14168100000,14168100000,14168100000,14168100000,14168100000,14168100000,14168100000,14168100000,14168100000,14168100000,14168100000,14168100000,14168100000,14168100000,14168100000,14168100000,14168100000,14168100000,14168100000,14168100000,14168100000,14168100000,14168100000,14168100000
WKCurrent,7680,7560,7740,8180,0,9340,10470,11980,0,14120,30320,31050,0,30440,31890,33500,0,36320,36660,38120,0,39420,41000,43030,0,47200,49120,50260,51980,53450,55040,57950,61360,63790,66070,68810,72810,75450,77570,80660,85000,85110,88670,92670,97070,100510,104070,107050,111410,114060,116980,122090
CWKCurrent,34560,35120,34310,32450,,28440,25360,22170,,18800,8760,8550,,8720,8330,7920,,7310,7240,6970,,6730,6480,6170,,5620,5400,5280,5110,4970,4820,4580,4330,4160,4019,3860,3650,3520,3420,3290,3120,3120,2990,2870,2740,2640,2550,2480,2380,2330,2270,2170
WKGrahamCurrent,1900,1200,1440,1750,0,2420,3720,4440,0,1260,5200,4030,0,1240,2380,3860,0,6460,6980,8590,0,10760,12680,13710,0,17090,18790,19160,21640,22950,24840,26730,30070,32369,33850,35750,41110,40270,40450,40420,43500,39730,41840,43160,47100,50950,54270,56300,60140,62820,65820,70290
CWKGrahamCurrent,139820,220690,184240,152100,,109700,71420,59820,,210850,51040,65810,,213780,111490,68800,,41070,38030,30910,,24680,20930,19360,,15540,14130,13860,12270,11570,10690,9930,8830,8200,7840,7430,6460,6590,6560,6570,6100,6680,6350,6150,5640,5210,4890,4720,4410,4230,4030,3780
PCurrent,51890,63420,68740,74430,80070,85700,91920,97290,104180,112250,104960,114270,121560,126520,129680,136380,143230,150380,154470,159300,167860,170310,177190,184580,189570,195120,200700,203220,207960,211960,212960,226500,237030,247930,261329,263920,267620,279450,287110,302430,320990,338490,361140,386600,402960,421610,438740,447910,467390,487600,494930,526590
CPCurrent,5120,4190,3860,3570,3320,3100,2890,2730,2550,2370,2530,2320,2180,2100,2050,1950,1850,1770,1720,1670,1580,1560,1500,1440,1400,1360,1320,1310,1280,1250,1250,1170,1120,1070,1020,1010,990,950,920,880,830,780,740,690,660,630,610,590,570,540,540,500
ZCurrent,-1610,0,110,520,940,1660,2570,3630,4340,4960,5010,4170,3400,1930,1560,2890,3870,4970,4250,4030,4140,4490,5540,5930,6980,7640,7800,7580,6800,7070,6850,7970,9860,10430,11280,12140,12570,12540,12710,12720,12990,10660,11730,12480,13000,16239,16390,15840,15310,15280,14590,15860
CZCurrent,,84824380,2390330,506130,283310,160150,103260,73210,61220,53550,52970,63630,78070,137270,170600,91800,68680,53460,62460,65940,64200,59070,47920,44750,38060,34760,34050,35020,39020,37550,38790,33320,26940,25440,23540,21870,21110,21170,20890,20880,20440,24910,22640,21280,20420,16350,16200,16760,17340,17380,18200,16750
ZOCurrent,2240,1230,1350,1780,2180,2970,3990,5330,6110,7130,7340,6490,6160,5490,6270,7170,8310,8730,6690,7340,7490,8130,9480,9710,10810,11360,11430,11450,10560,10580,10230,11390,13380,13640,14440,15370,15590,16030,16059,16290,16740,14030,15670,16410,17210,22280,22210,22110,21920,20780,20560,22350
CZOCurrent,118700,215160,196450,149270,121870,89290,66560,49790,43430,37220,36150,40910,43080,48390,42350,37010,31940,30420,39660,36160,35430,32640,28000,27340,24550,23360,23230,23190,25130,25090,25940,23300,19850,19460,18390,17280,17030,16560,16530,16300,15860,18930,16940,16180,15420,11920,11950,12010,12110,12770,12910,11880
EVCurrent,276160,281450,280240,280020,265500,281600,283130,285500,265500,293800,300310,300980,265500,302900,301100,299040,265500,298040,298290,294440,265500,295140,295390,295010,265500,296580,296110,294130,292680,297860,294350,292310,295550,295820,298860,300460,302380,305790,303760,307890,313720,319590,314660,316580,324730,329320,335570,340970,347580,340430,338850,338700
EVPCurrent,5320,4440,4080,3760,3320,3290,3080,2930,2550,2620,2860,2630,2180,2390,2320,2190,1850,1980,1930,1850,1580,1730,1670,1600,1400,1520,1480,1450,1410,1410,1380,1290,1250,1190,1140,1140,1130,1090,1060,1020,980,940,870,820,810,780,760,760,740,700,680,640
EVEBITCurrent,123470,228080,207360,157440,121870,94700,70980,53540,43430,41180,40890,46370,43080,55200,48030,41680,31940,34150,44560,40100,35430,36280,31160,30370,24550,26100,25910,25700,27700,28150,28760,25660,22090,21680,20700,19550,19400,19080,18920,18900,18740,22780,20080,19290,18870,14780,15110,15420,15860,16379,16480,15150
EVEBITDACurrent,87510,119760,114680,94890,79660,67900,54570,44020,36020,35040,35160,37650,33850,40360,35690,31880,24980,27240,33000,30160,26690,27780,24480,24360,20110,21510,21330,21010,22500,22710,23330,20830,18290,18040,17220,16530,16320,16070,15850,15680,15480,18220,16400,15890,15690,12620,12780,12920,13120,13400,13380,12420
DTAR,720,770,790,770,,750,770,740,,790,660,650,,660,650,640,,610,620,610,,580,610,610,,570,570,560,550,510,530,530,530,470,510,500,500,480,510,540,530,520,550,540,550,530,560,570,580,530,560,560
CG,2580,3400,3740,3440,,3010,3380,2900,,3880,1920,1850,,1940,1880,1790,,1550,1650,1570,,1370,1590,1550,,1320,1320,1250,1210,1040,1120,1130,1140,880,1030,1000,990,920,1060,1170,1150,1080,1230,1180,1230,1130,1300,1320,1390,1110,1270,1280
LDER,40,170,140,140,,80,40,50,,280,220,220,,280,270,80,,780,760,730,,440,420,400,,360,350,340,340,50,50,50,60,60,50,50,40,390,430,410,380,390,370,360,340,320,370,440,430,430,410,390
PZAT,16730,4530,5530,5070,,8710,15710,11350,,2830,2180,2240,,2009,2009,6490,,640,640,640,,1010,990,1010,,1040,1060,1100,1010,6110,6170,6500,4800,4900,5490,5870,6250,710,660,730,800,890,960,1000,1020,1070,890,740,740,730,730,750
PELDR,1440,1390,1400,1450,,1480,1630,1680,,1450,1480,1420,,1340,1400,1220,,2170,2180,2230,,1980,2060,2070,,2150,2200,2190,2320,1850,1920,1940,2070,2140,2150,2180,2390,2970,2980,2820,2830,2610,2590,2540,2610,2670,2870,3040,3100,3170,3230,3270
TSF,290,270,240,260,,270,240,270,,260,420,430,,440,440,390,,700,670,670,,610,550,550,,590,580,600,610,520,500,490,500,560,520,520,520,720,690,650,640,670,610,620,600,620,600,620,600,680,620,610
ZKO,910,960,950,940,,920,900,890,,980,920,930,,980,960,940,,900,900,870,,830,840,830,,780,780,770,740,710,710,710,700,630,670,660,640,630,670,700,690,700,720,720,720,690,710,710,720,670,690,690
OSF,1180,1100,1140,1160,,1220,1370,1380,,1070,1110,1070,,1020,1040,1060,,1090,1110,1130,,1150,1210,1230,,1240,1270,1250,1290,1240,1300,1320,1370,1290,1370,1370,1460,1360,1400,1400,1420,1310,1370,1340,1390,1400,1490,1510,1560,1490,1580,1620
NetDebt,225702000000,291552000000,331268000000,320721000000,,318193000000,394714000000,390993000000,,624768000000,757705000000,754116000000,,784675000000,778968000000,784497000000,,746738000000,795025000000,770645000000,,728978000000,875564000000,888062000000,,821823000000,857810000000,827090000000,821490000000,754196000000,826246000000,858023000000,930291000000,742649000000,893874000000,919021000000,960567000000,921805000000,1058195000000,1222006000000,1320567000000,1227470000000,1408141000000,1435233000000,1578585000000,1494643000000,1795853000000,1865721000000,2047490000000,1626035000000,1954797000000,2024580000000
NetDebtEBITDA,6050,10490,11470,9190,,6490,6440,5100,,6300,6480,6890,,7610,6720,6090,,4970,6400,5750,,4840,5120,5180,,4210,4360,4170,4460,4059,4620,4320,4059,3200,3630,3570,3660,3420,3900,4390,4600,4940,5180,5090,5380,4040,4830,4990,5450,4520,5450,5240
DebtFin,125983000000,188546000000,174272000000,171671000000,,190323000000,208443000000,236417000000,,334489000000,476717000000,485930000000,,513664000000,489030000000,460726000000,,447029000000,450459000000,397564000000,,419954000000,423479000000,418071000000,,440319000000,433707000000,405629000000,385048000000,458435000000,408777000000,379785000000,425753000000,429529000000,472614000000,495306000000,522539000000,570805000000,542131000000,600589000000,683165000000,766356000000,696555000000,723756000000,839170000000,904224000000,992769000000,1069205000000,1162885000000,1061636000000,1039162000000,1037078000000
DebtFinEBITDA,3380,6790,6030,4920,,3880,3400,3080,,3370,4080,4440,,4980,4220,3580,,2970,3630,2960,,2790,2480,2440,,2250,2210,2050,2090,2470,2290,1910,1860,1850,1920,1920,1990,2120,2000,2160,2380,3080,2560,2560,2860,2440,2670,2860,3100,2950,2900,2690
SP1,1300,1160,1190,1230,,1320,1520,1560,,1090,1200,1140,,1040,1080,1130,,1220,1240,1290,,1380,1450,1480,,1580,1640,1630,1730,1750,1820,1860,1960,2029,2050,2080,2300,2140,2090,2000,2050,1880,1890,1870,1940,2029,2090,2110,2170,2230,2290,2360
SP2,1350,1360,1360,1410,,1430,1580,1640,,1400,1470,1400,,1340,1370,1220,,2170,2180,2230,,1980,2060,2070,,2150,2200,2190,2320,1850,1920,1940,2070,2140,2150,2180,2390,2970,2980,2820,2830,2610,2590,2540,2610,2670,2870,3040,3100,3170,3230,3270
CAR,40,40,30,40,,40,60,50,,40,50,50,,40,60,50,,70,80,110,,70,70,80,,90,90,90,110,50,60,80,60,70,70,60,60,110,150,130,70,90,130,110,90,100,80,100,90,150,100,120
QR,240,280,270,300,,310,300,300,,290,350,320,,350,350,350,,770,720,760,,590,530,500,,610,640,610,660,510,490,520,490,580,510,520,550,900,830,690,690,740,680,670,630,710,650,640,620,820,690,680
CR,1110,1100,1090,1110,,1120,1120,1150,,1100,1230,1220,,1200,1210,1120,,2250,2070,2140,,1770,1630,1630,,1760,1750,1790,1870,1490,1470,1470,1510,1680,1570,1590,1630,2720,2490,2190,2170,2240,1980,2000,1940,2009,1970,2110,2009,2430,2140,2080
PP,40,40,30,40,,40,60,50,,40,50,50,,40,60,50,,70,80,110,,70,70,80,,90,90,90,110,50,60,80,60,70,70,60,60,110,150,130,70,90,130,110,90,100,80,100,90,150,100,120
RCLR,230,250,250,270,,280,260,260,,260,300,290,,310,310,300,,700,630,640,,520,470,420,,510,540,510,550,460,440,440,430,520,440,460,480,790,670,560,620,650,560,560,540,610,560,540,530,680,580,560
KP,80,80,70,80,,80,90,110,,80,130,120,,110,120,70,,380,360,370,,300,280,280,,310,310,320,340,240,240,240,260,300,280,280,300,480,460,420,420,410,380,380,370,390,390,420,410,460,430,420
PKKO,60,50,50,50,,50,60,70,,70,160,140,,120,130,80,,360,340,350,,250,250,250,,260,270,270,280,180,190,190,210,220,210,220,240,360,370,350,350,310,300,290,290,290,310,340,340,330,330,320
RN,11550,11350,11050,11000,11830,11750,11520,11450,12260,10810,9100,8280,8810,8360,8480,8440,8860,8580,8080,7860,8280,8660,8690,8910,9150,8830,8580,8390,8510,8580,8660,8830,8920,9100,9360,9260,9010,9030,8940,9120,9200,9290,9310,9460,9490,9280,9090,8920,8870,9140,9080,9210
CRN,32000,32000,33000,33000,31000,31000,32000,32000,30000,34000,40000,44000,41000,44000,43000,43000,41000,43000,45000,46000,44000,42000,42000,41000,40000,41000,43000,44000,43000,43000,42000,41000,41000,40000,39000,39000,41000,40000,41000,40000,40000,39000,39000,39000,38000,39000,40000,41000,41000,40000,40000,40000
CPZ,137000,133000,134000,129000,120000,117000,118000,121000,113000,130000,145000,155000,146000,146000,143000,142000,135000,110000,93000,71000,67000,71000,79000,88000,86000,89000,86000,83000,81000,83000,87000,89000,93000,89000,86000,86000,86000,78000,71000,66000,61000,63000,66000,65000,67000,69000,71000,73000,74000,70000,70000,68000
RZ,2350,2540,2560,2650,2840,2900,2840,2700,2880,2500,2150,1950,2050,1990,1980,2070,2170,2310,2430,2490,2630,2680,2600,2490,2540,2480,2540,2610,2680,2740,2690,2790,2750,2800,2840,2730,2710,2690,2660,2620,2600,2630,2670,2800,2800,2780,2720,2570,2500,2570,2510,2600
CRZ,155000,144000,143000,138000,128000,126000,129000,135000,127000,146000,170000,187000,178000,184000,185000,176000,168000,158000,150000,147000,139000,136000,140000,147000,144000,147000,144000,140000,136000,133000,135000,131000,133000,130000,129000,133000,135000,135000,137000,139000,141000,139000,136000,131000,130000,131000,134000,142000,146000,142000,145000,140000
RMO,2390,2500,2490,2560,2760,2830,2770,2680,2870,2510,2160,1980,2110,2060,2120,2200,2310,2390,2390,2410,2540,2600,2550,2490,2550,2470,2470,2490,2520,2580,2570,2650,2650,2700,2740,2680,2630,2600,2550,2520,2530,2560,2590,2680,2680,2660,2610,2500,2440,2470,2430,2500
RMT,8760,10060,10670,11360,12230,12740,13390,13480,14440,12230,7330,5400,5750,4670,4540,4640,4870,5070,5200,5370,5650,5940,6210,6430,6610,6710,6770,6720,6890,6990,7010,7430,7700,7990,8290,8250,8340,8460,8380,8390,8330,8240,8300,8440,8410,8610,8830,8950,9280,9610,9680,10250
RM,1880,2000,2020,2090,2250,2320,2300,2240,2400,2080,1670,1450,1540,1430,1440,1490,1570,1620,1640,1660,1750,1810,1810,1790,1840,1800,1810,1820,1850,1880,1880,1950,1970,2020,2060,2020,2000,1990,1960,1940,1940,1950,1970,2040,2029,2029,2009,1950,1930,1960,1940,2009
