,2004/Q4,2005/Q4,2006/Q4,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
WKCurrent_yy,,25.66,133.92,,,500.11,,212.31,13.15,11.87,10.21,11.88,12.62,12.96,13.52,7.51,7.21,46.58,13.69,15.53,14.36,-15.21,8.21,4.10,6.34,7.24,3.79,4.58,4.87,4.97,6.98,7.67,6.65,3.89,5.78,4.33,3.80,4.48,2.49,1.62,4.93,3.22,6.33,10.37,7.62,9.82,7.05,5.41
WKCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_qq,,,,,176.91,1.81,5.63,4.88,0.32,0.65,4.07,6.46,0.99,0.96,4.59,0.82,0.71,38.02,-18.88,2.46,-0.30,2.33,3.53,-1.43,1.84,3.19,0.19,-0.68,2.13,3.29,2.11,-0.05,1.17,0.61,3.97,-1.41,0.66,1.27,1.99,-2.25,3.93,-0.39,5.07,1.47,1.34,1.66,2.41,-0.09
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,,-20.43,-57.25,,,-83.34,,-67.98,-11.62,-10.61,-9.26,-10.61,-11.21,-11.48,-11.91,-6.99,-6.73,-31.77,-12.04,-13.44,-12.57,17.94,-7.59,-3.95,-5.96,-6.75,-3.65,-4.38,-4.65,-4.73,-6.52,-7.12,-6.24,-3.73,-5.46,-4.14,-3.66,-4.30,-2.42,-1.60,-4.71,-3.11,-5.95,-9.40,-7.07,-8.94,-6.59,-5.13
CWKCurrent_sy,,-12.74,-18.27,,,-19.71,,-4.51,-34.29,-30.98,-2.13,0.19,-29.71,-11.23,-28.55,-26.81,-29.52,-17.10,6.38,18.98,15.85,16.43,3.40,0.18,8.43,-2.47,1.64,-1.01,-7.21,2.97,-3.64,-4.92,-8.22,-8.12,-4.73,-3.77,-4.15,-10.66,-16.49,-6.35,-0.81,5.21,11.91,2.49,1.66,2.38,1.07,13.10
CWKCurrent_qq,,,,,-63.89,-1.78,-5.33,-4.66,-0.31,-0.65,-3.91,-6.07,-0.98,-0.95,-4.38,-0.82,-0.70,-27.55,23.28,-2.40,0.30,-2.27,-3.41,1.46,-1.81,-3.10,-0.19,0.69,-2.08,-3.19,-2.07,0.05,-1.15,-0.60,-3.83,1.44,-0.65,-1.26,-1.94,2.29,-3.78,0.39,-4.81,-1.46,-1.31,-1.63,-2.35,0.08
CWKCurrent_sq,,,,,110.61,-34.06,-23.10,-10.59,44.92,-30.74,9.04,-8.47,1.68,-12.53,-12.22,-6.25,-2.08,2.88,12.64,4.86,-4.67,3.40,0.03,1.59,3.19,-6.99,4.25,-1.06,-3.28,3.22,-2.45,-2.37,-6.63,3.33,1.15,-1.39,-7.00,-3.69,-5.46,10.59,-1.50,2.16,0.56,1.28,-2.29,2.89,-0.73,13.34
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,,-37.95,80.92,,,1543.39,,224.97,-48.11,-57.56,-58.47,-42.26,-48.33,-69.14,-103.70,-196.52,-376.55,-451.49,-3132.40,-35.86,25.38,-66.50,-99.63,-188.92,-173.92,-123.16,-105.79,-33.21,-14.82,-11.33,-10.14,-7.21,-9.61,-11.70,-15.17,-40.50,-51.43,-64.96,-56.59,-26.01,-9.89,-1.18,2.68,-2.85,-3.96,-1.64,-6.44,-4.72
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,,461.73,-8.45,-13.01,-27.36,-10.31,-25.11,-14.87,0.99,-19.75,-55.28,-110.20,-2536.39,-129.94,43.16,6.19,-10.81,-26.30,-26.83,-12.48,-60.37,-19.74,-3.32,-3.73,-3.80,-3.21,-0.19,-2.62,-1.04,-5.52,-2.10,-5.80,-23.26,-13.73,-11.23,-0.43,0.82,0.82,-2.42,3.40,-4.82,-0.24,-0.13,-1.17,-3.12
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,61.15,-44.72,,,-93.92,,-69.23,92.73,135.62,140.78,73.19,93.54,224.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_sy,,-49.76,-10.56,,,-58.56,,-24.11,-14.43,-21.07,-25.30,-10.03,-53.50,-3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_qq,,,,,-82.20,9.23,14.96,37.66,11.50,33.54,17.47,-0.99,24.61,123.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_sq,,,,,56.39,-51.50,13.04,-11.49,76.35,-55.27,6.98,6.61,-8.85,-7.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,,-14.46,64.49,,,-19.27,,-7.50,23.03,28.91,27.63,32.58,45.03,9.60,-13.84,-15.74,-20.45,-7.08,-11.76,-10.77,-5.20,-5.01,15.78,3.84,-3.95,-3.68,-6.59,-0.98,1.79,0.13,5.74,10.19,17.70,2.68,-1.76,-6.01,-24.39,-19.36,-20.45,-20.00,6.57,31.72,43.97,60.64,54.73,39.58,35.54,17.66
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,,-27.68,12.12,11.78,2.06,-3.81,17.48,10.67,6.01,5.23,-11.22,-13.00,3.68,-0.65,3.70,-17.39,4.84,5.55,3.90,0.70,-5.97,-2.37,4.19,-2.35,-0.31,0.36,2.49,3.12,3.89,7.20,-10.59,-1.34,-0.61,-13.76,-4.64,-2.68,-0.05,14.88,17.86,6.37,11.53,10.66,6.32,3.30,-3.18
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,,16.91,-39.21,,,23.86,,8.11,-18.72,-22.42,-21.65,-24.57,-31.05,-8.76,16.07,18.68,25.71,7.62,13.32,12.06,5.48,5.27,-13.63,-3.69,4.11,3.83,7.06,0.98,-1.76,-0.13,-5.43,-9.25,-15.04,-2.62,1.79,6.40,32.26,24.02,25.72,25.01,-6.17,-24.08,-30.54,-37.75,-35.37,-28.35,-26.23,-15.01
CPCurrent_sy,,-19.21,-21.10,,,-17.05,,10.29,6.82,-19.38,-10.93,-11.84,-7.60,21.43,12.66,8.84,-1.77,-5.62,-10.99,-24.33,-26.59,-24.86,-24.96,-10.96,1.87,32.02,50.99,61.96,54.27,4.13,-22.94,-37.93,-39.84,-36.24,-23.27,-18.07,-14.81,-5.87,-9.11,-4.50,-3.97,51.22,79.88,83.42,98.79,-2.79,15.55,-24.27
CPCurrent_qq,,,,,38.27,-10.81,-10.54,-2.01,3.96,-14.88,-9.65,-5.66,-4.97,12.64,14.95,-3.54,0.65,-3.57,21.04,-4.62,-5.26,-3.76,-0.69,6.35,2.42,-4.02,2.41,0.31,-0.36,-2.43,-3.03,-3.74,-6.72,11.84,1.36,0.62,15.96,4.87,2.75,0.05,-12.96,-15.15,-5.99,-10.34,-9.63,-5.94,-3.20,3.29
CPCurrent_sq,,,,,3.46,-0.10,0.14,6.57,0.20,-24.61,10.64,5.48,5.02,-0.92,2.65,1.90,-5.21,-4.80,-3.20,-13.37,-8.04,-2.56,-3.33,2.79,5.20,26.29,10.56,10.26,0.20,-14.76,-18.18,-11.19,-2.88,-9.67,-1.52,-5.17,0.99,-0.18,-4.92,-0.35,1.55,57.18,13.10,1.61,10.06,-23.14,34.43,-33.41
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,,47.42,563.13,,,16.56,,-20.42,36.13,5.51,-15.17,-3.69,9.56,23.22,47.85,-29.34,-35.64,8.36,-32.94,40.78,77.35,-16.05,28.77,-8.52,-38.35,-16.64,-24.17,-5.79,5.03,-12.17,9.56,0.98,26.93,30.47,-1.35,1.34,-13.41,-11.55,8.38,25.11,37.18,48.85,34.92,14.50,23.17,-6.02,14.67,4.05
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,,-45.25,18.52,13.07,8.46,-6.34,-8.14,-9.09,23.14,6.54,3.32,9.08,-41.16,-2.95,73.94,-32.49,23.53,22.26,-17.66,3.55,-12.23,-17.62,11.33,-5.80,9.05,-8.15,-6.91,17.51,0.50,15.45,-4.31,-11.15,3.24,-1.36,-2.25,8.87,19.18,8.16,6.07,-1.33,1.15,16.35,-19.07,20.40,-8.22
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,-32.18,-84.92,,,-14.21,,25.66,-26.54,-5.22,17.88,3.83,-8.72,-18.85,-32.36,41.53,55.38,-7.71,49.12,-28.97,-43.62,19.12,-22.34,9.31,62.21,19.97,31.88,6.14,-4.79,13.86,-8.73,-0.97,-21.22,-23.35,1.36,-1.33,15.49,13.05,-7.73,-20.07,-27.10,-32.82,-25.88,-12.67,-18.81,6.41,-12.79,-3.90
CZCurrent_sy,,26.55,-60.65,,,-26.22,,-30.34,-36.26,-15.90,38.90,-16.90,20.52,20.27,-28.12,25.55,30.89,56.43,40.04,34.26,36.25,-2.96,30.65,40.30,30.51,66.51,36.02,59.40,58.36,-10.55,-20.16,-24.09,-45.99,14.23,36.15,-13.86,-2.31,-43.96,-47.91,-21.88,-40.95,19.60,19.46,43.15,101.71,19.08,-5.82,-19.59
CZCurrent_qq,,,,,82.65,-15.63,-11.56,-7.80,6.77,8.86,9.99,-18.79,-6.14,-3.21,-8.32,69.94,3.04,-42.51,48.13,-19.05,-18.20,21.45,-3.43,13.94,21.38,-10.18,6.16,-8.30,8.88,7.42,-14.90,-0.50,-13.39,4.50,12.54,-3.14,1.38,2.30,-8.14,-16.09,-7.55,-5.72,1.34,-1.13,-14.05,23.56,-16.94,8.95
CZCurrent_sq,,,,,-13.33,-18.22,0.22,-1.93,-20.70,7.90,65.52,-41.33,15.02,7.68,-1.08,2.48,19.91,28.68,-11.45,-1.75,21.69,-8.35,19.22,5.51,13.20,16.94,-2.61,23.65,12.46,-33.95,-13.07,17.55,-19.98,39.70,3.61,-25.63,-9.25,-19.86,-3.70,11.53,-31.39,62.32,-3.82,33.65,-3.33,-4.18,-23.93,14.11
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,,24.74,580.13,,,2.97,,-33.27,14.51,4.88,-14.74,5.38,23.39,38.57,70.18,-22.61,-28.65,14.62,-28.54,50.38,86.81,-7.73,18.14,-18.29,-45.45,-26.24,-0.30,31.17,55.63,32.19,24.06,9.52,23.77,20.60,-1.26,1.44,-6.97,-1.42,14.44,29.14,33.37,36.44,25.96,6.48,3.82,-11.37,-1.46,-7.98
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,,-46.23,5.26,11.46,5.77,-7.73,-3.59,-9.39,30.74,8.04,8.27,11.28,-40.54,-0.39,73.93,-30.62,25.11,23.74,-14.10,-11.17,-13.47,-17.39,16.15,20.07,13.86,-1.98,-1.35,12.68,0.52,10.76,-3.87,-7.74,3.27,1.58,1.86,7.10,16.54,4.91,4.21,-1.13,-1.49,2.28,-11.03,9.92,-8.00
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,-19.84,-85.30,,,-2.88,,49.85,-12.67,-4.65,17.29,-5.10,-18.96,-27.83,-41.24,29.21,40.15,-12.76,39.93,-33.50,-46.47,8.38,-15.35,22.38,83.31,35.58,0.30,-23.77,-35.75,-24.35,-19.39,-8.70,-19.20,-17.08,1.27,-1.42,7.50,1.44,-12.62,-22.56,-25.02,-26.71,-20.61,-6.09,-3.67,12.82,1.48,8.67
CZOCurrent_sy,,-24.86,-58.52,,,-22.02,,-35.94,-34.47,-34.71,-27.46,-19.71,3.64,18.63,13.07,16.03,21.81,57.68,34.33,71.61,34.05,18.95,21.37,2.06,19.73,59.79,69.89,121.08,86.02,-22.70,-25.75,-41.78,-51.10,11.01,-1.42,-10.43,-3.35,-47.59,-43.44,-41.70,-37.09,25.41,30.46,64.42,111.46,24.72,17.66,7.53
CZOCurrent_qq,,,,,85.97,-5.00,-10.28,-5.46,8.38,3.72,10.37,-23.51,-7.44,-7.64,-10.13,68.19,0.39,-42.51,44.14,-20.07,-19.19,16.41,12.57,15.56,21.05,-13.91,-16.71,-12.17,2.02,1.36,-11.26,-0.51,-9.72,4.02,8.39,-3.16,-1.55,-1.83,-6.63,-14.19,-4.68,-4.04,1.14,1.51,-2.23,12.40,-9.03,8.70
CZOCurrent_sq,,,,,-14.50,-16.51,3.50,-13.30,-12.54,-16.80,14.99,-4.04,12.89,-4.77,9.60,-1.53,18.51,23.27,-6.63,25.80,-7.43,9.39,-4.73,5.79,8.60,45.99,1.30,37.67,-8.63,-39.33,-2.71,7.95,-23.26,37.74,-13.60,-1.92,-17.20,-25.31,-6.76,1.09,-10.65,48.90,-3.01,27.41,14.92,-12.18,-8.50,16.44
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,,5.34,-2.23,,,4.39,,,92.05,,20.22,,8.84,,10.36,,5.79,,-8.04,,7.09,,12.20,,-1.40,,117.66,,110.89,,1.01,-9.05,0.98,,-38.91,9.95,46.11,,116.62,,-9.43,215.38,10.85,204.98,-0.21,-3.88,1.58,5.42
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,,-60.00,149.99,-31.16,45.27,-23.17,30.17,-17.24,20.83,-16.39,19.60,-8.67,9.49,-11.54,13.05,-16.01,19.07,-5.27,5.57,-5.77,6.12,-6.60,7.06,105.10,-51.24,96.98,-49.23,107.16,-56.10,118.69,-49.72,26.56,-20.99,190.62,-65.59,174.16,-63.52,163.20,19.82,-3.64,0.35,-13.88,15.42,1.83,4.15
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,,23.16,-40.56,,,29.29,,8.11,56.12,-22.42,-5.80,-24.57,-24.96,-8.76,28.09,18.68,32.98,7.62,4.21,12.06,12.97,5.27,-3.09,-3.69,2.66,3.83,133.02,0.98,107.16,-0.13,-4.47,-17.46,-14.21,-2.62,-37.81,16.98,93.25,24.02,172.32,25.01,-15.02,139.43,-23.01,89.85,-35.51,-31.14,-25.06,-10.40
EVPCurrent_sy,,-30.48,-9.28,,,-32.43,,8.30,16.43,-18.10,44.53,31.71,-7.60,6.65,37.05,13.10,-5.24,23.43,0.53,51.24,-18.16,-11.75,-2.89,-34.14,61.69,99.81,25.71,37.75,13.81,-4.64,-16.03,12.29,-11.77,-6.14,-1.08,-29.27,-37.15,-53.23,-38.13,-36.57,26.82,65.59,66.64,68.77,0.92,-20.32,-18.27,-9.08
EVPCurrent_qq,,,,,-44.69,122.97,-38.41,42.34,-20.13,10.80,-25.22,13.98,-20.54,34.71,4.98,5.62,-10.97,9.02,1.66,13.57,-10.25,1.59,-6.41,12.86,-4.33,2.75,110.03,-51.09,96.27,-50.47,100.90,-57.74,104.01,-43.77,28.29,-20.50,237.01,-63.92,181.70,-63.51,129.10,1.66,-9.41,-10.02,-22.17,8.55,-1.42,7.58
EVPCurrent_sq,,,,,40.08,-5.20,-37.18,29.83,50.59,-33.32,10.85,18.32,5.65,-23.03,42.45,-2.36,-11.49,0.26,16.02,46.89,-52.10,8.11,27.66,-0.38,17.60,33.60,-19.68,9.17,-2.85,11.94,-29.27,45.98,-23.67,19.08,-25.45,4.38,-32.17,-11.37,-1.39,6.99,35.63,15.71,-0.76,8.36,-18.90,-8.64,1.80,20.54
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,,-15.56,-85.62,,,1.38,,49.85,67.72,-4.65,41.01,-5.10,-11.80,-27.83,-35.15,29.21,48.27,-12.76,28.68,-33.50,-42.68,8.38,-5.03,22.38,80.75,35.58,118.33,-23.77,35.51,-24.35,-18.58,-16.96,-18.42,-17.08,-38.13,8.38,57.06,1.44,89.30,-22.56,-32.09,131.15,-12.00,186.41,-3.88,8.44,3.08,14.56
EVEBITCurrent_sy,,127.67,-49.78,,,-46.25,,22.64,-58.31,2.33,6.00,-9.30,13.24,-12.74,0.20,-1.76,37.20,22.83,32.03,51.14,7.92,46.22,21.43,-8.51,14.47,-30.11,-72.70,66.05,45.05,70.64,290.61,-13.97,7.93,-5.89,1.25,1.89,10.81,-18.98,-40.29,-49.48,-58.60,-14.90,16.87,119.15,239.27,-14.42,13.20,-58.61
EVEBITCurrent_qq,,,,,-25.61,137.48,-38.24,37.33,-16.74,35.01,-8.66,-7.58,-22.61,10.46,-17.92,84.16,-11.20,-35.00,21.06,-4.83,-23.45,22.89,6.08,22.64,13.06,-7.83,70.82,-57.18,100.97,-48.54,83.85,-56.32,97.44,-47.70,37.18,-23.49,186.11,-66.22,155.98,-68.70,150.89,14.98,-2.54,1.87,-15.80,29.73,-7.36,13.21
EVEBITCurrent_sq,,,,,53.26,-38.68,19.86,8.88,-47.91,50.52,24.16,-6.84,-34.96,15.98,42.58,-8.66,-9.17,3.84,53.26,4.56,-35.14,40.69,27.28,-21.23,-18.85,-14.10,-50.29,379.21,-29.11,1.06,13.78,5.54,-11.06,-11.89,22.41,6.21,-3.27,-35.57,-9.79,-10.13,-20.74,32.43,23.89,68.53,22.70,-66.59,63.87,-38.37
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,,-16.04,-83.57,,,0.63,,46.98,65.43,-7.54,33.54,-8.58,-14.08,-27.62,-33.20,24.25,41.60,-12.69,25.95,-30.34,-38.75,7.45,-5.33,18.17,67.75,30.91,117.67,-21.67,42.98,-21.56,-16.03,-15.18,-15.80,-14.64,-37.35,9.89,57.76,1.80,90.72,-21.72,-31.26,134.68,-10.86,187.83,-3.63,7.71,2.62,13.48
EVEBITDACurrent_sy,,37.07,-32.66,,,-37.20,,34.26,-62.72,-13.09,22.30,76.06,55.25,2.41,-18.40,-38.65,1.24,37.32,29.52,74.94,44.31,5.08,26.73,-27.64,-3.43,-19.50,-15.34,70.33,45.71,94.06,32.28,-11.41,5.59,-14.74,2.26,-8.98,-11.64,-33.21,-39.88,-38.15,-42.42,58.79,38.46,119.01,153.46,-40.53,1.54,-32.12
EVEBITDACurrent_qq,,,,,-26.83,136.80,-38.15,37.14,-17.64,32.34,-10.67,-6.12,-22.59,11.48,-17.55,74.63,-11.78,-31.27,18.95,-3.42,-22.43,20.58,4.80,20.56,10.11,-5.91,74.26,-56.62,101.01,-48.38,86.57,-56.18,99.54,-47.67,36.94,-23.15,186.47,-66.24,156.57,-68.46,151.56,15.27,-2.55,1.85,-15.78,28.84,-7.15,12.62
EVEBITDACurrent_sq,,,,,107.84,-37.93,15.14,-9.61,-42.29,44.69,62.02,30.13,-49.11,-4.55,29.10,-2.16,-16.03,29.48,21.76,32.15,-30.73,-5.72,46.84,-24.54,-7.56,-21.41,54.44,51.82,-20.93,4.66,5.27,1.68,-5.76,-15.49,26.27,-9.49,-8.52,-36.12,13.66,-6.88,-14.83,76.15,-0.89,47.29,-1.43,-58.67,69.22,-1.53
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,,17.35,183.41,,,-80.57,,-74.52,20.29,-5.69,-23.01,-13.90,-2.67,9.05,30.20,-34.33,-39.96,-26.10,-41.01,21.88,55.08,-0.94,18.96,-12.12,-42.07,-22.31,-26.92,-9.95,0.16,-16.26,2.42,-6.19,18.99,25.59,-6.78,-2.83,-16.51,-15.32,5.75,23.10,30.64,44.20,26.88,3.81,14.50,-14.44,7.19,-1.39
ROE_sy,,155.35,2.94,,,36.15,,15.26,-28.72,-9.80,-42.22,-14.41,52.97,-22.76,14.10,1.20,-30.60,-41.20,-36.63,-35.14,-26.47,8.38,-30.94,-18.03,-47.01,-55.31,-29.44,-60.84,-64.16,8.32,6.91,87.22,103.50,45.12,33.17,9.97,43.98,16.81,42.86,-15.86,-26.45,-35.68,-42.31,12.41,13.92,26.62,68.22,8.96
ROE_qq,,,,,-80.23,16.46,7.02,3.41,-6.67,-8.69,-12.63,15.64,5.50,2.30,4.32,-41.67,-3.55,25.92,-16.73,20.51,22.73,-19.56,,-10.98,-19.10,7.87,-5.93,9.69,-10.01,-9.82,15.06,0.47,14.13,-4.81,-14.60,4.74,-1.94,-3.46,6.66,21.92,4.07,6.56,-6.15,-0.25,14.79,-20.37,17.57,-8.24
ROE_sq,,,,,59.57,0.79,-1.23,-27.44,-1.32,27.54,-36.73,7.49,76.37,-35.59,-6.55,-4.67,20.95,-45.43,0.70,-2.41,37.11,-19.56,,15.82,-11.36,-32.17,1.32,-35.72,-18.86,105.00,,12.56,-11.81,46.19,-8.24,-7.05,15.47,18.60,12.23,-45.26,0.94,3.71,0.67,6.67,2.29,15.27,33.75,-30.91
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,,32.61,338.34,,,-61.67,,-61.82,26.10,-19.70,-30.84,-15.16,-2.75,17.16,32.40,-49.14,-58.85,-41.08,-50.64,24.10,63.06,2.72,8.58,-29.58,-52.10,-39.13,-39.72,-14.69,-0.68,-16.77,2.95,-3.32,22.11,23.88,-13.38,-23.75,-31.48,-30.72,-8.09,20.49,28.46,42.17,28.80,8.16,15.19,-9.17,8.70,-2.20
ROA_sy,,77.37,48.66,,,42.81,,12.49,16.53,-12.65,-40.63,-42.21,-4.13,-14.72,15.99,11.10,-35.39,-34.90,-23.33,-16.54,-8.38,-14.70,-42.54,-39.12,-73.62,-87.33,-107.77,-91.75,-66.26,454.67,1294.74,1051.28,289.09,9.38,-0.22,9.35,51.17,13.41,42.16,17.31,-26.74,-20.93,-39.44,-27.43,-33.76,6.86,18.46,-39.23
ROA_qq,,,,,-72.13,23.70,10.98,-0.19,-7.97,-21.22,-4.42,22.44,5.50,-5.10,8.01,-52.97,-14.64,35.88,-9.51,18.24,12.16,-14.40,-4.35,-23.32,-23.71,8.78,-5.28,8.52,-11.18,-8.84,17.16,1.91,12.19,-7.52,-18.07,-10.29,0.82,-6.50,8.70,17.60,7.48,3.48,-1.53,-1.24,14.47,-18.41,17.85,-11.14
ROA_sq,,,,,45.00,-23.43,12.65,-10.05,50.21,-42.61,-23.44,-12.43,149.16,-48.95,4.13,-16.13,44.90,-48.55,22.62,-8.70,59.07,-52.10,-17.40,-3.27,-31.08,-76.99,-150.67,202.63,182.05,278.18,9.13,-1.10,-4.68,6.31,-0.44,8.39,31.77,-20.25,24.81,-10.56,-17.71,-13.92,-4.41,7.18,-24.88,38.85,5.96,-45.02
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,,46.11,312.93,,,27.53,,-27.87,-6.92,-18.63,-33.24,-20.48,-14.93,26.44,97.61,-8.17,-10.27,23.30,-18.99,68.52,96.95,-2.85,2.03,-21.29,-43.22,-23.43,6.71,32.47,52.99,32.06,17.36,-0.65,5.13,17.44,0.48,7.95,23.02,22.25,43.91,61.45,25.18,3.55,-12.54,-33.72,-32.90,-36.48,-27.30,-21.78
