,2004/Q4,2005/Q4,2006/Q4,2007/Q4,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
WKCurrent_yy,,169.11,1.19,1.46,,,-12.24,,-38.63,,-3.70,-4.12,0.54,,35.19,40.49,42.93,23.47,11.71,12.34,12.09,29.86,11.86,18.50,21.20,19.77,16.87,6.88,2.11,2.25,3.53,5.79,7.25,8.51,9.14,10.20,7.00,5.74,2.82,2.06,2.40,3.30,6.08,3.48,0.92
WKCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_qq,,,,,,-100.00,,1.63,-3.11,-100.00,,1.19,1.60,1.01,30.18,5.16,3.36,-12.74,17.78,5.76,3.13,1.09,1.45,12.03,5.48,-0.10,-1.01,2.46,0.78,0.04,0.23,4.70,2.17,1.22,0.81,5.71,-0.80,0.03,-1.98,4.93,-0.47,0.91,0.66,2.36,-2.94
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,,-62.84,-1.18,-1.44,,,13.96,,62.96,,3.84,4.30,-0.55,,-26.03,-28.83,-30.03,-19.01,-10.48,-10.99,-10.78,-22.99,-10.60,-15.60,-17.50,-16.52,-14.42,-6.44,-2.06,-2.20,-3.42,-5.47,-6.77,-7.83,-8.38,-9.26,-6.53,-5.43,-2.72,-2.01,-2.36,-3.22,-5.74,-3.37,-0.91
CWKCurrent_sy,,-20.83,8.00,-10.93,,,-7.88,,45.18,,54.06,-0.95,-4.51,,16.58,-4.82,-13.35,-19.13,-15.85,-27.32,-23.02,-20.27,20.41,12.98,16.26,20.66,-23.56,95.68,44.73,31.23,-5.06,-35.07,-14.00,-6.45,-15.74,-14.23,-12.21,-14.74,-6.90,-7.48,-6.12,-4.59,-5.70,-5.90,1.05
CWKCurrent_qq,,,,,,,,-1.61,3.22,,,-1.17,-1.58,-1.00,-23.18,-4.90,-3.25,14.60,-15.10,-5.44,-3.03,-1.07,-1.44,-10.74,-5.21,0.09,1.04,-2.41,-0.77,-0.05,-0.22,-4.48,-2.13,-1.19,-0.81,-5.40,0.81,-0.03,2.02,-4.70,0.46,-0.91,-0.63,-2.31,3.01
CWKCurrent_sq,,,,,,,,28.84,7.37,,,-17.17,3.50,-1.02,37.38,-32.37,-5.77,-7.62,42.95,-41.60,-0.19,-4.32,115.88,-45.20,2.70,-0.70,36.78,40.28,-24.04,-9.96,-1.05,-4.07,0.61,-2.05,-10.87,-2.35,2.98,-4.87,-2.68,-2.96,4.49,-3.32,-3.81,-3.16,12.21
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,,9.80,3.27,37.99,,,155.48,,-52.93,,13.80,-41.25,-31.40,,-361.63,-304.54,-311.49,-230.81,70.54,116.66,144.43,69.57,59.98,518.45,-0.52,132.27,-273.68,-131.19,-154.48,-562.45,35.75,107.98,192.20,88.27,85.16,314.78,-232.39,-1501.82,-1694.51,-595.70,-181.17,-24.89,-3.39,-42.90,-55.79
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,,,-100.00,,79.29,-22.03,-100.00,,-7.44,-8.94,19.04,-360.77,27.63,5.85,26.37,41.27,140.92,151.12,-150.42,22.76,732.32,-59.60,-83.65,-994.56,47.22,29.44,-38.83,-24.29,106.55,715.30,-117.66,-57.22,283.19,-360.23,-113.72,-76.13,49.40,-47.61,5.07,-45.81,30.06,-60.93
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,,,,,,,,112.44,,-12.12,70.21,45.76,,,,,,,,,,,-83.83,0.52,,,,,,,,,,,-75.89,,,,,,,,,
CWKGrahamCurrent_sy,,,,,,,,,142.63,,-12.12,30.09,11.46,,,,,,,,,,,-74.41,12.49,,,,,,,,,,,-86.22,,,,,,,,,
CWKGrahamCurrent_qq,,,,,,,,-44.22,28.25,,,8.03,9.82,-15.99,,,,,,,-60.18,,,,147.55,511.45,,,,,,,-87.73,,,,,,,,,,,,
CWKGrahamCurrent_sq,,,,,,,,-44.22,28.25,,,-17.44,9.88,-24.43,,,,,,,-43.70,,,,147.55,219.97,,,,,,,-85.49,,,,,,,,,,,,
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,,3.85,2.42,6.24,,,-35.11,,-40.43,-14.25,-11.21,-5.80,4.34,26.40,56.57,102.99,130.43,63.78,71.24,49.15,40.56,88.20,32.98,-18.34,-23.27,-22.64,-10.58,25.10,13.08,6.95,0.79,1.87,2.99,3.85,1.11,-3.80,-4.07,-9.23,-10.40,-4.88,-3.45,2.89,7.26,2.71,4.59
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,,,-36.52,-1.04,-2.58,-2.65,-8.63,2.47,3.35,7.83,10.68,26.93,33.99,22.41,-21.33,32.72,16.70,15.36,5.33,-6.22,-28.34,8.39,6.20,8.40,0.26,-2.02,0.44,2.15,1.33,-0.94,1.28,-0.55,-3.58,-1.22,-4.16,-1.84,2.36,0.26,2.13,2.33,-1.98,2.10
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,,-3.70,-2.38,-5.86,,,54.09,,67.88,16.61,12.63,6.16,-4.15,-20.88,-36.13,-50.74,-56.60,-38.94,-41.60,-32.95,-28.85,-46.87,-24.81,22.47,30.31,29.28,11.83,-20.07,-11.56,-6.48,-0.79,-1.82,-2.92,-3.71,-1.08,3.92,4.26,10.16,11.62,5.12,3.57,-2.81,-6.79,-2.63,-4.41
CPCurrent_sy,,15.95,-1.90,-12.17,,,12.23,,52.68,44.16,27.60,23.25,3.05,-24.33,-24.74,-35.89,-36.55,-28.45,9.40,-20.75,-5.15,-1.66,-10.32,13.22,4.83,8.02,-1.28,56.02,35.08,25.26,5.02,-17.49,-4.41,0.29,-11.91,-9.13,-11.25,-9.86,3.53,-2.19,-2.75,-6.95,-9.10,-2.75,-3.68
CPCurrent_qq,,,,,,57.56,1.05,2.66,2.72,9.44,-2.40,-3.24,-7.26,-9.66,-21.22,-25.37,-18.30,27.09,-24.64,-14.32,-13.30,-5.10,6.65,39.56,-7.75,-5.85,-7.74,-0.25,2.07,-0.45,-2.12,-1.29,0.93,-1.25,0.55,3.71,1.26,4.33,1.88,-2.34,-0.23,-2.09,-2.29,2.02,-2.06
CPCurrent_sq,,,,,,23.68,6.33,5.07,10.49,16.78,-5.88,1.49,-7.62,-14.25,-6.39,-13.55,-8.57,-3.29,43.13,-37.38,9.43,0.26,30.53,-20.93,1.31,3.31,19.29,24.95,-12.28,-4.20,0.02,-1.83,1.63,0.50,-12.15,1.27,-0.74,2.07,0.90,-4.32,-1.31,-2.33,-1.43,2.37,-2.26
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,,65.40,-65.37,100.65,,,-20.15,,-46.03,-101.39,-105.86,-118.71,-94.69,4378.41,9303.13,3620.51,17220.11,699.11,-27.98,-23.93,-27.79,-14.67,-36.22,-40.40,-14.39,-1.08,48.64,-15.15,-75.34,-77.58,-65.82,-14.57,106.72,189.77,161.31,61.94,31.74,-8.82,-50.07,-56.63,-37.95,-14.02,51.28,52.58,-23.82
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,,,-24.84,-2.60,-6.86,-20.84,-101.93,-311.36,-197.61,122.46,1455.79,784.87,13.84,10.51,-28.22,-20.25,20.25,4.89,-15.17,-40.39,12.37,50.66,-1.99,-10.42,-35.85,-56.22,-10.88,36.53,60.36,5.95,24.92,23.12,-0.62,-13.81,-13.54,-32.57,-13.69,23.33,19.79,18.64,-12.95,-38.42
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,-39.54,188.76,-50.16,,,25.23,,85.30,,,,1783.86,,,,-99.42,-87.49,38.84,31.45,38.49,17.19,56.78,67.77,16.81,1.10,-32.72,17.85,305.49,345.96,192.61,17.06,-51.62,-65.49,-61.73,-38.25,-24.09,9.68,100.27,130.58,61.15,16.31,-33.90,-34.46,31.27
CZCurrent_sy,,24.51,5.37,-60.70,,,180.19,,1752.00,,,,107.88,,,,-97.64,-75.07,-59.62,-54.42,-22.47,5.03,-65.46,154.99,142.81,183.38,238.29,296.14,195.02,122.33,-32.03,-66.36,-66.79,-70.06,-53.22,-46.90,-26.58,-11.17,31.46,57.69,32.16,18.60,-10.07,-13.08,8.76
CZCurrent_qq,,,,,,33.05,2.68,7.37,26.33,,,,,-93.57,-88.70,-12.16,-9.51,39.31,25.39,-16.84,-4.66,17.89,67.75,-11.01,-33.62,2.03,11.63,55.88,128.39,12.21,-26.75,-37.64,-5.62,-19.95,-18.78,0.63,16.02,15.67,48.31,15.86,-18.92,-16.52,-15.71,14.87,62.40
CZCurrent_sq,,,,,,39.51,100.15,158.16,156.91,,,,,-92.08,185.78,-83.75,-35.82,-16.38,362.90,-81.66,9.17,13.29,52.22,35.44,3.96,32.23,81.71,58.59,-22.58,-0.35,-44.45,-21.50,-23.57,-10.17,-13.19,-10.90,5.67,8.68,28.47,6.88,-11.44,-2.47,-2.58,3.30,10.81
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,,28.29,-64.03,57.94,,,-26.47,,-56.01,-96.73,-116.41,-121.81,-89.04,1710.04,3041.84,3242.84,10531.68,864.55,-16.00,-16.23,-31.71,-25.43,-36.05,-49.73,-25.10,-11.05,21.34,-15.97,-74.96,-72.67,-56.69,4.34,169.41,205.42,172.77,76.24,33.49,-2.39,-48.13,-57.98,-40.49,-18.01,39.67,44.68,-18.71
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,,,-33.26,7.99,-14.08,-28.97,-95.04,-641.95,-14.20,135.70,719.12,780.82,22.00,20.78,-25.69,-23.29,21.66,-1.54,-18.85,-34.22,-4.35,46.70,-3.63,-10.27,-33.76,-56.28,5.17,42.18,59.59,12.89,19.23,26.98,3.11,-14.49,-12.81,-32.53,-16.46,21.09,20.12,14.94,-13.46,-31.97
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,-22.05,178.03,-36.69,,,36.00,,127.33,2958.05,,,812.31,-94.48,,,-99.06,-89.63,19.05,19.37,46.44,34.10,56.38,98.92,33.51,12.42,-17.59,19.00,299.27,265.87,130.91,-4.16,-62.88,-67.26,-63.34,-43.26,-25.09,2.44,92.79,137.97,68.04,21.97,-28.40,-30.88,23.02
CZOCurrent_sy,,40.08,18.73,-36.57,,,8.69,,94.59,1917.21,,,151.37,-90.61,,,-87.97,-82.37,-49.34,-43.31,17.12,54.35,6.30,173.45,123.07,165.33,18.53,32.70,21.53,-13.07,-7.07,-38.73,-48.00,-48.49,-53.88,-40.28,-17.83,-8.13,38.51,59.74,36.44,25.46,-2.36,-3.39,11.48
CZOCurrent_qq,,,,,,49.83,-7.40,16.38,40.79,1915.48,,,,-87.80,-88.65,-18.03,-17.21,34.57,30.36,-17.81,1.56,23.23,52.03,4.55,-31.83,3.76,11.44,50.97,128.71,-4.92,-29.67,-37.34,-11.42,-16.13,-21.25,-3.02,16.95,14.69,48.20,19.71,-17.42,-16.75,-13.00,15.56,46.99
CZOCurrent_sq,,,,,,48.93,-22.27,35.45,24.10,1443.83,,,,-42.33,-2.48,-65.99,-37.10,-15.49,180.18,-61.94,29.95,11.37,92.97,-2.09,6.00,32.47,-13.79,9.62,-2.91,-5.24,-7.84,-27.73,-17.60,-6.13,-17.50,-6.42,13.38,4.95,24.39,7.92,-3.16,-3.50,-3.20,6.78,11.75
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,,-2.20,2.62,2.07,,,9.00,,0.06,,-15.80,3.57,-10.64,-10.35,18.24,0.30,12.12,28.10,10.05,3.66,-7.90,-4.00,4.96,-9.77,11.03,2.99,4.10,26.64,11.16,4.92,-3.33,-10.84,-5.08,-1.58,-1.42,12.94,14.84,16.27,14.50,13.97,9.53,3.89,-8.57,-5.33,-9.49
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,,,-3.38,5.58,-8.04,6.66,-3.44,-11.11,13.12,-7.97,-3.13,17.25,-4.05,2.88,10.68,0.73,-9.62,-8.59,15.36,10.13,-22.31,12.48,7.01,11.32,-5.49,-1.26,1.00,2.57,-12.82,5.11,4.73,2.73,-0.13,6.88,6.03,1.17,-0.58,2.71,0.57,-10.96,2.93,-1.80
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,,-5.83,0.20,-3.93,,,67.97,,67.96,16.61,-5.17,9.94,-14.36,-29.07,-24.48,-50.59,-51.33,-21.79,-35.73,-30.49,-34.48,-49.00,-21.09,10.51,44.69,33.17,16.44,1.19,-1.69,-1.91,-4.09,-12.45,-7.85,-5.24,-2.52,17.39,19.72,28.10,27.80,19.81,13.44,0.96,-14.75,-7.83,-13.47
EVPCurrent_sy,,11.11,-4.05,-16.24,,,50.30,,61.42,40.57,7.78,-4.47,-10.85,-23.99,-7.94,-34.06,-41.52,-22.71,1.54,-26.86,-18.78,-35.27,4.07,3.83,13.38,46.68,13.49,175.61,162.76,111.31,18.93,-9.19,-7.56,-9.65,-36.77,-32.84,-33.73,-32.11,1.60,2.37,4.25,13.40,-4.76,1.45,-1.00
EVPCurrent_qq,,,,,,52.22,6.68,-5.60,9.56,5.68,-13.24,9.45,-14.65,-12.47,-7.63,-28.40,-15.93,40.67,-24.10,-22.56,-20.75,9.50,17.43,8.45,3.76,0.78,2.69,-5.75,0.80,0.55,0.41,-13.97,6.10,3.40,3.29,3.60,8.20,10.64,3.04,-2.87,2.45,-1.54,-12.99,5.01,-3.82
EVPCurrent_sq,,,,,,18.97,16.51,13.86,2.28,3.60,-10.66,0.92,-4.56,-11.68,8.21,-27.71,-15.35,16.72,42.17,-47.93,-6.00,-6.97,128.57,-48.05,2.64,20.35,76.85,26.16,-2.14,-3.21,-0.46,-3.68,-0.39,-5.40,-30.34,2.31,-1.71,-3.09,4.26,3.09,0.09,5.41,-12.44,9.81,-2.33
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,,-23.77,185.33,-35.37,,,48.24,,127.46,2958.05,-612.98,-574.78,715.26,-95.05,104.02,103.19,-98.95,-86.72,31.01,23.75,34.87,28.73,64.14,79.48,48.24,15.79,-14.21,50.69,343.82,283.86,123.21,-14.55,-64.77,-67.77,-63.86,-35.91,-13.97,19.11,120.75,171.23,84.06,26.72,-34.53,-34.57,11.34
EVEBITCurrent_sy,,29.47,0.50,-28.75,,,52.94,,-1.45,-13.45,-126.18,2632.07,448.33,67.84,906.22,29.16,-88.01,-68.85,-36.14,-44.24,21.40,37.23,-2.34,179.57,125.37,199.65,26.63,85.36,38.66,-8.26,-19.25,-50.35,-40.79,-46.54,-46.65,-30.98,-18.17,-3.01,23.89,38.52,20.37,8.19,-11.11,-12.66,13.34
EVEBITCurrent_qq,,,,,,44.76,-2.23,7.02,50.17,1846.21,-116.40,0.95,357.86,-88.18,-86.69,-21.35,-14.82,48.93,31.31,-25.71,-7.17,42.16,67.43,-18.77,-23.32,11.03,24.06,42.68,125.82,-3.97,-27.86,-45.38,-6.89,-12.16,-19.10,-3.14,24.99,21.61,49.94,19.01,-15.18,-16.28,-22.54,18.94,44.34
EVEBITCurrent_sq,,,,,,38.25,14.91,-98.01,3009.56,21.43,-134.76,308.17,524.09,-62.83,66.96,-66.65,-42.07,-3.42,242.30,-70.88,26.12,9.17,143.59,-16.65,1.68,45.15,2.93,22.01,-23.94,-3.97,-9.40,-24.98,-9.28,-13.30,-9.58,-2.94,7.56,2.75,15.50,8.51,-6.53,-7.65,-5.11,6.63,21.29
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,,-24.53,68.03,-15.88,,,66.12,,87.93,92.87,103.03,125.88,26.57,-45.20,-84.72,-88.96,-86.36,-69.42,20.51,15.12,21.45,8.31,32.24,52.51,30.49,2.41,-20.98,2.49,86.84,76.98,46.45,-6.03,-33.12,-35.18,-38.07,-16.99,-3.24,14.97,58.13,72.79,38.66,10.04,-26.97,-26.39,-12.50
EVEBITDACurrent_sy,,29.17,-6.92,-23.77,,,61.42,,109.71,99.87,14.97,38.50,27.15,-44.42,6.64,-55.64,-69.34,-45.66,-12.16,-35.41,17.32,23.66,39.50,105.18,65.97,100.50,-2.02,75.38,60.87,22.58,-22.04,-39.90,-37.86,-42.12,-30.59,-22.72,-15.30,-5.10,15.27,17.81,10.57,9.68,-14.57,-9.48,11.12
EVEBITDACurrent_qq,,,,,,49.49,2.99,-1.28,23.64,53.43,8.42,9.83,-30.72,-33.58,-69.77,-20.64,-14.39,48.88,19.14,-24.19,-9.68,32.77,45.46,-12.57,-22.72,4.20,12.24,13.40,40.88,-1.30,-7.12,-27.24,0.26,-4.34,-11.27,-2.47,16.88,13.66,22.05,6.57,-6.21,-9.81,-19.00,7.43,11.49
EVEBITDACurrent_sq,,,,,,35.54,22.50,19.46,5.73,29.18,-29.53,43.91,-2.94,-43.53,35.21,-40.14,-32.92,0.09,118.58,-55.99,21.85,5.49,146.59,-35.27,-1.44,27.44,20.51,15.86,-9.59,-2.89,-23.36,-10.69,-6.51,-9.55,-8.09,-0.55,2.47,1.33,11.64,1.64,-3.83,0.51,-13.05,7.69,18.06
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,,-38.53,-65.82,97.99,,,-8.97,,-11.96,,-106.04,-119.44,-94.69,,6950.00,2616.07,11948.00,547.00,-35.54,-32.29,-35.56,-34.30,-42.97,-49.69,-29.37,-17.38,27.17,-20.62,-75.86,-78.07,-66.97,-19.29,92.75,167.12,139.30,46.99,23.20,-13.83,-51.46,-57.52,-39.44,-16.79,42.61,47.66,-24.58
ROE_sy,,-28.93,-33.92,104.98,,,-67.24,,-240.71,,-343.01,69.49,49.56,,143.27,430.89,370.26,420.06,247.44,12.69,-20.57,-35.38,-25.40,-57.72,-56.66,-60.45,-26.00,-33.49,-53.60,-34.75,29.42,82.52,191.00,213.01,19.48,34.96,16.75,-9.39,-30.47,-39.39,-43.75,-29.23,-12.84,-7.03,1.05
ROE_qq,,,,,,,,-8.43,-18.23,,,-194.74,122.32,1432.00,579.63,8.26,6.88,-17.73,-32.28,13.71,1.73,-16.13,-41.22,0.31,42.81,-1.90,-9.52,-37.39,-56.56,-10.88,36.27,52.99,3.74,23.51,22.08,-6.03,-13.05,-13.61,-31.22,-17.77,23.96,18.70,17.88,-14.86,-36.68
ROE_sq,,,,,,,,-484.52,-2.74,,,51.73,-69.84,16.08,162.89,269.12,38.73,-0.62,-31.73,19.72,-2.21,-19.16,-21.18,-32.15,0.23,-26.22,47.48,-39.02,-30.07,3.75,192.53,-14.00,11.49,11.60,11.66,-2.86,-3.55,-13.39,-14.32,-15.32,-10.48,8.96,5.52,-9.67,-2.71
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,,1.14,-65.70,108.45,,,1.80,,-14.69,,-105.97,-118.75,-94.86,,4559.26,1820.51,7405.88,330.42,-22.51,-19.23,-10.34,-18.29,-41.05,-45.85,-25.61,-12.43,23.64,-25.21,-76.85,-78.52,-65.74,-17.08,95.43,170.11,147.21,48.08,22.86,-14.04,-52.26,-57.33,-39.11,-15.10,41.45,44.78,-28.82
ROA_sy,,1.16,-31.08,116.59,,,-68.84,,-138.24,,-175.91,56.77,54.37,,170.43,840.21,840.00,2748.48,324.38,31.20,1.21,-17.58,22.69,-60.21,-57.82,-67.98,-30.76,-44.57,-62.94,-41.91,-10.79,69.44,197.52,219.40,44.05,58.82,40.27,24.69,-10.13,-31.30,-43.18,-36.10,-17.49,-18.87,-18.37
ROA_qq,,,,,,,,-7.96,-20.43,,,-188.89,121.79,1447.06,357.79,11.46,-4.92,-11.29,-17.58,16.18,5.54,-19.14,-40.54,6.73,44.97,-4.82,-16.05,-35.44,-55.13,-11.68,33.91,56.22,5.77,22.08,22.55,-6.42,-12.24,-14.59,-31.93,-16.36,25.22,19.10,13.41,-14.40,-38.44
ROA_sq,,,,,,,,-207.26,-16.31,,,38.91,-22.78,71.30,427.27,541.98,22.74,2.70,-47.56,98.47,-5.31,-16.37,-21.93,-35.63,0.37,-36.51,68.79,-48.46,-32.89,-0.50,159.20,-2.11,17.84,6.82,16.90,7.93,4.07,-5.04,-15.74,-17.49,-13.93,6.78,8.80,-18.87,-13.40
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,,23.54,-64.94,48.81,,,13.30,,-26.21,-96.25,-118.47,-123.23,-89.54,1354.55,1981.36,1642.75,4537.21,488.75,-50.95,-43.84,-51.40,-60.35,-51.88,-38.41,-2.37,14.86,35.69,-32.90,-77.80,-74.48,-57.10,2.56,160.95,194.52,170.16,83.16,39.23,7.60,-42.11,-55.85,-38.40,-20.32,30.19,40.87,-22.34
OPM_sy,,3.17,-30.37,49.34,,,-16.27,,-82.82,-100.00,-105.25,-121.31,-20.87,,1280.00,2393.18,856.41,429.70,97.22,-1.83,-45.54,-54.29,-24.92,-45.38,-36.71,-25.62,9.24,3.79,40.00,43.22,10.93,22.35,12.38,8.75,21.79,39.88,26.13,11.53,-12.02,-28.15,-34.21,-22.78,-11.59,-9.70,-5.62
OPM_qq,,,,,,5.21,9.04,-11.74,-27.13,-94.65,-636.36,-11.02,132.82,644.19,593.75,-8.96,-1.34,-5.52,-42.20,4.22,-14.63,-22.91,-29.85,33.40,35.34,-9.30,-17.13,-34.04,-55.22,4.29,39.27,57.70,13.93,17.70,27.75,6.92,-13.39,-9.04,-31.27,-18.45,20.82,17.66,12.30,-11.76,-33.39
OPM_sq,,,,,,-18.92,-18.12,-69.02,-16.46,-100.00,,-25.71,410.23,94.87,55.26,144.31,29.39,7.93,-42.19,21.61,-28.22,-9.42,-5.05,-11.53,-16.82,6.44,39.46,-15.94,12.20,8.89,8.02,-7.29,3.06,5.37,20.98,6.48,-7.08,-6.83,-4.57,-13.04,-14.92,9.36,9.26,-11.18,-11.07
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,,59.20,-66.22,89.04,,,22.97,,-9.45,-101.67,-106.60,-119.92,-94.90,3377.78,5974.29,1829.70,7409.52,387.80,-57.93,-49.00,-48.64,-54.69,-52.02,-27.05,11.60,27.91,66.02,-32.15,-78.21,-79.02,-66.04,-16.10,101.02,178.86,158.12,68.38,37.12,0.41,-44.21,-54.41,-35.73,-16.33,40.95,48.59,-27.22
ROS_sy,,19.81,-29.18,89.36,,,-58.04,,-122.62,-130.61,-147.08,-44.58,-5.42,67.23,205.88,596.25,609.35,1569.87,237.35,11.09,-25.69,-43.13,-8.33,-69.58,-62.47,-61.96,-0.80,3.44,-35.20,-29.44,3.62,89.37,197.97,192.00,37.09,29.65,16.35,27.40,-12.46,-25.17,-28.11,-19.12,-12.46,-11.93,-14.56
ROS_qq,,,,,,18.46,-1.67,-4.34,-18.74,-102.18,-288.89,-188.57,120.79,1304.76,596.95,-15.03,-9.73,-8.75,-39.89,3.01,-9.09,-19.51,-36.35,56.63,39.08,-7.74,-17.39,-35.99,-55.33,-11.17,33.71,58.12,7.03,23.23,23.77,3.15,-12.84,-9.76,-31.22,-15.73,22.89,17.48,15.85,-11.16,-39.81
