,2004/Q4,2005/Q4,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
WKCurrent_yy,46.83,34.23,28.96,,,,142.17,11.78,11.61,11.63,6.33,5.40,5.11,4.91,8.86,9.79,8.01,6.83,2.39,-1.49,-7.63,-8.78,-9.31,-7.10,-0.97,0.40,4.38,6.98,5.13,7.92,9.30,8.56,7.63,6.63,4.75,4.14,2.88,2.07,5.33,5.23,4.83,4.56,4.12,5.90,8.65,10.45,11.67,13.19,10.88
WKCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_qq,,,,123.46,1.34,1.30,5.57,3.14,1.18,1.32,0.56,2.24,0.90,1.13,4.34,3.12,-0.73,0.02,,-0.78,-6.92,-1.22,-0.58,1.63,-0.78,0.14,3.37,4.16,-2.49,2.79,4.70,3.45,-3.32,1.83,2.85,2.85,-4.50,1.04,6.13,2.75,-4.86,0.78,5.69,4.51,-2.39,2.45,6.86,5.93,-4.37
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,-31.89,-25.50,-22.46,,,,-58.71,-10.55,-10.41,-10.42,-5.95,-5.12,-4.86,-4.68,-8.14,-8.92,-7.42,-6.39,-2.33,1.52,8.26,9.63,10.27,7.64,0.98,-0.39,-4.21,-6.53,-4.88,-7.34,-8.50,-7.89,-7.09,-6.22,-4.54,-3.97,-2.79,-2.02,-5.06,-4.97,-4.61,-4.37,-3.96,-5.57,-7.96,-9.46,-10.45,-11.65,-9.82
CWKCurrent_sy,-27.85,-26.53,-8.73,,,,-0.68,10.99,-1.37,-10.41,0.15,-14.22,-11.37,3.06,-13.45,-9.43,-1.93,-5.21,-5.56,-8.99,-12.38,-5.49,-7.97,-25.76,-25.40,-22.18,-0.10,20.15,32.60,13.41,-3.00,10.30,5.85,2.34,4.90,-3.47,-2.57,-5.15,-10.58,-9.62,-6.52,-5.34,-4.27,-3.77,-3.00,-3.28,-3.73,-15.92,-21.37
CWKCurrent_qq,,,,-55.25,-1.32,-1.29,-5.27,-3.05,-1.17,-1.30,-0.55,-2.20,-0.89,-1.12,-4.16,-3.03,0.74,-0.03,,0.80,7.44,1.24,0.58,-1.61,0.78,-0.13,-3.27,-3.99,2.55,-2.71,-4.48,-3.34,3.44,-1.80,-2.77,-2.77,4.71,-1.02,-5.78,-2.68,5.11,-0.77,-5.38,-4.31,2.45,-2.39,-6.42,-5.60,4.58
CWKCurrent_sq,,,,0.34,-3.78,7.24,-4.07,12.13,-14.49,-2.59,7.23,-3.96,-11.65,13.27,-9.94,0.49,-4.33,9.48,,-3.16,-7.89,18.09,-12.63,-21.88,-7.44,23.19,12.15,-6.04,2.15,5.36,-4.07,6.84,-1.97,1.87,-1.68,-1.69,-1.06,-0.82,-7.31,-0.64,2.34,0.42,-6.26,-0.11,3.17,0.13,-6.69,-12.77,-3.52
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,-16.17,-7.93,13.65,,,,342.51,-41.36,-45.58,-34.09,-29.15,-4.82,45.62,50.68,54.77,28.71,-59.02,-135.28,-169.59,-179.99,-336.51,-197.66,-75.54,-44.27,-11.79,6.08,27.99,40.06,34.01,44.98,50.55,54.05,42.09,45.32,44.10,72.01,50.19,46.87,92.10,229.96,41.28,60.55,918.88,197.11,215.78,355.61,95.03,66.41,99.88
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,463.72,-4.84,-16.32,-16.27,-12.05,-11.69,1.35,-9.99,18.16,35.11,4.87,-7.55,-1.74,-56.98,-190.27,-82.37,-12.94,-27.20,-13.61,-7.55,7.18,1.44,4.55,17.53,22.75,-8.53,20.42,25.89,28.21,-36.77,24.87,24.24,64.05,-143.44,19.87,88.74,691.69,-209.99,46.17,333.74,114.68,-57.14,18.85,78.34,83.17,-48.52
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,,,,,,,70.52,83.75,51.71,41.14,5.06,-31.33,-33.63,-35.39,-22.31,144.00,,,,,,,,,,,,,,,,,,,,,,,,,,,-66.34,,,-48.73,-39.91,-49.97
CWKGrahamCurrent_sy,,,,,,,,166.86,56.49,-22.40,6.85,-26.19,-44.71,-51.06,-64.09,-32.18,-25.75,,,,,,,,,,,,,,,,,,,,,,,,,,,-27.14,,,71.49,23.80,-13.08
CWKGrahamCurrent_qq,,,,,5.08,19.51,19.43,13.70,13.23,-1.33,11.11,-15.37,-25.99,-4.64,8.17,1.77,132.44,,,,,,,,,,,,,,,,,,,,,,,,,,,-53.42,133.27,-15.85,-43.93,-45.41,94.23
CWKGrahamCurrent_sq,,,,,98.10,122.95,-38.42,-1.88,16.17,10.55,-15.21,-32.22,-12.98,-2.14,-37.79,28.01,-4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,32.70,6.55,-1.04,22.56,-4.20,-25.19
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,26.19,17.69,10.12,,,,-12.29,20.10,24.29,22.22,20.13,13.01,10.42,5.62,2.48,3.49,2.25,5.38,5.35,2.18,1.67,-5.03,-14.72,-11.53,-10.68,-3.40,21.87,23.00,18.90,15.31,1.79,-2.58,2.04,3.02,2.11,7.27,3.52,4.10,8.46,6.00,7.56,6.76,7.73,10.96,17.31,20.66,21.31,19.68,10.26
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,-22.24,1.16,5.88,5.32,6.47,4.69,4.12,3.52,0.16,2.29,-0.41,0.45,1.14,1.06,2.64,0.42,-1.90,0.55,-4.13,-9.82,1.77,1.52,3.69,13.76,2.72,-1.86,0.55,0.42,-1.69,2.79,1.51,-0.46,3.28,-0.80,2.09,3.70,0.94,0.65,1.33,4.65,3.97,6.42,4.21,5.22,2.57,-1.96
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,-20.75,-15.03,-9.19,,,,14.00,-16.74,-19.54,-18.18,-16.75,-11.50,-9.44,-5.32,-2.43,-3.36,-2.20,-5.10,-5.07,-2.14,-1.64,5.29,17.26,13.03,11.95,3.53,-17.96,-18.71,-15.89,-13.29,-1.76,2.65,-2.01,-2.92,-2.05,-6.76,-3.39,-3.94,-7.81,-5.67,-7.04,-6.34,-7.16,-9.86,-14.76,-17.12,-17.57,-16.47,-9.32
CPCurrent_sy,-5.20,-2.24,-15.61,,,,-14.80,-12.86,-19.54,-11.72,-14.75,-0.96,4.40,9.90,2.42,1.49,0.75,-11.30,-2.87,-16.74,-18.57,-13.36,-12.47,9.28,2.24,6.91,-8.20,-24.75,-24.50,-24.38,0.06,-1.65,1.69,5.52,-7.19,0.43,8.18,6.29,3.37,0.94,-1.45,-1.94,-6.96,-10.61,-14.15,-18.14,-7.35,-15.60,-14.82
CPCurrent_qq,,,,28.61,-1.14,-5.56,-5.05,-6.08,-4.47,-3.96,-3.39,-0.15,-2.24,0.42,-0.45,-1.11,-1.06,-2.57,-0.42,1.94,-0.55,4.30,10.90,-1.74,-1.50,-3.55,-12.11,-2.64,1.91,-0.57,-0.42,1.72,-2.71,-1.49,0.48,-3.17,0.81,-2.05,-3.58,-0.93,-0.64,-1.32,-4.43,-3.81,-6.04,-4.05,-4.95,-2.52,2.00
CPCurrent_sq,,,,1.00,3.47,-12.47,-6.86,3.30,-4.47,-3.96,-10.05,20.01,0.70,1.11,-16.18,18.92,-0.03,-10.99,-8.21,1.94,-2.23,-5.29,-7.27,27.27,-8.53,-0.96,-20.38,4.33,-8.23,-0.80,5.35,2.54,-5.11,2.93,-7.34,10.97,2.22,1.13,-9.89,8.36,-0.21,0.64,-14.50,4.11,-4.16,-4.05,-3.23,-5.16,-3.27
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,74.36,5.96,16.31,,,,14.62,14.64,9.50,4.98,-41.83,-49.21,-51.13,-52.83,48.72,90.99,64.94,45.70,-68.83,-115.09,-200.91,-235.19,-943.16,-1274.51,-66.57,-39.24,119.78,135.39,152.75,182.70,155.02,54.26,76.19,8.61,-12.99,-14.57,-37.64,-40.45,9.40,16.12,29.98,42.40,-10.68,10.79,46.65,73.22,100.83,83.51,39.22
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,0.76,4.08,5.37,3.72,0.78,-0.59,1.02,-42.53,-12.01,-4.35,-2.48,81.19,13.00,-17.39,-13.86,-61.23,-154.69,-452.55,-15.40,-141.77,10.84,33.04,3.54,134.34,59.52,-0.18,51.23,5.90,-3.51,14.01,-6.77,-15.16,-5.26,-16.78,-10.97,55.86,0.56,-6.85,-2.46,-2.23,24.72,23.30,15.22,13.35,13.96,-6.45
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,-42.65,-5.63,-14.02,,,,-12.75,-12.77,-8.68,-4.75,71.93,96.90,104.62,111.98,-32.77,-47.64,-39.36,-31.35,220.89,,,,,,,,,,,,-60.79,-35.17,-43.24,-7.93,14.93,17.04,60.36,67.93,-8.60,-13.88,-23.07,-29.78,11.95,-9.73,-31.81,-42.27,-50.21,-45.51,-28.17
CZCurrent_sy,-32.00,8.56,-22.87,,,,-18.01,-20.87,-12.84,-16.25,-19.53,31.35,11.91,43.20,-27.29,-41.03,1.44,-13.42,22.88,,,,,,,,,,,,-31.41,-31.22,-25.97,8.09,9.72,-6.16,8.10,-29.84,-10.31,-12.79,-14.45,3.73,-25.13,-3.88,-10.20,-7.34,11.19,-22.35,-1.52
CZCurrent_qq,,,,-0.75,-3.92,-5.10,-3.59,-0.78,0.59,-1.01,74.02,13.64,4.53,2.55,-44.81,-11.50,21.06,16.10,157.98,,,,,,,,,-37.31,0.18,-33.88,-5.57,3.63,-12.29,7.27,17.87,5.54,20.18,12.33,-35.85,-0.55,7.36,2.53,2.27,-19.81,-18.91,-13.20,-11.78,-12.25,6.89
CZCurrent_sq,,,,-0.73,-15.82,3.57,-5.27,-4.19,-7.27,-0.49,-8.97,56.37,-20.99,27.34,-53.78,26.83,35.91,8.69,-34.41,,,,,,,,,8.36,-9.59,-21.65,-10.64,8.67,-2.69,14.40,-9.29,-7.06,12.09,-25.76,15.96,-9.63,9.97,-9.98,-16.30,16.01,2.74,-7.12,0.44,-18.98,30.30
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,11.61,12.02,33.47,,,,-16.20,-13.03,-10.37,-8.99,-22.82,-11.83,-17.89,-22.55,19.54,11.47,1.99,-10.39,-84.92,-134.72,-211.11,-233.28,-1606.95,-454.90,-31.86,-31.51,129.88,153.39,180.05,213.70,128.30,41.15,63.22,7.24,-17.54,-21.36,-38.68,-42.10,7.69,23.80,34.45,44.92,-2.19,7.87,39.65,70.15,76.81,82.93,42.37
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,-8.33,-4.33,0.08,-4.51,-4.86,-1.41,1.62,-19.02,8.68,-8.18,-4.15,24.98,1.34,-15.99,-15.78,-78.96,-333.30,-168.85,-1.02,-137.84,14.09,36.12,-0.75,154.04,53.50,-4.22,43.10,8.51,-5.09,10.75,-5.98,-16.57,-9.49,-13.64,-11.22,55.16,4.06,-6.21,-4.30,4.72,14.76,21.43,16.59,8.82,18.73,-5.49
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,-10.40,-10.73,-25.08,,,,19.33,14.99,11.56,9.88,29.57,13.41,21.79,29.11,-16.35,-10.28,-1.95,11.60,562.99,,,,,,,,,,,,-56.20,-29.16,-38.74,-6.76,21.27,27.17,63.09,72.71,-7.14,-19.22,-25.63,-31.00,2.24,-7.30,-28.39,-41.22,-43.44,-45.33,-29.76
CZOCurrent_sy,-11.35,-9.47,-25.33,,,,-1.52,14.48,16.96,-9.48,-39.78,16.75,-13.88,2.55,14.32,-36.62,-19.04,8.15,6.62,,,,,,,,,,,,-20.61,-29.14,-43.93,-27.46,-14.43,-1.58,-17.03,-24.40,-21.79,-12.29,14.10,20.62,2.22,-7.72,0.24,2.45,5.35,-3.23,-13.68
CZOCurrent_qq,,,,9.08,4.54,-0.08,4.73,5.12,1.42,-1.59,23.50,-7.99,8.92,4.32,-19.99,-1.32,19.03,18.75,375.33,,,,,,,,,-34.86,4.41,-30.12,-7.84,5.36,-9.71,6.36,19.86,10.48,15.79,12.63,-35.55,-3.90,6.61,4.49,-4.50,-12.86,-17.65,-14.23,-8.11,-15.77,5.81
CZOCurrent_sq,,,,-6.97,0.96,-8.37,14.44,8.14,3.14,-29.08,-23.88,109.66,-23.92,-15.55,-15.13,16.24,-2.83,12.82,-16.34,,,,,,,,,1.65,24.52,-19.58,-22.01,-9.27,-1.47,4.04,-8.00,4.36,-16.94,-5.20,-4.82,17.03,8.05,0.22,-19.34,5.65,17.37,2.43,-17.06,-2.95,4.69
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,0.06,-0.95,1.16,,,,-34.33,19.88,20.32,0.20,31.12,36.32,7.40,16.69,-8.08,-13.63,7.40,26.49,24.48,27.74,20.78,3.56,29.92,2.08,-0.10,-7.41,-1.74,1.09,-15.02,18.35,-14.10,-0.89,12.60,-14.35,-3.69,0.83,5.53,6.84,-2.54,1.09,-2.14,0.31,4.93,-1.58,2.40,-2.22,-1.13,-9.38,-6.18
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,-45.85,7.55,11.82,0.85,-1.15,7.94,-6.88,31.97,2.77,-14.96,1.17,3.96,-3.43,5.74,19.15,2.31,-0.90,-0.02,2.16,28.35,-22.13,-2.16,-5.32,36.22,-19.89,-17.75,31.85,-1.12,-7.57,-6.56,0.30,11.18,-3.24,-2.20,1.55,1.41,0.37,-5.32,4.08,6.09,-5.86,-1.50,-0.61,7.27,-13.72,1.99
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,-20.70,-15.84,-8.14,,,,-25.12,-0.19,-3.21,-18.02,9.13,20.61,-2.72,10.49,-10.30,-16.52,5.02,20.03,18.17,25.00,18.82,9.06,52.34,15.39,11.84,-4.17,-19.38,-17.81,-28.53,2.65,-15.60,1.73,10.36,-16.87,-5.66,-6.02,1.94,2.62,-10.16,-4.62,-9.02,-6.04,-2.59,-11.30,-12.71,-18.95,-18.51,-24.29,-14.91
EVPCurrent_sy,11.44,0.34,-23.53,,,,-2.26,6.66,-7.03,-25.01,6.62,-1.87,5.23,38.16,-2.36,-3.79,-2.43,-16.94,-9.31,-12.14,-27.26,-13.36,-2.24,-7.68,59.20,6.52,-2.33,22.31,-3.18,19.70,-5.01,5.00,1.29,20.91,-15.41,-3.64,-7.13,-8.52,4.04,-11.26,-6.40,0.49,5.22,-6.50,-10.60,-17.77,-7.91,-8.56,-13.28
EVPCurrent_qq,,,,-30.36,6.32,5.60,-4.24,-7.16,3.10,-10.56,27.47,2.61,-16.85,1.59,3.49,-4.50,4.61,16.10,1.89,1.02,-0.57,6.56,42.32,-23.48,-3.63,-8.69,19.74,-21.99,-16.20,31.15,-1.56,-5.97,-9.10,-1.20,11.71,-6.33,-1.39,-0.54,-2.20,-0.56,-5.94,2.72,1.39,-9.44,-7.44,-4.62,1.93,-15.86,4.02
EVPCurrent_sq,,,,-7.37,1.37,-10.72,16.58,1.09,-11.64,-27.99,65.77,-6.96,-5.25,-5.45,17.15,-8.32,-3.91,-19.51,27.92,-11.19,-20.45,-4.13,44.32,-16.13,37.18,-35.86,32.33,5.04,8.59,-20.70,5.02,16.10,4.76,-5.34,-26.53,32.26,0.96,-6.76,-16.44,12.82,6.48,0.10,-12.50,0.25,1.81,-7.92,-2.01,-0.46,-3.44
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,-10.35,-11.57,-24.21,,,,-21.64,37.85,34.23,10.09,69.89,54.61,30.81,50.66,-23.11,-22.51,5.30,41.16,725.28,-467.97,-208.71,-177.70,-108.62,81.61,24.24,29.59,428.87,289.34,206.17,204.08,-62.37,-29.79,-31.02,-20.14,16.80,28.22,72.10,84.53,-9.50,-18.34,-27.22,-30.79,7.28,-8.76,-26.68,-42.53,-44.08,-50.47,-34.10
EVEBITCurrent_sy,-12.31,6.60,-31.71,,,,-4.08,38.60,33.68,-44.98,-26.43,-1.86,-9.42,119.31,7.96,-17.11,-6.47,-28.18,16.85,3.63,-0.81,-3.47,-8.99,-20.16,-4.28,34.48,32.17,88.86,53.32,30.30,9.43,-32.96,-33.83,-17.96,-34.86,-4.52,15.42,-8.16,2.77,-7.46,-18.51,-8.07,-11.22,-22.06,-13.18,2.16,32.27,5.97,5.69
EVEBITCurrent_qq,,,,-40.94,12.43,11.73,5.61,3.91,9.47,-8.36,62.98,-5.44,-7.37,5.54,-16.82,-4.70,25.86,41.49,386.30,-142.49,62.82,-1.13,46.04,9.36,-53.15,6.01,352.06,-47.81,-14.13,-7.86,-8.87,-2.62,-15.63,6.67,33.27,6.90,13.25,14.38,-34.64,-3.54,0.94,8.76,1.31,-17.97,-18.88,-14.75,-1.43,-27.33,7.92
EVEBITCurrent_sq,,,,-17.24,-1.29,-5.78,24.62,19.58,-4.79,-61.22,66.64,59.53,-12.13,-6.11,-17.97,22.48,-0.85,-27.90,33.44,8.62,-5.09,-29.83,25.81,-4.71,13.78,-1.41,23.65,36.16,-7.63,-16.22,3.84,-16.58,-8.84,3.88,-17.55,22.28,10.19,-17.34,-7.74,10.11,-2.97,-6.75,-10.90,-3.33,8.08,9.73,15.37,-22.55,7.80
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,-11.29,-17.41,-19.59,,,,1.87,67.89,59.84,26.37,4.69,-1.16,-18.72,-4.65,-23.47,-23.29,3.06,31.44,154.28,616.10,-970.99,-1241.92,-177.95,-133.75,-31.95,18.14,172.80,142.04,106.42,106.65,-40.60,-15.57,-12.69,-17.70,6.64,13.82,36.20,40.28,-7.34,-11.25,-17.35,-17.73,4.87,-5.82,-15.46,-28.61,-30.29,-39.58,-27.45
EVEBITDACurrent_sy,15.19,2.44,-12.84,,,,-3.56,46.13,71.66,26.37,-2.45,27.51,-9.51,-9.99,-15.46,-43.89,-21.05,-4.55,-11.91,30.16,-5.52,-18.00,27.73,-18.90,23.86,44.09,21.46,36.59,22.19,19.69,-3.67,-22.27,-35.52,-32.02,-17.59,-4.84,3.79,-3.19,-25.27,-21.56,1.26,-1.88,11.67,5.84,21.16,20.59,12.58,9.12,-15.45
EVEBITDACurrent_qq,,,,-38.92,11.16,10.41,35.90,0.66,5.83,-12.71,12.58,-4.97,-12.97,2.41,-9.64,-4.75,16.92,30.61,74.82,168.25,-242.21,-71.23,88.07,-16.15,-455.93,-6.24,110.61,-32.91,-15.14,10.16,-5.28,-4.64,-12.26,3.84,22.73,1.79,4.99,6.95,-18.93,-2.50,-2.23,6.46,3.33,-12.44,-12.23,-10.10,0.91,-24.11,5.39
EVEBITDACurrent_sq,,,,-27.71,-11.03,10.41,35.80,9.54,4.51,-18.72,4.83,43.19,-25.83,-19.14,-1.55,-4.96,4.35,-2.25,-9.14,40.43,-24.26,-15.16,41.53,-10.83,15.68,-1.31,19.31,0.27,3.49,-3.32,-3.98,-19.09,-14.15,1.92,16.41,-6.58,-6.36,-4.92,-10.14,-1.94,20.87,-7.87,2.26,-7.06,38.36,-8.30,-4.53,-9.92,7.21
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,18.75,-21.05,-9.80,,,,-52.70,2.60,-1.88,-5.96,-45.31,-51.88,-53.49,-55.09,36.81,74.22,52.67,36.54,-69.53,-115.25,-209.30,-248.20,-1028.63,-1385.29,-68.06,-38.65,118.93,133.07,150.18,176.62,133.49,42.07,63.74,1.89,-16.90,-17.91,-39.38,-41.66,3.78,10.40,24.01,36.12,-14.12,4.53,34.92,56.88,79.71,62.18,25.53
ROE_sy,9.68,-19.91,-18.49,,,,34.22,29.89,-16.13,-31.20,-69.72,-68.71,-71.29,-31.40,125.65,169.63,180.83,54.68,35.79,-19.40,25.34,4.19,-39.77,-18.40,-36.93,-13.62,-17.89,-26.82,2.48,4.13,10.66,-3.11,-9.60,-22.95,17.85,46.98,10.05,14.01,1.80,16.88,25.55,11.58,0.12,8.73,14.72,39.11,17.28,-1.62,2.04
ROE_qq,,,,-54.91,2.70,4.04,-1.81,-2.21,-1.79,-0.29,-42.90,-13.95,-5.08,-3.70,73.93,9.58,-16.82,-13.88,-61.19,-154.84,-496.32,-16.77,-143.19,12.29,32.52,3.67,133.21,53.21,2.40,47.08,1.19,-6.78,18.02,-8.48,-17.46,-7.92,-12.84,-11.93,46.82,-2.05,-2.09,-3.33,-7.37,19.23,26.36,12.41,6.11,7.60,-2.19
ROE_sq,,,,0.10,20.15,-5.46,18.04,-3.13,-22.42,-22.44,-48.06,0.12,-28.83,85.33,70.86,19.63,-25.87,2.08,50.00,-28.99,15.28,-15.15,-13.28,-3.80,-10.90,16.22,-17.57,-14.26,24.77,18.10,-12.41,-24.93,16.42,0.65,33.98,-6.37,-12.84,4.27,19.63,7.50,-6.37,-7.33,7.34,16.75,-1.21,12.37,-9.51,-2.06,2.46
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,20.96,-6.24,3.12,,,,-18.45,-3.85,-5.97,-12.46,-43.30,-42.15,-47.27,-45.31,54.13,68.42,37.25,10.36,-74.68,-112.99,-190.82,-228.95,-891.24,-1154.43,-53.48,-37.01,119.93,135.12,153.88,181.94,132.87,45.11,63.59,1.67,-13.92,-16.63,-37.71,-40.98,6.93,18.29,25.60,40.12,-19.22,-1.81,41.40,55.95,99.73,71.17,19.97
ROA_sy,14.81,-6.45,-2.93,,,,15.81,8.01,-42.51,-45.92,-64.11,-67.55,-64.37,-22.65,80.13,156.04,190.34,28.40,35.47,-25.49,58.43,-13.59,-45.53,-18.89,-55.77,7.73,-5.47,-36.36,10.34,-22.28,10.03,16.96,-2.92,-7.01,6.34,27.10,-6.65,32.88,23.40,50.45,63.22,7.86,-5.89,3.09,4.26,37.40,9.01,-5.32,-16.14
ROA_qq,,,,-14.49,10.94,-1.94,-12.32,0.81,8.49,-8.71,-43.20,2.85,-1.11,-5.32,60.06,12.38,-19.41,-23.88,-63.27,-157.66,-463.29,-8.09,-125.36,8.58,31.08,3.51,132.78,61.11,5.75,46.74,-6.85,0.40,19.21,-8.80,-21.13,-2.77,-10.93,-13.60,42.90,7.56,-5.42,-3.61,-17.62,30.75,36.20,6.31,5.51,12.05,-4.54
ROA_sq,,,,15.28,9.09,14.12,-19.31,7.52,-41.94,7.37,-46.45,-2.78,-36.26,133.10,24.70,38.20,-27.73,3.09,31.57,-23.99,53.69,-43.78,-17.07,13.18,-16.19,36.95,-27.23,-23.81,45.31,-3.53,3.03,-19.01,20.61,-7.59,17.81,-3.20,-11.41,31.53,9.41,18.02,-3.89,-13.08,-4.54,29.29,-2.81,14.54,-24.26,12.28,-13.91
