,2004/Q4,2005/Q4,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
WKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_yy,13.53,67.83,,,205.12,,26.89,,34.05,32.31,15.19,,-22.34,-28.01,-22.62,,-0.83,3.79,0.80,,2.56,3.38,2.98,,-2.14,-3.36,-3.95,,-2.72,-3.81,-5.70,,-20.13,-20.86,-20.91,-11.44,0.39,-17.07,-18.08,-19.11,-25.00,-6.63,-2.60,-2.46,3.01,2.29,-3.39,-3.84,-2.15,-1.70,0.36
WKCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_qq,,,,-100.00,,4.81,10.17,-100.00,,3.45,-4.09,-100.00,,-4.10,3.09,-100.00,,0.37,0.12,-100.00,,1.17,-0.27,-100.00,,-0.09,-0.88,-100.00,,-1.21,-2.82,-8.46,-9.11,-2.12,-2.88,2.50,3.03,-19.15,-4.06,1.21,-4.46,0.65,0.09,1.35,0.90,-0.05,-5.48,0.88,2.67,0.40,-3.49
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,-11.91,-40.42,,,-67.22,,-21.19,,-25.40,-24.41,-13.19,,28.74,38.94,29.22,,0.82,-3.68,-0.77,,-2.50,-3.28,-2.92,,2.19,3.48,4.13,,2.82,3.96,6.04,,25.20,26.39,26.40,12.92,-0.39,20.57,22.10,23.61,33.31,7.12,2.64,2.54,-2.93,-2.25,3.52,4.00,2.20,1.73,-0.36
CWKCurrent_sy,-27.85,-26.53,,,-8.73,,1.64,,-0.68,10.99,-1.37,,0.15,-14.22,-11.37,,-13.45,-9.43,-1.93,,-5.56,-8.99,-12.38,,-7.97,-25.76,-25.40,,-0.10,20.15,32.60,,-3.00,10.30,5.85,2.34,4.90,-3.47,-2.57,-5.15,-10.58,-9.62,-6.52,-5.34,-4.27,-3.77,-3.00,-3.28,-3.73,-15.92,-21.37
CWKCurrent_qq,,,,,,-4.61,-9.21,,,-3.36,4.27,,,4.30,-3.03,,,-0.36,-0.09,,,-1.16,0.28,,,0.09,0.91,,,1.20,2.93,9.23,10.04,2.16,2.94,-2.42,-2.93,23.65,4.25,-1.21,4.68,-0.64,-0.11,-1.32,-0.90,0.05,5.79,-0.86,-2.62,-0.40,3.61
CWKCurrent_sq,,,,,,0.34,-3.78,,,12.13,-14.49,,,-3.96,-11.65,,,0.49,-4.33,,,-3.16,-7.89,,,-21.88,-7.44,,,-6.04,2.15,5.36,-4.07,6.84,-1.97,1.87,-1.68,-1.69,-1.06,-0.82,-7.31,-0.64,2.34,0.42,-6.26,-0.11,3.17,0.13,-6.69,-12.77,-3.52
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,-154.79,-347.10,,,270.89,,-242.48,,-339.21,-388.18,-45.68,,-83.73,-110.57,-36.07,,12.98,19.01,8.17,,3.14,4.69,8.89,,6.23,20.75,17.79,,27.11,9.15,6.96,,-5.91,-1.69,0.39,-29.78,10.62,43.02,42.01,45.61,51.30,21.82,21.64,21.35,8.49,11.53,8.58,18.36,15.77,13.80,1.78
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,-100.00,,-24.91,-383.47,100.00,,9.54,-43.29,100.00,,-3.68,7.40,100.00,,3.51,-4.99,100.00,,5.05,-0.37,100.00,,19.75,-4.11,100.00,,-0.03,-6.61,24.23,-31.06,3.96,-4.43,1.27,9.74,38.77,-6.28,7.40,19.18,1.70,-6.52,7.06,5.97,4.96,-10.06,17.00,2.98,2.74,-25.42
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_qq,,,,,,33.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_sq,,,,,,-24.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,23.04,48.54,,,90.83,,61.86,77.64,76.74,79.27,68.76,32.80,19.85,12.57,13.43,19.19,26.30,26.28,19.02,16.79,15.07,14.53,21.88,-3.77,20.61,13.72,-2.12,47.33,-7.30,-8.34,-4.95,-28.82,-31.45,-36.11,-36.76,-35.68,-9.98,-22.74,-19.35,-11.25,-26.99,-7.19,-4.55,-4.08,9.00,14.84,11.37,8.95,7.93,5.48,9.10
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,15.95,11.74,9.91,13.66,27.25,11.18,11.49,7.00,0.13,0.33,4.72,7.82,5.22,6.32,4.70,1.62,3.25,4.75,4.20,8.14,-18.48,31.30,-1.75,-6.91,22.69,-17.39,-2.86,-3.47,-8.11,-20.44,-9.47,-4.44,-6.55,11.36,-22.31,-0.25,2.83,-8.40,-1.23,2.59,3.34,4.09,4.06,-0.51,1.10,3.12,1.69,2.91
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,-18.73,-32.67,,,-47.61,,-38.24,-43.69,-43.38,-44.21,-40.77,-24.76,-16.61,-11.24,-11.76,-16.03,-20.77,-20.72,-16.05,-14.36,-13.11,-12.78,-17.97,3.94,-17.15,-12.07,2.33,-32.26,7.98,9.07,5.01,40.62,45.73,56.63,58.35,55.58,11.09,29.41,23.97,12.68,36.95,7.76,4.75,4.20,-8.23,-12.86,-10.23,-8.18,-7.38,-5.19,-8.34
CPCurrent_sy,-5.20,-2.24,,,-15.61,,-1.21,-11.54,-14.80,-12.86,-19.54,-11.72,-14.75,-0.96,4.40,9.90,2.42,1.49,0.75,-11.30,-2.87,-16.74,-18.57,-13.36,-12.47,9.28,2.24,6.91,-8.20,-24.75,-24.50,-24.38,0.06,-1.65,1.69,5.52,-7.19,0.43,8.18,6.29,3.37,0.94,-1.45,-1.94,-6.96,-10.61,-14.15,-18.14,-7.35,-15.60,-14.82
CPCurrent_qq,,,,-13.78,-10.52,-9.00,-12.03,-21.39,-10.03,-10.32,-6.61,-0.14,-0.28,-4.55,-7.15,-4.98,-5.91,-4.49,-1.69,-3.06,-4.54,-4.13,-7.54,22.84,-23.91,1.75,7.60,-18.68,21.29,2.77,3.60,8.89,25.70,10.46,4.73,6.99,-10.24,28.67,0.33,-2.76,9.09,1.25,-2.47,-3.27,-3.93,-3.86,0.47,-1.06,-3.09,-1.59,-2.86
CPCurrent_sq,,,,-2.25,-3.29,1.00,3.47,-12.47,-6.86,3.30,-4.47,-3.96,-10.05,20.01,0.70,1.11,-16.18,18.92,-0.03,-10.99,-8.21,1.94,-2.23,-5.29,-7.27,27.27,-8.53,-0.96,-20.38,4.33,-8.23,-0.80,5.35,2.54,-5.11,2.93,-7.34,10.97,2.22,1.13,-9.89,8.36,-0.21,0.64,-14.50,4.11,-4.16,-4.05,-3.23,-5.16,-3.27
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,12.50,359.13,,,-13.57,,53.48,58.26,175.60,54.45,-28.91,-59.80,-198.59,-240.67,-296.49,-392.97,97.43,109.28,103.61,106.64,407.60,10.22,177.94,30.09,-185.84,-194.15,-236.43,-322.41,-24.17,-9.74,-103.10,-184.33,-620.52,-426.22,-93.16,43.10,102.56,110.13,103.10,111.00,17.56,-72.34,473.36,178.50,199.35,140.48,-55.42,-187.40,-173.43,-175.95,-200.45
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,6.54,-19.65,39.89,28.16,9.86,39.92,-21.60,-41.01,-37.88,-443.17,-11.86,17.60,7.38,96.99,503.69,-67.92,70.28,39.50,44.64,-19.11,-20.29,-192.05,-58.64,-17.22,-29.94,48.61,-40.20,-116.94,-81.91,-30.23,-2.39,20.37,46.41,105.85,305.73,-75.63,90.35,-37.53,-4.55,405.10,-7.54,-32.85,-23.32,-6.36,-281.27,43.58,20.68,-23.84
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,-11.11,-78.22,,,15.70,,-34.84,-36.81,-63.71,-35.25,40.67,148.79,,,,,,,,,,-9.30,-64.01,-23.12,,,,,,,,,,,,,,,,,-15.13,261.56,-82.54,-64.05,-66.58,-58.39,124.24,,,,
CZCurrent_sy,-32.00,8.56,,,-22.87,,-15.05,-12.61,-18.01,-20.87,-12.84,-16.25,,,,,,,,,,-13.12,-34.13,-38.76,,,,,,,,,,,,,,,,,-10.31,-12.79,-14.45,3.73,-25.13,-3.88,-10.20,,,,
CZCurrent_qq,,,,-6.14,24.46,-28.52,-21.97,-8.98,-28.53,27.57,69.51,60.98,,,,,,,211.68,-41.30,-28.29,-30.87,23.66,25.41,,,,,,,,,,,,,,-75.40,310.06,-47.45,60.12,4.79,-80.20,8.22,48.83,30.50,6.69,,,,
CZCurrent_sq,,,,0.68,0.97,-0.73,-15.82,3.57,-5.27,-4.19,-7.27,-0.49,,,,,,,35.91,8.69,-34.41,-10.33,3.05,1.04,,,,,,,,,,,,,,-7.06,12.09,-25.76,15.96,-9.63,9.97,-9.98,-16.30,16.01,2.74,,,,
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,-10.34,192.39,,,30.21,,36.33,50.67,16.09,-19.38,-40.33,-70.06,-172.41,-178.89,-189.01,-254.67,161.07,159.33,195.56,219.95,41.88,88.98,38.17,2.50,-12.64,-33.20,-28.27,-37.69,-3.88,-8.66,-84.50,-202.80,-202.84,-240.13,-662.47,109.53,158.51,154.23,157.17,652.84,-29.73,-36.06,43.74,4.72,31.11,24.77,-83.58,-82.77,-61.41,-50.31,211.96
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,6.75,12.68,15.46,-1.84,17.98,-13.18,-19.82,-27.34,-40.80,-309.99,12.65,18.03,-2.86,182.91,-15.14,32.04,29.12,-1.93,13.03,-3.46,-4.22,-16.42,-13.57,3.66,-16.80,28.95,-17.87,-82.41,-651.90,-29.00,-11.91,29.40,109.35,692.27,3.74,-25.59,23.09,-26.05,-5.60,67.29,-10.32,-7.42,-10.17,-77.99,-5.89,107.40,15.65,38.21
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,11.57,-65.81,,,-23.20,,-26.66,-33.63,-13.86,24.05,67.58,233.96,,,,,,,,,-29.52,-47.08,-27.62,-2.44,14.47,49.70,39.41,60.49,4.03,9.49,545.54,,,,,,,,,-86.71,42.32,56.40,-30.43,-4.52,-23.74,-19.84,509.47,480.50,159.11,101.21,-67.96
CZOCurrent_sy,-11.35,-9.47,,,-25.33,,-9.26,-1.74,-1.52,14.48,16.96,-9.48,,,,,,,,,6.62,-3.08,-15.04,-29.03,4.15,0.47,-9.33,35.24,35.95,35.55,119.58,,,,,,,,,-24.40,-21.79,-12.29,14.10,20.62,2.22,-7.72,0.24,2.45,5.35,-3.23,-13.68
CZOCurrent_qq,,,,-6.33,-11.25,-13.39,1.87,-15.24,15.19,24.72,37.61,68.92,,,,,,17.83,-24.26,-22.55,1.97,-11.53,3.58,4.40,19.64,15.70,-3.54,20.19,-22.45,21.77,468.76,,,,,,-87.38,-3.61,34.36,-18.74,35.23,5.93,-40.23,11.53,8.01,11.34,354.44,6.23,-51.79,-13.54,-27.63
CZOCurrent_sq,,,,-15.38,14.18,-6.97,0.96,-8.37,14.44,8.14,3.14,-29.08,,,,,,16.24,-2.83,12.82,-16.34,5.68,-14.82,-5.75,22.77,1.95,-23.13,40.58,23.41,1.65,24.52,,,,,,-8.00,4.36,-16.94,-5.20,-4.82,17.03,8.05,0.22,-19.34,5.65,17.37,2.43,-17.06,-2.95,4.69
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,75.15,85.50,,,5.61,,484.38,,124.91,112.29,32.77,,4.39,9.14,-3.11,,-9.21,-13.18,-16.95,,-6.35,-6.59,-1.51,,-4.14,-7.98,-10.14,,-24.01,-5.21,-7.40,389.27,0.46,-9.88,-0.90,8.74,6.56,-23.57,-23.33,-29.74,-34.75,-12.99,-16.27,-18.47,-7.95,-2.61,2.59,-1.50,-0.84,3.20,-1.69
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,2.42,238.32,1.76,65.72,-82.47,660.93,-3.95,3.64,-86.80,694.32,0.42,-7.99,-86.38,621.19,-3.97,-11.98,-83.60,575.41,-4.22,-7.19,-83.34,547.43,-8.06,-9.36,-81.47,391.97,14.69,-11.45,-2.07,1.01,2.89,-2.63,7.45,-1.01,-26.20,-2.32,-1.54,-8.07,-1.59,-6.01,-4.13,3.80,4.12,-0.99,-7.95,4.49,8.36,-5.67
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,42.36,24.88,,,-44.65,,261.04,-43.69,27.25,18.41,-21.33,-24.76,-12.90,-3.04,-14.58,-16.03,-28.11,-31.25,-30.21,-14.36,-18.61,-18.44,-19.22,3.94,-20.53,-19.08,-8.19,-32.26,-18.02,3.42,-2.58,588.24,46.50,41.07,56.75,69.07,18.40,-1.04,-4.93,-20.85,-10.64,-6.27,-12.29,-14.99,-15.55,-15.18,-7.90,-9.59,-8.14,-2.19,-9.87
EVPCurrent_sy,11.44,0.34,,,-23.53,,-25.47,-17.24,-2.26,6.66,-7.03,-25.01,6.62,-1.87,5.23,38.16,-2.36,-3.79,-2.43,-16.94,-9.31,-12.14,-27.26,-13.36,-2.24,-7.68,59.20,6.52,-2.33,22.31,-3.18,19.70,-5.01,5.00,1.29,20.91,-15.41,-3.64,-7.13,-8.52,4.04,-11.26,-6.40,0.49,5.22,-6.50,-10.60,-17.77,-7.91,-8.56,-13.28
EVPCurrent_qq,,,,-11.68,202.82,-7.42,45.81,-86.22,584.31,-13.85,-3.13,-86.82,692.20,-4.10,-14.66,-87.05,578.21,-8.29,-13.36,-84.11,544.58,-8.11,-14.19,-79.55,392.79,-6.43,-2.63,-84.91,496.36,18.04,-8.28,6.59,26.94,13.66,1.92,14.97,-11.10,-5.01,-2.08,-4.28,0.36,-0.36,-8.36,-7.24,-0.29,0.07,-0.50,-8.94,1.31,6.56,-8.32
EVPCurrent_sq,,,,-19.60,-1.28,-7.37,1.37,-10.72,16.58,1.09,-11.64,-27.99,65.77,-6.96,-5.25,-5.45,17.15,-8.32,-3.91,-19.51,27.92,-11.19,-20.45,-4.13,44.32,-16.13,37.18,-35.86,32.33,5.04,8.59,-20.70,5.02,16.10,4.76,-5.34,-26.53,32.26,0.96,-6.76,-16.44,12.82,6.48,0.10,-12.50,0.25,1.81,-7.92,-2.01,-0.46,-3.44
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,95.41,-36.57,,,-18.89,,328.59,-33.63,93.74,163.34,122.48,233.96,-244.15,-238.33,-208.87,-164.67,248.68,246.33,186.90,183.36,-33.99,-50.57,-28.71,-2.44,9.73,37.75,25.28,60.49,-20.95,3.78,497.77,-575.99,-197.68,-164.31,-117.61,1241.18,282.15,240.94,234.11,-90.66,-7.14,36.08,-41.75,-22.16,-29.80,-21.94,525.25,471.80,156.92,107.64,-68.50
EVEBITCurrent_sy,-12.31,6.60,,,-31.71,,-33.38,0.35,-4.08,38.60,33.68,-44.98,-26.43,-1.86,-9.42,119.31,7.96,-17.11,-6.47,-28.18,16.85,3.63,-0.81,-3.47,-8.99,-20.16,-4.28,34.48,32.17,88.86,53.32,30.30,9.43,-32.96,-33.83,-17.96,-34.86,-4.52,15.42,-8.16,2.77,-7.46,-18.51,-8.07,-11.22,-22.06,-13.18,2.16,32.27,5.97,5.69
EVEBITCurrent_qq,,,,-4.06,200.24,-11.86,68.82,-85.14,776.50,19.80,42.63,-77.70,-478.34,-14.96,-12.25,86.75,969.78,13.15,-33.34,-87.29,588.69,-15.26,-3.87,-82.61,674.60,6.38,-12.57,-77.72,281.53,39.66,403.60,-117.74,21.70,8.06,-37.92,1249.45,-87.50,-28.86,31.24,-19.99,24.32,4.24,-43.82,6.92,12.11,15.92,349.96,-2.22,-49.62,-6.32,-31.73
EVEBITCurrent_sq,,,,-37.44,30.37,-17.24,-1.29,-5.78,24.62,19.58,-4.79,-61.22,66.64,59.53,-12.13,-6.11,-17.97,22.48,-0.85,-27.90,33.44,8.62,-5.09,-29.83,25.81,-4.71,13.78,-1.41,23.65,36.16,-7.63,-16.22,3.84,-16.58,-8.84,3.88,-17.55,22.28,10.19,-17.34,-7.74,10.11,-2.97,-6.75,-10.90,-3.33,8.08,9.73,15.37,-22.55,7.80
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,90.34,-22.54,,,-22.60,,313.02,-35.09,67.20,91.41,34.00,42.05,778.48,404.90,180.47,122.85,-87.86,-79.37,-72.56,-65.66,-11.27,-17.56,-8.89,0.25,2.78,8.05,7.97,28.93,-22.98,-0.56,33.14,1440.57,1158.34,5687.69,424.79,-36.24,-86.90,-98.00,-80.29,-37.57,159.01,206.74,56.23,84.44,-29.80,-24.63,387.74,331.11,156.92,115.09,-59.55
EVEBITDACurrent_sy,15.19,2.44,,,-12.84,,-40.41,-6.06,-3.56,46.13,71.66,26.37,-2.45,27.51,-9.51,-9.99,-15.46,-43.89,-21.05,-4.55,-11.91,30.16,-5.52,-18.00,27.73,-18.90,23.86,44.09,21.46,36.59,22.19,19.69,-3.67,-22.27,-35.52,-32.02,-17.59,-4.84,3.79,-3.19,-25.27,-21.56,1.26,-1.88,11.67,5.84,21.16,20.59,12.58,9.12,-15.45
EVEBITDACurrent_qq,,,,-6.45,204.52,-10.59,62.15,-85.30,684.44,2.36,13.52,-84.42,4751.21,-41.17,-36.94,-87.62,164.22,0.01,-16.15,-84.50,582.74,-7.08,-7.32,-82.95,599.99,-2.32,-7.39,-79.64,318.17,26.11,23.99,135.61,241.56,480.03,-88.76,-71.38,-29.84,-11.28,10.64,-9.36,191.08,5.07,-43.65,7.01,10.80,12.80,264.70,-5.42,-33.97,-5.57,-31.42
EVEBITDACurrent_sq,,,,-29.96,32.29,-27.71,-11.03,10.41,35.80,9.54,4.51,-18.72,4.83,43.19,-25.83,-19.14,-1.55,-4.96,4.35,-2.25,-9.14,40.43,-24.26,-15.16,41.53,-10.83,15.68,-1.31,19.31,0.27,3.49,-3.32,-3.98,-19.09,-14.15,1.92,16.41,-6.58,-6.36,-4.92,-10.14,-1.94,20.87,-7.87,2.26,-7.06,38.36,-8.30,-4.53,-9.92,7.21
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,-0.94,173.53,,,-71.67,,20.96,,105.53,16.76,-38.32,,-226.98,-295.41,-353.99,,97.41,108.95,103.58,,401.20,6.57,170.09,,-187.60,-197.20,-242.21,,-27.40,-14.12,-115.33,,-803.23,-565.66,-144.29,35.76,102.54,112.22,103.79,113.63,57.81,-70.50,486.59,185.06,189.11,135.79,-53.85,-190.89,-175.00,-177.23,-200.00
ROE_sy,9.68,-19.91,,,-18.49,,-12.93,,34.22,29.89,-16.13,,-69.72,-68.71,-71.29,,125.65,169.63,180.83,,35.79,-19.40,25.34,,-39.77,-18.40,-36.93,,-17.89,-26.82,2.48,,10.66,-3.11,-9.60,-22.95,17.85,46.98,10.05,14.01,1.80,16.88,25.55,11.58,0.12,8.73,14.72,39.11,17.28,-1.62,2.04
ROE_qq,,,,,,33.41,16.39,,,-24.21,-38.52,,,-16.64,20.09,,,503.61,-68.06,,,42.80,-19.05,,,-58.45,-18.44,,,-41.94,-123.48,-98.76,-43.26,-4.60,17.98,47.73,105.66,403.12,-74.53,87.80,-34.42,-5.94,406.32,-8.73,-33.49,-23.29,-0.89,-279.73,45.11,21.00,-28.32
ROE_sq,,,,,,0.10,20.15,,,-3.13,-22.42,,,0.12,-28.83,,,19.63,-25.87,,,-28.99,15.28,,,-3.80,-10.90,,,-14.26,24.77,18.10,-12.41,-24.93,16.42,0.65,33.98,-6.37,-12.84,4.27,19.63,7.50,-6.37,-7.33,7.34,16.75,-1.21,12.37,-9.51,-2.06,2.46
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,-26.14,64.17,,,-49.64,,-12.63,,53.82,-6.91,-39.46,,-200.00,-237.66,-305.22,,97.34,109.43,103.64,,386.96,-2.20,143.33,,-180.30,-200.00,-242.47,,-32.08,-23.60,-143.27,,-922.86,-609.09,-150.20,36.92,102.51,112.95,103.95,114.79,88.89,-68.32,564.00,202.17,179.41,146.88,-52.41,-192.81,-178.95,-179.75,-200.00
ROA_sy,14.81,-6.45,,,-2.93,,12.38,,15.81,8.01,-42.51,,-64.11,-67.55,-64.37,,80.13,156.04,190.34,,35.47,-25.49,58.43,,-45.53,-18.89,-55.77,,-5.47,-36.36,10.34,,10.03,16.96,-2.92,-7.01,6.34,27.10,-6.65,32.88,23.40,50.45,63.22,7.86,-5.89,3.09,4.26,37.40,9.01,-5.32,-16.14
ROA_qq,,,,,,33.75,-11.82,,,-19.05,-42.65,,,-11.43,14.51,,,495.65,-67.03,,,34.85,-17.98,,,-67.92,-16.85,,,-57.14,-130.00,-94.86,-45.23,-8.94,18.85,50.87,105.79,461.11,-75.25,84.00,-26.09,-5.88,418.75,-16.27,-31.65,-16.84,,-263.29,41.86,16.00,-25.40
ROA_sq,,,,,,15.28,9.09,,,7.52,-41.94,,,-2.78,-36.26,,,38.20,-27.73,,,-23.99,53.69,,,13.18,-16.19,,,-23.81,45.31,-3.53,3.03,-19.01,20.61,-7.59,17.81,-3.20,-11.41,31.53,9.41,18.02,-3.89,-13.08,-4.54,29.29,,14.54,-24.26,12.28,-13.91
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,-27.15,96.89,,,-31.74,,-15.79,-15.19,-34.29,-55.02,-64.63,-77.47,-160.34,-170.06,-178.39,-229.76,148.48,146.93,180.51,202.63,23.08,65.48,13.24,6.59,-27.73,-41.37,-26.61,-57.73,3.78,,-83.52,-244.72,-250.00,-318.40,-976.67,114.61,164.93,170.22,171.10,757.69,-3.74,-31.20,50.27,9.42,20.56,8.72,-85.41,-84.02,-64.06,-52.94,187.80
