,2004/Q4,2005/Q4,2006/Q4,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
WKCurrent_yy,,6.29,9.56,291.20,,,,25.64,23.61,3.85,,3.34,3.92,0.32,,1.94,2.58,0.78,,-0.09,-1.10,-2.53,,-2.10,-2.08,0.09,-0.05,0.17,0.53,0.66,0.73,0.62,0.77,0.75,1.57,2.01,2.79,1.85,2.96,3.43,4.39,1.40,-0.04,1.69,2.07,3.94,6.37
WKCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_qq,,,,,4.09,14.45,-100.00,,2.41,-3.85,-100.00,,2.98,-7.18,-100.00,,3.63,-8.81,-100.00,,2.58,-10.13,2.55,3.55,2.60,-8.13,2.41,3.77,2.97,-8.01,2.48,3.66,3.12,-8.02,3.31,4.11,3.90,-8.87,4.44,4.58,4.87,-11.47,2.95,6.39,5.26,-9.85,5.36
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,,-5.91,-8.73,-74.44,,,,-20.41,-19.10,-3.71,,-3.24,-3.77,-0.31,,-1.90,-2.51,-0.77,,0.09,1.11,2.59,,2.15,2.13,-0.09,0.05,-0.17,-0.53,-0.66,-0.73,-0.62,-0.76,-0.75,-1.54,-1.97,-2.71,-1.82,-2.88,-3.32,-4.21,-1.38,0.04,-1.66,-2.03,-3.79,-5.99
CWKCurrent_sy,,-26.25,1.57,-44.60,,,,-4.06,-2.38,-20.82,,10.43,2.26,-0.26,,-11.29,-1.61,4.85,,17.68,18.05,46.15,,29.31,33.51,2.13,-9.42,-9.66,-2.19,8.79,2.91,-2.45,-2.56,-9.80,-1.40,8.22,0.11,-2.55,-3.30,-5.65,-5.81,-3.38,-2.13,-5.43,1.56,11.12,26.01
CWKCurrent_qq,,,,,-3.93,-12.63,,,-2.35,4.00,,,-2.89,7.74,,,-3.50,9.66,,,-2.52,11.27,-2.49,-3.43,-2.53,8.86,-2.36,-3.64,-2.88,8.71,-2.42,-3.53,-3.02,8.72,-3.20,-3.95,-3.76,9.73,-4.25,-4.38,-4.65,12.96,-2.87,-6.01,-5.00,10.93,-5.09
CWKCurrent_sq,,,,,-17.61,25.00,,,-16.17,1.39,,,-22.37,-1.12,,,-13.90,5.38,,,-13.63,30.47,8.72,5.55,-10.83,-0.19,-3.58,5.27,-3.46,11.02,-8.79,-0.21,-3.56,2.77,-0.30,9.52,-10.80,0.05,-1.06,6.86,-10.95,2.62,0.22,3.26,-4.36,12.28,13.65
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,,36.41,16.02,-20.24,,,,43.79,33.63,27.79,,20.00,17.81,5.09,,9.73,13.60,7.55,,2.24,-1.47,-9.68,,-4.80,-5.20,6.13,3.24,3.42,2.81,1.85,2.31,3.20,4.78,6.81,10.22,7.48,8.37,6.85,8.19,10.57,14.56,-167.42,-145.12,-129.12,-108.16,2.06,28.43
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,,24.06,-15.31,-100.00,,15.30,-19.01,-100.00,,13.20,-27.75,-100.00,,17.19,-31.60,-100.00,,12.94,-37.29,16.34,15.54,12.48,-29.80,13.17,15.74,11.81,-30.46,13.69,16.74,13.52,-29.11,17.33,13.84,14.46,-30.10,18.80,16.34,18.59,-141.13,20.49,24.92,66.76,-393.59,41.90
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,-26.69,-13.81,25.38,,,,-30.45,-25.16,-21.75,,-16.67,-15.12,-4.84,,-8.87,-11.97,-7.03,,-2.19,1.49,10.72,,5.05,5.49,-5.78,-3.14,-3.31,-2.73,-1.81,-2.27,-3.10,-4.56,-6.38,-9.27,-6.96,-7.72,-6.41,-7.57,-9.56,-12.71,,,,,,
CWKGrahamCurrent_sy,,-57.55,58.46,-49.65,,,,5.76,19.63,27.35,,56.53,66.68,66.37,,36.08,18.37,13.62,,-11.21,12.01,-8.97,,61.22,3.62,85.28,62.13,1.68,20.05,-24.76,-47.64,-23.00,-21.77,-7.49,59.98,37.82,37.70,36.04,8.02,-8.84,8.63,,,,,,
CWKGrahamCurrent_qq,,,,,-19.40,18.08,,,-13.27,23.47,,,-11.66,38.42,,,-14.67,46.20,,,-11.46,59.48,-14.05,-13.45,-11.09,42.45,-11.64,-13.60,-10.56,43.80,-12.05,-14.34,-11.91,41.07,-14.77,-12.16,-12.63,43.07,-15.83,-14.05,-15.68,,,,,,
CWKGrahamCurrent_sq,,,,,-12.60,5.42,,,-1.15,12.22,,,5.27,12.01,,,-8.43,7.51,,,15.52,-12.63,14.53,39.46,-25.75,56.23,0.21,-12.54,-12.33,-2.08,-30.26,28.62,-10.94,15.79,20.61,10.81,-11.02,14.40,-4.24,-6.48,6.03,,,,,,
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,,21.74,14.56,162.23,,,,50.26,9.17,9.03,2.06,-7.26,-8.87,-8.91,-1.41,7.93,14.64,15.10,1.22,-6.21,-12.30,-15.76,-9.74,-11.90,-11.29,-8.26,-9.21,4.80,11.59,10.85,12.54,-0.66,-5.57,-2.07,-0.59,4.70,9.16,9.19,10.37,11.14,12.40,10.72,14.63,26.10,29.15,39.92,33.13
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,,36.42,0.18,5.18,4.54,-0.89,0.05,-1.55,-5.01,-2.60,,6.56,3.99,3.45,0.40,-6.28,-3.64,-3.27,-3.55,0.41,-5.96,-2.60,-0.25,-0.63,8.56,3.71,-0.91,0.88,-4.18,-1.41,2.76,2.40,0.92,2.79,2.79,3.51,1.63,3.94,1.25,7.17,11.80,6.46,9.70,1.97
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,,-17.86,-12.71,-61.86,,,,-33.45,-8.40,-8.28,-2.02,7.83,9.73,9.79,1.43,-7.35,-12.77,-13.12,-1.21,6.62,14.02,18.71,10.78,13.51,12.73,9.00,10.14,-4.58,-10.39,-9.79,-11.14,0.66,5.90,2.12,0.60,-4.49,-8.39,-8.42,-9.40,-10.03,-11.03,-9.68,-12.76,-20.69,-22.57,-28.53,-24.89
CPCurrent_sy,,-7.73,24.84,-24.64,,,,-7.00,-7.43,-23.10,-27.50,28.13,20.78,15.12,20.48,-17.76,-23.78,-3.72,-8.79,16.04,37.81,-1.86,30.76,16.59,-9.65,-7.91,-10.62,-19.32,-22.87,-14.56,-30.30,-11.59,-21.15,-7.08,19.20,60.65,44.69,51.90,33.91,-14.62,7.96,-4.48,-18.29,-8.22,-14.70,-7.33,142.46
CPCurrent_qq,,,,,-26.70,-0.18,-4.92,-4.34,0.89,-0.05,1.57,5.27,2.67,,-6.16,-3.84,-3.33,-0.40,6.71,3.78,3.38,3.69,-0.41,6.33,2.67,0.25,0.64,-7.88,-3.58,0.92,-0.87,4.36,1.43,-2.68,-2.35,-0.92,-2.71,-2.71,-3.39,-1.60,-3.79,-1.24,-6.69,-10.55,-6.07,-8.84,-1.93
CPCurrent_sq,,,,,18.55,9.21,-1.95,-26.74,18.00,-9.28,-7.57,29.48,11.23,,-3.26,-11.62,3.09,9.23,-8.36,12.44,22.43,-22.21,22.11,0.26,-5.12,-20.72,18.52,-9.50,-9.30,-12.17,-3.32,14.78,-19.11,3.51,24.03,54.69,-27.14,8.67,9.33,-1.37,-7.87,-3.85,-6.48,10.79,-14.37,4.45,144.68
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,,126.88,61.89,246.10,,,,49.64,-2.08,18.14,13.07,-2.87,8.94,11.27,14.42,34.18,32.50,23.85,11.33,-0.87,-15.30,-19.48,-14.43,-11.07,-2.32,3.28,-0.41,1.12,5.20,6.53,8.74,6.50,4.29,7.07,13.56,17.27,23.32,25.07,26.28,26.67,27.14,21.28,10.03,18.10,13.14,22.59,34.14
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,,46.52,-13.05,8.89,7.87,-4.13,4.91,4.22,-7.33,7.52,7.15,7.17,8.68,6.17,0.16,-3.67,-3.23,-9.29,-4.78,2.37,0.57,-0.37,0.68,-1.28,2.11,3.65,1.96,0.77,0.01,1.50,4.68,6.87,3.29,6.73,6.16,7.90,3.61,7.13,1.27,-2.10,11.20,2.63,9.72,7.12
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,,-38.19,-71.11,,,,-33.18,2.13,-15.36,-11.56,2.96,-8.19,-10.12,-12.60,-25.47,-24.53,-19.26,-10.18,0.86,18.07,24.19,16.87,12.45,2.38,-3.18,0.40,-1.10,-4.94,-6.13,-8.03,-6.10,-4.12,-6.60,-11.95,-14.74,-18.91,-20.05,-20.80,-21.05,-21.34,-17.54,-9.12,-15.32,-11.62,-18.43,-25.45
CZCurrent_sy,,,-38.71,15.83,,,,-5.93,11.45,55.13,73.27,61.65,55.05,1.76,-33.35,-22.78,-24.16,-19.03,27.80,16.81,-2.56,43.90,38.88,-1.33,11.96,-45.67,-46.70,-37.16,-21.07,-1.11,-3.72,34.17,-1.40,-5.57,-9.17,-2.97,5.75,28.04,26.12,-20.42,-20.52,-11.77,23.03,-0.97,4.24,-26.25,-40.33
CZCurrent_qq,,,,,-31.76,15.03,-8.17,-7.31,4.31,-4.67,-4.05,7.91,-6.99,-6.68,-6.69,-7.98,-5.82,-0.16,3.81,3.33,10.24,5.02,-2.32,-0.58,0.37,-0.68,1.29,-2.07,-3.52,-1.92,-0.76,-0.01,-1.48,-4.46,-6.44,-3.18,-6.31,-5.80,-7.32,-3.48,-6.65,-1.25,2.14,-10.07,-2.56,-8.86,-6.65
CZCurrent_sq,,,,,-6.68,3.30,-10.54,9.08,10.55,43.80,-0.08,1.76,6.04,-5.62,-34.56,17.91,4.14,0.76,3.29,7.77,-13.12,48.80,-0.31,-23.43,-1.42,-27.80,-2.20,-9.72,23.82,-9.54,-4.79,25.82,-9.01,-13.37,-8.42,34.41,-0.83,4.89,-9.79,-15.19,-0.96,16.44,25.78,-31.74,4.25,-17.61,1.77
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,,91.63,353.36,715.13,,,,64.33,2.43,12.13,7.15,-6.74,5.11,11.58,14.49,33.71,31.90,24.24,10.78,-2.34,-17.01,-21.83,-16.15,-12.19,-2.82,4.41,0.97,3.71,9.07,10.11,11.34,7.55,4.19,6.72,13.93,18.22,25.16,26.82,27.64,27.44,26.30,21.05,11.80,20.61,16.54,25.47,32.77
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,,52.92,-8.45,9.54,7.15,-4.68,0.22,4.68,-6.74,7.43,6.39,7.41,8.91,5.98,0.21,-4.22,-3.99,-9.94,-5.61,2.73,0.55,-0.34,1.42,-0.65,3.28,4.81,2.38,0.47,-0.24,1.53,4.88,7.25,3.51,7.49,6.27,7.95,3.35,6.53,1.85,-0.30,11.49,2.94,9.65,5.50
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,,,-87.73,,,,-39.14,-2.37,-10.81,-6.68,7.23,-4.86,-10.38,-12.65,-25.21,-24.18,-19.51,-9.74,2.40,20.50,27.94,19.26,13.88,2.90,-4.22,-0.96,-3.58,-8.31,-9.19,-10.20,-7.02,-4.02,-6.30,-12.23,-15.41,-20.10,-21.15,-21.66,-21.53,-20.83,-17.39,-10.55,-17.09,-14.19,-20.30,-24.68
CZOCurrent_sy,,,,35.44,,,,-12.11,-17.23,-0.50,-11.90,40.22,32.78,30.11,0.60,-7.85,-32.12,-14.01,30.92,-15.20,-4.68,36.20,5.94,15.02,34.53,-38.14,-24.04,-46.61,-30.76,-8.00,-30.67,59.58,6.11,-13.92,2.83,-9.01,17.69,20.81,40.08,2.45,-22.75,-4.55,-5.26,0.71,13.50,-1.41,-22.29
CZOCurrent_qq,,,,,-34.60,9.22,-8.70,-6.67,4.91,-0.22,-4.48,7.24,-6.92,-6.00,-6.90,-8.18,-5.64,-0.22,4.41,4.16,11.04,5.94,-2.67,-0.54,0.34,-1.40,0.65,-3.18,-4.58,-2.33,-0.47,0.25,-1.51,-4.65,-6.76,-3.39,-6.97,-5.90,-7.36,-3.24,-6.14,-1.81,0.30,-10.31,-2.86,-8.80,-5.21
CZOCurrent_sq,,,,,14.24,-10.05,4.91,-18.48,7.60,8.13,-7.10,29.74,1.89,5.95,-28.17,18.84,-24.95,34.23,9.35,-23.02,-15.64,91.80,-14.94,-16.42,-1.33,-11.81,4.44,-41.25,27.95,17.18,-21.29,35.22,-14.93,-4.94,-5.97,19.66,10.03,-2.41,9.02,-12.49,-17.03,20.58,8.21,-6.97,-6.50,4.74,-14.71
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,,2.06,1.31,-1.60,,,,-2.23,-3.02,-1.41,,-2.06,-1.96,-1.11,,-1.44,-1.45,0.14,,0.29,0.35,0.45,-4.22,1.08,0.50,-0.84,-1.41,-0.83,-0.31,-0.03,-0.10,-0.37,-0.48,-0.29,-0.61,2.26,2.50,-0.89,-0.88,-3.89,-4.66,13.58,14.07,12.94,12.33,-1.12,-2.18
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,,0.16,-0.38,2.05,-3.99,-0.65,1.28,3.51,-5.96,-0.55,2.16,4.67,-7.32,-0.55,3.81,4.52,-7.05,-0.49,3.91,-0.34,-1.91,-1.06,2.52,-0.90,-1.33,-0.55,2.81,-0.97,-1.60,-0.66,3.00,-1.29,1.24,-0.43,-0.40,-1.28,-1.84,-1.22,18.66,-0.85,-2.81,-1.76,4.45,-1.91
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,,-16.17,-11.57,-62.48,,,,-34.93,-11.17,-9.57,-2.02,5.61,7.58,8.57,1.43,-8.69,-14.03,-13.00,-1.21,6.92,14.42,19.24,6.11,14.74,13.30,8.08,8.60,-5.37,-10.67,-9.82,-11.23,0.29,5.39,1.82,-0.02,-2.33,-6.10,-9.23,-10.19,-13.53,-15.18,2.58,-0.48,-10.43,-13.03,-29.33,-26.53
EVPCurrent_sy,,4.05,3.21,-33.21,,,,-5.40,-10.48,19.69,13.53,22.44,0.16,-5.11,20.48,0.76,9.43,-1.26,-8.79,10.03,15.80,-1.14,8.79,35.17,-1.28,14.39,5.48,-19.91,-7.54,-10.88,-21.04,-11.92,-24.48,-0.98,35.21,68.24,62.57,43.16,12.27,-9.64,-8.30,-9.24,-12.81,-14.35,-5.16,-7.04,115.96
EVPCurrent_qq,,,,,-26.58,-0.56,-2.97,-8.15,0.24,1.23,5.14,-1.00,2.11,2.16,-1.78,-10.88,-3.87,3.39,11.53,-3.54,2.87,7.74,-0.75,4.31,1.57,2.78,-0.27,-9.11,-4.11,3.76,-1.83,2.69,0.77,0.24,-3.61,0.31,-3.12,-3.10,-4.64,-3.41,-4.97,17.19,-7.48,-13.07,-7.72,-4.78,-3.81
EVPCurrent_sq,,,,,32.05,-17.19,-7.95,-6.02,24.96,10.73,-12.69,1.36,2.22,4.90,10.85,-15.24,11.01,-5.34,2.40,2.25,16.84,-19.18,12.68,27.04,-14.67,-6.35,3.91,-3.55,-1.49,-9.74,-7.94,7.60,-15.53,18.35,25.72,33.88,-18.38,4.22,-1.42,7.75,-17.17,3.16,-5.30,5.85,-8.28,1.11,120.00
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,,-1118.05,140.02,-87.92,,,,-40.49,-5.32,-12.06,-6.68,5.02,-6.73,-11.37,-12.65,-26.29,-25.28,-19.40,-9.74,2.69,20.92,28.51,14.23,15.11,3.42,-5.03,-2.35,-4.38,-8.60,-9.21,-10.28,-7.36,-4.48,-6.57,-12.76,-13.50,-18.11,-21.85,-22.34,-24.58,-24.52,-6.17,2.04,-6.36,-3.62,-21.20,-26.32
EVEBITCurrent_sy,,-27.33,-44.28,33.91,,,,-32.12,-9.75,-27.87,-20.87,-31.82,-11.39,40.20,18.52,52.00,17.35,-1.60,73.05,28.81,0.71,80.03,-16.73,25.55,41.97,-38.13,-20.72,-38.70,-30.01,-11.12,9.80,49.48,8.50,7.22,-9.69,-13.43,21.14,15.54,24.05,-17.38,-21.78,-21.67,11.04,10.63,-0.85,-7.60,-20.14
EVEBITCurrent_qq,,,,,-34.49,8.81,-6.83,-10.40,4.22,1.06,-1.13,0.84,-7.43,-3.97,-2.55,-14.91,-6.16,3.58,9.13,-3.19,10.49,10.09,-3.00,-2.44,-0.73,1.09,-0.26,-4.47,-5.11,0.41,-1.44,-1.35,-2.16,-1.79,-7.97,-2.19,-7.37,-6.28,-8.55,-5.01,-7.29,16.51,-0.55,-12.83,-4.57,-4.75,-7.02
EVEBITCurrent_sq,,,,,-17.57,9.95,-19.55,-6.91,9.60,-12.13,-11.74,-19.79,42.44,39.04,-25.38,2.86,9.98,16.58,31.22,-23.44,-14.01,108.40,-39.30,15.43,-2.77,-9.18,-22.22,-10.75,11.03,15.32,-3.92,21.49,-19.40,13.96,-19.07,16.46,12.79,8.69,-13.11,-22.43,6.78,8.85,23.17,-22.72,-4.31,1.44,6.46
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,,148.63,-10.92,-72.82,,,,-41.49,-11.61,-15.40,-9.04,3.03,-4.72,-8.71,-10.13,-21.79,-21.27,-15.89,-7.35,3.52,17.46,23.46,11.04,10.73,1.39,-5.99,-5.05,-6.51,-8.80,-9.04,-9.09,-6.17,-3.97,-4.40,-8.81,-8.14,-12.33,-17.03,-18.22,-21.17,-21.35,-2.90,1.83,-7.45,-7.54,-25.07,-27.88
EVEBITDACurrent_sy,,-14.54,-23.54,-2.26,,,,37.10,-21.77,-22.36,-14.00,-19.51,-1.83,78.88,9.94,-23.35,11.06,-21.99,7.21,54.57,24.91,37.22,66.72,14.09,3.32,-47.25,-38.39,-33.04,-17.05,11.28,-14.16,-6.35,-14.88,-5.65,2.33,17.96,6.49,21.69,26.37,-17.91,-13.57,20.04,1.60,-1.70,-1.90,-21.52,-10.27
EVEBITDACurrent_qq,,,,,-32.47,5.64,-6.91,-11.89,2.01,1.10,0.10,-0.20,-5.66,-3.13,-1.46,-13.14,-5.04,3.48,8.56,-2.96,7.75,8.77,-2.37,-3.23,-1.34,0.86,-1.39,-4.72,-3.76,0.59,-1.45,-1.66,-1.50,0.13,-5.99,-0.93,-5.99,-5.24,-7.33,-4.51,-6.20,16.99,-2.82,-13.21,-6.29,-5.19,-6.46
EVEBITDACurrent_sq,,,,,22.66,-4.56,-11.57,32.44,-30.01,-5.28,-2.05,23.96,-14.64,72.59,-39.80,-13.57,23.68,21.23,-17.26,24.60,-0.05,33.17,0.52,-14.73,-9.49,-32.01,17.42,-7.33,12.13,-8.79,-9.42,1.10,1.92,1.09,-1.75,16.53,-7.99,15.52,2.03,-24.30,-3.11,60.43,-13.64,-26.77,-3.31,28.34,-1.27
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,,125.30,47.72,-11.57,,,,19.17,-20.79,13.80,,-5.98,4.88,10.85,,31.56,29.13,22.94,,-0.79,-14.32,-17.41,,-9.12,-0.30,3.21,-0.28,0.97,4.72,5.86,7.88,5.79,3.45,6.23,11.80,14.96,20.02,22.80,22.68,22.46,21.78,19.56,10.08,16.14,10.84,17.97,26.12
ROE_sy,,181.49,-0.18,-27.24,,,,-32.59,-40.74,-47.53,,-60.20,-12.74,32.01,,175.09,39.64,22.82,,38.65,17.37,-3.29,,-30.81,-18.65,15.81,77.69,36.39,50.00,-7.14,-17.71,-11.84,-8.88,50.00,21.62,25.60,-10.66,-39.66,-35.25,-13.86,12.66,13.91,-0.13,15.56,9.14,31.35,102.14
ROE_qq,,,,,40.80,-24.01,,,-6.41,9.18,,,4.39,15.39,,,2.46,9.86,,,-11.51,5.91,-0.19,-2.84,-2.92,9.64,-3.57,-1.61,0.68,10.83,-1.73,-3.52,-1.55,13.81,3.42,-0.79,2.78,16.45,3.32,-0.96,2.20,14.33,-4.88,4.49,-2.46,21.68,1.69
ROE_sq,,,,,-5.04,-7.09,,,-16.52,-17.73,,,83.03,24.46,,,-7.09,9.46,,,-21.34,-9.81,-13.28,12.46,-7.52,28.40,33.06,-13.68,1.71,-20.51,17.93,-7.52,5.12,30.84,-4.38,-4.50,-25.23,-11.63,2.60,27.05,-2.21,-10.65,-10.05,47.02,-7.64,7.54,38.43
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,,125.49,57.99,-14.96,,,,32.41,-13.98,15.43,,-4.55,5.12,10.14,,30.28,28.78,23.54,,2.37,-13.57,-16.09,,-7.34,1.07,3.94,-0.20,-3.96,3.59,5.92,6.91,9.12,3.57,5.13,11.90,14.93,19.70,21.45,21.27,21.82,21.07,-4.95,-9.53,-0.50,-2.92,18.73,32.82
ROA_sy,,158.84,14.35,-19.61,,,,-25.15,-43.83,-46.40,,-58.51,-10.25,-6.43,,126.36,33.83,43.20,,19.81,20.84,-6.99,,-24.85,-27.89,-4.60,47.49,60.80,30.15,6.35,-15.70,-22.22,-2.74,30.53,6.33,10.66,-7.14,-24.15,-33.39,-7.71,2.38,-28.04,13.14,-7.52,21.35,88.66,191.02
ROA_qq,,,,,51.47,-19.14,,,-1.60,8.50,,,8.38,13.67,,,7.12,9.05,,,-9.57,5.88,0.91,-4.10,-1.36,8.88,-3.11,-7.72,6.41,11.33,-2.20,-5.81,1.00,13.00,4.10,-3.27,5.19,14.65,3.95,-2.83,4.55,-9.99,-1.06,6.87,2.00,10.08,10.69
ROA_sq,,,,,12.83,-0.22,,,-15.33,-4.79,,,83.15,-0.74,,,8.28,6.21,,,9.22,-18.26,-5.95,-10.50,4.80,8.14,45.41,-2.43,-15.17,-11.63,15.27,-9.98,6.08,18.59,-6.10,-6.32,-10.98,-3.14,-17.54,29.81,-1.25,-31.92,29.66,6.11,29.57,5.84,100.00
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,,93.11,320.70,210.98,,,,9.37,-6.19,2.82,4.99,0.53,15.38,22.49,16.10,23.88,15.03,7.96,9.48,4.15,-5.38,-7.24,-7.12,-0.32,9.58,13.81,11.21,-1.04,-2.26,-0.65,-1.05,8.26,10.30,9.01,14.60,12.92,14.69,16.12,15.67,14.63,12.38,9.34,-2.50,-4.35,-9.77,-10.32,-0.27
OPM_sy,,44.17,48.37,-37.61,,,,-13.15,-31.98,-57.74,-42.33,-69.31,-31.62,44.85,30.08,195.03,105.18,40.45,77.24,54.77,13.66,-6.38,-45.63,-37.64,-32.62,11.82,72.24,113.95,89.66,36.29,4.60,-12.61,-12.10,-9.53,2.51,-10.07,-5.32,7.70,10.54,26.14,29.30,-9.38,-12.62,-18.09,-22.27,-1.49,188.38
