,2004/Q4,2005/Q4,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
WKCurrent_yy,55.96,70.24,73.36,,,,173.02,20.37,15.62,,-31.38,-49.59,-119.56,,-180.92,-213.58,-182.87,302.57,182.19,175.21,152.19,-52.07,-35.32,-33.93,-1.55,6.62,13.02,-100.00,-100.00,-100.00,26.51,,,,34.07,28.59,30.44,45.08,38.77,37.52,26.87,9.43,13.94,11.05,12.67,12.32,7.62,8.20,9.37
WKCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_qq,,,,130.12,8.09,-100.00,,1.46,3.82,-100.00,,-25.47,-140.29,-38.78,-94.14,-4.62,-0.35,199.39,-21.23,-4.27,-30.37,-8.72,6.30,-2.22,3.76,-1.15,12.68,-100.00,,,,6.76,6.82,3.89,13.16,2.39,8.36,15.55,8.24,1.48,-0.04,-0.34,12.71,-1.10,1.42,-0.65,8.00,-0.57,2.53
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,-35.88,-41.26,-42.31,,,,-63.37,-16.93,-13.51,,45.73,98.39,,,,,,,,,,108.64,54.60,51.36,1.57,-6.21,-11.52,,,,-20.95,,,,-25.42,-22.24,-23.33,-31.08,-27.93,-27.28,-21.18,-8.61,-12.24,-9.96,-11.25,-10.97,-7.09,-7.58,-8.58
CWKCurrent_sy,-53.78,-31.99,-47.77,,,,-35.13,-8.72,-50.58,,65.96,70.43,,,,,,,,,,120.12,-0.10,-13.22,-20.14,-29.00,-2.41,,,,-5.00,,,,4.15,-2.33,6.31,3.06,-9.67,-8.17,-8.30,-8.87,-4.11,-8.78,-3.73,-7.49,-3.68,-0.84,27.71
CWKCurrent_qq,,,,-56.55,-7.49,,,-1.45,-3.68,,,34.16,,,,,,,26.95,4.46,43.61,9.55,-5.93,2.27,-3.63,1.16,-11.25,,,,,-6.33,-6.38,-3.74,-11.64,-2.34,-7.71,-13.46,-7.61,-1.45,0.04,0.33,-11.27,1.11,-1.39,0.65,-7.40,0.57,-2.46
CWKCurrent_sq,,,,-29.86,86.28,,,-1.30,0.85,,,1.37,,,,,,,77.46,-2.45,5.80,20.19,-19.46,-15.26,-2.64,6.86,10.69,,,,,-0.29,-2.91,-0.78,8.44,-6.50,5.68,-3.81,-4.96,-4.94,5.53,-4.41,,-9.57,11.37,-8.14,4.11,-6.90,43.44
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,35.23,-22.90,-95.12,,,,8188.44,-94.38,-111.16,,-356.73,-3423.73,-1868.98,,-99.49,-50.96,-35.47,82.05,93.43,92.36,105.33,131.62,194.85,167.35,42.46,72.44,84.84,-100.00,-100.00,-100.00,58.77,,,,61.28,59.03,38.52,26.18,17.01,13.65,13.90,13.46,8.85,3.24,6.60,5.01,-0.08,-0.07,1.53
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,15153.77,-5.86,-100.00,,-89.65,-286.76,100.00,,-33.99,-10.64,-6.24,-26.67,-1.39,0.72,85.93,53.62,-17.87,169.23,-16.45,39.11,-16.30,46.44,1.13,49.12,-100.00,,,,6.88,14.28,8.00,22.26,5.39,-0.46,-1.62,13.37,2.37,-0.24,-2.00,8.76,-2.91,3.01,-3.46,3.49,-2.90,4.66
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,-26.04,29.68,1949.53,,,,-98.79,1677.74,,,,,,,,,,,,,,,,,-29.80,-42.01,-45.90,,,,-37.01,,,,-38.00,-37.12,-27.81,-20.74,-14.54,-12.02,-12.21,-11.87,-8.13,-3.14,-6.19,-4.77,0.08,0.07,-1.51
CWKGrahamCurrent_sy,-90.00,-21.25,-37.29,,,,-5.34,101.50,,,,,,,,,,,,,,,,,29.64,62.25,32.04,,,,1.93,,,,20.18,24.52,-6.34,-43.89,-2.21,-10.48,-2.58,20.51,-13.04,-9.21,-8.05,-26.22,-4.20,-7.30,-8.76
CWKGrahamCurrent_qq,,,,-99.34,6.22,,,866.00,,,,,,,,,,,,,,19.70,-28.12,19.49,-31.72,-1.11,-32.94,,,,,-6.44,-12.49,-7.41,-18.20,-5.11,0.46,1.65,-11.80,-2.31,0.24,2.04,-8.05,3.00,-2.92,3.58,-3.37,2.99,-4.45
CWKGrahamCurrent_sq,,,,-40.81,52.46,,,25.98,,,,,,,,,,,,,,-10.73,33.28,-3.71,13.16,11.72,8.46,,,,,5.92,36.33,35.48,-38.57,9.75,2.54,-18.84,7.06,0.47,11.59,0.40,-22.74,4.89,13.02,-19.44,0.32,1.50,11.24
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,69.68,48.22,93.18,,,,34.42,73.01,81.96,81.05,68.14,41.21,19.78,-12.91,-36.33,-48.88,-56.42,-43.82,-46.08,-32.76,-50.22,-57.65,-45.31,-46.01,-5.38,9.36,18.50,22.30,16.20,12.20,12.04,12.68,18.44,18.54,20.39,22.59,21.68,22.88,21.98,21.00,17.66,15.89,8.46,4.76,3.96,5.70,6.76,3.78,1.76
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,-7.04,7.83,15.20,16.41,19.64,13.41,14.62,8.11,0.48,-3.80,-16.66,-20.96,-19.33,-17.98,7.44,-24.15,0.60,-39.29,-8.59,-2.05,-0.69,6.41,5.65,6.14,2.50,1.10,2.01,5.99,3.09,6.26,2.09,7.65,4.98,5.47,3.09,6.86,4.13,2.56,1.55,0.01,0.58,1.78,3.24,1.01,-2.23,-0.19
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,-41.07,-32.53,-48.23,,,,-25.61,-42.19,-45.04,-44.76,-40.53,-29.20,-16.52,14.79,57.09,95.67,129.45,78.02,85.46,48.73,100.90,136.13,82.85,85.21,5.69,-8.56,-15.62,-18.24,-13.94,-10.87,-10.74,-11.25,-15.58,-15.65,-16.93,-18.43,-17.82,-18.61,-18.02,-17.35,-15.01,-13.71,-7.80,-4.54,-3.80,-5.40,-6.33,-3.65,-1.73
CPCurrent_sy,-45.09,62.04,-24.94,,,,-18.25,-19.20,-26.02,-21.13,0.17,-0.84,-3.46,-8.83,-20.45,-0.05,14.47,14.74,19.31,29.56,1.20,-8.51,-0.43,-20.07,-1.53,-3.46,-2.36,-28.27,-40.49,-28.07,-19.29,2.30,7.19,0.93,-21.04,-8.95,-11.86,14.75,1.16,3.13,-4.12,-20.55,-14.24,-16.62,-7.12,-7.05,-4.39,7.29,2.87
CPCurrent_qq,,,,7.57,-7.25,-13.20,-14.09,-16.41,-11.82,-12.76,-7.52,-0.49,3.97,19.97,26.56,23.95,21.93,-6.92,31.85,-0.59,64.69,9.40,2.09,0.69,-6.02,-5.35,-5.79,-2.43,-1.08,-1.97,-5.66,-2.99,-5.90,-2.05,-7.10,-4.75,-5.19,-3.00,-6.42,-3.97,-2.51,-1.51,-0.02,-0.56,-1.76,-3.14,-1.01,2.28,0.20
CPCurrent_sq,,,,-21.80,19.44,-7.77,-5.09,-22.72,9.36,-1.67,20.55,-23.50,6.47,-7.14,5.19,-3.88,21.93,-6.92,9.38,4.37,-4.76,-15.86,19.04,-16.21,17.33,-17.51,20.40,-38.44,-2.67,-0.28,35.09,-21.97,1.98,-6.11,5.69,-10.03,-1.29,22.24,-6.83,-8.27,-8.23,1.31,0.57,-10.82,2.22,1.39,3.44,0.07,-1.98
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,56.76,1.22,264.97,,,,17.07,22.93,-11.53,-19.95,-280.05,-391.92,-963.85,-1062.00,-295.35,-114.40,69.72,143.35,153.07,160.46,202.60,-103.10,-103.54,-102.80,-101.15,200.63,265.11,372.27,1437.10,271.73,114.54,111.34,92.33,89.03,74.39,21.17,26.96,74.46,52.53,72.51,46.74,-49.10,-22.66,-31.99,-39.34,18.69,-39.33,-32.62,-16.41
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,-5.00,16.27,7.30,-1.22,-0.25,-16.32,-2.92,-322.19,-61.72,-147.63,-8.11,8.69,12.30,65.02,254.78,11.77,-0.08,-40.64,-104.68,-27.42,20.83,75.65,509.68,109.06,30.55,19.59,13.90,20.65,28.60,8.83,11.94,11.31,-10.64,14.03,53.83,-2.68,1.06,-3.00,-46.64,47.86,-11.13,-13.49,4.41,-24.42,-1.29,7.33
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,-36.23,-1.18,-72.61,,,,-14.58,-18.65,13.03,24.92,,,,,,,,,,,,,,,,,,,,-73.10,-53.39,-52.68,-48.00,-47.10,-42.66,-17.48,-21.23,-42.68,-34.44,-42.03,-31.86,96.46,29.30,47.03,64.87,-15.75,64.84,48.42,19.62
CZCurrent_sy,-61.10,20.86,31.59,,,,-62.21,-29.78,-26.37,42.02,,,,,,,,,,,,,,,,,,,,-46.60,-15.95,9.53,8.30,4.35,11.27,26.84,40.15,24.28,-15.36,-27.55,-40.13,-32.09,26.29,26.39,38.82,15.22,-20.70,-18.85,-36.62
CZCurrent_qq,,,,5.27,-14.00,-6.80,1.23,0.25,19.50,3.01,,,,,,,,,-10.53,0.08,68.48,,,,,,-52.17,-23.39,-16.40,-12.19,-17.11,-22.24,-8.13,-10.66,-10.16,11.91,-12.30,-35.00,2.76,-1.05,3.09,87.41,-32.37,12.53,15.60,-4.23,32.31,1.32,-6.83
CZCurrent_sq,,,,-22.82,-3.95,-11.45,-42.44,43.42,0.73,70.80,,,,,,,,,-52.85,-29.77,-9.84,,,,,,-37.13,-21.88,6.65,1.94,-1.03,1.80,5.45,-1.78,5.54,16.04,16.52,-12.91,-28.12,-0.68,-3.71,-1.21,33.68,-0.60,5.76,-18.01,-7.99,1.70,-17.40
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,35.34,9.34,246.27,,,,-18.80,-4.30,32.46,26.28,-209.07,-315.01,-540.91,-557.98,-387.81,-96.02,66.05,71.04,101.39,101.61,99.27,93.46,-290.56,-245.21,342.28,208.83,271.16,351.35,892.80,228.81,107.99,133.89,114.68,92.53,71.15,39.99,46.98,21.53,5.34,8.21,-17.82,-18.09,-31.02,-50.12,-46.73,-27.00,-1.87,33.33,49.08
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,-10.38,-18.33,8.17,2.56,5.62,13.05,3.13,-188.58,-108.20,-131.82,-7.12,5.65,16.34,59.85,8.62,104.51,-2.75,-118.30,-713.42,-31.60,25.89,130.54,265.37,106.97,8.83,20.63,21.01,30.92,22.38,10.72,8.53,16.38,0.10,16.25,-10.27,0.88,2.83,-11.71,-10.57,-15.05,-25.63,-5.71,22.56,14.19,1.04,5.43
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,-26.12,-8.54,-71.12,,,,23.15,4.49,-24.50,-20.81,,,,,,,,,,,,,,,,,,,-89.93,-69.58,-51.92,-57.24,-53.42,-48.06,-41.56,-28.56,-31.97,-17.71,-5.07,-7.59,21.69,22.09,44.97,100.46,87.69,36.98,1.91,-24.99,-32.92
CZOCurrent_sy,-47.52,20.02,25.91,,,,-52.91,-30.38,-30.81,28.46,,,,,,,,,,,,,,,,,,,-38.70,-16.25,6.56,-5.82,12.06,-7.08,7.40,7.84,17.78,11.99,-7.17,1.83,-15.14,-17.58,-17.62,40.31,50.28,54.96,15.30,-30.70,-45.30
CZOCurrent_qq,,,,11.58,22.44,-7.56,-2.49,-5.32,-11.54,-3.04,,,,,,,,,,2.86,,,,,,-72.65,-51.68,-8.12,-17.09,-17.38,-23.62,-18.29,-9.68,-7.86,-14.07,-0.11,-13.98,11.44,-0.87,-2.76,13.27,11.81,17.71,34.46,6.06,-18.40,-12.43,-1.03,-5.15
CZOCurrent_sq,,,,-15.64,2.15,-29.27,-22.74,24.72,1.53,31.30,,,,,,,,,,42.40,,,,,,-14.27,-21.95,-2.19,-6.33,17.11,-0.68,-13.55,11.46,-2.89,14.79,-13.20,21.73,-7.66,-4.85,-4.78,1.44,-10.33,-4.90,62.19,8.65,-7.53,-29.24,-2.52,-14.24
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,-0.56,-1.12,26.09,,,,-4.85,194.66,158.81,,101.78,76.54,32.42,156.69,1.87,-7.00,-3.00,-35.06,-41.70,-46.07,-54.96,-29.29,-28.20,-21.68,-6.59,-4.16,-3.15,-5.80,-7.24,-11.48,-20.24,-14.06,-5.06,-8.53,-8.99,-11.76,-32.97,-15.68,-12.24,-11.86,-0.90,-3.93,-14.77,-5.42,-16.44,-18.49,-10.95,5.74,16.99
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,-58.10,48.38,29.73,17.98,29.76,30.32,-49.87,138.05,13.52,-2.25,-2.83,-5.52,3.64,1.95,-34.94,-15.19,-4.13,-14.86,2.14,-13.88,4.58,1.55,4.79,-12.97,1.71,,,-21.58,9.59,10.48,-3.65,-21.98,6.25,-16.08,21.21,-18.80,6.71,-5.65,17.50,-27.96,18.42,-16.64,14.62,-21.29,40.61,-7.77
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,-41.40,-33.29,-34.73,,,,-29.20,70.35,42.22,-44.76,20.00,25.03,10.55,194.70,59.99,81.93,122.59,15.59,8.13,-19.80,-9.52,66.98,31.29,45.07,-1.28,-12.37,-18.27,-22.98,-20.17,-21.09,-28.81,-23.73,-19.85,-22.84,-24.40,-28.02,-44.91,-31.38,-28.05,-27.16,-15.79,-17.10,-21.42,-9.70,-19.61,-22.89,-16.58,1.88,14.94
EVPCurrent_sy,-42.22,57.81,-33.02,,,,-10.24,-1.24,-23.17,-20.32,-4.40,19.47,11.73,13.26,6.00,-0.95,-4.26,-4.51,-3.90,-4.68,-10.49,-12.41,-15.69,-17.38,5.46,1.35,11.23,-14.74,-11.33,-7.60,-10.89,2.75,-1.75,-13.05,-18.64,4.43,-3.18,24.16,-0.01,-4.41,-15.60,-14.90,-0.04,-5.75,2.10,-10.53,-6.95,3.58,1.49
EVPCurrent_qq,,,,-54.93,37.64,12.60,1.36,8.44,14.91,-56.26,120.17,12.99,1.60,16.60,19.53,28.48,24.31,-39.46,11.82,-4.70,40.24,11.74,-12.08,5.30,-4.56,-0.82,-18.00,-0.76,-1.08,-1.97,-26.02,6.31,3.96,-5.62,-27.52,1.21,-20.43,17.56,-24.01,2.47,-8.01,15.73,-27.96,17.74,-18.10,11.00,-22.07,43.80,-7.60
EVPCurrent_sq,,,,-22.26,34.38,-6.59,-8.02,-14.46,4.54,-3.12,10.36,6.89,-2.23,-1.79,3.29,-0.12,-5.50,-2.05,3.94,-0.92,-11.26,-4.16,0.05,-2.91,13.27,-7.89,9.81,-25.58,17.80,-4.02,5.91,-14.19,12.63,-15.06,-0.90,10.14,4.43,8.93,-20.19,5.30,-7.79,9.82,-6.25,-0.72,-0.11,-3.77,-2.50,10.51,-2.12
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,-26.53,-9.57,-63.58,,,,17.18,207.90,95.40,-20.81,-284.99,-182.11,-130.03,-156.05,79.12,52.56,-185.68,-124.21,4307.45,3449.25,-6046.25,-981.52,-137.68,-153.93,138.48,188.06,156.57,137.46,-90.66,-73.07,-61.65,-63.26,-55.78,-52.49,-46.82,-36.96,-54.40,-30.61,-16.69,-18.55,20.59,17.28,23.55,89.58,56.84,11.66,-9.25,-20.68,-21.52
EVEBITCurrent_sy,-42.20,20.51,-24.46,,,,-27.16,-22.72,-10.71,32.39,1.57,-80.70,-94.22,-101.96,-82.71,407.29,1464.94,3510.61,661.16,3.79,-23.70,-47.38,-35.44,-34.66,29.38,80.82,27.06,7.07,-45.78,-11.96,27.65,24.76,48.32,-0.22,-14.00,14.61,30.12,46.70,-8.33,-17.97,-32.03,-36.36,-27.33,23.53,31.71,18.63,10.05,-39.44,-46.89
EVEBITCurrent_qq,,,,-53.25,81.66,19.93,15.04,22.85,15.28,-51.40,-368.75,45.47,57.83,9.30,-0.13,-23.87,-153.92,28.81,1979.05,-1.39,-565.97,87.47,34.53,-41.14,432.50,-71.34,-57.94,-6.54,-17.09,-17.38,-40.10,-10.45,-0.22,-11.22,-32.96,6.14,-27.81,35.08,-19.50,3.77,6.87,31.38,-15.20,59.22,-11.59,-6.47,-31.08,39.17,-12.52
EVEBITCurrent_sq,,,,32.36,0.09,-17.73,-33.17,40.44,15.64,21.98,-48.73,-73.32,-65.36,-141.39,551.93,682.80,6.86,-9.78,0.86,6.75,-21.44,-37.78,23.73,8.04,55.55,-13.05,-13.05,-8.95,-21.23,41.18,26.06,-11.01,-6.35,-5.02,8.65,18.60,6.32,7.08,-32.11,6.13,-11.91,0.25,-22.47,80.42,-6.07,-9.70,-28.08,-0.72,-17.62
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,-24.38,-15.93,-61.06,,,,6.31,171.77,78.19,-28.40,-470.19,-229.43,-141.65,-179.49,86.34,59.38,-211.10,-141.23,1320.49,1066.14,946.68,-5831.66,-418.27,-1082.38,-35.40,108.12,116.15,105.17,-72.64,-62.02,-56.66,-59.00,-51.92,-49.70,-44.11,-35.34,-52.99,-29.45,-16.92,-18.40,17.97,13.54,15.67,64.97,34.59,1.47,-11.43,-16.33,-14.29
EVEBITDACurrent_sy,-33.83,-0.32,-9.73,,,,-24.16,44.24,-2.45,36.99,21.03,-11.89,-92.70,-104.12,-64.81,-3.62,1184.67,1527.32,191.43,4.16,-22.94,-13.24,-31.15,-22.12,51.85,109.83,10.00,-9.71,-38.77,-28.73,15.00,35.02,19.05,-11.57,-10.63,1.69,24.00,0.95,0.64,-6.92,-20.05,6.30,-20.66,17.75,52.88,-1.84,7.26,-26.74,-52.72
EVEBITDACurrent_qq,,,,-53.46,73.86,17.28,12.02,18.98,14.00,-52.87,-679.13,58.40,63.32,10.05,0.46,-23.67,-180.94,30.25,603.63,-2.10,146.20,-588.63,72.98,-202.19,116.19,-38.60,-46.25,-3.29,-14.28,-14.76,-38.66,-8.53,0.54,-10.83,-31.85,5.83,-26.91,33.84,-19.75,3.94,5.67,28.81,-18.24,48.25,-13.79,-2.89,-28.64,40.05,-11.69
EVEBITDACurrent_sq,,,,-32.48,44.84,-15.00,-8.75,28.40,-2.04,19.36,-19.38,-6.53,-91.88,-167.38,788.31,156.05,8.19,-25.14,40.54,-8.49,-19.95,-15.73,11.52,3.52,56.07,16.45,-41.53,-15.02,5.83,35.54,-5.66,-0.23,-6.69,0.68,-4.66,13.53,13.78,-18.03,-4.95,5.00,-2.27,8.98,-29.06,55.84,26.88,-30.02,-22.48,6.44,-18.11
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,0.53,-40.57,110.63,,,,-57.13,2.15,-23.46,,-362.44,-679.03,4315.14,,588.60,288.78,-89.29,-78.60,-35.43,-19.61,96.58,-106.48,-105.47,-104.24,-101.17,194.38,246.01,,,,69.62,,,,30.04,-5.74,-2.67,20.24,9.92,25.43,15.68,-53.49,-32.12,-38.75,-46.19,5.67,-43.62,-37.73,-23.54
ROE_sy,43.05,-25.81,-24.72,,,,-4.09,3.98,-13.29,,-75.67,-191.42,-168.66,,-38.63,136.05,147.23,9.92,523.73,188.82,251.13,-102.71,-46.89,-43.63,-94.37,1385.56,-27.41,,,,110.88,,,,31.71,10.92,-20.11,-24.86,33.14,46.89,84.51,35.41,-31.37,-53.87,-53.09,-34.53,-9.52,31.80,34.51
ROE_qq,,,,-58.73,7.58,,,-1.67,-19.39,,,-116.96,714.64,-22.10,-52.96,-16.17,-65.14,55.73,41.90,4.37,-14.76,-105.13,-19.91,19.14,76.49,514.00,85.51,,,,,20.42,1.91,7.76,-1.66,-12.71,5.23,33.12,-10.11,-0.39,-2.95,-46.48,31.21,-10.13,-14.73,5.09,-29.99,-0.75,4.71
ROE_sq,,,,-5.89,-1.84,,,2.02,-18.14,,,-483.36,38.53,290.61,-86.34,125.18,-19.46,343.66,-22.48,4.27,-2.08,-103.42,1620.00,10.67,-90.22,681.76,-14.17,,,,,2.29,14.66,5.13,6.82,-13.85,-17.42,-1.12,89.28,-4.96,3.72,-27.43,-4.07,-36.11,5.47,1.30,32.56,-6.93,7.63
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,29.71,-32.28,95.32,,,,-43.76,-25.13,-50.21,,-228.48,-340.32,-1393.69,,-576.59,-283.43,65.21,142.35,165.00,169.71,338.11,-108.82,-107.71,-106.21,-101.23,202.91,255.19,,,,120.47,,,,29.64,0.67,-17.71,22.33,9.04,27.67,30.25,-55.37,-34.91,-40.20,-44.01,4.07,-41.91,-37.64,-24.82
ROA_sy,85.21,41.66,5.07,,,,-3.80,9.74,-31.76,,-81.64,-188.50,-332.21,,-104.23,110.69,103.08,734.48,9327.27,928.46,2001.56,-112.40,-47.78,-54.45,-94.65,774.44,-14.15,,,,127.25,,,,-2.13,-17.04,-38.81,-3.18,6.13,12.27,43.36,34.31,-11.64,-21.38,-9.16,-38.04,14.75,42.60,15.94
ROA_qq,,,,-33.88,8.08,,,-11.98,-28.12,,,-64.64,-286.91,-9.68,3.16,6.70,64.89,233.53,48.61,0.06,19.92,-104.95,-29.89,19.35,76.26,513.83,95.89,,,,,16.25,7.58,9.14,-5.02,-9.73,-12.05,62.23,-15.33,5.68,-10.28,-44.40,23.48,-2.91,-15.99,3.33,-31.08,4.23,1.28
ROA_sq,,,,-14.95,4.63,,,-2.97,-34.93,,,-567.69,-70.72,104.19,-112.64,1281.82,-50.77,1034.38,39.81,31.72,0.60,-106.69,688.89,14.91,-88.18,743.06,-25.04,,,,,-12.57,27.99,-26.62,19.20,-25.89,-5.60,16.10,30.66,-21.60,20.55,8.77,-14.04,-30.24,39.27,-25.81,59.21,-13.31,13.24
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,-20.22,-26.22,79.20,,,,-39.60,-44.70,-27.24,-30.25,-164.86,-252.27,-468.26,-625.92,-666.36,-283.47,22.09,48.44,102.58,102.39,98.53,84.57,-447.66,-369.92,356.76,199.70,244.27,305.42,756.84,192.73,85.83,107.62,81.20,62.32,42.08,14.19,20.81,-1.08,-13.63,-10.58,-30.13,-29.34,-36.41,-52.35,-48.76,-30.93,-8.06,28.30,46.39
OPM_sy,27.44,33.49,-32.26,,,,97.09,95.32,12.48,-6.75,-74.77,-113.83,-164.53,-231.54,-48.94,224.04,120.59,138.72,589.58,303.49,414.29,59.63,-43.35,-53.51,-58.55,-6.90,-20.40,29.34,62.37,-3.40,46.06,41.21,19.37,32.91,-0.46,-25.00,6.38,-31.73,-12.10,17.35,4.50,54.23,6.16,-6.43,12.92,0.68,-21.85,7.42,3.71
