,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4
WKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_yy,-100.00,,,,,13.41,5.37,-54.20,,-54.42,-52.96,10.48,,13.17,13.42,14.61,,8.27,4.06,-14.23,,27.58,7.91,48.89,,8.47,32.51,10.65,,-2.68,-3.15,-0.60,2.49,-0.90,-1.06,-0.14,3.00,-13.59,-14.94,-17.08,-20.56,-80.19,-80.49,-80.56,-76.97,-123.38,-116.07,-198.39,-185.95,-394.60
WKCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_qq,,,6.35,,-100.00,,-1.19,-56.53,-100.00,,1.97,2.09,-100.00,,2.19,3.17,-100.00,,-1.78,-14.96,-100.00,,-16.93,17.34,-100.00,,1.48,-2.02,-4.21,2.17,0.99,0.57,-1.24,-1.21,0.83,1.51,1.87,-17.13,-0.74,-1.05,-2.40,-79.34,-2.23,-1.40,15.61,-120.98,32.82,-503.74,-1.00,-20.73
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,,,,,,-12.00,-5.63,116.90,,119.70,111.94,-9.74,,-11.72,-11.97,-12.23,,-7.81,-3.20,16.39,,-21.19,-7.44,-33.10,,-7.53,-25.00,-9.47,,2.33,3.57,1.16,-2.22,1.14,1.15,,-3.41,15.73,17.05,20.69,25.88,403.88,414.56,412.38,334.58,,,,,
CWKCurrent_sy,,,,,,-56.71,-66.38,-55.07,,5.80,23.38,-8.81,,-32.03,-35.21,1.36,,7.01,35.18,-10.12,,207.04,163.60,187.53,,50.50,18.52,-2.07,,13.59,-13.34,-71.13,-68.39,-83.63,-76.30,,290.22,1274.83,940.55,-0.77,63.26,-31.08,-25.28,21.41,23.46,,,,,
CWKCurrent_qq,,,-5.33,,,,1.52,129.85,,,-2.07,-2.11,,,-2.34,-2.40,,,2.54,17.36,,,20.43,-15.18,,,-2.33,2.38,4.65,-2.22,-1.14,,1.15,1.14,-1.12,-1.14,-2.30,21.18,,1.94,1.90,385.05,2.12,1.51,-13.57,,,,,
CWKCurrent_sq,,,24.45,,,,-3.36,2.21,,,12.70,-24.46,,,7.43,18.18,,,35.71,-21.42,,,16.51,-14.28,,,-8.24,-29.18,-6.97,87.89,-29.99,,1.83,-2.70,1.39,551.94,-39.33,242.82,,-37.83,-0.18,44.73,-16.82,1.03,1.51,,,,,
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,100.00,,,,,2.34,0.94,99.35,,84.61,83.93,-3376.40,,-33.68,-19.84,-7.68,,-73.78,-18.79,-34.14,,-61.85,-131.16,-92.39,,6.03,-10.91,63.00,,62.19,66.07,-60.19,-13.56,-59.30,-45.99,32.45,25.95,36.98,48.48,-9.72,-79.60,-10.90,-51.87,23.29,106.51,110.46,105.48,71.06,-232.45,-128.76
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,8.29,8.15,100.00,,6.96,99.40,100.00,,2.83,-30.71,100.00,,12.90,-17.45,100.00,,40.46,-32.63,100.00,,14.96,-10.39,100.00,,-0.37,63.17,-26.59,19.21,9.93,-73.88,10.26,-13.34,17.45,19.55,1.63,3.54,32.51,-71.33,-61.03,40.44,7.58,13.46,113.67,-4.29,-51.58,-556.95,37.45,79.22
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.57,106.16,,,
CWKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.64,106.16,,,
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,12.92,131.87,,,,95.19,53.84,-66.75,-68.91,-72.60,-72.81,5.65,-1.94,14.29,20.65,36.25,31.28,13.33,7.92,-2.22,10.97,14.57,22.45,22.60,18.21,23.58,16.79,13.50,0.79,-15.21,-26.03,-32.90,-31.71,-23.37,-18.61,-13.51,-9.56,-22.10,-20.82,-19.18,-16.98,17.11,11.00,2.91,-16.34,-67.04,-71.75,-79.78,-85.32,-87.36
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,28.50,19.26,13.64,12.07,1.28,-74.22,6.26,-1.25,0.50,0.18,-1.38,15.10,6.10,13.13,-4.97,-0.64,1.03,2.51,7.84,2.58,7.98,2.64,3.98,7.24,2.05,-0.26,-7.66,-9.78,-10.98,-9.52,-6.02,1.24,-5.46,-3.85,-1.72,-12.81,-3.90,-1.86,0.95,23.00,-8.91,-9.01,-17.94,-51.53,-21.95,-34.88,-40.42,-58.25
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,-11.27,-57.14,,,,-48.15,-34.92,201.89,219.15,261.90,268.29,-5.62,2.00,-12.50,-16.56,-26.49,-23.53,-11.28,-7.94,1.80,-10.26,-12.71,-18.10,-17.70,-15.24,-19.42,-14.74,-11.83,-1.12,18.07,35.80,48.78,46.59,30.61,22.73,15.57,10.85,28.12,26.67,23.40,20.28,-14.63,-9.94,-2.87,19.77,203.57,253.25,394.67,581.07,690.12
CPCurrent_sy,-44.95,-36.59,,,,44.61,-11.18,35.37,-29.05,-68.35,-49.34,-52.83,-46.64,-27.97,-11.13,12.29,27.39,26.62,27.22,-32.09,-36.88,-6.15,-56.75,-19.90,-23.86,-16.94,32.01,41.61,104.42,449.74,140.78,83.95,33.65,-5.22,-8.24,339.96,344.46,241.84,328.21,71.39,2.36,31.87,28.25,-37.48,42.41,-35.00,7.13,3.44,-26.42,-25.28
CPCurrent_qq,,,-22.22,-15.87,-11.32,-10.64,-2.38,290.24,-6.25,1.33,-0.66,,1.32,-13.07,-5.26,-11.90,5.41,0.85,-1.69,-2.59,-7.08,-1.90,-7.77,-2.11,-4.30,-6.74,-2.41,1.23,7.32,11.36,12.24,10.91,5.74,-0.78,5.47,4.44,1.42,14.69,4.27,1.75,-1.15,-18.60,10.00,9.74,21.89,106.31,28.00,53.68,67.82,139.34
CPCurrent_sq,,,47.09,-39.93,60.76,1.81,-9.65,-8.45,-15.75,-54.59,44.62,,-4.70,-38.69,78.44,7.71,8.11,-39.06,79.28,-42.51,0.50,-9.41,-17.38,6.48,-4.47,-1.17,31.32,14.23,37.89,165.78,-42.48,-12.73,0.19,88.48,-44.32,318.41,1.21,44.97,-30.25,67.46,-39.55,86.77,-32.17,-18.36,37.69,-14.75,11.79,-21.17,-2.05,-13.44
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,170.02,544.70,,,,-75.38,-75.04,-94.30,-89.54,-47.32,-44.77,171.53,52.73,43.27,46.03,39.43,46.53,16.57,16.75,20.12,20.52,62.33,80.71,28.58,24.10,-53.17,-69.61,-68.63,-84.97,-83.52,-96.06,-108.20,-116.89,-167.97,-1016.44,-205.38,-392.06,-226.62,2.84,162.72,122.74,-468.50,-718.00,-2659.84,-4829.79,-51.55,-52.19,-80.84,-51.01,55.57
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,-4.77,5.61,-6.47,-73.83,-3.45,-75.89,71.64,31.83,1.23,18.54,-3.45,23.66,3.18,13.18,1.47,-1.63,3.34,16.45,1.81,32.50,15.04,-17.14,-1.74,-50.00,-25.34,-14.46,-52.93,-45.17,-82.15,-278.08,3.08,-120.63,-140.65,40.66,-56.17,-46.45,28.41,138.31,-43.37,-3760.99,-3.00,-19.88,-4.63,-17.30,-3.44,-42.45,12.63,65.49
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,-84.49,,,,306.03,300.48,1653.54,854.25,89.85,81.12,-63.16,-34.55,-30.18,-31.53,-28.30,-31.72,-14.19,-14.35,-16.68,-17.04,-38.41,-44.66,-22.25,-19.47,113.43,229.07,218.69,566.06,507.37,2428.91,,,,,,,,,,,,,,,,,,,
CZCurrent_sy,,-66.72,,,,-81.76,-1.17,235.84,22.06,12.57,-74.61,-37.09,-34.54,129.96,275.05,-90.83,138.91,-75.04,231.51,1915.21,843.06,1227.75,-13.75,212.25,-74.56,-12.71,-61.58,-68.38,-17.41,24.15,254.27,,,,,,,,,,,,,,,,,,,
CZCurrent_qq,,,5.03,-5.26,7.07,281.13,3.59,314.81,-41.73,-24.17,-1.17,-15.63,3.52,-19.11,-3.08,-11.66,-1.42,1.66,-3.26,-14.06,-1.83,-24.53,-13.07,20.73,1.68,100.00,34.02,16.92,112.52,82.38,458.03,,,,,,,,,,76.27,,,,,,,,,
CZCurrent_sq,,,-32.18,-57.69,12.16,-43.33,267.45,43.78,-59.24,-47.73,-17.13,256.30,-57.58,83.62,35.15,-91.29,1005.08,-80.81,1694.71,-47.04,417.15,-72.99,16.58,91.73,-57.87,-7.30,-48.69,57.80,10.03,39.35,46.42,,,,,,,,,,11.27,,,,,,,,,
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,168.39,751.98,,,,-64.10,-66.89,-92.81,-88.16,-54.31,-45.02,177.51,77.08,40.03,35.48,9.72,2.66,13.37,31.40,55.41,94.73,79.83,51.29,-0.05,-17.86,-20.11,-26.11,-9.02,-27.73,-53.28,-59.75,-60.58,-41.99,3.04,13.30,24.56,-18.63,-45.41,-37.41,-14.02,1.23,-270.11,-287.25,-268.48,-279.97,-185.12,-182.61,-223.56,-249.33,23.23
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,-2.89,14.49,-4.86,-66.06,-10.42,-75.15,56.76,30.92,7.80,25.43,0.03,3.53,4.30,1.58,-6.41,14.33,20.89,20.14,17.27,5.58,1.70,-20.63,-3.61,2.68,-5.94,-2.26,-23.43,-33.63,-18.98,-4.26,12.67,17.89,-10.90,5.25,-26.39,-20.92,2.16,44.58,-13.34,-232.89,-12.46,-30.09,7.43,-110.54,-11.46,-48.94,0.06,53.73
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,-88.26,,,,178.39,201.95,1291.06,744.68,118.95,81.74,-63.98,-43.51,-28.61,-26.13,-8.81,-2.56,-11.78,-23.95,-35.70,-48.63,-44.37,-33.86,,21.60,25.18,35.17,10.08,38.46,114.10,148.67,153.54,72.22,-2.99,-11.74,-19.75,22.96,83.26,59.76,16.38,-1.19,,,,,,,,,
CZOCurrent_sy,,-82.04,,,,-66.74,21.24,-21.50,-55.19,-54.35,-74.88,-55.71,-41.66,0.37,-13.28,13.32,64.45,-34.98,550.49,373.65,642.85,286.32,-72.82,,-82.76,363.10,114.92,472.19,578.28,30.04,129.16,-67.40,-90.58,-78.81,-78.79,110.12,1745.62,567.65,642.45,54.45,-41.18,,,,,,,,,
CZOCurrent_qq,,,3.02,-12.68,5.03,194.68,11.73,302.26,-36.22,-23.61,-7.25,-20.27,,-3.46,-4.04,-1.56,6.85,-12.59,-17.28,-16.77,-14.64,-5.35,-1.65,25.84,3.80,-2.56,6.20,2.48,30.57,50.66,23.35,4.48,-11.31,-15.13,12.22,-5.00,35.91,26.48,-2.17,-30.79,15.39,,,,,,,,,
CZOCurrent_sq,,,-37.44,-18.88,20.59,-45.65,128.03,-47.48,-31.16,-44.63,25.49,-7.41,,-4.74,8.42,20.99,31.59,-62.33,984.69,-11.90,106.38,-80.41,-23.69,18.68,-2.83,426.25,-64.59,215.98,15.18,0.89,-37.59,-55.05,-66.71,126.85,-37.52,345.28,192.43,-17.94,-30.52,-7.37,11.36,,,,,,,,,
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,185.96,9361.33,,,,2.79,-98.81,-88.88,,-80.56,1551.05,82.20,,-133.22,29.67,10.46,,404.51,-2.90,21.99,,173.52,135.02,141.27,,6.19,26.08,-22.49,4469.67,-25.10,-40.93,-14.52,-17.48,-13.98,-14.63,-13.43,-15.05,-18.04,-22.42,-18.67,-18.17,-39.92,-33.05,-31.67,-30.00,6.38,3.15,-15.25,-30.15,-28.15
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,-1.44,-5.02,-98.87,9625.67,-98.86,787.39,-89.85,1790.33,-3.05,-2.07,-94.43,-728.00,478.40,-16.58,-94.96,1812.33,20.66,4.81,-95.86,5130.67,3.67,7.60,-98.29,5454.67,23.08,-33.85,1.04,-8.96,-2.93,-4.27,-2.47,-5.09,-3.67,-2.92,-4.28,-8.44,-8.82,1.78,-3.70,-32.78,1.61,3.89,-1.34,2.14,-1.48,-14.64,-18.69,5.07
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,176.21,3975.13,,,,-47.34,-99.22,-66.57,219.15,-29.07,5934.78,72.47,2.00,-129.06,7.46,-18.91,-23.53,368.78,-10.02,24.73,-10.26,138.76,91.92,96.79,-15.24,-14.05,7.96,-31.70,4434.83,-11.69,-20.14,27.41,20.81,12.25,4.89,0.09,-6.07,5.21,-2.04,0.64,-1.44,-48.70,-39.69,-33.62,-16.30,222.70,265.15,319.19,375.89,468.08
EVPCurrent_sy,-64.10,812.56,,,,-47.34,-99.31,-66.57,-29.05,-32.09,5934.78,80.93,-46.64,-49.37,7.46,20.98,5.73,10.40,-10.02,8.06,-37.95,106.98,13.43,-21.58,-10.44,-4.85,17.24,-22.04,607.45,34.30,-10.86,169.66,143.46,92.24,93.13,22.38,28.14,46.49,66.98,52.86,52.33,165.13,40.08,6.53,-2.24,-55.49,24.19,4.50,9.12,-11.36
EVPCurrent_qq,,,-23.31,-20.35,-99.00,8529.79,-98.87,3319.57,-90.46,1818.00,-3.51,-2.27,-94.36,-646.41,456.82,-26.25,-94.68,1820.51,19.45,2.24,-96.17,5009.52,-3.99,4.83,-98.35,5080.90,20.60,-33.68,9.44,0.89,9.06,5.81,3.77,-6.26,1.90,0.97,-2.62,5.00,-5.12,3.73,-4.63,-45.35,11.55,14.17,20.24,110.72,26.23,31.07,36.50,151.54
EVPCurrent_sq,,,-13.34,-29.51,-64.74,144.48,-98.87,3319.57,-25.17,134.03,0.78,2.52,-77.93,122.05,113.91,15.42,-80.71,131.85,74.34,38.62,-88.93,673.42,-4.46,-4.17,-87.35,721.68,17.73,-36.28,14.77,55.99,-21.86,92.76,3.62,23.17,-21.49,22.14,8.50,40.81,-10.51,11.81,8.12,145.07,-52.72,-14.97,-0.78,11.58,31.92,-28.45,3.61,-9.36
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,25.74,1010.44,,,,186.40,-96.41,54.75,744.68,-57.46,2905.54,-34.35,-43.51,-123.73,-4.26,0.67,-2.56,368.57,-26.11,-21.51,-48.63,52.10,55.34,141.39,21.60,32.92,70.62,-14.80,6224.36,60.32,46.76,116.89,42.23,-16.52,-24.65,-30.53,4.40,50.18,23.92,-5.37,-19.14,-135.31,-135.77,-140.55,-138.89,62.70,63.50,73.80,80.00,6.38
EVEBITCurrent_sy,420.72,-30.78,,,,-190.67,-202.61,54.75,-83.87,111.77,136.83,-50.00,25.06,138.66,44.22,32.18,7.70,64.61,221.18,-58.31,-87.77,-28.13,-76.81,168.66,981.64,34.57,389.19,141.65,1769.51,199.76,-29.51,27.61,-8.96,-16.52,-14.36,6.99,70.34,110.75,89.36,25.68,-13.76,-62.25,-110.20,-100.17,-100.27,-111.67,47.53,-1227.38,93.12,1695.03
EVEBITCurrent_qq,,,1.50,-17.04,-98.81,28573.94,-98.73,3475.22,-93.53,1344.02,-10.09,-21.91,-94.43,-706.58,462.80,-17.89,-94.61,1571.97,-0.19,-12.77,-96.47,4850.33,1.93,35.55,-98.22,5311.17,30.84,-32.31,31.97,37.17,19.78,0.03,-13.46,-19.49,8.12,-7.78,30.05,15.82,-10.79,-29.57,11.12,-150.58,9.65,20.16,-6.58,51.49,11.60,42.69,18.65,-127.14
EVEBITCurrent_sq,,,-28.20,-43.35,-37.89,-458.86,18.74,185.44,-93.53,161.90,154.17,16.01,-83.80,399.80,53.59,6.32,-86.80,663.88,199.67,-86.20,-96.13,4390.44,-3.29,59.85,-84.42,458.65,251.58,-21.04,20.54,-10.43,-17.32,42.94,-14.00,-17.87,-15.18,78.59,36.91,1.62,-23.79,18.53,-6.05,-55.52,-120.59,98.05,-50.00,-1841.80,7.38,50.79,99.22,450388.48
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,142.79,2362.23,,,,22.07,-98.48,-33.75,440.54,-41.27,4752.31,21.58,-21.00,-130.74,21.17,15.90,11.60,398.07,-15.48,-9.10,-39.51,74.26,60.34,112.41,-2.19,3.03,32.21,-26.23,5062.62,9.10,-4.61,41.22,14.05,-9.11,-18.97,-23.43,-17.89,-10.20,-11.39,-16.49,-14.36,178.92,405.63,-615.19,-420.27,-125.93,-111.99,93.17,91.64,24.03
EVEBITDACurrent_sy,616.39,104.04,,,,-273.90,-227.00,-33.75,-89.84,136.89,149.68,28.00,245.50,-28.91,21.17,57.55,33.57,38.47,1.41,47.40,-11.34,-6.02,-33.04,-53.33,-43.63,100.73,160.62,44.76,994.44,74.72,-7.42,55.88,42.42,-25.93,-7.08,14.29,26.10,26.39,38.80,32.67,25.22,52.75,71.24,21.13,-100.58,-47.21,-46.50,-72.21,10168.69,42.24
EVEBITDACurrent_qq,,,-7.71,-19.29,-98.93,15172.07,-98.85,3414.36,-91.24,1559.33,-4.96,-11.94,-94.31,-745.57,474.67,-15.77,-94.52,1624.20,6.24,-9.41,-96.35,4866.88,-2.25,20.00,-98.32,5131.95,25.44,-33.04,17.48,10.56,9.68,-0.87,-5.12,-11.89,-2.22,-6.33,1.75,-3.64,-3.51,-11.72,4.34,213.83,74.92,-189.95,35.14,74.59,19.10,48.80,20.56,-130.89
EVEBITDACurrent_sq,,,8.00,-31.03,-42.88,-508.77,21.13,135.98,-91.24,1384.67,6.22,-7.29,-76.37,205.50,81.04,20.54,-79.96,216.68,32.59,75.20,-87.95,235.70,-5.54,22.11,-85.44,1095.30,22.64,-32.17,10.06,90.82,-35.01,14.21,0.56,-0.75,-18.48,40.46,10.95,-0.52,-10.47,34.26,4.72,21.35,0.36,-5.02,-100.50,11119.95,1.71,-50.66,82.07,55.67
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,,,,,,-78.30,-76.33,-87.54,,15.65,17.52,145.50,,26.53,28.75,21.65,,7.69,12.16,40.05,,27.23,67.48,-13.62,,-56.83,-77.06,-71.63,,-83.05,-95.97,-108.13,-116.59,-168.33,-1033.33,-210.81,-375.68,-279.27,-14.29,175.65,128.41,-2768.81,-4096.43,-13234.48,-20780.00,748.18,1047.38,283.80,275.73,-91.02
ROE_sy,,,,,,5.66,-106.87,-77.88,,-55.44,1217.86,262.13,,184.88,28.75,-13.12,,-49.31,-55.67,-59.71,,-9.56,-6.44,63.83,,33.55,39.38,14.16,,-99.45,-90.41,-53.89,23.28,11862.50,611.94,82.98,-82.34,57.26,22.64,-35.71,193.44,-85.18,-107.86,-557.36,-708.10,-805.38,-95.65,280.93,110.93,138.02
ROE_qq,,,-10.45,5.60,,,-2.32,-44.43,,,-0.74,16.08,,,1.00,9.68,,,5.20,36.95,,,38.48,-29.37,,,-26.41,-12.67,-50.99,-46.19,-82.50,-276.19,,-121.62,-139.02,41.33,-53.04,-76.70,27.97,138.84,-42.53,-17944.00,-5.36,-21.56,9.51,659.29,53.99,-76.42,-13.49,-71.41
ROE_sq,,,37.11,11.28,,,-108.91,458.33,,,123.57,16.08,,,1.04,-21.67,,,-11.62,-28.82,,,-8.57,24.63,,,-4.57,2.07,-21.44,-99.29,1575.00,391.04,,-30.75,-0.31,26.21,-79.73,516.80,-22.26,-33.85,-7.49,-68.85,-141.26,-3747.83,-22.99,63.87,88.56,3658.33,-92.57,25.63
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,,,,,,-76.65,-81.10,-83.42,,52.04,108.99,157.36,,18.82,28.23,15.10,,9.35,-21.74,-14.65,,4.55,29.16,-2.69,,-58.84,-69.06,-64.11,,-79.49,-95.28,-107.69,-115.52,-164.06,-1000.00,-227.78,-411.11,-265.85,-2.02,155.93,121.74,-600.67,-957.43,-4042.42,-7805.00,-172.50,-168.26,-398.00,-316.22,34.01
ROA_sy,,,,,,1.68,-107.47,-63.45,,-43.00,1336.17,157.36,,163.83,28.23,-28.30,,-40.25,-42.95,-52.66,,-28.34,-18.24,39.31,,18.84,-2.30,12.40,,-81.56,-90.87,-54.76,13.29,396.88,645.16,54.27,-46.04,61.48,50.65,-11.07,8.15,-87.83,-110.06,-285.33,-456.78,-1867.20,-1558.57,29.62,125.21,116.43
ROA_qq,,,-6.42,8.63,,,-24.25,-4.68,,,4.12,17.38,,,12.37,5.37,,,-19.59,14.92,,,-0.66,-13.41,,,-25.32,0.43,-50.43,-44.83,-82.81,-263.64,,-127.78,-141.46,40.40,-55.93,-63.04,32.67,132.67,-39.39,-5355.00,-1.62,-21.82,-18.45,-85.85,-0.03,-126.14,1.00,70.53
ROA_sq,,,41.03,15.26,,,-110.36,663.83,,,124.76,17.38,,,9.24,-34.36,,,4.29,-45.53,,,19.01,-7.19,,,-2.16,6.77,-16.97,-78.74,-51.56,429.03,,-6.74,-27.36,9.52,-27.27,179.08,-32.23,-35.34,-11.56,-68.59,-156.00,-1091.43,-70.26,-55.56,47.44,49.44,160.99,1.40
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,160.61,267.32,,,,-81.62,-78.46,-78.40,-61.93,66.89,102.10,162.87,80.66,22.47,12.26,-19.47,-21.77,0.07,21.77,58.95,75.47,56.96,23.59,-18.50,-30.52,-35.34,-36.76,-19.80,-28.28,-44.91,-45.55,-41.28,-15.06,34.42,39.21,44.08,-10.07,-29.93,-21.01,6.29,21.95,-245.19,-268.64,-263.80,-315.15,-765.39,-900.90,-1500.29,-2279.77,-506.86
OPM_sy,1669.01,-10.86,,,,-24.27,-50.19,-49.29,-43.89,-15.56,102.10,162.87,80.66,64.80,12.26,-19.47,-27.79,-65.31,-83.92,-84.34,-73.54,150.96,262.76,213.65,180.25,-51.59,-46.40,-7.43,-9.78,-7.71,32.70,37.28,7.63,149.14,33.97,40.85,-43.50,-16.17,2.50,-26.15,97.21,-158.71,-83.74,-335.75,-336.67,-1026.85,-453.93,-238.49,46.27,106.22
