,2004/Q4,2005/Q4,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
WKCurrent_yy,81.84,32.77,516.04,,,,-21.68,18.45,15.76,-100.00,15.45,12.20,1.51,,1.94,3.63,11.28,,10.98,14.49,6.73,,5.55,4.45,5.54,,5.70,4.67,3.69,-0.31,-2.26,-3.99,10.20,15.06,4.32,9.87,1.75,-1.21,10.70,9.65,5.05,7.84,9.21,9.27,7.83,9.99,9.04,8.89,7.67
WKCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_qq,,,,-31.82,0.86,5.36,8.11,3.11,-1.43,-100.00,,0.20,-10.83,-100.00,,1.86,-4.24,-100.00,,5.09,-10.74,-100.00,,4.00,-9.81,6.68,5.63,2.99,-10.66,2.57,3.56,1.17,2.54,7.09,-6.11,6.55,-5.03,3.97,5.22,5.54,-9.01,6.73,6.55,5.60,-10.21,8.86,5.64,5.45,-11.21
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,-45.01,-24.68,-83.77,,,,27.67,-15.58,-13.61,,-13.39,-10.87,-1.49,,-1.91,-3.51,-10.14,,-9.89,-12.66,-6.30,,-5.26,-4.26,-5.25,,-5.39,-4.47,-3.56,0.31,2.32,4.15,-9.25,-13.09,-4.14,-8.98,-1.73,1.23,-9.67,-8.80,-4.80,-7.27,-8.43,-8.48,-7.27,-9.08,-8.29,-8.16,-7.13
CWKCurrent_sy,-53.78,-31.99,-47.77,,,,-35.13,-8.72,-50.58,,65.96,70.43,-19.71,,3.95,-8.10,64.12,,-16.25,-8.84,13.68,,-0.10,-13.22,-20.14,,-2.41,4.21,6.32,1.00,-5.00,4.68,2.31,,4.15,-2.33,6.31,3.06,-9.67,-8.17,-8.30,-8.87,-4.11,-8.78,-3.73,-7.49,-3.68,-0.84,27.71
CWKCurrent_qq,,,,46.67,-0.86,-5.08,-7.50,-3.01,1.45,,,-0.20,12.14,,,-1.83,4.43,,,-4.85,12.03,,,-3.84,10.87,-6.27,-5.33,-2.90,11.93,-2.51,-3.43,-1.16,-2.47,-6.63,6.51,-6.15,5.29,-3.81,-4.96,-5.25,9.91,-6.31,-6.15,-5.30,11.37,-8.14,-5.34,-5.17,12.62
CWKCurrent_sq,,,,-29.86,86.28,243.36,-85.54,-1.30,0.85,,,1.37,-52.49,,,-10.38,-15.16,,,-2.45,5.80,,,-15.26,-2.64,6.86,10.69,-9.52,-0.66,1.52,4.11,-0.29,-2.91,-0.78,8.44,-6.50,5.68,-3.81,-4.96,-4.94,5.53,-4.41,,-9.57,11.37,-8.14,4.11,-6.90,43.44
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,136.00,50.99,385.89,,,,-26.41,18.61,15.84,-100.00,-21.39,-32.70,-62.33,,-53.89,-42.54,-10.57,,54.49,66.84,45.07,,29.79,13.17,3.04,,2.56,-7.94,-12.12,-33.16,-58.80,-55.92,-20.31,24.43,36.42,81.41,22.92,-13.65,40.96,35.86,28.64,61.44,53.93,44.16,55.55,37.99,24.02,18.28,13.14
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,-35.12,-7.45,9.01,12.41,4.58,-9.62,-100.00,,-10.47,-49.42,-100.00,,11.58,-21.27,-100.00,,20.49,-31.54,-100.00,,5.06,-37.66,32.40,18.28,-5.70,-40.49,0.70,-27.09,0.88,7.59,57.23,-20.06,34.14,-27.10,10.45,30.51,29.28,-30.97,38.61,24.43,21.08,-25.52,22.96,11.83,15.48,-28.76
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,-57.63,-33.77,-79.42,,,,35.89,-15.69,-13.67,,27.21,48.59,165.49,,116.89,74.04,11.82,,-35.27,-40.06,-31.07,,-22.96,-11.64,-2.95,,-2.50,8.62,13.79,49.61,142.70,126.88,25.48,-19.63,-26.70,-44.88,-18.65,15.81,-29.06,-26.39,-22.27,-38.06,-35.03,-30.63,-35.71,-27.53,-19.37,-15.46,-11.61
CWKGrahamCurrent_sy,-90.00,-21.25,-37.29,,,,-5.34,101.50,51.98,,-10.10,-69.67,-73.11,,21.26,203.55,261.51,,-55.56,-20.04,-69.44,,5.70,-46.84,29.64,,32.04,36.20,34.17,11.87,1.93,8.70,32.94,93.35,20.18,24.52,-6.34,-43.89,-2.21,-10.48,-2.58,20.51,-13.04,-9.21,-8.05,-26.22,-4.20,-7.30,-8.76
CWKGrahamCurrent_qq,,,,54.12,8.05,-8.27,-11.04,-4.38,10.64,,,11.69,97.69,,,-10.38,27.02,,,-17.01,46.07,,,-4.81,60.42,-24.47,-15.46,6.04,68.05,-0.70,37.14,-0.87,-7.05,-36.40,25.09,-25.45,37.17,-9.46,-23.38,-22.65,44.87,-27.86,-19.64,-17.41,34.25,-18.67,-10.58,-13.41,40.37
CWKGrahamCurrent_sq,,,,-40.81,52.46,-0.06,4.97,25.98,14.99,,,-57.49,1.95,,,6.41,21.42,,,91.45,-53.60,,,-3.71,13.16,11.72,8.46,-0.67,11.47,-6.85,-1.17,5.92,36.33,35.48,-38.57,9.75,2.54,-18.84,7.06,0.47,11.59,0.40,-22.74,4.89,13.02,-19.44,0.32,1.50,11.24
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,4.75,-6.78,0.74,,,,35.25,89.39,44.64,18.02,3.10,5.52,16.26,21.33,29.12,23.24,27.38,26.19,12.81,13.27,0.73,1.15,-0.40,-1.11,4.00,2.84,12.23,11.12,14.23,12.57,7.75,8.55,1.56,9.46,19.94,46.54,77.97,70.09,71.16,50.12,20.59,28.59,20.10,8.37,13.31,1.24,0.97,6.41,9.97
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,-25.69,26.39,21.70,18.33,4.05,-3.47,-0.70,3.36,6.50,6.35,3.64,10.00,1.65,9.93,2.67,-1.67,2.06,-2.24,3.10,-3.17,1.33,2.81,1.95,5.66,0.33,5.69,0.47,1.13,1.08,-1.11,8.27,10.82,23.50,20.10,3.48,11.52,8.32,-3.53,10.34,4.16,-2.26,0.87,-1.41,3.88,3.00,4.25
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,-4.54,7.27,-0.73,,,,-26.05,-47.20,-30.86,-15.27,-3.01,-5.24,-13.98,-17.58,-22.56,-18.85,-21.50,-20.76,-11.35,-11.72,-0.72,-1.13,0.41,1.14,-3.85,-2.76,-10.89,-10.01,-12.46,-11.16,-7.19,-7.88,-1.54,-8.65,-16.63,-31.77,-43.82,-41.19,-41.58,-33.37,-17.08,-22.23,-16.73,-7.74,-11.73,-1.27,-0.99,-6.02,-9.06
CPCurrent_sy,-45.09,62.04,-24.94,,,,-18.25,-19.20,-26.02,-21.13,0.17,-0.84,-3.46,-8.83,-20.45,-0.05,14.47,14.74,19.31,29.56,1.20,-8.51,-0.43,-20.07,-1.53,-3.46,-2.36,-28.27,-40.49,-28.07,-19.29,2.30,7.19,0.93,-21.04,-8.95,-11.86,14.75,1.16,3.13,-4.12,-20.55,-14.24,-16.62,-7.12,-7.05,-4.39,7.29,2.87
CPCurrent_qq,,,,34.59,-20.88,-17.84,-15.48,-3.90,3.60,0.69,-3.25,-6.11,-5.96,-3.52,-9.10,-1.61,-9.03,-2.61,1.70,-2.02,2.31,-3.01,3.28,-1.31,-2.73,-1.92,-5.35,-0.33,-5.38,-0.46,-1.13,-1.07,1.13,-7.65,-9.76,-19.04,-16.73,-3.34,-10.35,-7.65,3.62,-9.34,-4.01,2.31,-0.86,1.41,-3.75,-2.89,-4.06
CPCurrent_sq,,,,-21.80,19.44,-7.77,-5.09,-22.72,9.36,-1.67,20.55,-23.50,6.47,-7.14,5.19,-3.88,21.93,-6.92,9.38,4.37,-4.76,-15.86,19.04,-16.21,17.33,-17.51,20.40,-38.44,-2.67,-0.28,35.09,-21.97,1.98,-6.11,5.69,-10.03,-1.29,22.24,-6.83,-8.27,-8.23,1.31,0.57,-10.82,2.22,1.39,3.44,0.07,-1.98
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,19.26,14.75,33.93,,,,85.68,181.68,79.51,29.47,7.02,13.25,9.22,6.04,3.49,-10.71,15.04,17.60,15.66,49.95,13.24,13.20,7.69,-12.33,1.68,3.75,7.47,8.64,-1.41,-23.26,-33.16,-41.45,-49.85,-6.22,10.85,80.26,131.35,31.06,40.04,-0.54,-14.43,16.96,16.16,21.85,43.33,36.33,24.98,23.40,14.11
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,-34.49,55.79,42.45,27.73,-0.62,-0.72,2.74,5.58,5.15,-4.24,-0.26,3.05,-9.28,23.38,1.96,1.35,17.62,-6.83,1.93,-3.59,-4.25,8.07,4.00,-0.13,-3.21,-1.94,-19.04,-13.02,-15.22,-16.00,51.38,2.82,37.87,7.81,-14.24,9.86,-2.08,-7.25,17.22,9.10,2.72,9.10,11.50,0.02,1.42,0.89
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,-16.15,-12.86,-25.33,,,,-46.15,-64.50,-44.29,-22.76,-6.56,-11.70,-8.44,-5.70,-3.37,12.00,-13.08,-14.97,-13.54,-33.31,-11.69,-11.66,-7.14,14.07,-1.65,-3.61,-6.95,-7.96,1.43,30.30,49.60,70.79,99.40,6.63,-9.78,-44.52,-56.78,-23.70,-28.59,0.55,16.87,-14.50,-13.91,-17.93,-30.23,-26.65,-19.99,-18.96,-12.37
CZCurrent_sy,-61.10,20.86,31.59,,,,-62.21,-29.78,-26.37,42.02,395.80,216.62,166.51,132.72,-32.27,43.57,42.22,-35.00,-47.60,-81.04,-79.65,-68.17,46.79,19.49,55.90,109.13,-39.53,-17.36,-25.08,-46.60,-15.95,9.53,8.30,4.35,11.27,26.84,40.15,24.28,-15.36,-27.55,-40.13,-32.09,26.29,26.39,38.82,15.22,-20.70,-18.85,-36.62
CZCurrent_qq,,,,52.67,-35.82,-29.80,-21.71,0.63,0.73,-2.67,-5.29,-4.90,4.44,0.26,-2.95,10.23,-18.95,-1.92,-1.33,-14.98,7.33,-1.89,3.72,4.44,-7.46,-3.85,0.13,3.31,1.97,23.52,14.96,17.94,19.05,-33.94,-2.74,-27.47,-7.24,16.61,-8.98,2.12,7.82,-14.69,-8.34,-2.65,-8.34,-10.31,-0.02,-1.40,-0.88
CZCurrent_sq,,,,-22.82,-3.95,-11.45,-42.44,43.42,0.73,70.80,100.95,-8.42,-15.22,49.15,-41.52,94.14,-16.01,-31.84,-52.85,-29.77,-9.84,6.62,117.44,-42.84,17.64,43.03,-37.13,-21.88,6.65,1.94,-1.03,1.80,5.45,-1.78,5.54,16.04,16.52,-12.91,-28.12,-0.68,-3.71,-1.21,33.68,-0.60,5.76,-18.01,-7.99,1.70,-17.40
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,1.00,11.68,28.61,,,,74.10,166.15,73.05,25.74,7.83,18.41,14.91,11.78,8.97,-7.44,24.20,28.09,21.04,55.89,12.90,12.10,9.39,-9.48,4.58,7.16,10.06,12.11,5.04,-20.93,-33.86,-47.43,-59.17,-19.42,-1.97,83.34,142.28,33.39,49.25,-2.79,-8.65,23.38,18.33,24.99,42.28,33.10,12.96,14.12,4.55
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,-36.03,51.49,42.17,26.36,-2.20,-1.50,3.30,8.36,7.39,-4.41,0.49,5.64,-8.79,28.26,3.64,-0.17,17.48,-7.10,2.90,-2.59,-2.79,7.32,5.44,0.05,-0.98,0.55,-20.62,-16.32,-21.30,-21.89,56.66,1.80,47.19,3.22,-13.75,13.91,-4.14,-3.00,16.49,9.25,1.25,10.42,8.97,-7.28,2.28,1.16
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,-0.99,-10.46,-22.25,,,,-42.56,-62.43,-42.22,-20.47,-7.26,-15.54,-12.98,-10.54,-8.24,8.04,-19.48,-21.93,-17.38,-35.85,-11.43,-10.80,-8.58,10.47,-4.38,-6.68,-9.15,-10.80,-4.80,26.47,51.21,90.24,144.92,24.09,2.00,-45.46,-58.73,-25.03,-33.00,2.87,9.47,-18.95,-15.49,-19.99,-29.72,-24.87,-11.47,-12.37,-4.35
CZOCurrent_sy,-47.52,20.02,25.91,,,,-52.91,-30.38,-30.81,28.46,125.88,74.74,62.11,26.99,-13.46,8.64,-0.48,5.60,-44.72,-35.01,-57.68,-68.07,-17.17,-38.95,61.29,67.90,4.25,-2.85,-38.70,-16.25,6.56,-5.82,12.06,-7.08,7.40,7.84,17.78,11.99,-7.17,1.83,-15.14,-17.58,-17.62,40.31,50.28,54.96,15.30,-30.70,-45.30
CZOCurrent_qq,,,,56.32,-33.99,-29.66,-20.86,2.25,1.53,-3.20,-7.72,-6.88,4.62,-0.48,-5.34,9.64,-22.04,-3.51,0.17,-14.88,7.65,-2.82,2.66,2.87,-6.82,-5.16,-0.05,0.99,-0.55,25.98,19.50,27.06,28.04,-36.17,-1.77,-32.06,-3.12,15.94,-12.21,4.32,3.09,-14.15,-8.47,-1.24,-9.44,-8.23,7.85,-2.23,-1.15
CZOCurrent_sq,,,,-15.64,2.15,-29.27,-22.74,24.72,1.53,31.30,35.85,-3.51,-5.81,2.85,-7.42,21.12,-13.72,9.14,-51.54,42.40,-43.81,-17.65,25.71,4.96,48.44,-14.27,-21.95,-2.19,-6.33,17.11,-0.68,-13.55,11.46,-2.89,14.79,-13.20,21.73,-7.66,-4.85,-4.78,1.44,-10.33,-4.90,62.19,8.65,-7.53,-29.24,-2.52,-14.24
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,-1.16,-0.48,-47.89,,,,62.16,-0.07,,19.67,7.50,-12.43,-1.20,,7.28,9.29,0.64,,3.60,-4.04,-9.82,,-12.13,-1.35,14.06,-2.52,8.80,-2.82,-1.54,-1.47,8.50,11.14,-1.40,-4.59,-25.79,-14.77,-16.38,5.65,4.08,10.20,-2.42,-17.91,-14.93,-12.92,0.58,-4.04,5.06,-2.40,0.79
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,98.52,-0.07,-16.44,-2.18,22.34,,,-12.13,-0.34,12.82,1.22,-5.73,1.53,3.88,0.58,-2.34,-5.95,-2.38,11.53,-14.18,5.58,12.87,-4.68,-4.21,-5.70,14.35,-4.61,5.49,-3.41,1.45,-7.70,-17.95,10.93,-0.47,16.62,-19.18,17.47,-11.86,-1.90,-16.24,20.25,1.79,-6.39,-8.30,11.70,5.11
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,-5.64,6.76,-48.27,,,,19.90,-47.24,-30.86,1.39,4.27,-17.02,-15.02,-17.58,-16.91,-11.31,-20.99,-20.76,-8.17,-15.29,-10.49,-1.13,-11.77,-0.23,9.67,-5.22,-3.05,-12.55,-13.80,-12.47,0.71,2.38,-2.92,-12.82,-38.14,-41.83,-53.00,-37.89,-39.17,-26.60,-19.08,-36.16,-29.16,-19.65,-11.23,-5.19,4.05,-8.27,-8.39
EVPCurrent_sy,-42.22,57.81,-33.02,,,,-10.24,-1.24,-23.17,-20.32,-4.40,19.47,11.73,13.26,6.00,-0.95,-4.26,-4.51,-3.90,-4.68,-10.49,-12.41,-15.69,-17.38,5.46,1.35,11.23,-14.74,-11.33,-7.60,-10.89,2.75,-1.75,-13.05,-18.64,4.43,-3.18,24.16,-0.01,-4.41,-15.60,-14.90,-0.04,-5.75,2.10,-10.53,-6.95,3.58,1.49
EVPCurrent_qq,,,,167.16,-20.94,-31.33,-17.34,17.58,3.60,0.69,-14.98,-6.43,6.08,-2.33,-14.29,-0.12,-5.50,-2.05,-0.68,-7.86,-0.14,8.19,-11.36,4.19,9.76,-6.51,-9.33,-6.01,8.19,-5.06,4.32,-4.45,2.58,-14.74,-25.97,-10.15,-17.12,12.67,-27.50,8.43,-8.64,-11.11,-19.55,22.98,0.94,-5.06,-11.71,8.42,0.81
EVPCurrent_sq,,,,-22.26,34.38,-6.59,-8.02,-14.46,4.54,-3.12,10.36,6.89,-2.23,-1.79,3.29,-0.12,-5.50,-2.05,3.94,-0.92,-11.26,-4.16,0.05,-2.91,13.27,-7.89,9.81,-25.58,17.80,-4.02,5.91,-14.19,12.63,-15.06,-0.90,10.14,4.43,8.93,-20.19,5.30,-7.79,9.82,-6.25,-0.72,-0.11,-3.77,-2.50,10.51,-2.12
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,-2.14,-10.89,-59.48,,,,-6.86,-62.46,-42.22,-4.83,-0.30,-26.04,-14.02,-10.54,-1.56,18.08,-18.97,-21.93,-14.40,-38.44,-20.13,-10.80,-19.67,8.98,9.07,-9.04,-1.15,-13.32,-6.26,24.61,64.07,111.43,141.49,18.40,-24.30,-53.51,-65.49,-20.79,-30.27,13.37,6.82,-33.46,-28.11,-30.33,-29.31,-27.90,-6.99,-14.47,-3.60
EVEBITCurrent_sy,-42.20,20.51,-24.46,,,,-27.16,-22.72,-10.71,32.39,1.57,-80.70,-94.22,-101.96,-82.71,407.29,1464.94,3510.61,661.16,3.79,-23.70,-47.38,-35.44,-34.66,29.38,80.82,27.06,7.07,-45.78,-11.96,27.65,24.76,48.32,-0.22,-14.00,14.61,30.12,46.70,-8.33,-17.97,-32.03,-36.36,-27.33,23.53,31.71,18.63,10.05,-39.44,-46.89
EVEBITCurrent_qq,,,,210.33,-34.03,-41.22,-22.59,25.09,1.53,-3.20,-18.91,-7.21,18.02,0.73,-10.77,11.31,-19.01,-2.95,-2.17,-19.95,5.08,8.39,-11.90,8.61,5.16,-9.60,-4.25,-4.77,13.72,20.17,26.06,22.73,29.89,-41.08,-19.40,-24.63,-3.57,35.22,-29.04,22.54,-9.14,-15.78,-23.33,18.76,-7.82,-14.10,-1.10,9.21,3.90
EVEBITCurrent_sq,,,,32.36,0.09,-17.73,-33.17,40.44,15.64,21.98,-48.73,-73.32,-65.36,-141.39,551.93,682.80,6.86,-9.78,0.86,6.75,-21.44,-37.78,23.73,8.04,55.55,-13.05,-13.05,-8.95,-21.23,41.18,26.06,-11.01,-6.35,-5.02,8.65,18.60,6.32,7.08,-32.11,6.13,-11.91,0.25,-22.47,80.42,-6.07,-9.70,-28.08,-0.72,-17.62
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,-3.85,-8.60,-58.59,,,,-6.78,-62.92,-43.67,-4.53,-1.52,-25.25,-13.59,-10.83,-1.75,15.67,-19.53,-22.94,-14.38,-37.57,-20.39,-11.27,-22.05,5.31,7.12,-9.47,-0.27,-13.12,-7.10,17.69,49.37,80.84,87.40,4.45,-29.32,-50.02,-58.51,-14.34,-26.35,10.10,2.13,-33.79,-26.82,-27.86,-25.26,-24.49,-5.29,-12.95,-4.00
EVEBITDACurrent_sy,-33.83,-0.32,-9.73,,,,-24.16,44.24,-2.45,36.99,21.03,-11.89,-92.70,-104.12,-64.81,-3.62,1184.67,1527.32,191.43,4.16,-22.94,-13.24,-31.15,-22.12,51.85,109.83,10.00,-9.71,-38.77,-28.73,15.00,35.02,19.05,-11.57,-10.63,1.69,24.00,0.95,0.64,-6.92,-20.05,6.30,-20.66,17.75,52.88,-1.84,7.26,-26.74,-52.72
EVEBITDACurrent_qq,,,,209.55,-33.26,-42.27,-21.84,23.14,1.38,-2.16,-19.38,-6.53,17.20,0.97,-11.18,10.05,-18.47,-3.31,-1.31,-19.76,3.97,7.77,-13.31,8.41,5.76,-8.92,-4.50,-5.56,13.09,15.38,21.21,14.35,17.19,-35.69,-17.98,-19.15,-2.70,32.77,-29.48,20.86,-9.75,-13.92,-22.06,19.15,-6.50,-13.03,-2.25,9.52,3.11
EVEBITDACurrent_sq,,,,-32.48,44.84,-15.00,-8.75,28.40,-2.04,19.36,-19.38,-6.53,-91.88,-167.38,788.31,156.05,8.19,-25.14,40.54,-8.49,-19.95,-15.73,11.52,3.52,56.07,16.45,-41.53,-15.02,5.83,35.54,-5.66,-0.23,-6.69,0.68,-4.66,13.53,13.78,-18.03,-4.95,5.00,-2.27,8.98,-29.06,55.84,26.88,-30.02,-22.48,6.44,-18.11
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,-34.41,-13.58,-78.24,,,,136.92,137.96,55.07,,-7.28,0.91,7.60,,1.50,-13.85,3.41,,4.22,30.97,6.12,,2.00,-16.03,-3.69,,1.70,3.75,-4.91,-23.06,-31.59,-39.02,-54.47,-18.44,6.23,64.07,127.32,32.62,26.52,-9.28,-18.57,8.47,6.34,11.47,32.96,23.95,14.63,13.33,5.97
ROE_sy,43.05,-25.81,-24.72,,,,-4.09,3.98,-13.29,,-75.67,-191.42,-168.66,,-38.63,136.05,147.23,,523.73,188.82,251.13,,-46.89,-43.63,-94.37,,-27.41,-46.43,456.76,65.86,110.88,164.12,198.06,34.55,31.71,10.92,-20.11,-24.86,33.14,46.89,84.51,35.41,-31.37,-53.87,-53.09,-34.53,-9.52,31.80,34.51
ROE_qq,,,,-4.03,54.52,35.20,18.17,-3.61,0.70,,,4.90,7.37,,,-10.96,28.88,,,11.89,4.42,,,-7.89,19.76,-2.48,-5.47,-6.03,9.77,-21.09,-15.95,-16.23,-18.05,41.36,9.47,29.38,13.54,-17.53,4.44,-7.23,1.90,9.86,2.39,-2.75,21.55,2.41,-5.31,-3.85,13.65
ROE_sq,,,,-5.89,-1.84,13.55,-8.56,2.02,-18.14,,,-483.36,38.53,,,125.18,-19.46,,,4.27,-2.08,,,10.67,-90.22,681.76,-14.17,-18.33,1.60,132.89,9.12,2.29,14.66,5.13,6.82,-13.85,-17.42,-1.12,89.28,-4.96,3.72,-27.43,-4.07,-36.11,5.47,1.30,32.56,-6.93,7.63
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,3.95,-28.27,-59.72,,,,226.72,161.08,81.93,,-8.58,2.35,3.84,,-14.72,-20.50,-10.27,,3.30,11.20,-3.98,,-10.40,-27.61,-21.24,,0.18,13.70,-1.88,-16.64,-37.86,-40.13,-50.48,-23.21,4.26,44.89,114.31,52.55,30.56,2.88,-21.30,-2.11,10.79,20.98,30.62,25.71,-0.49,-8.33,6.67
ROA_sy,85.21,41.66,5.07,,,,-3.80,9.74,-31.76,,-81.64,-188.50,-332.21,,-104.23,110.69,103.08,,9327.27,928.46,2001.56,,-47.78,-54.45,-94.65,,-14.15,-39.41,600.00,71.17,127.25,144.99,129.56,-18.29,-2.13,-17.04,-38.81,-3.18,6.13,12.27,43.36,34.31,-11.64,-21.38,-9.16,-38.04,14.75,42.60,15.94
