,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3
WKCurrent_yy,58.95,37.12,,,,2.03,1.12,,,-30.55,-28.00,,,0.37,-0.66,,,4.39,3.44,10.44,,17.07,22.98,26.00,,25.07,15.33,10.25,,0.41,6.31,14.31,,15.96,12.30,11.70,12.51,12.40,11.34,4.85,3.10,0.87,-1.02,-0.29,-2.22,-2.05,-3.46,-0.24,0.93
WKCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_qq,,,3.01,-100.00,,,2.09,-100.00,,,5.84,-100.00,,,4.75,-6.34,-100.00,,3.80,0.01,-100.00,,9.04,2.46,-100.00,,0.55,-2.06,-100.00,,6.46,5.31,3.20,0.23,3.09,4.75,3.94,0.13,2.13,-1.35,2.21,-2.04,0.21,-0.62,0.23,-1.87,-1.23,2.69,1.41
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,-37.09,-27.07,,,,-2.01,-1.12,,,44.01,38.91,,,-0.38,0.67,,,-4.19,-3.33,-9.44,,-14.58,-18.69,-20.65,,-20.05,-13.28,-9.29,,-0.39,-5.94,-12.52,,-13.77,-10.95,-10.47,-11.11,-11.04,-10.18,-4.62,-3.02,-0.86,1.02,0.28,2.27,2.08,3.58,0.24,-0.90
CWKCurrent_sy,-42.38,-16.94,,,,6.95,-26.99,,,-33.34,6.16,,,12.71,-3.68,,,9.39,23.33,5.14,,-12.19,-1.22,1.05,,1.48,12.27,19.88,,3.11,4.06,-5.07,,3.57,-2.87,2.92,17.71,9.71,17.62,14.14,0.79,2.09,-10.93,-10.64,-0.04,-11.84,-4.10,-5.69,-17.33
CWKCurrent_qq,,,-2.92,,,,-2.05,,,,-5.51,,,,-4.52,6.75,,,-3.66,,,,-8.29,-2.40,,,-0.53,2.09,,,-6.07,-5.05,-3.10,-0.21,-3.00,-4.54,-3.80,-0.14,-2.06,1.37,-2.18,2.09,-0.21,0.63,-0.24,1.90,1.26,-2.62,-1.38
CWKCurrent_sq,,,-24.20,,,,-48.26,,,,-17.60,,,,-29.58,11.57,,,-20.61,,,,-10.69,-2.69,,,-1.19,3.90,,,-0.27,-5.22,-2.61,12.50,-6.47,0.43,11.39,4.85,0.28,-2.55,-1.64,6.20,-12.51,-2.23,10.03,-6.34,-4.83,-3.84,-3.56
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,191.67,11.42,,,,-84.18,-79.81,,,-13.10,6.86,,,24.39,9.57,,,77.13,42.84,70.50,,100.11,114.58,89.66,,-37.23,-45.36,-51.21,,-1.46,16.37,67.15,,78.78,48.85,37.78,32.95,26.56,26.36,8.38,-8.00,-12.07,-21.10,-26.76,-22.05,-21.67,-18.57,6.70,14.19
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,4.02,-100.00,,,32.78,-100.00,,,63.27,-100.00,,,43.82,-12.37,-100.00,,15.99,4.59,-100.00,,24.37,-7.56,-100.00,,8.28,-17.47,-100.00,,27.87,18.55,15.38,2.22,6.47,9.73,11.33,-2.69,6.30,-5.89,-5.49,-6.99,-4.62,-12.64,0.58,-6.54,-0.85,14.47,7.64
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,-65.71,-10.25,,,,532.17,395.25,,,15.07,-6.42,,,-19.60,-8.74,,,-43.55,-29.99,-41.35,,-50.03,-53.40,-47.27,,59.33,82.99,104.96,,1.48,-14.07,-40.17,,-44.06,-32.82,-27.42,-24.78,-21.00,-20.86,-7.74,8.70,13.73,26.74,36.54,28.29,27.66,22.80,-6.27,-12.43
CWKGrahamCurrent_sy,-29.75,-12.33,,,,68.86,-4.67,,,-49.49,-10.61,,,86.79,55.92,,,-14.27,-20.20,-26.20,,-36.55,-30.50,-18.52,,-3.38,18.38,20.34,,18.92,13.49,-1.45,,-13.44,1.72,11.54,6.96,0.18,4.29,-0.18,5.67,37.83,-38.78,-8.90,22.43,5.06,53.29,-2.68,-45.63
CWKGrahamCurrent_qq,,,-3.86,,,,-24.69,,,,-38.75,,,,-30.48,14.13,,,-13.78,-4.39,,,-19.59,8.18,,,-7.65,21.16,,,-21.80,-15.64,-13.33,-2.17,-6.08,-8.86,-10.18,2.76,-5.92,6.25,5.82,7.51,4.85,14.47,-0.58,6.99,0.86,-12.64,-7.10
CWKGrahamCurrent_sq,,,-8.05,,,,-48.09,,,,-8.12,,,,-23.30,-7.07,,,-28.61,-14.06,,,-21.79,0.76,,,-4.17,2.43,,,-8.54,-11.05,3.95,2.37,7.47,-2.46,-0.32,-4.12,11.87,-6.64,5.52,25.07,-50.31,38.92,41.81,7.32,-27.49,-11.81,-20.78
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,-7.44,8.56,,,,4.94,8.84,11.37,16.94,12.68,4.33,2.70,-0.44,-4.91,-4.45,-5.33,-9.63,-4.19,-2.05,1.37,13.47,21.41,26.53,29.03,28.87,26.18,140.62,16.36,6.34,-3.83,-102.44,4.69,13.72,11.30,2342.43,7.32,4.95,12.17,12.11,8.19,4.91,0.04,-9.26,-21.75,-29.22,-24.04,-16.45,4.85,21.58
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,2.61,0.07,-1.75,4.01,6.43,2.39,3.16,0.23,-1.45,0.79,0.02,-4.27,-0.98,-0.15,-4.52,1.49,1.23,3.34,6.88,8.59,5.50,5.38,6.75,6.32,101.18,-49.04,-2.44,-3.85,-105.10,2287.84,5.98,-5.90,2.78,4.70,3.64,0.58,2.72,1.04,0.50,-4.09,-6.83,-12.87,-9.09,2.94,2.47,9.34,5.41
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,8.04,-7.88,,,,-4.76,-8.14,-10.21,-14.48,-11.23,-4.16,-2.68,0.41,5.14,4.67,5.68,10.71,4.43,2.08,-1.38,-11.87,-17.62,-20.93,-22.49,-22.44,-20.76,-58.48,-14.06,-5.89,3.99,,-4.44,-12.07,-10.19,,-6.85,-4.79,-10.85,-10.78,-7.61,-4.63,,10.11,27.84,41.23,31.60,19.77,-4.56,-17.68
CPCurrent_sy,-0.44,-7.15,,,,-6.27,-33.06,-19.38,-40.62,1.62,1.15,-39.68,-19.36,-31.67,-26.33,-0.46,26.12,24.22,20.06,12.43,-7.97,-9.56,-18.89,-19.25,-19.15,-22.98,-21.94,-12.26,-5.19,18.66,,10.60,2.73,0.04,,-0.96,0.58,-8.99,-0.96,15.57,7.76,,-1.42,-2.32,12.24,19.70,20.75,2.69,-13.27
CPCurrent_qq,,,-2.55,-0.07,1.77,-3.90,-6.01,-2.31,-3.08,-0.24,1.47,-0.80,,4.46,1.01,0.15,4.76,-1.47,-1.26,-3.24,-6.38,-7.90,-5.23,-5.14,-6.33,-5.89,-50.34,96.33,2.57,3.99,,,-5.62,6.22,-2.68,-4.51,-3.54,-0.54,-2.60,-1.12,-0.43,4.28,7.25,14.80,10.00,-2.83,-2.39,-8.52,-5.12
CPCurrent_sq,,,31.81,3.18,-4.33,-27.96,-5.88,24.28,-29.54,23.28,-6.31,-25.88,,4.46,1.01,0.15,19.34,2.89,-2.38,-6.21,-2.32,1.12,-12.44,-6.63,-2.20,-3.67,-11.26,4.95,5.68,20.56,,,-1.83,17.39,-13.83,-0.26,-0.31,6.22,-6.23,16.39,-7.04,-2.54,-6.51,15.32,6.82,3.94,-5.68,-1.93,-9.79
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,47.44,41.67,,,,-100.60,-107.06,-156.34,-189.18,190.32,328.84,174.87,211.36,178.57,-125.85,-128.87,-20.89,4992.95,1961.39,1060.16,84.07,21.45,79.26,54.35,207.75,71.86,12.31,-50.33,-103.17,-97.97,-118.37,1.82,2205.78,2663.80,491.12,91.87,18.15,70.09,39.41,-21.94,-38.11,-53.03,-64.59,-74.13,-91.59,-85.77,-109.01,-108.80,22.92
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,-7.15,-12.66,-46.38,-101.37,-1001.61,-596.93,15.13,101.39,2691.07,128.02,26.23,-96.53,-358.97,-154.70,445.87,123.24,-5.35,31.38,-33.69,47.29,39.70,13.13,32.20,-17.75,-8.70,-49.97,-108.45,152.66,-925.22,377.31,74.75,-30.89,16.78,36.04,7.61,-0.51,-4.28,-23.83,-14.68,-24.49,-27.85,-44.35,-72.26,27.74,-145.70,45.66,487.45
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,-32.18,-29.41,,,,,,,,,,,,-64.21,,,26.43,-98.04,,,-45.68,-17.66,-44.21,-35.21,-67.51,-41.81,-10.96,101.35,,4827.74,,-1.79,,-96.39,,-47.88,-15.36,-41.21,-28.28,28.11,61.59,112.91,182.43,286.60,1088.69,602.79,,,-18.68
CZCurrent_sy,-72.49,66.64,,,,,,,,,,,,117.74,,,215.20,-15.44,,,-55.34,-10.95,-38.74,-20.18,-25.88,-19.43,-17.38,60.97,,184.66,,-40.53,,-37.77,,73.22,-6.38,-4.22,-10.72,-14.75,-3.16,-25.50,-33.75,-29.87,-22.38,-10.12,,,-2.30
CZCurrent_qq,,,7.70,14.48,86.50,,,,,,-96.43,-56.15,-20.80,2785.27,,,,-55.21,5.65,-23.89,50.81,-32.10,-28.42,-11.61,-24.36,21.58,9.53,99.89,,,,,-42.78,44.70,-14.37,-26.49,-7.07,0.51,4.47,31.30,17.21,32.43,38.58,79.72,260.40,-21.71,,,
CZCurrent_sq,,,-37.84,-21.42,22.36,,,,,,28.51,-2.90,0.13,74.27,,,,-53.25,22.62,-20.38,-2.16,-6.79,-15.64,3.74,-9.14,1.32,-13.49,102.13,,,,,48.09,15.04,1.80,-0.11,-19.96,17.69,-5.11,-4.62,-9.09,-9.46,-15.62,0.97,0.63,4.84,,,
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,12.68,55.54,,,,-94.59,-89.51,-124.17,-103.12,286.78,197.55,403.41,4390.00,172.49,73.12,-20.86,15.42,61.46,62.68,124.72,11.93,21.59,67.41,53.43,147.45,48.39,55.99,-21.82,-69.89,-63.75,-109.55,-14.02,135.44,79.47,641.94,44.10,14.22,44.23,35.97,-23.06,-40.50,-52.97,-62.35,-69.26,-76.80,-56.02,-69.83,-28.50,42.63
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,-4.34,-19.37,-39.96,-88.31,85.45,-285.67,92.25,1548.50,42.66,89.33,9.65,-8.00,-9.36,-13.45,59.91,28.71,-8.68,19.56,-20.36,39.82,25.74,9.58,28.45,-16.15,32.18,-45.09,-50.52,0.94,-134.81,594.59,35.48,-23.05,5.11,31.51,7.39,-2.85,-0.90,-25.58,-16.95,-23.21,-20.65,-39.24,-37.33,45.56,-45.57,44.01,25.01
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,-11.26,-35.71,,,,1748.30,853.01,,,-74.16,-66.40,,,-63.30,-42.23,26.34,-13.36,-38.07,-38.53,-55.50,-10.65,-17.75,-40.27,-34.82,-59.59,-32.61,-35.89,27.92,232.11,175.84,,16.29,-57.53,-44.28,,-30.60,-12.45,-30.67,-26.45,29.97,68.07,112.65,165.58,225.30,331.00,127.36,231.42,39.84,-29.88
CZOCurrent_sy,-25.11,33.14,,,,-16.55,-37.88,,,-9.91,32.27,,,34.97,78.79,184.24,473.05,17.48,-18.51,-45.90,-71.46,-30.67,-36.58,-21.18,-5.08,-17.66,35.25,0.37,-17.78,66.03,,46.69,35.58,-14.06,,-25.25,-21.50,-9.11,1.95,4.53,-3.35,12.49,-0.80,-24.53,-19.83,-13.80,-10.69,-5.99,15.08
CZOCurrent_qq,,,4.54,24.02,66.58,755.89,-46.10,,,,-29.90,-47.18,-8.80,8.69,10.33,15.53,-37.46,-22.31,9.51,-16.36,25.56,-28.48,-20.47,-8.74,-22.15,19.26,-24.34,82.10,102.12,-0.95,,,-26.19,29.96,-4.86,-23.96,-6.88,2.93,0.92,34.38,20.41,30.23,26.03,64.60,59.53,-31.30,83.72,-30.55,-20.01
CZOCurrent_sq,,,-9.27,-1.85,-21.74,19.76,-32.46,,,,-0.84,-12.31,-10.51,73.44,31.36,39.41,80.42,-64.44,-8.88,-7.45,-4.81,-13.63,-16.66,15.02,14.64,-25.08,36.90,-14.64,-6.09,51.29,,,-13.21,-4.11,-15.96,6.87,-8.85,11.02,-5.74,9.58,-15.72,29.23,-16.88,-16.63,-10.48,38.95,-13.87,-12.25,9.58
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,-68.17,600.70,,,,102.87,296.07,,,-1.33,0.87,,,-7.59,-16.98,166.25,,1.76,14.30,27.04,,0.65,3.64,1.03,,37.71,35.26,20.70,,-1.04,-18.92,9.70,350.60,-20.58,-0.93,-3.96,-5.58,4.64,9.29,0.03,-4.99,-17.96,-20.86,-25.85,-15.23,-5.17,-1.29,21.21,-0.68
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,-49.99,11.10,,265.09,-2.36,-71.95,,260.24,-0.18,-72.19,,232.88,-10.32,-10.81,-62.44,238.76,0.73,-0.87,-70.44,240.95,3.72,-3.37,-70.74,369.52,1.87,-13.77,-75.76,364.64,-16.54,16.67,-0.41,-18.10,4.11,13.10,-2.09,-9.24,8.74,3.51,-7.00,-21.62,4.88,-3.00,6.31,-12.32,9.18,19.11,-12.89
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,-65.62,545.30,,,,93.33,263.81,-10.21,-14.48,-12.44,-3.33,-2.68,0.41,-2.81,-13.11,181.35,10.71,6.20,16.68,25.34,-11.87,-17.10,-18.09,-21.71,-22.44,9.14,-43.78,3.73,-5.89,2.91,,4.79,296.01,-28.65,,-10.49,-10.01,-6.71,-2.51,-7.55,-9.46,-18.00,-12.81,-5.23,19.77,24.84,18.15,15.58,-18.30
EVPCurrent_sy,-1.96,17.66,,,,42.95,39.43,-2.90,-40.62,-16.78,-27.81,2.12,-19.36,4.57,30.30,36.98,26.12,24.79,18.50,-14.95,-7.97,-5.29,-26.38,15.37,-19.15,-10.88,-32.10,-35.19,86.17,-15.24,,37.72,7.71,10.22,,-8.25,11.96,-10.08,-9.54,3.86,-0.98,-8.07,-7.02,-20.83,-11.55,-4.50,-3.00,2.01,-2.73
EVPCurrent_qq,,,-51.25,11.01,1.77,250.97,-8.25,-72.60,-3.08,259.36,1.29,-72.42,,247.85,-9.44,-10.68,-60.65,233.70,-0.50,-4.06,-72.33,213.88,-1.69,-8.30,-72.59,341.69,-49.36,69.19,-75.13,383.03,,,-6.03,-12.97,1.32,8.02,-5.53,-9.78,5.88,2.44,-7.48,-18.28,12.57,11.36,16.92,-14.82,6.54,8.93,-17.35
EVPCurrent_sq,,,16.10,-7.65,0.82,32.23,13.25,-35.68,-38.35,85.32,-1.76,-9.02,,140.31,22.41,-4.36,-55.17,137.78,16.24,-31.35,-51.50,144.72,-9.65,7.59,-66.01,169.75,-31.16,2.68,-2.36,22.82,,,-23.63,25.69,-4.75,0.36,-6.82,0.94,-4.18,15.22,-11.16,-6.28,-3.09,-1.88,-0.74,1.19,-1.56,3.18,-5.35
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,-71.76,350.50,,,,3649.72,3674.68,-513.82,-3299.05,-74.51,-66.11,132.96,102.33,-66.09,-52.04,236.40,-13.36,-36.98,-29.74,-43.46,-10.65,-17.22,-38.09,-34.16,-59.59,-7.20,-13.29,54.40,232.11,172.97,-949.18,27.58,91.37,-55.74,118.28,-33.35,-17.34,-27.44,-19.62,30.01,59.67,74.47,110.17,141.23,265.35,115.60,227.14,69.50,-30.36
EVEBITCurrent_sy,-29.89,78.87,,,,-0.51,12.48,-42.74,-55.19,-13.06,5.70,63.17,115.79,25.50,52.09,129.03,76.55,3.26,-15.44,-39.48,-19.55,-2.80,-22.58,-8.43,-18.92,-19.16,-5.76,3.72,22.69,110.14,7.81,19.02,43.14,-33.94,22.13,-4.86,-8.41,-11.34,-13.69,-17.69,-11.46,11.70,30.26,9.76,-7.97,-25.88,-34.29,-14.39,5.94
EVEBITCurrent_qq,,,-47.72,37.79,66.58,3024.74,-47.37,-115.11,-1187.71,124.90,-30.03,-85.31,-8.80,261.82,-1.06,3.04,-76.51,163.19,10.30,-17.09,-62.88,143.84,-17.51,-11.82,-77.22,459.95,-22.92,57.03,-50.99,360.24,-339.77,123.59,-26.49,6.44,-0.95,-14.00,-8.83,-6.58,9.73,39.10,11.97,2.08,32.19,59.66,69.59,-39.76,100.57,-17.28,-30.32
EVEBITCurrent_sq,,,-18.26,8.40,-30.90,62.50,-7.59,-44.82,-45.93,215.31,12.35,-14.82,-28.49,83.37,36.16,28.27,-44.88,7.25,11.50,-8.19,-26.73,29.59,-11.19,8.59,-35.12,29.21,3.53,19.52,-23.26,121.30,-46.89,31.94,-7.70,2.13,-1.81,2.78,-11.14,-1.14,-4.41,-1.98,-4.41,24.71,11.47,-17.40,-19.85,0.44,-1.17,7.60,-0.81
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,-66.77,404.00,,,,907.64,1367.09,2095.17,154.90,-50.20,-45.62,-94.95,-71.86,-48.41,-40.13,215.04,-4.44,-23.72,-12.36,-25.14,-10.94,-17.77,-37.07,-32.63,-53.76,-2.37,-19.15,44.39,148.04,100.90,-1265.29,19.61,133.12,-46.06,113.22,-27.38,-14.60,-23.56,-15.91,21.56,41.29,49.92,68.68,68.50,100.66,46.59,59.30,22.40,-24.08
EVEBITDACurrent_sy,-29.74,84.00,,,,2.13,12.36,-17.47,7.20,-20.13,16.51,38.63,1.61,56.02,40.72,57.46,64.22,-13.18,-12.36,-18.20,-17.69,0.56,-19.82,-4.66,-31.07,-21.72,-17.01,-33.11,40.63,75.58,87.31,81.94,40.76,-18.23,-26.71,-10.41,-10.86,-17.87,-11.65,-7.15,-4.99,8.82,22.27,3.30,4.74,-14.55,-23.79,-15.62,-5.59
EVEBITDACurrent_qq,,,-47.86,34.63,46.29,881.14,-24.08,101.45,-83.01,91.70,-17.10,-81.28,-5.39,251.44,-3.80,-1.51,-71.30,180.53,10.53,-15.87,-65.86,159.00,-15.41,-9.94,-76.56,446.84,-29.95,60.84,-59.74,342.91,-506.31,116.51,-21.53,2.48,-0.42,-9.32,-7.72,-8.27,9.55,31.09,7.25,-2.66,23.26,30.95,27.72,-28.89,33.94,0.62,-20.78
EVEBITDACurrent_sq,,,-22.59,-0.82,-26.43,80.82,-14.84,-27.15,-4.44,34.72,24.23,-13.32,-29.96,106.86,12.05,-3.01,-26.95,9.36,13.11,-9.47,-26.50,33.62,-9.81,7.64,-46.86,51.73,-4.38,-13.25,11.74,89.44,2.01,-15.74,-13.55,10.06,-8.58,3.01,-14.00,1.41,-1.67,8.26,-11.99,16.16,10.48,-8.53,-10.77,-5.24,-1.46,1.28,-0.17
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,-7.21,3.32,,,,-100.58,-106.97,,,225.00,418.60,,,190.00,-125.91,,,4748.28,1905.63,968.56,,3.77,45.79,22.43,,37.35,-2.62,-54.92,,-97.95,-117.25,-10.97,,2258.54,448.73,71.74,4.99,51.29,25.21,-25.53,-39.95,-53.45,-64.19,-74.03,-91.40,-85.46,-109.37,-108.73,22.37
ROE_sy,25.62,-12.32,,,,21.15,33.24,,,-9.18,-55.03,,,-54.68,-49.17,,,-8.07,21.31,602.99,,39.88,138.51,42.80,,18.40,-4.05,-20.82,,-40.39,-62.04,-10.97,,68.50,156.56,48.67,0.52,-10.11,-11.65,-26.28,-24.87,-15.32,-29.71,19.45,7.97,20.09,62.90,-4.06,13.54
ROE_qq,,,-9.86,,,,-975.00,,,,2640.00,,,,-344.83,-173.24,,,-8.82,31.44,,,28.10,10.38,,,-9.18,-48.90,,,-865.85,363.69,69.32,-31.03,13.24,29.86,3.52,-0.61,-6.29,-22.76,-16.53,-22.96,-27.90,-43.99,-72.36,30.26,-146.46,47.83,487.50
ROE_sq,,,-4.37,,,,5.18,,,,-47.92,,,,-41.59,-72.60,,,-22.92,58.78,,,31.44,-4.94,,,6.51,-21.55,,,-32.18,84.00,38.41,-2.44,3.26,6.63,-6.42,-12.76,1.49,-11.03,-4.63,-1.68,-15.75,51.19,-13.79,9.36,14.29,-10.96,2.02
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,35.41,17.34,,,,-100.35,-104.68,,,200.00,344.44,,,233.33,-129.55,,,5090.00,1888.46,959.21,,-3.47,57.42,34.15,,37.13,-9.15,-57.88,,-97.96,-119.70,-13.82,,3064.29,470.99,73.27,9.45,56.21,24.07,-30.13,-41.36,-54.05,-64.51,-69.35,-90.37,-85.22,-108.88,-107.63,14.71
ROA_sy,86.18,-30.52,,,,25.33,26.90,,,7.58,-32.56,,,-31.12,-81.17,,,-25.28,218.31,406.60,,41.44,103.76,47.30,,17.74,-14.77,-24.40,,-64.16,-72.99,-24.41,,182.17,267.92,29.87,9.41,-21.90,-27.69,11.07,6.75,1.45,10.64,2.61,-4.27,3.13,25.32,7.32,7.92
ROA_qq,,,-11.20,,,,-1100.00,,,,2833.33,,,,-360.00,-192.31,,,-10.40,40.43,,,46.11,19.67,,,-3.20,-44.51,,,-1035.71,342.75,72.96,-19.45,9.71,13.37,9.26,14.95,-12.86,-36.15,-8.31,-9.92,-32.70,-44.86,-71.19,38.24,-140.43,52.63,533.33
ROA_sq,,,16.23,,,,17.68,,,,-26.22,,,,-79.83,-25.35,,,-14.07,18.81,,,23.79,-14.12,,,-10.39,-23.82,,,-32.48,113.21,19.91,63.47,-11.96,-24.74,1.02,16.69,-18.50,15.60,-2.91,10.90,-11.11,7.21,-9.42,19.47,8.01,-8.18,-8.91
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,21.64,43.24,,,,-94.81,-90.39,-121.76,-102.74,242.42,185.96,394.23,4300.00,185.84,81.60,-16.34,27.68,68.42,65.88,121.88,-1.40,0.18,32.18,18.84,92.20,17.61,-35.13,-32.74,-71.71,-62.25,291.45,-17.84,106.96,61.16,-75.85,34.05,8.82,28.46,21.36,-28.80,-43.24,-53.09,-58.59,-60.67,-67.35,-42.13,-64.00,-32.14,17.71
OPM_sy,30.60,-57.14,,,,82.93,21.74,1.93,-29.19,11.08,-16.82,-3.32,37.14,-15.22,-25.48,-60.74,-50.00,-28.95,-30.86,29.06,19.94,33.33,58.60,13.80,5.21,-32.52,-32.54,-19.15,-25.00,-23.73,-33.67,-20.00,3.14,12.38,34.47,18.09,11.59,-7.34,-23.38,-18.38,-22.68,-5.79,21.32,18.09,90.81,27.51,69.70,57.80,-8.52
