,2004/Q4,2005/Q4,2006/Q4,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
WKCurrent_yy,,-19.24,3.56,18.33,,,,9.93,-5.05,-9.23,-6.41,-9.48,0.43,-1.98,-2.83,-1.72,-53.85,-0.33,-1.92,-53.16,-0.40,-46.67,-46.14,12.35,164.66,5.39,7.08,-20.22,-79.22,-59.66,-14.36,-88.80,-85.87,-85.59,-94.76,-9.80,21.81,33.92,71.46,1171.88,70.32,83.22,166.42,-88.38,-17.64,-21.79
WKCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_qq,,,,,4.09,5.60,-2.89,2.97,-10.09,0.95,0.13,-0.41,-0.24,-1.48,-0.73,0.74,-53.16,112.79,-2.32,-51.89,-0.39,13.92,-1.33,0.35,134.63,-54.64,0.26,-25.24,-38.87,-11.95,112.83,-90.22,-22.88,-10.19,-22.63,68.33,4.14,-1.26,-0.95,1148.65,-86.05,6.22,44.03,-45.56,-1.12,0.87
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,,23.84,-3.47,-15.50,,,,-8.95,5.36,10.07,6.80,10.44,-0.44,2.01,2.91,1.67,116.65,0.33,1.95,113.57,0.41,87.68,85.73,-10.96,-62.19,-5.11,-6.65,25.32,380.84,147.83,16.77,793.16,607.83,593.77,1809.42,10.84,-17.90,-25.32,-41.69,-92.13,-41.29,-45.41,-62.46,760.73,21.42,27.84
CWKCurrent_sy,,5.14,-10.54,-81.88,,,,55.78,21.39,-6.16,234.77,-1.69,-9.42,-3.88,-24.49,1.29,-5.90,-23.58,-17.68,-34.00,-44.94,-29.38,96.57,-13.18,37.60,46.43,-8.09,-14.75,-35.36,-35.30,-26.03,44.44,15.60,15.65,39.19,-5.63,9.38,12.26,-3.60,-1.29,20.55,13.89,10.69,23.32,-19.06,-4.80
CWKCurrent_qq,,,,,-3.91,-5.24,2.95,-2.86,11.18,-0.99,-0.11,0.45,0.22,1.44,0.77,-0.76,113.57,-53.02,2.40,107.88,0.41,-12.19,1.34,-0.34,-57.36,120.38,-0.31,33.78,63.59,13.58,-53.03,923.30,29.65,11.33,29.28,-40.60,-3.97,1.26,0.95,-91.99,616.75,-5.84,-30.57,83.69,1.11,-0.87
CWKCurrent_sq,,,,,43.78,13.66,-84.24,504.80,12.04,-12.14,-43.77,77.60,3.24,-6.77,-55.82,138.22,-4.08,-24.29,-52.42,90.99,-19.97,-2.90,32.45,-15.64,26.83,3.33,-16.86,-21.75,-3.84,3.43,-4.96,52.80,-23.04,3.49,14.38,3.59,-10.80,6.21,-1.78,6.08,8.94,0.34,-4.54,18.18,-28.50,18.01
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,,-118.00,381.53,322.95,,,,36.17,-7.57,275.42,-11.95,-20.51,10.51,18.50,11.49,20.42,43.32,6.65,7.36,13.97,-7.65,53.84,56.14,25.14,127.30,-16.83,-15.74,-38.12,-80.64,-70.15,-12.17,-84.13,-78.68,-76.30,-93.70,-7.94,25.41,37.61,74.93,1190.86,72.78,75.42,74.02,-92.18,-43.86,-43.18
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,,10.11,-156.95,303.88,6.51,-25.26,8.08,2.34,-3.84,3.90,15.90,-3.71,3.86,23.66,-13.75,-3.07,10.25,0.20,43.67,-1.62,-11.64,82.00,-47.43,-0.33,-35.11,-43.06,-18.94,193.25,-88.27,-23.51,-9.92,-22.02,71.32,4.21,-1.15,-0.88,1164.27,-86.05,0.36,-1.66,-43.21,0.17,1.57
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,,,-76.35,,,,-26.58,8.17,,13.59,25.80,-9.49,-15.61,-10.31,-16.95,-30.23,-6.23,-6.86,-12.26,8.28,-34.98,-35.96,-20.10,-56.03,20.22,18.70,61.60,416.84,234.99,13.82,529.99,368.97,321.86,1486.42,8.66,-20.28,-27.32,-42.82,-92.25,-42.12,-43.00,-42.53,1178.95,78.11,76.04
CWKGrahamCurrent_sy,,,,-82.94,,,,75.92,31.22,,374.15,-18.94,-12.61,-26.85,-78.51,39.12,-16.97,-1.13,72.27,-21.66,7.42,-18.82,137.34,-26.51,11.79,81.37,-0.45,34.30,-11.05,-36.73,-11.24,0.87,6.72,84.55,86.88,99.25,67.08,26.98,-8.14,-32.10,-5.18,28.44,27.60,33.95,8.05,-18.98
CWKGrahamCurrent_qq,,,,,-9.18,,,-6.12,33.79,-7.47,-2.27,3.98,-3.74,-13.72,3.86,-3.72,-19.13,15.94,3.17,-9.30,-0.20,-30.38,1.63,13.15,-45.07,90.34,0.34,54.05,75.67,23.37,-65.91,752.60,30.77,10.98,28.21,-41.60,-4.06,1.17,0.88,-92.09,616.80,-0.36,1.70,76.08,-0.18,-1.52
CWKGrahamCurrent_sq,,,,,39.35,,,381.12,3.94,-6.48,1.39,-17.75,12.06,-21.72,-70.22,432.54,-33.12,-6.78,-48.11,142.17,-8.29,-29.56,51.71,-25.02,39.51,14.28,-16.73,1.16,-7.60,-18.71,16.82,14.95,-2.23,40.57,18.29,22.56,-18.02,6.83,-14.43,-9.41,14.49,44.71,-14.99,-4.90,-7.64,8.50
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,,0.22,4.36,15.91,,,,-11.48,-16.02,-11.66,-8.26,-10.21,-8.81,-7.35,-7.12,2.70,8.58,10.60,10.71,6.44,3.51,0.39,-24.73,-50.12,-76.38,-98.32,-97.80,-99.99,-99.97,-99.49,-99.49,133.33,328.57,587.50,450.00,500.00,-30.00,-100.00,-100.00,-66.67,-90.48,,,3464.29,42350.00,1350.00
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,,1.49,-7.41,-3.33,-2.55,-3.71,-2.60,0.38,-4.62,-2.22,-1.04,0.64,5.47,3.38,0.80,0.74,1.40,0.54,-2.24,-24.47,-32.81,-52.39,-93.06,-1.01,-99.81,133.33,14.29,,-12.50,328.57,83.33,-20.00,-4.55,-50.00,-100.00,,,-85.71,4200.00,,480.23,70.14,46.88
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,,-0.18,-4.12,-13.83,,,,13.02,18.90,13.24,9.06,11.32,9.80,7.91,7.58,-2.59,-7.91,-9.67,-9.73,-6.02,-3.47,-0.37,32.90,100.56,323.48,5865.00,4452.31,1383622.36,329431.35,19506.81,19303.20,-49.09,-76.61,-85.39,-81.67,-83.94,38.29,,,196.67,969.69,,,-97.14,-99.76,-93.11
CPCurrent_sy,,94.98,-33.21,91.74,,,,-63.05,136.27,27.56,-32.32,-12.98,-19.04,39.59,75.20,-24.21,-3.42,-41.29,-53.78,28.49,-48.33,-26.26,-25.16,-5.92,-9.75,75.47,81.79,56.37,51.14,-23.81,-28.18,-34.01,-16.64,8.78,27.19,27.81,14.56,,,-14.02,9.67,,,14.95,-11.02,31.06
CPCurrent_qq,,,,,-1.30,7.91,3.46,2.56,3.84,2.77,-0.36,4.69,2.41,1.01,-0.67,-5.20,-3.19,-0.91,-0.74,-1.30,-0.56,2.27,32.41,48.95,109.95,1340.56,1.05,45175.26,-50.00,-14.29,,18.80,-77.03,-46.48,25.49,4.11,97.78,,,,613.12,-97.67,,-82.76,-41.22,-31.95
CPCurrent_sq,,,,,-69.93,22.47,81.37,-44.68,92.30,-33.88,-3.77,-28.88,78.92,13.99,20.78,-69.23,127.99,-30.71,-4.92,-14.46,-8.32,-1.11,-3.50,7.53,-12.04,92.25,-0.02,-7.51,-14.99,-3.08,,-15.02,7.40,26.47,10.19,-14.61,-3.73,,,,22.79,34.64,,-15.37,-4.95,98.30
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,,-24.72,36.53,42.81,,,,-20.15,-36.41,-44.88,-55.07,-84.45,-95.70,-103.08,-118.25,-93.98,70.66,-2.22,-85.51,-49216.67,-8084.02,-20884.06,-2539.89,109.62,109.66,105.51,107.38,25.18,-258.71,-566.94,239.53,-622.27,-127.34,-38.23,-381.78,97.02,95.33,98.45,99.27,161.02,109.31,316.25,446.90,-83.56,-30.00,-120.81
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,,0.27,-10.18,-12.15,0.93,-20.14,-22.16,-28.39,-65.06,-77.94,-155.79,-324.44,111.52,525.76,-133.41,-670.29,-2949.58,-1.72,12.18,3.09,111.11,2.18,-49.86,29.74,88.32,-229.55,-47.52,194.34,-389.68,43.61,10.30,-92.31,96.93,11.68,70.20,9.38,355.86,-86.52,592.00,45.38,-87.87,-42.62,-305.71
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,32.82,-26.74,-29.98,,,,25.24,57.25,81.45,122.58,542.84,2227.84,,,1574.66,-41.44,,,,,,,,,,,-20.12,,,-70.54,,,,,,,,,,,,,511.74,42.41,
CZCurrent_sy,,15.45,-77.03,-59.99,,,,138.99,195.26,70.95,891.32,-31.17,-37.67,,,-3.09,14.96,,,,,,,,,,,11.30,,,124.19,,,,,,,,,,,,,-8.22,-17.93,
CZCurrent_qq,,,,,-0.28,11.34,13.84,-0.92,25.21,28.48,39.64,186.15,353.43,,,,-84.14,,,,,,,,-2.13,99.41,-22.94,-46.89,,,,,,,,,,,,,640.01,-85.50,-31.24,729.25,72.27,
CZCurrent_sq,,,,,-8.39,89.51,-84.92,813.07,13.18,9.72,-12.58,-36.60,2.49,,,,21.58,,,,,,,,73.49,-33.19,-38.21,55.40,,,,,,,,,,,,,-8.60,-27.80,20.71,15.22,-18.27,
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,,-20.20,39.92,34.83,,,,-26.34,-43.83,95.10,-57.65,-87.31,-94.36,-103.73,-129.82,-116.62,-72.84,-13.27,-70.51,-19267.07,-36218.68,-7459.38,-1566.17,106.00,105.84,94.77,97.00,-112.42,-110.57,87.48,80.33,-74.27,-91.63,-91.58,-144.58,54.05,50.64,48.63,81.28,-84.46,71.88,88.77,268.42,83.71,-46.30,-95.24
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,,-1.60,-56.00,68.33,1.06,-24.97,52.86,-63.46,-69.73,-66.67,-201.19,-192.04,83.13,154.49,-521.98,-339.58,-1816.05,-1.62,11.68,3.11,106.90,-1.03,-179.06,44.40,71.45,15.77,6.40,12.63,-153.01,7.38,6.43,-11.54,52.46,0.52,2.60,59.36,-368.42,84.83,61.11,709.52,-145.31,-36.21,48.10
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,25.31,-28.53,-25.84,,,,35.74,78.02,-48.75,136.12,688.58,1671.98,,,,269.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_sy,,70.67,-61.76,-11.15,,,,-42.33,98.51,192.89,131.36,-34.71,-26.21,,,,28.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_qq,,,,,1.62,127.27,-40.60,-1.06,33.28,-34.57,173.69,230.43,199.48,,,,,,,,,,,,1.05,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_sq,,,,,-68.79,-35.42,-2.52,193.50,7.44,-4.72,-22.99,-17.17,21.42,,,,,,,,,,,,23.20,,,,,,,,,,,,,,,,,,,,,
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,,102.22,-1.59,-186.80,,,,76.97,-36.77,-80.80,-134.86,398.98,75.61,-206.54,398.42,-139.64,378.71,-120.61,304.32,507.09,89.87,-822.29,-449.38,-563.24,7.65,122.73,76.65,125.48,-8.67,-23.61,236.03,-17.20,5.27,37.99,-7.74,13.08,8.18,-0.79,3.73,7.42,15.98,19.29,59.75,30.55,14.59,12.43
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,,33.32,300.16,-78.63,-180.73,-296.02,128.09,-138.82,792.37,-132.31,-22.71,208.72,-191.98,327.13,-197.13,299.26,-7.39,5.93,-571.81,24.52,-22.79,124.62,-0.37,-177.55,233.97,-11.77,-16.67,38.10,-18.45,12.17,9.24,-7.67,-0.04,7.31,0.18,-3.47,3.51,15.87,3.03,29.28,-15.41,1.70,1.09
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,,101.65,-5.71,-174.89,,,,73.99,-63.00,-78.21,-137.61,432.22,73.24,-214.95,421.95,-138.80,356.57,-99.19,266.67,481.03,83.46,-817.55,-564.26,-1028.96,355.58,1455.38,-962.57,352840.97,300850.54,14876.76,26496.06,-57.84,-75.38,-79.84,-83.09,-81.83,49.62,,,218.62,1140.76,,,-96.27,-99.73,-92.25
EVPCurrent_sy,,125.88,-34.49,-32.28,,,,31.99,126.74,33.58,-26.46,22.51,-8.35,69.89,75.20,-14.66,73.48,56.23,-53.91,33.05,-48.95,-28.11,78.90,52.65,53.03,39.73,79.28,11.35,7.74,-23.94,-41.10,-41.86,-36.71,-10.25,51.60,28.32,120.77,,,25.95,-7.31,,,18.93,-1.69,6.31
EVPCurrent_qq,,,,,34.39,316.30,-77.80,-182.57,-311.11,128.92,-138.32,829.27,-133.11,-24.24,207.32,-187.88,318.97,-196.46,297.55,-8.68,5.43,-582.40,0.04,-82.73,151.70,1335.19,-178.36,60761.52,-55.89,-28.58,38.11,-3.12,-74.23,-41.53,15.87,4.08,112.21,,,,726.38,-97.60,29.29,-85.42,-40.22,-31.20
EVPCurrent_sq,,,,,-9.76,-3.53,104.91,-26.00,55.02,-43.17,12.82,23.26,15.96,5.35,16.34,-39.95,135.72,-5.12,-65.68,73.33,-9.56,33.62,-14.59,47.89,-9.33,22.01,9.59,-8.15,-12.27,-13.87,-15.14,-9.32,-4.50,22.14,43.33,-23.25,64.30,,,,20.92,-14.85,-0.06,15.58,-0.05,-7.92
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,,153.42,-29.67,-164.39,,,,68.73,-143.44,-90.17,-182.23,2457.07,-332.04,2756.17,-901.92,138.62,1129.45,94.57,-137.22,-102.10,-100.53,-87.79,120.97,-7622.85,1942.59,-534.73,678.35,-105.11,-963.89,-509.63,-793.15,52.52,45.15,27.85,62.38,-145.94,-119.67,-92.56,-451.80,41.69,-311.35,-959.19,195.35,-704.63,21.16,42.55
EVEBITCurrent_sy,,231.70,-79.57,17.37,,,,-101.94,-112.50,-382.59,-240.16,-1827.99,-1121.59,-82.50,-21.92,202.54,134.97,120.98,270.00,-71.94,38.67,344.97,1017.31,390.52,192.87,46.49,24.65,-24.86,-41.95,-13.23,88.69,285.86,86.53,27.46,8.98,-27.68,-22.69,28.80,-65.83,-11.98,-28.14,-92.93,36.41,-39.46,40.98,-225.98
EVEBITCurrent_qq,,,,,32.23,554.82,-87.31,-179.93,-427.63,118.37,-206.13,2391.08,-196.71,221.46,-137.23,645.65,317.23,-77.04,-145.39,95.17,-4.27,634.04,-22.09,-1880.21,124.88,-226.00,239.49,-569.11,-4.78,11.09,-58.60,67.87,-21.04,-16.97,17.30,-110.04,-8.12,-2.53,-136.99,77.80,-662.71,-164.02,121.33,-287.30,25.27,-92.40
EVEBITCurrent_sq,,,,,-64.70,-116.39,124.58,-236.24,-127.68,-532.93,92.86,-1774.02,-44.26,5.44,95.23,1676.25,-50.80,-43.29,-61.34,160.17,143.12,81.98,-2.94,14.22,45.16,-8.98,-17.41,-31.15,12.16,36.05,79.60,40.80,-45.78,-7.03,53.55,-6.56,-42.04,54.88,-59.26,140.69,-52.68,-84.75,685.52,6.82,10.19,-113.63
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,,123.34,-18.80,-171.06,,,,71.42,-98.60,-91.82,-152.87,725.89,51.18,-473.38,710.20,-149.35,393.14,-125.45,402.38,28.30,-133.45,262.19,-56.76,-4745.48,1472.02,-487.46,625.61,-178.17,-1128.33,-519.01,-810.74,52.09,44.73,27.52,62.73,-150.50,-121.67,-92.81,-478.83,38.99,-324.94,-1072.95,189.01,-679.70,20.82,38.79
EVEBITDACurrent_sy,,205.21,-58.93,-19.19,,,,-94.57,-101.16,-77.10,-186.82,40.54,1971.49,438.55,3605.53,679.79,24.23,-88.78,-3.52,7.14,489.86,616.32,63.96,8.67,32.01,-37.16,28.94,-9.78,-41.31,45.16,80.60,77.45,53.94,49.25,12.04,-8.78,3.90,11.38,-65.76,-5.33,-37.29,-93.30,121.66,-41.71,37.71,-235.09
EVEBITDACurrent_qq,,,,,32.99,548.26,-88.13,-180.16,-365.67,118.46,-176.71,1049.02,-136.32,-41.22,225.36,-176.75,315.75,-208.61,379.34,-110.95,-0.65,626.64,-25.53,-1327.63,128.50,-248.72,239.46,-570.63,-5.35,10.48,-60.12,68.28,-21.55,-17.40,17.68,-113.23,-7.57,-2.11,-147.14,77.52,-649.21,-181.86,118.75,-296.88,23.92,-117.88
EVEBITDACurrent_sq,,,,,-64.03,95.86,-98.69,486.25,-107.66,3979.25,-104.98,1049.02,2.02,1016.32,-67.57,111.11,-83.75,0.86,178.78,134.45,-10.52,22.48,-36.19,55.39,8.69,-41.70,30.94,8.73,-29.29,44.19,62.91,6.83,-38.66,39.80,22.29,-13.02,-30.13,49.86,-62.41,140.53,-53.71,-83.99,1143.51,-36.74,9.34,-115.71
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,,-6.70,31.83,20.64,,,,-27.37,-32.98,-39.24,-52.00,-82.84,-95.70,-103.11,-118.87,-93.78,267.44,-4.17,-88.46,-103516.67,-8120.89,-38976.00,-4795.41,108.56,103.65,105.23,106.90,56.97,-864.50,-1257.93,296.22,-4763.11,-1509.03,-859.08,-5478.80,96.69,96.16,98.84,99.57,104.78,105.46,217.75,230.45,41.46,-14.29,-126.80
ROE_sy,,192.30,13.19,-57.87,,,,-42.69,-47.35,164.66,-256.92,-64.50,191.65,-10.51,137.05,318.58,10.92,171.43,-126.51,-2.80,-36.70,44.21,720.45,-1.44,-45.01,-58.23,-17.58,9.02,155.07,70.10,205.11,-23.71,-33.21,-37.33,-85.21,-51.03,-85.08,-85.61,58.62,7.63,127.38,259.49,116.15,63.00,249.21,-53.87
ROE_qq,,,,,-3.68,-14.95,-9.54,-2.00,-11.11,-22.90,-28.53,-64.97,-77.72,-155.81,-333.33,111.54,1216.67,-115.82,-684.00,-6231.63,-2.12,22.91,1.78,111.07,-56.50,10.61,29.55,151.81,-311.88,-67.53,144.33,-3063.55,26.89,0.14,-148.61,98.18,15.21,69.77,8.80,120.47,-3.25,552.10,1.03,-77.81,-41.38,-303.92
ROE_sq,,,,,-44.53,-76.14,114.66,101.75,-49.05,19.93,-227.27,145.65,318.58,-63.20,-47.30,415.66,10.92,-9.95,-105.15,1990.91,-27.76,105.16,-77.86,200.37,-59.70,55.82,-56.31,297.33,-5.70,3.91,-21.63,-0.66,-17.45,-2.49,-81.51,229.06,-74.85,-5.95,103.80,123.29,-46.87,48.69,22.54,68.39,13.82,-80.36
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,,-16.10,33.58,27.31,,,,-22.99,-33.90,-39.27,-52.22,-82.46,-95.56,-103.24,-119.07,-93.67,69.70,,-82.93,-81540.00,-15473.21,-48245.00,-6289.33,112.98,105.19,105.27,106.83,52.41,-865.10,-1251.18,216.49,-4802.67,-1504.59,-319.59,-2918.33,97.17,96.06,97.34,99.02,104.01,103.37,177.71,177.72,6.98,-28.77,-119.06
ROA_sy,,286.79,52.59,-61.56,,,,-59.84,-82.56,-119.28,38.80,-8.75,134.53,975.00,123.36,170.96,60.43,,-147.95,-40.95,7.46,-40.85,471.95,3.77,-25.62,47.68,-35.41,22.11,34.21,-2.09,202.54,-11.62,16.58,,-48.83,-48.93,-85.63,-78.61,-12.13,-51.80,55.32,206.67,20.15,49.07,101.37,-140.76
ROA_qq,,,,,-3.93,-9.61,-11.42,0.11,-17.54,-16.96,-30.31,-63.26,-79.11,-160.61,-310.00,112.20,460.00,-135.71,-650.00,-5329.33,-5.71,-12.31,0.88,111.03,-57.71,14.09,28.43,145.95,-312.29,-71.67,135.31,-3754.61,27.56,55.11,-137.17,96.33,-1.03,69.73,12.98,115.09,-15.12,597.26,-12.97,-79.23,-43.48,-286.54
ROA_sq,,,,,-19.98,-89.59,-1540.96,133.44,-65.25,-111.51,-4475.00,149.86,-10.68,-57.06,22.14,478.36,-47.12,25.43,-112.50,812.20,-3.77,-30.96,-21.39,98.69,-31.02,37.08,-65.62,275.63,-24.19,,6.24,9.73,,-14.22,-45.63,9.51,-71.86,27.66,123.33,-39.93,-9.32,152.05,-12.50,-25.47,22.50,-151.02
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,,-20.41,33.97,16.39,,,,-16.75,-33.09,120.98,-53.91,-85.93,-93.82,-104.04,-132.22,-115.79,-74.36,-2.50,-53.45,-18611.11,-34140.00,-7400.00,-2116.29,112.02,124.74,-211.77,-36.50,-172048.65,-34921.02,-2356.57,-3708.39,11.20,55.10,72.06,55.05,92.61,31.89,,,-446.43,-201.63,,,99.54,99.66,86.51
OPM_sy,,-15.87,48.52,360.33,,,,-48.35,117.33,617.51,3362.50,-104.73,-107.18,-101.43,-95.19,937.69,122.22,-272.73,14362.50,-105.88,8155.00,6704.88,-5.58,5571.88,203.45,15.47,-79.95,4.20,-48.82,-44.34,206.39,63.44,93.37,-39.50,-39.25,-44.18,-59.66,,,-47.61,-32.45,,,-13.65,-30.27,-95.86
OPM_qq,,,,,-3.08,-52.49,74.33,3.71,-22.10,56.89,-63.64,-68.33,-65.79,-202.56,-190.00,84.48,155.56,-510.00,-334.15,-1792.13,-1.07,9.67,-28.29,110.27,107.90,-1238.60,43.83,-12832.07,57.90,19.67,12.92,-201.52,78.71,50.01,-40.10,50.45,-96.28,,,,-8.35,99.09,706.03,-107.79,20.03,64.25
OPM_sq,,,,,-89.17,-151.47,108.08,11362.50,-54.42,22.57,-45.93,-115.64,30.77,75.56,281.82,2622.50,-98.16,-510.00,7154.88,-101.11,2679.69,228.04,0.85,-35.88,43.06,24.83,-82.49,233.24,-29.73,35.76,-3.62,77.76,-16.87,-57.52,-3.23,63.35,-39.92,,,,-22.53,-37.38,72.34,3.29,-37.45,-96.28
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,,-24.85,30.85,23.11,,,,-9.76,-24.30,-37.60,-51.01,-82.66,-95.32,-103.35,-119.65,-94.40,57.14,6.25,-67.16,-48314.29,-7861.36,-20353.33,-3414.29,119.29,140.88,428.78,436.03,1731935.55,-523303.96,-91649.31,65764.18,-365.90,46.82,79.81,-151.66,99.52,93.54,,,280.97,199.85,,,-99.53,-99.83,-101.45
ROS_sy,,108.75,31.48,169.62,,,,-49.64,322.61,166.44,-200.84,-80.35,294.48,1018.23,1708.33,923.41,-2.25,18.96,26.24,4.62,-3.90,-23.84,-21.34,-22.87,-30.21,19.97,-3.91,12.40,-14.90,-55.58,-40.56,-60.90,-41.79,-44.43,-82.28,7.59,-96.48,,,-19.68,1418.52,,,-10.26,57.20,-99.28
