,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
WKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_yy,12.72,4.64,,,,-5.36,0.87,2.70,,8.63,5.33,7.49,,47.81,33.26,22.87,,0.97,8.30,8.94,,-5.35,-5.85,-7.76,,-2.63,-2.19,4.86,,4.73,5.82,5.27,5.56,5.72,6.52,4.81,3.80,3.41,3.56,4.66,4.80,4.54,3.52,2.25,-2.07,-16.26,-13.80,-16.62,-10.11,1.35,-19.32,-6.26,-7.84
WKCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_qq,,,0.64,0.09,-100.00,,7.28,1.90,-100.00,,4.02,3.99,-100.00,,-6.22,-4.12,-100.00,,0.59,-3.55,-100.00,,0.06,-5.50,-100.00,,0.51,1.31,1.39,1.45,1.55,0.79,1.66,1.60,2.32,-0.83,0.69,1.22,2.47,0.21,0.83,0.96,1.47,-1.01,-3.44,-13.66,4.46,-4.26,4.10,-2.66,-16.84,11.24,2.35
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,-11.29,-4.43,,,,5.67,-0.86,-2.63,,-7.94,-5.06,-6.96,,-32.35,-24.96,-18.61,,-0.95,-7.67,-8.21,,5.65,6.22,8.40,,2.71,2.23,-4.63,,-4.52,-5.50,-5.01,-5.27,-5.42,-6.12,-4.58,-3.66,-3.29,-3.44,-4.45,-4.58,-4.35,-3.40,-2.22,2.12,19.42,16.00,19.94,11.24,-1.33,23.94,6.67,8.51
CWKCurrent_sy,53.23,-26.53,,,,23.08,-15.69,-19.23,,-40.53,-16.26,-12.17,,-13.24,-19.77,-15.05,,-6.81,-0.68,6.35,,-24.52,-12.81,-18.68,,27.55,11.50,7.81,,-4.52,-4.81,-3.66,-15.60,-5.42,-2.83,7.54,12.44,5.06,22.60,11.34,-0.78,-1.03,-2.68,-8.84,-2.82,6.24,-2.83,8.27,8.10,9.90,3.07,-17.74,8.51
CWKCurrent_qq,,,-0.64,-0.09,,,-6.78,-1.87,,,-3.86,-3.83,,,6.64,4.29,,,-0.58,3.68,,,-0.05,5.81,,,-0.51,-1.29,-1.36,-1.43,-1.53,-0.78,-1.63,-1.58,-2.27,0.85,-0.69,-1.20,-2.42,-0.21,-0.82,-0.96,-1.45,1.02,3.57,15.82,-4.27,4.45,-3.94,2.74,20.25,-10.11,-2.29
CWKCurrent_sq,,,-7.22,-4.26,,,-36.44,-8.29,,,-10.50,-3.80,,,-17.24,1.86,,,-11.80,9.07,,,1.89,1.74,,,-10.93,-1.63,10.56,-1.43,-11.20,-0.44,-3.14,10.46,-8.77,10.18,1.27,3.21,6.45,0.06,-9.75,2.96,4.67,-6.26,-3.80,12.55,-4.27,4.45,-3.94,14.42,-10.22,-16.64,26.71
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,8.85,20.10,,,,-13.35,-4.79,-1.52,,9.22,3.13,-19.56,,-156.21,-171.21,-203.01,,-58.32,-12.30,-7.29,,-6.52,-9.83,56.77,,109.35,115.16,91.08,,-110.46,-184.83,-192.82,-629.83,-2777.34,-310.32,-397.06,-1514.25,-120.48,-6.51,-12.62,1.08,17.10,21.44,29.08,70.84,82.79,111.09,87.43,159.30,177.73,-92.50,199.16,59.03
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,-0.60,1.96,-100.00,,9.22,5.46,-100.00,,3.12,-17.74,-100.00,,-30.63,-18.99,100.00,,7.34,-13.68,100.00,,4.46,55.25,100.00,,54.95,-126.33,87.75,-109.43,-1156.01,9.12,69.47,-725.67,-79.11,-10.09,0.85,-12.77,13.48,-16.41,12.91,5.49,18.01,-5.08,64.19,44.23,152.86,-219.07,268.95,-26.91,-94.90,1474.49,170.96
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,-8.13,-16.74,,,,15.41,5.03,1.54,,-8.44,-3.03,24.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232.84,,-37.12
CWKGrahamCurrent_sy,-1.26,139.34,,,,-61.72,-31.58,-37.02,,-44.51,60.96,18.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.57,,300.98
CWKGrahamCurrent_qq,,,0.61,-1.92,,,-8.44,-5.18,,,-3.02,21.56,,,,,,,,,,,,,,,-35.46,,,,,,,,,,,,,,,,,,,,,,,36.81,1859.82,-93.65,-63.09
CWKGrahamCurrent_sq,,,-78.48,1.16,,,-61.54,-6.87,,,11.57,-31.67,,,,,,,,,,,,,,,-50.57,,,,,,,,,,,,,,,,,,,,,,,-18.58,79.93,14.08,139.93
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,-0.44,-12.00,,,,8.42,22.25,37.86,43.30,35.94,23.65,11.34,1.30,-6.56,-12.44,-22.01,-24.36,-27.66,-26.59,-17.20,-19.39,-15.49,-14.29,-15.94,-5.44,8.31,11.81,11.48,3.88,-13.72,-14.25,-12.96,-13.62,-9.94,-11.05,-13.20,-10.87,-2.53,0.29,8.71,10.42,7.63,7.72,1.06,-6.72,-31.57,-30.79,-27.92,-16.96,13.49,19.83,43.23,43.44
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,-2.24,-1.93,3.40,9.38,10.23,10.59,7.48,3.76,0.27,-0.42,-2.22,-4.29,-6.04,-11.31,-5.16,-8.47,-4.65,0.03,-7.67,-4.04,-3.30,-1.88,3.86,9.92,-0.18,-2.18,-3.21,-8.71,-0.79,-0.70,-3.95,-4.82,-2.02,-3.10,-1.38,4.09,0.82,5.04,0.17,1.47,0.90,-1.46,-7.54,-25.56,2.06,2.62,6.52,1.74,7.75,22.66,6.67
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,0.45,13.62,,,,-7.76,-18.20,-27.46,-30.22,-26.44,-19.13,-10.19,-1.30,7.03,14.22,28.23,32.23,38.24,36.22,20.78,24.04,18.32,16.66,18.96,5.77,-7.68,-10.55,-10.29,-3.75,15.90,16.61,14.88,15.78,11.05,12.43,15.20,12.20,2.59,-0.29,-8.01,-9.44,-7.09,-7.18,-1.05,7.22,46.14,44.49,38.73,20.42,-11.89,-16.55,-30.18,-30.28
CPCurrent_sy,104.66,-18.79,,,,-16.57,5.22,-21.08,-10.52,-22.25,-19.13,18.74,5.50,-16.66,5.68,1.35,4.54,3.49,10.05,8.41,9.35,11.28,1.84,-3.06,-6.08,-5.68,2.69,2.97,4.91,48.65,30.60,11.72,-7.35,-31.05,-20.31,-8.50,15.02,34.52,41.56,39.90,40.06,10.52,8.53,8.01,-2.53,-21.18,-28.63,-20.15,-16.47,-2.89,4.13,-29.24,23.33
CPCurrent_qq,,,2.30,1.97,-3.28,-8.57,-9.29,-9.57,-6.96,-3.62,-0.28,0.43,2.26,4.51,6.42,12.74,5.45,9.25,4.88,-0.04,8.30,4.22,3.40,1.92,-3.71,-9.03,0.19,2.23,3.31,9.54,0.80,0.71,4.11,5.06,2.06,3.20,1.40,-3.94,-0.80,-4.79,-0.18,-1.44,-0.89,1.49,8.15,34.33,-2.01,-2.55,-6.12,-1.71,-7.20,-18.47,-6.25
CPCurrent_sq,,,-45.39,-0.72,-2.36,57.59,-31.13,-25.53,10.70,36.93,-28.36,9.35,-1.64,8.16,-9.15,4.86,1.47,7.07,-3.40,3.29,2.35,8.96,-11.59,-1.68,-0.84,9.42,-3.74,-1.41,1.02,55.05,-15.43,-15.67,-16.22,15.39,-2.26,-3.16,5.31,34.96,2.85,-4.29,5.43,6.49,1.00,-4.76,-4.85,-13.89,-8.54,6.56,-0.46,0.10,-1.93,-27.59,73.50
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,18.73,-20.80,,,,37.95,163.26,266.78,-139.44,-143.25,-124.31,-128.40,254.24,-818.37,-1682.05,-1530.40,-1015.27,46.91,88.01,89.47,73.05,34.31,-114.58,-48.56,33.27,130.46,133.07,206.77,221.10,109.62,125.39,4.03,-2.97,45.67,33.67,8.28,-13.53,-20.90,-27.18,6.21,28.98,30.24,5.58,-30.78,-21.01,-32.59,-12.53,9.66,-11.25,-15.57,-38.61,-5.06,52.61
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,-30.72,-21.12,165.93,-5.08,32.22,9.90,-128.60,-4.07,25.69,-28.39,255.34,-719.64,-44.21,-17.46,12.80,64.06,67.42,-3.10,-123.22,12.38,-6.41,28.62,-0.27,139.99,15.52,130.49,13.72,-30.78,24.21,6.38,6.07,3.92,13.98,-13.82,-15.29,-4.94,4.94,25.70,2.86,-4.01,-14.93,-17.59,17.39,-18.08,10.38,3.31,-5.00,-22.06,-19.75,59.77,52.71
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,-15.78,26.27,,,,-27.51,-62.02,-72.74,,,,,,,,,,,,,,,,,,,,,,-52.29,-55.63,-3.88,3.06,-31.35,-25.19,-7.65,15.65,26.43,37.33,-5.85,-22.47,-23.22,-5.28,44.47,26.60,48.34,14.33,-8.80,12.68,18.44,62.89,5.33,-34.47
CZCurrent_sy,1.63,24.54,,,,-43.54,-58.17,-73.02,,,,,,,,,,,,,,,,,,,,,,15.12,104.03,-15.01,0.93,-4.60,-9.24,15.02,-15.17,26.48,6.78,-12.78,20.28,27.45,-1.63,16.01,6.22,-45.99,-20.92,11.91,7.64,44.76,7.99,-32.34,-22.34
CZCurrent_qq,,,44.34,26.77,-62.40,5.36,-24.37,-9.01,,,,,,,,,,,,,,,,,,,-13.44,-56.61,-12.07,44.45,-19.49,-6.00,-5.72,-3.78,-12.27,16.04,18.06,5.20,-4.71,-20.44,-2.78,4.17,17.56,21.35,-14.81,22.06,-9.40,-3.20,5.26,28.30,24.61,-37.41,-34.52
CZCurrent_sq,,,8.65,20.59,-32.85,-35.83,-19.50,-22.22,,,,,,,,,,,,,,,,,,,-35.57,86.83,-13.09,10.04,14.20,-22.18,3.21,4.01,8.64,-1.38,-23.88,55.09,-8.28,-19.44,4.97,64.34,-29.21,-5.00,-3.89,-16.44,3.66,34.44,-7.56,12.37,-22.67,-15.77,6.11
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,-5.87,-41.02,,,,105.17,483.00,570.61,137.80,60.36,28.53,10.17,-62.73,-57.89,-74.79,-115.68,-154.94,-183.84,-329.17,-220.52,-91.17,-11.23,54.58,47.46,28.63,159.67,219.35,303.85,312.51,170.38,95.17,36.33,-0.67,41.32,41.82,8.84,5.23,-10.58,-21.19,-3.99,3.40,-2.03,7.70,-14.90,-14.64,-28.50,-29.26,-16.26,-14.51,18.29,51.93,117.51,156.17
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,-51.34,0.49,272.08,12.76,38.28,15.60,31.94,-23.96,10.82,-0.92,-55.37,-14.08,-33.65,-161.62,-56.38,-31.12,-81.37,13.81,6.73,23.71,25.94,0.31,-26.71,163.79,48.13,70.26,32.09,-18.84,6.93,18.93,-3.76,15.47,7.30,-8.73,-6.95,-1.87,-5.44,11.20,0.20,-7.02,3.94,-12.12,0.50,-22.11,2.84,4.03,2.59,7.77,32.09,48.93,20.83
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,6.23,69.55,,,,-51.26,-82.85,-85.09,-57.95,-37.64,-22.20,-9.23,168.34,137.48,296.66,,,,,,,,,,,,,,,-63.01,-48.77,-26.65,0.68,-29.24,-29.49,-8.12,-4.97,11.83,26.90,4.15,-3.29,2.07,-7.15,17.50,17.16,39.86,41.36,19.41,16.98,-15.46,-34.18,-54.02,-60.96
CZOCurrent_sy,0.07,9.63,,,,-26.48,-51.33,-80.73,-63.60,-37.06,-37.80,5.93,13.09,65.15,30.00,,,,,,,,,,,,,,,13.53,63.81,-5.51,9.02,-2.20,-9.62,11.99,2.26,52.68,16.89,13.94,13.32,-26.12,11.28,-7.02,-12.25,-13.77,-28.48,14.86,3.20,-8.97,-16.19,-45.97,-45.13
CZOCurrent_qq,,,105.49,-0.49,-73.12,-11.31,-27.68,-13.49,-24.21,31.51,-9.77,0.92,124.05,16.39,50.71,,,,,,,,,,,,-32.49,-41.27,-24.30,23.22,-6.48,-15.92,3.91,-13.40,-6.81,9.56,7.47,1.90,5.75,-10.08,-0.20,7.55,-3.79,13.80,-0.50,28.39,-2.76,-3.87,-2.53,-7.21,-24.29,-32.85,-17.24
CZOCurrent_sq,,,42.27,82.39,-52.36,-40.53,-5.82,-27.77,-10.00,2.81,-6.94,23.02,-3.92,50.14,-26.74,,,,,,,,,,,,-24.69,42.55,-6.26,12.82,8.67,-17.78,8.15,1.20,0.42,1.88,-1.25,51.11,-23.11,-0.68,-1.78,-1.49,15.81,-17.01,-7.31,-3.20,-3.95,33.28,-16.72,-14.61,-11.57,-14.09,-15.42
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,13.32,-1.44,,,,11.24,15.48,24.57,,12.28,18.87,23.43,,27.04,17.15,4.79,,-3.39,-3.46,-2.59,,-5.50,-5.99,-16.03,,-14.40,-13.59,2.61,42.40,5.67,-1.64,-0.64,-3.89,6.22,16.13,6.92,10.70,-0.85,-4.95,-2.85,-6.89,-6.47,-6.60,-8.00,-8.42,-15.99,-15.78,-9.33,-6.97,3.93,12.90,18.60,14.11
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,-1.64,-2.58,-6.16,23.72,2.11,5.08,-24.67,38.91,8.10,9.12,-38.97,76.47,-0.31,-2.40,-41.76,70.49,-0.38,-1.52,-40.21,61.10,-0.90,-12.04,-28.79,37.91,0.03,4.45,-1.18,2.34,-6.89,5.51,-4.41,13.11,1.79,-2.85,-1.03,1.31,-2.42,-0.71,-5.15,1.76,-2.55,-2.20,-5.58,-6.64,-2.31,5.29,-3.12,4.29,6.11,10.62,-6.79
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,13.83,11.99,,,,2.61,-5.52,-9.63,-30.22,-17.41,-3.88,10.86,-1.30,35.97,33.80,34.36,32.23,33.54,31.51,17.64,24.04,11.81,9.68,-0.12,5.77,-20.97,-22.72,-7.95,37.07,22.47,14.71,14.15,11.26,17.95,30.55,23.18,24.21,1.73,-5.22,-10.64,-15.68,-13.10,-13.30,-8.96,-1.82,22.76,21.69,25.79,12.04,-8.42,-5.78,-17.19,-20.45
EVPCurrent_sy,146.97,-24.74,,,,-12.50,-12.76,-19.21,-10.52,-3.38,3.11,23.62,-4.58,2.10,21.54,13.81,33.81,3.80,6.15,7.56,-15.89,-1.66,-3.57,-2.16,18.92,5.86,1.01,-6.52,56.21,4.54,14.48,5.63,-23.64,-33.45,-33.85,-12.83,17.07,33.96,32.81,16.62,13.85,-0.40,8.35,-2.99,8.05,-1.42,-4.84,2.32,-5.32,-3.87,-12.26,-9.72,17.58
EVPCurrent_qq,,,0.62,-0.67,-9.24,13.11,-7.36,-4.98,-29.91,33.87,7.81,9.59,-37.60,84.42,6.08,10.05,-38.59,86.26,4.47,-1.55,-35.25,67.90,2.48,-10.35,-31.43,25.46,0.21,6.79,2.10,12.10,-6.15,6.26,-0.48,18.84,3.88,0.26,0.35,-2.67,-3.21,-5.47,-5.31,0.30,-3.44,-0.73,2.12,25.42,-4.28,2.60,-9.04,2.51,-1.52,-9.81,-12.63
EVPCurrent_sq,,,-22.13,-1.70,-37.89,84.03,-22.36,-8.97,-31.21,98.72,-17.15,9.14,-46.90,112.65,-1.38,2.20,-37.57,64.96,0.86,3.55,-51.18,92.88,-1.10,5.06,-40.66,71.68,-5.63,-2.77,-0.84,14.89,3.34,-10.28,-28.31,0.13,2.72,18.23,-3.72,14.57,1.84,3.81,-6.01,0.24,10.78,-7.05,4.69,-8.55,6.94,-0.06,-3.13,-7.15,-2.40,2.84,26.16
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,20.38,67.10,,,,-45.78,-80.19,-81.42,-57.95,-29.98,-7.51,12.04,168.34,201.70,364.70,-768.34,-282.03,-215.23,-142.13,69.61,47.69,15.04,-106.97,-59.83,-40.11,243.44,172.40,150.34,167.01,-60.92,-49.61,-27.12,-3.24,-24.84,-18.12,-1.77,5.20,10.88,20.62,1.19,-9.95,-4.54,-13.28,8.10,7.29,17.50,19.06,8.27,8.83,-12.13,-25.69,-45.47,-55.46
EVEBITCurrent_sy,-8.24,89.69,,,,5.59,78.27,-66.05,-52.07,-49.61,-46.69,20.67,23.21,33.07,8.35,-23.12,9.80,-12.11,56.72,88.03,55.17,25.47,28.68,-25.42,-38.55,-15.08,-42.66,31.82,31.47,48.03,88.46,15.42,41.51,-16.35,-22.61,-5.34,12.46,49.13,29.75,19.44,-11.04,-13.75,-7.35,-23.70,1.04,-25.17,-16.45,18.85,2.02,-13.37,-25.10,-39.82,-41.29
EVEBITCurrent_qq,,,102.12,-3.06,-74.78,9.72,-26.15,-9.09,-42.91,82.68,-2.45,10.13,36.73,105.40,50.24,-258.39,62.76,-30.02,45.07,-14.26,35.90,-111.18,-33.81,11.77,43.80,316.20,-32.47,-38.65,-25.19,26.09,-12.92,-11.28,-0.68,-2.05,-5.13,6.43,6.37,3.24,3.20,-10.71,-5.34,9.45,-6.25,11.30,-6.05,19.86,-5.01,1.22,-5.56,-3.23,-19.66,-25.73,-22.86
EVEBITCurrent_sq,,,-52.57,182.87,-46.29,46.54,-19.93,-46.13,-24.18,54.06,-15.30,21.96,-22.58,66.38,-31.03,-13.46,10.57,33.19,22.98,3.82,-8.76,7.69,26.13,-39.83,-24.82,48.82,-14.84,38.33,-25.01,67.56,8.43,-15.28,-8.06,-0.95,0.31,3.62,9.22,31.35,-12.72,-4.61,-18.65,27.35,-6.25,-21.45,7.73,-5.68,4.67,11.74,-7.52,-19.91,-9.50,-10.22,-9.78
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,17.13,22.70,,,,-22.17,-48.95,-52.14,-45.90,-17.61,,18.29,105.08,119.96,165.22,564.68,486.86,1295.61,-372.53,-263.49,-250.46,82.62,266.61,186.66,269.02,-96.21,-84.50,-85.76,-92.95,-31.57,-31.21,-20.27,-6.52,-18.46,-11.41,-2.75,1.81,0.69,4.53,-6.28,-14.85,-11.71,-16.55,-4.65,1.01,19.69,22.06,19.42,15.29,-7.76,-15.25,-33.34,-43.43
EVEBITDACurrent_sy,42.25,69.29,,,,-24.85,-24.16,-52.51,-36.04,-27.14,,37.60,2.47,6.25,10.49,-4.23,94.23,-1.45,21.46,19.51,-38.57,-1.10,-1.23,3.78,16.93,-4.65,-15.23,-9.06,11.32,15.72,11.58,10.57,8.24,16.81,6.14,23.65,20.92,20.34,30.41,1.51,6.30,-21.89,-12.89,-4.35,1.87,-1.29,3.12,-5.70,2.56,4.69,-5.84,-14.57,-36.40
EVEBITDACurrent_qq,,,25.35,0.68,-45.92,14.04,-17.78,-5.63,-38.86,73.66,-0.20,11.63,6.01,86.25,20.33,179.76,-6.40,342.93,-123.50,-67.82,13.87,637.61,-78.56,-12.71,68.01,-87.96,-12.24,-19.80,-16.76,16.80,-11.79,-7.04,-2.40,1.88,-4.16,2.05,2.17,0.76,-0.51,-8.50,-7.17,4.49,-5.96,4.54,-1.66,23.81,-4.10,2.28,-5.06,-0.95,-11.89,-19.55,-19.42
EVEBITDACurrent_sq,,,-2.96,-16.06,-36.12,44.44,-2.07,-47.44,-13.98,64.54,-11.78,10.20,-35.94,70.59,-8.26,-4.48,29.93,-13.44,13.07,-6.02,-33.21,39.35,12.92,-1.25,-24.75,13.63,0.40,5.94,-7.89,18.12,-3.19,4.98,-9.83,27.48,-12.04,22.31,-11.82,26.86,-4.68,-4.80,-7.66,-6.79,6.30,4.54,-1.66,-9.68,11.06,-4.41,6.96,-7.81,-0.11,-13.28,-20.37
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,5.37,-24.33,,,,45.79,161.14,257.59,,-139.87,-123.10,-126.42,,-520.26,-1236.49,-1226.28,,47.43,88.91,90.34,,30.57,-127.66,-61.25,,131.25,133.78,201.77,,100.45,113.04,-1.22,-8.05,37.64,25.60,3.34,-16.67,-23.39,-29.69,1.53,23.03,24.52,1.89,-32.33,-19.38,-19.52,1.44,31.44,-1.22,-16.74,-23.78,1.32,65.57
ROE_sy,20.72,38.50,,,,6.42,234.55,155.04,,-12.29,-11.56,-18.92,,-37.82,-44.90,-34.23,,-21.11,-27.02,-12.54,,-20.05,25.77,19.65,,4.04,1.53,-29.14,,-3.28,-24.10,9.81,0.54,-7.56,7.44,-10.30,-36.26,-14.69,-12.10,9.87,-39.61,-16.83,1.89,17.62,119.60,9.65,1.44,-26.43,-27.14,10.52,13.41,22.55,100.75
ROE_qq,,,-31.21,-21.20,,,23.21,7.91,,,28.62,-23.42,,,-53.81,-22.48,,,67.55,-6.69,,,-6.39,24.43,,,15.00,127.67,12.15,-31.73,22.22,5.57,4.39,2.19,11.53,-13.15,-15.82,-6.06,2.37,25.42,2.01,-4.93,-16.23,-16.70,21.53,-5.09,5.58,7.93,-8.66,-20.00,-3.35,43.47,49.26
ROE_sq,,,-75.16,21.40,,,-21.90,-7.46,,,-21.25,-15.16,,,-30.22,1.26,,,-35.44,21.35,,,1.55,15.44,,,-0.90,-19.43,20.75,0.31,-22.22,16.57,10.55,-7.78,-9.60,-2.68,-21.44,23.43,-6.85,21.64,-56.82,70.00,14.12,40.41,-19.38,-15.12,5.58,1.83,-20.16,28.75,8.35,10.04,30.78
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,15.50,-29.65,,,,30.77,123.21,189.73,,-134.59,-120.60,-122.95,,-431.97,-1069.90,-1100.81,,39.64,87.22,89.03,,26.91,-137.01,-67.28,,135.36,139.45,221.77,,113.11,113.89,-0.61,-7.03,33.08,23.05,-1.22,-20.06,-26.01,-30.87,5.25,31.27,29.30,8.02,-29.62,-13.85,-8.16,16.96,46.67,3.22,-20.07,-38.07,-17.05,38.63
