,2004/Q4,2005/Q4,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,-50.76,-19.77,,,-35.58,,-47.61,-48.76,-29.11,-29.58,-14.43,-15.36,-14.18,-12.14,-10.64,-6.12,-5.79,-5.70,-6.52,-9.89,-17.54,-16.28,-27.40,-27.43,-19.34,189.17,,232.99,214.38,-16.62,,-15.17,-11.11,-8.41,-9.09,-20.80,-14.46,-10.57,-15.57,4.76,-3.58,-7.03,-11.09,-14.52,-15.90,-16.49,-7.42,-7.20,-4.95,7.43,31.15
CWKCurrent_sy,-4.80,-8.28,,,-3.80,,-12.98,734.70,-33.93,-13.25,-16.51,-6.66,-9.51,-19.45,-10.56,8.13,-10.31,1.22,-24.20,2.66,-4.40,-7.69,10.04,-1.08,-27.90,-43.67,,12.54,-13.75,-8.60,,-2.00,8.47,10.58,6.01,3.70,-1.39,-6.86,-5.76,-4.82,-2.83,-2.71,2.54,5.00,1.42,-1.95,-9.20,-11.05,-43.61,0.62,-1.80
CWKCurrent_qq,,,,-1.62,-29.92,-3.79,-21.03,-3.78,-3.04,-4.42,-4.05,-4.82,-1.69,-2.15,-2.41,,-1.35,-2.05,-3.26,-3.61,-9.73,-0.55,-16.11,-3.64,0.34,256.51,,,-5.26,-5.45,0.12,-5.41,-0.73,-2.57,-0.63,-17.59,7.22,1.86,-6.19,2.25,-1.32,-1.78,-10.29,-1.69,-2.92,-2.47,-0.54,-1.46,-0.55,10.22,21.42
CWKCurrent_sq,,,,-96.77,2677.01,-4.02,1.17,-69.05,119.82,26.03,-2.64,-65.39,113.10,12.19,8.10,,76.76,26.61,-19.05,-43.33,64.60,22.25,-3.50,-49.05,19.97,-4.50,,,-8.05,1.20,7.95,-2.44,1.77,3.17,3.49,-4.56,-3.23,-2.55,4.71,-3.61,-1.21,-2.43,10.36,-1.29,-4.58,-5.66,2.20,-3.31,-39.51,68.33,-0.25
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,,47.37,,,30.52,,22.02,29.33,52.45,46.72,71.73,74.57,84.57,96.15,67.51,47.73,25.81,6.90,-43.70,9.10,14.88,22.57,230.17,29.51,28.03,2.41,-44.03,-48.45,-72.29,-64.91,-52.27,-28.99,36.65,31.69,22.15,18.30,12.61,7.08,6.42,0.21,-7.43,-5.27,-6.48,-3.50,1.89,4.56,10.57,3.01,-1.19,-8.54,-14.82
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,8.45,-4.91,14.32,3.51,14.94,12.08,10.03,21.15,16.84,18.51,16.93,3.46,3.04,0.92,-0.64,-45.51,99.68,6.27,6.01,46.77,-21.67,5.05,-15.20,-19.79,-27.85,-43.54,7.40,9.09,7.34,8.66,3.50,1.18,3.96,3.43,-1.58,0.56,-2.11,-4.46,0.71,-0.73,1.02,0.88,3.35,4.98,-5.89,-3.24,-4.34,-2.22
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,,-32.14,,,-23.40,,-18.08,-22.68,-34.38,-31.83,-41.78,-42.72,-45.80,-49.05,-40.33,-32.35,-20.52,-6.41,77.72,-8.35,-13.00,-18.44,-69.74,-22.77,-21.98,-2.33,78.77,94.10,261.13,184.96,109.77,40.88,-26.83,-24.04,-18.17,-15.49,-11.19,-6.62,-6.03,-0.23,8.04,5.55,6.89,3.60,-1.78,-4.36,-9.56,-2.92,1.13,9.36,17.44
CPCurrent_sy,,-8.55,,,-12.50,,-19.04,-23.57,-19.52,-18.35,-20.61,-19.69,-27.83,-26.58,-16.49,-6.03,7.27,33.62,30.01,30.55,24.36,1.14,-0.09,-7.88,-16.29,-18.73,-19.72,-18.62,-15.05,-3.49,1.43,8.37,17.73,15.55,13.02,7.10,7.62,2.31,4.48,6.84,-17.88,-23.45,-12.03,-14.69,7.26,7.50,-13.92,-15.99,-20.32,-10.31,-8.77
CPCurrent_qq,,,,-7.81,5.17,-12.54,-3.40,-12.99,-10.74,-9.14,-17.50,-14.40,-15.53,-14.59,-3.38,-2.95,-0.76,0.57,83.46,-49.95,-5.80,-5.71,-31.93,27.74,-4.83,18.03,24.58,38.70,77.07,-6.86,-8.29,-6.85,-8.04,-3.30,-1.21,-3.79,-3.36,1.68,-0.59,2.14,4.65,-0.67,0.67,-1.00,-0.79,-3.28,-4.80,6.27,3.35,4.59,2.25
CPCurrent_sq,,,,-2.60,-6.46,-4.66,-6.79,-8.05,-1.50,-3.28,-9.37,-6.99,-11.49,-1.61,3.09,4.66,1.04,22.56,0.30,5.10,-3.75,-0.32,-0.92,-3.09,-12.54,-3.22,-2.12,-1.77,-8.70,9.95,2.86,4.96,-0.82,7.91,0.61,-0.53,-0.34,2.59,2.74,1.71,-23.40,-4.37,18.08,-1.36,-3.70,-4.16,-5.45,-3.73,-8.66,7.88,-3.83
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,174.65,108.99,,,69.56,,169.74,157.99,255.27,181.93,2.63,0.05,-18.95,-28.09,-17.20,-46.85,-45.84,-41.74,-25.91,7.26,52.27,40.90,233.33,235.18,132.70,142.43,-35.10,-42.36,-42.32,-45.60,-72.85,-66.72,-57.44,-55.42,16.57,23.74,-29.44,-26.62,-19.36,-55.52,-27.08,-29.11,45.97,111.94,99.77,89.43,-56.00,-31.68,-30.23,-22.54,-132.55
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,18.97,-17.83,35.43,103.75,13.79,13.16,7.47,-25.83,10.93,-8.33,-4.66,-14.60,-28.79,-6.58,2.56,8.61,3.08,32.62,-5.10,156.93,3.66,-7.93,-1.14,-31.22,-7.94,-7.86,-6.77,-65.67,12.87,17.83,-2.34,-10.24,19.80,-32.81,1.56,-1.37,-33.92,10.17,-1.27,103.10,-4.06,3.84,-6.38,-52.82,48.95,6.06,3.93,-119.82
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,-52.17,,,-41.02,,-62.92,-61.24,-71.85,-64.53,-2.58,-0.03,23.37,39.07,20.79,88.14,84.61,71.63,34.94,-6.77,-34.31,-29.02,-70.00,-70.16,-57.03,-58.76,54.09,73.46,73.37,83.82,268.37,200.48,135.00,124.31,-14.21,-19.20,41.69,36.30,24.02,124.95,37.12,41.09,-31.50,-52.84,-49.93,-47.23,127.33,46.39,43.33,29.13,
CZCurrent_sy,,-28.25,,,15.17,,11.63,0.46,-31.08,-14.03,-13.28,-9.97,-2.78,37.57,175.32,114.06,71.17,26.26,-42.63,-25.76,-33.33,-27.10,-36.30,-38.71,-21.72,-31.83,-13.55,2.97,1.83,11.96,17.44,-0.68,-0.95,-3.65,-6.25,-5.63,-3.54,-11.47,-8.66,0.69,12.03,49.38,36.62,33.02,2.66,-15.91,1.76,-7.71,-10.40,-15.17,
CZCurrent_qq,,,,-15.96,21.70,-26.16,-50.91,-12.14,-11.61,-6.95,34.83,-9.85,9.08,4.89,17.10,40.41,7.03,-2.48,-7.93,-2.99,-24.59,5.38,-61.08,-3.51,8.59,1.15,45.39,8.63,8.53,7.25,191.35,-11.39,-15.12,2.37,11.43,-16.54,48.83,-1.52,1.39,51.37,-9.28,1.33,-50.77,4.21,-3.68,6.80,112.05,-32.89,-5.70,-3.78,
CZCurrent_sq,,,,5.51,43.92,-22.08,-5.66,-5.05,-1.27,-2.79,-4.84,-1.42,6.62,37.54,90.45,-23.35,-14.74,1.45,-13.46,-0.82,-23.43,10.93,-24.38,-4.57,-2.21,-3.39,-4.11,13.67,-3.29,6.21,0.58,-3.86,-3.56,3.32,-2.14,-3.22,-1.42,-5.18,0.96,6.70,9.68,26.44,-7.67,3.88,-15.35,3.57,11.74,-5.79,-17.83,-1.93,
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,220.92,71.86,,,59.34,,182.93,160.37,253.61,184.03,12.20,7.93,-12.39,-20.89,-12.37,-42.65,-49.01,-59.92,-51.64,-29.46,26.72,94.37,339.76,341.10,180.11,132.95,-21.26,-33.19,-39.79,-43.46,-81.73,-77.99,-64.61,-61.22,38.00,86.33,11.26,-1.67,-20.95,-83.47,-87.78,-80.85,65.31,533.84,1123.60,809.17,-17.52,-0.96,-16.19,-21.63,-128.75
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,24.83,-15.37,34.41,99.25,14.88,14.93,7.96,-21.29,10.50,-6.70,-2.52,-12.81,-27.68,-17.05,-23.37,5.19,5.50,49.01,17.54,138.00,5.83,-5.38,-2.25,-19.56,-10.20,-14.73,-8.21,-74.01,8.19,37.11,0.58,-7.51,46.08,-18.13,-11.11,-25.64,-69.46,-39.46,39.26,541.94,17.11,16.87,3.48,-41.77,40.63,-1.10,-3.24,-121.36
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,-41.82,,,-37.22,,-64.65,-61.58,-71.72,-64.79,-10.87,-7.36,14.13,26.38,14.11,74.34,96.10,149.56,106.80,41.77,-21.07,-48.56,-77.26,-77.33,-64.31,-57.08,27.01,49.62,66.10,76.90,447.25,354.33,182.55,157.91,-27.51,-46.32,-10.10,1.70,26.50,505.25,717.71,422.14,-39.51,-84.23,-91.82,-89.00,21.26,0.97,19.31,27.60,
CZOCurrent_sy,,-30.12,,,16.63,,16.65,4.03,-31.68,-14.18,-8.84,-5.83,8.07,73.93,137.55,93.09,33.22,7.70,-40.27,-26.78,-18.12,-35.06,-32.01,-34.27,-27.67,-26.16,-7.88,-0.64,8.97,10.68,1.78,-7.33,-17.22,-9.22,-1.08,0.08,10.71,-9.15,-7.45,3.89,11.38,31.94,27.39,21.09,-1.14,-10.10,-5.78,-11.42,-10.67,-15.49,
CZOCurrent_qq,,,,-19.89,18.20,-25.62,-49.80,-12.95,-13.00,-7.38,27.07,-9.52,7.19,2.56,14.73,38.24,20.56,30.52,-4.93,-5.23,-32.88,-14.93,-57.98,-5.49,5.66,2.28,24.35,11.34,17.29,8.94,284.69,-7.57,-27.06,-0.56,8.12,-31.55,22.15,12.49,34.49,227.53,65.03,-28.17,-84.42,-14.62,-14.42,-3.37,71.75,-28.91,1.12,3.35,
CZOCurrent_sq,,,,6.89,49.10,-23.30,-4.56,-4.67,-2.09,-3.66,1.38,-1.53,12.36,55.06,38.45,-19.96,-22.48,25.36,-23.22,-1.87,-13.31,-0.57,-19.62,-5.13,-4.61,1.51,0.28,2.33,4.62,3.10,-7.78,-6.83,-6.55,13.06,0.49,-5.74,3.38,-7.22,2.38,5.81,10.83,9.89,-1.15,0.57,-9.51,-0.07,3.61,-5.46,-8.74,-5.46,
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,136.78,67.55,,,9.18,,41.19,32.15,151.77,98.49,-12.11,-15.34,-30.38,-36.82,-25.98,-50.03,-48.95,-45.02,-30.67,-3.38,25.26,17.69,141.45,142.86,87.92,601.86,,92.04,81.35,-54.62,,-71.77,-62.13,-59.17,6.02,-1.91,-39.69,-34.38,-31.91,-53.47,-29.67,-34.06,29.56,81.35,67.88,58.06,-59.22,-36.63,-33.67,-16.76,-142.56
ROE_sy,205.35,10.84,,,7.42,,4.88,32.15,6.50,22.56,12.91,-15.34,-9.96,-39.75,-63.85,-50.03,-60.65,-27.56,43.85,-4.33,59.56,37.32,29.55,53.04,54.89,22.29,,14.37,-28.17,-27.80,,-21.70,12.46,5.89,12.11,5.47,-3.63,-0.24,-1.23,3.62,-18.76,-24.62,-16.24,-20.40,2.78,5.61,-15.74,-8.90,-12.87,8.70,22.33
ROE_qq,,,,17.09,-42.44,30.35,60.69,9.60,9.67,2.77,-28.85,5.57,-9.80,-6.75,-16.64,-28.74,-7.85,0.44,5.12,-0.70,19.47,-5.63,115.65,-0.12,-7.55,252.46,,,-12.70,-11.80,-65.64,6.70,17.13,-4.90,-10.79,-1.28,-27.98,3.46,-7.42,-32.55,8.86,-3.00,81.90,-5.58,0.77,-8.67,-53.07,46.73,5.48,14.62,-123.99
ROE_sq,,,,-15.15,10.55,3.87,7.64,6.92,-10.90,19.53,-0.83,-19.84,-5.24,-20.01,-40.50,10.79,-25.37,47.23,18.17,-26.32,24.47,26.70,11.48,-12.95,25.97,0.04,,,-20.89,0.56,-3.96,2.49,13.62,-5.31,1.68,-3.58,3.82,-1.98,0.67,1.15,-18.60,-9.05,11.86,-3.88,5.10,-6.55,-10.75,3.92,0.52,16.58,0.44
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,104.30,112.50,,,30.39,,95.33,78.36,148.12,80.92,-27.30,-31.80,-50.30,-54.63,-43.19,-60.10,-52.44,-47.89,-39.67,-9.64,15.38,8.11,156.16,136.00,81.11,920.00,,315.25,265.03,-37.38,,-78.10,-68.91,-64.97,-15.43,-16.15,-53.51,-52.51,-38.69,-60.74,-36.05,-35.29,28.57,86.79,78.18,63.64,-62.04,-36.36,-33.67,-24.44,-131.71
ROA_sy,194.87,33.04,,,-16.67,,1.49,40.35,12.55,15.48,-0.88,-13.33,-32.75,-50.84,-47.93,-60.10,-38.34,5.11,6.25,-16.87,17.65,10.81,31.55,94.20,72.14,30.24,,-11.19,-25.31,-28.46,,-18.07,23.33,6.28,6.19,9.74,-3.60,0.49,-6.80,-6.54,-22.43,-21.57,6.25,-5.00,18.07,20.00,-17.65,-5.26,-15.31,-10.42,10.71
ROA_qq,,,,14.00,-22.22,30.08,69.36,4.10,8.20,-5.15,-31.95,-2.35,-21.15,-13.41,-14.79,-31.40,-6.02,-5.13,-1.35,2.74,20.00,-11.11,133.75,-5.35,-7.91,400.61,,,-19.05,-14.12,-68.30,-0.62,14.91,-3.24,-23.46,-1.46,-36.30,-1.16,-1.18,-36.90,3.77,,96.36,-8.33,-1.01,-8.16,-54.44,53.66,3.17,4.62,-119.12
ROA_sq,,,,1.79,-25.44,21.57,10.00,40.76,-40.21,24.74,-5.59,23.08,-53.61,-8.81,,-5.68,-28.31,55.46,1.08,-26.20,1.45,46.43,20.00,8.94,-10.07,10.79,,,-24.37,6.11,1.57,0.52,13.85,-8.56,1.48,3.88,,-4.67,-5.88,4.17,-17.00,,27.50,-6.86,3.16,-2.04,-12.50,7.14,-7.78,3.61,8.14
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,,16.63,,,22.08,,131.84,101.32,131.93,93.57,-34.67,-38.18,-52.53,-59.66,-47.67,-61.16,-59.47,-62.53,-14.11,-35.34,10.28,58.64,33.16,240.51,118.81,127.47,40.69,29.58,117.27,61.14,-61.73,-69.01,-74.10,-70.55,13.01,57.47,-1.19,-8.15,-25.71,-83.49,-86.81,-79.83,76.75,556.46,1102.15,770.82,-25.41,-3.83,-15.16,-14.30,-133.74
OPM_sy,,10.38,,,-7.65,,15.63,12.82,20.95,20.87,-12.60,-15.39,-27.51,-40.48,-48.07,-58.01,-59.31,-0.80,25.60,55.43,81.28,14.88,20.90,39.81,50.14,17.05,1.62,-13.44,-19.53,-14.34,-22.61,-14.21,2.79,2.66,30.30,27.30,26.26,10.98,1.52,-1.05,-29.63,-31.72,-0.74,0.54,60.75,56.31,-16.70,-5.03,-17.63,-18.83,21.06
OPM_qq,,,,15.09,-11.00,17.58,92.49,-0.06,2.53,-1.87,-35.04,-5.43,-21.26,-16.62,-15.73,-29.80,-17.83,-22.93,93.21,-47.16,40.15,10.87,62.18,35.12,-9.94,15.26,0.31,24.45,51.00,-14.52,-76.18,0.80,26.17,-2.80,-8.58,40.46,-20.83,-9.65,-26.06,-68.79,-36.73,38.17,547.86,15.92,15.85,0.09,-44.50,49.44,2.21,1.11,-121.85
OPM_sq,,,,3.07,-20.93,9.75,29.29,0.56,-15.24,9.68,-6.51,-2.65,-27.38,-9.95,-18.42,-21.29,-29.63,119.56,3.29,-2.60,-17.93,39.14,8.70,12.64,-11.87,8.47,-5.63,-4.05,-18.08,15.47,-14.74,6.36,-1.84,15.33,8.22,3.92,-2.65,1.37,-1.00,1.29,-30.77,-1.64,43.91,2.59,10.69,-4.35,-23.31,16.96,-3.99,-5.75,14.38
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,,41.78,,,29.96,,121.04,99.53,132.95,92.10,-40.22,-42.70,-56.09,-63.34,-50.59,-64.02,-56.94,-45.50,31.60,-1.71,32.59,14.95,0.96,158.84,81.66,136.73,15.99,11.81,108.20,54.99,-43.11,-53.11,-68.86,-66.14,-4.59,4.54,-37.31,-31.49,-24.27,-55.66,-21.19,-25.18,56.11,119.96,95.84,81.21,-60.22,-33.70,-29.41,-15.33,-138.15
ROS_sy,,19.53,,,-5.90,,10.04,7.19,12.82,4.48,-6.22,-9.79,-22.66,-39.22,-49.92,-63.03,-60.07,15.13,40.29,94.29,70.69,12.37,11.78,27.29,58.75,12.61,-3.79,-10.00,-15.25,-12.53,-16.14,-14.07,-4.96,0.05,26.07,22.47,33.77,13.70,5.91,4.27,-11.02,-12.75,1.57,-2.95,15.46,8.34,-23.50,-13.86,-21.81,-13.61,13.85
ROS_qq,,,,9.70,-13.54,18.43,96.79,-0.98,0.94,-2.33,-38.77,-5.07,-22.66,-18.45,-17.47,-30.88,-7.43,3.21,99.28,-48.38,24.88,-10.52,75.03,32.34,-12.35,16.61,-14.24,27.58,63.20,-13.20,-68.52,5.14,8.40,-5.61,-11.31,15.20,-35.00,3.15,-1.96,-32.54,15.53,-2.08,104.58,-4.95,2.86,-9.40,-55.09,58.43,9.51,8.68,-120.23
ROS_sq,,,,1.53,-14.58,11.00,14.30,-1.09,-10.10,2.80,2.60,-4.86,-22.92,-19.21,-15.47,-29.78,-16.74,132.94,3.01,-2.75,-26.85,53.36,2.46,10.75,-8.78,8.79,-12.46,3.59,-14.09,12.28,-16.08,6.15,-4.99,18.21,5.75,3.12,3.78,0.47,-1.50,1.52,-11.44,-1.48,14.67,-2.99,5.35,-7.55,-19.03,9.23,-4.37,2.14,6.70
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,106.92,75.95,,,22.30,,104.49,79.81,147.06,82.27,-20.60,-26.63,-46.19,-50.12,-39.79,-56.94,-55.31,-64.00,-60.34,-40.50,-3.96,48.61,234.78,211.11,117.53,880.37,,381.25,282.46,-34.99,,-85.53,-74.23,-69.50,,26.28,-25.96,-36.06,-40.24,-85.28,-89.61,-82.71,45.92,451.72,1018.75,686.96,-27.97,-7.50,-20.11,-23.20,-128.16
ROPA_sy,176.36,29.61,,,-18.78,,2.65,39.91,8.12,7.99,0.23,-5.70,-34.97,-49.88,-46.14,-56.94,-33.78,-3.81,-12.17,-38.02,30.20,27.23,45.54,126.00,55.67,26.85,,-16.52,-25.17,-27.91,,-14.49,6.19,7.23,,13.64,15.00,3.97,-6.87,-9.82,-30.43,-32.06,4.92,0.81,36.46,46.07,-13.28,2.40,-0.76,-6.92,13.51
ROPA_qq,,,,19.66,-20.19,29.41,65.45,5.22,9.66,-4.52,-27.93,-2.77,-19.57,-11.50,-13.00,-30.46,-16.53,-28.71,-4.17,4.35,34.72,10.31,115.89,-3.03,-5.80,397.16,,,-25.14,-15.49,-75.95,-4.88,33.33,,-21.15,20.12,-21.83,-13.64,-26.32,-70.41,-44.83,43.75,521.74,11.89,11.88,1.12,-43.09,43.69,-3.38,-2.80,-120.86
ROPA_sq,,,,2.65,-24.88,21.25,9.79,39.91,-41.95,21.10,1.91,31.62,-59.96,-6.67,9.52,5.22,-38.43,35.57,,-25.74,29.33,32.47,14.40,15.31,-10.91,7.95,,,-20.14,3.98,2.13,0.83,-0.83,,3.97,4.96,0.36,-5.07,-6.87,1.64,-22.58,-7.29,43.82,-2.34,4.80,-0.76,-14.62,15.32,1.56,-6.92,4.13
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,-35.36,89.48,,,-118.35,,-46.29,33.43,-97.57,-37.50,308.86,325.78,249.35,153.51,-63.62,-75.06,-71.04,10.69,-19.27,5.97,50.13,31.18,-7267.78,-3940.42,3307.62,-285.56,97.36,94.92,-103.87,-1696.21,1459.04,470.92,-658.32,117.91,-90.52,-1003.06,145.84,-81.15,-171.64,93.65,-63.27,8259.64,789.54,211.59,-366.87,-114.83,-91.31,353.95,1078.08,81.03,8.53
ZNPO_sy,139.62,312.55,,,-41.83,,-12.35,73.08,-187.86,396.27,-122.83,-20.35,230.60,-121.24,57.27,-96.64,-122.85,196.85,597.10,902.83,-606.84,40.73,-157.18,233.07,206.17,-160.87,-148.54,-113.44,-88.31,-401.45,81.41,1248.11,208.47,295.75,2300.00,-149.12,263.55,-189.10,-78.44,102.35,-58.04,133.55,-46.94,1171.43,-106.33,42.15,255.99,488.89,1995.11,-18.28,65.76
ZNPO_qq,,,,-117.38,54.55,-98.56,25.43,1.08,-34.89,-38.18,213.27,6.94,-10.77,-50.49,-22.99,-26.68,3.58,89.26,-43.83,-3.76,46.75,65.37,-3168.98,48.43,230.21,-109.00,56.32,0.84,0.89,-4083.89,133.05,-72.94,-302.63,198.84,-82.50,-2677.25,110.29,-59.36,-166.50,-128.37,159.51,9149.65,-94.51,-63.04,-242.34,-414.18,103.21,1830.12,206.67,-109.97,118.39
ZNPO_sq,,,,-18.81,-28.15,-152.19,387.88,60.32,-136.48,275.98,-122.19,659.22,-40.19,-128.62,55.37,143.98,-506.60,221.35,129.06,-11.27,-386.59,124.16,-193.07,616.86,-8.64,-113.85,-280.02,72.04,179.41,-694.31,85.91,1826.70,-78.66,277.14,58.34,-138.55,257.91,-192.43,138.31,-95.80,2723.02,-26.09,-39.41,0.56,-114.04,1760.89,51.75,66.36,-54.80,-28.38,207.79
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,-80.69,158.91,,,-37.07,,-39.03,596.36,-925.44,560.81,-87.56,-97.50,125.27,,363.31,138.14,-90.48,,-83.38,-7.89,-87.37,,,,-55.93,,,,-4746.15,587.83,,3434.86,-1022.60,-51.42,-99.56,-49.22,150.76,-9.97,22626.44,481.06,,,,,,,,,,,
ZFI_sy,118.16,-137.01,,,522.57,,-84.79,-67.80,-119.90,753.02,26.53,-8.37,2096.21,,102.02,40.68,-75.42,,134.96,120.20,-89.74,,,,1782.30,,,,-62.25,-18.28,,44.45,-68.31,-28.88,-5.80,409.48,887.43,-115.95,348.80,7.38,,,,,,,,,,,
ZFI_qq,,,,-58.59,-42.12,-13.61,194.49,372.93,-168.61,169.16,-94.46,-4.84,592.66,,,-51.09,-72.30,,,171.03,-96.20,,,,,-10469.23,,,-269.42,1188.74,52.02,-45.46,-224.36,147.11,-98.64,6265.52,24.30,-16.44,243.74,62.75,,,,,,,,3092.32,-93.13,-106.01,
ZFI_sq,,,,5.08,-44.45,-77.22,14.40,122.45,-134.33,1076.50,-83.03,61.09,647.85,,,12.18,30.66,,,5.13,-93.91,,,,,-33.06,,,113.42,44.89,-34.38,-28.81,-53.17,225.15,-13.08,284.98,-9.25,-105.25,2545.45,-7.89,,,,,,,,-15.77,-5.73,-76.03,
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
