,2006/Q4,2007/Q4,2008/Q4,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
WKCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_qq,,,,,-0.45,3.22,-0.83,27.04,1.05,6.39,0.78,7.39,2.51,16.04,9.14,-12.10,-8.49,1.69,-7.07,-4.71,-3.61,-15.18,-18.23,-0.07,3.74,-0.85,-12.77,-19.07,-90.88,866.71,-38.12,-28.91,160.58,-114.16,-26.23,123.55,1285.71,-25.82,16.69,-62.95
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,,-16.58,30.89,,,-2.34,,-22.79,-23.84,-26.08,-27.25,-14.16,-15.50,-22.33,-28.34,-12.28,-1.80,12.08,31.36,21.20,15.38,37.92,57.09,49.83,39.05,19.14,11.45,37.89,1466.44,60.63,126.68,157.67,-90.98,,,811.72,71.41,,,-77.50
CWKCurrent_sy,,-81.88,55.78,,,-1.69,,-3.88,-24.49,1.29,-5.90,-23.58,-17.68,-34.00,-44.94,-29.38,96.57,-13.18,37.60,46.43,-8.09,-14.75,-35.36,-35.30,-26.03,44.44,15.60,15.65,39.19,-5.63,9.38,12.26,-3.60,,,13.89,10.69,,,-4.80
CWKCurrent_qq,,,,,0.47,-3.24,0.96,-21.33,-0.90,-6.08,-0.65,-7.17,-2.46,-13.67,-8.33,13.64,9.20,-1.47,7.43,4.84,3.96,17.78,22.37,,-3.52,0.91,14.48,23.72,996.01,-89.65,61.55,40.63,-61.62,,,,-92.79,34.87,-14.33,169.90
CWKCurrent_sq,,,,,-43.77,77.60,3.24,-6.77,-55.82,138.22,-4.08,-24.29,-52.42,90.99,-19.97,-2.90,32.45,-15.64,26.83,3.33,-16.86,-21.75,-3.84,,-4.96,52.80,-23.04,3.49,14.38,3.59,-10.80,6.21,-1.78,,,,-4.54,18.18,-28.50,18.01
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,,-75.84,-38.27,,,103.93,,1420.42,1691.32,186.11,223.13,308.96,473.14,228.59,360.60,74.38,49.07,23.15,-18.37,-130.88,-143.16,-129.55,-163.39,6.95,-2.68,-185.84,-34.44,-243.92,-304.24,-52.39,-49.94,-7.98,31.34,-10.73,-15.65,65.64,83.65,79.49,85.83,106.61
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,,-37.64,1240.24,-7.87,97.46,-26.53,114.06,4.05,149.91,2.97,22.72,45.85,-5.39,-11.98,1.38,-3.33,-135.79,-23.04,30.58,-107.38,47.47,-35.77,-93.26,2.47,-34.39,-59.58,27.15,4.03,3.21,-1.47,-17.48,-0.23,71.24,51.72,-47.40,30.77,113.41
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,313.85,62.02,,,-50.97,,-93.43,-94.42,-65.04,-69.05,-75.52,-82.56,-69.60,-78.32,-42.63,-32.92,-18.67,22.76,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_sy,,-82.94,75.92,,,-18.94,,-26.85,-78.51,39.12,-16.97,-1.13,72.27,-21.66,7.42,-18.82,137.34,-26.51,11.79,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_qq,,,,,60.45,-92.54,8.56,-49.37,36.15,-53.29,-3.89,-59.95,-3.03,-18.54,-31.46,5.97,13.38,-1.24,3.46,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_sq,,,,,1.39,-17.75,12.06,-21.72,-70.22,432.54,-33.12,-6.78,-48.11,142.17,-8.29,-29.56,51.71,-25.02,39.51,,,,,,,,,,,,,,,,,,,,,
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,,4.22,-68.24,,,-87.73,,-83.43,-43.88,28.43,35.55,484.48,330.10,343.38,458.78,-65.44,-62.79,-64.66,-79.16,-89.03,-84.83,-83.39,-72.61,125.89,-4.59,366.45,251.89,170.14,345.28,-44.25,-25.45,-42.03,-28.43,-46.90,-45.11,-87.67,-94.98,-99.96,-110.95,-99.80
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,,-62.41,-57.70,-15.80,23.75,27.33,-3.20,-11.13,433.58,-6.30,-0.21,12.00,-67.00,0.89,-5.23,-33.95,-82.63,39.48,3.79,8.91,43.27,-41.09,407.42,-17.84,9.99,-2.89,-36.47,9.87,-14.47,19.87,-52.86,13.56,-80.78,-51.19,-99.59,-28800.00,100.35
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,,-3.94,214.87,,,714.17,,503.52,78.16,-22.14,-26.23,-82.89,-76.75,-77.44,-82.10,189.28,168.72,182.92,379.59,810.99,559.09,501.85,265.08,-55.71,4.85,-78.56,-71.58,-62.99,-77.54,79.41,34.15,72.48,39.72,88.31,82.19,710.84,1889.24,190715.33,,41550.34
CPCurrent_sy,,91.74,-63.05,,,-12.98,,39.59,75.20,-24.21,-3.42,-41.29,-53.78,28.49,-48.33,-26.26,-25.16,-5.92,-9.75,75.47,81.79,56.37,51.14,-23.81,-28.18,-34.01,-16.64,8.78,27.19,27.81,14.56,-16.94,-21.22,-14.02,9.67,61.03,26.60,14.95,,31.06
CPCurrent_qq,,,,,166.04,136.36,18.76,-19.18,-21.47,3.29,12.54,-81.26,6.70,0.23,-10.71,202.93,-0.88,5.52,51.37,475.43,-28.29,-3.64,-8.18,-30.19,69.75,-80.30,21.72,-9.07,2.99,57.40,-8.99,16.91,-16.57,112.15,-11.95,420.32,104.67,20249.93,,
CPCurrent_sq,,,,,-3.77,-28.88,78.92,13.99,20.78,-69.23,127.99,-30.71,-4.92,-14.46,-8.32,-1.11,-3.50,7.53,-12.04,92.25,-0.02,-7.51,-14.99,-3.08,-5.76,-15.02,7.40,26.47,10.19,-14.61,-3.73,-8.30,4.50,-6.79,22.79,34.64,-17.84,-15.37,,
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,,157.20,-97.28,,,592.47,,397.70,458.59,420.57,678.85,428.13,309.38,245.16,314.27,0.39,-87.57,-148.24,-185.12,-226.43,-520.73,203.05,159.52,222.19,287.51,-121.16,-107.83,-107.79,-134.11,-268.58,-814.40,-710.11,-49.74,-260.60,-161.31,-57.57,-115.07,58.61,57.82,70.33
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,,-18.44,239.24,-22.90,134.14,42.67,102.14,15.35,58.77,10.59,70.43,38.44,-61.53,-86.31,-761.37,-144.28,42.85,54.43,262.00,41.08,17.32,-30.07,-118.28,47.80,-16.68,-206.27,-97.60,-29.49,-3.37,43.39,-375.87,6.16,37.67,22.74,8.42,4.37,56.16
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,,3577.34,,,-85.56,,,,-80.79,-87.16,-81.06,-75.57,-71.04,-75.87,-0.39,704.45,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_sy,,,138.99,,,-31.17,,,,-3.09,14.96,-37.78,106.86,0.58,-33.12,-45.57,1.68,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_qq,,,,,,,29.68,-57.28,-29.91,-50.52,-13.30,-37.02,-9.58,-41.34,-27.78,160.00,630.28,,,,,,-29.13,-14.74,42.96,,,,,,,,,,,,,,,
CZCurrent_sq,,,,,,,2.49,8.49,-63.51,138.82,21.58,-41.28,21.32,16.12,-19.15,-52.21,126.63,,,,,,-4.02,2.28,46.97,,,,,,,,,,,,,,,
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,,-29.20,93.42,,,8.55,,146.46,391.55,138.68,99.47,-797.66,-466.36,-1793.38,-354542.87,-648.41,-282.21,-204.82,90.86,78.49,74.63,66.91,-190.74,38.26,54.74,142.94,124.10,77.68,-35.75,-330.15,-470.30,-957.03,-99.58,-136.56,-193.88,13.53,17.64,46.10,56.82,-22.49
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,,43.31,-95.01,-30.12,132.30,255.74,-74.13,-101.78,-42457.14,-86.81,-19.59,-273.03,10.19,4.60,4.63,88.82,-111.46,-12.51,-24.39,1.76,55.10,17.53,218.02,-44.86,-141.60,-401.51,-100.09,11.29,-18.75,5.31,-137.17,-10.20,65.06,9.81,-55.20,11.72,0.87
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_qq,,,,,,,,,-71.90,286.71,,,,,,,,,,,,,,,,,81.41,,,,,,,,,,,,,
CZOCurrent_sq,,,,,,,,,-17.83,5.59,,,,,,,,,,,,,,,,,-23.62,,,,,,,,,,,,,
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,,-159.04,437.67,,,42.01,,-243.05,3.49,6.89,-118.54,176.43,15.99,-78.00,530.02,-86.55,-10.27,1281.84,547.80,6124.77,695.35,106.37,-157.32,-176.04,-261.25,-21.72,191.55,124.59,203.31,109.15,353.03,614.12,2.31,15.90,6.71,-86.05,-86.35,-87.93,-90.37,-34.86
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,,-9.55,6.93,2.34,-244.52,165.43,10.44,-117.75,695.88,-0.69,-79.05,246.88,-81.36,562.54,222.62,62.61,79.09,-15.35,-16.29,-145.17,-137.56,-79.52,140.64,-47.17,-36.20,654.28,-17.72,14.42,0.56,8.06,-6.79,5.35,-86.85,5.73,-17.59,-15.91,-11.10
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,,-156.45,1174.29,,,1057.71,,-962.85,84.33,-16.77,-113.68,113.08,-73.05,-95.03,176.93,-61.01,141.24,3805.00,3006.64,56508.25,5141.94,1142.15,-309.26,-133.68,-269.06,-83.22,126.03,109.10,123.20,275.18,507.57,1131.82,42.95,118.28,94.41,13.12,171.55,22927.72,,27032.61
EVPCurrent_sy,,-32.28,31.99,,,22.51,,69.89,75.20,-14.66,73.48,56.23,-53.91,33.05,-48.95,-28.11,78.90,52.65,53.03,39.73,79.28,11.35,7.74,-23.94,-41.10,-41.86,-36.71,-10.25,51.60,28.32,120.77,-12.13,-6.95,25.95,-7.31,62.35,6.90,18.93,,6.31
EVPCurrent_qq,,,,,140.64,152.64,21.57,-216.74,151.41,14.07,-119.98,211.60,5.94,-78.97,209.44,-43.45,555.56,240.39,146.18,930.49,-39.30,-19.34,-141.47,-65.84,-204.72,108.01,-35.69,-42.01,676.85,29.51,4.14,17.57,-9.85,97.76,-7.25,-31.59,116.41,16669.91,,
EVPCurrent_sq,,,,,12.82,23.26,15.96,5.35,16.34,-39.95,135.72,-5.12,-65.68,73.33,-9.56,33.62,-14.59,47.89,-9.33,22.01,9.59,-8.15,-12.27,-13.87,-15.14,-9.32,-4.50,22.14,43.33,-23.25,64.30,-51.39,51.78,3.89,20.92,-14.85,-0.06,15.58,,
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,,145.75,-5229.74,,,-55.23,,-207.86,135.49,376.62,3699.69,89.04,-131.65,-101.30,-100.12,98.20,76.52,-353.45,-6994.27,-28734.90,-3035.21,-523.86,119.72,223.16,456.32,282.32,280.08,-210.05,-176.10,-190.87,-222.30,32.39,48.74,51.00,63.69,83.86,83.43,77.61,77.68,46.82
EVEBITCurrent_sy,,17.37,-101.94,,,-1827.99,,-82.50,-21.92,202.54,134.97,120.98,270.00,-71.94,38.67,344.97,1017.31,390.52,192.87,46.49,24.65,-24.86,-41.95,-13.23,88.69,285.86,86.53,27.46,8.98,-27.68,-22.69,28.80,-65.83,-11.98,-28.14,-92.93,36.41,-39.46,40.98,-225.98
EVEBITCurrent_qq,,,,,-59.55,45.20,21.34,-347.64,118.39,327.13,923.63,-101.36,46.86,82.49,7.02,79.16,-591.95,-238.22,-1354.66,15.30,24.76,32.70,145.97,429.08,117.67,-65.57,-4.16,-253.19,-50.53,58.88,-28.99,15.32,-14.13,60.70,4.41,62.37,-17.24,46.90,4.73,10.33
EVEBITCurrent_sq,,,,,92.86,-1774.02,-44.26,5.44,95.23,1676.25,-50.80,-43.29,-61.34,160.17,143.12,81.98,-2.94,14.22,45.16,-8.98,-17.41,-31.15,12.16,36.05,79.60,40.80,-45.78,-7.03,53.55,-6.56,-42.04,54.88,-59.26,140.69,-52.68,-84.75,685.52,6.82,10.19,-113.63
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,,141.68,2060.92,,,-465.04,,-806.26,53.35,262.35,-14.45,86.37,-138.76,-101.80,96.94,98.30,77.31,-339.55,-7829.14,-29713.91,-3086.51,-525.04,117.53,218.71,455.08,268.22,229.38,-329.87,-213.26,-221.72,-287.04,46.11,52.65,60.96,71.15,90.86,87.34,73.59,74.74,35.98
EVEBITDACurrent_sy,,-19.19,-94.57,,,40.54,,438.55,3605.53,679.79,24.23,-88.78,-3.52,7.14,489.86,616.32,63.96,8.67,32.01,-37.16,28.94,-9.78,-41.31,45.16,80.60,77.45,53.94,49.25,12.04,-8.78,3.90,11.38,-65.76,-5.33,-37.29,-93.30,121.66,-41.71,37.71,-235.09
EVEBITDACurrent_qq,,,,,-16.25,-454.25,24.79,-216.48,118.19,275.05,-153.02,62.30,48.29,82.54,9.95,79.14,-592.05,-238.18,-1524.42,21.58,26.03,33.66,145.56,431.08,121.24,-68.57,-10.80,-470.64,-9.00,66.22,-37.07,-6.78,4.22,72.15,-1.30,66.16,-32.66,41.92,3.13,14.23
EVEBITDACurrent_sq,,,,,-104.98,1049.02,2.02,1016.32,-67.57,111.11,-83.75,0.86,178.78,134.45,-10.52,22.48,-36.19,55.39,8.69,-41.70,30.94,8.73,-29.29,44.19,62.91,6.83,-38.66,39.80,22.29,-13.02,-30.13,49.86,-62.41,140.53,-53.71,-83.99,1143.51,-36.74,9.34,-115.71
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,,147.76,-96.43,,,575.00,,330.60,372.50,283.80,464.29,353.72,246.79,167.91,197.26,-12.05,-87.76,-154.03,-211.96,-253.45,-583.24,242.33,193.41,282.88,360.96,-125.18,-108.72,-110.72,-634.33,-492.56,-1974.32,-1989.76,86.49,2320.76,889.10,-1336.30,-268.71,-113.55,-114.94,93.32
ROE_sy,,-57.87,-42.69,,,-64.50,,-10.51,137.05,318.58,10.92,171.43,-126.51,-2.80,-36.70,44.21,720.45,-1.44,-45.01,-58.23,-17.58,9.02,155.07,70.10,205.11,-23.71,-33.21,-37.33,-85.21,-51.03,-85.08,-85.61,58.62,7.63,127.38,259.49,116.15,63.00,249.21,-53.87
ROE_qq,,,,,-19.40,235.00,-22.22,83.93,41.10,90.14,14.35,47.89,7.85,46.89,26.88,-56.25,-85.00,-748.65,-162.92,40.03,52.75,291.05,72.54,17.41,-32.57,-118.43,40.23,-44.36,-3260.11,79.56,-109.22,-45.43,78.28,3460.15,-25.66,-364.71,94.42,-23.47,18.04,-18.32
ROE_sq,,,,,-227.27,145.65,318.58,-63.20,-47.30,415.66,10.92,-9.95,-105.15,1990.91,-27.76,105.16,-77.86,200.37,-59.70,55.82,-56.31,297.33,-5.70,3.91,-21.63,-0.66,-17.45,-2.49,-81.51,229.06,-74.85,-5.95,103.80,123.29,-46.87,48.69,22.54,68.39,13.82,-80.36
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,,154.81,-94.98,,,639.29,,340.80,394.52,269.57,407.98,317.28,215.58,142.35,199.03,-20.06,-88.87,-152.54,-196.61,-205.78,-411.26,180.90,135.91,195.48,229.57,-115.36,-107.68,-107.20,-130.54,-262.81,-775.76,-750.68,-66.67,-471.75,-307.09,-636.71,-1067.74,-26.89,-57.37,-42.12
ROA_sy,,-61.56,-59.84,,,-8.75,,975.00,123.36,170.96,60.43,368.57,-147.95,-40.95,7.46,-40.85,471.95,3.77,-25.62,47.68,-35.41,22.11,34.21,-2.09,202.54,-11.62,16.58,,-48.83,-48.93,-85.63,-78.61,-12.13,-51.80,55.32,206.67,20.15,49.07,101.37,-140.76
ROA_qq,,,,,-16.80,241.78,-21.26,84.66,42.86,77.91,8.24,51.69,8.04,36.62,33.55,-59.45,-84.96,-745.03,-145.59,55.60,55.74,267.66,9.01,18.04,-39.94,-119.87,45.45,-10.61,-154.79,-136.02,-31.66,-7.44,50.08,-709.68,6.25,-94.43,20.87,12.02,-16.26,-75.59
ROA_sq,,,,,-4475.00,149.86,-10.68,-57.06,22.14,478.36,-47.12,25.43,-112.50,812.20,-3.77,-30.96,-21.39,98.69,-31.02,37.08,-65.62,275.63,-24.19,,6.24,9.73,,-14.22,-45.63,9.51,-71.86,27.66,123.33,-39.93,-9.32,152.05,-12.50,-25.47,22.50,-151.02
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,,-23.94,79.24,,,-644.32,,380.48,619.27,130.12,99.62,-219.41,-185.15,-481.86,-64758.33,-2065.75,-927.08,-762.43,56.17,-95.95,-67.20,-99.13,-961.51,72.66,52.55,109.21,106.85,91.73,69.51,-512.88,-596.81,-1723.03,-178.84,-345.48,-435.41,-601.12,-1538.42,-102742.72,494.84,-50916.75
OPM_sy,,360.33,-48.35,,,-104.73,,-101.43,-95.19,937.69,122.22,-272.73,14362.50,-105.88,8155.00,6704.88,-5.58,5571.88,203.45,15.47,-79.95,4.20,-48.82,-44.34,206.39,63.44,93.37,-39.50,-39.25,-44.18,-59.66,5.89,99.95,-47.61,-32.45,-62.06,-64.22,-13.65,-30.27,-95.86
OPM_qq,,,,,-51.03,-360.77,-54.58,126.07,179.61,-73.28,-101.96,-8050.00,-99.39,-19.85,-233.03,-172.14,5.44,-0.63,83.08,-1116.77,19.32,-19.85,9.78,68.66,-39.99,123.26,-32.91,-137.84,-416.42,-214.95,19.27,-38.84,21.01,-403.17,2.98,-81.82,-84.58,-31483.54,100.37,-23592.56
OPM_sq,,,,,-45.93,-115.64,30.77,75.56,281.82,2622.50,-98.16,-510.00,7154.88,-101.11,2679.69,228.04,0.85,-35.88,43.06,24.83,-82.49,233.24,-29.73,35.76,-3.62,77.76,-16.87,-57.52,-3.23,63.35,-39.92,11.50,82.74,-57.20,-22.53,-37.38,72.34,3.29,-37.45,-96.28
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,,154.84,-91.37,,,5500.00,,1899.19,739.39,305.20,474.31,-9.64,-4.84,-22.14,-25.86,190.45,-66.60,-236.48,-508.34,-1251.76,-2873.82,720.26,317.27,154.12,296.60,-104.54,-102.23,-102.88,-107.66,-561.18,-1126.16,-1296.77,-109.21,-579.09,-376.08,-1177.61,-4178.39,-78878.72,485.72,-12256.18
ROS_sy,,169.62,-49.64,,,-80.35,,1018.23,1708.33,923.41,-2.25,18.96,26.24,4.62,-3.90,-23.84,-21.34,-22.87,-30.21,19.97,-3.91,12.40,-14.90,-55.58,-40.56,-60.90,-41.79,-44.43,-82.28,7.59,-96.48,-58.07,195.88,-19.68,1418.52,130.02,4.53,-10.26,57.20,-99.28
ROS_qq,,,,,-215.32,429.41,-8.42,89.15,12.06,108.76,29.79,-70.24,18.01,70.81,23.60,16.59,-86.43,-798.05,-269.80,-228.84,67.32,256.09,29.54,-18.10,18.71,-103.60,36.45,-6.10,-215.30,-211.01,-17.85,-20.86,52.78,-909.56,17.38,-224.34,-58.14,-18536.35,100.40,-10489.94
ROS_sq,,,,,-162.50,270.83,1050.73,-8.99,-10.11,8.70,9.91,10.75,-4.60,-9.91,0.96,-12.23,-1.47,-11.66,-8.65,50.89,-21.08,3.34,-30.85,-21.24,5.60,-32.02,2.96,-24.80,-66.32,312.63,-96.63,794.44,137.68,12.02,-36.24,35.49,8.01,-3.83,11.70,-99.38
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,,77.96,-1486.76,,,6.12,,289.29,1725.20,115.70,90.19,-393.08,-196.15,-748.43,-2335.81,-2094.21,-927.78,-861.35,63.32,-90.35,-11.31,-77.48,-1114.55,41.20,-82.44,97.98,95.18,98.50,85.63,-2904.94,-1139.44,-7935.17,-246.42,-79.69,-80.43,-166.27,-533.47,-53476.09,311.33,-10028.94
RS_sy,,138.96,-27.81,,,-44.67,,-108.46,-166.93,-2.84,-313.33,-561.36,-12.79,-173.67,-15.16,-125.95,119.59,187.73,615.55,429.13,3040.79,461.32,-57.89,-49.58,-29.28,105.43,119.10,-18.33,9.12,11.46,-71.38,101.80,102.33,-36.82,108.74,-59.40,-70.03,-15.23,-23.31,-82.12
RS_qq,,,,,26.79,-1547.15,-56.02,110.06,528.62,-84.09,-197.48,-200.65,-106.22,-7.28,-266.20,-170.83,3.40,-0.35,86.03,-1305.27,43.51,-60.00,4.37,31.97,-75.27,98.23,-128.49,78.77,-1575.87,-269.56,5.75,-37.66,27.75,-91.69,5.37,-103.16,-71.89,-16112.03,100.37,-9837.33
RS_sq,,,,,-50.58,50.58,-119.38,41.33,-290.91,318.60,-182.45,6.13,33.33,-42.78,-28.88,-84.17,105.78,539.47,657.41,17.58,-44.85,14.29,-43.18,40.77,-22.64,231.99,-39.40,-47.53,3.37,239.09,-84.44,269.96,3.64,5.88,-48.58,-28.04,-23.49,199.46,-53.48,-83.23
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,,162.26,-95.73,,,8825.00,,1165.75,511.93,327.49,484.74,7.31,5.70,-17.42,-39.61,253.23,-17.13,-212.08,-366.69,-774.09,-1112.73,359.16,218.88,128.53,262.56,-112.47,-97.13,-112.64,-120.02,-678.12,-3783.47,-813.62,-35.81,-773.35,-580.77,-1346.94,-4380.82,-49583.50,322.06,-9895.71
GPM_sy,,191.16,-51.75,,,14.43,,438.32,35233.33,121.61,23.68,67.74,38.02,-19.39,0.91,-17.54,-24.01,-15.19,-45.15,-3.88,-11.47,-3.35,14.48,-40.08,-10.24,-52.68,-38.38,-29.70,-111.38,-11.80,-130.89,-87.59,424.13,-5.67,298.22,396.00,17.34,-14.87,,-74.68
GPM_qq,,,,,-208.28,312.98,-5.25,71.32,19.15,121.02,29.60,-68.56,17.37,72.67,-5.22,83.89,-72.46,-333.52,-125.53,-364.81,58.63,159.76,3.46,11.56,135.70,-104.58,123.85,-590.47,-273.36,-78.16,-12.90,-21.65,44.50,-1045.75,12.00,-158.57,-71.86,-12604.13,100.39,-11739.18
GPM_sq,,,,,-98.20,23233.33,61.36,-20.41,17.91,46.34,-9.94,7.95,-2.98,-14.52,12.73,-11.79,-10.60,-4.61,-27.09,54.57,-17.65,4.14,-13.63,-19.09,23.35,-45.10,12.47,-7.70,-119.96,525.62,-139.39,137.09,421.20,23.87,-17.22,-7.19,23.31,-10.14,-2.77,-76.50
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,,43.27,-87.10,,,593.10,,12.63,-10.03,169.28,109.05,-96.93,-110.74,-115.29,-225.56,-14699.12,-2032.75,-2355.89,136.69,101.78,125.86,44.64,-462.92,-2293.52,-435.03,204.06,217.83,269.30,180.35,6.65,1.66,-8.21,-8.95,0.11,0.10,0.12,0.10,,,
