,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
WKCurrent_yy,-22.43,54.19,,,,16.01,16.73,,,24.37,6.64,-6.56,,-7.82,8.68,,,,,17.82,19.13,16.96,,16.71,15.92,12.22,14.05,13.85,14.52,17.88,16.36,15.35,14.37,11.04,8.47,4.66,-0.81,-3.18,-9.42,-50.46,-54.83,-58.04,-58.13,-28.52,-25.11,-14.99
WKCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_qq,,,3.39,-100.00,,,4.03,9.92,-100.00,,-10.80,-3.69,-100.00,,5.16,,4.51,0.87,-100.00,,5.66,-0.96,4.32,6.92,4.95,-4.13,6.02,6.73,5.56,-1.31,4.65,5.80,4.66,-4.19,2.23,2.09,-0.81,-6.47,-4.36,-44.17,-9.55,-13.13,-4.57,-4.68,-5.23,-1.39
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,28.91,-35.15,,,,-13.80,-14.32,,,-19.60,-6.23,7.01,,8.50,-7.98,,,,,-15.15,-16.03,-14.51,,-14.32,-13.75,-10.87,-12.33,-12.13,-12.67,-15.17,-14.06,-13.33,-12.55,-9.94,-7.79,-4.43,0.80,3.26,10.36,101.81,121.35,138.40,138.84,39.93,33.55,17.60
CWKCurrent_sy,-42.38,-16.94,,,,6.95,-26.99,,,-33.34,6.16,8.99,,12.71,-3.68,,,,,1.48,12.27,19.88,,3.11,4.06,-5.07,-9.46,3.57,-2.87,2.92,17.71,9.71,17.62,14.14,0.79,2.09,-10.93,-10.64,-0.04,-11.84,-4.10,-5.69,-17.33,-5.85,-0.85,-2.29
CWKCurrent_qq,,,-3.28,,,,-3.86,-9.03,,,12.12,3.82,,,-4.91,,-4.33,-0.84,,,-5.33,0.95,-4.11,-6.51,-4.69,4.32,-5.68,-6.30,-5.28,1.33,-4.44,-5.50,-4.43,4.35,-2.15,-2.06,0.80,6.90,4.57,79.10,10.56,15.13,4.77,4.93,5.52,1.39
CWKCurrent_sq,,,-24.20,,,,-48.26,15.63,,,-17.60,18.72,,,-29.58,,-10.69,-2.69,,,-1.19,3.90,2.12,-1.65,-0.27,-5.22,-2.61,12.50,-6.47,0.43,11.39,4.85,0.28,-2.55,-1.64,6.20,-12.51,-2.23,10.03,-6.34,-4.83,-3.84,-3.56,6.67,0.23,-5.24
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,-78.19,1942.84,,,,-36.72,-40.72,,,40.35,-15.15,-54.21,,-88.18,-55.59,,,,,97.41,84.58,80.36,,56.13,46.87,31.70,34.81,24.31,7.76,-0.90,-10.20,-7.20,4.98,0.56,5.49,-0.46,-7.30,-1.40,-18.28,-111.13,-120.53,-140.26,-148.84,-243.01,-98.56,-20.44
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,0.29,-100.00,,,-6.05,35.74,-100.00,,-43.20,-26.75,-100.00,,113.45,,27.53,2.44,-100.00,,19.25,0.09,10.79,18.07,12.18,-10.25,13.40,8.88,-2.76,-17.46,2.77,12.51,10.01,-20.94,7.81,6.16,2.45,-15.90,-10.65,-114.45,-89.06,-64.88,-8.40,-1.51,-9.44,-0.01
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,358.55,-95.11,,,,58.02,68.70,,,-28.75,17.85,118.41,,746.29,125.21,,,,,-49.34,-45.83,-44.56,,-35.94,-31.92,-24.07,-25.83,-19.57,-7.18,0.92,11.37,7.77,-4.75,-0.57,-5.22,0.46,7.87,1.44,22.37,,,,,,,
CWKGrahamCurrent_sy,-29.75,-12.33,,,,68.86,-4.67,,,-49.49,-10.61,27.45,,86.79,55.92,,,,,-3.38,18.38,20.34,,18.92,13.49,-1.45,16.81,-13.44,1.72,11.54,6.96,0.18,4.29,-0.18,5.67,37.83,-38.78,-8.90,22.43,,,,,,,
CWKGrahamCurrent_qq,,,-0.29,,,,6.45,-26.33,,,76.06,36.53,,,-53.15,,-21.58,-2.38,,,-16.14,-0.09,-9.73,-15.30,-10.87,11.42,-11.82,-8.15,2.86,21.15,-2.69,-11.12,-9.09,26.47,-7.24,-5.80,-2.38,18.92,11.90,,,,,,,
CWKGrahamCurrent_sq,,,-8.05,,,,-48.09,-28.66,,,-8.12,1.71,,,-23.30,,-21.79,0.76,,,-4.17,2.43,-12.30,38.15,-8.54,-11.05,3.95,2.37,7.47,-2.46,-0.32,-4.12,11.87,-6.64,5.52,25.07,-50.31,38.92,41.81,,,,,,,
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,11.43,-21.71,,,,25.11,26.13,33.46,29.85,30.37,29.41,16.39,5.92,-7.74,-16.25,,,,,33.19,41.14,43.84,40.34,25.33,26.44,26.72,30.04,33.48,26.48,24.18,18.77,14.66,11.81,6.51,1.20,-2.44,-11.36,-16.99,-24.37,-41.64,-49.80,-55.58,-56.37,-46.28,-33.98,-18.34
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,4.33,3.18,8.77,6.86,5.18,9.17,5.83,7.28,4.41,-1.81,-3.69,-6.56,-5.22,,2.70,3.91,7.50,16.09,8.83,5.90,4.89,3.67,9.79,6.14,7.63,6.42,4.04,4.21,2.94,2.73,1.45,-0.73,-2.19,-0.97,-7.82,-7.03,-10.88,-23.58,-20.71,-17.73,-12.48,-5.91,-2.54,1.74
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,-10.37,27.99,,,,-20.12,-20.73,-24.84,-23.21,-23.36,-22.69,-14.23,-5.33,8.57,19.40,,,,,-24.79,-29.39,-30.59,-28.92,-20.45,-20.50,-21.05,-22.76,-25.00,-21.09,-19.17,-16.07,-12.38,-10.89,-6.19,-1.06,2.17,13.33,19.78,32.26,71.28,99.02,125.69,129.27,85.71,51.23,22.76
CPCurrent_sy,-0.44,-7.15,,,,-6.27,-33.06,-19.38,-40.62,1.62,1.15,-39.68,-19.36,-31.67,-26.33,,,,,-22.98,-21.94,-12.26,-5.19,18.66,36.75,10.60,2.73,0.04,-15.71,-0.96,0.58,-8.99,-0.96,15.57,7.76,-1.12,-1.42,-2.32,12.24,19.70,20.75,2.69,-13.27,-9.75,-3.31,-12.67
CPCurrent_qq,,,-4.37,-3.05,-7.86,-6.48,-5.11,-8.08,-5.86,-6.67,-4.29,1.99,3.90,7.04,5.26,,-2.56,-3.95,-6.85,-13.73,-8.52,-5.59,-4.61,-3.45,-8.57,-6.25,-6.67,-6.25,-3.81,-3.96,-3.09,-2.13,-2.17,1.11,2.20,1.08,8.51,6.86,12.84,30.89,26.09,21.18,14.63,6.03,2.68,-1.63
CPCurrent_sq,,,31.81,3.18,-4.33,-27.96,-5.88,24.28,-29.54,23.28,-6.31,-25.88,-5.81,4.46,1.01,,-12.44,-6.63,-2.20,-3.67,-11.26,4.95,5.68,20.56,2.27,-15.12,-1.83,17.39,-13.83,-0.26,-0.31,6.22,-6.23,16.39,-7.04,-2.54,-6.51,15.32,6.82,3.94,-5.68,-1.93,-9.79,8.16,1.05,-11.43
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,-228.76,181.59,,,,38.70,28.28,139.65,97.70,53.42,-56.45,-42.85,-36.21,-45.16,337.14,,,,,61.32,68.13,28.39,21.22,13.94,16.05,23.39,27.03,25.97,20.86,16.66,13.74,13.49,0.96,-20.16,-35.58,-66.77,-82.24,-86.76,-132.51,-773.56,-1619.51,-2937.75,-1230.50,64.70,74.62,90.04
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,16.90,-28.18,26.82,30.26,8.11,34.18,4.62,1.09,-69.31,76.07,16.78,-13.08,144.60,,1.84,32.58,8.05,10.57,6.14,1.25,2.01,3.93,8.11,7.66,5.02,3.06,3.73,3.92,2.39,2.83,-7.73,-17.82,-17.38,-46.96,-50.68,-38.71,-302.81,-998.67,-11.26,-14.47,4.91,70.85,20.02,55.07
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,,,,,-27.91,-22.05,-58.27,-49.42,-34.82,129.64,74.99,56.78,82.34,-77.13,,,,,-38.01,-40.52,-22.11,-17.50,-12.22,-13.83,-18.96,-21.29,-20.62,-17.25,-14.28,-12.08,-11.88,-0.95,25.24,55.23,200.95,463.06,655.05,,,,,,,,
CZCurrent_sy,,,,,,-22.81,-22.38,-6.89,-17.82,-34.82,34.01,38.04,27.99,117.74,108.76,,,,,-19.43,-17.38,60.97,125.27,184.66,141.41,-40.53,-30.74,-37.77,-13.66,73.22,-6.38,-4.22,-10.72,-14.75,-3.16,-25.50,-33.75,-29.87,,,,,,,,
CZCurrent_qq,,,-14.46,39.24,-21.16,-23.23,-7.51,-25.47,-4.42,-1.08,225.88,-43.21,-14.37,15.05,-59.12,,-1.81,-24.58,-7.46,-9.56,-5.78,-1.23,-1.97,-3.78,-7.51,-7.11,-4.79,-2.96,-3.59,-3.77,-2.35,-2.74,8.38,21.67,21.04,88.56,102.76,63.16,,,,,,,,
CZCurrent_sq,,,-37.84,-21.42,22.36,29.15,-37.49,-5.74,8.00,2.44,28.51,-2.90,0.13,74.27,23.21,,-15.64,3.74,-9.14,1.32,-13.49,102.13,27.15,28.03,-26.63,-50.21,48.09,15.04,1.80,-0.11,-19.96,17.69,-5.11,-4.62,-9.09,-9.46,-15.62,0.97,,,,,,,,
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,-171.74,280.33,,,,34.95,55.53,212.84,143.28,88.66,-20.89,-35.76,-34.25,-48.34,104.63,,,,,65.92,74.52,40.38,29.04,19.08,20.19,22.71,22.49,18.75,14.52,11.18,10.06,12.53,-0.04,-20.54,-35.36,-62.08,-75.90,-77.43,-118.11,-512.72,-896.89,-1292.89,-1569.56,65.45,76.23,91.30
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,4.82,-30.73,34.73,37.95,20.80,39.33,4.78,6.98,-49.35,13.14,7.25,-15.95,100.63,,1.41,29.64,12.72,11.96,6.67,4.27,3.62,3.32,7.67,6.45,3.43,0.17,3.83,3.35,2.39,2.41,-7.76,-17.84,-16.71,-39.91,-41.38,-23.07,-166.84,-1269.31,-13.18,-15.16,6.45,71.66,22.13,57.87
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,,,,,-25.90,-35.71,-68.04,-58.89,-47.00,26.41,55.68,52.08,93.56,-51.13,,,,,-39.73,-42.70,-28.76,-22.51,-16.02,-16.81,-18.51,-18.36,-15.79,-12.68,-10.06,-9.14,-11.13,0.03,25.85,54.71,163.68,314.92,343.11,,,,,,,,
CZOCurrent_sy,,,,,,-16.55,-37.88,-44.69,-13.70,-9.91,32.27,32.73,-2.71,34.97,78.79,,,,,-17.66,35.25,0.37,-17.78,66.03,28.76,46.69,35.58,-14.06,-31.98,-25.25,-21.50,-9.11,1.95,4.53,-3.35,12.49,-0.80,-24.53,,,,,,,,
CZOCurrent_qq,,,-4.60,44.37,-25.78,-27.51,-17.22,-28.23,-4.56,-6.53,97.42,-11.61,-6.76,18.97,-50.16,,-1.40,-22.86,-11.28,-10.68,-6.25,-4.10,-3.50,-3.21,-7.13,-6.06,-3.32,-0.16,-3.69,-3.25,-2.33,-2.35,8.41,21.72,20.06,66.42,70.59,29.99,,,,,,,,
CZOCurrent_sq,,,-9.27,-1.85,-21.74,19.76,-32.46,-12.61,22.10,25.02,-0.84,-12.31,-10.51,73.44,31.36,,-16.66,15.02,14.64,-25.08,36.90,-14.64,-6.09,51.29,6.18,-2.75,-13.21,-4.11,-15.96,6.87,-8.85,11.02,-5.74,9.58,-15.72,29.23,-16.88,-16.63,,,,,,,,
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,203.93,-54.16,,,,88.32,62.24,258.29,,72.82,42.56,-32.49,,-33.62,-18.49,,,,,10.71,-4.21,16.94,156.57,9.18,-24.25,-48.25,10.74,-38.23,60.52,85.40,34.36,181.78,13.39,74.70,50.58,-0.15,20.17,-30.96,-10.14,-35.53,-65.43,-59.13,-50.19,-35.00,21.36,26.01
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,29.22,-34.39,,122.12,11.33,44.89,-72.09,283.86,-8.16,-31.39,-58.66,154.82,12.76,,36.24,-3.55,-69.44,175.72,17.89,17.74,-32.96,17.33,-18.20,-19.56,43.45,-34.55,112.55,-7.10,3.97,37.25,-14.47,43.14,-10.39,-8.99,2.94,-17.76,16.64,-34.71,-44.79,-2.78,42.13,-14.81,3.09,0.95
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,172.73,-41.45,,,,50.50,28.54,168.87,-23.21,32.57,10.09,-41.99,-5.33,-28.04,-2.68,,,,,-16.84,-32.12,-18.69,82.84,-12.81,-40.08,-59.18,-15.01,-53.79,27.07,49.16,13.25,146.15,1.25,64.23,48.75,2.29,35.64,-16.81,18.91,10.39,-31.20,-8.04,14.02,21.03,84.08,54.26
EVPCurrent_sy,-1.96,17.66,,,,42.95,39.43,-2.90,-40.62,-16.78,-27.81,2.12,-19.36,4.57,30.30,,,,,-10.88,-32.10,-35.19,86.17,-15.24,21.78,37.72,7.71,10.22,6.15,-8.25,11.96,-10.08,-9.54,3.86,-0.98,-8.07,-7.02,-20.83,-11.55,-4.50,-3.00,2.01,-2.73,-10.38,-6.18,-14.84
EVPCurrent_qq,,,24.01,-36.53,-7.86,107.51,5.92,32.76,-73.68,258.22,-12.03,-30.04,-57.06,172.30,18.97,,32.65,-7.12,-71.55,137.25,8.26,11.26,-36.02,13.14,-25.59,-24.20,33.19,-38.49,104.62,-11.03,1.13,33.70,-15.83,44.31,-8.40,-8.05,11.61,-11.50,30.93,-14.65,-30.44,18.30,62.33,-9.39,5.79,-0.86
EVPCurrent_sq,,,16.10,-7.65,0.82,32.23,13.25,-35.68,-38.35,85.32,-1.76,-9.02,-51.31,140.31,22.41,,-9.65,7.59,-66.01,169.75,-31.16,2.68,-2.36,22.82,-1.10,16.11,-23.63,25.69,-4.75,0.36,-6.82,0.94,-4.18,15.22,-11.16,-6.28,-3.09,-1.88,-0.74,1.19,-1.56,3.18,-5.35,-6.78,3.05,-6.35
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,-523.69,125.42,,,,39.55,4.32,14.52,-58.89,-8.40,80.20,5.09,52.08,28.49,-60.17,,,,,-33.28,-45.11,-16.70,98.84,-8.31,-36.97,-57.82,-9.59,-47.98,40.16,66.75,22.08,150.41,13.43,119.85,132.97,163.27,398.63,205.94,-596.17,-115.62,-104.34,-103.43,97.02,-88.12,-410.52,-1349.11
EVEBITCurrent_sy,-29.89,78.87,,,,-0.51,12.48,-42.74,-55.19,-13.06,5.70,63.17,115.79,25.50,52.09,,,,,-19.16,-5.76,3.72,22.69,110.14,7.81,19.02,43.14,-33.94,22.13,-4.86,-8.41,-11.34,-13.69,-17.69,-11.46,11.70,30.26,9.76,-7.97,-25.88,-34.29,-14.39,5.94,-3.47,16.27,0.64
EVEBITCurrent_qq,,,23.28,-5.28,-25.78,61.02,-7.84,3.99,-73.36,258.82,81.30,-39.36,-61.45,203.16,-43.80,,34.34,-25.60,-72.89,146.26,10.52,12.92,-35.30,13.56,-24.03,-24.44,38.69,-34.66,104.70,-10.11,1.54,34.02,-7.27,74.23,7.60,51.46,75.62,6.90,-274.50,95.23,51.22,15.58,-51.93,-200.67,-32.39,-139.62
EVEBITCurrent_sq,,,-18.26,8.40,-30.90,62.50,-7.59,-44.82,-45.93,215.31,12.35,-14.82,-28.49,83.37,36.16,,-11.19,8.59,-35.12,29.21,3.53,19.52,-23.26,121.30,-46.89,31.94,-7.70,2.13,-1.81,2.78,-11.14,-1.14,-4.41,-1.98,-4.41,24.71,11.47,-17.40,-19.85,0.44,-1.17,7.60,-0.81,-8.48,19.04,-6.87
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,-565.69,125.42,,,,39.55,0.28,29.87,-60.42,-24.79,33.11,-16.95,23.33,20.41,-49.85,,,,,-25.66,-38.47,-11.50,107.08,-5.67,-34.60,-55.94,-5.26,-45.50,44.69,70.07,23.63,152.68,12.96,111.36,114.22,110.97,230.07,93.02,3386.20,-123.40,-107.82,-106.64,-100.54,-115.51,-532.61,-3052.34
EVEBITDACurrent_sy,-29.74,84.00,,,,2.13,12.36,-17.47,7.20,-20.13,16.51,38.63,1.61,56.02,40.72,,,,,-21.72,-17.01,-33.11,40.63,75.58,87.31,81.94,40.76,-18.23,-26.71,-10.41,-10.86,-17.87,-11.65,-7.15,-4.99,8.82,22.27,3.30,4.74,-14.55,-23.79,-15.62,-5.59,-8.49,2.01,-9.37
EVEBITDACurrent_qq,,,23.75,-21.03,-12.80,63.76,-11.07,2.27,-73.43,211.19,57.39,-36.18,-60.54,203.84,-34.45,,34.82,-20.95,-72.20,150.93,11.58,13.71,-34.96,14.30,-22.64,-23.39,39.85,-34.25,105.38,-9.95,1.67,34.37,-8.19,68.51,3.04,32.34,43.64,-1.46,1761.10,-100.89,52.01,16.27,-52.10,-252.59,-40.88,-317.23
EVEBITDACurrent_sq,,,-22.59,-0.82,-26.43,80.82,-14.84,-27.15,-4.44,34.72,24.23,-13.32,-29.96,106.86,12.05,,-9.81,7.64,-46.86,51.73,-4.38,-13.25,11.74,89.44,2.01,-15.74,-13.55,10.06,-8.58,3.01,-14.00,1.41,-1.67,8.26,-11.99,16.16,10.48,-8.53,-10.77,-5.24,-1.46,1.28,-0.17,-8.14,9.85,-10.03
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,-265.97,152.93,,,,19.52,9.93,,,23.34,-59.18,-38.83,,-40.49,302.36,,,,,36.90,41.12,9.75,,-2.41,0.10,9.96,11.38,10.64,5.58,-1.02,-2.25,-1.60,-11.76,-28.11,-40.62,-68.26,-82.08,-86.29,-135.95,-1460.34,-3461.87,-6850.48,-3074.38,50.61,66.11,88.28
ROE_sy,25.62,-12.32,,,,21.15,33.24,,,-9.18,-55.03,-43.99,,-54.68,-49.17,,,,,18.40,-4.05,-20.82,,-40.39,-62.04,-10.97,33.10,68.50,156.56,48.67,0.52,-10.11,-11.65,-26.28,-24.87,-15.32,-29.71,19.45,7.97,20.09,62.90,-4.06,13.54,20.16,1.88,-5.00
ROE_qq,,,13.01,,,,3.94,22.03,,,-65.60,82.89,,,132.57,,-2.58,31.47,,,0.42,2.25,-2.20,-2.82,3.01,12.31,-0.93,-3.47,-1.70,5.29,-2.16,-2.83,-11.85,-14.22,-19.19,-48.06,-50.23,-34.38,-311.90,-1865.62,-22.99,-31.77,0.35,69.42,15.60,54.44
ROE_sq,,,-4.37,,,,5.18,3.32,,,-47.92,28.69,,,-41.59,,31.44,-4.94,,,6.51,-21.55,-7.42,-22.94,-32.18,84.00,38.41,-2.44,3.26,6.63,-6.42,-12.76,1.49,-11.03,-4.63,-1.68,-15.75,51.19,-13.79,9.36,14.29,-10.96,2.02,15.74,-3.09,-16.97
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,-212.56,206.22,,,,9.70,-1.25,,,8.66,-67.79,-31.15,,-31.36,422.88,,,,,21.60,49.32,-1.55,,-1.83,-13.15,10.47,-1.96,-0.37,-5.11,-1.42,-1.63,-10.49,-2.60,-31.73,-39.30,-64.23,-82.86,-83.33,-148.02,-1218.13,-2761.11,-4147.89,-1710.76,53.24,69.81,88.59
ROA_sy,86.18,-30.52,,,,25.33,26.90,,,7.58,-32.56,-25.71,,-31.12,-81.17,,,,,17.74,-14.77,-24.40,,-64.16,-72.99,-24.41,48.09,182.17,267.92,29.87,9.41,-21.90,-27.69,11.07,6.75,1.45,10.64,2.61,-4.27,3.13,25.32,7.32,7.92,-1.38,-17.65,-1.39
ROA_qq,,,-2.83,,,,-12.52,9.47,,,-74.07,133.99,,,97.53,,-2.45,32.88,,,19.78,-12.39,-1.92,-4.63,5.97,11.44,-12.95,-3.09,0.94,15.77,-13.14,-11.81,9.83,-18.86,-22.77,-48.02,-47.37,-21.11,-322.54,-1110.13,-25.26,-20.00,0.45,68.75,19.13,54.63
ROA_sq,,,16.23,,,,17.68,13.42,,,-26.22,24.93,,,-79.83,,23.79,-14.12,,,-10.39,-23.82,-38.80,-14.21,-32.48,113.21,19.91,63.47,-11.96,-24.74,1.02,16.69,-18.50,15.60,-2.91,10.90,-11.11,7.21,-9.42,19.47,8.01,-8.18,-8.91,9.17,-9.80,9.94
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,-164.15,330.88,,,,7.64,23.57,133.96,87.02,44.38,-38.66,-44.76,-37.96,-43.85,143.70,,,,,24.39,23.46,-2.48,-8.02,-4.90,-5.00,-3.05,-5.64,-10.82,-9.47,-10.47,-7.61,-1.73,-10.47,-25.15,-35.88,-61.18,-72.73,-72.66,-123.85,-806.06,-1683.33,-2760.00,-3730.77,35.62,63.91,89.37
OPM_sy,30.60,-57.14,,,,82.93,21.74,1.93,-29.19,11.08,-16.82,-3.32,37.14,-15.22,-25.48,,,,,-32.52,-32.54,-19.15,-25.00,-23.73,-33.67,-20.00,3.14,12.38,34.47,18.09,11.59,-7.34,-23.38,-18.38,-22.68,-5.79,21.32,18.09,90.81,27.51,69.70,57.80,-8.52,44.16,3.04,-4.76
OPM_qq,,,,-32.48,23.58,29.01,14.79,27.84,-1.21,-0.41,-51.23,15.13,10.95,-9.87,111.68,,-1.22,24.69,4.95,-3.77,-1.96,-1.50,-1.02,-0.51,-2.06,0.53,-3.66,-5.98,-0.58,-0.58,-0.58,,-9.41,-16.88,-14.84,-39.45,-36.36,-16.67,-174.29,-1692.31,-42.70,-40.00,-6.98,69.88,20.00,58.75
OPM_sq,,,,15.99,-16.32,-0.87,26.53,-2.88,-41.87,55.51,-5.25,12.88,-17.55,-3.87,-16.72,,-3.59,-20.34,-9.79,-2.59,-3.63,-4.52,-16.32,-0.94,-16.19,15.15,7.89,7.93,0.28,1.13,1.95,,-17.07,7.72,-3.41,9.19,6.80,4.85,56.07,-27.04,42.13,-2.50,-9.52,14.98,1.58,-9.88
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,-215.22,204.72,,,,10.81,1.61,80.23,51.49,17.07,-66.67,-50.97,-39.87,-40.28,426.19,,,,,20.80,18.55,-10.76,-13.84,-9.27,-8.16,-2.84,-2.19,-5.11,-4.44,-5.84,-4.48,-1.54,-9.30,-24.81,-35.94,-65.62,-80.34,-84.54,-142.68,-1247.73,-3178.26,-6666.67,-2960.00,34.26,61.58,87.82
ROS_sy,138.04,-54.34,,,,120.00,3.13,-4.71,-37.55,34.32,-0.71,-4.76,36.60,-67.85,-92.81,,,,,-15.54,-11.49,-43.67,-43.48,-50.80,-58.02,-19.10,61.54,111.38,123.64,68.06,-15.08,-22.31,-12.60,-17.36,-11.21,14.85,20.93,52.00,34.74,3.45,13.85,-12.50,-3.91,55.00,22.30,0.75
