,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
WKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_yy,41.80,34.02,,,,48.83,46.42,35.69,16.44,16.62,14.94,7.70,-100.00,8.78,9.18,6.87,,9.98,12.80,16.03,,17.71,17.68,19.01,,18.84,19.34,20.02,,19.00,18.92,19.16,18.94,19.00,17.78,14.95,14.36,15.36,15.83,17.18,16.37,14.49,13.26,12.99,13.00,11.95,11.16,11.15,15.34,14.61,14.11,12.92,7.12
WKCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_qq,,,7.00,9.31,20.52,5.58,5.27,1.30,3.42,5.74,3.76,-5.08,-100.00,,4.14,-7.09,-100.00,,6.80,-4.42,-100.00,,6.77,-3.34,-100.00,,7.23,-2.79,6.17,7.53,7.16,-2.59,5.97,7.58,6.07,-4.93,5.42,8.53,6.49,-3.83,4.69,6.78,5.34,-4.05,4.70,5.78,4.60,-4.05,8.65,5.11,4.15,-5.06,3.07
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,-29.48,-25.39,,,,-32.81,-31.71,-26.30,-14.12,-14.25,-13.00,-7.15,,-8.07,-8.41,-6.43,,-9.07,-11.34,-13.82,,-15.05,-15.02,-15.97,,-15.85,-16.21,-16.68,,-15.96,-15.91,-16.08,-15.92,-15.96,-15.10,-13.01,-12.56,-13.32,-13.67,-14.66,-14.07,-12.66,-11.71,-11.50,-11.51,-10.67,-10.03,-10.03,-13.30,-12.75,-12.37,-11.44,-6.65
CWKCurrent_sy,-27.85,-26.53,,,,-8.73,-3.52,1.64,0.57,-0.68,10.99,-1.37,,0.15,-14.22,-11.37,,-13.45,-9.43,-1.93,,-5.56,-8.99,-12.38,,-7.97,-25.76,-25.40,,-0.10,20.15,32.60,13.41,-3.00,10.30,5.85,2.34,4.90,-3.47,-2.57,-5.15,-10.58,-9.62,-6.52,-5.34,-4.27,-3.77,-3.00,-3.28,-3.73,-15.92,-21.37,1036.20
CWKCurrent_qq,,,-6.54,-8.52,-17.03,-5.28,-5.01,-1.28,-3.31,-5.43,-3.62,5.35,,,-3.97,7.63,,,-6.37,4.63,,,-6.34,3.45,,,-6.74,2.87,-5.81,-7.00,-6.68,2.66,-5.63,-7.05,-5.72,5.19,-5.14,-7.86,-6.10,3.98,-4.48,-6.35,-5.07,4.22,-4.49,-5.46,-4.40,4.23,-7.96,-4.86,-3.98,5.33,-2.98
CWKCurrent_sq,,,-5.08,-8.67,8.38,-2.86,0.34,-3.78,7.24,-4.07,12.13,-14.49,,,-3.96,-11.65,,,0.49,-4.33,,,-3.16,-7.89,,,-21.88,-7.44,23.19,12.15,-6.04,2.15,5.36,-4.07,6.84,-1.97,1.87,-1.68,-1.69,-1.06,-0.82,-7.31,-0.64,2.34,0.42,-6.26,-0.11,3.17,0.13,-6.69,-12.77,-3.52,1346.88
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,59.23,-106.26,,,,736.11,2264.50,3895.72,150.09,132.23,48.76,11.87,-100.00,6.60,40.05,29.27,,91.89,85.00,106.49,,29.83,18.35,17.20,,3.90,9.25,24.70,,66.95,63.71,77.11,54.17,42.65,35.97,25.01,29.67,28.37,25.72,20.70,17.83,7.91,0.44,-9.87,-13.66,-14.09,-22.90,-4.80,-3.01,8.99,31.82,21.64,27.13
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,54.29,41.24,1693.85,48.61,55.53,3.04,5.01,37.99,-0.37,-22.51,-100.00,,30.89,-28.48,-100.00,,26.20,-20.17,-100.00,,15.04,-20.95,-100.00,,20.96,-9.77,22.47,24.90,18.61,-2.38,6.61,15.56,13.06,-10.25,10.58,14.40,10.73,-13.84,7.96,4.77,3.06,-22.68,3.42,4.24,-7.50,-4.54,5.37,17.14,11.88,-11.92,10.13
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,-37.20,,,,,,,,-60.01,-56.94,-32.78,-10.61,,-6.19,-28.60,-22.64,,-47.89,-45.95,-51.57,,-22.98,-15.50,-14.67,,-3.75,-8.47,-19.81,,-40.10,-38.92,-43.54,-35.14,-29.90,-26.45,-20.00,-22.88,-22.10,-20.46,-17.15,-15.13,-7.33,-0.44,10.95,15.82,16.41,29.70,5.04,3.10,-8.25,-24.14,-17.79,-21.34
CWKGrahamCurrent_sy,123.77,,,,,,,,216.69,104.88,166.86,56.49,,6.85,-26.19,-44.71,,-64.09,-32.18,-25.75,,6.20,47.32,-25.39,,-26.50,-56.81,-12.25,,113.79,68.24,39.60,36.96,-36.08,-17.43,13.11,-3.56,-6.58,48.41,27.41,-22.79,-17.28,-46.63,-62.02,-54.16,-40.32,-27.14,14.01,36.40,71.49,23.80,-13.08,32.02
CWKGrahamCurrent_qq,,,,,,-32.71,-35.70,-2.95,-4.78,-27.53,0.37,29.05,,,-23.60,39.82,,,-20.76,25.27,,,-13.07,26.50,,,-17.33,10.83,-18.35,-19.93,-15.69,2.44,-6.20,-13.47,-11.55,11.43,-9.57,-12.59,-9.69,16.06,-7.37,-4.55,-2.97,29.34,-3.31,-4.07,8.11,4.75,-5.09,-14.63,-10.62,13.53,-9.20
CWKGrahamCurrent_sq,,,,,,-4.82,-24.67,98.10,122.95,-38.42,-1.88,16.17,,,-32.22,-12.98,,,28.01,-4.73,,,77.57,-51.75,,,4.33,-1.97,35.19,54.62,-17.90,-18.66,32.63,-27.84,6.07,11.43,13.09,-30.10,68.49,-4.34,-31.47,-25.12,8.70,-31.91,-17.28,-2.51,32.70,6.55,-1.04,22.56,-4.20,-25.19,50.30
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,19.97,9.33,,,,9.93,7.90,3.35,3.42,2.50,0.77,2.74,2.22,4.16,6.91,11.92,15.63,22.69,26.06,25.07,24.43,20.52,19.87,19.19,23.19,23.17,27.07,28.44,21.79,19.51,10.55,5.96,6.26,7.15,7.17,6.52,2.43,-0.25,3.08,3.97,6.98,6.23,3.79,3.62,4.00,2.33,-3.59,-6.07,-10.05,-4.25,2.30,4.42,7.00
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,3.73,2.49,1.68,1.69,1.82,-1.84,1.75,0.78,0.11,0.08,1.24,2.69,2.75,4.77,4.60,8.96,5.57,3.96,4.05,5.54,5.00,3.37,7.55,5.52,8.32,4.48,1.98,3.55,0.20,0.14,2.26,4.42,0.22,-0.46,-1.67,1.69,3.56,0.41,1.17,0.98,1.18,0.24,1.54,-0.64,-4.67,-2.34,-2.76,5.76,1.85,-0.31,-0.35
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,-16.64,-8.53,,,,-9.03,-7.33,-3.24,-3.31,-2.44,-0.76,-2.67,-2.17,-3.99,-6.46,-10.65,-13.52,-18.49,-20.67,-20.05,-19.63,-17.03,-16.58,-16.10,-18.82,-18.81,-21.30,-22.14,-17.89,-16.33,-9.54,-5.62,-5.89,-6.67,-6.69,-6.13,-2.37,0.25,-2.98,-3.82,-6.52,-5.87,-3.66,-3.50,-3.85,-2.28,3.72,6.47,11.17,4.43,-2.25,-4.24,-6.55
CPCurrent_sy,-5.20,-2.24,,,,-15.61,-15.38,-1.21,-11.54,-14.80,-12.86,-19.54,-11.72,-14.75,-0.96,4.40,9.90,2.42,1.49,0.75,-11.30,-2.87,-16.74,-18.57,-13.36,-12.47,9.28,2.24,6.91,-8.20,-24.75,-24.50,-24.38,0.06,-1.65,1.69,5.52,-7.19,0.43,8.18,6.29,3.37,0.94,-1.45,-1.94,-6.96,-10.61,-14.15,-18.14,-7.35,-15.60,-14.82,511.89
CPCurrent_qq,,,-3.60,-2.43,-1.65,-1.67,-1.79,1.87,-1.72,-0.77,-0.10,-0.08,-1.22,-2.62,-2.68,-4.56,-4.40,-8.22,-5.27,-3.81,-3.90,-5.25,-4.76,-3.26,-7.02,-5.23,-7.68,-4.29,-1.94,-3.43,-0.20,-0.14,-2.21,-4.23,-0.22,0.46,1.70,-1.66,-3.44,-0.41,-1.16,-0.97,-1.17,-0.24,-1.52,0.65,4.90,2.40,2.84,-5.45,-1.81,0.31,0.36
CPCurrent_sq,,,0.73,-11.38,-2.25,-3.29,1.00,3.47,-12.47,-6.86,3.30,-4.47,-3.96,-10.05,20.01,0.70,1.11,-16.18,18.92,-0.03,-10.99,-8.21,1.94,-2.23,-5.29,-7.27,27.27,-8.53,-0.96,-20.38,4.33,-8.23,-0.80,5.35,2.54,-5.11,2.93,-7.34,10.97,2.22,1.13,-9.89,8.36,-0.21,0.64,-14.50,4.11,-4.16,-4.05,-3.23,-5.16,-3.27,589.27
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,273.73,22.73,,,,92.36,77.79,28.14,-54.55,-49.35,-51.18,-40.90,14.25,11.95,16.02,14.81,11.55,27.93,46.04,61.82,66.93,50.52,37.21,24.08,24.25,17.70,19.16,21.12,16.31,17.41,15.25,18.31,18.38,20.70,15.11,6.96,4.46,9.41,15.72,21.78,21.25,5.49,-2.32,-10.54,-9.91,-8.38,-6.79,-0.14,28.00,33.19,33.45,26.92,-28.00
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,10.07,16.59,56.52,-4.22,1.73,-15.97,-44.48,6.72,-1.94,1.72,7.32,4.57,1.62,0.66,4.28,19.94,16.01,11.53,7.57,8.15,5.75,0.86,7.72,2.45,7.07,2.51,3.44,3.42,5.10,5.24,3.49,5.44,0.24,-2.22,1.08,10.43,6.02,2.91,0.64,-3.93,-1.83,-5.76,1.35,-2.29,-0.12,0.96,29.91,1.67,0.08,-3.98,-26.31
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,-73.24,-18.52,,,,-48.01,-43.75,-21.96,120.01,97.44,104.83,69.21,-12.47,-10.68,-13.81,-12.90,-10.35,-21.83,-31.53,-38.21,-40.10,-33.56,-27.12,-19.41,-19.52,-15.04,-16.08,-17.44,-14.02,-14.83,-13.23,-15.48,-15.53,-17.15,-13.13,-6.50,-4.27,-8.60,-13.58,-17.89,-17.53,-5.20,2.38,11.79,11.00,9.15,7.28,0.14,-21.87,-24.92,-25.07,-21.21,38.90
CZCurrent_sy,-32.00,8.56,,,,-22.87,-2.63,-15.05,-12.61,-18.01,-20.87,-12.84,-16.25,-19.53,31.35,11.91,43.20,-27.29,-41.03,1.44,-13.42,22.88,-13.12,-34.13,-38.76,12.20,5.85,8.77,57.23,59.95,104.86,74.91,-6.18,-31.41,-31.22,-25.97,8.09,9.72,-6.16,8.10,-29.84,-10.31,-12.79,-14.45,3.73,-25.13,-3.88,-10.20,-7.34,11.19,-22.35,-1.52,91.04
CZCurrent_qq,,,-9.15,-14.23,-36.11,4.41,-1.70,19.00,80.12,-6.30,1.98,-1.69,-6.82,-4.37,-1.60,-0.65,-4.10,-16.62,-13.80,-10.34,-7.03,-7.53,-5.44,-0.85,-7.16,-2.39,-6.60,-2.45,-3.32,-3.30,-4.85,-4.98,-3.38,-5.16,-0.23,2.27,-1.07,-9.44,-5.68,-2.82,-0.64,4.09,1.87,6.11,-1.34,2.35,0.12,-0.95,-23.03,-1.64,-0.08,4.14,35.70
CZCurrent_sq,,,-21.36,-3.51,0.68,0.97,-0.73,-15.82,3.57,-5.27,-4.19,-7.27,-0.49,-8.97,56.37,-20.99,27.34,-53.78,26.83,35.91,8.69,-34.41,-10.33,3.05,1.04,20.16,-15.40,5.89,46.07,22.23,8.36,-9.59,-21.65,-10.64,8.67,-2.69,14.40,-9.29,-7.06,12.09,-25.76,15.96,-9.63,9.97,-9.98,-16.30,16.01,2.74,-7.12,0.44,-18.98,30.30,80.17
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,122.64,37.20,,,,119.96,98.51,27.83,-53.81,-48.10,-50.52,-41.24,11.97,9.62,13.57,14.68,12.85,27.03,43.52,59.31,61.92,46.50,37.14,20.37,21.11,16.62,13.87,21.65,15.51,15.55,17.72,17.23,20.37,23.98,15.47,6.70,2.11,7.20,16.54,23.82,22.98,4.78,-5.87,-14.04,-12.01,-8.50,-5.48,-1.66,-3.80,-1.20,-0.42,1.20,-0.91
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,13.64,30.74,55.22,-4.62,2.56,-15.81,-43.91,7.16,-2.21,-0.02,6.87,4.92,1.30,0.96,5.16,18.10,14.46,12.06,6.89,6.85,7.15,-1.64,7.54,2.90,4.63,5.08,2.11,2.93,6.60,4.63,4.85,6.02,-0.72,-3.32,0.34,11.30,7.93,2.72,-0.34,-5.17,-3.04,-6.20,2.02,-1.38,0.16,-2.42,-0.20,1.29,0.95,-0.83,-2.28
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,-55.08,-27.11,,,,-54.54,-49.62,-21.77,116.50,92.69,102.10,70.19,-10.69,-8.78,-11.95,-12.80,-11.38,-21.28,-30.33,-37.23,-38.24,-31.74,-27.08,-16.92,-17.43,-14.25,-12.18,-17.80,-13.43,-13.46,-15.06,-14.69,-16.92,-19.34,-13.40,-6.28,-2.07,-6.71,-14.19,-19.24,-18.68,-4.56,6.24,16.34,13.65,9.29,5.79,1.69,3.95,1.21,0.42,-1.19,0.92
CZOCurrent_sy,-11.35,-9.47,,,,-25.33,-24.85,-9.26,-1.74,-1.52,14.48,16.96,-9.48,-39.78,16.75,-13.88,2.55,14.32,-36.62,-19.04,8.15,6.62,-3.08,-15.04,-29.03,4.15,0.47,-9.33,35.24,35.95,35.55,119.58,25.62,-20.61,-29.14,-43.93,-27.46,-14.43,-1.58,-17.03,-24.40,-21.79,-12.29,14.10,20.62,2.22,-7.72,0.24,2.45,5.35,-3.23,-13.68,91.19
CZOCurrent_qq,,,-12.01,-23.51,-35.58,4.84,-2.49,18.78,78.30,-6.68,2.27,0.02,-6.43,-4.69,-1.29,-0.95,-4.91,-15.33,-12.63,-10.76,-6.44,-6.41,-6.68,1.67,-7.01,-2.81,-4.42,-4.83,-2.07,-2.85,-6.19,-4.43,-4.62,-5.68,0.73,3.43,-0.34,-10.15,-7.35,-2.65,0.34,5.45,3.14,6.61,-1.98,1.40,-0.16,2.47,0.20,-1.27,-0.94,0.83,2.33
CZOCurrent_sq,,,-7.57,-16.38,-15.38,14.18,-6.97,0.96,-8.37,14.44,8.14,3.14,-29.08,-23.88,109.66,-23.92,-15.55,-15.13,16.24,-2.83,12.82,-16.34,5.68,-14.82,-5.75,22.77,1.95,-23.13,40.58,23.41,1.65,24.52,-19.58,-22.01,-9.27,-1.47,4.04,-8.00,4.36,-16.94,-5.20,-4.82,17.03,8.05,0.22,-19.34,5.65,17.37,2.43,-17.06,-2.95,4.69,126.88
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,-0.24,0.31,,,,-0.11,0.05,0.51,0.26,0.19,0.16,-0.31,0.29,0.09,-0.60,0.74,,-0.01,0.80,-0.02,,0.04,0.04,0.04,,0.04,0.04,0.01,0.05,-0.03,-0.07,-0.04,-0.04,-0.06,-0.02,-7.55,-0.01,,,8.16,,,,,,,,-8.25,,,,-5.95,
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,-0.25,-0.50,0.37,0.28,-0.09,-0.05,0.12,0.21,-0.12,-0.52,0.72,0.01,-0.80,0.82,-0.03,,,,,0.05,,,-0.04,0.08,,-0.03,,,-0.04,-0.01,,-0.01,,-7.54,8.16,,,,,,,,,,,-8.25,8.99,,,-13.71,15.88
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,-16.84,-8.24,,,,-9.13,-7.28,-2.75,-3.06,-2.25,-0.60,-2.96,-1.89,-3.90,-7.02,-9.98,-13.52,-18.50,-20.04,-20.07,-19.63,-16.99,-16.54,-16.07,-18.82,-18.78,-21.27,-22.14,-17.85,-16.35,-9.61,-5.67,-5.93,-6.72,-6.70,-13.21,-2.38,0.25,-2.98,4.03,-6.52,-5.87,-3.66,-3.50,-3.85,-2.28,3.72,-2.32,11.17,4.43,-2.25,-9.93,-6.55
EVPCurrent_sy,11.44,0.34,,,,-23.53,-34.11,-25.47,-17.24,-2.26,6.66,-7.03,-25.01,6.62,-1.87,5.23,38.16,-2.36,-3.79,-2.43,-16.94,-9.31,-12.14,-27.26,-13.36,-2.24,-7.68,59.20,6.52,-2.33,22.31,-3.18,19.70,-5.01,5.00,1.29,20.91,-15.41,-3.64,-7.13,-8.52,4.04,-11.26,-6.40,0.49,5.22,-6.50,-10.60,-17.77,-7.91,-8.56,-13.28,298.48
EVPCurrent_qq,,,-3.84,-2.91,-1.29,-1.39,-1.88,1.82,-1.60,-0.56,-0.22,-0.60,-0.51,-2.61,-3.45,-3.77,-4.42,-8.22,-5.27,-3.81,-3.90,-5.20,-4.76,-3.26,-7.06,-5.16,-7.68,-4.32,-1.94,-3.43,-0.24,-0.15,-2.21,-4.24,-0.22,-7.12,9.99,-1.66,-3.44,-0.41,-1.16,-0.97,-1.17,-0.24,-1.52,0.65,4.90,-6.05,12.09,-5.45,-1.81,-13.44,16.30
EVPCurrent_sq,,,7.50,-10.37,-19.60,-1.28,-7.37,1.37,-10.72,16.58,1.09,-11.64,-27.99,65.77,-6.96,-5.25,-5.45,17.15,-8.32,-3.91,-19.51,27.92,-11.19,-20.45,-4.13,44.32,-16.13,37.18,-35.86,32.33,5.04,8.59,-20.70,5.02,16.10,4.76,-5.34,-26.53,32.26,0.96,-6.76,-16.44,12.82,6.48,0.10,-12.50,0.25,1.81,-7.92,-2.01,-0.46,-3.44,323.10
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,-55.19,-26.88,,,,-54.59,-49.60,-21.38,117.06,93.06,102.43,69.67,-10.43,-8.69,-12.47,-12.15,-11.38,-21.28,-29.77,-37.24,-38.24,-31.71,-27.05,-16.89,-17.43,-14.22,-12.15,-17.79,-13.38,-13.48,-15.11,-14.73,-16.96,-19.39,-13.41,-13.35,-2.08,-6.71,-14.19,-12.65,-18.68,-4.56,6.24,16.34,13.65,9.29,5.79,-6.70,3.95,1.21,0.42,-7.06,0.92
EVEBITCurrent_sy,-12.31,6.60,,,,-31.71,-33.24,-33.38,0.35,-4.08,38.60,33.68,-44.98,-26.43,-1.86,-9.42,119.31,7.96,-17.11,-6.47,-28.18,16.85,3.63,-0.81,-3.47,-8.99,-20.16,-4.28,34.48,32.17,88.86,53.32,30.30,9.43,-32.96,-33.83,-17.96,-34.86,-4.52,15.42,-8.16,2.77,-7.46,-18.51,-8.07,-11.22,-22.06,-13.18,2.16,32.27,5.97,5.69,66.71
EVEBITCurrent_qq,,,-12.23,-23.89,-35.34,5.13,-2.58,18.72,78.51,-6.49,2.15,-0.50,-5.76,-4.68,-2.08,-0.13,-4.94,-15.32,-12.63,-10.76,-6.45,-6.37,-6.68,1.67,-7.05,-2.73,-4.42,-4.86,-2.07,-2.85,-6.23,-4.43,-4.62,-5.69,0.73,-4.37,7.79,-10.15,-7.35,-2.65,0.34,5.45,3.14,6.61,-1.98,1.40,-0.16,-5.98,9.21,-1.27,-0.94,-12.99,18.59
EVEBITCurrent_sq,,,-15.34,-1.09,-37.44,30.37,-17.24,-1.29,-5.78,24.62,19.58,-4.79,-61.22,66.64,59.53,-12.13,-6.11,-17.97,22.48,-0.85,-27.90,33.44,8.62,-5.09,-29.83,25.81,-4.71,13.78,-1.41,23.65,36.16,-7.63,-16.22,3.84,-16.58,-8.84,3.88,-17.55,22.28,10.19,-17.34,-7.74,10.11,-2.97,-6.75,-10.90,-3.33,8.08,9.73,15.37,-22.55,7.80,73.08
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,-42.21,-20.85,,,,-50.93,-47.72,-24.18,77.79,60.98,68.83,45.08,-12.57,-11.00,-13.66,-12.09,-10.71,-17.71,-24.16,-30.83,-32.06,-27.23,-23.86,-15.58,-16.11,-13.32,-11.90,-17.05,-13.75,-13.80,-14.70,-13.68,-14.92,-16.86,-11.65,-12.84,-2.50,-6.80,-13.72,-11.95,-18.60,-7.14,1.59,9.83,7.95,4.81,2.48,-8.64,1.22,-1.20,-2.52,-10.24,-2.41
EVEBITDACurrent_sy,15.19,2.44,,,,-12.84,-29.40,-40.41,-6.06,-3.56,46.13,71.66,26.37,-2.45,27.51,-9.51,-9.99,-15.46,-43.89,-21.05,-4.55,-11.91,30.16,-5.52,-18.00,27.73,-18.90,23.86,44.09,21.46,36.59,22.19,19.69,-3.67,-22.27,-35.52,-32.02,-17.59,-4.84,3.79,-3.19,-25.27,-21.56,1.26,-1.88,11.67,5.84,21.16,20.59,12.58,9.12,-15.45,50.52
EVEBITDACurrent_qq,,,-10.05,-21.27,-33.06,3.51,-4.16,14.17,56.97,-6.28,0.52,-1.89,-5.40,-4.60,-2.48,-0.11,-3.92,-12.08,-10.13,-8.89,-5.62,-5.84,-5.96,1.02,-6.22,-2.70,-4.43,-4.89,-2.48,-2.76,-5.42,-3.75,-3.89,-4.98,0.51,-5.05,7.51,-9.18,-6.95,-3.09,-0.61,3.61,1.81,4.76,-2.31,0.59,-0.46,-6.60,8.22,-1.81,-1.79,-14.00,17.66
EVEBITDACurrent_sq,,,-10.75,5.40,-29.96,32.29,-27.71,-11.03,10.41,35.80,9.54,4.51,-18.72,4.83,43.19,-25.83,-19.14,-1.55,-4.96,4.35,-2.25,-9.14,40.43,-24.26,-15.16,41.53,-10.83,15.68,-1.31,19.31,0.27,3.49,-3.32,-3.98,-19.09,-14.15,1.92,16.41,-6.58,-6.36,-4.92,-10.14,-1.94,20.87,-7.87,2.26,-7.06,38.36,-8.30,-4.53,-9.92,7.21,63.24
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,163.50,-8.44,,,,29.28,21.45,-5.57,-60.96,-56.57,-57.52,-45.13,,2.88,6.24,7.42,,16.37,29.49,39.48,,27.84,16.57,4.26,,-0.96,-0.14,0.93,,-1.30,-3.06,-0.70,-0.45,1.41,-2.30,-6.95,-8.66,-5.18,-0.10,3.90,4.22,-7.85,-13.72,-20.83,-20.29,-18.16,-16.18,-10.12,10.99,16.24,17.01,12.36,-32.83
