,2004/Q4,2005/Q4,2006/Q4,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
WKCurrent_yy,,759.70,58.77,20.60,,,,4.02,-10.21,-2.42,,10.59,-100.00,3.50,,-1.98,,-0.68,,1.94,-2.84,11.12,,20.85,-1.76,-11.42,,-37.62,-25.18,-25.48,-16.01,9.32,14.95,22.79,12.90,-4.62,-5.53,-10.78,-8.40,-8.93,16.65,9.32,6.71,-10.62,-33.69,-41.26
WKCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_qq,,,,,18.03,-4.68,-100.00,,1.89,3.58,-100.00,,-100.00,,-100.00,,7.25,-6.69,-100.00,,2.22,6.72,-100.00,,-16.90,-3.78,-6.79,-16.31,-0.33,-4.17,5.07,8.93,4.81,2.37,-3.39,-7.97,3.81,-3.32,-0.81,-8.51,32.96,-9.40,-3.19,-23.36,-1.36,-19.75
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,,-88.37,-37.02,-17.07,,,,-3.86,11.36,2.49,,-9.58,,-3.38,,2.03,,0.68,,-1.90,2.93,-10.01,,-17.25,1.79,12.89,,60.28,33.64,34.20,19.04,-8.52,-13.00,-18.56,-11.42,4.85,5.85,12.09,9.17,9.80,-14.27,-8.54,-6.28,11.87,50.81,70.26
CWKCurrent_sy,,-42.14,-15.03,-14.56,,,,-0.19,-8.23,-8.37,,2.74,,-10.41,,-21.06,,2.83,,-12.77,-13.48,-18.33,,11.36,-0.25,3.31,,5.89,5.81,10.21,10.38,-2.71,4.24,1.05,1.96,1.24,1.60,7.06,7.26,9.04,5.80,1.92,3.39,-0.18,3.66,5.72
CWKCurrent_qq,,,,,-15.27,4.89,,,-1.85,-3.46,,,,,,,-6.77,7.17,,,-2.18,-6.31,,,20.33,3.92,7.29,19.46,0.33,4.36,-4.83,-8.19,-4.59,-2.31,3.51,8.68,-3.68,3.45,0.82,9.30,-24.80,10.37,3.31,30.46,1.38,24.60
CWKCurrent_sq,,,,,2.63,3.14,,,-5.64,2.99,,,,,,,4.04,6.08,,,3.19,0.14,,,-7.57,3.72,-3.12,14.01,-7.64,8.03,-2.97,0.49,-1.04,4.73,-2.10,-0.21,-0.69,10.35,-1.92,1.44,-3.63,6.30,-0.50,-2.07,0.08,8.41
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,,-9.14,40.46,3.10,,,,240.24,-45.14,-33.22,,-39.77,-100.00,-5.69,,-235.34,,-238.41,,-110.74,-123.63,12.13,,40.68,41.49,-9.83,,-165.08,-199.54,-107.26,87.91,93.62,100.37,102.27,-111.62,305.70,5341.18,453.82,145.01,-314.75,-22.63,-164.63,-296.85,-69.82,-405.50,-901.33
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,,378.41,-21.58,-100.00,,8.92,-4.54,-100.00,,-100.00,,-100.00,,16.21,-98.71,100.00,,11.09,21.92,100.00,,12.30,-46.56,-28.08,-61.01,0.89,-1.41,92.53,15.10,105.82,515.69,-796.18,182.53,53.82,-37.33,-43.42,-493.70,155.42,-152.35,-72.33,-239.65,0.30,-71.60
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,,,,,,,,82.30,49.73,,66.03,,6.03,,,,,,,,,,,,,,,,,,,,,,,-98.14,-81.93,,,29.25,,,,,
CWKGrahamCurrent_sy,,,,,,,,,-1.63,8.10,,4.98,,6.03,,,,,,,,,,,,,,,,,,,,,,,-21.26,6.60,,,63.57,,,,,
CWKGrahamCurrent_qq,,,,,,27.54,,,-8.17,4.75,,,,,,,,,,,,,,,,,,,,,,,,-83.62,,,-35.01,59.58,76.64,,,,,,,
CWKGrahamCurrent_sq,,,,,,7.48,,,-17.15,18.11,,,,,,,,,,,,,,,,,,,,,,,,-1.82,,,5.55,32.92,-5.57,,,,,,,
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,,16.27,78.23,46.10,,,,-28.74,0.82,-10.82,-12.66,-11.54,-11.61,-2.31,3.55,14.64,19.80,22.07,30.36,40.32,54.82,57.08,54.24,31.92,-5.17,-17.32,-33.44,-37.39,-29.87,-34.41,-41.32,-10.64,17.23,61.50,90.77,4.39,-14.13,-36.51,-25.04,6.14,7.16,10.46,8.39,-26.20,-33.45,-39.03
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,,-30.49,7.32,-0.14,-4.34,-1.65,-5.07,-2.20,-3.11,-1.73,4.91,3.66,7.27,2.69,6.90,10.70,15.46,13.31,8.46,8.70,-1.24,-18.55,-5.44,-12.50,-7.10,-8.77,-11.56,-21.71,41.47,19.68,21.84,-7.52,-22.58,-1.55,-9.92,9.18,9.62,-0.60,-7.15,7.13,-25.36,-10.36,-14.93
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,,-14.01,-43.88,-31.55,,,,40.32,-0.80,12.12,14.51,13.01,13.12,2.38,-3.45,-12.75,-16.52,-18.08,-23.29,-28.73,-35.40,-36.33,-35.17,-24.24,5.43,20.89,50.27,59.75,42.56,52.49,70.39,11.92,-14.71,-38.08,-47.56,-4.23,16.47,57.55,33.37,-5.76,-6.69,-9.50,-7.76,35.50,50.31,64.05
CPCurrent_sy,,-4.83,-14.04,-10.59,,,,-7.46,-11.16,-7.19,-1.69,14.74,26.88,21.15,8.21,-13.90,-9.69,-18.64,-20.23,-13.58,-27.12,-22.67,-20.60,-18.28,-8.75,-13.93,-6.78,14.66,6.19,9.56,10.92,-0.80,2.00,11.98,6.55,-1.77,1.66,-1.77,4.95,7.23,-3.12,23.72,10.23,-14.99,-9.34,-17.47
CPCurrent_qq,,,,,43.84,-6.81,0.13,4.55,1.68,5.33,2.26,3.19,1.78,-4.68,-3.56,-6.75,-2.62,-6.46,-9.69,-13.36,-11.74,-7.81,-8.04,1.25,22.82,5.71,14.31,7.64,9.60,13.08,27.73,-29.30,-16.47,-17.91,8.18,29.13,1.58,11.04,-8.42,-8.76,0.57,7.70,-6.66,34.03,11.57,17.54
CPCurrent_sq,,,,,-0.56,0.49,-0.69,-6.75,-4.54,4.97,5.20,8.84,5.57,0.22,-6.03,-13.40,10.72,-9.71,-7.87,-6.17,-6.63,-4.19,-5.41,-3.43,4.27,-9.63,2.45,18.77,-3.43,-6.76,3.71,6.22,-0.70,2.36,-1.31,-2.08,2.76,-1.09,5.44,0.05,-7.16,26.32,-6.06,-22.84,-0.98,15.00
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,,1862.69,157.19,7.87,,,,-153.84,-175.28,-166.27,-257.90,108.40,88.38,52.36,58.75,-444.85,-369.57,-127.93,42.27,195.96,248.24,347.59,889.60,363.55,-34.98,-153.96,-210.98,-439.15,-794.43,-308.40,38.50,130.91,144.72,162.11,209.69,-48.62,-56.79,-96.50,-76.83,210.79,189.41,2400.67,635.38,-177.22,-202.15,-287.18
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,,-27.93,-33.13,-31.63,-263.39,-0.76,41.13,-62.92,108.69,-239.39,-141.30,-41.08,27.33,-89.81,-17.13,64.27,220.80,193.22,95.63,13.95,-29.08,-58.87,-262.34,-134.38,-116.71,15.79,4.52,64.71,208.91,21.86,32.60,-37.67,-48.99,2.49,-89.26,312.67,584.33,-4.56,-7.22,21.35,-171.86,-26.26,-70.00
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,-94.87,-61.11,-7.28,,,,,,,,,,,,,,,,,,,,-78.43,53.80,,,,,,,,,,,94.70,131.48,2767.71,331.45,-67.82,-65.45,-96.01,-86.40,,,
CZCurrent_sy,,-29.70,-34.66,10.38,,,,,,,,,,,,,,,,,,,,-11.53,9.00,,,,,,,,,,,3.23,-2.85,9.25,36.89,41.13,43.77,66.01,11.92,,,
CZCurrent_qq,,,,,38.73,49.58,46.19,,,,,,,,,,,,,,-65.91,-48.86,-12.27,41.05,143.04,,,,,,,,-17.93,-24.58,60.47,96.04,-2.43,834.32,-75.86,-85.38,4.77,7.78,-17.59,,,
CZCurrent_sq,,,,,0.71,12.92,14.89,,,,,,,,,,,,,,-14.45,-10.06,-2.70,18.17,5.41,,,,,,,,0.33,-7.72,5.43,5.76,-5.58,3.78,32.10,9.03,-3.81,19.82,-10.94,,,
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,,-66.67,701.63,93.64,,,,-115.45,-106.18,-107.75,-114.54,263.28,266.04,-74.23,-117.33,-100.07,-233.48,97.01,208.79,105900.00,468.01,22282.35,309.59,191.59,-24.29,-128.64,-183.02,-357.80,-512.02,-470.74,54.17,154.52,169.29,201.91,421.83,-31.46,-41.25,-80.66,-100.96,-67.19,-43.80,-50.95,5566.67,-482.67,-382.24,-1291.11
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,,-24.25,-3.09,-26.40,-128.59,69.72,-21.64,-38.04,421.11,-69.20,-227.64,-72.18,99.90,-59300.00,97.14,6358.82,-0.56,106.62,72.51,15.57,-29.21,-46.35,-165.26,-235.00,-119.82,14.26,9.61,73.10,361.52,8.97,32.95,-15.06,-44.30,-6.59,-56.23,-104.20,2011.76,60.00,-61.79,367.79,-233.82,-18.01,-61.23
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,200.37,-87.54,-48.35,,,,,,,,,,,,,,,,,,,-75.58,-65.70,32.09,,,,,,,,,,,45.88,70.23,417.14,,204.69,77.94,103.84,,,,
CZOCurrent_sy,,-27.20,-23.33,12.02,,,,,,,,,,,,,,,,,,,-25.72,-11.25,16.53,,,,,,,,,,,2.12,21.90,8.51,,27.91,35.19,61.91,,,,
CZOCurrent_qq,,,,,32.03,3.17,35.88,,,,,,224.39,,,,,,,0.55,-51.59,-42.04,-13.46,41.26,86.42,,,,,,,,-8.25,-24.79,17.75,79.52,7.07,128.50,,,-37.47,161.75,-78.63,,,
CZOCurrent_sq,,,,,6.12,-3.49,0.73,,,,,,55.09,,,,,,,-7.63,-11.13,5.52,-14.24,10.36,16.69,,,,,,,,-9.93,8.02,-0.71,5.71,7.52,-3.85,,,13.64,15.16,-8.58,,,
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,,-1.17,63.42,39.49,,,,-19.34,39.40,4.99,,-14.67,-40.97,2.86,,45.61,138.76,34.10,,7.81,8.60,12.31,,16.46,6.57,13.87,191.61,3.78,8.57,-7.18,-19.68,-8.86,-15.09,3.44,17.32,16.71,33.35,17.47,27.19,-27.81,-10.34,-3.26,-20.02,30.03,-0.85,45.50
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,,-45.69,21.64,-32.36,80.50,-6.14,-8.38,-35.57,54.03,-35.08,59.66,-37.37,124.29,6.45,-10.33,-53.29,141.81,7.23,-7.27,-58.41,181.61,-1.87,-0.91,6.50,0.22,2.66,-15.29,-7.84,13.71,-4.36,3.21,4.53,13.12,9.27,-9.08,13.18,-35.80,35.71,-1.90,-6.43,4.38,3.48,43.96
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,,-14.98,-8.32,-4.52,,,,13.18,38.25,17.70,14.51,-3.53,-33.22,5.31,-3.45,27.00,99.29,9.85,-23.29,-23.15,-29.85,-28.50,-35.17,-11.72,12.36,37.71,338.17,65.71,54.81,41.52,36.90,2.00,-27.56,-35.94,-38.51,11.80,55.28,85.00,69.69,-31.99,-16.33,-12.42,-26.20,76.19,48.97,138.63
EVPCurrent_sy,,0.07,-7.61,-31.30,,,,14.04,19.28,17.41,-1.69,4.31,13.74,-2.36,8.21,13.13,6.54,-3.68,-20.23,-20.23,-21.37,-8.95,3.40,10.12,22.07,16.81,25.12,16.29,1.02,2.37,-5.84,-1.99,-6.76,2.57,1.38,-1.97,17.30,11.85,12.88,13.94,4.32,6.51,-1.85,-20.91,-19.20,-26.75
EVPCurrent_qq,,,,,-21.86,13.34,-32.27,88.67,-4.55,-3.50,-34.11,58.96,-33.93,52.18,-39.59,109.08,3.68,-16.12,-57.81,109.46,-5.36,-14.50,-61.75,185.25,20.44,4.79,21.70,7.87,12.52,-4.20,17.73,-19.63,-20.09,-15.28,13.01,46.14,10.98,0.94,3.66,-41.43,36.54,5.65,-12.65,39.83,15.45,69.23
EVPCurrent_sq,,,,,-12.35,11.02,16.20,0.86,-8.33,9.28,-2.71,7.03,-0.05,-6.18,7.82,11.89,-5.87,-15.18,-10.71,11.89,-7.21,-1.78,1.40,19.17,2.86,-6.02,8.61,10.76,-10.65,-4.76,-0.10,15.29,-15.00,4.77,-1.25,11.48,1.71,-0.10,-0.34,12.52,-6.87,2.00,-8.17,-9.33,-4.86,-7.53
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,,196.88,-79.64,-27.96,,,,-622.29,-2354.40,-1454.41,-788.47,152.24,135.55,40.93,54.06,-155662.76,-279.12,-4342.97,191.95,100.14,129.50,100.51,-75.58,-60.05,40.77,-497.52,-451.21,-140.25,-126.34,83.73,-75.27,267.18,222.53,201.50,136.46,70.26,126.99,507.48,-13278.80,119.95,59.55,97.19,101.48,-134.00,-135.12,-112.22
EVEBITCurrent_sy,,-13.28,-17.95,-21.04,,,,1.51,-26.30,-20.59,12.47,15.31,59.75,42.45,-26.16,14.29,5.24,31.79,39.77,-4.60,-10.88,-18.70,-15.26,9.22,8.22,-12.07,-3.83,10.15,-4.74,-0.37,-9.54,-1.76,-2.47,20.47,21.29,-12.53,3.07,7.88,2.39,26.12,45.01,37.91,48.90,-5.60,-18.71,-24.48
EVEBITCurrent_qq,,,,,-28.30,25.50,-8.09,-731.50,-209.48,24.60,53.28,147.91,110.61,-225.29,63.66,-162131.93,99.76,-3007.86,100.75,143.15,-48.09,-46.25,-64.01,297.80,82.93,-251.78,68.20,54.41,-19.72,6.28,-242.63,143.49,-12.25,-22.37,23.08,103.07,16.99,107.76,-2770.10,103.39,-15.14,156.78,-80.00,-178.01,12.33,10.70
EVEBITCurrent_sq,,,,,11.70,-7.32,18.27,-17.09,-18.90,-0.13,67.50,-15.00,12.35,-10.95,-13.17,31.56,3.46,11.52,-7.91,-10.20,-3.36,1.72,-4.01,15.73,-4.24,-17.35,4.99,32.56,-17.19,-13.55,-4.68,43.95,-17.78,6.79,-4.03,3.81,-3.12,11.77,-8.91,27.87,11.39,6.30,-1.65,-18.93,-4.08,-1.25
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,,363.32,-80.60,-34.91,,,,396.22,336.81,231.47,178.29,-62.06,-46.65,62.06,98.80,98.05,192.12,-27.67,-71.18,-25.69,-56.44,-57.03,-51.60,-29.59,24.00,444.27,-1813.65,-211.09,-189.05,-133.77,-1650.37,183.76,162.45,148.01,100.93,62.72,115.84,248.37,511.46,18.18,15.12,14.36,-74.48,-269.10,-224.65,-161.95
EVEBITDACurrent_sy,,11.41,-14.80,-17.99,,,,-4.12,-15.73,-15.83,32.70,15.42,50.24,36.74,-8.07,2.02,-4.56,6.57,-16.73,-1.60,-17.79,-24.79,,-3.24,18.64,19.90,-1.95,11.24,0.13,6.86,11.63,-4.75,-9.21,-3.68,0.10,-9.41,-5.99,3.26,-0.38,21.32,24.00,8.82,17.71,9.27,-9.77,-7.42
EVEBITDACurrent_qq,,,,,-24.81,21.95,-19.02,568.24,-33.81,-7.46,-32.01,-8.91,-6.91,181.10,-16.59,-9.25,37.30,-30.39,-66.77,133.99,-19.51,-31.34,-62.58,240.42,41.76,201.38,-217.83,77.93,-13.63,-14.29,-6007.36,101.06,-15.28,-12.14,18.34,84.74,12.37,41.81,107.70,-64.29,9.46,40.87,-53.64,-336.56,19.31,30.00
EVEBITDACurrent_sq,,,,,-0.77,-0.93,5.61,-7.66,-12.79,-1.05,66.51,-19.68,13.53,-9.94,11.95,-10.87,6.21,0.56,-12.54,5.33,-11.27,-8.00,16.29,1.92,8.80,-7.02,-4.90,15.63,-2.06,-0.78,-0.66,-1.33,-6.65,5.26,3.24,-10.71,-3.12,15.62,-0.39,8.75,-0.99,1.46,7.75,0.95,-18.25,4.11
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,,126.74,61.94,-10.53,,,,-151.78,-183.76,-167.89,,107.53,,53.88,,-454.39,,-129.08,,194.06,252.51,322.94,,284.21,-33.88,-160.94,,-643.84,-1029.09,-447.70,26.74,128.26,138.91,150.58,197.06,-46.17,-54.25,-96.09,-74.68,241.56,148.07,2196.97,588.77,-186.38,-254.02,-418.73
ROE_sy,,12.70,-5.56,-20.48,,,,-41.22,-16.48,33.95,,-9.38,,-8.29,,-14.02,,1.82,,44.95,37.92,41.63,,8.94,-4.15,-13.17,,-8.36,3.60,-6.85,12.71,18.88,11.93,14.33,6.34,-18.50,-26.29,-37.59,-51.62,-36.66,-18.92,-19.84,-15.24,-40.91,-36.11,-14.81
ROE_qq,,,,,-38.92,-29.90,,,1.19,43.18,,,,,,,-77.23,-25.42,,,187.37,83.33,,,-50.55,-268.98,-151.31,-158.97,15.52,0.39,66.39,199.91,16.31,29.50,-35.50,-44.59,-1.16,-88.94,318.18,647.46,-28.21,2.36,25.40,-193.74,-28.00,-111.84
ROE_sq,,,,,-40.01,-25.79,,,-14.76,19.02,,,,,,,14.05,6.60,,,8.52,9.48,,,-4.52,-0.82,-14.23,12.83,7.94,-10.83,3.79,19.01,1.62,-8.93,-3.46,-8.79,-8.08,-22.89,-25.16,19.42,17.66,-23.77,-20.86,-16.75,27.22,1.63
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,,666.67,62.47,-20.42,,,,-168.50,-175.44,-176.31,,108.53,,58.87,,-375.76,,-68.63,,175.82,224.68,309.88,,311.59,-27.92,-160.66,,-521.13,-776.06,-265.30,29.87,129.43,143.44,176.75,208.24,-43.18,-50.60,-96.25,-78.43,177.50,112.14,1965.22,584.71,-188.11,-236.16,-281.26
ROA_sy,,3.64,18.73,-16.13,,,,-39.99,-17.06,70.31,,1.32,,-7.86,,-10.31,,-2.75,,-8.15,15.17,20.87,,47.02,3.20,-23.27,,-29.42,-20.04,-2.83,33.33,58.55,62.31,32.66,4.30,-26.81,-58.06,-46.88,-57.20,-44.30,9.45,-20.00,-38.55,-43.84,-49.40,-17.86
ROA_qq,,,,,-8.50,-37.14,,,-0.78,36.41,,,,,,,-73.63,-8.86,,,185.51,83.25,,,-50.00,-254.23,-136.99,-130.44,19.73,16.67,54.50,196.70,18.47,47.24,-35.83,-49.24,3.00,-88.83,269.57,552.94,-21.26,8.70,22.53,-184.02,-21.68,-44.71
ROA_sq,,,,,-32.56,-41.34,,,-6.80,20.46,,,,,,,5.92,4.53,,,32.81,9.70,,,-6.78,-18.44,0.43,-7.58,5.62,-0.89,37.81,9.90,8.12,-18.99,8.35,-22.88,-38.04,2.61,-12.70,0.36,21.74,-25.00,-32.94,-8.28,9.68,21.76
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,,-71.40,351.20,32.62,,,,-121.66,-106.13,-108.70,-116.61,284.57,288.00,-78.12,-111.11,-100.00,-210.64,97.37,183.16,,338.46,13266.67,165.82,121.32,-20.16,-134.68,-224.76,-511.63,-687.88,-768.61,21.95,161.02,159.11,163.11,268.70,-34.39,-31.54,-69.51,-101.30,-69.15,-47.56,-55.46,5033.33,-619.61,-523.89,-2046.08
OPM_sy,,-4.09,24.40,-12.71,,,,1.85,18.63,24.93,9.42,-22.86,-42.18,-33.88,-32.27,-25.88,7.32,4.21,42.94,,25.73,29.87,9.17,12.34,7.97,-22.62,-25.47,-31.19,-19.34,25.78,21.00,27.71,14.67,-5.81,-11.66,-17.62,-8.25,-6.44,4.83,-35.85,-29.84,-38.37,-36.10,-6.86,-10.04,13.70
OPM_qq,,,,,8.96,-9.69,-26.36,-129.89,69.14,-28.00,-40.62,432.22,-68.56,-221.28,-66.67,100.00,,97.12,5366.67,-13.92,82.35,59.27,6.33,-28.33,-34.22,-169.19,-282.48,-136.45,6.05,-2.23,65.63,284.84,-8.99,9.16,-8.12,-28.12,-5.04,-51.38,-103.93,1800.00,61.44,-58.70,335.29,-279.05,-31.70,-89.59
OPM_sq,,,,,-9.13,-10.49,-4.26,30.79,5.84,-5.73,-16.15,-7.80,-20.66,7.78,-14.10,0.90,,4.66,17.82,9.52,-6.91,8.10,-0.95,12.70,-10.53,-22.52,-4.60,4.04,4.88,20.82,-8.22,9.82,-5.83,-0.76,-13.93,2.42,4.87,1.20,-3.56,-37.33,14.71,-11.11,,-8.65,10.79,12.35
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,,1555.56,44.30,-26.20,,,,-175.63,-174.49,-174.35,-280.57,109.44,86.96,51.53,60.10,-402.94,-295.83,-87.39,55.92,167.96,195.79,257.69,613.43,252.86,-31.32,-165.24,-266.57,-641.30,-1087.20,-522.90,-4.89,134.63,138.17,138.48,157.40,-50.76,-49.68,-94.54,-68.99,192.11,170.04,2182.14,576.64,-204.65,-253.44,-407.20
ROS_sy,,-3.74,37.41,14.22,,,,-42.60,-7.61,57.64,2.07,-12.23,-10.27,-29.60,3.95,-1.64,14.42,8.60,24.32,28.10,7.60,16.04,-19.83,13.75,11.13,-26.28,-7.84,-17.81,-16.38,27.78,32.15,18.39,28.96,-4.89,-17.71,-22.25,-29.08,-40.19,-19.35,-34.99,-25.97,-23.57,-46.09,3.65,-26.77,18.75
ROS_qq,,,,,3.78,-37.65,-31.49,-270.62,-2.22,37.77,-66.38,108.92,-241.18,-131.25,-36.94,32.24,-84.47,-9.47,67.79,204.48,160.00,80.22,4.88,-28.20,-49.39,-271.20,-167.76,-133.33,7.70,-8.02,54.91,177.04,1.73,8.92,-32.75,-33.91,3.95,-88.19,282.14,522.43,-3.90,-0.16,13.30,-196.27,-40.89,-99.90
ROS_sq,,,,,-40.29,-17.19,3.58,12.10,-3.91,41.28,-32.93,-3.61,-1.76,10.85,-0.97,-8.79,14.29,5.21,13.37,-6.03,-4.00,13.46,-21.67,33.33,-6.21,-24.74,-2.08,18.91,-4.57,15.00,1.27,6.53,3.95,-15.19,-12.38,0.65,-5.18,-28.47,18.15,-18.87,7.97,-26.15,-16.67,56.00,-23.72,19.75
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,,-11.89,119.84,32.13,,,,-114.21,-108.24,-113.97,-119.75,190.38,53.85,-145.00,-234.23,-619.15,-1826.67,-95.92,23.72,110.04,128.20,156.67,208.83,132.65,-98.77,-201.47,-313.31,-1087.72,-58700.00,-338.04,38.51,160.04,158.36,161.29,245.54,-29.14,-31.14,-71.39,-90.82,-54.91,-35.46,-3.77,962.96,-350.93,-347.37,-855.39
